gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_atac_up	n_atac_down	net_atac
Cntn1	chr15	92051164	92341966	0.0364492135842882	7.71031399089319e-19	Hypermethylated	0	0	0
Ranbp17	chr11	33211794	33513745	0.0312660366213157	7.83517027600562e-19	Hypermethylated	0	0	0
Snx30	chr4	59805839	59904736	0.111156867020028	8.05440191945397e-19	Hypermethylated	0	0	0
Itpk1	chr12	102568581	102704929	0.0967459763219592	8.33463363631999e-19	Hypermethylated	0	1	-1
Max	chr12	76937268	76962200	0.162624957878486	1.13627859420803e-18	Hypermethylated	0	2	-2
Apba1	chr19	23758886	23949595	0.0510369879138713	1.44991877385994e-18	Hypermethylated	0	0	0
Cdyl	chr13	35659832	35874062	0.0426174320044956	1.48418698549076e-18	Hypermethylated	1	3	-2
Fgf1	chr18	38838672	38929471	0.0830278183818121	1.64070131376383e-18	Hypermethylated	0	16	-16
Zfand6	chr7	84613765	84689958	0.0770478771643885	2.25334730895563e-18	Hypermethylated	0	1	-1
Oxct1	chr15	4026382	4155343	0.0565933525875906	2.79767203553102e-18	Hypermethylated	0	0	0
Mbnl1	chr3	60472829	60629749	0.054985626813188	2.79944848870878e-18	Hypermethylated	2	0	2
Jazf1	chr6	52768796	53068630	0.0375169359807629	2.8643296305318e-18	Hypermethylated	0	5	-5
Gna13	chr11	109362830	109401368	0.0922248424499658	3.47700553279e-18	Hypermethylated	0	0	0
Tmtc4	chr14	122918970	122984034	0.0822819059792791	4.33811759330405e-18	Hypermethylated	0	0	0
Maf	chr8	115682941	115707793	0.110827562526468	4.68616909759622e-18	Hypermethylated	0	18	-18
Ift57	chr16	49699232	49765125	0.071002639329205	6.19860799888989e-18	Hypermethylated	0	0	0
Nedd4l	chr18	64887704	65217827	0.0416439274316844	6.60917902896878e-18	Hypermethylated	1	10	-9
Dgkb	chr12	37817725	38634238	0.0217151707626854	6.88242700730192e-18	Hypermethylated	0	0	0
Xkr4	chr1	3205900	3671497	-0.0336820164660391	8.13890532925759e-18	Hypomethylated	8	0	8
Cemip2	chr19	21778341	21858359	0.0601934544762193	8.41322851967603e-18	Hypermethylated	0	2	-2
Tmem161b	chr13	84222295	84296140	0.0793322881743594	8.55694467575725e-18	Hypermethylated	0	4	-4
Phc2	chr4	128654701	128752880	0.077546905451658	8.5896273406785e-18	Hypermethylated	0	0	0
Maml2	chr9	13297956	13709387	0.0432986301789031	9.33769106652903e-18	Hypermethylated	0	0	0
Ppp2r2b	chr18	42637431	43083126	-0.0297607036949497	1.16215874752307e-17	Hypomethylated	2	0	2
Rgs7bp	chr13	104945903	105054929	0.063959641924331	1.20665130083279e-17	Hypermethylated	0	0	0
Wdfy3	chr5	101832955	102069920	0.0414009822480254	1.36537981362882e-17	Hypermethylated	1	0	1
Zfp462	chr4	54945047	55083562	-0.0476246681445951	1.47623210424668e-17	Hypomethylated	7	0	7
Cdc40	chr10	40831620	40883310	0.0874421724741288	1.73031040987159e-17	Hypermethylated	0	1	-1
Homer1	chr13	93299634	93405128	0.061854289564961	1.81996011503828e-17	Hypermethylated	0	0	0
Rab4a	chr8	123805984	123835286	0.126586231892448	1.82585605202187e-17	Hypermethylated	0	0	0
Sem1	chr6	6557293	6578662	0.143010056105177	1.97534788926246e-17	Hypermethylated	0	0	0
Arhgap17	chr7	123279217	123369914	0.0804562917109746	1.97720939179524e-17	Hypermethylated	0	0	0
Me3	chr7	89632391	89854358	0.0493939033249786	2.20114479324795e-17	Hypermethylated	0	0	0
Epha5	chr5	84054760	84417381	-0.0304108060089358	2.2185762135854e-17	Hypomethylated	10	0	10
Lemd3	chr10	120923412	120979331	0.0877361968654475	2.26803697443172e-17	Hypermethylated	0	0	0
Ssu72	chr4	155704799	155733878	0.0988325279502769	2.87813177647194e-17	Hypermethylated	0	0	0
Cnnm4	chr1	36471619	36508763	0.10964993196046	2.93350439350854e-17	Hypermethylated	0	1	-1
Ptprg	chr14	11553531	12242040	0.0238084389510763	3.41520293370965e-17	Hypermethylated	0	2	-2
Efr3b	chr12	3962553	4038914	0.100121273472927	3.98970917592828e-17	Hypermethylated	0	4	-4
Atp2b1	chr10	98914405	99026142	0.0462937092046543	4.26051265417389e-17	Hypermethylated	0	2	-2
Rnmt	chr18	68300354	68324851	0.119124589168958	4.7027924091766e-17	Hypermethylated	0	0	0
Ccser1	chr6	61180323	62382864	0.0185714663714055	4.76140413134917e-17	Hypermethylated	0	0	0
Sgpp2	chr1	78310344	78420288	0.0703923429311814	4.77596599633419e-17	Hypermethylated	0	0	0
Map7	chr10	20148470	20281589	0.0469267960516476	6.55978525681483e-17	Hypermethylated	0	1	-1
Xpo4	chr14	57577520	57665429	0.0593601669333177	7.189726424673e-17	Hypermethylated	0	1	-1
D430041D05Rik	chr2	104143072	104411012	-0.0480887264822282	7.21513857314228e-17	Hypomethylated	4	0	4
Ust	chr10	8204755	8518824	0.0404112640654978	8.45102981685629e-17	Hypermethylated	1	1	0
Tshz1	chr18	84011626	84087705	0.0628837905884014	1.06104645314988e-16	Hypermethylated	1	1	0
Trim44	chr2	102300118	102407827	0.0746861667477516	1.35811456126855e-16	Hypermethylated	0	1	-1
Qk	chr17	10202600	10319853	0.0709344388521389	1.39000478254069e-16	Hypermethylated	0	0	0
Pms1	chr1	53189186	53297017	0.047747931657737	1.86997760506413e-16	Hypermethylated	0	0	0
Heg1	chr16	33684369	33771575	0.0847232582591207	2.01331295997111e-16	Hypermethylated	0	7	-7
Zranb1	chr7	132931141	132986390	0.0968678367173799	2.04281267070162e-16	Hypermethylated	0	0	0
Tjp1	chr7	65296164	65527780	-0.035459552994055	2.13070980445358e-16	Hypomethylated	4	0	4
Ak4	chr4	101419276	101466994	0.101721528555869	2.15637661797052e-16	Hypermethylated	0	0	0
Sidt1	chr16	44240179	44333195	0.0746052645807096	2.77417874995899e-16	Hypermethylated	1	1	0
Pcbp3	chr10	76761856	76961886	0.0518416983592399	2.81537384771095e-16	Hypermethylated	0	0	0
Ptar1	chr19	23687428	23731667	0.0709641121098706	3.4017942526242e-16	Hypermethylated	0	1	-1
Ptpn21	chr12	98676740	98737404	0.0681236092965669	3.57163900669309e-16	Hypermethylated	0	2	-2
Unc80	chr1	66468366	66699147	0.0426596063758459	4.14946428798752e-16	Hypermethylated	2	0	2
Plxdc2	chr2	16356303	16755838	0.0296177030779692	4.92348686582266e-16	Hypermethylated	0	1	-1
Fgf9	chr14	58070546	58112719	0.0929507843076887	5.28073461035414e-16	Hypermethylated	0	1	-1
Pxylp1	chr9	96823335	96892668	0.098799028770806	5.41893500704327e-16	Hypermethylated	0	0	0
Znrf3	chr11	5276323	5444846	0.0613194803564381	6.49368754477719e-16	Hypermethylated	0	3	-3
Rtn4rl1	chr11	75193782	75267768	0.124784835054832	6.61159117157333e-16	Hypermethylated	1	0	1
Cwc27	chr13	104631139	104817141	0.0398655961852048	6.73437435861944e-16	Hypermethylated	0	0	0
Afap1l2	chr19	56912360	57008227	0.113308192034925	8.28572812596819e-16	Hypermethylated	1	3	-2
Chst15	chr7	132235779	132317227	0.0936961412394379	8.76864177360615e-16	Hypermethylated	0	1	-1
Cbfa2t2	chr2	154436480	154539355	0.0741861642365889	9.1195160521057e-16	Hypermethylated	0	0	0
Dipk2a	chr9	94517863	94538080	0.113675102712771	9.32158016449725e-16	Hypermethylated	4	1	3
Fam53b	chr7	132712081	132813885	0.100064454780647	1.0197037381322e-15	Hypermethylated	0	1	-1
Med12l	chr3	59005824	59318681	0.029397697914883	1.10542137483072e-15	Hypermethylated	0	0	0
Tlcd4	chr3	121201760	121283097	0.0687334190502156	1.45693737154126e-15	Hypermethylated	0	3	-3
Hpcal1	chr12	17690855	17791932	0.107068588736527	1.58200360996599e-15	Hypermethylated	1	3	-2
Tll1	chr8	64014930	64206270	0.0510197485682984	1.70418997916143e-15	Hypermethylated	0	2	-2
Prdm10	chr9	31280537	31381722	0.0657557675780259	1.79478835818641e-15	Hypermethylated	0	0	0
Sptssb	chr3	69819541	69859939	0.104865557226518	1.86648202677862e-15	Hypermethylated	0	5	-5
Tmem238	chr7	4784556	4789655	0.201768377315756	2.55639276273926e-15	Hypermethylated	0	0	0
Paqr8	chr1	20890605	20939649	0.0862204995646359	2.65442670324662e-15	Hypermethylated	0	0	0
Nck2	chr1	43444578	43570514	0.0614118305389764	2.84009153363502e-15	Hypermethylated	1	2	-1
Chd6	chr2	160946977	161109074	0.0513110042461138	2.8526402574637e-15	Hypermethylated	4	2	2
Pde1c	chr6	56069803	56652486	0.0283949481427394	2.98959142253166e-15	Hypermethylated	1	0	1
Sp4	chr12	118234932	118301439	0.077871290552491	3.28822288147348e-15	Hypermethylated	0	0	0
Sema3a	chr5	13125413	13602564	0.0237207247403672	3.3468412265517e-15	Hypermethylated	4	0	4
Lmbrd1	chr1	24678629	24766300	0.0595206567059613	3.48994062831933e-15	Hypermethylated	0	1	-1
Taco1	chr11	106066060	106073611	0.0972125002126779	5.01571250772048e-15	Hypermethylated	0	0	0
Ssbp2	chr13	91460282	91703428	0.03440449856668	5.01571250772048e-15	Hypermethylated	0	0	0
Arl15	chr13	113794504	114157460	0.0226756882943754	5.43794681276059e-15	Hypermethylated	2	1	1
Ablim1	chr19	57032732	57314918	0.0426782177252689	5.85505149612665e-15	Hypermethylated	0	0	0
Pcdhga11	chr18	37755730	37841872	0.0728465747328794	5.87199290824435e-15	Hypermethylated	0	0	0
Tapt1	chr5	44175153	44226625	0.0859597359115489	6.90204055517562e-15	Hypermethylated	1	0	1
Slc2a13	chr15	91267695	91573260	0.0311720644418628	7.09376920540763e-15	Hypermethylated	1	0	1
Fbxl3	chr14	103080238	103099565	0.101012407886126	7.17955500143733e-15	Hypermethylated	0	0	0
Ube4b	chr4	149328415	149426748	0.0652251166264204	7.2857735074812e-15	Hypermethylated	0	0	0
Numb	chr12	83794033	83921933	0.0617708300740488	7.8582611434791e-15	Hypermethylated	0	1	-1
Tiparp	chr3	65528409	65555517	0.103224498199518	7.96974654248083e-15	Hypermethylated	1	0	1
Nmnat2	chr1	152954992	153119260	0.0628650957424821	8.0762627300617e-15	Hypermethylated	3	0	3
Galnt2l	chr8	119910840	124345721	0.0120178531641111	8.64042029096272e-15	Hypermethylated	0	0	0
Unc13c	chr9	73479421	73968965	0.0334382025890791	9.03849490449384e-15	Hypermethylated	1	1	0
Trps1	chr15	50654751	50890462	0.0287713303906834	9.56492923948466e-15	Hypermethylated	1	0	1
Zbtb40	chr4	136979731	137048800	0.0808783261054226	1.08808465531774e-14	Hypermethylated	0	1	-1
Fam155a	chr8	9205901	9771160	-0.0249987109545236	1.21846991175342e-14	Hypomethylated	0	0	0
Grm1	chr10	10686058	11082355	0.0363424707547855	1.23069870572257e-14	Hypermethylated	1	0	1
Sypl	chr12	32953890	32979859	0.114684720558623	1.45865908668103e-14	Hypermethylated	0	0	0
Vldlr	chr19	27216483	27254230	0.0770635464062478	1.55521815214159e-14	Hypermethylated	0	0	0
Sos2	chr12	69583761	69681851	0.0566708194101159	1.72095910131191e-14	Hypermethylated	0	0	0
Paqr9	chr9	95559656	95568022	0.191528976740734	2.00557964687664e-14	Hypermethylated	0	2	-2
Fat2	chr11	55250608	55336563	0.0899012689220664	2.02795245098701e-14	Hypermethylated	0	0	0
Map3k5	chr10	19934471	20142752	0.0390806494299933	2.16227819243495e-14	Hypermethylated	0	0	0
Napb	chr2	148693984	148732466	0.0866850892757778	2.32480180092427e-14	Hypermethylated	0	0	0
Acot13	chr13	24817947	24831539	0.125673372813221	2.38469996916295e-14	Hypermethylated	0	0	0
Fgf14	chr14	123977906	124677126	0.0371813619760319	2.69001860998522e-14	Hypermethylated	0	2	-2
Cacna2d1	chr5	15934690	16374510	0.028958232555031	3.14265751248531e-14	Hypermethylated	0	0	0
Spon1	chr7	113765997	114043369	0.0466501117666405	3.16094219628018e-14	Hypermethylated	0	0	0
Rnf122	chr8	31111819	31131481	0.161740525815992	3.239192596302e-14	Hypermethylated	0	0	0
Kcnk10	chr12	98429436	98578309	0.0571263480331121	3.26754796117938e-14	Hypermethylated	1	0	1
Fgfr2	chr7	130162450	133123349	0.0113977478784608	3.28724756773748e-14	Hypermethylated	0	1	-1
Slc24a3	chr2	145167753	145642165	-0.026767828699426	3.31335607392558e-14	Hypomethylated	8	0	8
Snx10	chr6	51523900	51590678	0.0667870764287049	3.61997065717971e-14	Hypermethylated	0	3	-3
Ubr1	chr2	120860268	120970714	0.0446055052464149	3.78216789050578e-14	Hypermethylated	0	0	0
Gm45062	chr6	8259449	8597479	0.0275837878866909	5.72043406181669e-14	Hypermethylated	0	0	0
Vps45	chr3	95999831	96058465	0.0674881948715461	6.18777727720111e-14	Hypermethylated	0	0	0
Tanc1	chr2	59612041	59846148	0.0407079553415794	6.52056723983527e-14	Hypermethylated	1	2	-1
Mpp3	chr11	101999651	102028460	0.157528999801008	6.567974100489e-14	Hypermethylated	0	3	-3
Trmt9b	chr8	36457547	36516569	0.0793417425786329	7.1536638715805e-14	Hypermethylated	3	1	2
Nsd1	chr13	55209781	55318324	0.0581114595553062	7.43034670990502e-14	Hypermethylated	0	0	0
Setd7	chr3	51515318	51560878	0.0788472548016078	7.46423584528269e-14	Hypermethylated	0	0	0
Elovl6	chr3	129532354	129638494	0.044082237848565	7.56724462212482e-14	Hypermethylated	0	0	0
Fnbp1	chr2	31026205	31142007	0.0808575694031084	8.7764246007024e-14	Hypermethylated	0	0	0
Ipcef1	chr10	6885795	7052477	0.0513686774629842	8.83557884946799e-14	Hypermethylated	0	0	0
Rcan3	chr4	135412307	135433852	0.108931635408841	9.10454536069567e-14	Hypermethylated	0	0	0
Cep120	chr18	53681722	53744607	0.0639336174014429	9.16381355786257e-14	Hypermethylated	0	0	0
Scd1	chr19	44394454	44407878	0.164534197974316	9.41692006503376e-14	Hypermethylated	0	1	-1
Mfsd6	chr1	52656285	52727461	0.0780102043662415	9.50694309824828e-14	Hypermethylated	0	1	-1
Clcn3	chr8	60910388	60983299	0.0603711441205004	1.14055167986766e-13	Hypermethylated	0	0	0
Rgmb	chr17	15803187	15831038	0.107066585956466	1.17006280447201e-13	Hypermethylated	1	0	1
Dab1	chr4	103619358	104744843	0.015908807464573	1.21682307773369e-13	Hypermethylated	7	0	7
Tbc1d9	chr8	83165351	83272933	0.0630903658917928	1.436802868761e-13	Hypermethylated	0	0	0
Spred1	chr2	117121373	117182278	0.0732803889618628	1.63803775947825e-13	Hypermethylated	0	0	0
Gabrg2	chr11	41910202	42000856	0.0607371277855869	1.65838620182479e-13	Hypermethylated	2	2	0
Dgkg	chr16	22468460	22657220	0.0456477611243575	1.75172154894102e-13	Hypermethylated	1	0	1
Slc8a3	chr12	81197914	81333179	-0.0596752796344981	1.85648544753402e-13	Hypomethylated	2	0	2
Exoc4	chr6	33249084	33973978	0.0198825468797047	2.15069782048119e-13	Hypermethylated	0	0	0
Cnot2	chr10	116485160	116581510	0.0588655987342047	2.28980271807847e-13	Hypermethylated	1	0	1
Ubtd2	chr11	32455369	32516686	0.101314416108394	2.36873255369054e-13	Hypermethylated	1	0	1
Tmem64	chr4	15265830	15286752	0.12923182275004	2.57650886517685e-13	Hypermethylated	0	2	-2
Armc1	chr3	19131401	19163064	0.087311551809383	3.18582684076519e-13	Hypermethylated	2	0	2
Dync1i1	chr6	5725638	6028038	0.0259285663968304	3.53718566135246e-13	Hypermethylated	0	1	-1
Slc16a10	chr10	40033531	40142257	0.0549672649138767	4.14274367590294e-13	Hypermethylated	0	0	0
Gng2	chr14	19872558	19977626	0.0589702158268366	4.1970174728351e-13	Hypermethylated	0	0	0
Mef2c	chr13	83504033	83667079	0.0345199675607522	4.3925172532553e-13	Hypermethylated	0	3	-3
Dscaml1	chr9	45426627	45753711	0.047605297720057	5.12200274069803e-13	Hypermethylated	0	1	-1
Fgd4	chr16	16416916	16600548	0.055953765275801	6.80145202151099e-13	Hypermethylated	0	0	0
Nrep	chr18	33437018	33464028	0.0929756748272822	6.80145202151099e-13	Hypermethylated	0	1	-1
Zdhhc14	chr17	5492556	5753810	0.043470448132816	8.07189905993776e-13	Hypermethylated	0	2	-2
Gas7	chr11	67455090	67688989	0.0481140409879937	8.67322896417846e-13	Hypermethylated	0	0	0
Cers6	chr2	68861440	69114281	0.0353500106991749	9.04997969467525e-13	Hypermethylated	0	0	0
Aco2	chr15	81872308	81915132	0.0909954135736573	9.27816057119317e-13	Hypermethylated	0	2	-2
Derl1	chr15	57869501	57892447	0.103797409617013	1.14746605655225e-12	Hypermethylated	0	6	-6
Tenm2	chr11	36006655	37235963	0.0120325343991934	1.27015946605207e-12	Hypermethylated	0	0	0
Il1rapl1	chrX	86740869	88115644	0.0367122851050341	1.27888870347604e-12	Hypermethylated	0	3	-3
Hr	chr14	70552211	70573547	0.229524353752496	1.40921169236241e-12	Hypermethylated	0	0	0
Fbxw7	chr3	84815267	84979197	0.0432461554682888	1.42558408820627e-12	Hypermethylated	2	0	2
Adcy1	chr11	7063488	7178505	0.067910384589045	1.43751827403928e-12	Hypermethylated	0	1	-1
Nell2	chr15	95075229	95528558	0.0243731935254852	1.61979068970065e-12	Hypermethylated	0	0	0
Eif5b	chr1	37998009	38055578	0.0655504266584237	1.63504125295347e-12	Hypermethylated	0	0	0
Rasa1	chr13	85214779	85289129	0.0629439221755566	1.69471120688884e-12	Hypermethylated	0	0	0
Dixdc1	chr9	50662751	50739516	0.0701961376473814	1.85618880050839e-12	Hypermethylated	1	0	1
Gpr68	chr12	100876681	100908197	0.168160341562967	1.88550262144259e-12	Hypermethylated	0	4	-4
Pcdhga12	chr18	37765579	37841872	0.0778920874452311	1.9031461542202e-12	Hypermethylated	0	0	0
Rere	chr4	150281645	150621965	0.0400696236162126	1.98651802552942e-12	Hypermethylated	0	0	0
Daam2	chr17	49456021	49564342	0.087069174897678	2.01380293601697e-12	Hypermethylated	0	5	-5
Cry1	chr10	85131699	85185063	0.0653780491354345	2.32162809068477e-12	Hypermethylated	0	2	-2
Gm21985	chr2	112266313	112406318	0.0484805195090369	2.37477890129174e-12	Hypermethylated	0	0	0
Arfip1	chr3	84496092	84582624	0.0576684711998788	2.37989218452044e-12	Hypermethylated	0	0	0
Bhlhe40	chr6	108660628	108666924	0.238411166097407	2.55355576964819e-12	Hypermethylated	0	0	0
Lin7a	chr10	107271685	107421473	0.0475496875231124	2.55832357992549e-12	Hypermethylated	0	0	0
Chd9	chr8	90828351	91054515	0.0357083649699577	2.79812194110805e-12	Hypermethylated	0	2	-2
Cpd	chr11	76778423	76847017	0.068245646730672	2.81427100516776e-12	Hypermethylated	0	0	0
Ebag9	chr15	44619174	44641514	0.121511528394647	2.98792995467597e-12	Hypermethylated	0	1	-1
Ccnjl	chr11	43528783	43586996	0.110772698298045	3.2321934211595e-12	Hypermethylated	0	1	-1
Psd3	chr8	67689081	68212026	0.0234463581311142	3.41738973283418e-12	Hypermethylated	0	0	0
Cd83	chr13	43784774	43803131	0.136352942789747	3.8903499159492e-12	Hypermethylated	0	2	-2
Ank	chr15	27466676	27594908	0.0542477648660984	3.96151484194647e-12	Hypermethylated	0	2	-2
Magi2	chr5	19227035	20704791	0.0131560092792365	4.00644219956622e-12	Hypermethylated	1	1	0
Lims1	chr10	58323465	58424690	0.0615141888426387	4.00644219956622e-12	Hypermethylated	0	0	0
Snapc3	chr4	83417723	83467675	0.0758202271765918	4.22161849701373e-12	Hypermethylated	0	0	0
Zfp395	chr14	65358388	65398929	0.131293644630561	4.32841522205131e-12	Hypermethylated	0	0	0
Adgrl3	chr5	81020137	81825132	-0.0167421956235453	4.33590693757925e-12	Hypomethylated	11	0	11
Fam184b	chr5	45529704	45639613	0.059477760096637	4.35080645814349e-12	Hypermethylated	0	0	0
Prkaa2	chr4	105029873	105109889	0.0572066014296007	4.38388995095191e-12	Hypermethylated	0	0	0
Olfm3	chr3	114904077	115125721	0.0425701615972219	4.7217327934708e-12	Hypermethylated	2	0	2
Tef	chr15	81802420	81826862	0.106895169013362	4.98442585330744e-12	Hypermethylated	0	1	-1
Cyth1	chr11	118132018	118248591	0.0762903502270833	5.15129685232312e-12	Hypermethylated	0	0	0
Usp2	chr9	44067020	44095626	0.139196841662994	5.26620982991216e-12	Hypermethylated	0	1	-1
Pcdh1	chr18	38185913	38212052	0.097873220964627	5.39677657192967e-12	Hypermethylated	1	2	-1
Usp47	chr7	112023503	112111660	0.0645762372794072	5.85065293067035e-12	Hypermethylated	0	0	0
Rab30	chr7	92741602	92844534	0.0605948719453014	5.87668736218517e-12	Hypermethylated	1	0	1
Stag1	chr9	100597797	100959374	0.0319217956134296	5.96319243257235e-12	Hypermethylated	1	0	1
Gpr22	chr12	31706866	31713946	0.137217257788826	6.21725406558418e-12	Hypermethylated	0	3	-3
Hcn1	chr13	117602319	117987417	0.0279639405112824	6.36943297649862e-12	Hypermethylated	0	0	0
Map1b	chr13	99421445	99516539	0.0547398939471088	6.75864335306987e-12	Hypermethylated	2	1	1
Setd3	chr12	108106430	108179313	0.0761324811174654	6.77037260287433e-12	Hypermethylated	0	0	0
Ercc8	chr13	108158730	108195363	0.0635145390026879	7.31556194845564e-12	Hypermethylated	0	2	-2
Bdnf	chr2	109674699	109727006	0.068321060874271	8.5465710897968e-12	Hypermethylated	0	2	-2
Emb	chr13	117208535	117274414	0.0502634924591406	8.60685624712123e-12	Hypermethylated	1	1	0
Zeb2	chr2	44983631	45117394	-0.035328280575588	9.60377202524923e-12	Hypomethylated	0	0	0
Micu3	chr8	40307457	40386307	0.0644464937443286	1.00339338961627e-11	Hypermethylated	0	1	-1
Wasf2	chr4	133130504	133199755	0.0708146651383275	1.00600769520286e-11	Hypermethylated	0	1	-1
St8sia1	chr6	142821544	142964451	0.0484063691164078	1.05571070573883e-11	Hypermethylated	0	1	-1
Fer	chr17	63863061	64139495	0.028434327345344	1.05740181343799e-11	Hypermethylated	0	1	-1
Cacna1a	chr8	84338638	84640245	0.0558314127547075	1.22949482057826e-11	Hypermethylated	0	2	-2
Arsg	chr11	109473373	109573329	0.0535168512085626	1.27748042717343e-11	Hypermethylated	0	0	0
Jak2	chr19	29251827	29313079	0.0462306311667798	1.326242474217e-11	Hypermethylated	0	1	-1
Fam126b	chr1	58522805	58586322	0.0711646456141604	1.33204899889047e-11	Hypermethylated	0	0	0
Golgb1	chr16	36875139	36933084	0.052183508348942	1.34785619027353e-11	Hypermethylated	0	0	0
Cystm1	chr18	36342519	36403096	0.0794477681505068	1.37074607447473e-11	Hypermethylated	0	0	0
St3gal2	chr8	110919921	110972479	0.104269675615639	1.39646150263861e-11	Hypermethylated	0	2	-2
Zswim6	chr13	107724616	107890063	0.0300011765637649	1.40503285958604e-11	Hypermethylated	0	0	0
Zfyve28	chr5	34194892	34288448	0.0742952660068501	1.48247239140437e-11	Hypermethylated	0	1	-1
Kif13a	chr13	46749086	46929866	0.0386190210165126	1.48247239140437e-11	Hypermethylated	1	0	1
Lars2	chr9	123366926	123462665	0.0514794510763303	1.58943733403466e-11	Hypermethylated	0	1	-1
