TargetGene	log2FC	padj	baseMean	sum_delta_activity	sum_delta_contact	sum_delta_unnorm	sum_delta_abc	n_enhancers	is_de
6430571L13Rik	-0.225492	0.025116	400.255168	5.510324	0.011234	0.231462	0.01786	4	TRUE
6430573P05Rik	0.08887	0.963035	4.341365	-11.049022	-0.022785	-0.53963	-0.060327	7	FALSE
6430584L05Rik	-0.002585	0.999038	2.213618	-1.280251	-0.025796	-0.35135	0.001722	9	FALSE
6530401F13Rik	0.101067	0.85819	29.17762	13.009388	-0.005705	0.104573	0.019359	5	FALSE
6530403H02Rik	0.106307	0.80929	2209.508871	-4.774096	0.034568	0.336104	0.010684	9	FALSE
6530411M01Rik	-1.060899	0.393426	3.016595	-12.572828	0.002383	-0.30117	-0.013414	4	FALSE
6720427I07Rik	-0.146361	0.426188	453.536652	-8.039734	0.014537	-1.34533	-0.074279	4	FALSE
6720483E21Rik	-0.442188	0.669504	5.529447	-6.469963	-0.030107	-0.831039	-0.068724	4	FALSE
6820408C15Rik	0.013496	0.988364	20.458988	-7.314119	-0.045144	-0.726753	-0.047689	7	FALSE
8030442B05Rik	0.062107	0.958387	13.439278	3.901369	-0.00410000000000002	-0.009133	-0.03874	15	FALSE
8430419K02Rik	-0.097734	0.770596	268.153201	-29.181885	-0.100965	-3.030651	-0.040592	13	FALSE
8430429K09Rik	-0.102623	0.7852	112.336561	-15.909238	0.011492	-0.288668	-0.001255	12	FALSE
9030407P20Rik	0.521404	0.543871	6.322685	-1.659059	-0.024826	-0.317769	-0.097704	15	FALSE
9030624G23Rik	1.005279	0.278925	4.348125	0.771624	0.003543	-0.010487	-0.070567	6	FALSE
9130019P16Rik	0.183232	0.518417	641.362794	-28.483928	-0.065233	-2.441543	-0.130473	11	FALSE
9130401M01Rik	-0.68917	0.005347	34.002926	-37.690269	0.00387199999999999	-1.552182	-0.011794	9	TRUE
9230114K14Rik	-0.506647	0.354016	13.155825	0.303075999999995	-0.012706	-0.16127	-0.071257	7	FALSE
9230116N13Rik	-0.894099	0.489108	2.463524	-0.448492999999998	0.007814	0.054516	0.02298	5	FALSE
9330104G04Rik	-0.449064	0.633247	7.176022	-3.785251	0.001318	0.043373	0.004165	4	FALSE
9330118I20Rik	-0.089674	0.918499	16.92139	1.623644	0.002523	0.044892	0.026636	3	FALSE
9330136K24Rik	-0.202926	0.50836	65.744819	3.607216	0.024351	0.116818	0.034298	7	FALSE
9330154J02Rik	-0.710891	0.227361	16.045364	-9.288217	0.031023	-0.46266	-0.009708	11	FALSE
9330158H04Rik	0.076522	0.944038	12.923298	16.717856	0.067455	0.811813	0.104115	10	FALSE
9330159F19Rik	0.126634	0.630996	766.817188	0.579857999999998	0.010918	0.297415	-0.015463	11	FALSE
9330159M07Rik	0.12355	0.918699	12.526682	7.434417	0.004089	0.12106	0.010161	13	FALSE
9430015G10Rik	0.082538	0.671116	193.818422	-0.270271000000002	-0.00331	-0.049502	-0.008949	5	FALSE
9430021M05Rik	0.058325	0.904528	89.266623	0.553389999999998	0.01323	0.320404	-0.00408	5	FALSE
9430037G07Rik	-0.06638	0.963714	10.51571	0.361246000000003	0.000529	0.035462	0.025291	10	FALSE
9430038I01Rik	0.835021	0.073272	11.150992	2.33741	-0.00103999999999999	-0.031202	-0.01332	2	FALSE
9430091E24Rik	0.030882	0.906868	314.180104	-0.345826000000001	0.000558000000000001	0.030516	0.010832	9	FALSE
9530051G07Rik	0.10831	0.862505	69.159767	3.708618	-0.003591	0.133696	-0.019	6	FALSE
9530052E02Rik	0.141812	0.584239	161.217039	-8.565851	-0.00761099999999999	-0.185041	-0.037138	5	FALSE
9530059O14Rik	0.287074	0.202823	351.030118	-7.088855	0.014322	0.131892	-0.042963	9	FALSE
9530068E07Rik	-0.104978	0.679298	197.674638	1.86377800000001	0.001348	-0.051082	0.003225	9	FALSE
9530080O11Rik	-0.185424	0.896214	8.040706	2.647662	-0.008601	-0.088801	-0.013725	3	FALSE
9630028B13Rik	0.288846	0.618421	20.077158	5.046533	0.00956899999999999	0.081623	0.045697	8	FALSE
9930012K11Rik	-1.059909	0.341864	3.737648	6.95049	0.016353	0.183317	0.016093	10	FALSE
a	0.061559	0.839607	120.401169	2.184896	0.007778	0.115072	0.019848	3	FALSE
A230001M10Rik	0.229546	0.356118	125.056688	-22.000758	0.008239	-0.014423	-0.016243	10	FALSE
A230028O05Rik	-0.950359	0.178883	6.939379	-39.456754	0.02875	-0.594811	0.030145	11	FALSE
A230056P14Rik	0.346603	0.039407	106.946076	9.342561	-0.003109	0.089732	-0.004675	6	TRUE
A230072C01Rik	0.24565	0.416253	48.94352	11.951242	-0.00197999999999999	0.508618	0.023292	10	FALSE
A230103J11Rik	0.306515	0.746659	7.648476	1.17642	-0.014432	0.191475	0.030443	7	FALSE
A2m	0.183375	0.227473	326.867944	14.375708	-0.010037	0.006721	-0.00886	8	FALSE
A2ml1	-0.815294	0.589805	2.531632	203.535757	0.115602	0.829263	0.5188	15	FALSE
A330008L17Rik	-1.557283	0	72.736913	-20.688601	0.00349699999999999	-0.66541	-0.016913	5	TRUE
A330023F24Rik	0.575062	0	3929.251787	19.115256	0.069347	2.231209	0.134487	5	TRUE
A330035P11Rik	-0.339043	0.675093	9.866209	-16.089103	0.00151	-0.384306	-0.020035	7	FALSE
A330040F15Rik	-0.512354	0.463275	7.980869	9.80501	-0.019198	0.157197	-0.012266	5	FALSE
A330048O09Rik	0.347186	0.891074	1.892062	-13.210567	0.00370600000000002	0.235209	0.094858	9	FALSE
A330076H08Rik	0.13164	0.663954	1844.663746	6.75905	0.003295	0.005151	0.033775	4	FALSE
A330094K24Rik	0.036824	0.986038	3.920006	-1.30946500000001	0.00911099999999998	0.233051	-0.029382	10	FALSE
A330102I10Rik	-0.303789	0.198035	72.127514	-10.448901	0.00124999999999999	-0.122278	0.006846	10	FALSE
A3galt2	-0.283847	0.14276	165.371202	-17.442164	0.027347	0.0293240000000001	0.010119	12	FALSE
A430005L14Rik	0.176016	0.656686	46.80793	-12.962823	0.001274	-0.02735	0.00671	6	FALSE
A430018G15Rik	0.178253	0.647168	64.276258	-3.498761	-0.00559000000000001	0.102135	0.029305	14	FALSE
A430033K04Rik	-0.15037	0.343419	273.064146	2.888457	-0.00819200000000002	-0.146016	-0.01576	3	FALSE
A430093F15Rik	-1.236873	0.080335	6.922608	-35.700333	0.021779	-1.73045	-0.049052	13	FALSE
A430105J06Rik	-0.501059	0.489842	9.797225	6.32638	0.008743	0.106602	0.03001	6	FALSE
A430108G06Rik	0.24589	0.914467	2.328616	-3.562433	0.01718	0.122135	0.004123	12	FALSE
A4galt	-0.059959	0.969708	9.708339	-7.060487	0.00541300000000001	-0.068059	-0.041103	6	FALSE
A530013C23Rik	0.520949	0.360406	9.891664	1.323788	0.081578	0.413586	0.037097	9	FALSE
A530016L24Rik	0.078578	0.976206	2.404219	20.041843	0.023031	0.270608	0.05127	10	FALSE
A530017D24Rik	0.235941	0.631656	22.524528	134.580596	0.111746	1.307503	0.368232	8	FALSE
A530072M11Rik	0.119374	0.924892	9.742738	-10.587446	-0.019748	-0.235234	-0.029838	8	FALSE
A530083I20Rik	-0.973166	7e-06	37.83314	1.017487	0.004802	0.017346	0.098798	7	TRUE
A630052C17Rik	0.067866	0.949838	18.834589	5.660496	-0.019872	-0.060837	-0.007165	7	FALSE
A630095N17Rik	-0.919259	0.176366	5.161755	-168.359779	-1.118474	-10.861717	-0.715763	14	FALSE
A730009L09Rik	-0.219901	0.839942	7.553311	4.253097	0.000149999999999999	0.037617	0.026958	11	FALSE
A730020M07Rik	0.008315	0.996191	7.182001	-7.906417	0.016728	0.147443	0.044154	9	FALSE
A730036I17Rik	0.070783	0.98182	1.985639	6.669981	0.026955	0.149101	0.056556	10	FALSE
A830008E24Rik	0.055441	0.964539	12.842231	12.879275	0.016818	0.404663	0.029146	6	FALSE
A830012C17Rik	-0.146154	0.835108	26.742551	-9.755738	0.00826199999999998	0.108116	0.018496	11	FALSE
A830018L16Rik	0.605435	0.005654	162.487095	3.056216	-0.003115	0.005052	-0.036153	3	TRUE
A830019P07Rik	0.124208	0.82431	39.398242	11.738356	0.00857	0.059538	0.057266	15	FALSE
A830031A19Rik	-0.403205	0.80571	2.955386	24.834654	0.021719	0.516431	0.09367	17	FALSE
A830052D11Rik	0.256092	0.770988	13.872783	-6.769271	-0.00736600000000001	-0.52079	-0.017591	7	FALSE
A930001C03Rik	0.352215	0.050541	82.902584	-16.143042	0.059421	-0.400159	-0.03669	12	FALSE
A930004D18Rik	-0.027225	0.974813	29.405616	1.224015	0.042652	0.315679	0.00619600000000001	13	FALSE
A930005H10Rik	0.222261	0.526197	38.60492	11.720964	-0.005052	0.077918	-0.053093	11	FALSE
A930006K02Rik	-0.771651	0.066801	31.657406	9.44075000000001	0.003201	-0.143267	0.021289	9	FALSE
A930012O16Rik	-0.740548	0.46729	4.272958	-22.197936	-0.045293	-1.162677	-0.049433	8	FALSE
A930018P22Rik	-0.067279	0.976206	2.893083	6.852208	0.034022	0.363018	0.023402	12	FALSE
A930029G22Rik	0.428243	0.202823	52.305554	-9.003808	0.005455	0.108785	-0.024252	7	FALSE
A930037H05Rik	-0.053372	0.97303	6.676663	-4.550248	-0.01202	-0.680015	-0.028111	6	FALSE
AA465934	-0.01489	0.982388	63.98169	0.979432000000001	-0.005408	0.139254	-2.99999999999996e-05	4	FALSE
AA986860	0.229263	0.600822	58.10909	3.450018	-0.00696200000000001	0.047985	0.02607	5	FALSE
Aaas	-0.077755	0.829675	106.379333	8.112039	-0.00377899999999998	-0.24592	-0.000737999999999999	9	FALSE
Aacs	-0.429955	0.008465	199.080349	-5.092677	-0.031108	-0.732516	-0.033745	8	TRUE
Aagab	-0.049092	0.804552	529.805898	4.659669	-0.00673	0.019674	8e-04	4	FALSE
Aak1	0.200775	0.011036	7117.668528	-1.498385	-0.008239	-0.147877	-0.035249	10	TRUE
Aamdc	-0.226747	0.365194	108.608462	-6.352442	-0.018614	-0.405345	-0.022457	7	FALSE
Aamp	0.112217	0.573936	171.386025	-2.950191	0.004357	-0.302456	-0.010009	8	FALSE
Aanat	-0.340066	0.780569	8.185439	-0.582981000000003	-0.00124100000000003	0.451854	0.021559	7	FALSE
Aar2	0.135902	0.474844	175.526681	3.26841900000001	0.014903	0.338838	0.041994	13	FALSE
Aard	0.26859	0.563505	23.891142	-23.536896	-0.006386	-0.288653	-0.034089	8	FALSE
Aars2	0.026253	0.952513	155.741586	-14.472974	0.036549	-0.697029	-0.00498000000000001	13	FALSE
Aasdh	-0.002334	0.996359	106.296818	4.730552	0.003246	0.085553	-0.014075	6	FALSE
Aasdhppt	-0.026614	0.950143	194.450362	11.349662	-0.006501	0.096934	0.016181	3	FALSE
Aass	0.2062	0.716645	43.99977	-16.310105	0.01718	-0.043676	-0.07251	15	FALSE
Aatf	-0.09466	0.639297	709.249061	1.774553	-0.00391700000000001	0.274492	0.020844	5	FALSE
Aatk	0.231559	0.228015	1399.646417	11.117586	0.034849	1.102336	0.00829799999999999	12	FALSE
AB124611	-0.141436	0.893839	8.880752	3.317318	-0.003661	-0.052789	-0.012675	9	FALSE
Abat	0.140017	0.199936	1026.207191	5.800439	0.010034	0.210038	0.020706	6	FALSE
Abca1	-0.53513	0	863.244947	-6.79050499999999	-0.015103	-0.757429	-0.045658	11	TRUE
Abca13	-0.123479	0.953969	3.492856	-14.746528	0.001201	0.023455	-0.060767	11	FALSE
Abca17	-0.198861	0.940637	2.768947	-3.550875	-0.014379	-0.200428	-0.004062	8	FALSE
Abca2	-0.253696	0.164399	2532.337044	-40.164346	-0.021198	-3.442183	-0.01168	11	FALSE
Abca3	0.199594	0.175665	742.726804	-3.421798	-0.007061	-0.071437	0.000267000000000002	7	FALSE
Abca4	-0.333036	0.763478	6.186971	-41.334366	0.003231	-0.055436	-0.020006	13	FALSE
Abca5	-0.181664	0.01623	814.856462	-15.244003	0.000692999999999998	-0.08331	-0.021326	8	TRUE
Abca6	0.245843	0.738074	23.521214	70.288665	0.128821	0.367685	0.384492	10	FALSE
Abca7	0.058543	0.884473	346.477776	5.817054	0.013516	0.634535	0.012513	8	FALSE
Abca8b	-0.17051	0.364929	866.860339	-0.965459	0.000613999999999996	0.043946	0.037814	5	FALSE
Abca9	0.371765	0.293429	46.096702	-22.656627	-0.005559	-0.156668	-0.061952	12	FALSE
Abcb1a	0.085267	0.864499	79.227587	-12.361487	0.010229	0.115562	0.00266499999999999	11	FALSE
Abcb1b	0.345059	0.592803	21.63987	11.626693	0.003822	0.108838	-0.115148	14	FALSE
Abcb4	0.159882	0.737536	26.300756	-3.59014399999999	0.016353	0.226815	-0.03246	16	FALSE
Abcb7	0.05047	0.871593	502.402297	19.859111	-0.001822	0.065337	-0.023595	10	FALSE
Abcb8	-0.008174	0.98886	118.062947	5.844997	-0.006843	0.027958	-0.004493	6	FALSE
Abcb9	-0.113492	0.763478	95.280333	5.604913	-0.00954000000000001	0.178609	0.013419	8	FALSE
Abcc1	0.047846	0.824098	666.359642	3.74455	0.021569	0.263405	0.02032	5	FALSE
Abcc10	-0.057647	0.892662	154.576248	-0.911966000000002	0.003548	0.020031	0.00206	3	FALSE
Abcc12	0.247784	0.145527	211.110655	-8.705575	-0.01975	-0.829919	0.008676	8	FALSE
Abcc3	-0.04169	0.970689	15.146573	-10.757524	0.049166	-0.588707	-0.007617	15	FALSE
Abcc4	0.284706	0.016463	353.776916	1.854179	0.010749	0.132842	-0.052632	11	TRUE
Abcc5	0.158045	0.211606	1899.246187	5.81727	0.002354	0.086823	0.007559	4	FALSE
Abcc6	0.021299	0.991956	3.599297	9.26852	0.00805599999999999	0.212429	0.015216	7	FALSE
Abcc8	0.426797	2.5e-05	1492.559481	10.166983	-0.00520400000000003	0.602428	0.019462	9	TRUE
Abcc9	0.410309	0.182591	48.589593	2.034549	0.00304	0.060037	0.066903	14	FALSE
Abcd1	0.029952	0.936619	140.138029	11.801626	0.030409	0.701814	-0.013443	11	FALSE
Abcd2	0.190632	0.343976	745.224232	0.788785999999998	0.00014799999999999	0.167256	-0.004628	7	FALSE
Abcd3	-0.218563	0.010412	585.436741	-23.370216	-0.00795	-0.312049	-0.054447	6	TRUE
Abcd4	0.066719	0.824437	112.150443	-0.0511739999999996	0.001673	0.01052	0.004289	4	FALSE
Abce1	0.051676	0.847895	575.988036	13.682758	0.002077	0.163262	0.02374	6	FALSE
Abcf1	0.056234	0.86578	322.401339	1.65887000000001	-0.00617899999999998	-0.049996	0.000397999999999999	8	FALSE
Abcf2	0.185124	0.333204	240.245498	11.730347	-0.04652	-0.051932	0.002065	9	FALSE
Abcf3	0.143168	0.537394	278.596083	8.60973	0.006857	0.547483	0.017185	10	FALSE
Abcg1	-0.043323	0.810642	1457.125073	-14.499412	0.00429499999999997	-0.06504	-0.003705	6	FALSE
Abcg4	0.16948	0.505415	294.891329	-10.777123	-0.010448	-0.300557	-0.03766	9	FALSE
Abhd10	-0.102053	0.498579	227.232507	-10.418338	-0.00967600000000001	-0.297637	-0.00945	8	FALSE
Abhd11	0.021132	0.98749	12.308812	6.677863	-0.000680000000000002	0.078925	-0.003991	4	FALSE
Abhd12	0.019861	0.914467	906.362891	-0.846704	-0.00675800000000002	-0.001181	-0.011336	5	FALSE
Abhd13	0.0388	0.893817	272.500363	5.675381	-0.027581	-0.254454	-0.024526	10	FALSE
Abhd14a	-0.134469	0.714253	50.49024	-8.009988	-0.0291	-1.218982	0.014993	9	FALSE
Abhd14b	-0.448919	0.041891	49.779143	-8.009988	-0.029213	-1.222303	0.014916	9	TRUE
Abhd15	0.02362	0.986422	9.657283	-5.326218	0.020865	0.013688	-0.016731	14	FALSE
Abhd16a	-0.041538	0.936391	683.271949	-20.938562	0.00712699999999995	-3.452349	-0.036435	7	FALSE
Abhd17a	0.016196	0.982414	96.302759	-6.343067	0.02239	0.195255	0.008253	8	FALSE
Abhd17b	-0.006016	0.985256	845.189421	-11.89107	0.00621	-0.423164	-0.012726	5	FALSE
Abhd17c	-0.231447	0.030886	215.452352	2.183917	0.021795	0.216416	0.043117	13	TRUE
Abhd18	0.119504	0.327817	437.591006	1.429159	-0.001297	0.019167	-0.000752999999999999	5	FALSE
Abhd2	-0.106065	0.438552	950.441828	-3.536201	-0.003785	-0.137631	-0.017144	1	FALSE
Abhd3	-0.084026	0.734428	208.091329	3.885321	-0.022328	-0.127025	-0.026697	4	FALSE
Abhd4	-0.420927	0.013581	127.014097	2.74202	0.003938	-0.192515	-0.027871	4	TRUE
Abhd5	-0.074154	0.803638	153.436637	-15.536893	-0.001129	-0.148595	-0.030797	8	FALSE
Abhd6	0.091366	0.699232	552.209131	1.984368	-0.033323	-0.328615	-0.021585	9	FALSE
Abhd8	0.164203	0.598456	197.058746	0.736487000000003	-2.00000000000131e-05	0.08031	-0.003942	5	FALSE
Abi1	0.210347	0.010527	1498.038908	11.961414	-0.00528499999999999	0.331214	0.006518	6	TRUE
Abi2	-0.091628	0.371898	1506.95283	0.886457000000001	-0.001729	-0.066547	-0.015148	6	FALSE
Abi3	-0.04227	0.987885	2.324302	6.238695	0.011157	0.113028	0.022061	7	FALSE
Abi3bp	-0.203856	0.290933	358.255842	0.920166999999999	-0.022129	-0.187322	-0.083622	20	FALSE
Abitram	-0.057724	0.894676	73.272276	3.374409	0.001698	0.064673	0.021957	7	FALSE
Abl1	0.149061	0.210488	886.547645	3.183711	0.006621	0.188357	0.020449	2	FALSE
Abl2	0.031192	0.83786	853.670615	4.707833	0.021845	0.177585	0.035212	6	FALSE
Ablim1	0.153373	0.29326	14745.700125	-2.771106	0.010312	0.16162	-0.013713	12	FALSE
Ablim2	0.189496	0.044357	1761.604539	1.107134	0.008727	0.083076	0.004599	2	TRUE
Ablim3	0.078141	0.469163	4395.009732	1.63759400000001	0.00071799999999999	0.511371	0.013569	8	FALSE
Abr	0.060621	0.730932	996.443747	-24.443184	-0.00023799999999998	-0.10065	-0.0276	9	FALSE
Abra	-0.129684	0.774152	46.437786	-17.749222	0.004213	0.083203	0.087084	13	FALSE
Abracl	-0.606134	0.267503	14.734615	-0.704295	-0.009319	-0.086619	0.003907	7	FALSE
Abraxas1	0.016388	0.97303	163.633689	9.953688	-0.00466000000000001	0.192828	0.02744	7	FALSE
Abt1	0.081554	0.900638	30.256036	14.125486	0.033872	0.333039	0.029445	9	FALSE
Abtb1	-0.435251	0.002973	158.094431	-31.935231	-0.021971	-1.868776	-0.018521	10	TRUE
Abtb2	0.183765	0.37167	294.48181	11.175912	0.051456	0.368212	0.01136	12	FALSE
Acaa2	-0.6797	0.02753	27.604274	6.428077	-0.006294	-0.103364	-0.015735	4	TRUE
Acaca	-0.018691	0.930672	1490.064317	1.824392	-0.009523	-0.093234	-0.029986	7	FALSE
Acacb	0.372331	0.111797	52.22424	4.006809	0.015944	0.232765	0.014187	4	FALSE
Acad10	-0.006257	0.989947	73.115525	6.322649	-0.007332	0.201504	0.023326	7	FALSE
Acad12	0.615819	0.221596	13.445416	2.760378	0.004175	0.097414	0.013201	3	FALSE
Acad8	-0.247798	0.048726	180.376756	0.5324	-0.00327999999999999	0.135876	0.027587	6	TRUE
Acad9	0.135877	0.345004	314.273494	5.72893	0.012062	0.259	0.026463	14	FALSE
Acadl	0.100658	0.742968	108.038081	-12.327374	-0.006738	-0.087221	-0.015486	12	FALSE
Acadm	-0.470889	0.000931	132.901404	-1.90182800000001	0.005153	0.16204	0.057319	5	TRUE
Acads	0.208863	0.760891	15.456014	-4.293221	0.012354	0.042721	0.006571	7	FALSE
Acadvl	0.163954	0.575554	86.524422	6.595853	-0.030177	0.132561	0.014001	11	FALSE
Acan	0.71703	0.206361	10.511318	-12.822521	-0.004785	-0.082264	-0.087547	11	FALSE
Acap2	-0.052272	0.655008	1746.513836	1.838817	0.00356	0.022802	0.005763	4	FALSE
Acap3	-0.021122	0.964535	528.584449	3.30783	0.00933299999999999	0.201269	0.020919	9	FALSE
Acat1	0.35673	2e-06	497.642873	-2.741954	-0.008263	-0.100427	-0.046277	4	TRUE
Acat2	0.194376	0.380221	84.698677	1.728494	-0.035724	-0.196547	-0.039878	6	FALSE
Acat3	-0.187507	0.720918	21.631739	0.183583999999998	-0.003731	0.172692	0.032065	6	FALSE
Acbd3	-0.0492	0.896035	163.901097	-5.918943	0.000932999999999999	-0.153579	0.012251	9	FALSE
Acbd4	-0.395824	0.001987	141.087044	0.184368000000005	-0.025015	-0.25643	0.032603	11	TRUE
Acbd5	0.00187	0.996367	395.291307	9.789456	0.015026	0.683697	0.018286	5	FALSE
Acbd6	0.027668	0.896035	977.346854	-1.188376	-0.00639	-0.171947	-0.01998	7	FALSE
Accs	0.042055	0.955897	36.959179	-12.643775	0.014712	-0.021759	0.012709	7	FALSE
Accsl	0.224617	0.847386	6.584417	-14.969889	-0.003571	-0.490694	-0.052145	13	FALSE
Acd	0.11184	0.724666	116.967819	-3.060415	0.00142999999999999	-0.235075	-0.010784	10	FALSE
Ace	-0.510946	0.358007	11.390401	1.660204	0.020434	-0.064923	0.000131999999999991	8	FALSE
Acer2	0.143878	0.854525	22.366004	0.424966	0.001276	0.105724	0.022615	6	FALSE
Ache	-0.557326	0.006699	230.461502	1.213174	-0.037099	-0.159282	0.008714	5	TRUE
Acin1	0.056009	0.768149	1004.395532	-2.458521	-0.00679100000000001	-0.113263	-0.006921	5	FALSE
Ackr1	-0.074415	0.806943	599.67132	-4.40355699999999	0.00304400000000003	-0.215852	-0.006206	10	FALSE
Ackr3	0.063395	0.941939	19.736013	9.01134	0.026388	0.444203	0.036912	8	FALSE
Acly	-0.221075	0.0686	395.430064	0.474537000000007	-0.005752	0.136107	0.035681	6	FALSE
Aco1	-0.143138	0.189325	374.73596	4.942144	-0.019424	-0.052252	-0.005055	5	FALSE
Aco2	-0.061152	0.642651	1638.49636	-15.933994	0.019358	-0.31284	0.012382	9	FALSE
Acot1	-0.151092	0.900144	7.984265	-10.906619	0.028126	-0.147875	0.011463	10	FALSE
Acot10	0.014302	0.996741	2.481868	-5.877862	0.000391999999999999	-0.040321	-0.210702	14	FALSE
Acot11	0.135914	0.540422	129.536813	-3.64071799999999	0.023109	0.077367	-0.00722	15	FALSE
Acot12	0.071438	0.969409	6.0971	0.195706999999996	0.002404	0.067235	-0.01412	10	FALSE
Acot13	-0.123772	0.666045	104.595513	3.54456	0.00727	0.230653	0.041168	3	FALSE
Acot2	-0.64708	0.480114	6.091098	-13.094841	-0.024085	-0.532307	-0.035652	8	FALSE
Acot4	-0.60902	0.773276	1.91584	-13.08401	0.00353999999999998	-0.347006	-0.035546	10	FALSE
Acot6	-0.653098	0.104117	17.432505	-9.282886	-0.010612	-0.146694	-0.002209	8	FALSE
Acot7	-0.356176	1e-06	1217.842274	-12.355565	-0.00811800000000002	-0.898937	-0.046261	7	TRUE
Acot8	0.167368	0.363888	143.071945	-1.12158	-0.052712	-0.342791	-0.033976	10	FALSE
Acot9	-0.043623	0.908919	129.334038	11.451818	0.002675	0.184549	0.02464	4	FALSE
Acox1	0.070651	0.663776	577.040491	-1.583363	-0.008687	-0.264606	-0.016086	11	FALSE
Acox2	-0.552155	0.267874	20.123132	0.406859999999998	0.013161	0.057603	-0.030843	12	FALSE
Acox3	-0.003128	0.99493	198.725214	2.84068	0.00479300000000002	0.176319	0.021407	3	FALSE
Acoxl	-0.492012	0.784087	1.960819	-12.54962	-3.10000000000004e-05	-0.422188	-0.048877	10	FALSE
Acp1	-0.006432	0.987885	209.454548	-18.290082	0.000944	-0.003591	0.006938	5	FALSE
Acp2	0.060026	0.846678	180.447402	-2.297548	0.025148	0.358591	0.00609	12	FALSE
Acp6	-0.571447	0.000137	116.214829	-7.850738	-0.021087	-0.361289	-0.063399	5	TRUE
Acr	0.539632	0.078433	32.613809	12.337458	0.015817	0.88233	0.070628	14	FALSE
Acrbp	0.120639	0.805857	67.224999	-2.635935	-0.015176	-0.429221	0.005546	12	FALSE
Acsbg1	0.081728	0.630507	434.716018	6.24064	-0.005903	-0.204837	-0.083474	10	FALSE
Acsf2	0.261145	0.404074	44.734664	5.801946	0.007242	0.213936	0.073436	6	FALSE
Acsl1	-0.101532	0.636179	612.032638	4.438648	0.004523	0.175554	0.023564	8	FALSE
Acsl3	0.090897	0.751167	998.507438	0.130210999999999	-0.006162	-0.108824	-0.030025	5	FALSE
Acsl4	-0.020457	0.952513	517.142336	-3.050148	0.014283	0.157562	0.030228	4	FALSE
Acsl5	0.25295	0.182141	145.951265	10.87579	0.021775	0.669284	0.060057	6	FALSE
Acsl6	0.203493	0.004955	1850.227503	-9.352548	0.033301	0.397645	0.004136	10	TRUE
Acsm5	0.411794	0.314469	18.803914	5.961099	-0.00180100000000003	0.203232	0.003682	15	FALSE
Acss1	0.022359	0.968512	116.26029	4.202649	0.042641	0.22038	0.038108	12	FALSE
Acss2	0.08779	0.624044	339.97225	-0.389142000000001	0.000297999999999983	-0.051064	0.000938	8	FALSE
Acss3	-0.09504	0.882059	63.589849	4.087257	0.007457	0.161336	0.028386	8	FALSE
Acta2	0.031082	0.978878	11.201137	133.671594	0.120974	0.469223	0.501783	11	FALSE
Actb	0.064283	0.844776	2987.236865	5.212487	0.008834	0.238697	-0.002463	7	FALSE
Actbl2	0.388647	0.790068	3.731042	-34.935423	-0.007048	-0.32242	-0.032396	13	FALSE
Actg1	-0.028282	0.96062	320.720117	7.1508	0.013806	0.288982	0.032969	8	FALSE
Actg2	0.356733	0.848026	2.898179	-3.774458	-0.029855	-0.654515	-0.022267	11	FALSE
Actl6b	-0.025391	0.949611	190.553608	5.955834	-0.032759	-0.216967	-0.010494	9	FALSE
Actl7a	-0.433228	0.667083	6.274806	-6.632317	0.015794	0.130837	0.061895	14	FALSE
Actn1	0.19458	0.166729	492.981885	-3.304288	0.004805	0.08011	-0.008988	4	FALSE
Actn2	0.636792	0.021876	28.416413	3.62191299999999	-0.00912000000000003	0.047209	-0.037156	12	TRUE
Actn3	-0.357023	0.536379	14.959858	1.584707	0.011342	0.122985	0.015339	8	FALSE
Actn4	0.162378	0.027982	1230.633293	6.89037	0.028519	0.502597	0.029837	10	TRUE
