#TAD name	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M3/tagdirs IR
chr10:84633000-85094998	chr10	84633000	85094998	chr10	84633000	85094998	255,255,0	2.221000	461998	2.053464	2.040106	2.063870	2.215452	2.169695	2.260615
chr10:85200000-85667998	chr10	85200000	85667998	chr10	85200000	85667998	255,255,0	2.716000	467998	2.715943	2.684652	2.685516	2.973222	2.807143	2.958487
chr10:85959000-86513998	chr10	85959000	86513998	chr10	85959000	86513998	255,255,0	2.571000	554998	2.589786	2.570622	2.586095	2.570175	2.577597	2.542589
chr10:86292000-86462998	chr10	86292000	86462998	chr10	86292000	86462998	255,255,0	2.701000	170998	2.624560	2.533912	2.623886	2.677778	2.645747	2.729082
chr10:87015000-87512998	chr10	87015000	87512998	chr10	87015000	87512998	255,255,0	2.085000	497998	2.084982	2.150657	2.180696	2.371702	2.430938	2.454496
chr10:87543000-88337998	chr10	87543000	88337998	chr10	87543000	88337998	255,255,0	2.066000	794998	1.972831	1.960349	2.021587	2.069065	2.065894	2.214844
chr10:88368000-88433998	chr10	88368000	88433998	chr10	88368000	88433998	255,255,0	2.748000	65998	3.063814	2.528836	3.013584	3.113995	2.747629	2.700604
chr10:88518000-88715998	chr10	88518000	88715998	chr10	88518000	88715998	255,255,0	1.603000	197998	1.422531	1.459458	1.404182	1.563323	1.542917	1.603286
chr10:88716000-88847998	chr10	88716000	88847998	chr10	88716000	88847998	255,255,0	1.828000	131998	1.625408	1.694405	1.711600	1.801667	1.794965	1.828247
chr10:89454000-89636998	chr10	89454000	89636998	chr10	89454000	89636998	255,255,0	2.680000	182998	2.558351	2.463489	2.495712	2.606637	2.679968	2.798682
chr10:89643000-91250998	chr10	89643000	91250998	chr10	89643000	91250998	255,255,0	3.251000	1607998	3.245016	3.251314	3.197184	3.199589	3.105273	2.963567
chr10:90717000-91043998	chr10	90717000	91043998	chr10	90717000	91043998	255,255,0	3.226000	326998	3.304845	3.172207	3.300007	3.308968	3.192309	3.226171
chr10:91257000-93029998	chr10	91257000	93029998	chr10	91257000	93029998	255,255,0	3.652000	1772998	3.708534	3.663128	3.651882	3.524145	3.458609	3.598071
chr10:93153000-93296998	chr10	93153000	93296998	chr10	93153000	93296998	255,255,0	2.843000	143998	3.386440	3.176704	3.443862	2.764419	2.770596	2.683098
chr10:93294000-93425998	chr10	93294000	93425998	chr10	93294000	93425998	255,255,0	1.731000	131998	1.523309	1.604847	1.647362	1.790679	1.731272	1.904161
chr10:93417000-93479998	chr10	93417000	93479998	chr10	93417000	93479998	255,255,0	2.337000	62998	2.336634	2.267764	2.404737	1.977859	2.112451	2.261489
chr10:93480000-93560998	chr10	93480000	93560998	chr10	93480000	93560998	255,255,0	2.591000	80998	2.665673	2.386166	2.593112	2.474891	2.550716	2.513508
chr10:93588000-93821998	chr10	93588000	93821998	chr10	93588000	93821998	255,255,0	3.915000	233998	4.497069	4.098265	4.286509	3.999120	3.915429	4.020960
chr10:94032000-94121998	chr10	94032000	94121998	chr10	94032000	94121998	255,255,0	1.837000	89998	1.888672	1.687250	1.801682	1.983279	1.836758	1.811262
chr10:94200000-94403998	chr10	94200000	94403998	chr10	94200000	94403998	255,255,0	1.709000	203998	1.505832	1.503116	1.505984	1.708525	1.683733	1.666378
chr10:94401000-94616998	chr10	94401000	94616998	chr10	94401000	94616998	255,255,0	2.015000	215998	1.960096	1.898747	2.015136	2.020198	1.953767	2.042206
chr10:94617000-94970998	chr10	94617000	94970998	chr10	94617000	94970998	255,255,0	2.105000	353998	2.195819	2.170730	2.211818	2.099328	2.106655	2.271588
chr10:94983000-95486998	chr10	94983000	95486998	chr10	94983000	95486998	255,255,0	3.181000	503998	3.097326	2.978785	3.137384	2.966723	3.001185	3.154977
chr10:95499000-96053998	chr10	95499000	96053998	chr10	95499000	96053998	255,255,0	2.472000	554998	2.542727	2.441289	2.471728	2.435270	2.500481	2.493499
chr10:95544000-95903998	chr10	95544000	95903998	chr10	95544000	95903998	255,255,0	2.574000	359998	2.523534	2.506659	2.467571	2.574278	2.640504	2.681624
chr10:96126000-97346998	chr10	96126000	97346998	chr10	96126000	97346998	255,255,0	4.001000	1220998	4.017809	3.727904	3.854923	4.000652	3.974214	4.026478
chr10:97344000-97703998	chr10	97344000	97703998	chr10	97344000	97703998	255,255,0	4.192000	359998	4.556345	4.139725	4.316221	4.068924	4.103401	4.192157
chr10:97707000-99101998	chr10	97707000	99101998	chr10	97707000	99101998	255,255,0	2.810000	1394998	3.035672	2.897443	2.949072	2.803853	2.738325	3.001846
chr10:99135000-99635998	chr10	99135000	99635998	chr10	99135000	99635998	255,255,0	3.372000	500998	3.371622	3.134182	3.327887	3.135672	3.171015	3.324775
chr10:99642000-100328998	chr10	99642000	100328998	chr10	99642000	100328998	255,255,0	2.020000	686998	1.918028	2.036777	2.019647	1.974333	1.972007	1.978428
chr10:99690000-100328998	chr10	99690000	100328998	chr10	99690000	100328998	255,255,0	1.997000	638998	1.934786	1.906988	1.913333	1.947194	1.956270	1.992550
chr10:100392000-102389998	chr10	100392000	102389998	chr10	100392000	102389998	255,255,0	2.074000	1997998	2.071526	2.043483	2.074235	2.048782	2.013696	2.128154
chr10:100428000-100595998	chr10	100428000	100595998	chr10	100428000	100595998	255,255,0	2.269000	167998	1.957113	2.011440	2.008210	2.154113	2.261287	2.069041
chr10:100593000-102446998	chr10	100593000	102446998	chr10	100593000	102446998	255,255,0	2.127000	1853998	2.060192	2.126525	2.051433	2.070473	2.024124	2.161007
chr10:102438000-102908998	chr10	102438000	102908998	chr10	102438000	102908998	255,255,0	1.797000	470998	1.642179	1.724015	1.679622	1.711313	1.674780	1.765347
chr10:102441000-102842998	chr10	102441000	102842998	chr10	102441000	102842998	255,255,0	1.756000	401998	1.639868	1.756026	1.746479	1.712024	1.706022	1.769338
chr10:103245000-103412998	chr10	103245000	103412998	chr10	103245000	103412998	255,255,0	3.738000	167998	3.846186	3.370559	3.674558	3.563435	3.667758	3.651750
chr10:103665000-103739998	chr10	103665000	103739998	chr10	103665000	103739998	255,255,0	1.564000	74998	1.564467	1.305245	1.388547	1.318387	1.340221	1.260613
chr10:104199000-105803998	chr10	104199000	105803998	chr10	104199000	105803998	255,255,0	2.333000	1604998	2.302752	2.185436	2.296707	2.342218	2.320578	2.347510
chr10:105834000-106598998	chr10	105834000	106598998	chr10	105834000	106598998	255,255,0	2.857000	764998	2.855480	2.648456	2.667223	3.056731	3.010195	3.027623
chr10:106596000-106922998	chr10	106596000	106922998	chr10	106596000	106922998	255,255,0	2.917000	326998	3.018954	2.907965	3.007283	3.100847	3.258130	3.213966
chr10:107259000-107396998	chr10	107259000	107396998	chr10	107259000	107396998	255,255,0	3.559000	137998	3.985021	3.546777	3.780140	3.890475	3.848938	3.763771
chr10:108444000-109757998	chr10	108444000	109757998	chr10	108444000	109757998	255,255,0	2.734000	1313998	2.733774	2.581310	2.548687	2.141024	2.200811	2.179843
chr10:108720000-109751998	chr10	108720000	109751998	chr10	108720000	109751998	255,255,0	2.088000	1031998	1.813804	1.761651	1.796211	2.087955	2.017973	2.085706
chr10:109758000-109871998	chr10	109758000	109871998	chr10	109758000	109871998	255,255,0	3.086000	113998	3.060975	2.980714	3.039138	2.715733	2.811482	2.773365
chr10:109902000-110741998	chr10	109902000	110741998	chr10	109902000	110741998	255,255,0	2.319000	839998	2.425315	2.336270	2.346007	2.275414	2.298513	2.319377
chr10:110967000-111107998	chr10	110967000	111107998	chr10	110967000	111107998	255,255,0	2.131000	140998	2.250902	2.110124	2.145941	2.059437	2.141898	2.131373
chr10:111492000-111977998	chr10	111492000	111977998	chr10	111492000	111977998	255,255,0	3.732000	485998	3.639768	3.646752	3.732388	3.519068	3.480777	3.610700
chr10:111978000-112166998	chr10	111978000	112166998	chr10	111978000	112166998	255,255,0	1.665000	188998	1.415348	1.361098	1.336766	1.665052	1.481697	1.701180
chr10:112017000-112847998	chr10	112017000	112847998	chr10	112017000	112847998	255,255,0	1.588000	830998	1.541886	1.542769	1.556758	1.562325	1.572954	1.574037
chr10:112056000-112166998	chr10	112056000	112166998	chr10	112056000	112166998	255,255,0	1.600000	110998	1.402094	1.445902	1.289520	1.497584	1.600353	1.590271
chr10:112188000-112814998	chr10	112188000	112814998	chr10	112188000	112814998	255,255,0	1.686000	626998	1.557321	1.521500	1.553452	1.684073	1.616278	1.663189
chr10:112899000-112952998	chr10	112899000	112952998	chr10	112899000	112952998	255,255,0	1.665000	53998	1.733773	1.640600	1.664758	1.770117	1.602662	1.674199
chr10:114375000-115172998	chr10	114375000	115172998	chr10	114375000	115172998	255,255,0	2.547000	797998	2.547263	2.400479	2.473999	2.408826	2.523213	2.547488
chr10:115401000-115631998	chr10	115401000	115631998	chr10	115401000	115631998	255,255,0	1.806000	230998	1.781999	1.824452	1.784242	1.946353	1.908072	1.921999
chr10:115911000-116207998	chr10	115911000	116207998	chr10	115911000	116207998	255,255,0	1.981000	296998	2.067680	1.980939	1.936926	2.004600	2.036350	1.954840
chr10:115998000-116204998	chr10	115998000	116204998	chr10	115998000	116204998	255,255,0	1.982000	206998	2.039721	1.911748	1.982154	1.875220	1.949499	1.851566
chr10:116316000-116912998	chr10	116316000	116912998	chr10	116316000	116912998	255,255,0	2.883000	596998	3.098002	2.882957	2.921346	2.989169	2.943409	2.958896
chr10:117048000-117224998	chr10	117048000	117224998	chr10	117048000	117224998	255,255,0	1.989000	176998	1.881294	1.874189	1.983559	1.920200	2.009593	2.026271
chr10:117330000-117446998	chr10	117330000	117446998	chr10	117330000	117446998	255,255,0	1.918000	116998	1.787972	1.757519	1.834967	1.896985	1.917887	1.885584
chr10:117450000-117683998	chr10	117450000	117683998	chr10	117450000	117683998	255,255,0	1.989000	233998	1.989320	1.928564	1.914038	2.008625	1.991549	2.118257
chr10:117681000-117854998	chr10	117681000	117854998	chr10	117681000	117854998	255,255,0	1.527000	173998	1.533926	1.453312	1.526997	1.458432	1.560754	1.468354
chr10:117789000-117848998	chr10	117789000	117848998	chr10	117789000	117848998	255,255,0	1.768000	59998	1.768271	1.501909	1.447245	1.529776	1.546538	1.632235
chr10:117846000-118175998	chr10	117846000	118175998	chr10	117846000	118175998	255,255,0	1.726000	329998	1.642445	1.700335	1.689653	1.717696	1.747607	1.772529
chr10:117852000-118214998	chr10	117852000	118214998	chr10	117852000	118214998	255,255,0	1.802000	362998	1.735914	1.743196	1.780893	1.713255	1.802359	1.791862
chr10:118581000-119090998	chr10	118581000	119090998	chr10	118581000	119090998	255,255,0	2.126000	509998	1.868852	1.755474	1.776140	2.125609	2.132456	2.200698
chr10:119187000-119252998	chr10	119187000	119252998	chr10	119187000	119252998	255,255,0	1.590000	65998	1.417082	1.385859	1.444283	1.480503	1.590159	1.352898
chr10:119637000-120146998	chr10	119637000	120146998	chr10	119637000	120146998	255,255,0	1.740000	509998	1.603925	1.630176	1.739825	1.737928	1.777972	1.884110
chr10:120225000-120878998	chr10	120225000	120878998	chr10	120225000	120878998	255,255,0	2.145000	653998	2.136571	2.093939	2.059022	2.144511	2.216042	2.242015
chr10:120933000-120986998	chr10	120933000	120986998	chr10	120933000	120986998	255,255,0	1.975000	53998	1.949765	1.603312	1.974524	1.691118	1.785727	1.840075
chr10:121401000-121526998	chr10	121401000	121526998	chr10	121401000	121526998	255,255,0	2.811000	125998	2.702763	2.607199	2.811117	2.986237	2.988210	2.995089
chr10:121632000-122090998	chr10	121632000	122090998	chr10	121632000	122090998	255,255,0	2.414000	458998	1.785669	1.922205	1.920239	2.244698	2.262272	2.414311
chr10:122097000-122534998	chr10	122097000	122534998	chr10	122097000	122534998	255,255,0	2.254000	437998	1.754543	1.844039	1.831475	2.253536	2.239737	2.311297
chr10:122523000-123218998	chr10	122523000	123218998	chr10	122523000	123218998	255,255,0	3.419000	695998	3.401011	3.245835	3.296684	3.329364	3.257170	3.226603
chr10:122799000-123011998	chr10	122799000	123011998	chr10	122799000	123011998	255,255,0	3.389000	212998	3.304701	3.122048	3.460636	3.457152	3.388859	3.301913
chr10:123222000-125201998	chr10	123222000	125201998	chr10	123222000	125201998	255,255,0	1.718000	1979998	1.596857	1.542244	1.375825	1.696393	1.779108	1.640173
chr10:123261000-125114998	chr10	123261000	125114998	chr10	123261000	125114998	255,255,0	1.662000	1853998	1.661777	1.563169	1.411458	1.654153	1.732286	1.616102
chr10:123264000-124655998	chr10	123264000	124655998	chr10	123264000	124655998	255,255,0	1.569000	1391998	1.539804	1.555189	1.568803	1.618624	1.632144	1.615426
chr10:123273000-124604998	chr10	123273000	124604998	chr10	123273000	124604998	255,255,0	1.575000	1331998	1.563417	1.574990	1.533249	1.619952	1.622587	1.567054
chr10:124887000-126884998	chr10	124887000	126884998	chr10	124887000	126884998	255,255,0	2.528000	1997998	2.056688	2.301005	2.528079	2.254509	2.180306	2.333938
chr10:125154000-126890998	chr10	125154000	126890998	chr10	125154000	126890998	255,255,0	2.369000	1736998	2.258119	2.369368	2.450920	2.430415	2.402003	2.471867
chr10:126900000-127058998	chr10	126900000	127058998	chr10	126900000	127058998	255,255,0	3.752000	158998	3.948403	3.752016	3.950467	3.885181	3.990314	3.963662
chr10:127062000-128999998	chr10	127062000	128999998	chr10	127062000	128999998	255,255,0	3.012000	1937998	2.988484	2.998192	3.011500	2.979783	2.980550	2.947239
chr10:130221000-130304998	chr10	130221000	130304998	chr10	130221000	130304998	255,255,0	4.582000	83998	4.073834	3.458983	3.860248	4.282115	4.003019	4.581886
chr11:3201000-3935998	chr11	3201000	3935998	chr11	3201000	3935998	255,255,0	3.354000	734998	3.512265	3.443991	3.513124	3.385115	3.346378	3.371452
chr11:3465000-3521998	chr11	3465000	3521998	chr11	3465000	3521998	255,255,0	3.687000	56998	3.687358	2.880412	3.190691	3.363046	3.110626	3.008495
chr11:4251000-4430998	chr11	4251000	4430998	chr11	4251000	4430998	255,255,0	2.520000	179998	2.509953	2.520331	2.549896	2.535971	2.406000	2.596405
chr11:5106000-5189998	chr11	5106000	5189998	chr11	5106000	5189998	255,255,0	1.777000	83998	1.860793	1.657141	1.637484	1.741281	1.766603	1.700175
chr11:5283000-5480998	chr11	5283000	5480998	chr11	5283000	5480998	255,255,0	2.997000	197998	3.162662	2.997460	3.169438	2.862536	2.728562	2.870041
chr11:5481000-5549998	chr11	5481000	5549998	chr11	5481000	5549998	255,255,0	1.642000	68998	1.740812	1.508365	1.719762	1.770910	1.682893	1.600308
chr11:5481000-5636998	chr11	5481000	5636998	chr11	5481000	5636998	255,255,0	1.619000	155998	1.672167	1.618617	1.706825	1.659921	1.687243	1.607895
chr11:5955000-6200998	chr11	5955000	6200998	chr11	5955000	6200998	255,255,0	2.635000	245998	2.728123	2.577420	2.734452	2.631681	2.634872	2.667881
chr11:6198000-6269998	chr11	6198000	6269998	chr11	6198000	6269998	255,255,0	1.742000	71998	1.972874	1.794332	1.732549	1.700249	1.686686	1.767264
chr11:6540000-6632998	chr11	6540000	6632998	chr11	6540000	6632998	255,255,0	1.664000	92998	1.618149	1.664358	1.675061	1.582798	1.597894	1.592578
chr11:6639000-7199998	chr11	6639000	7199998	chr11	6639000	7199998	255,255,0	4.472000	560998	4.449382	4.349889	4.464123	4.434294	4.326756	4.363241
chr11:7197000-8408998	chr11	7197000	8408998	chr11	7197000	8408998	255,255,0	3.108000	1211998	3.157206	3.170686	3.108485	3.263005	3.186102	3.276516
chr11:8418000-8534998	chr11	8418000	8534998	chr11	8418000	8534998	255,255,0	2.762000	116998	2.315343	2.353759	2.341827	2.761931	2.624287	2.765806
chr11:8901000-8948998	chr11	8901000	8948998	chr11	8901000	8948998	255,255,0	1.566000	47998	1.353281	1.362387	1.471042	1.346862	1.387109	1.565760
chr11:8976000-9143998	chr11	8976000	9143998	chr11	8976000	9143998	255,255,0	2.498000	167998	2.210044	2.062547	2.194669	2.451214	2.577883	2.498326
chr11:9267000-11255998	chr11	9267000	11255998	chr11	9267000	11255998	255,255,0	1.617000	1988998	1.467842	1.480504	1.463425	1.670771	1.617117	1.689460
chr11:9309000-11138998	chr11	9309000	11138998	chr11	9309000	11138998	255,255,0	1.517000	1829998	1.516649	1.448657	1.436421	1.656214	1.594312	1.668228
chr11:11781000-12587998	chr11	11781000	12587998	chr11	11781000	12587998	255,255,0	2.695000	806998	2.214792	2.158435	2.202270	2.742470	2.694855	2.844693
chr11:11805000-12302998	chr11	11805000	12302998	chr11	11805000	12302998	255,255,0	2.332000	497998	2.310442	2.298730	2.331640	2.287415	2.255912	2.435466
chr11:12816000-12869998	chr11	12816000	12869998	chr11	12816000	12869998	255,255,0	1.502000	53998	1.423257	1.499500	1.501787	1.265867	1.404708	1.375176
chr11:14415000-14462998	chr11	14415000	14462998	chr11	14415000	14462998	255,255,0	1.569000	47998	1.486128	1.357316	1.388644	1.342675	1.569087	1.414384
chr11:15213000-15260998	chr11	15213000	15260998	chr11	15213000	15260998	255,255,0	1.527000	47998	1.097899	1.527047	1.298228	1.100975	1.331054	1.114817
chr11:16938000-17267998	chr11	16938000	17267998	chr11	16938000	17267998	255,255,0	2.672000	329998	2.671611	2.455496	2.594361	2.600260	2.652030	2.512713
chr11:18870000-19025998	chr11	18870000	19025998	chr11	18870000	19025998	255,255,0	5.285000	155998	5.054940	4.797699	4.928573	5.284984	5.729651	5.701297
chr11:19035000-19784998	chr11	19035000	19784998	chr11	19035000	19784998	255,255,0	2.635000	749998	2.503181	2.512707	2.450784	2.490618	2.492087	2.617782
chr11:19815000-20114998	chr11	19815000	20114998	chr11	19815000	20114998	255,255,0	3.684000	299998	3.869865	3.608966	3.636202	3.807653	3.684108	3.792698
chr11:20439000-20699998	chr11	20439000	20699998	chr11	20439000	20699998	255,255,0	2.392000	260998	2.413553	2.375331	2.457557	2.534006	2.517377	2.521913
chr11:20439000-20750998	chr11	20439000	20750998	chr11	20439000	20750998	255,255,0	2.569000	311998	2.413821	2.307984	2.418933	2.524593	2.569141	2.466835
chr11:20787000-20921998	chr11	20787000	20921998	chr11	20787000	20921998	255,255,0	2.396000	134998	2.247909	2.232747	2.330200	2.395629	2.445075	2.346461
chr11:21597000-21980998	chr11	21597000	21980998	chr11	21597000	21980998	255,255,0	1.607000	383998	1.506428	1.499286	1.521224	1.557625	1.460422	1.605029
chr11:21663000-21977998	chr11	21663000	21977998	chr11	21663000	21977998	255,255,0	1.546000	314998	1.540789	1.467074	1.545767	1.521327	1.503108	1.574086
chr11:22218000-22622998	chr11	22218000	22622998	chr11	22218000	22622998	255,255,0	2.302000	404998	2.301742	2.175307	2.247775	2.421748	2.203184	2.330435
chr11:22626000-22973998	chr11	22626000	22973998	chr11	22626000	22973998	255,255,0	3.084000	347998	3.008820	2.853323	3.053351	3.570125	3.412061	3.459407
chr11:22977000-23279998	chr11	22977000	23279998	chr11	22977000	23279998	255,255,0	2.078000	302998	2.078883	2.078498	2.142180	2.169915	2.200818	2.136436
chr11:23280000-23981998	chr11	23280000	23981998	chr11	23280000	23981998	255,255,0	1.879000	701998	1.721211	1.688431	1.764260	1.865286	1.872476	1.891544
chr11:23490000-23573998	chr11	23490000	23573998	chr11	23490000	23573998	255,255,0	1.526000	83998	1.518474	1.349174	1.525827	1.533456	1.676230	1.837600
chr11:23625000-23672998	chr11	23625000	23672998	chr11	23625000	23672998	255,255,0	1.581000	47998	1.581246	1.501272	1.557750	1.647910	1.578930	1.690988
chr11:23673000-23963998	chr11	23673000	23963998	chr11	23673000	23963998	255,255,0	1.796000	290998	1.860298	1.763473	1.795284	1.698358	1.681076	1.696329
chr11:23973000-25925998	chr11	23973000	25925998	chr11	23973000	25925998	255,255,0	2.770000	1952998	2.205336	2.282827	2.231111	2.702271	2.649722	2.734279
chr11:24036000-25319998	chr11	24036000	25319998	chr11	24036000	25319998	255,255,0	2.754000	1283998	2.104710	2.110337	2.202522	2.713292	2.754467	2.826108
chr11:26040000-27014998	chr11	26040000	27014998	chr11	26040000	27014998	255,255,0	1.522000	974998	1.462299	1.521781	1.497530	1.456497	1.427102	1.454291
chr11:26184000-26978998	chr11	26184000	26978998	chr11	26184000	26978998	255,255,0	1.521000	794998	1.496124	1.514701	1.528160	1.521902	1.516369	1.549718
chr11:26382000-26453998	chr11	26382000	26453998	chr11	26382000	26453998	255,255,0	1.509000	71998	1.509164	1.484932	1.449162	1.186796	1.174447	1.230012
chr11:27918000-29111998	chr11	27918000	29111998	chr11	27918000	29111998	255,255,0	2.043000	1193998	1.899979	1.926820	1.901495	2.043129	1.969822	2.017673
chr11:29130000-29252998	chr11	29130000	29252998	chr11	29130000	29252998	255,255,0	2.699000	122998	2.528884	2.485038	2.554030	2.475579	2.606262	2.699114
chr11:29247000-29555998	chr11	29247000	29555998	chr11	29247000	29555998	255,255,0	2.378000	308998	1.894223	1.812631	1.987426	2.378199	2.307935	2.319384
