gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Tmem161b	chr13	84222295	84296140	0.0866043646211745	5.56965343023308e-147	Hypermethylated	3	4	1
Eef2k	chr7	120842830	120907449	0.0874490654282774	1.5523210933403e-146	Hypermethylated	2	2	0
Ubl3	chr5	148504634	148552788	0.0935890443621044	4.00923519344736e-146	Hypermethylated	0	1	1
Cemip2	chr19	21778341	21858359	0.0586196146349924	1.44671808271714e-145	Hypermethylated	1	3	2
Msi2	chr11	88339381	88718512	-0.0323809333012719	1.8506356986166e-145	Hypomethylated	1	0	-1
Asap2	chr12	20990458	21270170	0.0368618377951134	4.61694352678441e-145	Hypermethylated	1	2	1
Mreg	chr1	72159441	72212306	0.0747862759408012	7.92787854892103e-145	Hypermethylated	0	2	2
Ak4	chr4	101419276	101466994	0.0916607060829968	1.47920643868733e-144	Hypermethylated	0	0	0
Ipcef1	chr10	6885795	7052477	0.0568334477097234	9.57442956491958e-144	Hypermethylated	0	2	2
St3gal2	chr8	110919921	110972479	0.0852534562039059	1.40614965707247e-143	Hypermethylated	3	2	-1
Cdc40	chr10	40831620	40883310	0.0831193310898309	1.42859296494113e-143	Hypermethylated	0	2	2
Focad	chr4	88094628	88411010	0.0370165203271299	6.51407615401916e-143	Hypermethylated	0	1	1
Max	chr12	76937268	76962200	0.133463477635117	2.13916989557693e-142	Hypermethylated	1	4	3
Dpp6	chr5	26817202	27727504	0.0296610895548445	4.76677470017574e-142	Hypermethylated	5	5	0
Mical2	chr7	112225855	112413105	0.0533749064375408	6.71908290084333e-142	Hypermethylated	0	1	1
Rell1	chr5	63908896	63968896	0.0697375633179516	7.12367849643482e-142	Hypermethylated	4	5	1
Mpp3	chr11	101999651	102028460	0.126199376744528	1.11697936049294e-140	Hypermethylated	1	1	0
Kcnma1	chr14	23289430	24014490	-0.0243176225765627	2.24245289308054e-140	Hypomethylated	3	2	-1
Me3	chr7	89632391	89854358	0.0494015433251859	2.75878609639967e-140	Hypermethylated	1	1	0
Gpr158	chr2	21367541	21830546	0.042584899688118	3.22245933948934e-140	Hypermethylated	2	2	0
Nav1	chr1	135434579	135688104	-0.0391378396545102	4.27659265043651e-140	Hypomethylated	6	5	-1
Rims3	chr4	120854815	120896578	0.115163522003634	2.51729385574532e-139	Hypermethylated	1	0	-1
Gabrb2	chr11	42419756	42629027	0.0566644561697923	3.39438651588705e-139	Hypermethylated	0	1	1
Fat2	chr11	55250608	55336563	0.0705968480960141	6.45997356884356e-139	Hypermethylated	1	1	0
Setbp1	chr18	78750379	79109390	0.033949365092259	7.76928700189553e-139	Hypermethylated	6	6	0
Snx13	chr12	35047185	35147478	0.0699022248873642	1.06076101182694e-138	Hypermethylated	0	2	2
Tmem104	chr11	115187486	115247022	0.0815260591723456	1.61845836362046e-138	Hypermethylated	0	0	0
Cntn4	chr6	105677659	106699309	0.0218803185213701	1.85479730748243e-138	Hypermethylated	3	2	-1
Tmem64	chr4	15265830	15286752	0.153634974562263	1.64083636219482e-137	Hypermethylated	4	10	6
Map7	chr10	20148470	20281589	0.0468310337489894	4.31372014842737e-137	Hypermethylated	2	4	2
Nab1	chr1	52457293	52500678	0.106783623864911	7.04911595214377e-137	Hypermethylated	2	4	2
Ppp2r2b	chr18	42637431	43083126	-0.0305789370082911	2.2469644003544e-136	Hypomethylated	12	9	-3
Gls	chr1	52163447	52233231	0.0903229697062985	5.49118347521834e-136	Hypermethylated	0	2	2
Ypel2	chr11	86936424	86993706	0.0836866091020344	5.90094241900367e-136	Hypermethylated	0	1	1
Atp2b1	chr10	98914405	99026142	0.0499208737029109	9.60536603748424e-136	Hypermethylated	4	7	3
Phc2	chr4	128654701	128752880	0.0646715463304388	1.4557896946109e-135	Hypermethylated	0	0	0
Nck2	chr1	43444578	43570514	0.0573882408570741	2.74095546625448e-135	Hypermethylated	6	7	1
Sptssb	chr3	69819541	69859939	0.107583073441373	3.02756365628823e-135	Hypermethylated	1	3	2
Tapt1	chr5	44175153	44226625	0.0918432177121233	3.18211739269492e-135	Hypermethylated	3	5	2
Fry	chr5	150118644	150497752	0.0302398497206107	3.3256292825049e-135	Hypermethylated	0	0	0
Ntrk2	chr13	58806568	59133969	0.0328357075846999	3.34002567155537e-135	Hypermethylated	1	2	1
Sidt1	chr16	44240179	44333195	0.0641870438423581	4.56573281085874e-135	Hypermethylated	1	3	2
Nav3	chr10	109681258	110456203	0.0234635185492981	3.12994745636747e-134	Hypermethylated	5	12	7
Smarca2	chr19	26605049	26778321	0.0455322715002487	5.29863993055559e-134	Hypermethylated	2	4	2
Pard6g	chr18	80046889	80119638	0.0694475883194615	6.31205771555035e-134	Hypermethylated	4	3	-1
Nmnat2	chr1	152954992	153119260	0.0510740690825094	9.27053859224576e-134	Hypermethylated	2	3	1
Inpp5a	chr7	139389108	139579651	0.050810991172163	1.16611742508065e-133	Hypermethylated	3	6	3
Cnpy1	chr5	28200818	28245805	0.110052314872725	2.58617408579106e-133	Hypermethylated	0	5	5
Nell2	chr15	95075229	95528558	0.0283853419243166	3.22682600015871e-133	Hypermethylated	3	3	0
Lrig1	chr6	94604528	94700157	0.059110951797504	2.16512284142772e-132	Hypermethylated	1	3	2
Bhlhe40	chr6	108660628	108666924	0.216559777294325	7.99232795461459e-132	Hypermethylated	1	1	0
Setd7	chr3	51515318	51560878	0.0788199054321356	1.10276504926659e-130	Hypermethylated	0	0	0
Efr3b	chr12	3962553	4038914	0.0738629215736718	2.07641490293524e-130	Hypermethylated	2	2	0
Nrg1	chr8	31814550	32884796	-0.0187076727457125	3.65427238789434e-130	Hypomethylated	3	4	1
Tshz1	chr18	84011626	84087705	0.057513094425645	4.08437420014622e-130	Hypermethylated	14	13	-1
Spry2	chr14	105891946	105896818	0.169619652521318	5.86285019590042e-130	Hypermethylated	2	3	1
Islr2	chr9	58196296	58204318	-0.186214807772497	7.89189829354135e-130	Hypomethylated	0	0	0
Chst15	chr7	132235779	132317227	0.0720970062801595	8.17598676861726e-130	Hypermethylated	1	2	1
Ank	chr15	27466676	27594908	0.0496031835623806	1.37326564310715e-128	Hypermethylated	3	3	0
Usp25	chr16	77013705	77116779	0.0487408910761085	4.51130523130404e-127	Hypermethylated	2	2	0
Tbc1d22a	chr15	86214458	86498502	0.0376433973478487	4.92463673398638e-127	Hypermethylated	36	32	-4
Tanc1	chr2	59612041	59846148	0.0361143147792424	6.15083982229197e-127	Hypermethylated	3	5	2
Kcnh1	chr1	192190773	192510158	0.041630024790086	1.86043244138071e-126	Hypermethylated	7	4	-3
Il1rapl1	chrX	86740869	88115644	0.0312117249676287	5.39003744126957e-126	Hypermethylated	0	0	0
Kcnd3	chr3	105452329	105674001	0.0445451074690992	4.28622131801763e-125	Hypermethylated	5	4	-1
Gramd4	chr15	86057694	86137633	0.0710708911915655	4.5150969237619e-125	Hypermethylated	6	5	-1
Trim44	chr2	102300118	102407827	0.0756637648045773	9.02506772919555e-125	Hypermethylated	0	0	0
Dgkg	chr16	22468460	22657220	0.0442067034503876	1.43906437005299e-124	Hypermethylated	1	3	2
Adcy1	chr11	7063488	7178505	0.0583990854795784	2.31314667011947e-123	Hypermethylated	2	6	4
Elovl6	chr3	129532354	129638494	0.0472100051775682	2.4226174997362e-123	Hypermethylated	0	1	1
Fam184a	chr10	53633144	53751122	0.0533299701388465	2.79111865318375e-123	Hypermethylated	2	2	0
Ccsap	chr8	123840830	123860208	0.119898763476033	1.62281866769173e-122	Hypermethylated	0	1	1
H6pd	chr4	149979474	150009022	0.106675459751996	3.20140487769372e-122	Hypermethylated	2	3	1
Cmip	chr8	117257063	117459429	-0.0349180403301087	3.49402371562306e-122	Hypomethylated	5	1	-4
Prom1	chr5	43993619	44102031	0.0502669032086184	3.62382979075426e-122	Hypermethylated	2	5	3
Rnf122	chr8	31111819	31131481	0.127378352321639	4.1223636618467e-122	Hypermethylated	1	4	3
Fgf14	chr14	123977906	124677126	0.0374067712965627	5.1750608878336e-122	Hypermethylated	0	0	0
Clmp	chr9	40685961	40785318	0.0586249762035771	7.92595363689607e-122	Hypermethylated	0	0	0
Gpd2	chr2	57237634	57370718	0.0423364326852566	9.45727117528383e-122	Hypermethylated	2	3	1
Exoc4	chr6	33249084	33973978	0.0224965902376667	1.54336357520829e-121	Hypermethylated	0	3	3
Fgfr2	chr7	130162450	133123349	0.0109067533701056	2.13830446504808e-121	Hypermethylated	0	0	0
Ptar1	chr19	23687428	23731667	0.0753871684402255	2.7765329444279e-121	Hypermethylated	0	1	1
Slc2a3	chr6	122727808	122801639	0.0638025862669344	4.62084838254747e-121	Hypermethylated	0	1	1
B3galt1	chr2	67565870	68122688	-0.0259806598352583	4.72171069509216e-121	Hypomethylated	0	0	0
Ssbp2	chr13	91460282	91703428	0.038065381491204	1.55741260399638e-120	Hypermethylated	3	3	0
Vps45	chr3	95999831	96058465	0.0756685497322745	2.00486393878582e-120	Hypermethylated	1	0	-1
Apba1	chr19	23758886	23949595	0.0404450472682791	2.96282999002223e-120	Hypermethylated	1	2	1
Grm1	chr10	10686058	11082355	0.0368707545121875	5.2197557626535e-120	Hypermethylated	1	2	1
Frmd6	chr12	70825513	70902233	0.0598975486078284	9.95334644287058e-120	Hypermethylated	5	6	1
Xkr4	chr1	3205900	3671497	-0.0335951016190874	1.39497478760617e-119	Hypomethylated	3	2	-1
Pcbp3	chr10	76761856	76961886	0.0441046926864455	1.48372158443297e-119	Hypermethylated	3	2	-1
Etv1	chr12	38779379	38870483	0.059363922077227	1.75945873914687e-118	Hypermethylated	3	18	15
Armh4	chr14	49675951	49783382	0.0737727945450812	1.91860292084189e-118	Hypermethylated	1	4	3
Unc13c	chr9	73479421	73968965	0.0323450988428847	3.98484926905791e-118	Hypermethylated	1	1	0
Zfp462	chr4	54945047	55083562	-0.0416301506882488	4.97879351067848e-118	Hypomethylated	18	15	-3
Med12l	chr3	59005824	59318681	0.0293286411398015	8.13029052931098e-118	Hypermethylated	4	1	-3
Sorl1	chr9	41964719	42124296	0.043546927551119	2.02557692115619e-117	Hypermethylated	3	3	0
Lyst	chr13	13590396	13778802	0.0438979772981265	2.14845391884432e-117	Hypermethylated	1	2	1
Lnpep	chr17	17521409	17625049	0.0745177051719574	5.2573706696535e-117	Hypermethylated	0	1	1
Brinp3	chr1	146494759	146902471	0.0360866763384039	5.7127352299203e-117	Hypermethylated	0	4	4
Sdcbp	chr4	6365649	6408422	0.0932746202923607	7.75487905413974e-117	Hypermethylated	1	1	0
Hs6st3	chr14	119138340	119869814	0.0181827706367668	1.42397508931422e-115	Hypermethylated	2	4	2
Rassf8	chr6	145746747	145821078	0.0685610367392558	1.91568815216634e-115	Hypermethylated	12	9	-3
Ptpn21	chr12	98676740	98737404	0.0607983566914405	2.11100003928439e-115	Hypermethylated	0	1	1
Hgd	chr16	37580152	37632019	0.0807522108117853	2.59844992766276e-115	Hypermethylated	0	2	2
Il16	chr7	83642824	83745725	0.0690017153425211	4.66603070765544e-115	Hypermethylated	1	3	2
St18	chr1	6487230	6860939	0.0380023341187223	2.65049110426723e-114	Hypermethylated	1	4	3
Fgf9	chr14	58070546	58112719	0.0857278843995736	8.32900983118097e-114	Hypermethylated	6	7	1
Itga7	chr10	128933817	128958281	0.128205969755496	9.52970197203032e-114	Hypermethylated	1	2	1
Numb	chr12	83794033	83921933	0.057471857169159	3.37445582273384e-113	Hypermethylated	0	1	1
Rgs7bp	chr13	104945903	105054929	0.0571623886366935	8.01148663874569e-113	Hypermethylated	3	3	0
Mpzl1	chr1	165592239	165634537	0.0775329869880599	2.38918903758256e-112	Hypermethylated	4	3	-1
Tbl1xr1	chr3	22076651	22216593	0.0543869649945202	2.95392024484219e-111	Hypermethylated	5	7	2
Tnrc18	chr5	142724660	142817661	-0.059695634205645	2.96444471580193e-111	Hypomethylated	3	2	-1
Cipc	chr12	86947042	86965361	0.121014523817169	9.02130969307488e-111	Hypermethylated	2	3	1
Epha7	chr4	28813130	28967498	0.0422928978117008	6.54573890472579e-110	Hypermethylated	1	2	1
Tmtc4	chr14	122918970	122984034	0.0746786908427238	1.55103556331814e-109	Hypermethylated	1	2	1
Dhx32	chr7	133720941	133782725	0.0708322514064931	1.73406465257295e-109	Hypermethylated	1	2	1
Ift57	chr16	49699232	49765125	0.0690701511093562	2.36415911422579e-109	Hypermethylated	3	4	1
Cntn1	chr15	92051164	92341966	0.0337404087659104	3.44517912744657e-109	Hypermethylated	2	4	2
Cytip	chr2	58129136	58195531	0.0684868298959483	4.03652080365412e-109	Hypermethylated	0	1	1
Wdfy3	chr5	101832955	102069920	0.031260986817863	5.46097185283773e-109	Hypermethylated	0	0	0
Usp46	chr5	73998452	74068430	0.0666375446029002	9.33005194508992e-109	Hypermethylated	3	5	2
Cerkl	chr2	79330542	79456784	0.0541282022520972	1.65700835146174e-108	Hypermethylated	1	3	2
Cnnm4	chr1	36471619	36508763	0.0906220735860523	6.4772025583678e-108	Hypermethylated	2	1	-1
Map1b	chr13	99421445	99516539	0.0512246763696418	7.849445023076e-108	Hypermethylated	3	12	9
Hmgcl	chr4	135946447	135962616	0.140669505661283	9.48180396695542e-108	Hypermethylated	0	0	0
Fa2h	chr8	111345134	111393823	0.0797342355123927	1.0780564686984e-107	Hypermethylated	0	0	0
Lrrc28	chr7	67513409	67645267	0.0465941105235911	1.1219439664854e-107	Hypermethylated	0	0	0
Mab21l2	chr3	86545580	86548628	-0.222719321169747	1.01323483453098e-106	Hypomethylated	1	2	1
Foxo3	chr10	42181840	42276754	0.0474321369778711	1.07006442111791e-106	Hypermethylated	3	3	0
Erbb4	chr1	68032185	69108058	0.0189799195648938	2.25619652856994e-106	Hypermethylated	5	13	8
Tbc1d4	chr14	101442359	101609190	0.0376740127599547	2.28681760664079e-106	Hypermethylated	3	3	0
Smyd3	chr1	178951959	179518040	0.0193401441360632	2.77109811460259e-106	Hypermethylated	4	7	3
St8sia1	chr6	142821544	142964451	0.0461408281936209	5.98342990245807e-106	Hypermethylated	1	1	0
Fam155a	chr8	9205901	9771160	-0.0240969181062531	7.1015654193812e-106	Hypomethylated	0	0	0
Cep85l	chr10	53273442	53379946	0.0643345876647606	1.06811108931615e-105	Hypermethylated	0	0	0
Anks1b	chr10	89873508	90973299	0.0179392172495002	3.55646276336993e-105	Hypermethylated	1	1	0
Polr1d	chr5	147077049	147111596	0.0869400247105536	5.09892546809877e-105	Hypermethylated	0	0	0
Lmbrd1	chr1	24678629	24766300	0.054340442923949	1.50710316170676e-104	Hypermethylated	0	1	1
Rnmt	chr18	68300354	68324851	0.101877727686119	1.8599365746882e-104	Hypermethylated	0	0	0
Fam49b	chr15	63929096	64060477	0.0536623128513717	2.95721939106332e-104	Hypermethylated	0	0	0
Osbpl1a	chr18	12755313	12941840	0.038463377625661	3.00976842601708e-104	Hypermethylated	3	2	-1
Zfand6	chr7	84613765	84689958	0.0763736059124908	3.07546152118832e-104	Hypermethylated	0	0	0
Rcan3	chr4	135412307	135433852	0.0969579441804137	3.43495958812643e-104	Hypermethylated	0	0	0
Qk	chr17	10202600	10319853	0.0673308868896071	5.21011009906031e-104	Hypermethylated	0	0	0
Nrep	chr18	33437018	33464028	0.0864132216019039	7.44696246076423e-104	Hypermethylated	0	4	4
Scamp1	chr13	94201309	94285856	0.0604248457941775	1.23859141292291e-103	Hypermethylated	8	6	-2
Man1c1	chr4	134561689	134704289	0.0448832770125272	1.43406619294874e-103	Hypermethylated	3	1	-2
Prkar1b	chr5	139017305	139150000	0.0532420919351829	1.64234407855995e-103	Hypermethylated	2	1	-1
Sema6d	chr2	124089968	124667769	0.023648895052042	2.21855804374358e-103	Hypermethylated	2	2	0
Gfod1	chr13	43195244	43304171	0.0530116437957565	5.18809868654656e-103	Hypermethylated	1	1	0
Lrrc3b	chr14	15357514	15438986	0.076650874213538	5.5943897784423e-103	Hypermethylated	2	2	0
Tspan9	chr6	127961395	128143593	0.042844546027255	5.62506682331812e-103	Hypermethylated	11	11	0
Mbnl1	chr3	60472829	60629749	0.0484150044399042	1.4060289473949e-102	Hypermethylated	0	2	2
Hmgcll1	chr9	76014854	76136349	0.0536693171763069	2.37241333000405e-102	Hypermethylated	0	0	0
Psd3	chr8	67689081	68212026	0.026772310604354	3.14253027538892e-102	Hypermethylated	3	3	0
Nampt	chr12	32819544	32853348	0.0848582703070512	5.54926710821259e-102	Hypermethylated	6	7	1
Shank2	chr7	144001927	144424493	-0.0309497927248928	8.16598069984949e-102	Hypomethylated	1	0	-1
Cacna1a	chr8	84338638	84640245	0.0371124029564663	1.57621808214788e-101	Hypermethylated	0	1	1
Sp4	chr12	118234932	118301439	0.0840928563436645	2.44818234635435e-101	Hypermethylated	1	2	1
Crtam	chr9	40969690	41004627	0.0859873426242221	5.20801418117543e-101	Hypermethylated	0	0	0
Marchf3	chr18	56761715	56925547	0.0393382304167558	3.60879739264113e-100	Hypermethylated	3	3	0
Galnt2	chr8	124231390	124345723	0.0475697182086682	4.70870912970303e-100	Hypermethylated	1	0	-1
Gm49361	chr14	57642076	57746102	0.0494949650180879	7.90686896823936e-100	Hypermethylated	0	0	0
Pkig	chr2	163658385	163726157	0.0735882789291185	6.48643058580606e-99	Hypermethylated	0	1	1
Slc13a1	chr6	24088282	24168091	0.0616311388579086	1.67084011021748e-98	Hypermethylated	1	7	6
Sema6a	chr18	47235597	47368869	0.0412665388938661	1.71635706674233e-98	Hypermethylated	4	5	1
Btbd11	chr10	85386813	85660291	-0.0288600707369892	1.76029843930731e-98	Hypomethylated	0	0	0
Utrn	chr10	12382187	12869364	0.0216925927631982	2.12724067012683e-98	Hypermethylated	4	8	4
Maf	chr8	115682941	115707793	0.0903221381008704	9.24538702328495e-98	Hypermethylated	9	12	3
Slc16a10	chr10	40033531	40142257	0.051698709116379	9.87529676909836e-98	Hypermethylated	1	1	0
Usp2	chr9	44067020	44095626	0.1029900526084	2.63442370736904e-97	Hypermethylated	1	2	1
Pard3	chr8	127063892	127612285	-0.0192521074417822	3.8381001507881e-97	Hypomethylated	10	11	1
Tll1	chr8	64014930	64206270	0.0492621699726365	7.3660651390998e-97	Hypermethylated	3	5	2
Cacna2d2	chr9	107399611	107529342	-0.0483180936023346	1.41232043834175e-96	Hypomethylated	7	7	0
Derl1	chr15	57869501	57892447	0.100132132407504	1.57453612750302e-96	Hypermethylated	1	2	1
Slc2a13	chr15	91267695	91573260	0.0282509658131905	2.49244923023467e-96	Hypermethylated	1	2	1
Ppp2r5c	chr12	110447119	110583061	0.0373748760830763	3.04422325598721e-96	Hypermethylated	7	3	-4
Plxdc2	chr2	16356303	16755838	0.0302003425406269	5.13219366030553e-96	Hypermethylated	3	2	-1
Plekhf1	chr7	38216971	38228015	0.168498151688174	5.37199215253875e-96	Hypermethylated	0	0	0
Plekha1	chr7	130865755	130913311	0.0763963397276335	8.46072957666142e-96	Hypermethylated	1	1	0
Grin2a	chr16	9567897	9995559	0.0317924348017159	8.5062195112604e-96	Hypermethylated	2	4	2
Hr	chr14	70552211	70573547	0.156196714861968	9.13883804953049e-96	Hypermethylated	2	1	-1
Rab30	chr7	92741602	92844534	0.0578429514510392	1.13296823697391e-95	Hypermethylated	0	0	0
Pitpnc1	chr11	107207891	107470698	0.0275407182248711	2.26819295427026e-95	Hypermethylated	1	0	-1
B3gat2	chr1	23761752	23849157	0.0590870392469967	3.22165503388016e-95	Hypermethylated	2	5	3
Adamts10	chr17	33524203	33553781	0.0983632071661509	3.99982989513828e-95	Hypermethylated	0	0	0
Snx10	chr6	51523900	51590678	0.053157200723351	5.81471537641361e-95	Hypermethylated	3	6	3
Plcxd2	chr16	45959262	46010217	0.0748294936939558	6.47296724350775e-95	Hypermethylated	0	1	1
Rp9	chr9	22411046	22469742	0.0666038983686968	6.47312764662942e-95	Hypermethylated	0	0	0
Sil1	chr18	35266395	35499779	0.0392836321874239	8.03156949029169e-95	Hypermethylated	0	2	2
Xk	chrX	9272755	9313249	0.118002013647643	9.99348283921519e-95	Hypermethylated	0	1	1
Ttc39b	chr4	83220299	83324254	0.0431941849749183	1.13671070545657e-94	Hypermethylated	4	8	4
Celf2	chr2	6539693	7509562	0.0189656589635553	1.88625071196186e-94	Hypermethylated	8	8	0
Dlc1	chr8	36567750	36953142	-0.0237830186261044	4.0726764376822e-94	Hypomethylated	1	1	0
Oprm1	chr10	6758505	7038197	0.0347071770205072	9.622417806827e-94	Hypermethylated	1	1	0
Ranbp17	chr11	33211794	33513745	0.027748337856521	1.53072794927953e-93	Hypermethylated	0	0	0
Tpd52	chr3	8925592	9004722	0.051823728092392	1.75368407824512e-93	Hypermethylated	0	1	1
Adarb1	chr10	77290725	77418269	0.0483375002557	1.94069192336145e-93	Hypermethylated	5	4	-1
Plekha6	chr1	133164209	133303434	-0.0459996543536495	2.24761599060919e-93	Hypomethylated	5	4	-1
Oxct1	chr15	4026382	4155343	0.0451281987937743	4.10027128917954e-93	Hypermethylated	0	0	0
Prkag2	chr5	24862743	25100641	0.033655744530503	1.21859738370706e-92	Hypermethylated	11	9	-2
Spred1	chr2	117121373	117182278	0.076315142391121	1.53000506502508e-92	Hypermethylated	0	2	2
Pde1c	chr6	56069803	56652486	0.0256786530972861	2.54199654089648e-92	Hypermethylated	9	9	0
Numa1	chr7	101934110	102014963	0.0755435142183216	4.36857748581132e-92	Hypermethylated	0	0	0
Pcmtd1	chr1	7088919	7173627	0.0621572559101644	1.51365742411139e-91	Hypermethylated	1	2	1
Dgkb	chr12	37817725	38634238	0.0195784037958071	4.93672972343226e-90	Hypermethylated	1	2	1
Tmem266	chr9	55326912	55438344	0.0523363055808762	9.4672801247277e-90	Hypermethylated	0	0	0
Ppm1h	chr10	122678761	122945794	0.0289239082484013	1.0937132886435e-89	Hypermethylated	0	0	0
Mfsd6	chr1	52656285	52727461	0.0693548190977483	1.95277791610025e-89	Hypermethylated	0	2	2
Eml1	chr12	108370956	108539616	0.0330734812893926	6.32819589551421e-89	Hypermethylated	11	10	-1
Ntf3	chr6	126101411	126166909	0.0625273588684472	9.80165878977693e-89	Hypermethylated	6	6	0
Slc24a3	chr2	145167753	145642165	-0.0247889915254887	1.93264538035724e-88	Hypomethylated	12	17	5
Ergic1	chr17	26561488	26656933	0.0545410043571384	1.94441017368466e-88	Hypermethylated	0	0	0
Inpp5f	chr7	128611327	128696424	0.0529054020548476	1.95664637965783e-88	Hypermethylated	0	0	0
Ulk4	chr9	120955350	121277196	-0.0251058605987137	4.10045429801878e-88	Hypomethylated	0	0	0
