chrom1	start1	end1	chrom2	start2	end2	other	cluster	strand	gene	log2FC	cond
chr15	95760000	95770000	chr15	96320000	96330000	B	1	+	NR2F2	-3.18999129952923	degron
chr15	96050000	96055000	chr15	96325000	96330000	B	1	+	NR2F2	-3.18999129952923	degron
chr16	13920000	13930000	chr16	14070000	14080000	B	2	+	MRTFB	-2.64824227985529	degron
chr1	61860000	61870000	chr1	62060000	62070000	A	6	+	PATJ	-1.6191572352569	degron
chr16	2190000	2200000	chr16	2500000	2510000	A	1	-	CASKIN1	3.21283364242212	degron
chr16	2195000	2200000	chr16	2495000	2500000	A	1	-	CASKIN1	3.21283364242212	degron
chr16	30980000	30990000	chr16	31140000	31150000	B	1	-	PRSS8	-2.46236496962786	degron
chr16	53045000	53050000	chr16	53280000	53285000	A	1	+	CHD9	-1.88437683264477	degron
chr16	53050000	53055000	chr16	53280000	53285000	A	2	+	CHD9	-1.88437683264477	degron
chr16	53050000	53060000	chr16	53510000	53520000	A	6	+	CHD9	-1.88437683264477	degron
chr16	53130000	53140000	chr16	53510000	53520000	A	6	+	CHD9	-1.88437683264477	degron
chr16	53290000	53300000	chr16	53500000	53510000	B	6	-	AKTIP	-2.08678561512738	degron
chr16	57775000	57780000	chr16	58000000	58005000	A	1	-	KIFC3	-2.24845701078574	degron
chr16	58020000	58030000	chr16	58190000	58200000	A	1	+	MMP15	-2.01302574816791	degron
chr16	58020000	58030000	chr16	58300000	58310000	A	1	+	MMP15	-2.01302574816791	degron
chr16	58020000	58030000	chr16	58470000	58480000	A	1	+	MMP15	-2.01302574816791	degron
chr16	58020000	58030000	chr16	58640000	58650000	A	1	+	MMP15	-2.01302574816791	degron
chr16	69330000	69340000	chr16	69750000	69760000	B	1	-	NOB1	-2.05342791164355	degron
chr16	69395000	69400000	chr16	69750000	69755000	B	1	-	NOB1	-2.05342791164355	degron
chr16	69395000	69400000	chr16	69755000	69760000	B	1	-	NOB1	-2.05342791164355	degron
chr16	72840000	72850000	chr16	73050000	73060000	B	1	-	ZFHX3	-2.33637910104693	degron
chr16	72850000	72860000	chr16	73050000	73060000	B	1	-	ZFHX3	-2.33637910104693	degron
chr16	72875000	72880000	chr16	73045000	73050000	B	1	-	ZFHX3	-2.33637910104693	degron
chr16	85350000	85360000	chr16	85550000	85560000	B	1	+	GSE1	-1.77992120110348	degron
chr16	85420000	85430000	chr16	85610000	85620000	B	1	+	GSE1	-1.77992120110348	degron
chr16	8565000	8570000	chr16	8790000	8795000	B	3	+	PMM2	-1.64420284100801	degron
chr17	16000000	16005000	chr17	16215000	16220000	B	1	-	NCOR1	-1.61777934055225	degron
chr17	16010000	16020000	chr17	16200000	16210000	B	1	-	NCOR1	-1.61777934055225	degron
chr17	17670000	17680000	chr17	18030000	18040000	A	1	+	RAI1	-1.98162260217976	degron
chr17	17680000	17690000	chr17	17860000	17870000	A	1	+	RAI1	-1.98162260217976	degron
chr17	17680000	17690000	chr17	18030000	18040000	A	1	+	RAI1	-1.98162260217976	degron
chr17	40300000	40310000	chr17	40530000	40540000	A	1	+	RARA	1.70675134214296	degron
chr17	41960000	41965000	chr17	42110000	42115000	B	1	-	DHX58	3.62130110321563	degron
chr17	41960000	41965000	chr17	42115000	42120000	B	1	-	DHX58	3.62130110321563	degron
chr17	42320000	42330000	chr17	42670000	42680000	B	1	-	PLEKHH3	-2.13501239094738	degron
chr17	48025000	48030000	chr17	48615000	48620000	B	2	-	HOXB8	-2.43405973923444	degron
chr17	48030000	48040000	chr17	48620000	48630000	B	2	-	HOXB8	-2.43405973923444	degron
chr17	48180000	48190000	chr17	48610000	48620000	B	2	-	HOXB8	-2.43405973923444	degron
chr17	48260000	48265000	chr17	48615000	48620000	B	2	-	HOXB8	-2.43405973923444	degron
chr17	48260000	48270000	chr17	48590000	48600000	B	2	-	HOXB3	-2.20206061465682	degron
chr17	48335000	48340000	chr17	48590000	48595000	B	2	-	HOXB3	-2.20206061465682	degron
chr17	61840000	61850000	chr17	62060000	62070000	B	6	-	MED13	-1.84744444281667	degron
chr17	61860000	61870000	chr17	62060000	62070000	B	6	-	MED13	-1.84744444281667	degron
chr17	65275000	65280000	chr17	65555000	65560000	B	1	-	AXIN2	-3.99842897028528	degron
chr17	65550000	65560000	chr17	65780000	65790000	A	1	-	AXIN2	-3.99842897028528	degron
chr17	65550000	65560000	chr17	65980000	65990000	A	1	-	AXIN2	-3.99842897028528	degron
chr17	65550000	65560000	chr17	66160000	66170000	A	1	-	AXIN2	-3.99842897028528	degron
chr17	65565000	65570000	chr17	65780000	65785000	A	1	-	AXIN2	-3.99842897028528	degron
chr17	67890000	67895000	chr17	68460000	68465000	A	6	+	BPTF	-2.10055819148181	degron
chr17	67895000	67900000	chr17	68460000	68465000	A	6	+	BPTF	-2.10055819148181	degron
chr17	70760000	70770000	chr17	72110000	72120000	B	6	+	SOX9	-2.59385723371213	degron
chr17	71115000	71120000	chr17	72115000	72120000	B	6	+	SOX9	-2.59385723371213	degron
chr17	71235000	71240000	chr17	72115000	72120000	B	6	+	SOX9	-2.59385723371213	degron
chr17	71470000	71475000	chr17	72120000	72125000	B	1	+	SOX9	-2.59385723371213	degron
chr17	71760000	71770000	chr17	72110000	72120000	B	6	+	SOX9	-2.59385723371213	degron
chr17	72120000	72125000	chr17	72425000	72430000	A	1	+	SOX9	-2.59385723371213	degron
chr17	72120000	72125000	chr17	72430000	72435000	A	1	+	SOX9	-2.59385723371213	degron
chr17	72120000	72130000	chr17	72290000	72300000	A	1	+	SOX9	-2.59385723371213	degron
chr17	72120000	72130000	chr17	72520000	72530000	A	1	+	SOX9	-2.59385723371213	degron
chr17	75770000	75780000	chr17	76280000	76290000	A	1	+	UNK	-2.66804927058416	degron
chr1	8025000	8030000	chr1	8310000	8315000	A	1	-	ERRFI1	-2.6632737490533	degron
chr1	8030000	8035000	chr1	8235000	8240000	A	1	-	ERRFI1	-2.6632737490533	degron
chr1	8030000	8035000	chr1	8310000	8315000	A	1	-	ERRFI1	-2.6632737490533	degron
chr18	12700000	12710000	chr18	13150000	13160000	A	1	-	CEP76	-1.58136725593095	degron
chr18	2570000	2580000	chr18	3240000	3250000	A	6	-	METTL4	-2.12628277624322	degron
chr18	2570000	2580000	chr18	3240000	3250000	A	6	+	NDC80	-2.29257274300952	degron
chr1	84140000	84145000	chr1	84430000	84435000	A	2	+	PRKACB	-1.64971604112768	degron
chr1	84140000	84145000	chr1	84540000	84545000	A	6	+	PRKACB	-1.64971604112768	degron
chr1	84140000	84145000	chr1	84600000	84605000	A	6	+	PRKACB	-1.64971604112768	degron
chr1	84140000	84145000	chr1	84605000	84610000	A	6	+	PRKACB	-1.64971604112768	degron
chr1	84140000	84145000	chr1	84750000	84755000	A	3	+	PRKACB	-1.64971604112768	degron
chr1	84140000	84145000	chr1	84930000	84935000	A	6	+	PRKACB	-1.64971604112768	degron
chr18	48775000	48780000	chr18	48940000	48945000	B	1	-	SMAD7	-2.2213952523726	degron
chr18	54220000	54225000	chr18	54665000	54670000	A	6	-	MBD2	-2.04776475420875	degron
chr1	85700000	85710000	chr1	85880000	85890000	A	2	-	ZNHIT6	-1.75005804308796	degron
chr18	57880000	57890000	chr18	58040000	58050000	B	1	+	NEDD4L	-1.65167782451467	degron
chr18	58040000	58050000	chr18	58320000	58330000	A	6	+	NEDD4L	-1.65167782451467	degron
chr18	58040000	58050000	chr18	58490000	58500000	A	6	+	NEDD4L	-1.65167782451467	degron
chr18	62710000	62715000	chr18	62955000	62960000	A	2	+	PHLPP1	-1.83426138553475	degron
chr18	62715000	62720000	chr18	62955000	62960000	A	2	+	PHLPP1	-1.83426138553475	degron
chr1	86380000	86390000	chr1	86740000	86750000	A	6	-	ODF2L	-1.58083261048687	degron
chr1	86380000	86390000	chr1	87080000	87090000	A	6	-	ODF2L	-1.58083261048687	degron
chr18	70280000	70290000	chr18	70430000	70440000	A	2	+	SOCS6	-1.92184322142126	degron
chr1	87320000	87330000	chr1	88060000	88070000	A	4	+	LMO4	-1.81020025579627	degron
chr1	87325000	87330000	chr1	87945000	87950000	A	2	+	LMO4	-1.81020025579627	degron
chr1	87325000	87330000	chr1	87955000	87960000	A	2	+	LMO4	-1.81020025579627	degron
chr19	11880000	11885000	chr19	12140000	12145000	A	1	+	ZNF69	-1.75610805249973	degron
chr19	11880000	11890000	chr19	12550000	12560000	A	1	+	ZNF69	-1.75610805249973	degron
chr1	91280000	91285000	chr1	91500000	91505000	B	3	+	CDC7	-1.99472818823751	degron
chr1	91280000	91285000	chr1	92290000	92295000	B	3	+	RPAP2	-1.71131311289524	degron
chr1	91285000	91290000	chr1	91500000	91505000	B	3	+	CDC7	-1.99472818823751	degron
chr1	91410000	91420000	chr1	92290000	92300000	B	3	-	GLMN	-2.10519024334359	degron
chr1	91410000	91420000	chr1	92290000	92300000	B	3	+	RPAP2	-1.71131311289524	degron
chr1	91500000	91510000	chr1	92620000	92630000	A	6	+	CDC7	-1.99472818823751	degron
chr1	91510000	91515000	chr1	92290000	92295000	B	6	+	RPAP2	-1.71131311289524	degron
chr1	91510000	91515000	chr1	92295000	92300000	B	6	-	GLMN	-2.10519024334359	degron
chr1	91510000	91515000	chr1	92295000	92300000	B	6	+	RPAP2	-1.71131311289524	degron
chr1	91995000	92000000	chr1	92290000	92295000	B	2	+	RPAP2	-1.71131311289524	degron
chr19	33780000	33790000	chr19	34340000	34350000	B	3	+	GPI	1.97077269021695	degron
chr19	33790000	33800000	chr19	34340000	34350000	B	3	+	GPI	1.97077269021695	degron
chr19	36190000	36200000	chr19	36520000	36530000	B	1	-	ZNF260	-1.75490254189508	degron
chr19	3985000	3990000	chr19	4200000	4205000	A	1	-	EEF2	1.63325482820359	degron
chr1	94060000	94065000	chr1	94235000	94240000	B	1	-	ARHGAP29	-2.37422851648086	degron
chr1	94060000	94065000	chr1	94240000	94245000	B	1	-	ARHGAP29	-2.37422851648086	degron
chr1	94240000	94250000	chr1	94460000	94470000	A	6	-	ARHGAP29	-2.37422851648086	degron
chr19	46080000	46085000	chr19	46265000	46270000	A	1	-	IGFL4	-3.34614576129695	degron
chr19	46080000	46090000	chr19	46510000	46520000	A	1	-	IGFL4	-3.34614576129695	degron
chr19	57570000	57580000	chr19	57740000	57750000	B	6	+	ZNF776	-2.14208356451366	degron
chr19	58220000	58230000	chr19	58510000	58520000	A	1	+	ZNF544	-2.24901240751228	degron
chr19	750000	760000	chr19	910000	920000	A	1	+	MISP	-2.50219378617261	degron
chr19	770000	780000	chr19	1240000	1250000	B	2	+	MIDN	-1.95558299388774	degron
chr19	9625000	9630000	chr19	9790000	9795000	A	1	-	ZNF561	-2.00768450826929	degron
chr19	9625000	9630000	chr19	9795000	9800000	A	1	-	ZNF561	-2.00768450826929	degron
chr20	10550000	10555000	chr20	11270000	11275000	A	6	+	SLX4IP	-1.72764621126594	degron
chr20	10550000	10555000	chr20	11545000	11550000	A	6	+	SLX4IP	-1.72764621126594	degron
chr20	10555000	10560000	chr20	11205000	11210000	A	6	+	SLX4IP	-1.72764621126594	degron
chr20	10555000	10560000	chr20	11270000	11275000	A	6	+	SLX4IP	-1.72764621126594	degron
chr20	10670000	10675000	chr20	11270000	11275000	A	6	-	JAG1	-1.93045145423063	degron
chr20	10670000	10680000	chr20	11200000	11210000	A	1	-	JAG1	-1.93045145423063	degron
chr20	31560000	31565000	chr20	31720000	31725000	B	2	-	BCL2L1	-3.09447292342998	degron
chr20	32200000	32210000	chr20	32350000	32360000	A	1	-	PLAGL2	-1.90450772146921	degron
chr20	32200000	32210000	chr20	32350000	32360000	B	1	+	ASXL1	-1.74851911669194	degron
chr20	32200000	32210000	chr20	32480000	32490000	A	1	-	PLAGL2	-1.90450772146921	degron
chr20	34860000	34870000	chr20	35210000	35220000	A	1	-	GGT7	2.03628027385579	degron
chr20	34870000	34875000	chr20	35210000	35215000	A	1	-	GGT7	2.03628027385579	degron
chr20	43450000	43455000	chr20	43690000	43695000	A	4	+	SRSF6	-1.95558363337259	degron
chr20	43450000	43455000	chr20	44080000	44085000	A	3	+	SRSF6	-1.95558363337259	degron
chr20	50180000	50190000	chr20	50740000	50750000	A	1	+	CEBPB	-3.77365813666799	degron
chr20	50185000	50190000	chr20	50380000	50385000	A	1	+	CEBPB	-3.77365813666799	degron
chr20	50185000	50190000	chr20	50460000	50465000	A	1	+	CEBPB	-3.77365813666799	degron
chr20	50185000	50190000	chr20	50575000	50580000	A	1	+	CEBPB	-3.77365813666799	degron
chr20	50190000	50195000	chr20	50380000	50385000	A	1	+	CEBPB	-3.77365813666799	degron
chr20	56390000	56400000	chr20	56980000	56990000	A	6	-	AURKA	-1.82574579676014	degron
chr20	56390000	56400000	chr20	56980000	56990000	A	6	+	CSTF1	-2.26118626496548	degron
chr20	810000	820000	chr20	1110000	1120000	B	1	+	PSMF1	-2.0098378105952	degron
chr2	10830000	10840000	chr2	11440000	11450000	A	1	-	PDIA6	1.51972309570937	degron
chr2	10830000	10840000	chr2	11580000	11590000	A	3	-	PDIA6	1.51972309570937	degron
chr2	10835000	10840000	chr2	11120000	11125000	A	1	-	PDIA6	1.51972309570937	degron
chr2	10835000	10840000	chr2	11125000	11130000	A	1	-	PDIA6	1.51972309570937	degron
chr2	10840000	10850000	chr2	11030000	11040000	A	2	-	PDIA6	1.51972309570937	degron
chr2	11470000	11480000	chr2	11770000	11780000	A	3	-	E2F6	-1.9090023309014	degron
chr2	119750000	119755000	chr2	120165000	120170000	A	6	+	PTPN4	-2.21760382211018	degron
chr2	121730000	121740000	chr2	121970000	121980000	A	3	-	NIFK	-1.9290415495002	degron
chr2	121730000	121740000	chr2	122450000	122460000	A	3	-	NIFK	-1.9290415495002	degron
chr2	133885000	133890000	chr2	134110000	134115000	B	3	+	MGAT5	-1.71030865701761	degron
chr2	133885000	133890000	chr2	134115000	134120000	B	3	+	MGAT5	-1.71030865701761	degron
chr2	134110000	134120000	chr2	134450000	134460000	A	1	+	MGAT5	-1.71030865701761	degron
chr2	134115000	134120000	chr2	134435000	134440000	A	1	+	MGAT5	-1.71030865701761	degron
chr21	34890000	34895000	chr21	35395000	35400000	A	1	-	RUNX1	-2.44023867007377	degron
chr21	34890000	34895000	chr21	35400000	35405000	A	1	-	RUNX1	-2.44023867007377	degron
chr21	34890000	34900000	chr21	35040000	35050000	A	1	-	RUNX1	-2.44023867007377	degron
chr21	34890000	34900000	chr21	35040000	35050000	B	1	-	RUNX1	-2.44023867007377	degron
chr21	34890000	34900000	chr21	35830000	35840000	A	1	-	RUNX1	-2.44023867007377	degron
chr21	34890000	34900000	chr21	35930000	35940000	A	1	-	RUNX1	-2.44023867007377	degron
chr21	35050000	35055000	chr21	35395000	35400000	A	2	-	RUNX1	-2.44023867007377	degron
chr21	35050000	35055000	chr21	35400000	35405000	A	2	-	RUNX1	-2.44023867007377	degron
chr21	35050000	35060000	chr21	35210000	35220000	A	2	-	RUNX1	-2.44023867007377	degron
chr21	36710000	36720000	chr21	36920000	36930000	A	1	+	SIM2	-1.82703958858037	degron
chr21	38800000	38810000	chr21	39120000	39130000	A	1	+	ETS2	-2.23254209464977	degron
chr21	38805000	38810000	chr21	39020000	39025000	A	1	+	ETS2	-2.23254209464977	degron
chr21	42650000	42655000	chr21	42820000	42825000	A	2	+	PDE9A	-1.95852934760812	degron
chr21	42650000	42660000	chr21	42810000	42820000	A	2	+	PDE9A	-1.95852934760812	degron
chr21	44510000	44520000	chr21	45120000	45130000	B	3	+	ADARB1	-2.19574368980454	degron
chr21	44790000	44800000	chr21	45130000	45140000	B	1	+	ADARB1	-2.19574368980454	degron
chr21	44950000	44955000	chr21	45130000	45135000	B	1	+	ADARB1	-2.19574368980454	degron
chr21	45140000	45150000	chr21	45290000	45300000	A	1	+	ADARB1	-2.19574368980454	degron
chr21	45140000	45150000	chr21	45430000	45440000	A	1	+	ADARB1	-2.19574368980454	degron
chr21	46220000	46230000	chr21	46630000	46640000	B	6	+	PRMT2	-2.15416295923177	degron
chr21	46280000	46290000	chr21	46630000	46640000	B	6	+	PRMT2	-2.15416295923177	degron
chr2	158050000	158060000	chr2	158450000	158460000	B	6	+	PKP4	-1.88218661140153	degron
chr2	158180000	158190000	chr2	158450000	158460000	B	2	+	PKP4	-1.88218661140153	degron
chr2	158455000	158460000	chr2	158745000	158750000	A	6	+	PKP4	-1.88218661140153	degron
chr2	159560000	159565000	chr2	159710000	159715000	B	2	+	MARCHF7	-2.24271178697088	degron
chr2	171160000	171165000	chr2	171415000	171420000	A	2	-	TLK1	-1.90596770544552	degron
chr2	180120000	180130000	chr2	180980000	180990000	B	6	+	UBE2E3	-3.18331856558896	degron
chr2	181070000	181080000	chr2	181900000	181910000	B	6	+	ITPRID2	-1.78804866476779	degron
chr2	181900000	181910000	chr2	182070000	182080000	A	1	+	ITPRID2	-1.78804866476779	degron
chr2	188290000	188300000	chr2	188500000	188510000	A	6	+	GULP1	-1.78193303984826	degron
chr2	189660000	189665000	chr2	190070000	190075000	A	6	+	ASNSD1	-1.97021513047126	degron
chr2	189660000	189670000	chr2	190370000	190380000	A	6	+	ANKAR	-1.53401567423806	degron
chr2	189660000	189670000	chr2	190370000	190380000	A	6	+	ASNSD1	-1.97021513047126	degron
chr2	189780000	189790000	chr2	190300000	190310000	A	6	+	PMS1	-1.85786809055584	degron
chr2	190085000	190090000	chr2	190315000	190320000	B	2	-	HIBCH	-1.69175709422011	degron
chr2	199020000	199025000	chr2	199470000	199475000	B	1	-	SATB2	-2.326618877263	degron
chr2	19950000	19960000	chr2	20290000	20300000	B	1	-	PUM2	-2.05194054407461	degron
chr2	19950000	19960000	chr2	20320000	20330000	B	6	-	PUM2	-2.05194054407461	degron
chr2	199970000	199980000	chr2	200890000	200900000	B	1	+	NIF3L1	-2.36012404830446	degron
chr2	200710000	200720000	chr2	200890000	200900000	B	1	+	NIF3L1	-2.36012404830446	degron
chr2	20120000	20130000	chr2	20320000	20330000	B	1	-	PUM2	-2.05194054407461	degron
chr2	20130000	20140000	chr2	20290000	20300000	B	1	-	PUM2	-2.05194054407461	degron
chr2	2120000	2130000	chr2	3650000	3660000	B	3	+	ALLC	2.95096293036617	degron
chr2	222930000	222940000	chr2	223950000	223960000	B	6	+	MRPL44	-1.79448308884898	degron
chr2	225670000	225675000	chr2	226800000	226805000	B	6	-	IRS1	-1.90525882279371	degron
chr2	225885000	225890000	chr2	226800000	226805000	B	6	-	IRS1	-1.90525882279371	degron
chr2	226020000	226030000	chr2	226800000	226810000	B	6	-	IRS1	-1.90525882279371	degron
chr2	226115000	226120000	chr2	226800000	226805000	B	6	-	IRS1	-1.90525882279371	degron
chr2	226210000	226220000	chr2	226800000	226810000	B	6	-	IRS1	-1.90525882279371	degron
chr2	226215000	226220000	chr2	226795000	226800000	B	6	-	IRS1	-1.90525882279371	degron
chr2	226650000	226660000	chr2	226790000	226800000	B	1	-	IRS1	-1.90525882279371	degron
chr22	32120000	32130000	chr22	32470000	32480000	B	4	+	FBXO7	-2.01947850007032	degron
chr2	233250000	233260000	chr2	233410000	233420000	B	1	+	DGKD	-1.57663040350678	degron
chr2	233975000	233980000	chr2	234500000	234505000	B	1	-	ARL4C	-2.75366710553464	degron
chr2	234135000	234140000	chr2	234500000	234505000	B	1	-	ARL4C	-2.75366710553464	degron
chr2	234285000	234290000	chr2	234495000	234500000	B	1	-	ARL4C	-2.75366710553464	degron
chr2	234550000	234560000	chr2	234950000	234960000	B	1	+	SH3BP4	-1.79671538455847	degron
chr2	235130000	235140000	chr2	235490000	235500000	B	1	+	AGAP1	-2.17311229786218	degron
chr2	235145000	235150000	chr2	235490000	235495000	B	1	+	AGAP1	-2.17311229786218	degron
chr2	235290000	235300000	chr2	235490000	235500000	B	1	+	AGAP1	-2.17311229786218	degron
chr22	36545000	36550000	chr22	36770000	36775000	B	4	-	IFT27	-1.64454860737267	degron
chr22	36780000	36785000	chr22	36975000	36980000	A	1	-	IFT27	-1.64454860737267	degron
chr2	237500000	237510000	chr2	237740000	237750000	A	1	+	MLPH	-1.6607334717228	degron
chr22	39530000	39535000	chr22	40035000	40040000	A	1	-	RPS19BP1	-2.39690102331941	degron
chr22	39530000	39540000	chr22	39740000	39750000	A	4	-	RPS19BP1	-2.39690102331941	degron
chr22	39530000	39540000	chr22	40350000	40360000	A	1	-	RPS19BP1	-2.39690102331941	degron
chr22	40930000	40940000	chr22	41090000	41100000	B	1	+	EP300	-1.66004748083256	degron
chr22	40940000	40950000	chr22	41090000	41100000	B	1	+	EP300	-1.66004748083256	degron
chr2	2840000	2850000	chr2	3650000	3660000	B	3	+	ALLC	2.95096293036617	degron
chr2	31710000	31720000	chr2	33590000	33600000	B	3	-	FAM98A	-1.72488281719387	degron
chr2	3420000	3425000	chr2	3650000	3655000	B	2	+	ALLC	2.95096293036617	degron
chr2	57760000	57765000	chr2	57905000	57910000	B	2	+	VRK2	-1.88994811438828	degron
chr2	57900000	57910000	chr2	58550000	58560000	A	6	+	VRK2	-1.88994811438828	degron
chr2	57900000	57910000	chr2	58680000	58690000	A	6	+	VRK2	-1.88994811438828	degron
chr2	57905000	57910000	chr2	58120000	58125000	A	6	+	VRK2	-1.88994811438828	degron
chr2	57905000	57910000	chr2	58125000	58130000	A	6	+	VRK2	-1.88994811438828	degron
chr2	57905000	57910000	chr2	58445000	58450000	A	6	+	VRK2	-1.88994811438828	degron
chr2	63690000	63700000	chr2	64020000	64030000	B	6	-	VPS54	-2.10481935180236	degron
chr2	64140000	64150000	chr2	64310000	64320000	A	1	-	PELI1	-2.53415769119625	degron
chr2	69720000	69730000	chr2	70080000	70090000	B	1	+	PCBP1	-1.87403183112009	degron
chr2	69915000	69920000	chr2	70080000	70085000	B	1	+	PCBP1	-1.87403183112009	degron
chr2	70080000	70090000	chr2	70290000	70300000	A	1	+	PCBP1	-1.87403183112009	degron
chr2	70340000	70345000	chr2	70550000	70555000	B	1	-	TGFA	-2.02147886251552	degron
chr2	72000000	72010000	chr2	72570000	72580000	B	6	-	EXOC6B	-1.74395935019912	degron
chr2	8000000	8010000	chr2	8680000	8690000	B	1	+	ID2	-2.30191096041759	degron
chr2	98410000	98415000	chr2	98600000	98605000	B	2	+	UNC50	-1.65602985252389	degron
chr2	99180000	99190000	chr2	99490000	99500000	B	6	-	REV1	-2.62691140716259	degron
chr3	1080000	1090000	chr3	3170000	3180000	B	3	-	CRBN	-2.079392044514	degron
chr3	12135000	12140000	chr3	12480000	12485000	B	1	+	TSEN2	-2.55285577936373	degron
chr3	12150000	12160000	chr3	12470000	12480000	B	1	+	TSEN2	-2.55285577936373	degron
chr3	12175000	12180000	chr3	12475000	12480000	B	1	+	TSEN2	-2.55285577936373	degron
chr3	122390000	122400000	chr3	122560000	122570000	B	1	+	DTX3L	-1.85978649217787	degron
chr3	122560000	122570000	chr3	123250000	123260000	A	6	+	DTX3L	-1.85978649217787	degron
chr3	12285000	12290000	chr3	12475000	12480000	A	1	+	PPARG	-2.6149601351565	degron
chr3	12285000	12290000	chr3	12475000	12480000	B	1	+	TSEN2	-2.55285577936373	degron
chr3	12480000	12490000	chr3	12720000	12730000	A	1	+	TSEN2	-2.55285577936373	degron
chr3	12480000	12490000	chr3	12890000	12900000	A	1	+	TSEN2	-2.55285577936373	degron
chr3	126250000	126260000	chr3	126470000	126480000	B	1	-	ZXDC	-2.41136908886254	degron
chr3	132410000	132420000	chr3	132640000	132650000	A	6	+	DNAJC13	-1.55436476230105	degron
chr3	133660000	133670000	chr3	133810000	133820000	A	4	-	TOPBP1	-1.88446181803553	degron
chr3	133660000	133670000	chr3	133910000	133920000	A	3	-	TOPBP1	-1.88446181803553	degron
chr3	136190000	136200000	chr3	136340000	136350000	A	2	-	MSL2	-1.62130402240473	degron
chr3	136190000	136200000	chr3	136750000	136760000	A	6	-	MSL2	-1.62130402240473	degron
chr3	138180000	138190000	chr3	138330000	138340000	A	2	+	ARMC8	-1.77645147930818	degron
chr3	141570000	141580000	chr3	141730000	141740000	B	6	+	RNF7	-2.05648413412197	degron
chr3	141730000	141740000	chr3	141870000	141880000	A	2	+	RNF7	-2.05648413412197	degron
chr3	142120000	142130000	chr3	142990000	143000000	B	6	+	U2SURP	-1.53258644344537	degron
chr3	142360000	142370000	chr3	143010000	143020000	B	6	+	U2SURP	-1.53258644344537	degron
chr3	14925000	14930000	chr3	15810000	15815000	B	6	-	ANKRD28	-1.9604115434624	degron
chr3	14930000	14940000	chr3	15800000	15810000	B	6	-	ANKRD28	-1.9604115434624	degron
chr3	15110000	15120000	chr3	15810000	15820000	B	6	-	ANKRD28	-1.9604115434624	degron
chr3	15200000	15205000	chr3	15400000	15405000	A	2	+	CAPN7	-2.69644088212864	degron
chr3	15200000	15205000	chr3	15550000	15555000	A	6	+	CAPN7	-2.69644088212864	degron
chr3	15200000	15205000	chr3	15805000	15810000	A	6	+	CAPN7	-2.69644088212864	degron
chr3	15200000	15205000	chr3	15810000	15815000	A	6	+	CAPN7	-2.69644088212864	degron
chr3	15200000	15205000	chr3	15810000	15815000	B	6	-	ANKRD28	-1.9604115434624	degron
chr3	15200000	15210000	chr3	15620000	15630000	A	6	+	CAPN7	-2.69644088212864	degron
chr3	15200000	15210000	chr3	16240000	16250000	A	3	+	CAPN7	-2.69644088212864	degron
chr3	155360000	155370000	chr3	155860000	155870000	B	6	+	GMPS	-1.51698901936817	degron
chr3	15630000	15635000	chr3	15810000	15815000	B	2	-	ANKRD28	-1.9604115434624	degron
chr3	15815000	15820000	chr3	16245000	16250000	A	1	-	ANKRD28	-1.9604115434624	degron
chr3	170960000	170970000	chr3	171770000	171780000	B	6	-	PLD1	-1.8871502207008	degron
chr3	171160000	171165000	chr3	171770000	171775000	B	6	-	PLD1	-1.8871502207008	degron
chr3	171180000	171190000	chr3	171770000	171780000	B	6	-	PLD1	-1.8871502207008	degron
chr3	177050000	177060000	chr3	177190000	177200000	B	2	-	TBL1XR1	-1.66493584872486	degron
chr3	177190000	177200000	chr3	177770000	177780000	A	6	-	TBL1XR1	-1.66493584872486	degron
chr3	177195000	177200000	chr3	177350000	177355000	A	2	-	TBL1XR1	-1.66493584872486	degron
chr3	177195000	177200000	chr3	177355000	177360000	A	2	-	TBL1XR1	-1.66493584872486	degron
chr3	178430000	178440000	chr3	179310000	179320000	B	3	+	ZNF639	-1.97313235586573	degron
chr3	179015000	179020000	chr3	179315000	179320000	B	2	+	ZNF639	-1.97313235586573	degron
chr3	179065000	179070000	chr3	179315000	179320000	B	2	+	ZNF639	-1.97313235586573	degron
chr3	179100000	179110000	chr3	179310000	179320000	B	2	+	ZNF639	-1.97313235586573	degron
chr3	179140000	179150000	chr3	179310000	179320000	A	2	+	PIK3CA	-2.23852380221009	degron
chr3	179140000	179150000	chr3	179310000	179320000	B	2	+	ZNF639	-1.97313235586573	degron
chr3	179320000	179325000	chr3	179555000	179560000	A	4	+	ZNF639	-1.97313235586573	degron
chr3	179320000	179330000	chr3	180600000	180610000	A	3	+	ZNF639	-1.97313235586573	degron
chr3	179320000	179330000	chr3	180600000	180610000	B	3	+	TTC14	-1.79275988627854	degron
chr3	179765000	179770000	chr3	180595000	180600000	B	6	+	TTC14	-1.79275988627854	degron
chr3	179780000	179790000	chr3	180590000	180600000	B	6	+	TTC14	-1.79275988627854	degron
chr3	179810000	179815000	chr3	180595000	180600000	B	3	+	TTC14	-1.79275988627854	degron
chr3	179925000	179930000	chr3	180595000	180600000	B	3	+	TTC14	-1.79275988627854	degron
chr3	183120000	183130000	chr3	183870000	183880000	B	6	-	PARL	-1.79729672813573	degron
chr3	183120000	183130000	chr3	183880000	183890000	B	3	-	PARL	-1.79729672813573	degron
chr3	183465000	183470000	chr3	183880000	183885000	B	1	-	PARL	-1.79729672813573	degron
