chr	start	end	name	score	strand	Ensembl_ID	gene_type	symbol	tss	Expression	is_ue	cellType	ATAC.mut_ATAC.tagAlign.bgz.readCount	ATAC.mut_ATAC.tagAlign.bgz.RPM	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile	ATAC.mut_ATAC.tagAlign.bgz.RPKM	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	ATAC.mut_ATAC.tagAlign.bgz.readCount.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPM.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.readCount.quantile.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPM.quantile.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPKM.TSS1Kb	ATAC.mut_ATAC.tagAlign.bgz.RPKM.quantile.TSS1Kb	ATAC.RPM.TSS1Kb	ATAC.RPM.quantile.TSS1Kb	ATAC.RPKM.TSS1Kb	ATAC.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr1	20890605	20939650	Paqr8	0	+	ENSMUSG00000025931	protein_coding	Paqr8	20890605		False		27120	118.848254	0.966474	0.966474	2.423249	0.901301	118.848254	0.966474	2.423249	0.901301	10433	45.720643	0.948116	0.948116	45.720643	0.948116	45.720643	0.948116	45.720643	0.948116	0.948116
chr1	20951625	20990841	Efhc1	0	+	ENSMUSG00000041809	protein_coding	Efhc1	20951625		False		3054	13.383576	0.590885	0.590885	0.341278	0.438069	13.383576	0.590885	0.341278	0.438069	2426	10.631485	0.726867	0.726867	10.631485	0.726867	10.631485	0.726867	10.631485	0.726867	0.726867
chr1	20996298	21079229	Tram2	0	-	ENSMUSG00000041779	protein_coding	Tram2	21079229		False		8452	37.039286	0.834072	0.834072	0.446628	0.538257	37.039286	0.834072	0.446628	0.538257	3412	14.952443	0.783783	0.783783	14.952443	0.783783	14.952443	0.783783	14.952443	0.783783	0.783783
chr1	21218574	21230167	Tmem14a	0	+	ENSMUSG00000025933	protein_coding	Tmem14a	21218574		False		2888	12.656112	0.576975	0.576975	1.091703	0.774320	12.656112	0.576975	1.091703	0.774320	2245	9.838287	0.714162	0.714162	9.838287	0.714162	9.838287	0.714162	9.838287	0.714162	0.714162
chr1	21240588	21265661	Gsta3	0	+	ENSMUSG00000025934	protein_coding	Gsta3	21240588		False		1350	5.916119	0.423007	0.423007	0.235956	0.293227	5.916119	0.423007	0.235956	0.293227	68	0.297997	0.263316	0.263316	0.297997	0.263316	0.297997	0.263316	0.297997	0.263316	0.263316
chr1	21349640	21352200	Khdc1a	0	+	ENSMUSG00000067750	protein_coding	Khdc1a	21349640		False		174	0.762522	0.126466	0.126466	0.297860	0.385938	0.762522	0.126466	0.297860	0.385938	67	0.293615	0.259755	0.259755	0.293615	0.259755	0.293615	0.259755	0.293615	0.259755	0.259755
chr1	21368330	21370845	Khdc1c	0	+	ENSMUSG00000041722	protein_coding	Khdc1c	21368330		False		197	0.863315	0.144363	0.144363	0.343266	0.440125	0.863315	0.144363	0.343266	0.440125	68	0.297997	0.263316	0.263316	0.297997	0.263316	0.297997	0.263316	0.297997	0.263316	0.263316
chr1	21383555	21386373	Khdc1b	0	+	ENSMUSG00000085079	protein_coding	Khdc1b	21383555		False		223	0.977255	0.162863	0.162863	0.346790	0.444484	0.977255	0.162863	0.346790	0.444484	64	0.280468	0.248077	0.248077	0.280468	0.248077	0.280468	0.248077	0.280468	0.248077	0.248077
chr1	21398402	21961942	Kcnq5	0	-	ENSMUSG00000028033	protein_coding	Kcnq5	21961942		False		22225	97.396845	0.955133	0.955133	0.172830	0.191197	97.396845	0.955133	0.172830	0.191197	543	2.379594	0.561771	0.561771	2.379594	0.561771	2.379594	0.561771	2.379594	0.561771	0.561771
chr1	22286250	22805994	Rims1	0	-	ENSMUSG00000041670	protein_coding	Rims1	22805994		True		46326	203.014905	0.988447	0.988447	0.390606	0.488961	203.014905	0.988447	0.390606	0.488961	4922	21.569731	0.848903	0.848903	21.569731	0.848903	21.569731	0.848903	21.569731	0.848903	0.848903
chr1	23100472	23102253	Ppp1r14bl	0	-	ENSMUSG00000073730	protein_coding	Ppp1r14bl	23102253		False		127	0.556553	0.089521	0.089521	0.312495	0.404260	0.556553	0.089521	0.312495	0.404260	110	0.482054	0.384715	0.384715	0.482054	0.384715	0.482054	0.384715	0.482054	0.384715	0.384715
chr1	23291536	23291935	Gm27028	0	+	ENSMUSG00000097970	lincRNA	Gm27028	23291536		False		31	0.135852	0.016409	0.016409	0.340480	0.437006	0.135852	0.016409	0.340480	0.437006	43	0.188439	0.158876	0.158876	0.188439	0.158876	0.188439	0.158876	0.188439	0.158876	0.158876
chr1	23293728	23294075	Gm29107	0	+	ENSMUSG00000100775	lincRNA	Gm29107	23293728		False		4	0.017529	0.004643	0.004643	0.050517	0.021636	0.017529	0.004643	0.050517	0.021636	21	0.092029	0.067601	0.067601	0.092029	0.067601	0.092029	0.067601	0.092029	0.067601	0.067601
chr1	23366423	23397772	Ogfrl1	0	-	ENSMUSG00000026158	protein_coding	Ogfrl1	23397772		False		11873	52.031170	0.888826	0.888826	1.659739	0.850728	52.031170	0.888826	1.659739	0.850728	45	0.197204	0.167736	0.167736	0.197204	0.167736	0.197204	0.167736	0.197204	0.167736	0.167736
chr1	23574586	23596664	Gm28822	0	+	ENSMUSG00000099503	lincRNA	Gm28822	23574586		False		1063	4.658396	0.385105	0.385105	0.210997	0.253748	4.658396	0.385105	0.210997	0.253748	97	0.425084	0.356115	0.356115	0.425084	0.356115	0.425084	0.356115	0.425084	0.356115	0.356115
chr1	23761752	23849158	B3gat2	0	+	ENSMUSG00000026156	protein_coding	B3gat2	23761752		False		18071	79.192729	0.937839	0.937839	0.906033	0.734557	79.192729	0.937839	0.906033	0.734557	646	2.830972	0.575433	0.575433	2.830972	0.575433	2.830972	0.575433	2.830972	0.575433	0.575433
chr1	23844845	23922317	Smap1	0	-	ENSMUSG00000026155	protein_coding	Smap1	23922317		False		7600	33.305558	0.813517	0.813517	0.429904	0.524896	33.305558	0.813517	0.429904	0.524896	1506	6.599759	0.659744	0.659744	6.599759	0.659744	6.599759	0.659744	6.599759	0.659744	0.659744
chr1	23995938	24005656	Sdhaf4	0	-	ENSMUSG00000026154	protein_coding	Sdhaf4	24005656		False		1768	7.747925	0.471666	0.471666	0.797276	0.704008	7.747925	0.471666	0.797276	0.704008	2526	11.069716	0.733140	0.733140	11.069716	0.733140	11.069716	0.733140	11.069716	0.733140	0.733140
chr1	24011092	24100341	Fam135a	0	-	ENSMUSG00000026153	protein_coding	Fam135a	24100341		False		4505	19.742308	0.691090	0.691090	0.221205	0.270830	19.742308	0.691090	0.221205	0.270830	2214	9.702435	0.711964	0.711964	9.702435	0.711964	9.702435	0.711964	9.702435	0.711964	0.711964
chr1	24177609	24252684	Col9a1	0	+	ENSMUSG00000026147	protein_coding	Col9a1	24177609		False		12914	56.593155	0.901283	0.901283	0.753822	0.689832	56.593155	0.901283	0.753822	0.689832	112	0.490819	0.388436	0.388436	0.490819	0.388436	0.490819	0.388436	0.490819	0.388436	0.388436
chr1	24261889	24587472	Col19a1	0	-	ENSMUSG00000026141	protein_coding	Col19a1	24587472		False		19369	84.880967	0.944041	0.944041	0.260705	0.331502	84.880967	0.944041	0.260705	0.331502	1658	7.265870	0.671297	0.671297	7.265870	0.671297	7.265870	0.671297	7.265870	0.671297	0.671297
chr1	24678629	24766301	Lmbrd1	0	+	ENSMUSG00000073725	protein_coding	Lmbrd1	24678629		False		7321	32.082893	0.805596	0.805596	0.365942	0.464897	32.082893	0.805596	0.365942	0.464897	4161	18.234793	0.818779	0.818779	18.234793	0.818779	18.234793	0.818779	18.234793	0.818779	0.818779
chr1	24963208	24965158	Gm28237	0	-	ENSMUSG00000100483	lincRNA	Gm28237	24965158		False		39	0.170910	0.021902	0.021902	0.087646	0.059592	0.170910	0.021902	0.087646	0.059592	0	0.000000	0.008966	0.008966	0.000000	0.008966	0.000000	0.008966	0.000000	0.008966	0.008966
chr1	25026580	25027232	Gm29414	0	-	ENSMUSG00000099392	lincRNA	Gm29414	25027232		False		18	0.078882	0.009586	0.009586	0.120984	0.104582	0.078882	0.009586	0.120984	0.104582	35	0.153381	0.123702	0.123702	0.153381	0.123702	0.153381	0.123702	0.153381	0.123702	0.123702
chr1	25067475	25829707	Adgrb3	0	-	ENSMUSG00000033569	protein_coding	Adgrb3	25829707		True		74611	326.968551	0.996456	0.996456	0.428962	0.524188	326.968551	0.996456	0.428962	0.524188	2680	11.744591	0.743010	0.743010	11.744591	0.743010	11.744591	0.743010	11.744591	0.743010	0.743010
chr1	26681813	26687460	4931408C20Rik	0	-	ENSMUSG00000073722	protein_coding	4931408C20Rik	26687460		False		1189	5.210567	0.403108	0.403108	0.922714	0.739164	5.210567	0.403108	0.922714	0.739164	614	2.690738	0.571021	0.571021	2.690738	0.571021	2.690738	0.571021	2.690738	0.571021	0.571021
chr1	27884045	27902396	Gm5524	0	+	ENSMUSG00000101514	lincRNA	Gm5524	27884045		False		737	3.229763	0.333930	0.333930	0.175999	0.196442	3.229763	0.333930	0.175999	0.196442	52	0.227880	0.199206	0.199206	0.227880	0.199206	0.227880	0.199206	0.227880	0.199206	0.199206
chr1	28776116	28780252	Gm597	0	-	ENSMUSG00000048411	protein_coding	Gm597	28780252		False		436	1.910687	0.260658	0.260658	0.461965	0.549456	1.910687	0.260658	0.461965	0.549456	108	0.473290	0.380657	0.380657	0.473290	0.380657	0.473290	0.380657	0.473290	0.380657	0.380657
chr1	30718559	30719962	Gm9898	0	-	ENSMUSG00000053185	lincRNA	Gm9898	30719962		False		284	1.244576	0.199561	0.199561	0.887082	0.730269	1.244576	0.199561	0.887082	0.730269	107	0.468907	0.378779	0.378779	0.468907	0.378779	0.468907	0.378779	0.468907	0.378779	0.378779
chr1	30802338	30873921	Phf3	0	-	ENSMUSG00000048874	protein_coding	Phf3	30873921		False		6524	28.590192	0.779796	0.779796	0.399399	0.497750	28.590192	0.779796	0.399399	0.497750	4870	21.341851	0.846653	0.846653	21.341851	0.846653	21.341851	0.846653	21.341851	0.846653	0.846653
chr1	30940301	30949770	Ptp4a1	0	-	ENSMUSG00000117310	protein_coding	Ptp4a1	30949770		False		5611	24.589143	0.745260	0.745260	2.596805	0.908353	24.589143	0.745260	2.596805	0.908353	11546	50.598154	0.957295	0.957295	50.598154	0.957295	50.598154	0.957295	50.598154	0.957295	0.957295
chr1	30977242	30977968	Gm5698	0	-	ENSMUSG00000117091	protein_coding	Gm5698	30977968		False		82	0.359349	0.055977	0.055977	0.494972	0.570791	0.359349	0.055977	0.494972	0.570791	89	0.390026	0.333735	0.333735	0.390026	0.333735	0.390026	0.333735	0.390026	0.333735	0.333735
chr1	30997841	31222684	4931428L18Rik	0	-	ENSMUSG00000086727	protein_coding	4931428L18Rik	31222684		False		8814	38.625683	0.842630	0.842630	0.171790	0.189531	38.625683	0.842630	0.171790	0.189531	101	0.442613	0.365684	0.365684	0.442613	0.365684	0.442613	0.365684	0.442613	0.365684	0.365684
chr1	31041918	31043675	Gm28644	0	+	ENSMUSG00000100237	lincRNA	Gm28644	31041918		False		79	0.346203	0.053638	0.053638	0.197042	0.231208	0.346203	0.053638	0.197042	0.231208	20	0.087646	0.063880	0.063880	0.087646	0.063880	0.087646	0.063880	0.087646	0.063880	0.063880
chr1	31176400	31204725	Lgsn	0	+	ENSMUSG00000050217	protein_coding	Lgsn	31176400		False		1619	7.094960	0.455417	0.455417	0.250484	0.314279	7.094960	0.455417	0.250484	0.314279	83	0.363732	0.314491	0.314491	0.363732	0.314491	0.363732	0.314491	0.363732	0.314491	0.314491
chr1	31222837	31224288	Pih1d3	0	+	ENSMUSG00000026063	protein_coding	Pih1d3	31222837		False		83	0.363732	0.056792	0.056792	0.250677	0.314456	0.363732	0.056792	0.250677	0.314456	110	0.482054	0.384715	0.384715	0.482054	0.384715	0.482054	0.384715	0.482054	0.384715	0.384715
chr1	32172713	32658568	Khdrbs2	0	+	ENSMUSG00000026058	protein_coding	Khdrbs2	32172713		False		21646	94.859488	0.953149	0.953149	0.195242	0.228089	94.859488	0.953149	0.195242	0.228089	8355	36.614202	0.924549	0.924549	36.614202	0.924549	36.614202	0.924549	36.614202	0.924549	0.924549
chr1	32543685	32547294	Gm5415	0	-	ENSMUSG00000091318	protein_coding	Gm5415	32547294		False		261	1.143783	0.186909	0.186909	0.316925	0.409682	1.143783	0.186909	0.316925	0.409682	104	0.455760	0.372346	0.372346	0.455760	0.372346	0.455760	0.372346	0.455760	0.372346	0.372346
chr1	33065129	33066350	Gm37724	0	+	ENSMUSG00000102917	lincRNA	Gm37724	33065129		False		0	0.000000	0.002002	0.002002	0.000000	0.002002	0.000000	0.002002	0.000000	0.002002	0	0.000000	0.008966	0.008966	0.000000	0.008966	0.000000	0.008966	0.000000	0.008966	0.008966
chr1	33212773	33215475	Gm37591	0	-	ENSMUSG00000104230	lincRNA	Gm37591	33215475		False		396	1.735395	0.249158	0.249158	0.642263	0.647943	1.735395	0.249158	0.642263	0.647943	164	0.718699	0.451271	0.451271	0.718699	0.451271	0.718699	0.451271	0.718699	0.451271	0.451271
chr1	33453809	33669795	Prim2	0	-	ENSMUSG00000026134	protein_coding	Prim2	33669795		False		10731	47.026571	0.874579	0.874579	0.217730	0.265159	47.026571	0.874579	0.217730	0.265159	1004	4.399839	0.614151	0.614151	4.399839	0.614151	4.399839	0.614151	4.399839	0.614151	0.614151
chr1	33719886	33742564	Rab23	0	+	ENSMUSG00000004768	protein_coding	Rab23	33719886		False		6873	30.119618	0.790587	0.790587	1.328143	0.812702	30.119618	0.790587	1.328143	0.812702	6022	26.390272	0.880019	0.880019	26.390272	0.880019	26.390272	0.880019	26.390272	0.880019	0.880019
chr1	33745483	33757795	Bag2	0	-	ENSMUSG00000042215	protein_coding	Bag2	33757795		False		3020	13.234577	0.588599	0.588599	1.074933	0.771733	13.234577	0.588599	1.074933	0.771733	1186	5.197420	0.631977	0.631977	5.197420	0.631977	5.197420	0.631977	5.197420	0.631977	0.631977
chr1	33761544	33814595	Zfp451	0	-	ENSMUSG00000042197	protein_coding	Zfp451	33814595		False		6143	26.920532	0.765886	0.765886	0.507446	0.578623	26.920532	0.765886	0.507446	0.578623	4119	18.050736	0.816759	0.816759	18.050736	0.816759	18.050736	0.816759	18.050736	0.816759	0.816759
chr1	33852051	33907816	Bend6	0	-	ENSMUSG00000042182	protein_coding	Bend6	33907816		False		6806	29.826004	0.788372	0.788372	0.534852	0.594960	29.826004	0.788372	0.534852	0.594960	4042	17.713298	0.813658	0.813658	17.713298	0.813658	17.713298	0.813658	17.713298	0.813658	0.813658
chr1	33908224	34308661	Dst	0	+	ENSMUSG00000026131	protein_coding	Dst	33908224		True		60026	263.052556	0.993621	0.993621	0.656914	0.654109	263.052556	0.993621	0.656914	0.654109	2556	11.201185	0.734557	0.734557	11.201185	0.734557	11.201185	0.734557	11.201185	0.734557	0.734557
chr1	34165855	34178446	Gm26788	0	-	ENSMUSG00000096992	processed_transcript	Gm26788	34178446		False		1217	5.333272	0.406971	0.406971	0.423578	0.519261	5.333272	0.406971	0.423578	0.519261	571	2.502299	0.566059	0.566059	2.502299	0.566059	2.502299	0.566059	2.502299	0.566059	0.566059
chr1	34329432	34330307	Gm37958	0	-	ENSMUSG00000104397	lincRNA	Gm37958	34330307		False		14	0.061352	0.008169	0.008169	0.070117	0.040472	0.061352	0.008169	0.070117	0.040472	51	0.223498	0.194918	0.194918	0.223498	0.194918	0.223498	0.194918	0.223498	0.194918	0.194918
chr1	34427001	34433264	Gm37233	0	-	ENSMUSG00000102336	lincRNA	Gm37233	34433264		False		252	1.104342	0.181539	0.181539	0.176328	0.197044	1.104342	0.181539	0.176328	0.197044	305	1.336605	0.513272	0.513272	1.336605	0.513272	1.336605	0.513272	1.336605	0.513272	0.513272
chr1	34436669	34439672	Ccdc115	0	-	ENSMUSG00000042111	protein_coding	Ccdc115	34439672		False		10201	44.703947	0.866605	0.866605	14.886429	0.993940	44.703947	0.866605	14.886429	0.993940	17154	75.174150	0.983804	0.983804	75.174150	0.983804	75.174150	0.983804	75.174150	0.983804	0.983804
chr1	34439850	34449356	Imp4	0	+	ENSMUSG00000026127	protein_coding	Imp4	34439850		False		4023	17.630034	0.662172	0.662172	1.854622	0.867739	17.630034	0.662172	1.854622	0.867739	16703	73.197728	0.982493	0.982493	73.197728	0.982493	73.197728	0.982493	73.197728	0.982493	0.982493
chr1	34459761	34475733	Ptpn18	0	+	ENSMUSG00000026126	protein_coding	Ptpn18	34459761		False		2512	11.008363	0.544760	0.544760	0.689229	0.665946	11.008363	0.544760	0.689229	0.665946	2349	10.294047	0.721409	0.721409	10.294047	0.721409	10.294047	0.721409	10.294047	0.721409	0.721409
chr1	34468833	34473148	Gm28417	0	-	ENSMUSG00000100280	processed_transcript	Gm28417	34473148		False		386	1.691572	0.245809	0.245809	0.392021	0.490449	1.691572	0.245809	0.392021	0.490449	276	1.209518	0.504838	0.504838	1.209518	0.504838	1.209518	0.504838	1.209518	0.504838	0.504838
chr1	34477166	34485933	4930568A12Rik	0	-	ENSMUSG00000101223	lincRNA	4930568A12Rik	34485933		False		700	3.067617	0.327374	0.327374	0.349905	0.447992	3.067617	0.327374	0.349905	0.447992	1333	5.841620	0.644115	0.644115	5.841620	0.644115	5.841620	0.644115	5.841620	0.644115	0.644115
chr1	34498409	34503063	Prss39	0	+	ENSMUSG00000026125	protein_coding	Prss39	34498409		False		441	1.932599	0.262094	0.262094	0.415255	0.512386	1.932599	0.262094	0.415255	0.512386	146	0.639817	0.435819	0.435819	0.639817	0.435819	0.639817	0.435819	0.639817	0.435819	0.435819
chr1	34535647	34544313	Cfc1	0	+	ENSMUSG00000026124	protein_coding	Cfc1	34535647		False		637	2.791532	0.313428	0.313428	0.322125	0.415530	2.791532	0.313428	0.322125	0.415530	98	0.429466	0.358614	0.358614	0.429466	0.358614	0.429466	0.358614	0.429466	0.358614	0.358614
chr1	34543967	34560943	Prss40	0	-	ENSMUSG00000037529	protein_coding	Prss40	34560943		False		803	3.518995	0.345536	0.345536	0.207292	0.248007	3.518995	0.345536	0.207292	0.248007	119	0.521495	0.401496	0.401496	0.521495	0.401496	0.521495	0.401496	0.521495	0.401496	0.401496
chr1	34579656	34590944	Amer3	0	+	ENSMUSG00000045174	protein_coding	Amer3	34579656		False		25609	112.226583	0.963568	0.963568	9.942114	0.987171	112.226583	0.963568	9.942114	0.987171	7208	31.587692	0.905075	0.905075	31.587692	0.905075	31.587692	0.905075	31.587692	0.905075	0.905075
chr1	34678187	34813309	Arhgef4	0	+	ENSMUSG00000037509	protein_coding	Arhgef4	34678187		False		13613	59.656390	0.908176	0.908176	0.441500	0.534111	59.656390	0.908176	0.441500	0.534111	564	2.471623	0.565280	0.565280	2.471623	0.565280	2.471623	0.565280	2.471623	0.565280	0.565280
chr1	34813218	34843065	Fam168b	0	-	ENSMUSG00000037503	protein_coding	Fam168b	34843065		False		3071	13.458075	0.591789	0.591789	0.450902	0.541588	13.458075	0.591789	0.450902	0.541588	1083	4.746042	0.621877	0.621877	4.746042	0.621877	4.746042	0.621877	4.746042	0.621877	0.621877
chr1	34849975	34879580	Plekhb2	0	+	ENSMUSG00000026123	protein_coding	Plekhb2	34849975		False		3627	15.894639	0.634316	0.634316	0.536890	0.596165	15.894639	0.634316	0.536890	0.596165	2162	9.474555	0.708385	0.708385	9.474555	0.708385	9.474555	0.708385	9.474555	0.708385	0.708385
chr1	35625605	35651297	Gm37068	0	-	ENSMUSG00000104417	lincRNA	Gm37068	35651297		False		1073	4.702219	0.386646	0.386646	0.183023	0.207924	4.702219	0.386646	0.183023	0.207924	39	0.170910	0.140979	0.140979	0.170910	0.140979	0.170910	0.140979	0.170910	0.140979	0.140979
chr1	35806973	35810462	Gm28415	0	+	ENSMUSG00000101714	lincRNA	Gm28415	35806973		False		225	0.986020	0.164050	0.164050	0.282608	0.364674	0.986020	0.164050	0.282608	0.364674	126	0.552171	0.411241	0.411241	0.552171	0.411241	0.552171	0.411241	0.552171	0.411241	0.411241
chr1	35879844	35881119	1110002O04Rik	0	+	ENSMUSG00000102531	lincRNA	1110002O04Rik	35879844		False		350	1.533809	0.231102	0.231102	1.202987	0.793954	1.533809	0.231102	1.202987	0.793954	1447	6.341203	0.655066	0.655066	6.341203	0.655066	6.341203	0.655066	6.341203	0.655066	0.655066
chr1	35981959	35986373	Gm37146	0	-	ENSMUSG00000102279	lincRNA	Gm37146	35986373		False		82	0.359349	0.055977	0.055977	0.081411	0.052415	0.359349	0.055977	0.081411	0.052415	24	0.105175	0.078782	0.078782	0.105175	0.078782	0.105175	0.078782	0.105175	0.078782	0.078782
chr1	36002984	36011044	Gm33222	0	-	ENSMUSG00000103708	lincRNA	Gm33222	36011044		False		309	1.354134	0.212088	0.212088	0.168007	0.182301	1.354134	0.212088	0.168007	0.182301	15	0.065735	0.047259	0.047259	0.065735	0.047259	0.065735	0.047259	0.065735	0.047259	0.047259
chr1	36011071	36011894	4930535G08Rik	0	+	ENSMUSG00000104201	lincRNA	4930535G08Rik	36011071		False		13	0.056970	0.007797	0.007797	0.069222	0.039799	0.056970	0.007797	0.069222	0.039799	14	0.061352	0.044264	0.044264	0.061352	0.044264	0.061352	0.044264	0.061352	0.044264	0.044264
chr1	36068399	36106446	Hs6st1	0	+	ENSMUSG00000045216	protein_coding	Hs6st1	36068399		False		7855	34.423047	0.820215	0.820215	0.904751	0.734309	34.423047	0.820215	0.904751	0.734309	1878	8.229979	0.687812	0.687812	8.229979	0.687812	8.229979	0.687812	8.229979	0.687812	0.687812
chr1	36132041	36138746	Gm33280	0	+	ENSMUSG00000102202	lincRNA	Gm33280	36132041		False		136	0.595994	0.095811	0.095811	0.088888	0.061027	0.595994	0.095811	0.088888	0.061027	130	0.569700	0.417231	0.417231	0.569700	0.417231	0.569700	0.417231	0.569700	0.417231	0.417231
chr1	36140026	36244720	Uggt1	0	-	ENSMUSG00000037470	protein_coding	Uggt1	36244720		False		7227	31.670956	0.802778	0.802778	0.302510	0.391431	31.670956	0.802778	0.302510	0.391431	2858	12.524643	0.753836	0.753836	12.524643	0.753836	12.524643	0.753836	12.524643	0.753836	0.753836
chr1	36264596	36274679	Neurl3	0	-	ENSMUSG00000047180	protein_coding	Neurl3	36274679		False		4176	18.300528	0.671581	0.671581	1.814988	0.864302	18.300528	0.671581	1.814988	0.864302	156	0.683640	0.444785	0.444785	0.683640	0.444785	0.683640	0.444785	0.683640	0.444785	0.444785
chr1	36307732	36324029	Arid5a	0	+	ENSMUSG00000037447	protein_coding	Arid5a	36307732		False		5690	24.935345	0.748627	0.748627	1.530057	0.837722	24.935345	0.748627	1.530057	0.837722	3852	16.880659	0.804940	0.804940	16.880659	0.804940	16.880659	0.804940	16.880659	0.804940	0.804940
chr1	36332707	36333420	4930403P22Rik	0	+	ENSMUSG00000102762	lincRNA	4930403P22Rik	36332707		False		20	0.087646	0.010632	0.010632	0.122926	0.107896	0.087646	0.010632	0.122926	0.107896	20	0.087646	0.063880	0.063880	0.087646	0.063880	0.087646	0.063880	0.087646	0.063880	0.063880
chr1	36335729	36369181	Kansl3	0	-	ENSMUSG00000010453	protein_coding	Kansl3	36369181		False		3159	13.843718	0.599160	0.599160	0.413838	0.510933	13.843718	0.599160	0.413838	0.510933	1617	7.086196	0.667895	0.667895	7.086196	0.667895	7.086196	0.667895	7.086196	0.667895	0.667895
chr1	36372290	36422110	Fer1l5	0	+	ENSMUSG00000037432	protein_coding	Fer1l5	36372290		False		2597	11.380860	0.552344	0.552344	0.228440	0.282454	11.380860	0.552344	0.228440	0.282454	33	0.144616	0.115019	0.115019	0.144616	0.115019	0.144616	0.115019	0.144616	0.115019	0.115019
chr1	36419870	36445271	Lman2l	0	-	ENSMUSG00000001143	protein_coding	Lman2l	36445271		False		4531	19.856248	0.692189	0.692189	0.781711	0.698869	19.856248	0.692189	0.781711	0.698869	4926	21.587260	0.849151	0.849151	21.587260	0.849151	21.587260	0.849151	21.587260	0.849151	0.849151
chr1	36471619	36508764	Cnnm4	0	+	ENSMUSG00000037408	protein_coding	Cnnm4	36471619		False		13664	59.879887	0.908832	0.908832	1.612058	0.846121	59.879887	0.908832	1.612058	0.846121	4138	18.134000	0.817716	0.817716	18.134000	0.817716	18.134000	0.817716	18.134000	0.817716	0.817716
chr1	36511866	36528237	Cnnm3	0	+	ENSMUSG00000001138	protein_coding	Cnnm3	36511866		False		9519	41.715211	0.855442	0.855442	2.548116	0.905979	41.715211	0.855442	2.548116	0.905979	6436	28.204549	0.889606	0.889606	28.204549	0.889606	28.204549	0.889606	28.204549	0.889606	0.889606
chr1	36530187	36536883	Ankrd23	0	-	ENSMUSG00000067653	protein_coding	Ankrd23	36536883		False		3694	16.188254	0.639508	0.639508	2.417601	0.901053	16.188254	0.639508	2.417601	0.901053	356	1.560102	0.526278	0.526278	1.560102	0.526278	1.560102	0.526278	1.560102	0.526278	0.526278
