chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr1	136445001	136465000	chr1	135960001	136465000	505000	20000	272175.99768970185	99.0%	0.018	17.155098085718926
chr7	92540001	92560000	chr7	92090001	92560000	470000	20000	298379.6874391364	99.0%	0.012	17.084040615311967
chr18	31430001	31455000	chr18	30580001	31455000	875000	25000	153935.16092115676	99.0%	0.01	16.795017620593
chr12	104930001	104950000	chr12	104435001	104950000	515000	20000	251537.94394134477	99.0%	0.022	16.788258831957048
chr6	84090001	84110000	chr6	84090001	85380000	1290000	20000	125749.99717245523	96.0%	0.015	16.776991227450925
chr6	108050001	108070000	chr6	106755001	108070000	1315000	20000	73895.05568189501	96.0%	0.017	16.755688027831127
chr5	49950001	49970000	chr5	49040001	49970000	930000	20000	149504.71660783445	98.0%	0.017	16.687286574908597
chr10	128085001	128105000	chr10	128085001	128690000	605000	20000	419469.9023574049	98.0%	0.009	16.549055470031043
chr18	68230001	68250000	chr18	67765001	68250000	485000	20000	474500.89396244136	99.0%	0.007	16.540977727390747
chr12	99545001	99575000	chr12	99135001	99575000	440000	30000	367183.188255661	99.0%	0.0075	16.509536904779818
chr9	41940001	41955000	chr9	40960001	41955000	995000	15000	187704.50493452532	96.0%	0.01	16.45250059277274
chr16	92675001	92700000	chr16	92675001	93580000	905000	25000	155618.075165749	98.0%	0.012	16.375063058503933
chr1	154985001	155010000	chr1	154510001	155010000	500000	25000	359927.422344437	98.0%	0.0235	16.372542693587416
chr12	31490001	31520000	chr12	31490001	31975000	485000	30000	179927.6754050832	98.0%	0.026	16.335405451569923
chr13	28945001	28965000	chr13	28945001	29855000	910000	20000	125715.88014490971	99.0%	0.0265	16.30546543125908
chr4	65575001	65595000	chr4	64575001	65595000	1020000	20000	171434.26701387487	97.0%	0.011	16.267192057889638
chr19	46135001	46155000	chr19	46135001	46610000	475000	20000	438610.3917294381	99.0%	0.01	16.259792251717315
chr11	45530001	45565000	chr11	44520001	45565000	1045000	35000	134977.36611601504	96.0%	0.007	16.203460931027095
chr13	34155001	34170000	chr13	33925001	34170000	245000	15000	660599.6066306201	97.0%	0.017	16.153799114915156
chr2	93315001	93335000	chr2	92890001	93335000	445000	20000	533686.7039798308	99.0%	0.027	16.126145487016483
chr2	17415001	17435000	chr2	17415001	18395000	980000	20000	132264.31843091833	99.0%	0.008	16.084772822725693
chr6	126470001	126500000	chr6	126105001	126500000	395000	30000	424477.78651777067	98.0%	0.022	15.991183765462145
chr6	82735001	82755000	chr6	82735001	83175000	440000	20000	369303.1477291271	98.0%	0.0175	15.977388543098588
chr17	9155001	9175000	chr17	9155001	10490000	1335000	20000	108809.69103937391	96.0%	0.022	15.797374406219111
chr4	153470001	153495000	chr4	152425001	153495000	1070000	25000	126167.94729326414	96.0%	0.016	15.744594666342328
chr7	75095001	75115000	chr7	74025001	75115000	1090000	20000	126443.24634356824	95.0%	0.08499999999999999	15.734224869449514
chr9	101680001	101715000	chr9	101680001	102370000	690000	35000	219759.04614278907	98.0%	0.007	15.731923035074256
chr4	87360001	87385000	chr4	87360001	88355000	995000	25000	123979.53388179082	99.0%	0.011	15.70823202959898
chr19	27205001	27225000	chr19	26595001	27225000	630000	20000	294310.15636774607	97.0%	0.014	15.6857767640963
chr7	49415001	49450000	chr7	48800001	49450000	650000	35000	317998.1600348773	97.0%	0.01	15.60123911944124
chr7	144890001	144910000	chr7	144405001	144910000	505000	20000	338689.6297054906	99.0%	0.011	15.539438752934135
chr16	31060001	31080000	chr16	30510001	31080000	570000	20000	332014.20053384383	99.0%	0.012	15.514802144949359
chr9	112440001	112460000	chr9	111900001	112460000	560000	20000	350347.17814239144	99.0%	0.0095	15.467691779243015
chr14	70445001	70470000	chr14	70445001	70770000	325000	25000	626140.8764892583	99.0%	0.011	15.461053536334182
chr6	115890001	115910000	chr6	115890001	116265000	375000	20000	510587.05249828694	99.0%	0.008	15.432281340249336
chr9	113730001	113750000	chr9	113730001	114035000	305000	20000	490059.9089954468	99.0%	0.007	15.417322565576347
chr5	15925001	15945000	chr5	15925001	16310000	385000	20000	322903.3787643465	99.0%	0.009	15.342025736681698
chr18	69320001	69345000	chr18	68515001	69345000	830000	25000	195053.80441934674	99.0%	0.009	15.28242558622194
chr7	145225001	145245000	chr7	144505001	145245000	740000	20000	399612.6593552676	95.0%	0.013	15.253496232709765
chr10	62100001	62120000	chr10	62100001	62520000	420000	20000	476778.3570944494	98.0%	0.015	15.249761816730665
chr8	87525001	87545000	chr8	86670001	87545000	875000	20000	291267.3607096069	98.0%	0.01	15.168614862202245
chr11	107465001	107485000	chr11	107120001	107485000	365000	20000	491726.3323542441	99.0%	0.007	15.13873303463035
chr8	114360001	114380000	chr8	113630001	114380000	750000	20000	213703.218203296	97.0%	0.014	15.110185371411049
chr3	107445001	107465000	chr3	107115001	107465000	350000	20000	654502.209854265	99.0%	0.022	15.060625671675156
chr6	37435001	37455000	chr6	36765001	37455000	690000	20000	168821.16781387347	98.0%	0.026	15.046155210465061
chr8	118270001	118290000	chr8	118270001	119380000	1110000	20000	144327.81124927066	97.0%	0.0115	15.0104533554574
chr6	115530001	115550000	chr6	115000001	115550000	550000	20000	249714.82049893358	99.0%	0.0125	14.99971720883929
chr11	76390001	76410000	chr11	75510001	76410000	900000	20000	361456.9069569913	98.0%	0.009	14.952935949727785
chr15	87185001	87205000	chr15	86055001	87205000	1150000	20000	227039.1692078976	97.0%	0.012	14.918520032157863
chr4	75455001	75475000	chr4	75455001	76490000	1035000	20000	109443.68821965093	95.0%	0.017	14.849595903919859
chr7	84340001	84360000	chr7	83605001	84360000	755000	20000	181058.84087085983	99.0%	0.013	14.849071305037139
chr13	99830001	99850000	chr13	98865001	99850000	985000	20000	146835.71715561877	99.0%	0.092	14.766681835648672
chr16	8860001	8880000	chr16	8395001	8880000	485000	20000	450093.08720611763	98.0%	0.01	14.763933440169618
chr14	22900001	22925000	chr14	22900001	24455000	1555000	25000	164485.4659140423	95.0%	0.012	14.752193180877695
chr1	151815001	151840000	chr1	151815001	152390000	575000	25000	253559.79246694376	99.0%	0.007	14.738162732464165
chr10	59700001	59725000	chr10	59300001	59725000	425000	25000	452160.33321052865	99.0%	0.015	14.732871530911938
chr8	110840001	110855000	chr8	110840001	111305000	465000	15000	397182.6856967251	99.0%	0.013	14.717970915118274
chr5	135005001	135025000	chr5	135005001	135335000	330000	20000	624129.4177935972	99.0%	0.014	14.667085868144158
chr16	49490001	49510000	chr16	49490001	50450000	960000	20000	121656.30362388043	95.0%	0.008	14.476553019403706
chr17	13470001	13490000	chr17	13470001	13935000	465000	20000	228681.75369181827	99.0%	0.007	14.441636576740446
chr2	170505001	170525000	chr2	170505001	170910000	405000	20000	355171.2770320667	99.0%	0.014	14.41719427124393
chr9	123450001	123470000	chr9	122750001	123470000	720000	20000	655413.2156058534	99.0%	0.007	14.415194338490815
chr8	121485001	121515000	chr8	120630001	121515000	885000	30000	159804.95499250942	97.0%	0.014	14.409533540273937
chr6	100555001	100575000	chr6	99615001	100575000	960000	20000	174424.82881107775	99.0%	0.008	14.387044374432143
chr14	76145001	76165000	chr14	76145001	76905000	760000	20000	192612.57586883978	96.0%	0.024	14.378294963316355
chr12	108485001	108510000	chr12	108175001	108510000	335000	25000	454169.31775075337	99.0%	0.017	14.289146041132131
chr11	94465001	94500000	chr11	94130001	94500000	370000	35000	634905.2859719115	99.0%	0.008	14.248092164025458
chr10	61040001	61065000	chr10	60705001	61065000	360000	25000	364354.57011086645	99.0%	0.023	14.210324144811995
chr10	39155001	39175000	chr10	39155001	39870000	715000	20000	174924.0078276659	99.0%	0.009	14.137084644922146
chr7	46085001	46105000	chr7	46085001	46850000	765000	20000	325493.1382054494	97.0%	0.014	14.073258100174684
chr10	105565001	105585000	chr10	104525001	105585000	1060000	20000	213035.97781915046	98.0%	0.008	14.073000169688095
chr17	8455001	8475000	chr17	8455001	8895000	440000	20000	426669.2749299155	99.0%	0.0165	14.023026576936484
chr9	96560001	96585000	chr9	96560001	97000000	440000	25000	365080.62537475245	95.0%	0.008	13.974468633248101
chr9	91120001	91140000	chr9	91120001	92050000	930000	20000	208622.0181115785	99.0%	0.0345	13.958750217247923
chr11	97610001	97630000	chr11	97315001	97630000	315000	20000	597619.0476889154	99.0%	0.02	13.956892018297614
chr6	50930001	50950000	chr6	50565001	50950000	385000	20000	301282.1061309976	99.0%	0.027	13.949890907849023
chr8	126475001	126500000	chr8	126475001	127305000	830000	25000	243924.68238855875	95.0%	0.018	13.8033485866266
chr3	126590001	126610000	chr3	126590001	127330000	740000	20000	309104.57403910713	96.0%	0.025500000000000002	13.795922774842708
chr12	25860001	25885000	chr12	25860001	26415000	555000	25000	303230.8714584484	95.0%	0.015	13.750345255970323
chr4	48760001	48785000	chr4	48760001	49380000	620000	25000	187395.56255832344	99.0%	0.0155	13.725915902086955
chr3	18040001	18060000	chr3	18040001	19315000	1275000	20000	81117.75448246446	95.0%	0.038	13.679066863434198
chr7	141350001	141370000	chr7	141050001	141370000	320000	20000	563059.1461386301	99.0%	0.0185	13.671486764754464
chr2	7605001	7625000	chr2	6525001	7625000	1100000	20000	78896.95504916551	98.0%	0.0175	13.671480862435802
chr6	86350001	86370000	chr6	85910001	86370000	460000	20000	286455.71194405033	99.0%	0.013999999999999999	13.64148310970205
chr2	33965001	33990000	chr2	33965001	34735000	770000	25000	184509.75657965033	99.0%	0.014	13.55365949465326
chr3	32500001	32530000	chr3	32315001	32530000	215000	30000	417163.7447750874	99.0%	0.03	13.540577257543738
chr2	6210001	6230000	chr2	6210001	7105000	895000	20000	225236.16098327536	95.0%	0.012	13.538849199716566
chr11	84805001	84825000	chr11	83940001	84825000	885000	20000	255411.56335317864	98.0%	0.006	13.496686071486307
chr7	128225001	128250000	chr7	128225001	128745000	520000	25000	306185.8853893826	99.0%	0.014499999999999999	13.461577806614766
chr1	162345001	162365000	chr1	162345001	162745000	400000	20000	292724.6707764609	98.0%	0.017	13.431947194497283
chr8	64530001	64550000	chr8	63950001	64550000	600000	20000	191852.61806485607	98.0%	0.0165	13.330634723767405
chr5	102060001	102080000	chr5	101765001	102080000	315000	20000	527593.6917791256	99.0%	0.012	13.233374432969644
chr3	84295001	84315000	chr3	83900001	84315000	415000	20000	371764.7728274997	98.0%	0.056	13.232216327764277
chr15	42670001	42695000	chr15	41970001	42695000	725000	25000	168204.03879171016	99.0%	0.024	13.12368460160121
chr14	77000001	77035000	chr14	75820001	77035000	1215000	35000	89112.25717448755	98.0%	0.016	13.111892162328742
chr12	38120001	38150000	chr12	38120001	39445000	1325000	30000	47080.506487989216	95.0%	0.017	13.069387104598395
chr15	27320001	27345000	chr15	27320001	28020000	700000	25000	228167.8515178358	95.0%	0.013000000000000001	13.066000542545611
chr1	73810001	73830000	chr1	72645001	73830000	1185000	20000	174145.62974120842	97.0%	0.009	13.061237192293248
chr7	83540001	83560000	chr7	82645001	83560000	915000	20000	162011.76844848957	99.0%	0.027	13.024903489458158
chr3	52175001	52205000	chr3	51715001	52205000	490000	30000	338614.144153948	99.0%	0.012	13.01254398881463
chr10	10390001	10410000	chr10	10390001	11370000	980000	20000	103592.12834922386	99.0%	0.0195	12.987460002219644
chr5	45655001	45675000	chr5	45430001	45675000	245000	20000	446289.995702152	99.0%	0.015	12.870591835479253
chr16	5465001	5485000	chr16	5465001	6490000	1025000	20000	136076.5943695893	98.0%	0.02	12.850179041552346
chr4	129445001	129465000	chr4	128880001	129465000	585000	20000	282469.4682973656	98.0%	0.021	12.714476902018108
chr15	81180001	81200000	chr15	80700001	81200000	500000	20000	303064.2741308221	99.0%	0.023	12.687975543461313
chr12	112135001	112155000	chr12	112135001	112630000	495000	20000	254842.19440084012	99.0%	0.018	12.655813476004592
chr9	103985001	104010000	chr9	103065001	104010000	945000	25000	163860.91993732954	98.0%	0.017	12.65169166996055
chr3	28155001	28180000	chr3	28155001	28665000	510000	25000	214848.5358231791	99.0%	0.0225	12.64358193614042
chr11	100345001	100365000	chr11	100345001	100620000	275000	20000	792237.6496715065	99.0%	0.006	12.619529938884568
chr1	157545001	157565000	chr1	157545001	159070000	1525000	20000	80779.44321301437	96.0%	0.016	12.609177190259105
chr5	39445001	39465000	chr5	38775001	39465000	690000	20000	280146.1027786633	99.0%	0.015	12.5664046583211
chr3	140960001	140980000	chr3	140960001	141820000	860000	20000	177836.86194032052	99.0%	0.035500000000000004	12.506253623868151
chr11	75155001	75175000	chr11	74840001	75175000	335000	20000	581153.3748931834	99.0%	0.008	12.47426716818061
chr9	49475001	49495000	chr9	48960001	49495000	535000	20000	271623.89722994616	98.0%	0.023	12.46668971529776
chr4	136610001	136630000	chr4	136215001	136630000	415000	20000	315103.4572462203	99.0%	0.023	12.438798153921082
chr14	123295001	123315000	chr14	122300001	123315000	1015000	20000	168548.5453995323	96.0%	0.008	12.430899004429115
chr4	132500001	132520000	chr4	131835001	132520000	685000	20000	237110.1118163303	98.0%	0.017	12.413085093145575
chr4	118990001	119010000	chr4	118990001	119400000	410000	20000	358844.52175337786	99.0%	0.0165	12.376763280662766
chr1	137575001	137595000	chr1	137575001	138015000	440000	20000	378285.47612616123	99.0%	0.02	12.340786257387022
chr13	92735001	92755000	chr13	92735001	93675000	940000	20000	140853.27620388128	97.0%	0.0135	12.329687638393123
chr12	21260001	21290000	chr12	21095001	21290000	195000	30000	792075.2565452917	99.0%	0.023	12.324613536664442
chr13	9170001	9190000	chr13	9170001	9780000	610000	20000	160323.89640364514	99.0%	0.0185	12.320021514831959
chr13	109330001	109350000	chr13	109330001	109845000	515000	20000	257763.27551668437	99.0%	0.025	12.319271443208914
chr8	64935001	64955000	chr8	63980001	64955000	975000	20000	165917.85374084892	95.0%	0.014	12.305216256818003
chr7	142670001	142690000	chr7	142120001	142690000	570000	20000	266870.5957960352	99.0%	0.02	12.294516822997334
chr5	24670001	24685000	chr5	24670001	25490000	820000	15000	203324.5471249761	97.0%	0.011	12.233380072470728
chr15	88520001	88545000	chr15	87540001	88545000	1005000	25000	214076.96028488578	95.0%	0.01	12.18659600026416
chr14	22550001	22570000	chr14	21645001	22570000	925000	20000	193254.39909579614	95.0%	0.023	12.177729147888554
chr16	29705001	29740000	chr16	29705001	30320000	615000	35000	217316.9248317781	98.0%	0.018	12.163489813430887
chr12	5045001	5065000	chr12	3510001	5065000	1555000	20000	169021.7817647776	95.0%	0.016	12.157904619240393
chr19	6650001	6670000	chr19	6380001	6670000	290000	20000	462639.8356275343	99.0%	0.0155	12.157096338627934
chr11	71335001	71355000	chr11	71335001	72045000	710000	20000	151659.84438067718	99.0%	0.021	12.111592922049933
chr11	42900001	42925000	chr11	42415001	42925000	510000	25000	481072.6031574334	99.0%	0.008	12.090285452176534
chr16	13105001	13125000	chr16	13105001	13900000	795000	20000	169422.86926356307	97.0%	0.013	12.0395104849172
chr18	61195001	61215000	chr18	61195001	61765000	570000	20000	278622.96307465533	99.0%	0.0125	12.03538814196206
chr1	125555001	125575000	chr1	125365001	125575000	210000	20000	413000.63000103325	99.0%	0.0325	12.027728598461938
chr11	82230001	82265000	chr11	82230001	83015000	785000	35000	177816.62936672	98.0%	0.013	11.974468459165202
chr5	98170001	98190000	chr5	97090001	98190000	1100000	20000	108910.0822299339	98.0%	0.043	11.948109798017104
chr15	28165001	28190000	chr15	27640001	28190000	550000	25000	168201.34835693223	99.0%	0.0195	11.918351230265158
chr11	102405001	102440000	chr11	101975001	102440000	465000	35000	488856.1684178159	99.0%	0.008	11.899813344672328
chr5	31555001	31575000	chr5	31555001	32820000	1265000	20000	133103.37676601257	97.0%	0.014	11.862949527628839
chr4	149060001	149080000	chr4	148605001	149080000	475000	20000	285461.7898028794	98.0%	0.017	11.8203002530322
chr5	63895001	63915000	chr5	63895001	64335000	440000	20000	349352.08241722465	99.0%	0.0135	11.797939131596543
chr18	69325001	69360000	chr18	69325001	69690000	365000	35000	433576.1209879691	99.0%	0.012	11.794616590464072
chr5	117495001	117515000	chr5	117495001	118040000	545000	20000	275064.78815776453	99.0%	0.037	11.777867677990423
chr7	89400001	89425000	chr7	89075001	89425000	350000	25000	348374.1279900746	99.0%	0.0205	11.75042697887381
chr10	90685001	90710000	chr10	90040001	90710000	670000	25000	252077.63729572063	99.0%	0.0075	11.73234654675476
chr5	146175001	146200000	chr5	146175001	146480000	305000	25000	437210.15747646504	99.0%	0.01	11.728402537727959
chr10	21455001	21475000	chr10	21455001	21965000	510000	20000	197488.81989116606	99.0%	0.0205	11.690773653554949
chr4	32045001	32065000	chr4	32045001	32710000	665000	20000	138273.57382318284	99.0%	0.023	11.67139685090382
chr5	88785001	88800000	chr5	88785001	89360000	575000	15000	439352.18440016545	98.0%	0.004	11.662120265869671
chr5	19515001	19540000	chr5	19515001	20770000	1255000	25000	99877.25731195536	97.0%	0.015	11.64387101898041
chr5	35340001	35360000	chr5	34885001	35360000	475000	20000	317293.3451793854	99.0%	0.016	11.608757785035591
chr3	31295001	31315000	chr3	30895001	31315000	420000	20000	415297.4124211503	99.0%	0.0335	11.588274193541825
chr8	69615001	69635000	chr8	69615001	70225000	610000	20000	234898.23653009345	99.0%	0.021	11.581508376897673
chr17	68865001	68885000	chr17	68865001	69280000	415000	20000	272558.76800043817	99.0%	0.019	11.573741569671634
