chr	start	end	name	score	strand	Ensembl_ID	gene_type	symbol	tss	Expression	is_ue	cellType	ATAC.ctrl_ATAC.tagAlign.bgz.readCount	ATAC.ctrl_ATAC.tagAlign.bgz.RPM	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile	ATAC.RPM	ATAC.RPM.quantile	ATAC.RPKM	ATAC.RPKM.quantile	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.readCount.quantile.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPM.quantile.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.TSS1Kb	ATAC.ctrl_ATAC.tagAlign.bgz.RPKM.quantile.TSS1Kb	ATAC.RPM.TSS1Kb	ATAC.RPM.quantile.TSS1Kb	ATAC.RPKM.TSS1Kb	ATAC.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr1	20888649	20890473	6720483E21Rik	0	-	ENSMUSG00000097934	lincRNA	6720483E21Rik	20890473		False		1557	6.658235	0.443935	0.443935	3.650348	0.940958	6.658235	0.443935	3.650348	0.940958	7967	34.069467	0.918258	0.918258	34.069467	0.918258	34.069467	0.918258	34.069467	0.918258	0.918258
chr1	20890605	20939650	Paqr8	0	+	ENSMUSG00000025931	protein_coding	Paqr8	20890605		False		27726	118.565338	0.966191	0.966191	2.417481	0.902470	118.565338	0.966191	2.417481	0.902470	9509	40.663558	0.937857	0.937857	40.663558	0.937857	40.663558	0.937857	40.663558	0.937857	0.937857
chr1	20951625	20990841	Efhc1	0	+	ENSMUSG00000041809	protein_coding	Efhc1	20951625		False		3196	13.667129	0.596183	0.596183	0.348509	0.432931	13.667129	0.596183	0.348509	0.432931	2452	10.485545	0.733281	0.733281	10.485545	0.733281	10.485545	0.733281	10.485545	0.733281	0.733281
chr1	20996298	21079229	Tram2	0	-	ENSMUSG00000041779	protein_coding	Tram2	21079229		False		9202	39.350727	0.845023	0.845023	0.474500	0.548145	39.350727	0.845023	0.474500	0.548145	3164	13.530287	0.774817	0.774817	13.530287	0.774817	13.530287	0.774817	13.530287	0.774817	0.774817
chr1	21218574	21230167	Tmem14a	0	+	ENSMUSG00000025933	protein_coding	Tmem14a	21218574		False		2750	11.759889	0.560247	0.560247	1.014396	0.758692	11.759889	0.560247	1.014396	0.758692	2123	9.078634	0.712230	0.712230	9.078634	0.712230	9.078634	0.712230	9.078634	0.712230	0.712230
chr1	21240588	21265661	Gsta3	0	+	ENSMUSG00000025934	protein_coding	Gsta3	21240588		False		1299	5.554944	0.413386	0.413386	0.221551	0.260658	5.554944	0.413386	0.221551	0.260658	47	0.200987	0.161977	0.161977	0.200987	0.161977	0.200987	0.161977	0.200987	0.161977	0.161977
chr1	21349640	21352200	Khdc1a	0	+	ENSMUSG00000067750	protein_coding	Khdc1a	21349640		False		226	0.966449	0.157175	0.157175	0.377519	0.463444	0.966449	0.157175	0.377519	0.463444	93	0.397698	0.323032	0.323032	0.397698	0.323032	0.397698	0.323032	0.397698	0.323032	0.323032
chr1	21368330	21370845	Khdc1c	0	+	ENSMUSG00000041722	protein_coding	Khdc1c	21368330		False		196	0.838159	0.136177	0.136177	0.333264	0.416026	0.838159	0.136177	0.333264	0.416026	65	0.277961	0.232626	0.232626	0.277961	0.232626	0.277961	0.232626	0.277961	0.232626	0.232626
chr1	21383555	21386373	Khdc1b	0	+	ENSMUSG00000085079	protein_coding	Khdc1b	21383555		False		280	1.197371	0.185987	0.185987	0.424901	0.509551	1.197371	0.185987	0.424901	0.509551	57	0.243750	0.201882	0.201882	0.243750	0.201882	0.243750	0.201882	0.243750	0.201882	0.201882
chr1	21398402	21961942	Kcnq5	0	-	ENSMUSG00000028033	protein_coding	Kcnq5	21961942		False		20755	88.755089	0.946911	0.946911	0.157496	0.160754	88.755089	0.946911	0.157496	0.160754	440	1.881582	0.556863	0.556863	1.881582	0.556863	1.881582	0.556863	1.881582	0.556863	0.556863
chr1	22286250	22805994	Rims1	0	-	ENSMUSG00000041670	protein_coding	Rims1	22805994		True		47263	202.111866	0.988376	0.988376	0.388868	0.474501	202.111866	0.988376	0.388868	0.474501	6630	28.352023	0.893699	0.893699	28.352023	0.893699	28.352023	0.893699	28.352023	0.893699	0.893699
chr1	23100472	23102253	Ppp1r14bl	0	-	ENSMUSG00000073730	protein_coding	Ppp1r14bl	23102253		False		164	0.701317	0.112255	0.112255	0.393777	0.478754	0.701317	0.112255	0.393777	0.478754	127	0.543093	0.396623	0.396623	0.543093	0.396623	0.543093	0.396623	0.543093	0.396623	0.396623
chr1	23291536	23291935	Gm27028	0	+	ENSMUSG00000097970	lincRNA	Gm27028	23291536		False		37	0.158224	0.018358	0.018358	0.396551	0.481766	0.158224	0.018358	0.396551	0.481766	61	0.260856	0.217085	0.217085	0.260856	0.217085	0.260856	0.217085	0.260856	0.217085	0.217085
chr1	23293728	23294075	Gm29107	0	+	ENSMUSG00000100775	lincRNA	Gm29107	23293728		False		4	0.017105	0.004448	0.004448	0.049295	0.019279	0.017105	0.004448	0.049295	0.019279	22	0.094079	0.066502	0.066502	0.094079	0.066502	0.094079	0.066502	0.094079	0.066502	0.066502
chr1	23366423	23397772	Ogfrl1	0	-	ENSMUSG00000026158	protein_coding	Ogfrl1	23397772		False		14007	59.898460	0.907113	0.907113	1.910698	0.873303	59.898460	0.907113	1.910698	0.873303	64	0.273685	0.228444	0.228444	0.273685	0.228444	0.273685	0.228444	0.273685	0.228444	0.228444
chr1	23574586	23596664	Gm28822	0	+	ENSMUSG00000099503	lincRNA	Gm28822	23574586		False		1037	4.434547	0.377556	0.377556	0.200858	0.228869	4.434547	0.377556	0.200858	0.228869	86	0.367764	0.301751	0.301751	0.367764	0.301751	0.367764	0.301751	0.367764	0.301751	0.301751
chr1	23761752	23849158	B3gat2	0	+	ENSMUSG00000026156	protein_coding	B3gat2	23761752		False		21591	92.330095	0.950066	0.950066	1.056336	0.767835	92.330095	0.950066	1.056336	0.767835	640	2.736847	0.587075	0.587075	2.736847	0.587075	2.736847	0.587075	2.736847	0.587075	0.587075
chr1	23844845	23922317	Smap1	0	-	ENSMUSG00000026155	protein_coding	Smap1	23922317		False		7361	31.478015	0.801804	0.801804	0.406315	0.493142	31.478015	0.801804	0.406315	0.493142	1385	5.922708	0.658327	0.658327	5.922708	0.658327	5.922708	0.658327	5.922708	0.658327	0.658327
chr1	23995938	24005656	Sdhaf4	0	-	ENSMUSG00000026154	protein_coding	Sdhaf4	24005656		False		1674	7.158565	0.456710	0.456710	0.736629	0.682142	7.158565	0.456710	0.736629	0.682142	2521	10.780611	0.736595	0.736595	10.780611	0.736595	10.780611	0.736595	10.780611	0.736595	0.736595
chr1	24011092	24100341	Fam135a	0	-	ENSMUSG00000026153	protein_coding	Fam135a	24100341		False		5230	22.365171	0.721515	0.721515	0.250593	0.304426	22.365171	0.721515	0.250593	0.304426	2395	10.241794	0.729773	0.729773	10.241794	0.729773	10.241794	0.729773	10.241794	0.729773	0.729773
chr1	24177609	24252684	Col9a1	0	+	ENSMUSG00000026147	protein_coding	Col9a1	24177609		False		16174	69.165252	0.923769	0.923769	0.921282	0.737357	69.165252	0.923769	0.921282	0.737357	81	0.346382	0.284616	0.284616	0.346382	0.284616	0.346382	0.284616	0.346382	0.284616	0.284616
chr1	24261889	24587472	Col19a1	0	-	ENSMUSG00000026141	protein_coding	Col19a1	24587472		False		23161	99.043923	0.955311	0.955311	0.304205	0.380055	99.043923	0.955311	0.304205	0.380055	3010	12.871733	0.765815	0.765815	12.871733	0.765815	12.871733	0.765815	12.871733	0.765815	0.765815
chr1	24678629	24766301	Lmbrd1	0	+	ENSMUSG00000073725	protein_coding	Lmbrd1	24678629		False		7543	32.256306	0.806712	0.806712	0.367920	0.453096	32.256306	0.806712	0.367920	0.453096	4037	17.263517	0.816192	0.816192	17.263517	0.816192	17.263517	0.816192	17.263517	0.816192	0.816192
chr1	24963208	24965158	Gm28237	0	-	ENSMUSG00000100483	lincRNA	Gm28237	24965158		False		51	0.218092	0.028671	0.028671	0.111842	0.090052	0.218092	0.028671	0.111842	0.090052	0	0.000000	0.008718	0.008718	0.000000	0.008718	0.000000	0.008718	0.000000	0.008718	0.008718
chr1	25026580	25027232	Gm29414	0	-	ENSMUSG00000099392	lincRNA	Gm29414	25027232		False		15	0.064145	0.007673	0.007673	0.098382	0.071801	0.064145	0.007673	0.098382	0.071801	36	0.153948	0.119308	0.119308	0.153948	0.119308	0.153948	0.119308	0.153948	0.119308	0.119308
chr1	25067475	25829707	Adgrb3	0	-	ENSMUSG00000033569	protein_coding	Adgrb3	25829707		True		69277	296.250846	0.995605	0.995605	0.388662	0.474182	296.250846	0.995605	0.388662	0.474182	2347	10.036531	0.726495	0.726495	10.036531	0.726495	10.036531	0.726495	10.036531	0.726495	0.726495
chr1	26681813	26687460	4931408C20Rik	0	-	ENSMUSG00000073722	protein_coding	4931408C20Rik	26687460		False		991	4.237836	0.370326	0.370326	0.750458	0.687033	4.237836	0.370326	0.750458	0.687033	550	2.351978	0.574636	0.574636	2.351978	0.574636	2.351978	0.574636	2.351978	0.574636	0.574636
chr1	27884045	27902396	Gm5524	0	+	ENSMUSG00000101514	lincRNA	Gm5524	27884045		False		552	2.360530	0.285289	0.285289	0.128632	0.113797	2.360530	0.285289	0.128632	0.113797	34	0.145395	0.111387	0.111387	0.145395	0.111387	0.145395	0.111387	0.145395	0.111387	0.111387
chr1	28776116	28780252	Gm597	0	-	ENSMUSG00000048411	protein_coding	Gm597	28780252		False		422	1.804608	0.245278	0.245278	0.436317	0.519049	1.804608	0.245278	0.436317	0.519049	80	0.342106	0.281656	0.281656	0.342106	0.281656	0.342106	0.281656	0.342106	0.281656	0.281656
chr1	30718559	30719962	Gm9898	0	-	ENSMUSG00000053185	lincRNA	Gm9898	30719962		False		255	1.090462	0.172981	0.172981	0.777236	0.696672	1.090462	0.172981	0.777236	0.696672	115	0.491777	0.375217	0.375217	0.491777	0.375217	0.491777	0.375217	0.491777	0.375217	0.375217
chr1	30802338	30873921	Phf3	0	-	ENSMUSG00000048874	protein_coding	Phf3	30873921		False		7133	30.503014	0.795088	0.795088	0.426121	0.510614	30.503014	0.795088	0.426121	0.510614	4865	20.804313	0.848177	0.848177	20.804313	0.848177	20.804313	0.848177	20.804313	0.848177	0.848177
chr1	30940301	30949770	Ptp4a1	0	-	ENSMUSG00000117310	protein_coding	Ptp4a1	30949770		False		5553	23.746423	0.736630	0.736630	2.507807	0.906546	23.746423	0.736630	2.507807	0.906546	11406	48.775743	0.955594	0.955594	48.775743	0.955594	48.775743	0.955594	48.775743	0.955594	0.955594
chr1	30977242	30977968	Gm5698	0	-	ENSMUSG00000117091	protein_coding	Gm5698	30977968		False		60	0.256579	0.036131	0.036131	0.353415	0.437573	0.256579	0.036131	0.353415	0.437573	81	0.346382	0.284616	0.284616	0.346382	0.284616	0.346382	0.284616	0.346382	0.284616	0.284616
chr1	30997841	31222684	4931428L18Rik	0	-	ENSMUSG00000086727	protein_coding	4931428L18Rik	31222684		False		8120	34.723745	0.821349	0.821349	0.154436	0.155615	34.723745	0.821349	0.154436	0.155615	129	0.551646	0.399564	0.399564	0.551646	0.399564	0.551646	0.399564	0.551646	0.399564	0.399564
chr1	31041918	31043675	Gm28644	0	+	ENSMUSG00000100237	lincRNA	Gm28644	31041918		False		69	0.295066	0.043555	0.043555	0.167938	0.176879	0.295066	0.043555	0.167938	0.176879	41	0.175329	0.139650	0.139650	0.175329	0.139650	0.175329	0.139650	0.175329	0.139650	0.139650
chr1	31176400	31204725	Lgsn	0	+	ENSMUSG00000050217	protein_coding	Lgsn	31176400		False		1588	6.790801	0.447071	0.447071	0.239746	0.287734	6.790801	0.447071	0.239746	0.287734	82	0.350659	0.287734	0.287734	0.350659	0.287734	0.350659	0.287734	0.350659	0.287734	0.287734
chr1	31222837	31224288	Pih1d3	0	+	ENSMUSG00000026063	protein_coding	Pih1d3	31222837		False		93	0.397698	0.061275	0.061275	0.274086	0.339122	0.397698	0.061275	0.274086	0.339122	145	0.620067	0.423468	0.423468	0.620067	0.423468	0.620067	0.423468	0.620067	0.423468	0.423468
chr1	32172713	32658568	Khdrbs2	0	+	ENSMUSG00000026058	protein_coding	Khdrbs2	32172713		False		19050	81.463958	0.939487	0.939487	0.167671	0.176312	81.463958	0.939487	0.167671	0.176312	6820	29.164525	0.897402	0.897402	29.164525	0.897402	29.164525	0.897402	29.164525	0.897402	0.897402
chr1	32543685	32547294	Gm5415	0	-	ENSMUSG00000091318	protein_coding	Gm5415	32547294		False		263	1.124673	0.177003	0.177003	0.311630	0.388985	1.124673	0.177003	0.311630	0.388985	95	0.406251	0.328685	0.328685	0.406251	0.328685	0.406251	0.328685	0.406251	0.328685	0.328685
chr1	33065129	33066350	Gm37724	0	+	ENSMUSG00000102917	lincRNA	Gm37724	33065129		False		0	0.000000	0.001878	0.001878	0.000000	0.001878	0.000000	0.001878	0.000000	0.001878	0	0.000000	0.008718	0.008718	0.000000	0.008718	0.000000	0.008718	0.000000	0.008718	0.008718
chr1	33212773	33215475	Gm37591	0	-	ENSMUSG00000104230	lincRNA	Gm37591	33215475		False		402	1.719082	0.238668	0.238668	0.636226	0.641883	1.719082	0.238668	0.636226	0.641883	147	0.628620	0.425967	0.425967	0.628620	0.425967	0.628620	0.425967	0.628620	0.425967	0.425967
chr1	33453809	33669795	Prim2	0	-	ENSMUSG00000026134	protein_coding	Prim2	33669795		False		11886	50.828378	0.884609	0.884609	0.235332	0.281426	50.828378	0.884609	0.235332	0.281426	932	3.985533	0.617394	0.617394	3.985533	0.617394	3.985533	0.617394	3.985533	0.617394	0.617394
chr1	33719886	33742564	Rab23	0	+	ENSMUSG00000004768	protein_coding	Rab23	33719886		False		7103	30.374724	0.793812	0.793812	1.339392	0.814722	30.374724	0.793812	1.339392	0.814722	6261	26.774060	0.886381	0.886381	26.774060	0.886381	26.774060	0.886381	26.774060	0.886381	0.886381
chr1	33745483	33757795	Bag2	0	-	ENSMUSG00000042215	protein_coding	Bag2	33757795		False		3058	13.076996	0.585073	0.585073	1.062134	0.769253	13.076996	0.585073	1.062134	0.769253	1184	5.063167	0.641209	0.641209	5.063167	0.641209	5.063167	0.641209	5.063167	0.641209	0.641209
chr1	33761544	33814595	Zfp451	0	-	ENSMUSG00000042197	protein_coding	Zfp451	33814595		False		6758	28.899393	0.782082	0.782082	0.544747	0.593933	28.899393	0.782082	0.544747	0.593933	4693	20.068785	0.842418	0.842418	20.068785	0.842418	20.068785	0.842418	20.068785	0.842418	0.842418
chr1	33852051	33907816	Bend6	0	-	ENSMUSG00000042182	protein_coding	Bend6	33907816		False		7400	31.644792	0.802903	0.802903	0.567467	0.606266	31.644792	0.802903	0.567467	0.606266	3089	13.209563	0.770582	0.770582	13.209563	0.770582	13.209563	0.770582	13.209563	0.770582	0.770582
chr1	33908224	34308661	Dst	0	+	ENSMUSG00000026131	protein_coding	Dst	33908224		True		61594	263.395854	0.993621	0.993621	0.657771	0.651061	263.395854	0.993621	0.657771	0.651061	1816	7.765803	0.691622	0.691622	7.765803	0.691622	7.765803	0.691622	7.765803	0.691622	0.691622
chr1	34165855	34178446	Gm26788	0	-	ENSMUSG00000096992	processed_transcript	Gm26788	34178446		False		1261	5.392444	0.407733	0.407733	0.428278	0.512209	5.392444	0.407733	0.428278	0.512209	690	2.950663	0.592940	0.592940	2.950663	0.592940	2.950663	0.592940	2.950663	0.592940	0.592940
chr1	34329432	34330307	Gm37958	0	-	ENSMUSG00000104397	lincRNA	Gm37958	34330307		False		26	0.111184	0.012280	0.012280	0.127068	0.111812	0.111184	0.012280	0.127068	0.111812	86	0.367764	0.301751	0.301751	0.367764	0.301751	0.367764	0.301751	0.367764	0.301751	0.301751
chr1	34427001	34433264	Gm37233	0	-	ENSMUSG00000102336	lincRNA	Gm37233	34433264		False		221	0.945067	0.153932	0.153932	0.150897	0.149343	0.945067	0.153932	0.150897	0.149343	308	1.317108	0.524772	0.524772	1.317108	0.524772	1.317108	0.524772	1.317108	0.524772	0.524772
chr1	34436669	34439672	Ccdc115	0	-	ENSMUSG00000042111	protein_coding	Ccdc115	34439672		False		10286	43.986261	0.863575	0.863575	14.647440	0.994046	43.986261	0.863575	14.647440	0.994046	17012	72.748811	0.982776	0.982776	72.748811	0.982776	72.748811	0.982776	72.748811	0.982776	0.982776
chr1	34439850	34449356	Imp4	0	+	ENSMUSG00000026127	protein_coding	Imp4	34439850		False		3868	16.540818	0.645001	0.645001	1.740040	0.859624	16.540818	0.645001	1.740040	0.859624	16563	70.828742	0.981182	0.981182	70.828742	0.981182	70.828742	0.981182	70.828742	0.981182	0.981182
chr1	34459761	34475733	Ptpn18	0	+	ENSMUSG00000026126	protein_coding	Ptpn18	34459761		False		2902	12.409890	0.573112	0.573112	0.776978	0.696566	12.409890	0.573112	0.776978	0.696566	2747	11.747060	0.751604	0.751604	11.747060	0.751604	11.747060	0.751604	11.747060	0.751604	0.751604
chr1	34468833	34473148	Gm28417	0	-	ENSMUSG00000100280	processed_transcript	Gm28417	34473148		False		404	1.727635	0.239395	0.239395	0.400379	0.486480	1.727635	0.239395	0.400379	0.486480	297	1.270068	0.520679	0.520679	1.270068	0.520679	1.270068	0.520679	1.270068	0.520679	0.520679
chr1	34477166	34485933	4930568A12Rik	0	-	ENSMUSG00000101223	lincRNA	4930568A12Rik	34485933		False		801	3.425335	0.338236	0.338236	0.390708	0.476238	3.425335	0.338236	0.390708	0.476238	1349	5.768760	0.655899	0.655899	5.768760	0.655899	5.768760	0.655899	5.768760	0.655899	0.655899
chr1	34498409	34503063	Prss39	0	+	ENSMUSG00000026125	protein_coding	Prss39	34498409		False		601	2.570070	0.297640	0.297640	0.552228	0.598292	2.570070	0.297640	0.552228	0.598292	114	0.487501	0.373073	0.373073	0.487501	0.373073	0.487501	0.373073	0.487501	0.373073	0.373073
chr1	34535647	34544313	Cfc1	0	+	ENSMUSG00000026124	protein_coding	Cfc1	34535647		False		609	2.604281	0.299713	0.299713	0.300517	0.375270	2.604281	0.299713	0.300517	0.375270	132	0.564475	0.404845	0.404845	0.564475	0.404845	0.564475	0.404845	0.564475	0.404845	0.404845
chr1	34543967	34560943	Prss40	0	-	ENSMUSG00000037529	protein_coding	Prss40	34560943		False		1016	4.344744	0.374083	0.374083	0.255935	0.312719	4.344744	0.374083	0.255935	0.312719	118	0.504606	0.381437	0.381437	0.504606	0.381437	0.504606	0.381437	0.504606	0.381437	0.381437
chr1	34579656	34590944	Amer3	0	+	ENSMUSG00000045174	protein_coding	Amer3	34579656		False		28128	120.284420	0.967183	0.967183	10.655955	0.989191	120.284420	0.967183	10.655955	0.989191	7971	34.086573	0.918347	0.918347	34.086573	0.918347	34.086573	0.918347	34.086573	0.918347	0.918347
chr1	34678187	34813309	Arhgef4	0	+	ENSMUSG00000037509	protein_coding	Arhgef4	34678187		False		13835	59.162932	0.906014	0.906014	0.437848	0.520502	59.162932	0.906014	0.437848	0.520502	529	2.262175	0.571623	0.571623	2.262175	0.571623	2.262175	0.571623	2.262175	0.571623	0.571623
chr1	34813218	34843065	Fam168b	0	-	ENSMUSG00000037503	protein_coding	Fam168b	34843065		False		3377	14.441144	0.610005	0.610005	0.483839	0.554630	14.441144	0.610005	0.483839	0.554630	1111	4.750995	0.634387	0.634387	4.750995	0.634387	4.750995	0.634387	4.750995	0.634387	0.634387
chr1	34849975	34879580	Plekhb2	0	+	ENSMUSG00000026123	protein_coding	Plekhb2	34849975		False		3871	16.553647	0.645373	0.645373	0.559150	0.602155	16.553647	0.645373	0.559150	0.602155	2157	9.224029	0.714516	0.714516	9.224029	0.714516	9.224029	0.714516	9.224029	0.714516	0.714516
chr1	35625605	35651297	Gm37068	0	-	ENSMUSG00000104417	lincRNA	Gm37068	35651297		False		1235	5.281259	0.404579	0.404579	0.205560	0.237091	5.281259	0.404579	0.205560	0.237091	33	0.141119	0.107347	0.107347	0.141119	0.107347	0.141119	0.107347	0.141119	0.107347	0.107347
chr1	35806973	35810462	Gm28415	0	+	ENSMUSG00000101714	lincRNA	Gm28415	35806973		False		300	1.282897	0.196017	0.196017	0.367698	0.452883	1.282897	0.196017	0.367698	0.452883	200	0.855265	0.475334	0.475334	0.855265	0.475334	0.855265	0.475334	0.855265	0.475334	0.475334
chr1	35879844	35881119	1110002O04Rik	0	+	ENSMUSG00000102531	lincRNA	1110002O04Rik	35879844		False		510	2.180925	0.273434	0.273434	1.710529	0.856930	2.180925	0.273434	1.710529	0.856930	2540	10.861861	0.737499	0.737499	10.861861	0.737499	10.861861	0.737499	10.861861	0.737499	0.737499
chr1	35981959	35986373	Gm37146	0	-	ENSMUSG00000102279	lincRNA	Gm37146	35986373		False		112	0.478948	0.073307	0.073307	0.108507	0.085906	0.478948	0.073307	0.108507	0.085906	27	0.115461	0.085037	0.085037	0.115461	0.085037	0.115461	0.085037	0.115461	0.085037	0.085037
chr1	36002984	36011044	Gm33222	0	-	ENSMUSG00000103708	lincRNA	Gm33222	36011044		False		379	1.620727	0.229861	0.229861	0.201083	0.229436	1.620727	0.229861	0.201083	0.229436	30	0.128290	0.095846	0.095846	0.128290	0.095846	0.128290	0.095846	0.128290	0.095846	0.095846
chr1	36011071	36011894	4930535G08Rik	0	+	ENSMUSG00000104201	lincRNA	4930535G08Rik	36011071		False		8	0.034211	0.005670	0.005670	0.041568	0.014778	0.034211	0.005670	0.041568	0.014778	24	0.102632	0.073732	0.073732	0.102632	0.073732	0.102632	0.073732	0.102632	0.073732	0.073732
chr1	36068399	36106446	Hs6st1	0	+	ENSMUSG00000045216	protein_coding	Hs6st1	36068399		False		9359	40.022109	0.848318	0.848318	1.051912	0.766701	40.022109	0.848318	1.051912	0.766701	2135	9.129950	0.712726	0.712726	9.129950	0.712726	9.129950	0.712726	9.129950	0.712726	0.712726
chr1	36132041	36138746	Gm33280	0	+	ENSMUSG00000102202	lincRNA	Gm33280	36132041		False		190	0.812501	0.131516	0.131516	0.121178	0.102810	0.812501	0.131516	0.121178	0.102810	150	0.641448	0.429369	0.429369	0.641448	0.429369	0.641448	0.429369	0.641448	0.429369	0.429369
chr1	36140026	36244720	Uggt1	0	-	ENSMUSG00000037470	protein_coding	Uggt1	36244720		False		7876	33.680322	0.815005	0.815005	0.321703	0.402665	33.680322	0.815005	0.321703	0.402665	3064	13.102654	0.768792	0.768792	13.102654	0.768792	13.102654	0.768792	13.102654	0.768792	0.768792
chr1	36264596	36274679	Neurl3	0	-	ENSMUSG00000047180	protein_coding	Neurl3	36274679		False		5657	24.191161	0.741184	0.741184	2.399203	0.901761	24.191161	0.741184	2.399203	0.901761	216	0.923686	0.485594	0.485594	0.923686	0.485594	0.923686	0.485594	0.923686	0.485594	0.485594
chr1	36307732	36324029	Arid5a	0	+	ENSMUSG00000037447	protein_coding	Arid5a	36307732		False		6539	27.962878	0.775242	0.775242	1.715830	0.857604	27.962878	0.775242	1.715830	0.857604	3496	14.950026	0.791650	0.791650	14.950026	0.791650	14.950026	0.791650	14.950026	0.791650	0.791650
chr1	36332707	36333420	4930403P22Rik	0	+	ENSMUSG00000102762	lincRNA	4930403P22Rik	36332707		False		28	0.119737	0.013325	0.013325	0.167934	0.176844	0.119737	0.013325	0.167934	0.176844	28	0.119737	0.088635	0.088635	0.119737	0.088635	0.119737	0.088635	0.119737	0.088635	0.088635
chr1	36335729	36369181	Kansl3	0	-	ENSMUSG00000010453	protein_coding	Kansl3	36369181		False		3300	14.111867	0.603980	0.603980	0.421854	0.507247	14.111867	0.603980	0.421854	0.507247	1441	6.162182	0.662349	0.662349	6.162182	0.662349	6.162182	0.662349	6.162182	0.662349	0.662349
chr1	36372290	36422110	Fer1l5	0	+	ENSMUSG00000037432	protein_coding	Fer1l5	36372290		False		3455	14.774697	0.616419	0.616419	0.296562	0.370663	14.774697	0.616419	0.296562	0.370663	48	0.205264	0.166478	0.166478	0.205264	0.166478	0.205264	0.166478	0.205264	0.166478	0.166478
chr1	36419870	36445271	Lman2l	0	-	ENSMUSG00000001143	protein_coding	Lman2l	36445271		False		5866	25.084912	0.749725	0.749725	0.987556	0.752277	25.084912	0.749725	0.987556	0.752277	4921	21.043787	0.850303	0.850303	21.043787	0.850303	21.043787	0.850303	21.043787	0.850303	0.850303
chr1	36471619	36508764	Cnnm4	0	+	ENSMUSG00000037408	protein_coding	Cnnm4	36471619		False		17880	76.460660	0.933763	0.933763	2.058437	0.883368	76.460660	0.933763	2.058437	0.883368	4132	17.669768	0.820693	0.820693	17.669768	0.820693	17.669768	0.820693	17.669768	0.820693	0.820693
chr1	36511866	36528237	Cnnm3	0	+	ENSMUSG00000001138	protein_coding	Cnnm3	36511866		False		10143	43.374747	0.861112	0.861112	2.649487	0.911862	43.374747	0.861112	2.649487	0.911862	6704	28.668471	0.895258	0.895258	28.668471	0.895258	28.668471	0.895258	28.668471	0.895258	0.895258
chr1	36530187	36536883	Ankrd23	0	-	ENSMUSG00000067653	protein_coding	Ankrd23	36536883		False		4486	19.183586	0.683400	0.683400	2.864932	0.920403	19.183586	0.683400	2.864932	0.920403	460	1.967109	0.561257	0.561257	1.967109	0.561257	1.967109	0.561257	1.967109	0.561257	0.561257
