PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/Superenhancers_P60.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp
SE_12_052300457	chr13	58022838	58023838	+	0	NA	promoter-TSS (NR_030544)	promoter-TSS (NR_030544)	-138	NR_030544	100124491		NR_030544	ENSMUSG00000077962	Mir874	Mirn874|mir-874|mmu-mir-874	microRNA 874	ncRNA	1.641	1.603
SE_12_052300743	chr11	50072274	50073274	+	0	NA	intron (NM_021540, intron 3 of 8)	(TG)n|Simple_repeat|Simple_repeat	3072	NR_029769	723845		NR_029769	ENSMUSG00000065417	Mir340	Mirn340|mir-340|mmu-mir-340	microRNA 340	ncRNA	1.362	1.363
SE_12_052300262	chr18	13792646	13793646	+	0	NA	intron (NM_001360804, intron 5 of 7)	intron (NM_001360804, intron 5 of 7)	179587	NM_001360804	225207		NM_145492	ENSMUSG00000024420	Zfp521	B930086A16Rik|Evi3|Znf521	zinc finger protein 521	protein-coding	1.718	1.601
SE_12_052300907	chr13	101489722	101490722	+	0	NA	Intergenic	Intergenic	50372	NR_168907	105245613		NR_168907		Gm50503	-	predicted gene, 50503	ncRNA	1.580	1.611
SE_12_052300287	chr17	86246690	86247690	+	0	NA	intron (NM_011104, intron 1 of 14)	intron (NM_011104, intron 1 of 14)	39988	NR_045435	72104		NR_045435	ENSMUSG00000100738	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA	1.590	1.605
SE_12_052300188	chr12	78975393	78976393	+	0	NA	intron (NM_001364892, intron 2 of 2)	intron (NM_001364892, intron 2 of 2)	5132	NM_001364892	268567		NM_178745	ENSMUSG00000046157	Tmem229b	6330442E10Rik|9830138K24	transmembrane protein 229B	protein-coding	1.636	1.526
SE_12_052300670	chr15	76457892	76458892	+	0	NA	intron (NM_198885, intron 1 of 1)	intron (NM_198885, intron 1 of 1)	954	NM_198885	20289		NM_198885	ENSMUSG00000034161	Scx	Bhlha41|Scl	scleraxis scleraxis bHLH transcription factor	protein-coding	1.292	1.267
SE_12_052300272	chr11	3847323	3848323	+	0	NA	intron (NM_152818, intron 1 of 13)	MLT1F|LTR|ERVL-MaLR	16080	NM_001363163	74309		NM_152818	ENSMUSG00000020435	Osbp2	1700095P05Rik|C630001G20Rik|Gm244|ORP-4|OSBPL1	oxysterol binding protein 2	protein-coding	1.406	1.414
SE_12_052300660	chr4	120611937	120612937	+	0	NA	Intergenic	Intergenic	23692	NM_001101603	667063		NM_001101603	ENSMUSG00000091297	Gm8439	EG667063|Gm1664	predicted gene 8439	protein-coding	1.486	1.384
SE_12_052300519	chr2	26316744	26317744	+	0	NA	intron (NM_001355575, intron 1 of 13)	intron (NM_001355575, intron 1 of 13)	1711	NM_001199146	67839		NM_153410	ENSMUSG00000026930	Gpsm1	1810037C22Rik|Ags3	G-protein signalling modulator 1 (AGS3-like, C. elegans)	protein-coding	1.600	1.577
SE_12_052300722	chr18	33146698	33147698	+	0	NA	intron (NM_009793, intron 5 of 10)	intron (NM_009793, intron 5 of 10)	66664	NM_133774	170459		NM_133774	ENSMUSG00000024378	Stard4	4632419C16Rik|9030213J02Rik	StAR related lipid transfer domain containing 4	protein-coding	1.644	1.529
SE_12_052300063	chr2	157068061	157069061	+	0	NA	intron (NM_001164663, intron 1 of 14)	intron (NM_001164663, intron 1 of 14)	10704	NM_001164663	320706		NM_001164663	ENSMUSG00000055485	Mtcl2	9830001H06Rik|D430036N24Rik|Soga|Soga1	microtubule crosslinking factor 2	protein-coding	1.507	1.458
SE_12_052300174	chr4	101438909	101439909	+	0	NA	intron (NM_001177604, intron 2 of 5)	B3A|SINE|B2	19706	NM_009647	11639		NM_009647	ENSMUSG00000028527	Ak4	AK 4|Ak-3|Ak-4|Ak3|Ak3l1|D4Ertd274e	adenylate kinase 4	protein-coding	1.473	1.429
SE_12_052301007	chr7	126955375	126956375	+	0	NA	intron (NM_144926, intron 5 of 17)	intron (NM_144926, intron 5 of 17)	5340	NM_001252566	233878		NM_144926	ENSMUSG00000030683	Sez6l2	BSRP-A|Psk1	seizure related 6 homolog like 2	protein-coding	1.111	0.940
SE_12_052300314	chr4	46955403	46956403	+	0	NA	intron (NM_001081141, intron 1 of 18)	intron (NM_001081141, intron 1 of 18)	35811	NM_001081141	242425		NM_001081141	ENSMUSG00000039809	Gabbr2	GABABR2|Gb2|Gm425|Gpr51	gamma-aminobutyric acid type B receptor subunit 2	protein-coding	1.528	1.529
SE_12_052300164	chr1	89562138	89563138	+	0	NA	intron (NM_178119, intron 1 of 17)	intron (NM_178119, intron 1 of 17)	107827	NM_001037136	347722		NM_178119	ENSMUSG00000055013	Agap1	Centg2|Ggap1|mKIAA1099	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	protein-coding	1.572	1.564
SE_12_052300073	chr4	98616130	98617130	+	0	NA	intron (NM_001005787, intron 4 of 15)	intron (NM_001005787, intron 4 of 15)	69996	NM_007704	12695		NM_007704	ENSMUSG00000061859	Patj	Cipp|Inadl	PATJ, crumbs cell polarity complex component	protein-coding	1.298	0.873
SE_12_052300664	chr13	78194691	78195691	+	0	NA	exon (NM_001347538, exon 2 of 3)	exon (NM_001347538, exon 2 of 3)	1258	NM_001347539	13865		NM_010151	ENSMUSG00000069171	Nr2f1	COUP-TF1|COUP-TFI|COUPTFA|EAR-3|EAR3|Erbal3|SVP44|Tcfcoup1	nuclear receptor subfamily 2, group F, member 1	protein-coding	1.167	1.062
SE_12_052300736	chr10	14066453	14067453	+	0	NA	intron (NM_010437, intron 2 of 8)	intron (NM_010437, intron 2 of 8)	100574	NM_001358782	15273		NM_010437	ENSMUSG00000015501	Hivep2	Gm20114|MIBP-1|MIBP1|Schnurri-2|Shn-2	human immunodeficiency virus type I enhancer binding protein 2	protein-coding	1.670	1.623
SE_12_052300515	chr19	43460839	43461839	+	0	NA	intron (NM_001373992, intron 1 of 11)	intron (NM_001373992, intron 1 of 11)	20926	NM_031396	83674		NM_031396	ENSMUSG00000025189	Cnnm1	Acdp1|CLP-1	cyclin M1	protein-coding	1.522	1.487
SE_12_052300347	chr6	83424256	83425256	+	0	NA	intron (NM_001347313, intron 3 of 11)	intron (NM_001347313, intron 3 of 11)	16922	NM_183138	194388		NM_183138	ENSMUSG00000034832	Tet3	B430006D22Rik|D230004J03Rik	tet methylcytosine dioxygenase 3	protein-coding	1.588	1.543
SE_12_052300674	chr5	122767348	122768348	+	0	NA	intron (NM_001199676, intron 1 of 16)	B1_Mus2|SINE|Alu	11562	NM_145358	207565		NM_145358	ENSMUSG00000029471	Camkk2	6330570N16Rik|mKIAA0787	calcium/calmodulin-dependent protein kinase kinase 2, beta	protein-coding	1.147	1.182
SE_12_052300310	chr11	116069670	116070670	+	0	NA	intron (NM_001009573, intron 15 of 32)	intron (NM_001009573, intron 15 of 32)	7791	NM_001009573	70450		NM_001009573	ENSMUSG00000057948	Unc13d	2610108D09Rik|Jinx|Munc13-4|mFLJ00067	unc-13 homolog D	protein-coding	1.377	1.339
SE_12_052300160	chr4	152231401	152232401	+	0	NA	intron (NM_001369276, intron 5 of 8)	intron (NM_001369276, intron 5 of 8)	32057	NM_001146058	70025		NM_133348	ENSMUSG00000028937	Acot7	2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1	acyl-CoA thioesterase 7	protein-coding	1.561	1.555
SE_12_052300170	chr17	6460815	6461815	+	0	NA	Intergenic	L1MB3|LINE|L1	-10321	NR_033520	547127		NM_001045538		Tmem181b-ps	Tmem181b	transmembrane protein 181B, pseudogene	pseudo	1.687	1.643
SE_12_052300688	chr5	112380754	112381754	+	0	NA	Intergenic	Intergenic	13519	NM_001357014	72898		NM_028386	ENSMUSG00000029348	Asphd2	2900006N09Rik|9230106G13Rik	aspartate beta-hydroxylase domain containing 2	protein-coding	1.465	1.497
SE_12_052300081	chr16	18146345	18147345	+	0	NA	intron (NM_022982, intron 1 of 1)	intron (NM_022982, intron 1 of 1)	18325	NR_105785	102465189		NR_105785	ENSMUSG00000099293	Mir6366	Gm27720|mmu-mir-6366	microRNA 6366	ncRNA	1.556	1.514
SE_12_052300354	chr11	102333715	102334715	+	0	NA	Intergenic	Intergenic	-13353	NM_001362547	21429		NM_011551	ENSMUSG00000020923	Ubtf	A930005G04Rik|NOR-90|Tcfubf|UBF|UBF-1|UBF1	upstream binding transcription factor, RNA polymerase I	protein-coding	1.316	1.275
SE_12_052300196	chr8	13645347	13646347	+	0	NA	intron (NM_009025, intron 1 of 23)	B3|SINE|B2	31740	NM_009025	19414		NM_009025	ENSMUSG00000031453	Rasa3	E130011G04|GAPIII|hlb381|scat	RAS p21 protein activator 3	protein-coding	1.706	1.662
SE_12_052300826	chr15	99716725	99717725	+	0	NA	promoter-TSS (NM_010271)	promoter-TSS (NM_010271)	-362	NM_010271	14555		NM_010271	ENSMUSG00000023019	Gpd1	GPD-C|GPDH-C|Gdc-1|Gdc1	glycerol-3-phosphate dehydrogenase 1 (soluble)	protein-coding	1.468	1.406
SE_12_052300603	chr1	176202016	176203016	+	0	NA	intron (NM_001357846, intron 1 of 8)	MIR|SINE|MIR	11426	NM_001357845	319455		NM_176916	ENSMUSG00000055214	Pld5	B230365F16Rik	phospholipase D family member 5	protein-coding	1.416	1.329
SE_12_052300789	chr8	125968023	125969023	+	0	NA	Intergenic	B4|SINE|B4	-26579	NM_008430	16525		NM_008430	ENSMUSG00000033998	Kcnk1	TWIK-1	potassium channel, subfamily K, member 1	protein-coding	1.623	1.577
SE_12_052300559	chr11	95036779	95037779	+	0	NA	intron (NM_133667, intron 2 of 10)	intron (NM_133667, intron 2 of 10)	3596	NM_001361915	18604		NM_133667	ENSMUSG00000038967	Pdk2	-	pyruvate dehydrogenase kinase, isoenzyme 2	protein-coding	1.340	1.329
SE_12_052300004	chr9	62487486	62488486	+	0	NA	intron (NM_175484, intron 2 of 11)	(CA)n|Simple_repeat|Simple_repeat	49058	NM_175484	235431		NM_175484	ENSMUSG00000041729	Coro2b	CLIPINC|E130012P22Rik	coronin, actin binding protein, 2B	protein-coding	1.678	1.547
SE_12_052300832	chr5	35793092	35794092	+	0	NA	intron (NM_001177697, intron 1 of 18)	intron (NM_001177697, intron 1 of 18)	35712	NM_001177697	231148		NM_177678	ENSMUSG00000029095	Ablim2	C230091L11	actin-binding LIM protein 2	protein-coding	1.444	1.544
SE_12_052300350	chr19	57100761	57101761	+	0	NA	intron (NM_001362446, intron 6 of 20)	intron (NM_001362446, intron 6 of 20)	17763	NM_001347459	226251		NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	1.709	1.717
SE_12_052300696	chr11	96967107	96968107	+	0	NA	intron (NM_001363225, intron 2 of 7)	intron (NM_001363225, intron 2 of 7)	1058	NM_001363226	78912		NM_030220	ENSMUSG00000018678	Sp2	4930480I16Rik|mKIAA0048	Sp2 transcription factor	protein-coding	1.389	1.303
SE_12_052300103	chr13	43252529	43253529	+	0	NA	intron (NM_001033399, intron 1 of 1)	intron (NM_001033399, intron 1 of 1)	51143	NM_001033399	328232		NM_001033399	ENSMUSG00000051335	Gfod1	9630032O13	glucose-fructose oxidoreductase domain containing 1	protein-coding	1.642	1.589
SE_12_052300785	chr9	75418884	75419884	+	0	NA	Intergenic	MTC|LTR|ERVL-MaLR	9200	NR_040719	71274		NR_040719	ENSMUSG00000097021	4933433G15Rik	4921522K19Rik	RIKEN cDNA 4933433G15 gene	ncRNA	1.664	1.517
SE_12_052300555	chr11	106166323	106167323	+	0	NA	intron (NM_028126, intron 8 of 10)	B3A|SINE|B2	-6094	NM_001356458	67803		NM_172397	ENSMUSG00000040699	Limd2	0610025L06Rik	LIM domain containing 2	protein-coding	1.454	1.447
SE_12_052300020	chr12	99290756	99291756	+	0	NA	exon (NM_183186, exon 4 of 6)	exon (NM_183186, exon 4 of 6)	-49775	NR_166805	100503812		NR_166805		3300002A11Rik	2700016B18Rik	RIKEN cDNA 3300002A11 gene	ncRNA	1.511	1.432
SE_12_052300979	chr2	139368240	139369240	+	0	NA	Intergenic	Intergenic	-125173	NM_001356507	228677		NM_175467	ENSMUSG00000039092	Sptlc3	C130053K05Rik	serine palmitoyltransferase, long chain base subunit 3	protein-coding	0.840	0.674
SE_12_052300969	chr9	35337754	35338754	+	0	NA	Intergenic	Intergenic	57149	NR_040715	71133		NR_040715	ENSMUSG00000111746	4933422A05Rik	-	RIKEN cDNA 4933422A05 gene	ncRNA	1.293	1.170
SE_12_052300812	chr1	59479147	59480147	+	0	NA	Intergenic	Intergenic	-2500	NM_008057	14369		NM_008057	ENSMUSG00000041075	Fzd7	Fz7	frizzled class receptor 7	protein-coding	1.555	1.542
SE_12_052300586	chr5	39629892	39630892	+	0	NA	intron (NM_010474, intron 1 of 1)	intron (NM_010474, intron 1 of 1)	14239	NM_010474	15476		NM_010474	ENSMUSG00000051022	Hs3st1	3-Ost|D5Wsu110e|Hsg3ost	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	protein-coding	0.397	0.470
SE_12_052300623	chr5	122513563	122514563	+	0	NA	Intergenic	AmnSINE1|SINE|Deu	-11838	NM_001110140	11938		NM_009722	ENSMUSG00000029467	Atp2a2	9530097L16Rik|D5Wsu150e|SERCA2|SERCA2B|Serca2a|mKIAA4195	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	protein-coding	1.126	1.151
SE_12_052300756	chr16	37447167	37448167	+	0	NA	Intergenic	LTR16B1|LTR|ERVL	-62709	NM_172440	207227		NM_172440	ENSMUSG00000022829	Stxbp5l	9430094L02|A830015P08Rik|LLGL4|T2dm1|t2md1|tomosyn-2	syntaxin binding protein 5-like	protein-coding	1.608	1.590
SE_12_052300806	chr11	84964236	84965236	+	0	NA	exon (NM_007607, exon 7 of 8)	exon (NM_007607, exon 7 of 8)	6982	NM_007607	12351		NM_007607	ENSMUSG00000000805	Car4	Ca4	carbonic anhydrase 4	protein-coding	1.429	1.380
SE_12_052300893	chr1	154864558	154865558	+	0	NA	Intergenic	MER58B|DNA|hAT-Charlie	-139138	NM_009782	12290		NM_009782	ENSMUSG00000004110	Cacna1e	A430040I15|BII|Cach6|Cacnl1a6|Cav2.3|Cchra1|alpha1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	protein-coding	1.498	1.439
SE_12_052300975	chr15	98980626	98981626	+	0	NA	Intergenic	(T)n|Simple_repeat|Simple_repeat	-4839	NR_045991	75951		NR_045991	ENSMUSG00000097587	4930578M01Rik	3010001K12Rik	RIKEN cDNA 4930578M01 gene	ncRNA	1.431	1.454
SE_12_052300123	chr19	23150043	23151043	+	0	NA	TTS (NR_035423)	TTS (NR_035423)	1112	NR_035423	100316672		NR_035423	ENSMUSG00000080626	Mir1192	Mirn1192|mmu-mir-1192	microRNA 1192	ncRNA	1.573	1.528
SE_12_052300848	chr7	44443398	44444398	+	0	NA	intron (NM_198250, intron 1 of 2)	intron (NM_198250, intron 1 of 2)	1411	NM_198250	272381		NM_198250	ENSMUSG00000047085	Lrrc4b	A830007M12|Lrig4|Ngl3	leucine rich repeat containing 4B	protein-coding	1.239	1.104
SE_12_052300024	chr9	103579046	103580046	+	0	NA	intron (NM_178638, intron 3 of 5)	intron (NM_178638, intron 3 of 5)	22456	NR_040764	319215		NR_040764	ENSMUSG00000099616	4932413F04Rik	-	RIKEN cDNA 4932413F04 gene	ncRNA	1.642	1.513
SE_12_052300965	chr11	6113171	6114171	+	0	NA	intron (NM_001363446, intron 3 of 4)	intron (NM_001363446, intron 3 of 4)	-47923	NM_007595	12323		NM_007595	ENSMUSG00000057897	Camk2b	CaMKII	calcium/calmodulin-dependent protein kinase II, beta	protein-coding	1.401	1.416
SE_12_052300535	chr4	119793994	119794994	+	0	NA	Intergenic	Lx8|LINE|L1	-20184	NM_010657	16656		NM_010657	ENSMUSG00000028634	Hivep3	2900056N03Rik|A130075N07|E030045D18Rik|KBP-1|KBP1|Krc|Rc|Schnurri-3|Shn3|Zas3	human immunodeficiency virus type I enhancer binding protein 3	protein-coding	1.458	1.415
SE_12_052300598	chr12	29536753	29537753	+	0	NA	intron (NM_001361657, intron 1 of 24)	intron (NM_001361657, intron 1 of 24)	2031	NM_001361657	17933		NM_008666	ENSMUSG00000061911	Myt1l	2900046C06Rik|2900093J19Rik|C630034G21Rik|Nztf1|Pmng1|Png-1|mKIAA1106	myelin transcription factor 1-like	protein-coding	1.462	1.278
SE_12_052300543	chr11	69409952	69410952	+	0	NA	intron (NM_001017426, intron 2 of 23)	CpG	5742	NM_001017426	216850		NM_001017426	ENSMUSG00000018476	Kdm6b	1700064E03Rik|Jmjd3	KDM1 lysine (K)-specific demethylase 6B	protein-coding	1.351	1.346
SE_12_052300472	chr16	17830245	17831245	+	0	NA	Intergenic	Intergenic	-2374	NR_027959	433004		NM_001002790		Fam246a	B830017H08Rik|G3R1	family with sequence similarity 246 member A	ncRNA	1.558	1.524
SE_12_052300487	chr9	106462270	106463270	+	0	NA	intron (NM_021567, intron 12 of 12)	intron (NM_021567, intron 12 of 12)	3215	NM_001159652	436090		NM_001159652	ENSMUSG00000091735	Gpr62	4933402E03Rik	G protein-coupled receptor 62	protein-coding	1.490	1.408
SE_12_052300716	chr2	135910387	135911387	+	0	NA	intron (NM_001355154, intron 6 of 36)	MER33|DNA|hAT-Charlie	-97873	NR_166432	102634680		NR_166432	ENSMUSG00000086928	Gm14210	-	predicted gene 14210	ncRNA	1.414	1.380
SE_12_052300927	chr8	36100463	36101463	+	0	NA	intron (NM_172911, intron 2 of 5)	B4|SINE|B4	6135	NM_172911	244418		NM_172911	ENSMUSG00000050271	Prag1	9830148H23|D8Ertd82e|NACK|Sgk223|mFLJ00269	PEAK1 related kinase activating pseudokinase 1	protein-coding	1.544	1.467
SE_12_052300462	chr4	41680146	41681146	+	0	NA	intron (NM_001136056, intron 2 of 9)	intron (NM_001136056, intron 2 of 9)	8534	NM_001379216	12804		NM_016673	ENSMUSG00000028444	Cntfr	Cntfralpha	ciliary neurotrophic factor receptor	protein-coding	1.613	1.592
SE_12_052301027	chr7	123406444	123407444	+	0	NA	promoter-TSS (NM_001355050)	promoter-TSS (NM_001355050)	-873	NM_001355050	30949		NM_025304	ENSMUSG00000030763	Lcmt1	LCMT-1|Lcmt	leucine carboxyl methyltransferase 1	protein-coding	1.586	1.442
SE_12_052300330	chr13	63548779	63549779	+	0	NA	intron (NM_008957, intron 2 of 23)	intron (NM_008957, intron 2 of 23)	16456	NM_008957	19206		NM_008957	ENSMUSG00000021466	Ptch1	A230106A15Rik|Ptc|Ptc1|Ptch|mes|wig	patched 1	protein-coding	1.503	1.513
SE_12_052300852	chr9	40519027	40520027	+	0	NA	intron (NM_001357617, intron 1 of 20)	intron (NM_001357617, intron 1 of 20)	11856	NM_001357617	235283		NM_172768	ENSMUSG00000040111	Gramd1b	3222402H23|A930008A22Rik|mKIAA1201	GRAM domain containing 1B	protein-coding	1.582	1.438
SE_12_052300702	chr18	65155483	65156483	+	0	NA	intron (NM_031881, intron 7 of 29)	intron (NM_031881, intron 7 of 29)	-92878	NR_029600	387231		NR_029600	ENSMUSG00000065402	Mir122	Mir122a|Mir122b|Mirn122a|Mirn122b|mir-122|mmu-mir-122	microRNA 122	ncRNA	1.708	1.583
SE_12_052300539	chr7	49255546	49256546	+	0	NA	intron (NM_175272, intron 1 of 37)	intron (NM_175272, intron 1 of 37)	9857	NM_175272	78286		NM_175272	ENSMUSG00000052512	Nav2	5330421F07Rik|HELAD1|POMFIL2|RAINB1|RAINB2|Unc53H2|mKIAA3015	neuron navigator 2	protein-coding	1.418	1.333
SE_12_052300334	chr19	4470969	4471969	+	0	NA	intron (NM_134164, intron 1 of 7)	ID_B1|SINE|B4	5674	NM_134164	171180		NM_134164	ENSMUSG00000049303	Syt12	-	synaptotagmin XII	protein-coding	1.505	1.463
SE_12_052300658	chr10	93646917	93647917	+	0	NA	intron (NM_021320, intron 2 of 9)	B3|SINE|B2	6368	NM_021320	57764		NM_021320	ENSMUSG00000020019	Ntn4	-	netrin 4	protein-coding	1.797	1.781
SE_12_052300990	chr15	79761390	79762390	+	0	NA	3' UTR (NM_017470, exon 4 of 4)	3' UTR (NM_017470, exon 4 of 4)	12577	NM_017470	54152		NM_017470	ENSMUSG00000022420	Dnal4	D15Ertd424e|Dnalc4	dynein, axonemal, light chain 4	protein-coding	1.409	1.380
SE_12_052300715	chr2	121298748	121299748	+	0	NA	intron (NM_032393, intron 4 of 6)	intron (NM_032393, intron 4 of 6)	3794	NM_001173506	17754		NM_032393	ENSMUSG00000027254	Map1a	6330416M19Rik|Mtap-1|Mtap1|Mtap1a|moth1	microtubule-associated protein 1 A	protein-coding	1.657	1.573
SE_12_052300291	chr18	80082433	80083433	+	0	NA	intron (NM_053117, intron 2 of 2)	B3A|SINE|B2	36038	NM_053117	93737		NM_053117	ENSMUSG00000056214	Pard6g	2410049N21Rik|Par6a	par-6 family cell polarity regulator gamma	protein-coding	1.764	1.667
SE_12_052300536	chr7	142365411	142366411	+	0	NA	intron (NM_001347541, intron 2 of 2)	intron (NM_001347541, intron 2 of 2)	6348	NM_177265	320802		NM_177265	ENSMUSG00000045777	Ifitm10	6330512M04Rik|DSPA3	interferon induced transmembrane protein 10	protein-coding	1.562	1.430
SE_12_052300011	chr7	132734426	132735426	+	0	NA	intron (NM_001381859, intron 4 of 4)	intron (NM_001381859, intron 4 of 4)	41990	NM_001347630	77938		NM_175268	ENSMUSG00000030956	Fam53b	A930008G19Rik|mKIAA0140	family with sequence similarity 53, member B	protein-coding	1.464	1.336
SE_12_052300522	chr5	139136896	139137896	+	0	NA	intron (NM_001359097, intron 1 of 10)	intron (NM_001359097, intron 1 of 10)	-6919	NM_001359099	19085		NM_008923	ENSMUSG00000025855	Prkar1b	RIbeta	protein kinase, cAMP dependent regulatory, type I beta	protein-coding	1.406	1.418
SE_12_052300257	chr10	77401842	77402842	+	0	NA	intron (NM_001024837, intron 1 of 10)	RMER1A|Other|Other	15931	NM_001024837	110532		NM_130895	ENSMUSG00000020262	Adarb1	1700057H01Rik|Adar2|D10Bwg0447e|Red1	adenosine deaminase, RNA-specific, B1	protein-coding	1.762	1.758
SE_12_052300158	chr11	104158811	104159811	+	0	NA	exon (NM_007762, exon 3 of 13)	exon (NM_007762, exon 3 of 13)	26530	NM_007762	12921		NM_007762	ENSMUSG00000018634	Crhr1	CRF-R1alpha|CRF1R|CRFR1|Crhr	corticotropin releasing hormone receptor 1	protein-coding	1.368	1.319
SE_12_052300719	chr6	108451929	108452929	+	0	NA	intron (NM_010585, intron 44 of 61)	intron (NM_010585, intron 44 of 61)	-37314	NR_106121	102465766		NR_106121	ENSMUSG00000105697	Mir7661	mmu-mir-7661	microRNA 7661	ncRNA	1.077	1.011
SE_12_052300994	chr1	85899381	85900381	+	0	NA	intron (NM_022417, intron 1 of 5)	intron (NM_022417, intron 1 of 5)	5371	NM_022417	64294		NM_022417	ENSMUSG00000026223	Itm2c	3110038L02Rik|BRI3|Bricd2c|E25|E25C|ITM3	integral membrane protein 2C	protein-coding	1.236	1.031
SE_12_052300805	chr6	30466526	30467526	+	0	NA	Intergenic	Intergenic	6041	NR_131049	69337		NR_131049	ENSMUSG00000085470	1700012C14Rik	-	RIKEN cDNA 1700012C14 gene	ncRNA	1.623	1.603
SE_12_052300437	chr2	127526511	127527511	+	0	NA	TTS (NM_138750)	TTS (NM_138750)	-4917	NR_110989	56461		NM_019789	ENSMUSG00000079056	Kcnip3	4933407H12Rik|Csen|DREAM|KChIP3	Kv channel interacting protein 3, calsenilin	protein-coding	1.783	1.698
SE_12_052300755	chr2	163441452	163442452	+	0	NA	intron (NM_144891, intron 1 of 5)	intron (NM_144891, intron 1 of 5)	3476	NR_153379	228858		NM_144891	ENSMUSG00000017943	Gdap1l1	Gdap1l	ganglioside-induced differentiation-associated protein 1-like 1	protein-coding	1.734	1.719
SE_12_052300585	chr19	22635847	22636847	+	0	NA	intron (NM_001362487, intron 1 of 26)	(TCCC)n|Simple_repeat|Simple_repeat	-56254	NM_001362512	226025		NM_177341	ENSMUSG00000052387	Trpm3	6330504P12Rik|9330180E14|B930001P07Rik|LTRPC3|MLSN2	transient receptor potential cation channel, subfamily M, member 3	protein-coding	1.522	1.406
SE_12_052300142	chr2	32819950	32820950	+	0	NA	intron (NM_009295, intron 3 of 18)	B1F2|SINE|Alu	-25486	NR_166174	105244117		NR_166174		Gm13524	-	predicted gene 13524	ncRNA	1.517	1.449
SE_12_052300244	chr2	20934036	20935036	+	0	NA	intron (NM_001081364, intron 1 of 23)	intron (NM_001081364, intron 1 of 23)	33185	NM_001081364	71435		NM_001081364	ENSMUSG00000036591	Arhgap21	5530401C11Rik|ARHGAP10	Rho GTPase activating protein 21	protein-coding	1.418	1.294
SE_12_052300380	chr5	122151737	122152737	+	0	NA	Intergenic	B3|SINE|B2	-6038	NR_156471	19047		NM_013636	ENSMUSG00000004455	Ppp1cc	PP-1G|PP1|dis2m1	protein phosphatase 1 catalytic subunit gamma	protein-coding	1.255	1.197
SE_12_052300301	chr2	156480583	156481583	+	0	NA	intron (NM_001006664, intron 1 of 21)	B4A|SINE|B4	5534	NM_001368802	13821		NM_013510	ENSMUSG00000027624	Epb41l1	4.1N|Epb4.1l1|NBL1|mKIAA0338	erythrocyte membrane protein band 4.1 like 1	protein-coding	1.593	1.495
SE_12_052300618	chr10	93270442	93271442	+	0	NA	intron (NM_001322265, intron 2 of 4)	intron (NM_001322265, intron 2 of 4)	40217	NM_013508	13713		NM_013508	ENSMUSG00000008398	Elk3	D430049E23Rik|Erp|Etrp|Net|Sap-2	ELK3, member of ETS oncogene family	protein-coding	1.763	1.730
SE_12_052300097	chr4	106989102	106990102	+	0	NA	intron (NM_001355532, intron 1 of 14)	intron (NM_001355532, intron 1 of 14)	66417	NM_001355532	72475		NM_023672	ENSMUSG00000061887	Ssbp3	2610021L12Rik|2610200M23Rik|5730488C10Rik|LAST|SSDP1	single-stranded DNA binding protein 3	protein-coding	1.589	1.548
