PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/CTCF.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
1-8165	chr11	3831894	3832894	+	1000	NA	intron (NM_152818, intron 1 of 13)	intron (NM_152818, intron 1 of 13)	31509	NM_001363163	74309		NM_152818	ENSMUSG00000020435	Osbp2	1700095P05Rik|C630001G20Rik|Gm244|ORP-4|OSBPL1	oxysterol binding protein 2	protein-coding	-2.002	-1.798
1-20199	chr2	26906789	26907789	+	1000	NA	3' UTR (NM_011513, exon 3 of 3)	3' UTR (NM_011513, exon 3 of 3)	3353	NM_011513	20933		NM_011513	ENSMUSG00000015776	Med22	Surf-5|Surf5	mediator complex subunit 22	protein-coding	-1.254	-1.080
1-22889	chr3	98223917	98224917	+	1000	NA	intron (NM_026328, intron 1 of 5)	intron (NM_026328, intron 1 of 5)	2261	NM_026328	67709		NM_026328	ENSMUSG00000027876	Reg4	2010002L15Rik|GISP|RELP	regenerating islet-derived family, member 4	protein-coding	-0.177	-0.236
1-20958	chr2	151940963	151941963	+	1000	NA	intron (NM_009641, intron 7 of 8)	intron (NM_009641, intron 7 of 8)	26154	NR_035478	100316704		NR_035478	ENSMUSG00000088491	Mir1953	mir-1953|mmu-mir-1953	microRNA 1953	ncRNA	-0.213	-0.320
1-18570	chr11	20793895	20794895	+	1000	NA	Intergenic	Intergenic	36713	NM_173752	216551		NM_173752	ENSMUSG00000042363	Lgalsl	1110067D22Rik|A530071M23|Grpa|Hspc159|Lgalsla	galectin like	protein-coding	-1.395	-1.267
1-9859	chr10	41434300	41435300	+	1000	NA	Intergenic	B2_Mm1a|SINE|B2	-15558	NM_153398	268294		NM_153398	ENSMUSG00000019826	Zbtb24	Bif1|Bsg1|ZNF450	zinc finger and BTB domain containing 24	protein-coding	-1.168	-1.026
1-22132	chr13	52623753	52624753	+	1000	NA	intron (NM_001198977, intron 6 of 13)	intron (NM_001198977, intron 6 of 13)	27371	NM_011518	20963		NM_011518	ENSMUSG00000021457	Syk	Sykb	spleen tyrosine kinase	protein-coding	-1.391	-1.330
1-28798	chr4	52726325	52727325	+	1000	NA	Intergenic	Intergenic	-87779	NR_040661	75367		NR_040661	ENSMUSG00000089717	4930552N02Rik	-	RIKEN cDNA 4930552N02 gene	ncRNA	-0.216	-0.430
1-27162	chrX	157454140	157455140	+	1000	NA	intron (NM_001359185, intron 9 of 10)	intron (NM_001359185, intron 9 of 10)	36728	NM_001359185	20603		NM_009214	ENSMUSG00000071708	Sms	Gy|SPMSY|SpmST|gyro	spermine synthase	protein-coding	-2.797	-2.761
1-14409	chr9	119322569	119323569	+	1000	NA	promoter-TSS (NR_045693)	promoter-TSS (NR_045693)	-642	NM_133985	108737		NM_133985	ENSMUSG00000036737	Oxsr1	2210022N24Rik|2810422B09Rik|Osr1|mKIAA1101	oxidative-stress responsive 1	protein-coding	-0.451	-0.411
1-14555	chr12	112146017	112147017	+	1000	NA	intron (NM_001097621, intron 1 of 15)	CpG-3550	309	NM_001097621	668303		NM_001097621	ENSMUSG00000021294	Kif26a	mKIAA1236	kinesin family member 26A	protein-coding	-1.558	-1.845
1-27756	chr8	4515871	4516871	+	1000	NA	intron (NM_026058, intron 2 of 10)	intron (NM_026058, intron 2 of 10)	22966	NM_026058	67260		NM_026058	ENSMUSG00000008206	Cers4	2900019C14Rik|Lass4|Trh1	ceramide synthase 4	protein-coding	-0.484	-0.514
1-8429	chrX	140503569	140504569	+	1000	NA	Intergenic	Intergenic	38599	NR_122039	14605		NM_010286	ENSMUSG00000031431	Tsc22d3	DIP|Dsip1|Gilz|TSC-22R|Tilz3	TSC22 domain family, member 3	protein-coding	-1.207	-1.090
1-13974	chr14	31605211	31606211	+	1000	NA	Intergenic	B3|SINE|B2	-28328	NM_009937	382864		NM_009937	ENSMUSG00000057606	Colq	A130034K24Rik	collagen like tail subunit of asymmetric acetylcholinesterase	protein-coding	-1.463	-1.418
1-21365	chr8	114452433	114453433	+	1000	NA	intron (NM_019573, intron 4 of 8)	intron (NM_019573, intron 4 of 8)	13281	NM_019573	80707		NM_019573	ENSMUSG00000004637	Wwox	5330426P09Rik|9030416C10Rik|WOX1	WW domain-containing oxidoreductase	protein-coding	-2.720	-2.635
1-27784	chr11	59623932	59624932	+	1000	NA	Intergenic	B3|SINE|B2	11466	NM_001011740	257886		NM_001011740		Or2w25	MOR256-51|Olfr225	olfactory receptor family 2 subfamily W member 25	protein-coding	-1.479	-1.393
1-17402	chr11	102089142	102090142	+	1000	NA	Intergenic	Intergenic	-1127	NM_016695	50997		NM_016695	ENSMUSG00000017314	Mpp2	D11Bwg0652e|Dlg2|Dlgh2|Pals4	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	protein-coding	-1.810	-1.770
1-9839	chr1	171222341	171223341	+	1000	NA	promoter-TSS (NM_001037170)	promoter-TSS (NM_001037170)	-327	NM_001037170	641376		NM_001037170	ENSMUSG00000005674	Tomm40l	-	translocase of outer mitochondrial membrane 40-like	protein-coding	-0.665	-0.642
1-18370	chr14	54669095	54670095	+	1000	NA	intron (NM_001374770, intron 3 of 17)	B3|SINE|B2	-15894	NM_001085472	56215		NM_019567	ENSMUSG00000022185	Acin1	2610036I19Rik|2610510L13Rik|Acinus|Acn|acinusL|acinusS|mKIAA0670	apoptotic chromatin condensation inducer 1	protein-coding	-1.090	-1.048
1-24169	chr6	82909138	82910138	+	1000	NA	Intergenic	ORR1E|LTR|ERVL-MaLR	-27785	NR_040520	69652		NR_040520	ENSMUSG00000100291	2310069B03Rik	-	RIKEN cDNA 2310069B03 gene	ncRNA	-0.632	-0.575
1-7087	chr9	118227225	118228225	+	1000	NA	Intergenic	Intergenic	77494	NR_155294	100502695		NR_155294	ENSMUSG00000097402	Gm17399	-	predicted gene, 17399	ncRNA	-1.127	-0.953
1-27149	chr9	65120633	65121633	+	1000	NA	intron (NM_020043, intron 4 of 19)	intron (NM_020043, intron 4 of 19)	19647	NM_001290315	56741		NM_020043	ENSMUSG00000032816	Igdcc4	DDM36|Nope	immunoglobulin superfamily, DCC subclass, member 4	protein-coding	-1.514	-1.671
1-28507	chr14	122060386	122061386	+	1000	NA	Intergenic	Intergenic	26212	NM_001037744	223262		NM_001037744	ENSMUSG00000071229	Timm8a2	-	translocase of inner mitochondrial membrane 8A2	protein-coding	-2.129	-1.948
1-24202	chr7	121119917	121120917	+	1000	NA	intron (NM_139310, intron 12 of 28)	intron (NM_139310, intron 12 of 28)	36993	NM_139310	246190		NM_139310	ENSMUSG00000034990	Otoa	-	otoancorin	protein-coding	-0.434	-0.518
1-20772	chr19	38053149	38054149	+	1000	NA	Intergenic	Intergenic	-1335	NM_001360663	74107		NM_028293	ENSMUSG00000024989	Cep55	1200008O12Rik|2700032M20Rik	centrosomal protein 55	protein-coding	-1.124	-1.084
1-14837	chr5	74618370	74619370	+	1000	NA	intron (NM_001359074, intron 5 of 10)	intron (NM_001359074, intron 5 of 10)	59002	NM_001159578	16924		NM_010727	ENSMUSG00000029228	Lnx1	Lnx	ligand of numb-protein X 1	protein-coding	-1.188	-1.236
1-30455	chr8	88621145	88622145	+	1000	NA	Intergenic	Intergenic	14483	NM_027840	71607		NM_027840	ENSMUSG00000031662	Snx20	9130017C17Rik	sorting nexin 20	protein-coding	-0.897	-1.028
1-24916	chr9	43221353	43222353	+	1000	NA	3' UTR (NM_178644, exon 4 of 4)	3' UTR (NM_178644, exon 4 of 4)	-16098	NM_011139	18988		NM_011139	ENSMUSG00000032015	Pou2f3	Epoc-1|Oct-11a|Oct11|Otf-11|Otf11|Skin|Skin-1a|Skn-1a|Skn-li	POU domain, class 2, transcription factor 3	protein-coding	-0.639	-0.966
1-17187	chr2	102030330	102031330	+	1000	NA	intron (NM_178886, intron 4 of 5)	intron (NM_178886, intron 4 of 5)	144568	NM_029635	76501		NM_029635	ENSMUSG00000027163	Commd9	1810029F08Rik	COMM domain containing 9	protein-coding	-1.170	-1.007
1-16060	chr16	77128387	77129387	+	1000	NA	Intergenic	Intergenic	114818	NM_013918	30940		NM_013918	ENSMUSG00000022867	Usp25	-	ubiquitin specific peptidase 25	protein-coding	-1.985	-1.581
1-29251	chr1	21218072	21219072	+	1000	NA	promoter-TSS (NM_001290679)	promoter-TSS (NM_001290679)	-3	NM_029398	75712		NM_029398	ENSMUSG00000025933	Tmem14a	5730496E24Rik|PTD011	transmembrane protein 14A	protein-coding	-0.439	-0.407
1-24142	chr6	60950115	60951115	+	1000	NA	intron (NM_027613, intron 1 of 7)	intron (NM_027613, intron 1 of 7)	6298	NM_001163507	70945		NM_027613	ENSMUSG00000054641	Mmrn1	4921530G03Rik|Emilin4|Mmrn	multimerin 1	protein-coding	-0.833	-0.484
1-17903	chr9	98538463	98539463	+	1000	NA	Intergenic	Intergenic	24648	NR_029444	75881		NM_175227		4930579K19Rik	-	RIKEN cDNA 4930579K19 gene	ncRNA	-0.746	-0.796
1-19527	chr17	81016861	81017861	+	1000	NA	Intergenic	ERVL-E-int|LTR|ERVL	47724	NM_028138	72167		NM_028138	ENSMUSG00000024246	Thumpd2	2810025A12Rik	THUMP domain containing 2	protein-coding	-2.018	-1.885
1-27209	chr2	112196582	112197582	+	1000	NA	Intergenic	MER20|DNA|hAT-Charlie	41184	NM_001011802	258022		NM_001011802	ENSMUSG00000049758	Or4f62	MOR245-16|Olfr1318	olfactory receptor family 4 subfamily F member 62	protein-coding	0.042	0.095
1-30509	chr7	16464828	16465828	+	1000	NA	intron (NM_008718, intron 4 of 11)	intron (NM_008718, intron 4 of 11)	11452	NM_008718	18142		NM_008718	ENSMUSG00000001988	Npas1	MOP5|bHLHe11	neuronal PAS domain protein 1	protein-coding	-1.321	-1.217
1-12866	chr5	35893614	35894614	+	1000	NA	intron (NM_027373, intron 1 of 16)	intron (NM_027373, intron 1 of 16)	795	NM_027373	70292		NM_027373	ENSMUSG00000029094	Afap1	2600003E23Rik|9630044L16Rik|Afap|mKIAA3018	actin filament associated protein 1	protein-coding	-0.993	-1.268
1-26971	chr9	21220114	21221114	+	1000	NA	Intergenic	Intergenic	18718	NM_016679	50868		NM_016679	ENSMUSG00000003308	Keap1	INRF2|mKIAA0132	kelch-like ECH-associated protein 1	protein-coding	-1.764	-1.666
1-21164	chr3	63570214	63571214	+	1000	NA	Intergenic	Intergenic	-86808	NM_001369306	102637511		NM_001369305	ENSMUSG00000103476	Strit1	DWORF|Gm34302	small transmembrane regulator of ion transport 1	protein-coding	-0.245	-0.181
1-30116	chr1	16798009	16799009	+	1000	NA	Intergenic	Intergenic	110053	NM_001159711	17087		NM_016923	ENSMUSG00000025779	Ly96	ESOP-1|MD-2|MD2	lymphocyte antigen 96	protein-coding	-1.287	-1.101
1-8321	chr17	69151029	69152029	+	1000	NA	intron (NM_001355732, intron 1 of 21)	intron (NM_001355732, intron 1 of 21)	-5215	NM_013813	13823		NM_013813	ENSMUSG00000024044	Epb41l3	4.1B|DAL1P|Dal1|Epb4.1l3|NBL3	erythrocyte membrane protein band 4.1 like 3	protein-coding	-1.195	-1.278
1-19736	chr5	27544685	27545685	+	1000	NA	intron (NM_001198886, intron 6 of 25)	intron (NM_001198886, intron 6 of 25)	-43793	NM_028561	73526		NM_028561	ENSMUSG00000048703	Speer4b	1700081O22Rik|SPEER-4B	spermatogenesis associated glutamate (E)-rich protein 4B	protein-coding	-2.465	-2.206
1-12078	chr10	94124078	94125078	+	1000	NA	intron (NM_053072, intron 11 of 20)	B3|SINE|B2	-23353	NM_011629	22025		NM_011629	ENSMUSG00000005897	Nr2c1	4831444H07Rik|80.3|Eenr|TR2|Tr2-11	nuclear receptor subfamily 2, group C, member 1	protein-coding	-1.015	-1.115
1-30942	chr11	70055264	70056264	+	1000	NA	intron (NM_001291131, intron 2 of 8)	intron (NM_001291131, intron 2 of 8)	1409	NM_001291132	11889		NM_009714	ENSMUSG00000020884	Asgr1	ASGPR1|Asgr|Asgr-1|HL-1	asialoglycoprotein receptor 1	protein-coding	-1.296	-1.251
1-10250	chrX	143735706	143736706	+	1000	NA	intron (NM_001195046, intron 8 of 15)	intron (NM_001195046, intron 8 of 15)	42919	NM_001195046	18481		NM_008778	ENSMUSG00000031284	Pak3	PAK-3|Pak65alpha|Pak65beta|Stk4	p21 (RAC1) activated kinase 3	protein-coding	-0.443	-0.754
1-18982	chr11	26073597	26074597	+	1000	NA	intron (NR_027973, intron 1 of 5)	intron (NR_027973, intron 1 of 5)	-128143	NR_105791	102466154		NR_105791	ENSMUSG00000099015	Mir6372	Gm27358|mmu-mir-6372	microRNA 6372	ncRNA	-0.760	-0.734
1-24431	chr7	122444761	122445761	+	1000	NA	intron (NM_008855, intron 3 of 16)	intron (NM_008855, intron 3 of 16)	156136	NM_001316672	18751		NM_008855	ENSMUSG00000052889	Prkcb	PKC-B|PKC-Beta|Pkcb|Prkcb1|Prkcb2	protein kinase C, beta	protein-coding	-1.423	-1.587
1-28675	chr9	7602992	7603992	+	1000	NA	Intergenic	Intergenic	-24739	NM_013903	30800		NM_013903	ENSMUSG00000018620	Mmp20	-	matrix metallopeptidase 20 (enamelysin)	protein-coding	-0.539	-0.454
1-14543	chr4	104665241	104666241	+	1000	NA	intron (NM_001369046, intron 6 of 16)	intron (NM_001369046, intron 6 of 16)	-100576	NM_133882	110382		NM_133882	ENSMUSG00000029656	C8b	4930439B20Rik	complement component 8, beta polypeptide	protein-coding	-1.267	-1.396
1-27825	chr8	95887935	95888935	+	1000	NA	promoter-TSS (NM_010325)	promoter-TSS (NM_010325)	-34	NM_010325	14719		NM_010325	ENSMUSG00000031672	Got2	FABP-pm|Got-2|Kyat4|mAspAT	glutamatic-oxaloacetic transaminase 2, mitochondrial	protein-coding	-0.087	0.113
1-21782	chr10	127228614	127229614	+	1000	NA	TTS (NM_008447)	TTS (NM_008447)	-17492	NM_054097	117150		NM_054097	ENSMUSG00000025417	Pip4k2c	Pip5k2c	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	protein-coding	-1.976	-2.071
1-11660	chr11	97792894	97793894	+	1000	NA	Intergenic	B2_Mm2|SINE|B2	-6171	NM_010688	16796		NM_010688	ENSMUSG00000038366	Lasp1	Def-4|LASP-1|MLN 50|SH3P6|Tg(Col1a1-lacZ)1Ngma	LIM and SH3 protein 1	protein-coding	-1.789	-1.527
1-11404	chr9	44178069	44179069	+	1000	NA	intron (NM_007619, intron 2 of 15)	intron (NM_007619, intron 2 of 15)	43911	NM_023061	84004		NM_023061	ENSMUSG00000032135	Mcam	1-gicerin|CD146|CD149|Muc18|s-endo|s-gicerin	melanoma cell adhesion molecule	protein-coding	-1.162	-1.259
1-9354	chr5	130728417	130729417	+	1000	NA	intron (NM_181045, intron 5 of 6)	ORR1E|LTR|ERVL-MaLR	280125	NM_021371	140904		NM_021371	ENSMUSG00000060371	Caln1	9630012C17Rik|Cabp8|MNCb-0849	calneuron 1	protein-coding	-2.365	-2.137
1-21290	chr11	48588528	48589528	+	1000	NA	Intergenic	Intergenic	210375	NR_166852	102639908		NR_166852		Gm36109	-	predicted gene, 36109	ncRNA	-0.138	-0.306
1-23748	chr11	70413650	70414650	+	1000	NA	Intergenic	B3|SINE|B2	-4119	NM_029231	75273		NM_029231	ENSMUSG00000018921	Pelp1	4930563C04Rik|MNAR	proline, glutamic acid and leucine rich protein 1	protein-coding	-1.262	-1.116
1-18313	chr10	127170666	127171666	+	1000	NA	TTS (NM_177615)	TTS (NM_177615)	5335	NM_001244618	14421		NM_008080	ENSMUSG00000006731	B4galnt1	4933429D13Rik|Gal-NAc-T|GalNAc-T|GalNAcT|Galgt1|Ggm-2|Ggm2	beta-1,4-N-acetyl-galactosaminyl transferase 1	protein-coding	-1.872	-2.006
1-11767	chr7	90301628	90302628	+	1000	NA	promoter-TSS (NM_001040085)	promoter-TSS (NM_001040085)	-227	NM_001289584	83671		NM_031394	ENSMUSG00000030616	Sytl2	Slp2|mKIAA1597	synaptotagmin-like 2	protein-coding	-1.472	-1.108
1-25323	chr17	57060213	57061213	+	1000	NA	promoter-TSS (NM_025877)	promoter-TSS (NM_025877)	-850	NM_025877	66972		NM_025877	ENSMUSG00000046329	Slc25a23	2310067G05Rik|SCaMC-3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	protein-coding	-0.884	-0.738
1-30969	chr12	5135996	5136996	+	1000	NA	intron (NM_001164493, intron 5 of 13)	intron (NM_001164493, intron 5 of 13)	219143	NM_001362349	320817		NM_177269	ENSMUSG00000052812	Atad2b	1110014E10Rik|D530031C13Rik	ATPase family, AAA domain containing 2B	protein-coding	-1.244	-1.566
1-18483	chr6	4413861	4414861	+	1000	NA	Intergenic	Intergenic	-91257	NM_007743	12843		NM_007743	ENSMUSG00000029661	Col1a2	Col1a-2|Cola-2|Cola2|oim	collagen, type I, alpha 2	protein-coding	-0.924	-0.798
1-17563	chr3	142708468	142709468	+	1000	NA	intron (NM_173763, intron 2 of 13)	intron (NM_173763, intron 2 of 13)	7920	NM_173763	229905		NM_173763	ENSMUSG00000040213	Kyat3	Ccbl2|KATIII|Kat3	kynurenine aminotransferase 3	protein-coding	-0.073	-0.031
1-30693	chr7	141924613	141925613	+	1000	NA	Intergenic	Intergenic	-22652	NM_001347562	54473		NM_023764	ENSMUSG00000025139	Tollip	4930403G24Rik|4931428G15Rik	toll interacting protein	protein-coding	-1.675	-1.611
1-30443	chr3	27182304	27183304	+	1000	NA	promoter-TSS (NM_178772)	promoter-TSS (NM_178772)	-200	NM_178772	320024		NM_178772	ENSMUSG00000027698	Nceh1	Aadacl1|B230106I24Rik|CPO-BP|Nceh	neutral cholesterol ester hydrolase 1	protein-coding	-0.003	-0.031
1-31408	chr9	43283979	43284979	+	1000	NA	Intergenic	Intergenic	20346	NR_168928	235302		NM_001243261	ENSMUSG00000095385	D630033O11Rik	Gm588	RIKEN cDNA D630033O11 gene	ncRNA	-0.573	-0.913
1-31340	chr7	142333950	142334950	+	1000	NA	intron (NM_177265, intron 3 of 3)	intron (NM_177265, intron 3 of 3)	30948	NM_015809	50775		NM_015809	ENSMUSG00000045236	Krtap5-4	-	keratin associated protein 5-4	protein-coding	-1.857	-1.814
1-12333	chr17	34571568	34572568	+	1000	NA	intron (NM_010929, intron 9 of 29)	B2_Mm2|SINE|B2	7773	NM_010929	18132		NM_010929	ENSMUSG00000015468	Notch4	Int-3|Int3|N4	notch 4	protein-coding	-1.517	-1.479
1-32074	chr9	58204311	58205311	+	1000	NA	promoter-TSS (NM_001161541)	promoter-TSS (NM_001161541)	-492	NM_001161541	320563		NM_177193	ENSMUSG00000051243	Islr2	B930052A04Rik|Linx|Mbu-3|mKIAA1465	immunoglobulin superfamily containing leucine-rich repeat 2	protein-coding	-2.129	-2.158
1-5467	chr3	88718785	88719785	+	1000	NA	intron (NR_028056, intron 3 of 5)	intron (NR_028056, intron 3 of 5)	2431	NM_001163310	19769		NM_009069	ENSMUSG00000028057	Rit1	RIBB|ROC1|Rit	Ras-like without CAAX 1	protein-coding	-2.281	-2.259
1-6822	chr4	124894779	124895779	+	1000	NA	promoter-TSS (NR_040651)	promoter-TSS (NR_040651)	-497	NR_040651	73628		NR_040651	ENSMUSG00000085263	1700125G02Rik	-	RIKEN cDNA 1700125G02 gene	ncRNA	-0.663	-0.739
1-17231	chr19	34661647	34662647	+	1000	NA	Intergenic	MER20|DNA|hAT-Charlie	21258	NM_008331	15957		NM_008331	ENSMUSG00000034459	Ifit1	GARG-16|IFI-56K|ISG56|Ifi56|P56	interferon-induced protein with tetratricopeptide repeats 1	protein-coding	-1.594	-1.288
1-28967	chr7	99375108	99376108	+	1000	NA	Intergenic	Intergenic	-5910	NM_201352	233552		NM_201352	ENSMUSG00000035314	Gdpd5	Gde2	glycerophosphodiester phosphodiesterase domain containing 5	protein-coding	-2.224	-2.432
1-23996	chr6	86009656	86010656	+	1000	NA	TTS (NR_155305)	TTS (NR_155305)	5803	NR_155305	75355		NR_155305	ENSMUSG00000106791	4930553P18Rik	-	RIKEN cDNA 4930553P18 gene	ncRNA	-1.718	-1.776
1-12261	chr10	90864211	90865211	+	1000	NA	intron (NM_001347053, intron 1 of 8)	intron (NM_001347053, intron 1 of 8)	34868	NM_001347053	77531		NM_181398	ENSMUSG00000058589	Anks1b	AIDA-1|AIDA-1b|C030032C09Rik|E530015N03Rik|EB-1|Gm10937|Gm1555	ankyrin repeat and sterile alpha motif domain containing 1B	protein-coding	-1.165	-1.290
1-31540	chr13	59728104	59729104	+	1000	NA	exon (NM_177711, exon 4 of 4)	exon (NM_177711, exon 4 of 4)	3148	NM_177711	238663		NM_177711	ENSMUSG00000043986	Spata31d1d	4932411G14Rik|Fam75d1d	spermatogenesis associated 31 subfamily D, member 1D	protein-coding	-1.115	-0.985
1-15004	chr12	112987568	112988568	+	1000	NA	exon (NM_028193, exon 3 of 18)	exon (NM_028193, exon 3 of 18)	11505	NM_201646	399566		NM_201646	ENSMUSG00000002803	Btbd6	-	BTB domain containing 6	protein-coding	-0.969	-0.866
1-17363	chr8	115402509	115403509	+	1000	NA	Intergenic	Intergenic	303885	NM_001025577	17132		NM_001025577	ENSMUSG00000055435	Maf	2810401A20Rik|A230108G15Rik|c-maf	MAF bZIP transcription factor	protein-coding	-2.339	-2.098
1-22691	chr14	23791126	23792126	+	1000	NA	intron (NM_001253374, intron 1 of 28)	intron (NM_001253374, intron 1 of 28)	212579	NM_001253368	16531		NM_010610	ENSMUSG00000063142	Kcnma1	5730414M22Rik|BKCA alpha|BKCa|KCa1.1|MaxiK|Slo|Slo1|k(VCA)alpha|mSlo|mSlo1|slo-alpha	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	protein-coding	-0.538	-1.082
1-25523	chr10	5479767	5480767	+	1000	NA	intron (NM_001347732, intron 2 of 145)	intron (NM_001347732, intron 2 of 145)	8047	NM_001347711	64009		NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding	-1.997	-1.883
1-22441	chr2	103439365	103440365	+	1000	NA	intron (NM_001145813, intron 3 of 6)	intron (NM_001145813, intron 3 of 6)	15797	NM_010125	13711		NM_010125	ENSMUSG00000027186	Elf5	ESE-2|ESE-5|ESE-5.	E74-like factor 5	protein-coding	-0.406	-0.561
1-8605	chr7	101822842	101823842	+	1000	NA	TTS (NM_008887)	TTS (NM_008887)	5029	NM_008887	11859		NM_008887	ENSMUSG00000007946	Phox2a	Arix|Phox2|Pmx2|Pmx2a|Px2a	paired-like homeobox 2a	protein-coding	-0.853	-1.033
1-12533	chr10	68089320	68090320	+	1000	NA	Intergenic	Intergenic	110250	NM_001359319	170799		NM_133244	ENSMUSG00000037846	Rtkn2	B130039D23Rik|Mbf|Plekhk1	rhotekin 2	protein-coding	-0.272	-0.223
1-24757	chr5	108484950	108485950	+	1000	NA	intron (NM_172716, intron 6 of 10)	intron (NM_172716, intron 6 of 10)	24191	NM_001377001	69587		NM_172716	ENSMUSG00000033623	Pcgf3	2310035N15Rik|D630042K08Rik|DONG1|E430039C14|RNF3A|Rnf3	polycomb group ring finger 3	protein-coding	-1.009	-0.820
1-18039	chr18	4689318	4690318	+	1000	NA	Intergenic	Intergenic	54889	NM_001081963	240185		NM_001081963	ENSMUSG00000033960	Jcad	1110056P05Rik|9430020K01Rik|Gm328|mKIAA1462	junctional cadherin 5 associated	protein-coding	-0.598	-0.783
1-4987	chr8	23091676	23092676	+	1000	NA	intron (NM_001110783, intron 9 of 43)	B3A|SINE|B2	33917	NM_031158	11733		NM_031158	ENSMUSG00000031543	Ank1	Ank-1|nb|pale	ankyrin 1, erythroid	protein-coding	-1.482	-1.512
1-24650	chr17	27565365	27566365	+	1000	NA	promoter-TSS (NM_001002895)	promoter-TSS (NM_001002895)	-138	NM_001002895	106672		NM_001002895	ENSMUSG00000062753	Smim29	-	small integral membrane protein 29	protein-coding	-3.867	-3.865
1-19014	chr8	71406346	71407346	+	1000	NA	intron (NM_172756, intron 3 of 8)	intron (NM_172756, intron 3 of 8)	834	NM_172756	234396		NM_172756	ENSMUSG00000046295	Ankle1	8430438L13Rik|Ankrd41|C430003I23|Lem3	ankyrin repeat and LEM domain containing 1	protein-coding	-1.176	-1.197
1-27917	chr8	61515853	61516853	+	1000	NA	intron (NM_001081390, intron 17 of 19)	intron (NM_001081390, intron 17 of 19)	28619	NM_145595	234309		NM_145595	ENSMUSG00000031641	Cbr4	A730083J17Rik	carbonyl reductase 4	protein-coding	-0.223	-0.385
1-21905	chr10	97339589	97340589	+	1000	NA	Intergenic	Intergenic	-83389	NR_039547	100628616		NR_039547	ENSMUSG00000105557	Mir3966	mmu-mir-3966|mu-mir-3966	microRNA 3966	ncRNA	-2.941	-2.342
1-14186	chr6	86194548	86195548	+	1000	NA	promoter-TSS (NM_031199)	promoter-TSS (NM_031199)	-174	NM_031199	21802		NM_031199	ENSMUSG00000029999	Tgfa	wa-1|wa1	transforming growth factor alpha	protein-coding	-1.367	-1.563
1-29725	chr2	101905469	101906469	+	1000	NA	Intergenic	Intergenic	19707	NM_029635	76501		NM_029635	ENSMUSG00000027163	Commd9	1810029F08Rik	COMM domain containing 9	protein-coding	-1.684	-1.384
1-12019	chr2	36214149	36215149	+	1000	NA	Intergenic	B3|SINE|B2	-15777	NM_008969	19224		NM_008969	ENSMUSG00000047250	Ptgs1	COX1|Cox-1|Cox-3|PGHS-1|PHS 1|Pghs1	prostaglandin-endoperoxide synthase 1	protein-coding	-0.221	-0.325
1-14343	chr1	6858696	6859696	+	1000	NA	non-coding (NR_045188, exon 24 of 24)	non-coding (NR_045188, exon 24 of 24)	129145	NR_045189	240690		NM_173868	ENSMUSG00000033740	St18	Myt3|NZF-3|Nzf3|mKIAA0535	suppression of tumorigenicity 18	protein-coding	-1.299	-0.979
1-15865	chr5	50032084	50033084	+	1000	NA	intron (NM_133911, intron 1 of 18)	intron (NM_133911, intron 1 of 18)	26412	NM_133911	70693		NM_133911	ENSMUSG00000029090	Adgra3	3830613O22Rik|Gpr125|Tem5-like	adhesion G protein-coupled receptor A3	protein-coding	-0.853	-0.894
1-18705	chr13	43199443	43200443	+	1000	NA	3' UTR (NM_001033399, exon 2 of 2)	3' UTR (NM_001033399, exon 2 of 2)	-28442	NM_025935	67046		NM_025935	ENSMUSG00000021368	Tbc1d7	2610009C09Rik	TBC1 domain family, member 7	protein-coding	-2.039	-1.991
