PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27ac.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
172845	chr15	52160399	52161399	+	104	NA	Intergenic	Intergenic	120792	NM_175503	239435		NM_175503	ENSMUSG00000068522	Aard	A5D3	alanine and arginine rich domain containing protein	protein-coding	-1.019	-0.931
118150	chr5	36904409	36905409	+	104	NA	intron (NM_001360003, intron 1 of 8)	intron (NM_001360003, intron 1 of 8)	-28030	NR_045505	71054		NR_045505	ENSMUSG00000087487	Ppp2r2cos	4933401P06Rik	protein phosphatase 2, regulatory subunit B, gamma, opposite strand	ncRNA	-1.010	-1.215
196923	chr10	76800107	76801107	+	104	NA	intron (NM_021568, intron 4 of 15)	intron (NM_021568, intron 4 of 15)	16134	NR_152850	59093		NM_021568	ENSMUSG00000001120	Pcbp3	AlphaCP-3	poly(rC) binding protein 3	protein-coding	-0.930	-1.184
310674	chr18	69503881	69504881	+	104	NA	intron (NM_001361128, intron 5 of 19)	intron (NM_001361128, intron 5 of 19)	158221	NM_001361128	21413		NM_013685	ENSMUSG00000053477	Tcf4	5730422P05Rik|ASP-I2|E2-2|E2.2|ITF-2|ITF-2b|ITF2|ME2|MITF-2A|MITF-2B|SEF-2|SEF2|SEF2-1|TFE|Tcf-4|bHLHb19	transcription factor 4	protein-coding	-2.555	-2.614
149938	chr15	41064067	41065067	+	104	NA	intron (NM_001356998, intron 4 of 6)	intron (NM_001356998, intron 4 of 6)	-109134	NR_151516	100418302		NR_151516		4930555K19Rik	-	leucine rich repeat and sterile alpha motif containing 1 pseudogene	pseudo	-2.093	-2.155
141726	chr16	17490942	17491942	+	103	NA	promoter-TSS (NM_001291070)	promoter-TSS (NM_001291070)	-479	NM_001291070	72168		NM_175178	ENSMUSG00000022763	Aifm3	2810401C16Rik|Aifl	apoptosis-inducing factor, mitochondrion-associated 3	protein-coding	-1.327	-1.412
67331	chr8	126326214	126327214	+	103	NA	intron (NM_175434, intron 2 of 6)	intron (NM_175434, intron 2 of 6)	28135	NM_175434	210027		NM_175434	ENSMUSG00000057060	Slc35f3	B230375D17Rik	solute carrier family 35, member F3	protein-coding	-1.462	-1.614
132675	chr2	135842581	135843581	+	103	NA	intron (NM_001355154, intron 2 of 36)	intron (NM_001355154, intron 2 of 36)	-30067	NR_166432	102634680		NR_166432	ENSMUSG00000086928	Gm14210	-	predicted gene 14210	ncRNA	-1.321	-1.784
193107	chr6	103511627	103512627	+	103	NA	intron (NM_007697, intron 1 of 26)	intron (NM_007697, intron 1 of 26)	1251	NM_007697	12661		NM_007697	ENSMUSG00000030077	Chl1	A530023M13Rik|CALL|LICAM2	cell adhesion molecule L1-like	protein-coding	-0.719	-0.797
551166	chr18	35843384	35844384	+	103	NA	intron (NM_001357458, intron 1 of 2)	intron (NM_001357458, intron 1 of 2)	-10803	NM_001357459	67393		NM_133687	ENSMUSG00000046668	Cxxc5	4930415K17Rik	CXXC finger 5	protein-coding	-2.331	-2.437
422749	chr18	25620391	25621391	+	103	NA	intron (NM_001362275, intron 2 of 13)	intron (NM_001362275, intron 2 of 13)	58857	NM_001362337	108013		NM_133195	ENSMUSG00000024268	Celf4	A230070D14Rik|BRUNOL-4|Brul4|Brunol4|C130060B05Rik	CUGBP, Elav-like family member 4	protein-coding	-1.108	-1.318
427479	chr2	35623844	35624844	+	103	NA	intron (NM_001114124, intron 1 of 15)	intron (NM_001114124, intron 1 of 15)	2363	NM_001114124	69601		NM_001001602	ENSMUSG00000026883	Dab2ip	2310011D08Rik|Aip1|mKIAA1743	disabled 2 interacting protein	protein-coding	-0.904	-1.142
156131	chr9	13597557	13598557	+	103	NA	Intergenic	Intergenic	-21932	NM_001013813	270118		NM_173776	ENSMUSG00000031925	Maml2	5930431H10	mastermind like transcriptional coactivator 2	protein-coding	-0.973	-1.077
329135	chr16	45721969	45722969	+	103	NA	intron (NM_019754, intron 2 of 3)	intron (NM_019754, intron 2 of 3)	2062	NM_019754	56370		NM_019754	ENSMUSG00000022658	Tagln3	2700038H05Rik|2900005O10Rik|Np25	transgelin 3	protein-coding	-0.754	-0.832
230183	chr3	102011301	102012301	+	102	NA	intron (NM_178777, intron 2 of 2)	CpG	1656	NM_178777	18072		NM_178777	ENSMUSG00000048540	Nhlh2	6230401I09Rik|Hen2|NSCL2|Nscl-2|bHLHa34	nescient helix loop helix 2	protein-coding	-0.915	-1.007
119602	chr4	137698340	137699340	+	102	NA	intron (NR_138594, intron 1 of 1)	intron (NR_138594, intron 1 of 1)	7766	NR_138594	69808		NR_138594	ENSMUSG00000087476	Rap1gapos	1810058N05Rik	RAP1 GTPase activating protein, opposite strand	ncRNA	-2.021	-2.312
54072	chr11	94148785	94149785	+	102	NA	intron (NR_167701, intron 2 of 3)	CpG	15829	NR_167700	100039440		NR_167699	ENSMUSG00000086003	B230206L02Rik	Gm11519	RIKEN cDNA B230206L02 gene	ncRNA	-1.083	-1.208
87750	chr6	43296069	43297069	+	102	NA	Intergenic	Intergenic	12985	NM_130869	18291		NM_130869	ENSMUSG00000029736	Nobox	OG2|Og2x	NOBOX oogenesis homeobox	protein-coding	-1.057	-0.756
193457	chr14	25378769	25379769	+	102	NA	Intergenic	Intergenic	-79916	NM_183208	328365		NM_183208	ENSMUSG00000007817	Zmiz1	E330020C23|Gm10397|I920194n01|Rai17|Zimp10	zinc finger, MIZ-type containing 1	protein-coding	-2.252	-2.425
206476	chr15	39733734	39734734	+	101	NA	Intergenic	Intergenic	-11696	NM_001289508	75766		NM_029422	ENSMUSG00000022303	Dcstamp	4833414I07Rik|DC-STAMP|FIND|Tm7sf4|mDC-STAMP	dendrocyte expressed seven transmembrane protein	protein-coding	-2.276	-2.333
103400	chr8	84635158	84636158	+	101	NA	intron (NM_001252059, intron 43 of 45)	intron (NM_001252059, intron 43 of 45)	27194	NM_010499	15936		NM_010499	ENSMUSG00000053560	Ier2	Ch1|Pip92	immediate early response 2	protein-coding	-2.168	-2.392
427491	chr4	33927351	33928351	+	101	NA	intron (NM_001365881, intron 1 of 1)	intron (NM_001365881, intron 1 of 1)	1471	NM_001365881	12801		NM_007726	ENSMUSG00000044288	Cnr1	CB-R|CB1|CB1A|CB1B|CB1R	cannabinoid receptor 1	protein-coding	-1.716	-1.583
71617	chr6	42709129	42710129	+	101	NA	5' UTR (NM_001355770, exon 2 of 10)	5' UTR (NM_001355770, exon 2 of 10)	486	NM_001355769	77574		NM_029930	ENSMUSG00000036667	Tcaf1	2810407D09Rik|3321401G04Rik|A230020K05Rik|Fam115a	TRPM8 channel-associated factor 1	protein-coding	-0.069	0.065
104308	chr1	78371398	78372398	+	101	NA	intron (NM_001004173, intron 2 of 4)	intron (NM_001004173, intron 2 of 4)	61552	NM_001004173	433323		NM_001004173	ENSMUSG00000032908	Sgpp2	SPPase2|Spp2	sphingosine-1-phosphate phosphatase 2	protein-coding	-0.271	-0.355
34810	chr17	6642330	6643330	+	101	NA	Intergenic	Intergenic	13001	NM_001166630	100040563		NM_001166630	ENSMUSG00000000579	Dynlt1c	100040603|AGS2|Dynlt1|Dynlt1d|Tctel1|Tctex-1|Tctex1	dynein light chain Tctex-type 1C	protein-coding	-1.319	-1.553
282634	chr6	90810336	90811336	+	101	NA	promoter-TSS (NM_001134384)	promoter-TSS (NM_001134384)	-713	NM_001134384	232227		NM_182784	ENSMUSG00000034312	Iqsec1	BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding	-1.098	-1.182
222256	chr2	132782878	132783878	+	101	NA	intron (NM_007694, intron 1 of 4)	intron (NM_007694, intron 1 of 4)	1736	NM_007694	12653		NM_007694	ENSMUSG00000027350	Chgb	Scg-1|cgB|sgI	chromogranin B	protein-coding	-0.719	-0.847
131754	chr16	44631098	44632098	+	101	NA	Intergenic	Intergenic	-72728	NM_172506	117606		NM_172506	ENSMUSG00000022687	Boc	4732455C11|mFLJ00376	BOC cell adhesion associated, oncogene regulated	protein-coding	-1.578	-1.492
209306	chr8	15001943	15002943	+	101	NA	Intergenic	Intergenic	-8582	NM_029116	74901		NM_029116	ENSMUSG00000055675	Kbtbd11	2900016B01Rik|4930465M17Rik|mKIAA0711	kelch repeat and BTB (POZ) domain containing 11	protein-coding	-0.290	-0.638
275669	chr14	122375844	122376844	+	101	NA	intron (NM_029556, intron 4 of 7)	intron (NM_029556, intron 4 of 7)	74771	NR_033325	328479		NR_033325	ENSMUSG00000064052	Gm5089	6530402A20|C030005G22Rik|EG328479	predicted gene 5089	ncRNA	-3.107	-2.786
73970	chr9	41054783	41055783	+	101	NA	intron (NM_176860, intron 1 of 13)	intron (NM_176860, intron 1 of 13)	24223	NM_001357412	72828		NM_176860	ENSMUSG00000032020	Ubash3b	2810457I06Rik|STS-1|TULA-2|p70	ubiquitin associated and SH3 domain containing, B	protein-coding	-1.189	-1.446
1189014	chr13	83727405	83728405	+	100	NA	promoter-TSS (NR_015561)	promoter-TSS (NR_015561)	-201	NR_015561	320203		NM_177100	ENSMUSG00000050334	Mir9-2hg	2810449C10Rik|C130071C03Rik|ECONEXIN|EyeLinc1|Visc-1	Mir9-2 host gene	ncRNA	-1.536	-1.043
156255	chr10	115013653	115014653	+	100	NA	Intergenic	Intergenic	170869	NM_173391	216343		NM_173391	ENSMUSG00000006764	Tph2	Ntph	tryptophan hydroxylase 2	protein-coding	-1.569	-1.491
289028	chr6	51848932	51849932	+	100	NA	Intergenic	Intergenic	163117	NM_018773	54353		NM_018773	ENSMUSG00000059182	Skap2	2610021A10Rik|RA70|SKAP-HOM|Saps|Scap2|mSKAP55R	src family associated phosphoprotein 2	protein-coding	-1.277	-1.279
114091	chr6	19579610	19580610	+	100	NA	Intergenic	Intergenic	24768	NR_105789	102465192		NR_105789	ENSMUSG00000099149	Mir6370	Gm27480|mmu-mir-6370	microRNA 6370	ncRNA	-2.745	-2.837
109567	chr2	167475320	167476320	+	100	NA	non-coding (NR_130767, exon 14 of 14)	non-coding (NR_130767, exon 14 of 14)	-16825	NM_030743	81018		NM_030743	ENSMUSG00000006418	Rnf114	1110008J21Rik|Zfp228|Zfp313|Znf228	ring finger protein 114	protein-coding	-1.206	-1.487
243388	chr4	128886939	128887939	+	100	NA	intron (NM_001370757, intron 1 of 3)	(CGTG)n|Simple_repeat|Simple_repeat	3395	NM_178110	67525		NM_178110	ENSMUSG00000041000	Trim62	6330414G21Rik|Dear1	tripartite motif-containing 62	protein-coding	-1.421	-1.777
163419	chr10	58383621	58384621	+	99	NA	intron (NM_201242, intron 1 of 9)	intron (NM_201242, intron 1 of 9)	-10252	NM_001193303	110829		NM_026148	ENSMUSG00000019920	Lims1	2310016J22Rik|4921524A02Rik|C430041B13Rik|Lims1l|PINCH|PINCH1	LIM and senescent cell antigen-like domains 1	protein-coding	-0.119	-0.194
212934	chr5	120567335	120568335	+	99	NA	intron (NM_145853, intron 2 of 27)	intron (NM_145853, intron 2 of 27)	20778	NM_145853	252972		NM_145853	ENSMUSG00000032741	Tpcn1	5730403B01Rik|Tpc1|mKIAA1169	two pore channel 1	protein-coding	-0.938	-1.245
100227	chr8	70416294	70417294	+	99	NA	intron (NM_001004062, intron 1 of 13)	intron (NM_001004062, intron 1 of 13)	22779	NM_001004062	382056		NM_001004062	ENSMUSG00000003575	Crtc1	Mect1|TORC-1|TORC1|mKIAA0616	CREB regulated transcription coactivator 1	protein-coding	-1.797	-2.044
53826	chr1	53224905	53225905	+	99	NA	intron (NM_153556, intron 5 of 12)	intron (NM_153556, intron 5 of 12)	-37788	NM_027070	69397		NM_027070	ENSMUSG00000060715	1700019A02Rik	-	RIKEN cDNA 1700019A02 gene	protein-coding	-0.899	-0.907
85312	chr1	73723547	73724547	+	99	NA	intron (NR_045311, intron 6 of 8)	intron (NR_045311, intron 6 of 8)	131528	NR_105769	102465179		NR_105769	ENSMUSG00000098504	Mir6351	Gm27936|mmu-mir-6351	microRNA 6351	ncRNA	-0.998	-1.057
103578	chr3	105694924	105695924	+	99	NA	Intergenic	Intergenic	-7853	NM_017397	53975		NM_017397	ENSMUSG00000027905	Ddx20	GEMIN3|dp103	DEAD box helicase 20	protein-coding	-1.101	-1.151
140125	chr4	9015558	9016558	+	99	NA	Intergenic	Intergenic	-253235	NM_001355183	74438		NM_028940	ENSMUSG00000041216	Clvs1	4933402J24Rik|Clvl1|Rlbp1l1	clavesin 1	protein-coding	-2.014	-2.194
281829	chr18	69577509	69578509	+	99	NA	intron (NM_001361128, intron 8 of 19)	intron (NM_001361128, intron 8 of 19)	231849	NM_001361128	21413		NM_013685	ENSMUSG00000053477	Tcf4	5730422P05Rik|ASP-I2|E2-2|E2.2|ITF-2|ITF-2b|ITF2|ME2|MITF-2A|MITF-2B|SEF-2|SEF2|SEF2-1|TFE|Tcf-4|bHLHb19	transcription factor 4	protein-coding	-2.145	-2.176
168013	chr16	18123610	18124610	+	99	NA	Intergenic	Intergenic	-3532	NM_022982	65079		NM_022982	ENSMUSG00000043811	Rtn4r	NOGOR|NgR|NgR1	reticulon 4 receptor	protein-coding	-1.715	-1.938
201291	chr12	4006271	4007271	+	99	NA	intron (NM_001082483, intron 1 of 22)	intron (NM_001082483, intron 1 of 22)	32144	NM_001082483	668212		NM_001082483	ENSMUSG00000020658	Efr3b	C030014M07Rik|mKIAA0953	EFR3 homolog B	protein-coding	-1.413	-1.505
44811	chr7	132891877	132892877	+	98	NA	Intergenic	Intergenic	33152	NM_198017	109359		NM_198017	ENSMUSG00000030965	Abraxas2	Abro1|C430003P19Rik|Fam175b	BRISC complex subunit	protein-coding	-1.832	-1.838
171653	chr18	68318847	68319847	+	98	NA	intron (NM_001361002, intron 10 of 11)	intron (NM_001361002, intron 10 of 11)	-18164	NM_013596	17203		NM_013596	ENSMUSG00000007480	Mc5r	-	melanocortin 5 receptor	protein-coding	-1.409	-1.346
97126	chr1	160287181	160288181	+	98	NA	intron (NM_001038621, intron 2 of 8)	intron (NM_001038621, intron 2 of 8)	8291	NR_035448	100316784		NR_035448	ENSMUSG00000089204	Mir1927	mmu-mir-1927	microRNA 1927	ncRNA	-0.880	-1.136
127127	chr19	56946642	56947642	+	98	NA	intron (NM_146102, intron 4 of 20)	RLTR17B_Mm|LTR|ERVK	61433	NM_001177796	226250		NM_146102	ENSMUSG00000025083	Afap1l2	mKIAA1914	actin filament associated protein 1-like 2	protein-coding	-1.503	-1.656
357060	chr8	84785703	84786703	+	98	NA	intron (NM_001371053, intron 1 of 10)	intron (NM_001371053, intron 1 of 10)	-6121	NM_001371060	18032		NM_010906	ENSMUSG00000001911	Nfix	CTF|NF-I/X|NF1-X|NFI-X	nuclear factor I/X	protein-coding	-2.034	-2.328
85456	chr1	164788148	164789148	+	98	NA	Intergenic	Intergenic	-8015	NM_019759	56429		NM_019759	ENSMUSG00000026574	Dpt	1810032B19Rik|5033416F05Rik|EQ-1|Eq1	dermatopontin	protein-coding	-1.126	-0.853
148171	chr19	47221681	47222681	+	98	NA	intron (NM_021360, intron 1 of 5)	intron (NM_021360, intron 1 of 5)	-6662	NM_001163480	18011		NM_021360	ENSMUSG00000006435	Neurl1a	2410129E16Rik|Neu1|Neur1|Neurl|Neurl1|Nlz|Rnf67	neuralized E3 ubiquitin protein ligase 1A	protein-coding	-1.359	-1.521
80056	chr2	4619174	4620174	+	98	NA	Intergenic	Intergenic	32461	NM_026045	67229		NM_026045	ENSMUSG00000039449	Prpf18	2810441A10Rik	pre-mRNA processing factor 18	protein-coding	-0.601	-1.019
228129	chr1	23845837	23846837	+	98	NA	3' UTR (NM_172124, exon 4 of 4)	3' UTR (NM_172124, exon 4 of 4)	63399	NM_001290683	98366		NM_028534	ENSMUSG00000026155	Smap1	1700056O10Rik|4921514B13Rik|4921525H11Rik	small ArfGAP 1	protein-coding	-1.276	-1.282
239829	chr16	18133407	18134407	+	98	NA	intron (NM_022982, intron 1 of 1)	intron (NM_022982, intron 1 of 1)	6265	NM_022982	65079		NM_022982	ENSMUSG00000043811	Rtn4r	NOGOR|NgR|NgR1	reticulon 4 receptor	protein-coding	-1.612	-1.771
112011	chr3	7366683	7367683	+	98	NA	intron (NM_008862, intron 1 of 2)	intron (NM_008862, intron 1 of 2)	579	NM_008862	18767		NM_008862	ENSMUSG00000027499	Pkia	PKIalpha	protein kinase inhibitor, alpha	protein-coding	-0.772	-0.773
236184	chr13	19024362	19025362	+	98	NA	intron (NM_001289546, intron 1 of 20)	intron (NM_001289546, intron 1 of 20)	76511	NM_001289546	218038		NM_175007	ENSMUSG00000021314	Amph	-	amphiphysin	protein-coding	-1.055	-1.156
369608	chr11	61025634	61026634	+	97	NA	intron (NM_001267593, intron 1 of 1)	intron (NM_001267593, intron 1 of 1)	3570	NM_001267593	16515		NM_010603	ENSMUSG00000042529	Kcnj12	IRK-2|IRK2|Kir2.2|MB-IRK2	potassium inwardly-rectifying channel, subfamily J, member 12	protein-coding	-1.566	-1.725
100836	chr17	80982260	80983260	+	97	NA	intron (NM_026516, intron 1 of 3)	intron (NM_026516, intron 1 of 3)	38128	NM_026516	68027		NM_026516	ENSMUSG00000024245	Tmem178	2810417M05Rik|Tmem178a	transmembrane protein 178	protein-coding	-1.797	-1.833
360707	chr2	181151229	181152229	+	97	NA	intron (NM_007906, intron 4 of 7)	intron (NM_007906, intron 4 of 7)	5286	NM_007906	13628		NM_007906	ENSMUSG00000016349	Eef1a2	EEF1AL|EF-1-alpha-2|Eef1a|S1|STN|wasted|wst	eukaryotic translation elongation factor 1 alpha 2	protein-coding	-1.413	-1.648
218804	chr11	6001456	6002456	+	97	NA	intron (NM_001174054, intron 3 of 20)	intron (NM_001174054, intron 3 of 20)	46198	NM_019661	56418		NM_019661	ENSMUSG00000002741	Ykt6	0610042I15Rik|1810013M05Rik	YKT6 v-SNARE homolog (S. cerevisiae)	protein-coding	-2.090	-2.299
83801	chr12	36381222	36382222	+	97	NA	promoter-TSS (NM_001289503)	promoter-TSS (NM_001289503)	272	NM_001364305	75847		NM_178629	ENSMUSG00000043153	Crppa	4930579E17Rik|Ispd	CDP-L-ribitol pyrophosphorylase A	protein-coding	-0.310	-0.146
392011	chr8	105468663	105469663	+	97	NA	intron (NM_026481, intron 1 of 3)	intron (NM_026481, intron 1 of 3)	2259	NM_026481	67971		NM_026481	ENSMUSG00000014846	Tppp3	2700055K07Rik|CGI-38|Ceacam9|mmCGM8	tubulin polymerization-promoting protein family member 3	protein-coding	-1.007	-1.038
169709	chr14	105731696	105732696	+	97	NA	Intergenic	Intergenic	-108426	NR_105814	102465207		NR_105814	ENSMUSG00000098780	Mir6390	Gm27562|mmu-mir-6390	microRNA 6390	ncRNA	-1.334	-1.303
84443	chr16	9903546	9904546	+	97	NA	intron (NM_008170, intron 3 of 13)	intron (NM_008170, intron 3 of 13)	91767	NM_008170	14811		NM_008170	ENSMUSG00000059003	Grin2a	GluN2A|GluRepsilon1|NMDAR2A|NR2A	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	protein-coding	-1.878	-2.028
137706	chr12	102659826	102660826	+	97	NA	intron (NM_172584, intron 2 of 9)	intron (NM_172584, intron 2 of 9)	24694	NR_035457	100316812		NR_035457	ENSMUSG00000089324	Mir1936	mir-1936|mmu-mir-1936	microRNA 1936	ncRNA	-1.167	-1.267
77087	chr13	43698725	43699725	+	97	NA	Intergenic	Intergenic	-17566	NR_046022	622552		NR_046022	ENSMUSG00000110016	Gm20751	-	predicted gene, 20751	ncRNA	-2.089	-2.274
232148	chr9	62534624	62535624	+	96	NA	intron (NM_175484, intron 1 of 11)	MIRb|SINE|MIR	1920	NM_175484	235431		NM_175484	ENSMUSG00000041729	Coro2b	CLIPINC|E130012P22Rik	coronin, actin binding protein, 2B	protein-coding	-1.883	-2.104
145135	chr2	6882899	6883899	+	96	NA	intron (NM_001110229, intron 2 of 14)	intron (NM_001110229, intron 2 of 14)	1597	NM_001160293	14007		NM_010160	ENSMUSG00000002107	Celf2	B230218O03|B230345P09Rik|CELF-2|CUG-BP2|Cugbp2|D230046B21Rik|Etr-3|Napor|Napor-2|mETR-3	CUGBP, Elav-like family member 2	protein-coding	-1.360	-1.425
167744	chr7	37337131	37338131	+	96	NA	Intergenic	Intergenic	-332168	NR_166497	67641		NR_166497	ENSMUSG00000093540	4930505M18Rik	-	RIKEN cDNA 4930505M18 gene	ncRNA	-1.236	-1.300
96759	chr16	24193217	24194217	+	96	NA	Intergenic	Intergenic	-103652	NR_168004	102633856		NR_168004	ENSMUSG00000115919	Gm31583	-	predicted gene, 31583	ncRNA	-1.824	-1.828
231643	chr6	140517501	140518501	+	96	NA	intron (NM_144920, intron 3 of 30)	intron (NM_144920, intron 3 of 30)	93902	NM_144920	109135		NM_144920	ENSMUSG00000030231	Plekha5	2810431N21Rik|AMH-Cre|Ayu21-9|Gt(pU21)9Imeg|Pepp2|Tg(AMH-cre)1Flor	pleckstrin homology domain containing, family A member 5	protein-coding	-0.385	-0.458
95644	chr9	45592264	45593264	+	96	NA	intron (NM_001081270, intron 3 of 32)	intron (NM_001081270, intron 3 of 32)	-161532	NR_040732	74602		NR_040732	ENSMUSG00000097074	4833428L15Rik	-	RIKEN cDNA 4833428L15 gene	ncRNA	-2.146	-2.071
175309	chr8	111714030	111715030	+	96	NA	intron (NM_009954, intron 4 of 6)	intron (NM_009954, intron 4 of 6)	17606	NM_001198839	12927		NM_009954	ENSMUSG00000031955	Bcar1	Cas|Crkas	breast cancer anti-estrogen resistance 1	protein-coding	-1.625	-1.798
86647	chr10	126956581	126957581	+	96	NA	promoter-TSS (NR_155763)	promoter-TSS (NR_155763)	-942	NR_155763	102632477		NR_155763	ENSMUSG00000112035	Gm30539	Gm49335	predicted gene, 30539	ncRNA	-0.557	-0.767
161560	chr7	16947131	16948131	+	96	NA	3' UTR (NM_001099636, exon 1 of 1)	3' UTR (NM_001099636, exon 1 of 1)	2949	NM_001099636	434128		NM_001099636	ENSMUSG00000070802	Pnma8b	EG434128|Pnmal2	PNMA family member 8B	protein-coding	-1.094	-1.119
322096	chr5	139550534	139551534	+	96	NA	Intergenic	Intergenic	7136	NM_013702	22255		NM_013702	ENSMUSG00000029546	Uncx	Chx4|Uncx4.1	UNC homeobox	protein-coding	-1.385	-1.555
99066	chr1	88275855	88276855	+	96	NA	intron (NM_172505, intron 2 of 4)	intron (NM_172505, intron 2 of 4)	1202	NM_172505	212427		NM_172505		A730008H23Rik	Fleg1	RIKEN cDNA A730008H23 gene	protein-coding	1.160	1.251
200792	chr4	9011123	9012123	+	96	NA	Intergenic	Intergenic	-257670	NM_001355183	74438		NM_028940	ENSMUSG00000041216	Clvs1	4933402J24Rik|Clvl1|Rlbp1l1	clavesin 1	protein-coding	-1.919	-2.052
183874	chr4	82515263	82516263	+	96	NA	intron (NR_137202, intron 1 of 1)	intron (NR_137202, intron 1 of 1)	7774	NR_137202	102635783		NR_137202	ENSMUSG00000087413	Gm11266	-	predicted gene 11266	ncRNA	-1.706	-1.691
200289	chr9	107341795	107342795	+	95	NA	5' UTR (NM_175486, exon 3 of 6)	5' UTR (NM_175486, exon 3 of 6)	1655	NM_175486	235599		NM_175486	ENSMUSG00000037977	6430571L13Rik	-	RIKEN cDNA 6430571L13 gene	protein-coding	-1.813	-2.064
69489	chr2	153509703	153510703	+	95	NA	intron (NM_001134300, intron 1 of 10)	intron (NM_001134300, intron 1 of 10)	19768	NM_001134300	329540		NM_001001986	ENSMUSG00000061411	Nol4l	4931410H15|8430427H17Rik|Gm1636	nucleolar protein 4-like	protein-coding	-0.932	-1.133
142891	chr8	23034575	23035575	+	95	NA	promoter-TSS (NM_001277284)	promoter-TSS (NM_001277284)	-24	NM_001277281	11733		NM_031158	ENSMUSG00000031543	Ank1	Ank-1|nb|pale	ankyrin 1, erythroid	protein-coding	-1.402	-1.554
290693	chr4	9641441	9642441	+	95	NA	intron (NM_001290367, intron 1 of 22)	B3A|SINE|B2	1776	NM_001177852	65973		NM_023066	ENSMUSG00000028207	Asph	2310005F16Rik|3110001L23Rik|BAH|cI-37	aspartate-beta-hydroxylase	protein-coding	-0.554	-0.709
195601	chr4	25797343	25798343	+	95	NA	intron (NM_010243, intron 1 of 2)	intron (NM_010243, intron 1 of 2)	2160	NM_010243	14348		NM_010243	ENSMUSG00000055373	Fut9	mFUT9|mFuc-TIX	fucosyltransferase 9	protein-coding	-1.527	-1.458
135608	chr14	52019327	52020327	+	95	NA	promoter-TSS (NM_001253694)	promoter-TSS (NM_001253694)	-114	NM_001253694	69890		NM_027248	ENSMUSG00000049295	Zfp219	2010302A17Rik|Znf219	zinc finger protein 219	protein-coding	-0.584	-0.819
122579	chr3	55774328	55775328	+	95	NA	intron (NM_030595, intron 41 of 57)	intron (NM_030595, intron 41 of 57)	-7682	NM_010750	17116		NM_010750	ENSMUSG00000056947	Mab21l1	-	mab-21-like 1	protein-coding	-1.236	-1.487
158151	chr15	12214665	12215665	+	95	NA	intron (NM_172958, intron 1 of 15)	intron (NM_172958, intron 1 of 15)	10137	NM_001356498	268783		NM_172958	ENSMUSG00000039458	Mtmr12	3Pap|4932703C11|C730015A02Rik|Pip3ap|mKIAA1682	myotubularin related protein 12	protein-coding	-0.480	-0.557
77552	chr4	134449983	134450983	+	95	NA	promoter-TSS (NR_045800)	promoter-TSS (NR_045800)	-312	NR_045800	69409		NR_045800	ENSMUSG00000087343	1700021N21Rik	-	RIKEN cDNA 1700021N21 gene	ncRNA	-1.560	-1.734
164441	chr9	94378493	94379493	+	95	NA	Intergenic	Intergenic	-94367	NR_168505	102634356		NR_168505		Gm31957	-	predicted gene, 31957	ncRNA	-1.895	-1.723
