PeakID (cmd=annotatePeaks.pl tss mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
NM_001372485	chr11	116530600	116531600	+	0	NA	promoter-TSS (NM_001172475)	promoter-TSS (NM_001172475)	0	NM_001372485	20698		NM_011451	ENSMUSG00000061878	Sphk1	1110006G24Rik|Sk1|Spk1	sphingosine kinase 1	protein-coding	-2.076	-2.079
NM_009205	chr17	85027847	85028847	+	0	NA	promoter-TSS (NM_009205)	promoter-TSS (NM_009205)	0	NM_009205	20532		NM_009205	ENSMUSG00000024131	Slc3a1	D2|D2H|NBAT|NTAA|RBAT	solute carrier family 3, member 1	protein-coding	-1.425	-1.471
NR_040756	chr9	93005233	93006233	-	0	NA	promoter-TSS (NR_040756)	promoter-TSS (NR_040756)	0	NR_040756	78349		NR_040756	ENSMUSG00000100294	1700034K08Rik	-	RIKEN cDNA 1700034K08 gene	ncRNA	-1.251	-0.916
NM_198614	chr10	79613518	79614518	-	0	NA	promoter-TSS (NM_198614)	promoter-TSS (NM_198614)	0	NM_198614	237397		NM_198614	ENSMUSG00000045912	C2cd4c	4932409I22Rik|Fam148c|Gm238	C2 calcium-dependent domain containing 4C	protein-coding	-0.446	-0.398
NM_001358398	chrX	162900768	162901768	+	0	NA	promoter-TSS (NR_033143)	promoter-TSS (NR_033143)	0	NM_001358398	55936		NM_018737	ENSMUSG00000031360	Ctps2	A830031M15Rik|Ctpsh	cytidine 5'-triphosphate synthase 2	protein-coding	-0.796	-0.860
NM_146965	chr2	89656939	89657939	-	0	NA	promoter-TSS (NM_146965)	promoter-TSS (NM_146965)	0	NM_146965	258967		NM_146965	ENSMUSG00000075078	Or4a77	MOR231-7|Olfr1250	olfactory receptor family 4 subfamily A member 77	protein-coding	-0.047	-0.101
NR_163795	chr18	23986752	23987752	-	0	NA	promoter-TSS (NM_001370933)	promoter-TSS (NM_001370933)	0	NR_163795	328918		NM_001080810		Zscan30	C230097I24Rik|Gm754|Zfp397os	zinc finger and SCAN domain containing 30	protein-coding	-1.382	-1.284
NM_198095	chr8	71536972	71537972	-	0	NA	promoter-TSS (NM_198095)	promoter-TSS (NM_198095)	0	NM_198095	69550		NM_198095	ENSMUSG00000046718	Bst2	2310015I10Rik|Bst-2|CD317|DAMP-1|GREG	bone marrow stromal cell antigen 2	protein-coding	-1.472	-1.509
NM_001289713	chr6	53978173	53979173	-	0	NA	promoter-TSS (NM_027749)	promoter-TSS (NM_027749)	0	NM_001289713	71287		NM_027749	ENSMUSG00000052955	Cpvl	4933436L16Rik|HVLP	carboxypeptidase, vitellogenic-like	protein-coding	-2.134	-2.032
NM_001160412	chr8	43180036	43181036	+	0	NA	promoter-TSS (NM_001160412)	promoter-TSS (NM_001160412)	0	NM_001160412	622117		NM_001160412	ENSMUSG00000091490	Triml2	EG622117|Tu4	tripartite motif family-like 2	protein-coding	-1.344	-1.244
NM_029011	chr19	42752275	42753275	-	0	NA	promoter-TSS (NM_029011)	promoter-TSS (NM_029011)	0	NM_029011	74580		NM_029011	ENSMUSG00000060224	Pyroxd2	3830409H07Rik|4833409A17Rik	pyridine nucleotide-disulphide oxidoreductase domain 2	protein-coding	-1.307	-1.584
NM_026814	chr11	120550632	120551632	-	0	NA	promoter-TSS (NM_026814)	promoter-TSS (NM_026814)	0	NM_026814	68701		NM_026814	ENSMUSG00000025129	Ppp1r27	1110033I14Rik|Dysfip1|toonin	protein phosphatase 1, regulatory subunit 27	protein-coding	-1.504	-1.428
NM_177627	chr14	56886103	56887103	+	0	NA	promoter-TSS (NM_177627)	promoter-TSS (NM_177627)	0	NM_177627	76007		NM_029498	ENSMUSG00000021945	Zmym2	5830413P05Rik|FIM|MYM|RAMP|SCLL|Zfp198|Znf198	zinc finger, MYM-type 2	protein-coding	-0.900	-0.804
NR_029745	chr1	195037047	195038047	+	0	NA	promoter-TSS (NR_029745)	promoter-TSS (NR_029745)	0	NR_029745	387224		NR_029745	ENSMUSG00000065548	Mir29c	Mirn29c|mir-29c|mmu-mir-29c	microRNA 29c	ncRNA	-0.726	-0.490
NR_024331	chr7	127512369	127513369	-	0	NA	promoter-TSS (NR_024331)	promoter-TSS (NR_024331)	0	NR_024331	629159		NR_024331	ENSMUSG00000101225	1700008J07Rik	-	RIKEN cDNA 1700008J07 gene	ncRNA	-2.440	-2.463
NM_001346785	chr15	93274679	93275679	-	0	NA	promoter-TSS (NM_001033275)	promoter-TSS (NM_001033275)	0	NM_001346785	223827		NM_001033275	ENSMUSG00000036197	Gxylt1	Glt8d3|Gm1228|Gm87	glucoside xylosyltransferase 1	protein-coding	-0.804	-0.902
NM_172947	chr11	102184756	102185756	-	0	NA	promoter-TSS (NM_172947)	promoter-TSS (NM_172947)	0	NM_172947	268490		NM_172947	ENSMUSG00000020922	Lsm12	1110032E16Rik|1110059P07|2600001B17Rik	LSM12 homolog	protein-coding	-1.971	-1.923
NM_001378863	chr5	122988007	122989007	-	0	NA	promoter-TSS (NR_045820)	promoter-TSS (NR_045820)	0	NM_001378863	30841		NM_013910	ENSMUSG00000029475	Kdm2b	Cxxc2|Fbl10|Fbxl10|Jhdm1b|PCCX2	lysine (K)-specific demethylase 2B	protein-coding	-2.489	-2.243
NM_001374125	chr14	41264170	41265170	+	0	NA	promoter-TSS (NM_001374124)	promoter-TSS (NM_001374124)	0	NM_001374125	100040545		NM_001374124	ENSMUSG00000091110	Gm2832	-	predicted gene 2832	protein-coding	0.631	0.568
NR_168968	chr16	13468361	13469361	+	0	NA	promoter-TSS (NR_168993)	promoter-TSS (NR_168993)	0	NR_168968	102635495		NR_153791		Gm32817	Gm45563	predicted gene, 32817	ncRNA	-0.948	-0.882
NM_001371019	chr2	53190754	53191754	-	0	NA	promoter-TSS (NM_018785)	promoter-TSS (NM_018785)	0	NM_001371019	56194		NM_018785	ENSMUSG00000061136	Prpf40a	2810012K09Rik|FBP-11|FBP11|Fnbp11|Fnbp3	pre-mRNA processing factor 40A	protein-coding	-0.444	-0.274
NM_026812	chr7	80342637	80343637	+	0	NA	promoter-TSS (NM_026812)	promoter-TSS (NM_026812)	0	NM_026812	68695		NM_026812	ENSMUSG00000030532	Hddc3	1110033O09Rik|MESH1	HD domain containing 3	protein-coding	-1.588	-1.486
NM_007970	chr11	101225963	101226963	-	0	NA	promoter-TSS (NM_007970)	promoter-TSS (NM_007970)	0	NM_007970	14055		NM_007970	ENSMUSG00000006920	Ezh1	ENX-2	enhancer of zeste 1 polycomb repressive complex 2 subunit	protein-coding	-1.723	-1.689
NM_011268	chr11	109297681	109298681	-	0	NA	promoter-TSS (NM_011268)	promoter-TSS (NM_011268)	0	NM_011268	19739		NM_011268	ENSMUSG00000020599	Rgs9	RGS9-1|Rgs9-2	regulator of G-protein signaling 9	protein-coding	-1.191	-1.099
NM_019966	chr8	119394394	119395394	+	0	NA	promoter-TSS (NM_001364328)	promoter-TSS (NM_001364328)	0	NM_019966	56690		NM_019966	ENSMUSG00000074064	Mlycd	Mcd	malonyl-CoA decarboxylase	protein-coding	-1.235	-1.154
NM_145993	chr15	81663389	81664389	+	0	NA	promoter-TSS (NR_110362)	promoter-TSS (NR_110362)	0	NM_145993	214669		NM_145993	ENSMUSG00000022394	L3mbtl2	4732493N06Rik|M4mbt	L3MBTL2 polycomb repressive complex 1 subunit	protein-coding	-2.222	-2.199
NM_001320554	chr19	7267779	7268779	+	0	NA	promoter-TSS (NM_001320554)	promoter-TSS (NM_001320554)	0	NM_001320554	104383		NM_054048	ENSMUSG00000024968	Rcor2	1A13|CoREST|Rcor|Rcor1	REST corepressor 2	protein-coding	-2.062	-2.103
NM_001081043	chr9	110407710	110408710	-	0	NA	promoter-TSS (NM_001081043)	promoter-TSS (NM_001081043)	0	NM_001081043	104831		NM_001081043	ENSMUSG00000036057	Ptpn23	PTP-TD14	protein tyrosine phosphatase, non-receptor type 23	protein-coding	-0.853	-0.868
NR_166627	chr18	54989795	54990795	+	0	NA	promoter-TSS (NM_175751)	promoter-TSS (NM_175751)	0	NR_166627	100043089		NR_166627	ENSMUSG00000096948	Gm4221	-	predicted gene 4221	ncRNA	-2.377	-2.070
NM_008147	chr10	51480112	51481112	+	0	NA	promoter-TSS (NM_001291892)	promoter-TSS (NM_001291892)	0	NM_008147	14727		NM_008147	ENSMUSG00000112023	Lilrb4b	Gp49a|Lilr4b|gp49	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	protein-coding	0.221	0.252
NR_151712	chr1	165193938	165194938	-	0	NA	promoter-TSS (NM_145512)	promoter-TSS (NM_145512)	0	NR_151712	108735		NM_145512	ENSMUSG00000040848	Sft2d2	2010005O13Rik|cI-45	SFT2 domain containing 2	protein-coding	-0.714	-0.534
NM_027134	chr9	65435282	65436282	+	0	NA	promoter-TSS (NM_027134)	promoter-TSS (NM_027134)	0	NM_027134	69606		NM_027134	ENSMUSG00000059183	Mtfmt	2310020P08Rik	mitochondrial methionyl-tRNA formyltransferase	protein-coding	-1.418	-1.364
NM_175044	chrX	12080053	12081053	-	0	NA	promoter-TSS (NM_175044)	promoter-TSS (NM_175044)	0	NM_175044	71458		NM_029510	ENSMUSG00000040363	Bcor	2900008C10Rik|5830466J11Rik|8430401K06Rik|BcorR|D930024N20Rik|mKIAA1575	BCL6 interacting corepressor	protein-coding	-2.819	-2.874
NM_029716	chr2	73625240	73626240	-	0	NA	promoter-TSS (NM_029716)	promoter-TSS (NM_029716)	0	NM_029716	108699		NM_029716	ENSMUSG00000056486	Chn1	0610007I19Rik|0710001E19Rik|1700112L09Rik|2900046J01Rik|ARHGAP2	chimerin 1	protein-coding	-0.298	-0.312
NM_025487	chr15	101447245	101448245	+	0	NA	promoter-TSS (NM_025487)	promoter-TSS (NM_025487)	0	NM_025487	66322		NM_025487	ENSMUSG00000063971	Krt88	1700011A15Rik	keratin 88	protein-coding	-0.918	-1.302
NM_008999	chr1	33719396	33720396	+	0	NA	promoter-TSS (NM_001159729)	promoter-TSS (NM_001159729)	0	NM_008999	19335		NM_008999	ENSMUSG00000004768	Rab23	opb|opb2|rab-15	RAB23, member RAS oncogene family	protein-coding	0.048	-0.041
NM_008387	chr7	142679226	142680226	-	0	NA	promoter-TSS (NM_008387)	promoter-TSS (NM_008387)	0	NM_008387	16334		NM_008387	ENSMUSG00000000215	Ins2	Ins-2|InsII|Mody|Mody4	insulin II	protein-coding	-1.360	-1.354
NR_040381	chr3	82903977	82904977	+	0	NA	promoter-TSS (NM_023624)	promoter-TSS (NM_023624)	0	NR_040381	78212		NR_040381	ENSMUSG00000086273	Rbm46os	4930444E23Rik|4930564K09Rik|Lratos	RNA binding motif protein 46, opposite strand	ncRNA	-0.332	-0.235
NR_132106	chr16	84712523	84713523	+	0	NA	promoter-TSS (NR_132106)	promoter-TSS (NR_132106)	0	NR_132106	100653389		NR_132106	ENSMUSG00000097418	Mir155hg	Bic|Gm26667	Mir155 host gene (non-protein coding)	ncRNA	-0.313	-0.471
NM_027132	chr11	115334234	115335234	+	0	NA	promoter-TSS (NM_001347647)	promoter-TSS (NM_001347647)	0	NM_027132	69602		NM_027132	ENSMUSG00000018862	Otop3	2310011E08Rik	otopetrin 3	protein-coding	-1.948	-1.802
NM_001359697	chr10	106632028	106633028	+	0	NA	promoter-TSS (NM_001359682)	promoter-TSS (NM_001359682)	0	NM_001359697	327814		NM_177373	ENSMUSG00000053825	Ppfia2	5330438O12|B230207K17Rik|E130120L08Rik|mKIAA4112	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	protein-coding	-1.444	-1.309
NM_001289731	chrX	60178589	60179589	-	0	NA	promoter-TSS (NM_001289731)	promoter-TSS (NM_001289731)	0	NM_001289731	109904		NM_133197	ENSMUSG00000031139	Mcf2	B230117G22Rik|Dbl|Mcf-2	mcf.2 transforming sequence	protein-coding	-0.907	-1.094
NM_007538	chr6	29380013	29381013	-	0	NA	promoter-TSS (NM_007538)	promoter-TSS (NM_007538)	0	NM_007538	12057		NM_007538	ENSMUSG00000058831	Opn1sw	Bcp	opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)	protein-coding	-0.753	-0.679
NM_021358	chr4	139074289	139075289	-	0	NA	promoter-TSS (NM_021358)	promoter-TSS (NM_021358)	0	NM_021358	15565		NM_021358	ENSMUSG00000028747	Htr6	5-HT6	5-hydroxytryptamine (serotonin) receptor 6	protein-coding	-1.866	-1.927
NR_045740	chr15	3995539	3996539	+	0	NA	promoter-TSS (NM_145930)	promoter-TSS (NM_145930)	0	NR_045740	328489		NR_045740	ENSMUSG00000097662	Gm2093	100039196|A630020A06	predicted gene 2093	ncRNA	-1.240	-1.045
NM_001009978	chr2	79907899	79908899	-	0	NA	promoter-TSS (NM_001009978)	promoter-TSS (NM_001009978)	0	NM_001009978	18573		NM_016744	ENSMUSG00000059173	Pde1a	-	phosphodiesterase 1A, calmodulin-dependent	protein-coding	-0.249	-0.300
NM_133738	chr5	98030517	98031517	-	0	NA	promoter-TSS (NM_133738)	promoter-TSS (NM_133738)	0	NM_133738	71914		NM_133738	ENSMUSG00000029338	Antxr2	2310046B19Rik|CMG-2|CMG2|cI-35	anthrax toxin receptor 2	protein-coding	-0.913	-0.819
NM_027917	chr11	53456705	53457705	+	0	NA	promoter-TSS (NM_001290789)	promoter-TSS (NM_001290789)	0	NM_027917	71774		NM_027917	ENSMUSG00000018387	Shroom1	Apx|Shrm1	shroom family member 1	protein-coding	-1.372	-1.403
NR_168641	chr9	114461230	114462230	-	0	NA	promoter-TSS (NR_168641)	promoter-TSS (NR_168641)	0	NR_168641	102632089		NR_168641		Gm30254	-	predicted gene, 30254	ncRNA	0.021	0.020
NM_025301	chr7	105810587	105811587	-	0	NA	promoter-TSS (NM_025301)	promoter-TSS (NM_025301)	0	NM_025301	27397		NM_025301	ENSMUSG00000030879	Mrpl17	MRP-L26|Rpml26	mitochondrial ribosomal protein L17	protein-coding	-0.080	0.130
NM_008401	chr7	128062140	128063140	+	0	NA	promoter-TSS (NM_001082960)	promoter-TSS (NM_001082960)	0	NM_008401	16409		NM_008401	ENSMUSG00000030786	Itgam	CD11b/CD18|CR3|CR3A|Cd11b|F730045J24Rik|Ly-40|MAC1|Mac-1|Mac-1a	integrin alpha M	protein-coding	-0.661	-0.620
NR_040407	chr9	22070502	22071502	+	0	NA	promoter-TSS (NR_040406)	promoter-TSS (NR_040406)	0	NR_040407	100503652		NR_040406	ENSMUSG00000096981	Gm16845	-	predicted gene, 16845	ncRNA	-1.735	-1.490
NM_172543	chr11	95336518	95337518	+	0	NA	promoter-TSS (NM_172543)	promoter-TSS (NM_172543)	0	NM_172543	215512		NM_172543	ENSMUSG00000038893	Fam117a	5730593F17Rik	family with sequence similarity 117, member A	protein-coding	-0.714	-0.675
NM_027951	chr17	25471090	25472090	+	0	NA	promoter-TSS (NM_027951)	promoter-TSS (NM_027951)	0	NM_027951	71840		NM_027951	ENSMUSG00000024175	Tekt4	1700010L19Rik	tektin 4	protein-coding	-1.631	-1.757
NR_126443	chr13	23312907	23313907	-	0	NA	promoter-TSS (NR_131052)	promoter-TSS (NR_131052)	0	NR_126443	75322		NR_126443	ENSMUSG00000085488	4930557F10Rik	-	RIKEN cDNA 4930557F10 gene	ncRNA	-0.193	-0.101
NM_027612	chr4	103290363	103291363	-	0	NA	promoter-TSS (NM_001163494)	promoter-TSS (NM_001163494)	0	NM_027612	70941		NM_027612	ENSMUSG00000028520	4921539E11Rik	-	RIKEN cDNA 4921539E11 gene	protein-coding	-0.699	-0.844
NM_001379489	chr14	47648811	47649811	+	0	NA	promoter-TSS (NM_001347519)	promoter-TSS (NM_001347519)	0	NM_001379489	16709		NM_008477	ENSMUSG00000021843	Ktn1	-	kinectin 1	protein-coding	-0.836	-0.745
NM_011028	chr16	17561385	17562385	+	0	NA	promoter-TSS (NM_011028)	promoter-TSS (NM_011028)	0	NM_011028	18440		NM_011028	ENSMUSG00000022758	P2rx6	P2rxl1|P2x6|P2xm	purinergic receptor P2X, ligand-gated ion channel, 6	protein-coding	-1.801	-1.804
NM_001284508	chr9	121495194	121496194	-	0	NA	promoter-TSS (NM_001284508)	promoter-TSS (NM_001284508)	0	NM_001284508	12424		NM_031161	ENSMUSG00000032532	Cck	-	cholecystokinin	protein-coding	-1.384	-1.594
NM_001373908-HOMER6	chrY	34029904	34030904	-	0	NA	promoter-TSS (NM_001373925).3	promoter-TSS (NM_001373925).3	0	NM_001373908	115489286		NM_001373908		Gm21751	-	predicted gene, 21751	protein-coding		
NM_001348248	chr17	88064432	88065432	-	0	NA	promoter-TSS (NM_001348248)	promoter-TSS (NM_001348248)	0	NM_001348248	225055		NM_001081034	ENSMUSG00000005371	Fbxo11	Jf	F-box protein 11	protein-coding	-1.602	-1.369
NR_169308-HOMER2	chr2	53696370	53697370	-	0	NA	promoter-TSS (NR_169308).2	promoter-TSS (NR_169308).2	0	NR_169308	102635781		NM_001378665		Idi1-ps1	Gm13502|Gm38481	isopentenyl-diphosphate delta isomerase, pseudogene 1	pseudo	-0.444	-0.547
NM_147107	chr9	39941762	39942762	+	0	NA	promoter-TSS (NM_147107)	promoter-TSS (NM_147107)	0	NM_147107	259111		NM_147107	ENSMUSG00000051493	Or8d6	MOR171-1|Olfr974	olfactory receptor family 8 subfamily D member 6	protein-coding	0.202	0.322
NM_001310085	chr2	174297359	174298359	+	0	NA	promoter-TSS (NM_201618)	promoter-TSS (NM_201618)	0	NM_001310085	14683		NM_010309	ENSMUSG00000027523	Gnas	5530400H20Rik|A930027G11Rik|C130027O20Rik|GPSA|GSP|Galphas|Gnas1|Gnasxl|Gs-alpha|Gsa|Nesp|Nesp55|Nespl|Oed-Sml|Oedsml|P1|P2|P3|PHP1A|PHP1B|POH|SCG6	GNAS complex locus	protein-coding	-0.588	-0.781
NR_027844	chr3	96634930	96635930	+	0	NA	promoter-TSS (NR_027845)	promoter-TSS (NR_027845)	0	NR_027844	18632		NM_011069	ENSMUSG00000028102	Pex11b	PEX11beta|Pex11pbeta	peroxisomal biogenesis factor 11 beta	protein-coding	-1.465	-1.474
NM_001113353	chr17	5940780	5941780	+	0	NA	promoter-TSS (NM_001113353)	promoter-TSS (NM_001113353)	0	NM_001113353	20975		NM_011523	ENSMUSG00000023805	Synj2	SJ2|mKIAA0348	synaptojanin 2	protein-coding	-2.447	-2.188
NM_001081145	chr6	59208370	59209370	+	0	NA	promoter-TSS (NM_001081145)	promoter-TSS (NM_001081145)	0	NM_001081145	68140		NM_001081145	ENSMUSG00000049232	Tigd2	3632410O17Rik	tigger transposable element derived 2	protein-coding	-0.514	-0.198
NM_177913-HOMER3	chr5_GL456354_random	4685	5685	+	0	NA	promoter-TSS (NM_177913).3	promoter-TSS (NM_177913).3	0	NM_177913	331195		NM_177913	ENSMUSG00000121888	Pramel39-ps	A430089I19Rik|Gm16522|Pramel39	PRAME like 39, pseudogene	pseudo		
NM_001378786	chr2	26910142	26911142	-	0	NA	promoter-TSS (NM_013721)	promoter-TSS (NM_013721)	0	NM_001378786	20933		NM_011513	ENSMUSG00000015776	Med22	Surf-5|Surf5	mediator complex subunit 22	protein-coding	-1.232	-1.148
NM_027614	chr12	65225017	65226017	+	0	NA	promoter-TSS (NM_027614)	promoter-TSS (NM_027614)	0	NM_027614	70948		NM_027614	ENSMUSG00000035560	Wdr20rt	4921538B03Rik|4930427E19Rik|Wdr20|Wdr20b	WD repeat domain 20, retrogene	protein-coding	0.150	0.338
NM_001289538	chr7	126474630	126475630	-	0	NA	promoter-TSS (NM_001081459)	promoter-TSS (NM_001081459)	0	NM_001289538	20399		NM_011363	ENSMUSG00000030733	Sh2b1	C530001K22Rik|Irip|Psm|SH2-B|SH2-Bb|Sh2bpsm1|mKIAA1299	SH2B adaptor protein 1	protein-coding	-1.809	-1.838
NM_001102678-HOMER6	chrX	28607402	28608402	-	0	NA	promoter-TSS (NM_001109970)	promoter-TSS (NM_001109970)	0	NM_001102678	100039377		NM_001102678	ENSMUSG00000095887	Gm10096	Xmr-like	predicted gene 10096	protein-coding		
NM_013478	chr5	137981021	137982021	+	0	NA	promoter-TSS (NM_013478)	promoter-TSS (NM_013478)	0	NM_013478	12007		NM_013478	ENSMUSG00000037053	Azgp1	Zag	alpha-2-glycoprotein 1, zinc	protein-coding	-0.359	-0.219
NM_001159885	chr1	75236202	75237202	+	0	NA	promoter-TSS (NM_001159885)	promoter-TSS (NM_001159885)	0	NM_001159885	56812		NM_020266	ENSMUSG00000026203	Dnajb2	2700059H22Rik|Dnajb10|Hsj1|mDj8	DnaJ heat shock protein family (Hsp40) member B2	protein-coding	-1.478	-1.471
NM_001363324	chr5	135064459	135065459	-	0	NA	promoter-TSS (NM_025375)	promoter-TSS (NM_025375)	0	NM_001363324	66138		NM_025375	ENSMUSG00000005378	Bud23	1110003N24Rik|Wbscr22	BUD23, rRNA methyltransferase and ribosome maturation factor	protein-coding	-0.990	-1.052
NM_001038999	chr5	67846931	67847931	-	0	NA	promoter-TSS (NM_001284345)	promoter-TSS (NM_001284345)	0	NM_001038999	11980		NM_009727	ENSMUSG00000037685	Atp8a1	APLT|Atp3a2|B230107D19Rik|ClassI	ATPase phospholipid transporting 8A1	protein-coding	-1.370	-1.048
NM_001379517	chr10	115569517	115570517	+	0	NA	promoter-TSS (NM_029982)	promoter-TSS (NM_029982)	0	NM_001379517	77798		NM_029982	ENSMUSG00000092210	A930009A15Rik	-	RIKEN cDNA A930009A15 gene	protein-coding	-0.883	-0.845
NM_001374023	chr12	33146468	33147468	+	0	NA	promoter-TSS (NM_028139)	promoter-TSS (NM_028139)	0	NM_001374023	380753		NM_028139	ENSMUSG00000020564	Atxn7l1	2810423G08Rik|Atxn7l4	ataxin 7-like 1	protein-coding	-1.277	-1.037
NM_027513	chr6	35177116	35178116	+	0	NA	promoter-TSS (NM_027513)	promoter-TSS (NM_027513)	0	NM_027513	70699		NM_027513	ENSMUSG00000038759	Nup205	3830404O05Rik|mKIAA0225	nucleoporin 205	protein-coding	-0.311	-0.593
NM_019940	chr7	24207649	24208649	-	0	NA	promoter-TSS (NM_019940)	promoter-TSS (NM_019940)	0	NM_019940	56707		NM_019940	ENSMUSG00000087598	Zfp111	-	zinc finger protein 111	protein-coding	-0.161	-0.080
NR_045473	chr8	22398221	22399221	+	0	NA	promoter-TSS (NR_045473)	promoter-TSS (NR_045473)	0	NR_045473	69108		NR_045473	ENSMUSG00000099825	1810012K16Rik	-	RIKEN cDNA 1810012K16 gene	ncRNA	-0.408	-0.286
NR_131107	chr14	24004491	24005491	+	0	NA	promoter-TSS (NM_001253365)	promoter-TSS (NM_001253365)	0	NR_131107	78019		NR_131107	ENSMUSG00000114953	4930519K11Rik	-	RIKEN cDNA 4930519K11 gene	ncRNA	-0.444	-1.220
NM_001242954	chrX	11305155	11306155	+	0	NA	promoter-TSS (NM_001242954)	promoter-TSS (NM_001242954)	0	NM_001242954	100042946		NM_001242954	ENSMUSG00000095445	H2al1i	Gm14475	H2A histone family member L1I	protein-coding		
NR_106056	chr9	108080998	108081998	+	0	NA	promoter-TSS (NR_106056)	promoter-TSS (NR_106056)	0	NR_106056	102466914		NR_106056	ENSMUSG00000098787	Mir7088	Gm27577|mmu-mir-7088	microRNA 7088	ncRNA	-2.798	-2.601
NR_045061	chr13	52096241	52097241	+	0	NA	promoter-TSS (NR_045061)	promoter-TSS (NR_045061)	0	NR_045061	74050		NR_045061	ENSMUSG00000113211	4921525O09Rik	-	RIKEN cDNA 4921525O09 gene	ncRNA	-1.069	-1.077
NM_001166666	chr2	181319224	181320224	+	0	NA	promoter-TSS (NM_001363071)	promoter-TSS (NM_001363071)	0	NM_001166666	269400		NM_001001882	ENSMUSG00000038685	Rtel1	Rtel	regulator of telomere elongation helicase 1	protein-coding	-1.676	-1.614
NM_018753	chr2	163994697	163995697	+	0	NA	promoter-TSS (NM_018753)	promoter-TSS (NM_018753)	0	NM_018753	54401		NM_018753	ENSMUSG00000018326	Ywhab	1300003C17Rik|14-3-3b	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide	protein-coding	-0.973	-0.951
NM_028561	chr5	27500892	27501892	-	0	NA	promoter-TSS (NM_028561)	promoter-TSS (NM_028561)	0	NM_028561	73526		NM_028561	ENSMUSG00000048703	Speer4b	1700081O22Rik|SPEER-4B	spermatogenesis associated glutamate (E)-rich protein 4B	protein-coding	-1.918	-1.883
NR_110957	chr2	26408719	26409719	-	0	NA	promoter-TSS (NM_001290437)	promoter-TSS (NM_001290437)	0	NR_110957	64436		NM_033134	ENSMUSG00000026925	Inpp5e	1200002L24Rik|72kDa|mKIAA0123	inositol polyphosphate-5-phosphatase E	protein-coding	-1.634	-1.607
NM_001256072	chr15	85502727	85503727	-	0	NA	promoter-TSS (NM_001256072)	promoter-TSS (NM_001256072)	0	NM_001256072	328577		NM_001256072	ENSMUSG00000096607	7530416G11Rik	-	RIKEN cDNA 7530416G11 gene	protein-coding	-1.594	-1.879
NM_001082531	chr4	138831376	138832376	+	0	NA	promoter-TSS (NR_002926)	promoter-TSS (NR_002926)	0	NM_001082531	18780		NM_011108	ENSMUSG00000058908	Pla2g2a	EF|Mom1|Pla2|sPLA2|sPla2-IIA	phospholipase A2, group IIA (platelets, synovial fluid)	protein-coding	-1.693	-1.951
NM_010780	chr14	55944175	55945175	-	0	NA	promoter-TSS (NM_010780)	promoter-TSS (NM_010780)	0	NM_010780	17228		NM_010780	ENSMUSG00000022225	Cma1	MMCP-5|Mcp-5|Mcp5|Mcpt5	chymase 1, mast cell	protein-coding	-0.730	-0.993
NM_172644	chr1	161070160	161071160	-	0	NA	promoter-TSS (NR_131028)	promoter-TSS (NR_131028)	0	NM_172644	226539		NM_172644	ENSMUSG00000026709	Dars2	5830468K18Rik|aspRS	aspartyl-tRNA synthetase 2 (mitochondrial)	protein-coding	-0.728	-0.566
NM_145597	chr8	70171908	70172908	+	0	NA	promoter-TSS (NM_001293797)	promoter-TSS (NM_001293797)	0	NM_145597	234371		NM_145597	ENSMUSG00000002342	Tmem161a	-	transmembrane protein 161A	protein-coding	-1.716	-1.831
NM_001372549	chr9	123112694	123113694	-	0	NA	promoter-TSS (NM_001372550)	promoter-TSS (NM_001372550)	0	NM_001372549	69035		NM_026917	ENSMUSG00000025786	Zdhhc3	1110020O22Rik|1810006O10Rik|2210017C02Rik|DHHC-3|GODZ|Gramp1|Zfp373	zinc finger, DHHC domain containing 3	protein-coding	-0.602	-0.427
NM_029057	chr10	121310896	121311896	-	0	NA	promoter-TSS (NM_029057)	promoter-TSS (NM_029057)	0	NM_029057	74694		NM_029057	ENSMUSG00000052302	Tbc1d30	4930505D03Rik|9530013E20Rik	TBC1 domain family, member 30	protein-coding	-0.186	-0.291
NM_177922	chr15	75993269	75994269	+	0	NA	promoter-TSS (NM_177922)	promoter-TSS (NM_177922)	0	NM_177922	332110		NM_177922	ENSMUSG00000063704	Mapk15	ERK-8	mitogen-activated protein kinase 15	protein-coding	-1.186	-1.364
