Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	Region_size	direction	direction_label	plot_label
chr18-68575000	chr18	68575000	68600000	Mir6356	Intergenic	-0.0393333333333335	0.131882603501546	0.206529148254346	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir6356
chr5-99200000	chr5	99200000	99225000	Rasgef1b	Intergenic	0.171	0.00343526468481239	0.0136882892829054	25000	B_to_A_in_Mutant	More Active (B->A)	Rasgef1b
chr5-115900000	chr5	115900000	115925000	Cit	intron (NM_007708, intron 9 of 46)	-0.0110000000000001	0.696058741419836	0.765672898479371	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cit
chrX-63100000	chrX	63100000	63125000	Tslrn1	Intergenic	2.605	0.0034726396125576	0.0137940091953258	25000	B_to_A_in_Mutant	More Active (B->A)	Tslrn1
chr1-151975000	chr1	151975000	152000000	1700025G04Rik	intron (NM_197990, intron 2 of 5)	-0.0370000000000002	0.147106649771715	0.225107487966697	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700025G04Rik
chr11-29200000	chr11	29200000	29225000	Cfap36	intron (NM_001363359, intron 13 of 14)	-0.01	0.696302434572468	0.765841545868263	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cfap36
chr5-66200000	chr5	66200000	66225000	1700126H18Rik	Intergenic	0.123333333333333	0.00210392701366349	0.00982032198564877	25000	B_to_A_in_Mutant	More Active (B->A)	1700126H18Rik
chr5-149275000	chr5	149275000	149300000	Alox5ap	intron (NM_009663, intron 4 of 4)	-0.00700000000000005	0.814147509309003	0.861158762720155	25000	A_to_B_in_Mutant	More Inactive (A->B)	Alox5ap
chr9-3550000	chr9	3550000	3575000	Gucy1a2	intron (NM_001033322, intron 1 of 7)	-0.0450000000000001	0.126627428837184	0.200055676857155	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gucy1a2
chr17-19875000	chr17	19875000	19900000	Vmn2r103	Intergenic	0.00633333333333352	0.877866228923045	0.910671688942276	25000	B_to_A_in_Mutant	More Active (B->A)	Vmn2r103
chr4-111175000	chr4	111175000	111200000	Bend5	intron (NM_030231, intron 5 of 12)	-0.0199999999999997	0.346036984158301	0.444430160879512	25000	A_to_B_in_Mutant	More Inactive (A->B)	Bend5
chr2-51400000	chr2	51400000	51425000	1700057H21Rik	Intergenic	0.448	1.28052280329445e-06	0.000445613529344481	25000	B_to_A_in_Mutant	More Active (B->A)	1700057H21Rik
chr15-100250000	chr15	100250000	100275000	Tmprss12	Intergenic	-0.00400000000000033	0.938029652288448	0.955058096577571	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmprss12
chr14-118750000	chr14	118750000	118775000	Cldn10	Intergenic	0.225333333333333	0.000190830619088723	0.00234324606586375	25000	B_to_A_in_Mutant	More Active (B->A)	Cldn10
chr3-154900000	chr3	154900000	154925000	Tnni3k	intron (NM_177066, intron 17 of 24)	0.731	7.82439408474295e-07	0.000417997700577664	25000	B_to_A_in_Mutant	More Active (B->A)	Tnni3k
chr16-77400000	chr16	77400000	77425000	Mir99ahg	intron (NR_015543, intron 2 of 4)	-0.129333333333333	0.00476332262977797	0.017183584570417	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir99ahg
chr9-91950000	chr9	91950000	91975000	Plscr5	Intergenic	-0.168333333333333	0.00300229778484123	0.0124591130863076	25000	A_to_B_in_Mutant	More Inactive (A->B)	Plscr5
chr14-74300000	chr14	74300000	74325000	4933402J15Rik	Intergenic	-0.0296666666666663	0.36392891940551	0.462467797755879	25000	A_to_B_in_Mutant	More Inactive (A->B)	4933402J15Rik
chrX-113150000	chrX	113150000	113175000	Chm	intron (NM_001370788, intron 1 of 14)	-1.10366666666667	0.14117270324886	0.217853264491783	25000	A_to_B_in_Mutant	More Inactive (A->B)	Chm
chr11-70700000	chr11	70700000	70725000	Mir6925	intron (NM_153103, intron 16 of 22)	-0.0126666666666669	0.532286419639884	0.623136488960982	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir6925
chr12-109675000	chr12	109675000	109700000	Mir882	Intergenic	0.0766666666666665	0.0111185758513942	0.0315549210659847	25000	B_to_A_in_Mutant	More Active (B->A)	Mir882
chr11-95625000	chr11	95625000	95650000	Phb1	Intergenic	0.123333333333333	0.00254331885853654	0.0111318368978749	25000	B_to_A_in_Mutant	More Active (B->A)	Phb1
chr3-26725000	chr3	26725000	26750000	Spata16	intron (NM_029150, intron 3 of 10)	-0.0206666666666665	0.566626696083762	0.653919747640236	25000	A_to_B_in_Mutant	More Inactive (A->B)	Spata16
chr3-59850000	chr3	59850000	59875000	Aadacl2fm3	intron (NM_001243003, intron 1 of 4)	-0.107666666666667	0.0164035407326239	0.0420124335261733	25000	A_to_B_in_Mutant	More Inactive (A->B)	Aadacl2fm3
chrX-164850000	chrX	164850000	164875000	Mospd2	Intergenic	-1.34566666666667	0.0170270204236648	0.0431559995204251	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mospd2
chr1-166325000	chr1	166325000	166350000	Tada1	Intergenic	0.0416666666666665	0.152775979938015	0.231953784215026	25000	B_to_A_in_Mutant	More Active (B->A)	Tada1
chr2-139700000	chr2	139700000	139725000	Ism1	intron (NM_001276489, intron 1 of 5)	0.00100000000000006	0.976887574496559	0.983376754725709	25000	B_to_A_in_Mutant	More Active (B->A)	Ism1
chr19-17025000	chr19	17025000	17050000	Prune2	intron (NM_181348, intron 6 of 19)	0.173333333333333	0.00667316033483341	0.0218121326782346	25000	B_to_A_in_Mutant	More Active (B->A)	Prune2
chr10-63200000	chr10	63200000	63225000	Mypn	Intergenic	0.0766666666666666	0.0275513846195824	0.0618112918907779	25000	B_to_A_in_Mutant	More Active (B->A)	Mypn
chr4-66075000	chr4	66075000	66100000	Astn2	intron (NM_019514, intron 3 of 21)	-0.136	0.0644258830808433	0.118122637850568	25000	A_to_B_in_Mutant	More Inactive (A->B)	Astn2
chr8-58600000	chr8	58600000	58625000	Gm15881	intron (NM_175032, intron 1 of 11)	-0.0879999999999999	0.0070170434648845	0.0226423360557913	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15881
chr9-70500000	chr9	70500000	70525000	Rnf111	Intergenic	-0.0783333333333335	0.0108532673931623	0.0309800870675215	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rnf111
chr4-60175000	chr4	60175000	60200000	Mup8	Intergenic	0.017	0.524104208192266	0.615762493712419	25000	B_to_A_in_Mutant	More Active (B->A)	Mup8
chr7-117075000	chr7	117075000	117100000	Xylt1	Intergenic	0.432333333333333	0.00146570880046099	0.00775582492903244	25000	B_to_A_in_Mutant	More Active (B->A)	Xylt1
chr8-98225000	chr8	98225000	98250000	Gm15679	Intergenic	-0.0539999999999999	0.16650810465059	0.248312827062999	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15679
chr8-125525000	chr8	125525000	125550000	Sipa1l2	intron (NM_001357372, intron 1 of 21)	-0.0326666666666668	0.355566666632534	0.454082877182002	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sipa1l2
chr10-55250000	chr10	55250000	55275000	Msl3l2	Intergenic	-0.0296666666666664	0.295505181420177	0.392032941504942	25000	A_to_B_in_Mutant	More Inactive (A->B)	Msl3l2
chr5-46475000	chr5	46475000	46500000	Gm7931	Intergenic	-0.00699999999999973	0.72548346881616	0.789905462443944	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm7931
chr13-14550000	chr13	14550000	14575000	Hecw1	Intergenic	-0.037	0.0654834430709145	0.119606860728191	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hecw1
chr10-110750000	chr10	110750000	110775000	E2f7	intron (NM_178609, intron 4 of 12)	0.0513333333333333	0.171094316725109	0.25364564079131	25000	B_to_A_in_Mutant	More Active (B->A)	E2f7
chr4-71675000	chr4	71675000	71700000	Tle1	Intergenic	0.102	0.0521057199677485	0.100388099872454	25000	B_to_A_in_Mutant	More Active (B->A)	Tle1
chr9-55875000	chr9	55875000	55900000	Scaper	intron (NM_001081341, intron 8 of 32)	-0.134333333333333	0.00587549329650155	0.0199248119520629	25000	A_to_B_in_Mutant	More Inactive (A->B)	Scaper
chr13-119700000	chr13	119700000	119725000	Hmgcs1	exon (NM_175538, exon 4 of 4)	-0.199	0.00104805983464776	0.00625566462709839	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hmgcs1
chr6-141125000	chr6	141125000	141150000	Pde3a	Intergenic	-0.0499999999999998	0.295553241330055	0.392084244502062	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pde3a
chr5-140975000	chr5	140975000	141000000	Card11	intron (NM_175362, intron 1 of 24)	0.0303333333333333	0.324627110517407	0.422471435045588	25000	B_to_A_in_Mutant	More Active (B->A)	Card11
chr5-36675000	chr5	36675000	36700000	D5Ertd579e	intron (NM_001081232, intron 1 of 8)	-0.00733333333333371	0.765791545812841	0.822919392807746	25000	A_to_B_in_Mutant	More Inactive (A->B)	D5Ertd579e
chr15-3725000	chr15	3725000	3750000	Ghr	Intergenic	-0.0249999999999998	0.393738749871894	0.491837462750622	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ghr
chr15-77350000	chr15	77350000	77375000	Gm3787	Intergenic	-0.124	0.0193337783211546	0.047419941020027	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm3787
chr2-137050000	chr2	137050000	137075000	Jag1	intron (NM_001355670, intron 6 of 7)	0.0823333333333334	0.0633447836383358	0.116605133682372	25000	B_to_A_in_Mutant	More Active (B->A)	Jag1
chr15-66600000	chr15	66600000	66625000	Phf20l1	intron (NM_001081409, intron 9 of 20)	-0.109333333333333	0.00199973839397442	0.00950504365226453	25000	A_to_B_in_Mutant	More Inactive (A->B)	Phf20l1
chr5-108150000	chr5	108150000	108175000	Ccdc18	intron (NM_028481, intron 9 of 28)	-0.169333333333333	0.00072859300988363	0.0050051514401437	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ccdc18
chr1-41750000	chr1	41750000	41775000	Gm39631	Intergenic	0.338333333333333	2.07014984016533e-05	0.000899278087093741	25000	B_to_A_in_Mutant	More Active (B->A)	Gm39631
chr6-24800000	chr6	24800000	24825000	Spam1	Intergenic	-0.089	0.029126646296716	0.0644523394419236	25000	A_to_B_in_Mutant	More Inactive (A->B)	Spam1
chr3-54025000	chr3	54025000	54050000	Gm31026	Intergenic	0.245333333333333	0.000631313938400068	0.00458991323554072	25000	B_to_A_in_Mutant	More Active (B->A)	Gm31026
chrX-50925000	chrX	50925000	50950000	Frmd7	intron (NM_001190332, intron 1 of 11)	-0.811	0.00227181418995245	0.010332654385254	25000	A_to_B_in_Mutant	More Inactive (A->B)	Frmd7
chr3-68400000	chr3	68400000	68425000	Schip1	intron (NM_001113420, intron 1 of 6)	0.0793333333333329	0.0356129688665651	0.0750257759178695	25000	B_to_A_in_Mutant	More Active (B->A)	Schip1
chr7-29425000	chr7	29425000	29450000	Sipa1l3	intron (NM_001081028, intron 2 of 22)	-0.184666666666667	0.00143576126071069	0.00765368010663724	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sipa1l3
chr4-125250000	chr4	125250000	125275000	Zc3h12a	Intergenic	0.0963333333333333	0.00935338469550413	0.0278153297276531	25000	B_to_A_in_Mutant	More Active (B->A)	Zc3h12a
chr6-21625000	chr6	21625000	21650000	Tspan12	intron (NM_019697, intron 1 of 5)	-0.0653333333333334	0.187033614263168	0.272322149983513	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tspan12
chr9-89725000	chr9	89725000	89750000	Ankrd34c	intron (NM_207260, intron 1 of 1)	-0.00766666666666637	0.709290056120214	0.776530954406028	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ankrd34c
chr3-107025000	chr3	107025000	107050000	Kcna3	exon (NM_008418, exon 1 of 1)	0.0586666666666667	0.346882839609059	0.445308420290718	25000	B_to_A_in_Mutant	More Active (B->A)	Kcna3
chr3-124725000	chr3	124725000	124750000	1700003H04Rik	Intergenic	-0.12	0.00621071428230805	0.0207296987061287	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700003H04Rik
chr8-5975000	chr8	5975000	6000000	Slc10a2	Intergenic	-0.0506666666666667	0.253571596918248	0.347154070268269	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc10a2
chr17-67425000	chr17	67425000	67450000	Ptprm	Intergenic	0.336	8.95533554636595e-05	0.00162842335425013	25000	B_to_A_in_Mutant	More Active (B->A)	Ptprm
chr5-124950000	chr5	124950000	124975000	Rflna	Intergenic	0.0139999999999997	0.631243706541713	0.710800140150245	25000	B_to_A_in_Mutant	More Active (B->A)	Rflna
chr7-127475000	chr7	127475000	127500000	Mir7060	intron (NM_010183, intron 13 of 17)	-0.105	0.00209563690373211	0.00979376518609689	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir7060
chrX-154975000	chrX	154975000	155000000	Magea8	intron (NM_020020, intron 3 of 3)	-0.213333333333333	0.205648068650945	0.293918396153019	25000	A_to_B_in_Mutant	More Inactive (A->B)	Magea8
chr5-28525000	chr5	28525000	28550000	Shh	intron (NR_015562, intron 1 of 6)	-0.0293333333333334	0.442216357147705	0.539434125223595	25000	A_to_B_in_Mutant	More Inactive (A->B)	Shh
chr15-33450000	chr15	33450000	33475000	1700084J12Rik	intron (NM_018755, intron 6 of 8)	-0.0353333333333333	0.341715667521662	0.439947023756302	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700084J12Rik
chr8-127275000	chr8	127275000	127300000	Pard3	intron (NM_001363431, intron 3 of 24)	0.131333333333333	0.0663825147076508	0.120842844812431	25000	B_to_A_in_Mutant	More Active (B->A)	Pard3
chr1-63400000	chr1	63400000	63425000	Adam23	Intergenic	-0.0010000000000001	0.976190221287616	0.982955240662806	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adam23
chr13-119125000	chr13	119125000	119150000	Nnt	Intergenic	0.0916666666666668	0.0107756107857567	0.0308224480896477	25000	B_to_A_in_Mutant	More Active (B->A)	Nnt
chr9-53625000	chr9	53625000	53650000	Acat1	intron (NM_001161618, intron 6 of 17)	-0.214	6.55400758311346e-05	0.00143133158948332	25000	A_to_B_in_Mutant	More Inactive (A->B)	Acat1
chr7-72350000	chr7	72350000	72375000	Mctp2	Intergenic	-0.0153333333333334	0.601809398807963	0.685259816893304	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mctp2
chr14-48475000	chr14	48475000	48500000	Tmem260	intron (NM_001310584, intron 11 of 16)	-0.0743333333333336	0.168873851405185	0.251085958565358	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmem260
chr5-100200000	chr5	100200000	100225000	2310034O05Rik	intron (NR_040679, intron 1 of 3)	0.0966666666666665	0.0405044070923746	0.0827254128744655	25000	B_to_A_in_Mutant	More Active (B->A)	2310034O05Rik
chr2-168575000	chr2	168575000	168600000	Nfatc2	intron (NM_001291168, intron 1 of 9)	-0.0490000000000002	0.0918933527191948	0.155555838750414	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nfatc2
chr12-34825000	chr12	34825000	34850000	Hdac9	intron (NM_001271386, intron 2 of 27)	-0.0956666666666666	0.0183972520211452	0.0456860374268719	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hdac9
chr16-33300000	chr16	33300000	33325000	Snx4	Intergenic	0.00333333333333293	0.898409150952693	0.925946037963447	25000	B_to_A_in_Mutant	More Active (B->A)	Snx4
chr10-84675000	chr10	84675000	84700000	Polr3b	intron (NM_027423, intron 19 of 27)	-0.0363333333333337	0.243413951212603	0.336130482577847	25000	A_to_B_in_Mutant	More Inactive (A->B)	Polr3b
chr10-109600000	chr10	109600000	109625000	Nav3	Intergenic	-0.145	0.0304667297853416	0.0666504367697053	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nav3
chr3-48275000	chr3	48275000	48300000	Gm7977	Intergenic	0.0103333333333335	0.861852062263717	0.898016836930635	25000	B_to_A_in_Mutant	More Active (B->A)	Gm7977
chr13-35700000	chr13	35700000	35725000	Cdyl	intron (NM_009881, intron 3 of 9)	0.276	0.000250254920701635	0.00271050422260223	25000	B_to_A_in_Mutant	More Active (B->A)	Cdyl
chr7-78750000	chr7	78750000	78775000	Mrpl46	Intergenic	0.0663333333333332	0.0437348519708192	0.0877181484042916	25000	B_to_A_in_Mutant	More Active (B->A)	Mrpl46
chr5-109900000	chr5	109900000	109925000	Gm26808	Intergenic	0.0336666666666668	0.274590111472445	0.36982014430416	25000	B_to_A_in_Mutant	More Active (B->A)	Gm26808
chr9-47075000	chr9	47075000	47100000	Gm4791	Intergenic	0.0336666666666666	0.0787275290012977	0.137854146028138	25000	B_to_A_in_Mutant	More Active (B->A)	Gm4791
chr15-43925000	chr15	43925000	43950000	Tmem74	Intergenic	-0.0173333333333333	0.424451661007259	0.522239275662627	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmem74
chr9-93200000	chr9	93200000	93225000	1700034K08Rik	Intergenic	-0.0173333333333331	0.587555203391801	0.672667289307257	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700034K08Rik
chr11-81425000	chr11	81425000	81450000	1700071K01Rik	intron (NM_001034013, intron 1 of 9)	0.104666666666667	0.00746336919290876	0.0236706663239367	25000	B_to_A_in_Mutant	More Active (B->A)	1700071K01Rik
chr18-80825000	chr18	80825000	80850000	Atp9b	intron (NM_001201569, intron 10 of 29)	0.00766666666666654	0.879819060224884	0.912185665401394	25000	B_to_A_in_Mutant	More Active (B->A)	Atp9b
chr13-100650000	chr13	100650000	100675000	Ccdc125	intron (NM_027592, intron 2 of 4)	-0.337	7.13572308748996e-06	0.000647951614548281	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ccdc125
chr18-32400000	chr18	32400000	32425000	A830052D11Rik	intron (NM_009668, intron 3 of 18)	-0.292	0.000231679652743586	0.00259998881762521	25000	A_to_B_in_Mutant	More Inactive (A->B)	A830052D11Rik
chr1-97000000	chr1	97000000	97025000	Slco6b1	Intergenic	0.00533333333333347	0.869968503464686	0.904370218638088	25000	B_to_A_in_Mutant	More Active (B->A)	Slco6b1
chr1-43275000	chr1	43275000	43300000	Fhl2	Intergenic	0.101666666666667	0.0792300085019396	0.138519354627864	25000	B_to_A_in_Mutant	More Active (B->A)	Fhl2
chr11-68275000	chr11	68275000	68300000	Mir6406	intron (NM_008744, intron 2 of 6)	0.423	6.58830762678918e-05	0.00143268920599322	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6406
chr17-39600000	chr17	39600000	39625000	Esp15	Intergenic	-0.0153333333333331	0.681705064696699	0.753814258823354	25000	A_to_B_in_Mutant	More Inactive (A->B)	Esp15
chr19-27425000	chr19	27425000	27450000	C030016D13Rik	Intergenic	-0.0676666666666668	0.00994368202064851	0.0290984621442277	25000	A_to_B_in_Mutant	More Inactive (A->B)	C030016D13Rik
chr18-29500000	chr18	29500000	29525000	4930578E11Rik	Intergenic	0.182666666666667	0.000104235232555326	0.00174439837021058	25000	B_to_A_in_Mutant	More Active (B->A)	4930578E11Rik
chr5-79250000	chr5	79250000	79275000	Adgrl3	Intergenic	-0.0519999999999999	0.0309264125460901	0.0674105858938348	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adgrl3
chrX-6575000	chrX	6575000	6600000	Shroom4	intron (NM_001313764, intron 4 of 8)	1.34966666666667	6.30866447178201e-05	0.00141029883559847	25000	B_to_A_in_Mutant	More Active (B->A)	Shroom4
chr1-100850000	chr1	100850000	100875000	Gm20268	Intergenic	-0.0213333333333332	0.271012521139665	0.366034470752795	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm20268
chr16-19950000	chr16	19950000	19975000	Klhl6	intron (NM_183390, intron 2 of 6)	0.000666666666667029	0.981610359298448	0.98664624894878	25000	B_to_A_in_Mutant	More Active (B->A)	Klhl6
chr8-29500000	chr8	29500000	29525000	Unc5d	Intergenic	0.0820000000000003	0.0110374646953772	0.0313720072700134	25000	B_to_A_in_Mutant	More Active (B->A)	Unc5d
chr17-43275000	chr17	43275000	43300000	Adgrf1	intron (NM_133776, intron 2 of 15)	0.147	0.00289924080358477	0.0121534568113004	25000	B_to_A_in_Mutant	More Active (B->A)	Adgrf1
chr14-54325000	chr14	54325000	54350000	Oxa1l	Intergenic	-0.217666666666667	0.000727934065811924	0.0050040053777731	25000	A_to_B_in_Mutant	More Inactive (A->B)	Oxa1l
chr11-50725000	chr11	50725000	50750000	Gm51860	intron (NM_175643, intron 4 of 21)	0.0606666666666666	0.0869534025160215	0.148891448562561	25000	B_to_A_in_Mutant	More Active (B->A)	Gm51860
chr16-57425000	chr16	57425000	57450000	Filip1l	intron (NM_001040397, intron 1 of 4)	0.0333333333333335	0.338979455730706	0.437276875352309	25000	B_to_A_in_Mutant	More Active (B->A)	Filip1l
chr1-86525000	chr1	86525000	86550000	Ptma	Intergenic	-0.137333333333334	0.000705192492493636	0.00491344342926702	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ptma
chr3-93325000	chr3	93325000	93350000	Hrnr	Intergenic	0.0610000000000001	0.0115749614842328	0.0325090010651215	25000	B_to_A_in_Mutant	More Active (B->A)	Hrnr
chr10-31600000	chr10	31600000	31625000	Rnf217	Intergenic	-0.0119999999999999	0.62871213314427	0.70866347232531	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rnf217
chr9-71900000	chr9	71900000	71925000	Tcf12	intron (NM_001253865, intron 3 of 14)	-0.0496666666666669	0.0730927702602259	0.130113883462428	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tcf12
chr5-113875000	chr5	113875000	113900000	Coro1c	intron (NM_011779, intron 1 of 10)	-0.0133333333333335	0.604758562605144	0.687870754154919	25000	A_to_B_in_Mutant	More Inactive (A->B)	Coro1c
chr18-39700000	chr18	39700000	39725000	Pabpc2	Intergenic	0.195	0.00221649646727709	0.0101679250554274	25000	B_to_A_in_Mutant	More Active (B->A)	Pabpc2
chr2-86100000	chr2	86100000	86125000	Or8u3-ps	Intergenic	0.0340000000000003	0.180865435230258	0.265135456151568	25000	B_to_A_in_Mutant	More Active (B->A)	Or8u3-ps
chr1-130375000	chr1	130375000	130400000	Cd55os	Intergenic	0.0513333333333333	0.225650781560212	0.316667228907348	25000	B_to_A_in_Mutant	More Active (B->A)	Cd55os
