#TAD name (cmd=getDiffExpression.pl BAP1.tad.scores.txt ctrl ctrl ctrl mut mut mut)	chr1	start1	end1	chr2	start2	end2	color	InclustionRatio(IR)	Length	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/ctrl_M3/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M1/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M2/tagdirs IR	/expanse/lustre/projects/csd940/ctea/homer/250831_bams/split_bams/tags/mut_M3/tagdirs IR	ctrl vs. mut Difference	ctrl vs. mut p-value	ctrl vs. mut adj. p-value
chr15:66165000-66290998	chr15	66165000	66290998	chr15	66165000	66290998	255,255,0	1.966000	125998	1.893344	1.909492	1.798584	1.789920	1.966218	1.865168	0.00662866666666649	0.915890238655026	0.969512471665331
chr1:134859000-134960998	chr1	134859000	134960998	chr1	134859000	134960998	255,255,0	1.742000	101998	1.703861	1.688792	1.504193	1.741770	1.748948	1.661906	0.0852593333333333	0.238273663410764	0.541730057778433
chr13:112656000-113045998	chr13	112656000	113045998	chr13	112656000	113045998	255,255,0	2.282000	389998	2.400435	2.356990	2.242838	2.279275	2.403227	2.213718	-0.0346810000000001	0.624408742039066	0.824852306913983
chr9:85740000-86462998	chr9	85740000	86462998	chr9	85740000	86462998	255,255,0	4.231000	722998	4.288696	4.265970	4.064313	4.474580	4.789204	4.230860	0.291888333333333	0.083194444466678	0.371477776384891
chr5:62883000-63794998	chr5	62883000	63794998	chr5	62883000	63794998	255,255,0	2.048000	911998	2.138844	2.009365	1.936929	2.114504	2.242242	2.088845	0.120151	0.130477072350952	0.440978392893317
chr16:55137000-55475998	chr16	55137000	55475998	chr16	55137000	55475998	255,255,0	1.648000	338998	1.595193	1.717281	1.648277	1.677750	1.820765	1.730389	0.0893843333333331	0.158301730002169	0.471307834895997
chr3:145935000-146186998	chr3	145935000	146186998	chr3	145935000	146186998	255,255,0	2.505000	251998	2.325397	2.242421	2.193941	2.187637	2.497411	2.223247	0.0488453333333329	0.604877175681664	0.811156606703809
chr1:190824000-190886998	chr1	190824000	190886998	chr1	190824000	190886998	255,255,0	2.566000	62998	2.206090	2.150141	2.192058	2.178903	2.565756	2.106612	0.100993999999999	0.422285216259338	0.694718997870401
chr14:56202000-56306998	chr14	56202000	56306998	chr14	56202000	56306998	255,255,0	1.907000	104998	1.670977	1.906679	1.680193	1.865783	1.963680	1.769065	0.113559666666666	0.216289836789219	0.521748440222996
chr7:114858000-116081998	chr7	114858000	116081998	chr7	114858000	116081998	255,255,0	2.851000	1223998	2.813639	2.838025	2.757815	2.924608	2.962765	2.836951	0.104948333333333	0.0773583456637585	0.365315073449585
chr2:142851000-142979998	chr2	142851000	142979998	chr2	142851000	142979998	255,255,0	2.185000	128998	2.058917	2.169048	2.051167	2.165809	2.152484	2.079944	0.0397016666666661	0.466795519262044	0.721398574448305
chr15:38880000-39350998	chr15	38880000	39350998	chr15	38880000	39350998	255,255,0	2.313000	470998	1.972375	2.250984	2.107655	2.089495	2.313047	2.062916	0.0448146666666663	0.654243406586711	0.841711274228356
chr11:120717000-120782998	chr11	120717000	120782998	chr11	120717000	120782998	255,255,0	1.947000	65998	2.059129	2.079574	1.946684	2.190599	2.531925	2.158108	0.265081666666666	0.0424116060598037	0.300837331872764
chr2:52743000-53198998	chr2	52743000	53198998	chr2	52743000	53198998	255,255,0	3.631000	455998	3.621939	3.479957	3.428226	3.578613	3.587477	3.398953	0.0116403333333327	0.881896646299456	0.951897615668471
chr1:117594000-118283998	chr1	117594000	118283998	chr1	117594000	118283998	255,255,0	1.519000	689998	1.487890	1.448799	1.425923	1.448958	1.511178	1.519321	0.0389483333333332	0.393836298481995	0.672612677220835
chr10:61458000-61673998	chr10	61458000	61673998	chr10	61458000	61673998	255,255,0	2.304000	215998	2.213775	2.298924	2.270667	2.283381	2.401376	2.297427	0.0662726666666664	0.233556022400141	0.536968912359654
chr7:139482000-139592998	chr7	139482000	139592998	chr7	139482000	139592998	255,255,0	1.759000	110998	1.641220	1.753439	1.644490	1.812720	1.886778	1.626145	0.0954979999999997	0.253913987950653	0.555880284374609
chr1:132750000-132992998	chr1	132750000	132992998	chr1	132750000	132992998	255,255,0	2.977000	242998	3.080321	2.906774	2.875736	2.977423	3.109517	2.883443	0.0358506666666665	0.66921242914166	0.848580425733244
chr3:111564000-113252998	chr3	111564000	113252998	chr3	111564000	113252998	255,255,0	2.134000	1688998	2.134442	2.055068	2.066632	2.112205	2.093622	2.170938	0.0402076666666665	0.403392214981722	0.681012453042926
chr5:131511000-132116998	chr5	131511000	132116998	chr5	131511000	132116998	255,255,0	2.447000	605998	2.447500	2.296429	2.340341	2.439831	2.454429	2.421220	0.0770699999999999	0.177907394488122	0.49331337056281
chr15:50652000-50897998	chr15	50652000	50897998	chr15	50652000	50897998	255,255,0	1.571000	245998	1.474842	1.572060	1.553506	1.458330	1.546802	1.461929	-0.0444490000000003	0.39397735803158	0.672612677220835
chr11:112776000-113168998	chr11	112776000	113168998	chr11	112776000	113168998	255,255,0	2.556000	392998	2.531397	2.545217	2.459433	2.698646	2.927291	2.555595	0.215161666666667	0.0593996930455065	0.331641465029225
chr9:35574000-36707998	chr9	35574000	36707998	chr9	35574000	36707998	255,255,0	2.867000	1133998	2.837714	2.590723	2.454264	2.406000	2.595408	2.556246	-0.108349000000001	0.339527355419388	0.629056236070819
chr12:113217000-113492998	chr12	113217000	113492998	chr12	113217000	113492998	255,255,0	2.037000	275998	2.036829	1.956557	2.011682	2.005766	1.913397	1.841412	-0.0814976666666669	0.186302782440902	0.501169040258031
chr9:89817000-89981998	chr9	89817000	89981998	chr9	89817000	89981998	255,255,0	2.218000	164998	2.273963	2.209528	2.138445	2.082752	2.229263	2.135878	-0.058014333333334	0.353694085570384	0.641962834848878
chr2:58191000-58463998	chr2	58191000	58463998	chr2	58191000	58463998	255,255,0	1.544000	272998	1.486596	1.488374	1.444856	1.544035	1.563993	1.499642	0.0626146666666662	0.171641793935361	0.486334091199864
chr1:75633000-77531998	chr1	75633000	77531998	chr1	75633000	77531998	255,255,0	3.176000	1898998	3.258162	3.166555	2.995681	3.175868	3.178067	3.122918	0.0188183333333328	0.800975027940687	0.915390115976788
chr16:6492000-8387998	chr16	6492000	8387998	chr16	6492000	8387998	255,255,0	3.198000	1895998	3.026755	2.926349	2.928651	3.194281	3.165827	2.978979	0.152443999999999	0.0659305572387173	0.347176080938296
chr7:135771000-137345998	chr7	135771000	137345998	chr7	135771000	137345998	255,255,0	2.554000	1574998	2.560632	2.545020	2.525429	2.683908	2.585086	2.560041	0.0659846666666663	0.210337022646212	0.516281087081491
chr3:107475000-107618998	chr3	107475000	107618998	chr3	107475000	107618998	255,255,0	1.743000	143998	1.937952	1.854381	1.740326	1.752690	1.882242	1.736590	-0.0537123333333336	0.457389870392992	0.713570692455161
chr11:54123000-54263998	chr11	54123000	54263998	chr11	54123000	54263998	255,255,0	2.046000	140998	2.036118	2.073693	2.015629	2.124894	2.177712	2.046006	0.0743906666666664	0.17502163860042	0.489852976347801
chr7:64758000-65312998	chr7	64758000	65312998	chr7	64758000	65312998	255,255,0	1.724000	554998	1.799654	1.735231	1.717336	1.882776	1.913026	1.828968	0.124183	0.0314180275027458	0.282053160098435
chr8:10413000-11222998	chr8	10413000	11222998	chr8	10413000	11222998	255,255,0	2.635000	809998	2.726197	2.618556	2.648921	2.731640	2.813821	2.606455	0.0527473333333331	0.442812557287963	0.706941566451392
chr6:115275000-115547998	chr6	115275000	115547998	chr6	115275000	115547998	255,255,0	2.142000	272998	2.092974	2.086655	2.087172	2.215972	2.156301	2.142431	0.0826343333333333	0.0829680290779486	0.371477776384891
chr6:93750000-93998998	chr6	93750000	93998998	chr6	93750000	93998998	255,255,0	2.394000	248998	2.322990	2.285886	2.197216	2.345616	2.450808	2.389684	0.126672	0.0485215000184836	0.310910379920172
chr5:71493000-72107998	chr5	71493000	72107998	chr5	71493000	72107998	255,255,0	2.392000	614998	2.316795	2.362061	2.290062	2.183638	2.247524	2.187021	-0.116911666666667	0.0319761138433763	0.28361661180806
chr7:139299000-139478998	chr7	139299000	139478998	chr7	139299000	139478998	255,255,0	2.093000	179998	2.168225	2.220036	2.092669	2.188163	2.211070	2.104199	0.00750066666666663	0.891570515449696	0.956680855374528
chr4:117261000-117686998	chr4	117261000	117686998	chr4	117261000	117686998	255,255,0	2.105000	425998	2.134086	2.102242	2.119844	2.167217	2.241040	2.104571	0.0522186666666664	0.316894675373987	0.606687288544572
chr13:83985000-84059998	chr13	83985000	84059998	chr13	83985000	84059998	255,255,0	3.190000	74998	3.327341	3.094691	3.190180	3.347011	3.354039	2.887986	-0.00772533333333381	0.956583670452991	0.98458251946553
chr3:114897000-115118998	chr3	114897000	115118998	chr3	114897000	115118998	255,255,0	2.565000	221998	2.559020	3.001886	2.859192	3.061937	2.936389	2.767414	0.115213999999999	0.397417521319196	0.675512645969769
chr4:135435000-135497998	chr4	135435000	135497998	chr4	135435000	135497998	255,255,0	1.594000	62998	1.584117	1.536442	1.537491	1.420073	1.593558	1.546054	-0.0327883333333337	0.576256913881467	0.796790180279226
chr14:73092000-73520998	chr14	73092000	73520998	chr14	73092000	73520998	255,255,0	2.369000	428998	2.424825	2.235725	2.221303	2.196334	2.319209	2.177454	-0.0629520000000002	0.411772395045681	0.686878668223145
chr13:73638000-73715998	chr13	73638000	73715998	chr13	73638000	73715998	255,255,0	2.071000	77998	1.638918	1.851369	1.645262	1.827649	2.071147	1.775627	0.179624666666667	0.108930748499569	0.40699487029716
chr11:20787000-20918998	chr11	20787000	20918998	chr11	20787000	20918998	255,255,0	2.282000	131998	2.110193	2.281652	2.290423	2.124479	2.175291	2.052683	-0.109938333333333	0.13660711541751	0.447368837127261
chr2:80742000-82061998	chr2	80742000	82061998	chr2	80742000	82061998	255,255,0	1.967000	1319998	2.073829	1.970927	1.957667	2.081472	2.166302	2.105308	0.116886333333333	0.0557856137695657	0.325023635620467
chr4:49839000-49964998	chr4	49839000	49964998	chr4	49839000	49964998	255,255,0	1.919000	125998	1.773025	1.836888	1.780751	1.949111	2.026366	1.918855	0.167889333333333	0.0100090513971849	0.213920802765555
chr1:40107000-40388998	chr1	40107000	40388998	chr1	40107000	40388998	255,255,0	1.987000	281998	2.108724	2.086798	1.987269	2.148947	2.191971	2.078573	0.0789	0.185350932998092	0.501019171214393
chr12:17850000-18869998	chr12	17850000	18869998	chr12	17850000	18869998	255,255,0	1.539000	1019998	1.538505	1.395302	1.388976	1.408281	1.361755	1.466291	-0.028818666666667	0.634190562778208	0.828968503570807
chr11:51279000-51545998	chr11	51279000	51545998	chr11	51279000	51545998	255,255,0	3.338000	266998	3.234407	3.337557	3.201937	3.488783	3.646875	3.395433	0.252396666666666	0.0133480446594517	0.221651683139482
chr16:21825000-22031998	chr16	21825000	22031998	chr16	21825000	22031998	255,255,0	1.704000	206998	1.825412	1.860595	1.805940	1.813457	1.848897	1.698148	-0.0438150000000005	0.432292811833234	0.702018735708319
chr1:107013000-107618998	chr1	107013000	107618998	chr1	107013000	107618998	255,255,0	1.776000	605998	1.776068	1.660856	1.604450	1.814041	1.736909	1.777332	0.0956359999999996	0.136892274130419	0.447452559752462
chr7:46929000-47171998	chr7	46929000	47171998	chr7	46929000	47171998	255,255,0	2.549000	242998	2.507294	2.519553	2.536070	2.533695	2.661935	2.491894	0.0415356666666659	0.472030448567804	0.723392409202291
chr11:101076000-101198998	chr11	101076000	101198998	chr11	101076000	101198998	255,255,0	2.200000	122998	2.372112	2.289067	2.168514	2.199973	2.335986	2.188666	-0.035022666666667	0.630737502788773	0.827780911770921
chr9:8214000-8690998	chr9	8214000	8690998	chr9	8214000	8690998	255,255,0	1.649000	476998	1.604344	1.641273	1.537563	1.745337	1.750508	1.717471	0.143378666666667	0.0154770886175963	0.23538830953409
chr8:12996000-13097998	chr8	12996000	13097998	chr8	12996000	13097998	255,255,0	1.543000	101998	1.542784	1.432262	1.428398	1.469149	1.489330	1.324963	-0.0400006666666671	0.539457182301776	0.771954587257003
chr4:88863000-89135998	chr4	88863000	89135998	chr4	88863000	89135998	255,255,0	2.369000	272998	2.369442	2.235175	2.158094	2.405430	2.470179	2.253726	0.122207999999999	0.16668217182296	0.481897382919295
chr13:112665000-112916998	chr13	112665000	112916998	chr13	112665000	112916998	255,255,0	2.218000	251998	2.242821	2.248146	2.228455	2.228225	2.309169	2.218120	0.0120306666666665	0.788231141480885	0.909199918045429
chr4:106839000-106910998	chr4	106839000	106910998	chr4	106839000	106910998	255,255,0	2.669000	71998	2.732398	2.621110	2.470099	2.436162	2.669177	2.347202	-0.123688666666667	0.269085220900811	0.570319260130564
chr12:106062000-108011998	chr12	106062000	108011998	chr12	106062000	108011998	255,255,0	2.276000	1949998	2.327209	2.293360	2.275723	2.284280	2.267077	2.221939	-0.0409986666666672	0.351402292227749	0.640472468250513
chr16:87834000-88214998	chr16	87834000	88214998	chr16	87834000	88214998	255,255,0	2.105000	380998	2.080755	2.236578	2.104076	2.128249	2.256291	2.092438	0.018523	0.785655993600023	0.907849640872786
chrX:65718000-66653998	chrX	65718000	66653998	chrX	65718000	66653998	255,255,0	1.563000	935998	1.563039	1.508084	1.523538	1.578363	1.610976	2.094387	0.229688333333333	0.13827078865106	0.447960813700337
chr11:32715000-33158998	chr11	32715000	33158998	chr11	32715000	33158998	255,255,0	3.068000	443998	2.843026	2.873823	2.728075	2.937578	3.067712	2.734348	0.0982379999999996	0.318508731679977	0.607631590956355
chr3:55515000-55790998	chr3	55515000	55790998	chr3	55515000	55790998	255,255,0	2.233000	275998	2.106451	1.926567	1.910480	2.139048	2.232776	1.986163	0.138163	0.143064972447246	0.454415830789133
chr3:122928000-123113998	chr3	122928000	123113998	chr3	122928000	123113998	255,255,0	1.964000	185998	1.854192	1.963682	1.905093	1.885811	1.936242	1.951852	0.016979333333333	0.727234516493574	0.878218048759521
chr2:42663000-43652998	chr2	42663000	43652998	chr2	42663000	43652998	255,255,0	2.412000	989998	2.246084	2.142623	2.056222	2.257130	2.388908	2.263444	0.154851	0.052501252901517	0.321077816718606
chrX:94125000-94175998	chrX	94125000	94175998	chrX	94125000	94175998	255,255,0	1.819000	50998	1.336971	1.487950	1.361485	1.457020	1.413076	1.819088	0.167592666666667	0.184772183209757	0.500441356648046
chrX:20616000-20963998	chrX	20616000	20963998	chrX	20616000	20963998	255,255,0	2.091000	347998	2.076648	2.141153	2.006784	2.067968	2.079219	2.578638	0.16708	0.274051195912862	0.572136936875235
chr9:18336000-20345998	chr9	18336000	20345998	chr9	18336000	20345998	255,255,0	1.645000	2009998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	1	1
chr6:71145000-71411998	chr6	71145000	71411998	chr6	71145000	71411998	255,255,0	1.986000	266998	1.967020	1.985814	1.926311	2.029922	2.094800	1.977845	0.074474	0.159995992908684	0.472586103315813
chr6:12303000-13286998	chr6	12303000	13286998	chr6	12303000	13286998	255,255,0	2.876000	983998	2.827922	2.727262	2.591728	2.736320	2.876382	2.699410	0.0550666666666662	0.500381622345745	0.744596652992761
chr7:128751000-129638998	chr7	128751000	129638998	chr7	128751000	129638998	255,255,0	2.913000	887998	2.701432	2.712236	2.643820	2.910833	3.043692	2.826095	0.241043999999999	0.00774226902453144	0.211952305463462
chr1:4770000-5171998	chr1	4770000	5171998	chr1	4770000	5171998	255,255,0	1.937000	401998	1.854090	1.935021	1.916320	1.868046	1.892469	1.840234	-0.0348940000000002	0.442700485882169	0.706941566451392
chr12:32904000-33440998	chr12	32904000	33440998	chr12	32904000	33440998	255,255,0	2.895000	536998	3.098753	3.011617	2.895388	3.196058	3.310912	3.067466	0.189559333333333	0.0530598712510471	0.321219914099183
chr10:118359000-118553998	chr10	118359000	118553998	chr10	118359000	118553998	255,255,0	2.682000	194998	2.505658	2.582127	2.464919	2.466693	2.681935	2.490794	0.028906	0.69218515472204	0.857973111228872
chr7:95463000-96950998	chr7	95463000	96950998	chr7	95463000	96950998	255,255,0	2.492000	1487998	2.570172	2.695885	2.479632	2.536794	2.520020	2.458487	-0.0767960000000004	0.270500149308462	0.570920927377166
chrX:21270000-21365998	chrX	21270000	21365998	chrX	21270000	21365998	255,255,0	1.704000	95998	1.686995	1.618467	1.454692	1.519933	1.486692	1.573465	-0.0600213333333338	0.408282988731276	0.684353755179718
chr10:94617000-94973998	chr10	94617000	94973998	chr10	94617000	94973998	255,255,0	2.061000	356998	2.061472	2.030073	1.993377	2.088819	2.214660	2.042751	0.0871026666666664	0.168813630555258	0.483352870211096
chr16:94317000-94367998	chr16	94317000	94367998	chr16	94317000	94367998	255,255,0	1.763000	50998	1.506392	1.488418	1.536190	1.531711	1.763186	1.467805	0.0772339999999998	0.367385340191362	0.652680609059809
chr16:46494000-46586998	chr16	46494000	46586998	chr16	46494000	46586998	255,255,0	1.968000	92998	1.860124	1.967631	1.920975	1.557842	1.738218	1.548690	-0.301326666666667	0.00287533808896924	0.183027531489495
chr2:46392000-46448998	chr2	46392000	46448998	chr2	46392000	46448998	255,255,0	1.509000	56998	1.150242	1.508751	1.406931	1.371932	1.404746	1.265312	-0.00797800000000019	0.936758168127814	0.977988388328069
chr18:67452000-67619998	chr18	67452000	67619998	chr18	67452000	67619998	255,255,0	2.694000	167998	2.873808	2.732928	2.645452	2.693713	2.855311	2.531124	-0.0573466666666667	0.573759774051098	0.79456662871404
chr3:27456000-28136998	chr3	27456000	28136998	chr3	27456000	28136998	255,255,0	2.283000	680998	2.273009	2.222623	2.182810	2.145540	2.205245	2.138789	-0.0629560000000005	0.205773389238181	0.513359929180199
chr7:64389000-64751998	chr7	64389000	64751998	chr7	64389000	64751998	255,255,0	2.834000	362998	2.892640	2.879315	2.824440	2.900219	2.981676	2.834148	0.0398826666666662	0.469491754043928	0.722211889878279
chr3:120186000-121148998	chr3	120186000	121148998	chr3	120186000	121148998	255,255,0	1.853000	962998	1.834140	1.881003	1.824194	1.808349	1.798510	1.757428	-0.0583500000000004	0.197580702686545	0.506035687045679
chr5:138837000-139193998	chr5	138837000	139193998	chr5	138837000	139193998	255,255,0	2.511000	356998	2.454627	2.371681	2.422478	2.503598	2.609250	2.470083	0.111381666666666	0.0741392991049934	0.359865640826305
chr8:14316000-14855998	chr8	14316000	14855998	chr8	14316000	14855998	255,255,0	2.345000	539998	2.188182	2.344935	2.285150	2.273146	2.321384	2.252721	0.00966133333333326	0.861838728329186	0.943388667271427
chr2:178086000-178358998	chr2	178086000	178358998	chr2	178086000	178358998	255,255,0	3.714000	272998	3.916652	3.788781	3.606443	3.602009	3.713795	3.822759	-0.0577710000000006	0.557954871463805	0.783551312084324
chr5:121860000-122099998	chr5	121860000	122099998	chr5	121860000	122099998	255,255,0	2.603000	239998	2.616565	2.602647	2.533759	2.703060	2.819744	2.572953	0.114262	0.147115207516802	0.457885339257547
chr12:28572000-29897998	chr12	28572000	29897998	chr12	28572000	29897998	255,255,0	2.737000	1325998	2.969315	2.734691	2.679609	2.717600	2.761026	2.696165	-0.0696080000000006	0.413961142902999	0.688454173992593
chr8:77412000-77546998	chr8	77412000	77546998	chr8	77412000	77546998	255,255,0	2.956000	134998	2.984727	2.846725	2.720291	2.903238	3.043575	2.937167	0.110745666666666	0.198133019925226	0.506161182120425
chr7:67224000-67643998	chr7	67224000	67643998	chr7	67224000	67643998	255,255,0	3.651000	419998	4.051032	3.837529	3.648565	3.629566	3.786022	3.473003	-0.216178333333334	0.119564767331595	0.424053094562194
chr17:31134000-31190998	chr17	31134000	31190998	chr17	31134000	31190998	255,255,0	1.547000	56998	1.616474	1.677841	1.468793	1.547278	1.570314	1.595337	-0.0167263333333336	0.794273207210228	0.912007610067735
chr6:31518000-31646998	chr6	31518000	31646998	chr6	31518000	31646998	255,255,0	2.337000	128998	2.236081	2.275603	2.209668	2.337405	2.617867	2.274297	0.169405666666666	0.109396860302987	0.40755847595587
chr3:78357000-78938998	chr3	78357000	78938998	chr3	78357000	78938998	255,255,0	1.925000	581998	1.898819	1.956137	1.821884	1.848435	1.895347	1.819625	-0.0378110000000001	0.479421811820056	0.728715517025724
chr11:105123000-105179998	chr11	105123000	105179998	chr11	105123000	105179998	255,255,0	1.526000	56998	1.367661	1.475026	1.452364	1.420888	1.526278	1.383719	0.0119446666666665	0.836338988467555	0.930648085627432
