chr1	x1	x2	chr2	y1	y2	DMSO_merge	4hr_merge	24hr_merge
chr9	4750000	4775000	chr9	5575000	5600000	0.02578583	0.01604481	0.01058129
chr9	4750000	4775000	chr9	5250000	5275000	0.02916331	0.01639414	0.0078069459999999
chr9	73200000	73225000	chr9	74625000	74650000	0.03062091	0.02167835	0.0145871199999999
chr9	100075000	100100000	chr9	100575000	100600000	0.02770842	0.0141293499999999	0.0112113
chr9	88600000	88625000	chr9	89250000	89275000	0.03856828	0.01540971	0.010472247
chr9	71275000	71300000	chr9	71800000	71825000	0.0302247	0.02026723	0.0110497199999999
chr9	114425000	114450000	chr9	115000000	115025000	0.02758387	0.01580583	0.01133244
chr9	4750000	4775000	chr9	5425000	5450000	0.03073645	0.0204201899999999	0.01272927
chr9	129125000	129150000	chr9	129775000	129800000	0.03178937	0.01599105	0.00826169
chr9	122125000	122150000	chr9	122800000	122825000	0.02820241	0.01695952	0.00840592
chr9	92125000	92150000	chr9	92425000	92450000	0.0395000999999999	0.02252809	0.02071419
chr9	35950000	35975000	chr9	36300000	36325000	0.05282865	0.027059	0.01146465
chr9	81675000	81700000	chr9	82950000	82975000	0.02341016	0.01006649	0.01038949
chr9	135975000	136000000	chr9	136275000	136300000	0.0610311	0.00967842	0.00559444
chr9	117775000	117800000	chr9	119950000	119975000	0.03360474	0.0239343	0.01560962
chr9	113800000	113825000	chr9	114300000	114325000	0.02745209	0.01472004	0.00965155
chr9	81675000	81700000	chr9	82325000	82350000	0.02277878	0.009098739	0.008104075
chr9	72025000	72050000	chr9	72600000	72625000	0.02436323	0.01550628	0.01132302
chr9	3225000	3250000	chr9	4350000	4375000	0.02215694	0.0135164899999999	0.0054213909999999
chr9	75250000	75275000	chr9	75850000	75875000	0.0428302	0.02909616	0.02079845
chr9	86400000	86425000	chr9	87650000	87675000	0.02718886	0.01264413	0.00729401
chr9	121000000	121025000	chr9	121400000	121425000	0.03334483	0.02216531	0.01583338
chr9	113675000	113700000	chr9	114275000	114300000	0.02440105	0.0151937	0.01036364
chr9	90125000	90150000	chr9	90750000	90775000	0.05054653	0.04018272	0.03593508
chr9	81550000	81575000	chr9	82325000	82350000	0.01742219	0.010500001	0.004815344
chr9	93100000	93125000	chr9	93550000	93575000	0.03957546	0.0268955	0.02441428
chr9	2850000	2875000	chr9	4350000	4375000	0.01673559	0.01623254	0.00664665
chr9	17800000	17825000	chr9	19025000	19050000	0.01754953	0.01265984	0.004136634
chr9	92100000	92125000	chr9	92650000	92675000	0.02941477	0.01903566	0.01443079
chr9	117625000	117650000	chr9	119950000	119975000	0.01500427	0.0113735	0.00704547
chr9	131575000	131600000	chr9	132250000	132275000	0.03653954	0.02162508	0.009462811
chr9	134150000	134175000	chr9	135500000	135525000	0.02784456	0.01895866	0.0141134
chr9	117625000	117650000	chr9	120325000	120350000	0.01507478	0.00979152	0.003470435
chr9	75250000	75275000	chr9	76275000	76300000	0.02774743	0.01981418	0.00869115
chr9	17800000	17825000	chr9	18375000	18400000	0.01192245	0.00788272	0.0038457989999999
chr9	10050000	10075000	chr9	12625000	12650000	0.01168067	0.00982357	0.00764782
chr9	122900000	122905000	chr9	122990000	122995000	0.05919707	0.02260852	0.01985683
chr9	114485000	114490000	chr9	114650000	114655000	0.07170268	0.03101942	0.01546023
chr9	129640000	129645000	chr9	129785000	129790000	0.07453607	0.02936403	0.02720612
chr9	87335000	87340000	chr9	87660000	87665000	0.0865862999999999	0.02665426	0.02161509
chr9	70410000	70415000	chr9	70600000	70605000	0.06682852	0.04928581	0.04550409
chr9	121545000	121550000	chr9	121680000	121685000	0.15300458	0.08763346	0.0619805
chr9	121685000	121690000	chr9	121990000	121995000	0.13583634	0.0425638599999999	0.03670976
chr9	130460000	130465000	chr9	130680000	130685000	0.3957039	0.3128402999999999	0.18431169
chr9	109235000	109240000	chr9	109315000	109320000	0.0666828	0.05908225	0.0521525699999999
chr9	18255000	18260000	chr9	18440000	18445000	0.18663627	0.15871908	0.1875042
chr9	21710000	21715000	chr9	21780000	21785000	0.090664	0.0733593999999999	0.0934176999999999
chr9	104865000	104870000	chr9	104920000	104925000	0.072096	0.04148606	0.0360802599999999
chr9	114675000	114680000	chr9	114900000	114905000	0.17592261	0.10061931	0.10684647
chr9	127500000	127505000	chr9	127585000	127590000	0.1206808	0.03423823	0.02345924
chr9	70925000	70930000	chr9	71000000	71005000	0.21095532	0.17432835	0.18282291
chr9	126500000	126505000	chr9	126555000	126560000	0.114826	0.05294872	0.05103749
chr9	35825000	35830000	chr9	35880000	35885000	0.1807068	0.1117899	0.11722486
chr9	114905000	114910000	chr9	115010000	115015000	0.068686	0.04165333	0.04738295
chr9	2015000	2020000	chr9	2055000	2060000	0.06677903	0.04850242	0.04586722
chr9	104175000	104180000	chr9	104385000	104390000	0.2125139999999999	0.16867938	0.18651213
chr9	72870000	72875000	chr9	73020000	73025000	0.1872896	0.13373316	0.1589442
chr9	105160000	105165000	chr9	105410000	105415000	0.0902268	0.04521003	0.03851836
chr9	98855000	98860000	chr9	98995000	99000000	0.06901345	0.04313846	0.0365194
chr9	94680000	94685000	chr9	95125000	95130000	0.18528039	0.09420168	0.07004352
chr9	114735000	114740000	chr9	115010000	115015000	0.1138516	0.06181312	0.09189974
chr9	120875000	120880000	chr9	120935000	120940000	0.0953507	0.05827037	0.05492325
chr9	69875000	69880000	chr9	69915000	69920000	0.0736082	0.03704129	0.03379291
chr9	99000000	99005000	chr9	99135000	99140000	0.0945549	0.04027427	0.03605774
chr9	74775000	74780000	chr9	75000000	75005000	0.14801234	0.05102578	0.05270854
chr9	114690000	114695000	chr9	114730000	114735000	0.0779488	0.04702791	0.05045943
chr9	104925000	104930000	chr9	105155000	105160000	0.05962765	0.01774597	0.01588449
chr9	70340000	70345000	chr9	70600000	70605000	0.06986311	0.008737562	0.0113165219999999
chr9	109190000	109195000	chr9	109315000	109320000	0.0671624	0.03467455	0.0288983199999999
chr9	127735000	127740000	chr9	127780000	127785000	0.2234824	0.1965994	0.1964356
chr9	127315000	127320000	chr9	127390000	127395000	0.0765013	0.04555651	0.05244644
chr9	130770000	130775000	chr9	130830000	130835000	0.0942601	0.0569000999999999	0.0712189999999999
chr9	100350000	100355000	chr9	100425000	100430000	0.05253812	0.03414081	0.03181596
chr9	124420000	124425000	chr9	124535000	124540000	0.14505508	0.05908648	0.08076206
chr9	120620000	120625000	chr9	120710000	120715000	0.0651042	0.03492986	0.03657061
chr9	35490000	35495000	chr9	35550000	35555000	0.1052947	0.03946722	0.0298163899999999
chr9	115595000	115600000	chr9	115670000	115675000	0.14131788	0.1337936	0.1273054
chr9	32380000	32385000	chr9	32570000	32575000	0.0925527999999999	0.04905787	0.02091311
chr9	130770000	130775000	chr9	130860000	130865000	0.1136692	0.03199429	0.03712044
chr9	73115000	73120000	chr9	73150000	73155000	0.0936173	0.0695457	0.06066992
chr9	124655000	124660000	chr9	124695000	124700000	0.0761651399999999	0.05179716	0.05489269
chr9	12775000	12780000	chr9	12880000	12885000	0.1528874	0.09642382	0.07344966
chr9	112845000	112850000	chr9	112900000	112905000	0.1214422	0.05621425	0.05101496
chr9	695000	700000	chr9	735000	740000	0.192823	0.1781251999999999	0.1422842
chr9	108410000	108415000	chr9	108565000	108570000	0.12732724	0.08986044	0.06122034
chr9	12720000	12725000	chr9	12770000	12775000	0.06029851	0.05018211	0.05017828
chr9	131590000	131595000	chr9	131740000	131745000	0.1705116	0.0531538	0.03305308
chr9	112090000	112095000	chr9	112360000	112365000	0.1046081	0.0734829	0.04475588
chr9	610000	615000	chr9	755000	760000	0.2104697999999999	0.15035194	0.117975
chr9	110635000	110640000	chr9	111295000	111300000	0.20607618	0.08494362	0.06313239
chr9	114735000	114740000	chr9	114905000	114910000	0.3125049	0.2763648	0.2879994
chr9	101455000	101460000	chr9	101530000	101535000	0.4294563	0.36161664	0.40224
chr9	129735000	129740000	chr9	129780000	129785000	0.6287454	0.5477376	0.5058921
chr9	35900000	35905000	chr9	35945000	35950000	0.2528306	0.1410599599999999	0.1720208
chr9	124615000	124620000	chr9	124710000	124715000	0.4121112	0.16034544	0.15260205
chr9	111760000	111765000	chr9	112075000	112080000	0.2981601	0.12471789	0.05870553
chr9	69970000	69975000	chr9	70110000	70115000	0.3218334	0.2634726	0.1917702
chr9	124770000	124775000	chr9	124850000	124855000	0.6476745	0.5498829	0.5344338
chr9	113590000	113595000	chr9	113655000	113660000	0.5499141	0.3402681	0.3241611
chr9	12720000	12725000	chr9	12885000	12890000	0.1169424	0.0719973	0.03934403
chr9	32380000	32385000	chr9	32430000	32435000	0.1959292	0.1389578	0.14430266
chr9	890000	895000	chr9	1005000	1010000	0.4188606	0.3659234999999999	0.3992393999999999
chr9	97710000	97715000	chr9	97900000	97905000	0.2117236	0.074872	0.0820296599999999
chr9	121210000	121215000	chr9	121275000	121280000	0.0665514	0.05249959	0.05723892
chr9	34440000	34445000	chr9	34495000	34500000	0.0936502999999999	0.06114228	0.04784911
chr9	130105000	130110000	chr9	130235000	130240000	0.1032621	0.0191413299999999	0.01368637
chr9	70040000	70045000	chr9	70110000	70115000	0.05205545	0.05040858	0.04937636
chr9	9605000	9610000	chr9	9790000	9795000	0.1310963	0.11573062	0.1051617
chr9	5185000	5190000	chr9	5425000	5430000	0.15099093	0.07622019	0.06896829
chr9	35955000	35960000	chr9	36015000	36020000	0.0918707	0.0682076	0.0953148
chr9	126705000	126710000	chr9	126780000	126785000	0.3256103999999999	0.25451697	0.2577042
chr9	131760000	131765000	chr9	132250000	132255000	0.2099856	0.1564232	0.04768742
chr9	124255000	124260000	chr9	124295000	124300000	0.0819877099999999	0.05664383	0.04813765
chr9	124615000	124620000	chr9	124755000	124760000	0.17512389	0.0888858	0.07443909
chr9	114680000	114685000	chr9	115010000	115015000	0.1139945399999999	0.06400938	0.0568449799999999
chr9	121320000	121325000	chr9	121365000	121370000	0.0886134	0.06840407	0.06484652
chr9	111035000	111040000	chr9	111295000	111300000	0.09559242	0.05536066	0.06202454
chr9	76815000	76820000	chr9	76985000	76990000	0.08260191	0.03950987	0.04692002
chr9	114435000	114440000	chr9	114650000	114655000	0.0666201	0.0217675	0.01600264
chr9	33165000	33170000	chr9	33220000	33225000	0.0746185799999999	0.04660305	0.05550306
chr9	109905000	109910000	chr9	110150000	110155000	0.06429723	0.0149168499999999	0.01835573
chr9	36100000	36105000	chr9	36160000	36165000	0.069033	0.04483708	0.04232113
chr9	122120000	122125000	chr9	122345000	122350000	0.0861855	0.04626677	0.01578664
chr9	110650000	110655000	chr9	110750000	110755000	0.1223799	0.09957286	0.0947722
chr9	72855000	72860000	chr9	73085000	73090000	0.09959156	0.0625620799999999	0.08362694
chr9	18250000	18255000	chr9	18395000	18400000	0.11613454	0.10007226	0.0983134599999999
chr9	87675000	87680000	chr9	87810000	87815000	0.1506984	0.06956674	0.06688374
chr9	70420000	70425000	chr9	70475000	70480000	0.0735287	0.0507761	0.04430713
chr9	38015000	38020000	chr9	38065000	38070000	0.08264003	0.04537698	0.04935156
chr9	126300000	126305000	chr9	126395000	126400000	0.1214739	0.07895746	0.06795452
chr9	615000	620000	chr9	675000	680000	0.05337412	0.04222912	0.04909495
chr9	129135000	129140000	chr9	129610000	129615000	0.1064546	0.010738196	0.005657148
chr9	74770000	74775000	chr9	75075000	75080000	0.10848808	0.05710004	0.0247837
chr9	36405000	36410000	chr9	36450000	36455000	0.0967746999999999	0.0759243	0.0633917
chr9	14615000	14620000	chr9	14765000	14770000	0.075331	0.03125765	0.02682592
chr9	4310000	4315000	chr9	4365000	4370000	0.0678666	0.0456198899999999	0.06130578
chr9	121210000	121215000	chr9	121315000	121320000	0.06331128	0.02130389	0.01888712
chr9	114500000	114505000	chr9	114590000	114595000	0.05848816	0.02918675	0.02040634
chr9	111760000	111765000	chr9	111895000	111900000	0.04783926	0.0301225899999999	0.03518095
chr9	76815000	76820000	chr9	76905000	76910000	0.14573742	0.11317677	0.12185319
chr9	69970000	69975000	chr9	70030000	70035000	0.07000845	0.05439336	0.0374170199999999
chr9	36250000	36255000	chr9	36325000	36330000	0.084339	0.04728689	0.04096139
chr9	95315000	95320000	chr9	95510000	95515000	0.0427745	0.0278928999999999	0.02089222
chr9	34330000	34335000	chr9	34375000	34380000	0.156498	0.1420598	0.1319968
chr9	20625000	20630000	chr9	20940000	20945000	0.04909126	0.02151768	0.01568654
chr9	117645000	117650000	chr9	117780000	117785000	0.05550231	0.0325329399999999	0.03184328
chr9	72295000	72300000	chr9	72590000	72595000	0.10812424	0.04826874	0.04388966
chr9	70480000	70485000	chr9	70600000	70605000	0.0928941	0.0550987	0.07440986
chr9	69055000	69060000	chr9	69190000	69195000	0.0921818	0.02359321	0.03086991
chr9	36870000	36875000	chr9	36990000	36995000	0.08225769	0.0465582499999999	0.03685048
chr9	122465000	122470000	chr9	122805000	122810000	0.0691571	0.03163805	0.03087661
chr9	113805000	113810000	chr9	113960000	113965000	0.0490055	0.02304996	0.0187586499999999
chr9	110070000	110075000	chr9	110140000	110145000	0.05274483	0.02580465	0.02123163
chr9	104860000	104865000	chr9	105155000	105160000	0.09748014	0.0471315199999999	0.03421578
chr9	78600000	78605000	chr9	78705000	78710000	0.0404138	0.0410005	0.03747992
chr9	109900000	109905000	chr9	110055000	110060000	0.0692251	0.02393968	0.0319531299999999
chr9	17810000	17815000	chr9	18205000	18210000	0.13821009	0.11181099	0.06719217
chr9	120985000	120990000	chr9	121060000	121065000	0.11503466	0.1031949799999999	0.1210596999999999
chr9	127120000	127125000	chr9	127185000	127190000	0.04988291	0.0464798899999999	0.03544831
chr9	115590000	115595000	chr9	115880000	115885000	0.03852434	0.01502916	0.014795592
chr9	88660000	88665000	chr9	89000000	89005000	0.04389693	0.014634437	0.00706809
chr9	32430000	32435000	chr9	32550000	32555000	0.04027978	0.02200235	0.01196424
chr9	15295000	15300000	chr9	15420000	15425000	0.08345996	0.05995194	0.05374706
chr9	72350000	72355000	chr9	72590000	72595000	0.04957646	0.01993173	0.0174415799999999
chr9	20355000	20360000	chr9	20615000	20620000	0.03191511	0.007500823	0.0084812239999999
chr9	4760000	4765000	chr9	4990000	4995000	0.05892858	0.0272454	0.01356074
chr9	126300000	126305000	chr9	126490000	126495000	0.10204832	0.04217602	0.0465654199999999
chr9	87335000	87340000	chr9	87495000	87500000	0.14622891	0.08880417	0.09268194
chr9	71680000	71685000	chr9	71760000	71765000	0.1144258	0.08294992	0.0636437
chr9	3740000	3745000	chr9	4225000	4230000	0.03293405	0.01256272	0.00948342
chr9	116735000	116740000	chr9	116860000	116865000	0.1324175199999999	0.08427214	0.0636894799999999
chr9	115590000	115595000	chr9	116150000	116155000	0.10036914	0.04915083	0.05568798
chr9	97710000	97715000	chr9	97800000	97805000	0.06593799	0.05032202	0.064239
chr9	96230000	96235000	chr9	96315000	96320000	0.05566472	0.02807235	0.02018491
chr9	6585000	6590000	chr9	6665000	6670000	0.1621692	0.1354505	0.1165593
chr9	130705000	130710000	chr9	130860000	130865000	0.0867308	0.018751522	0.01981345
chr9	126395000	126400000	chr9	126490000	126495000	0.0511473	0.03910258	0.0403997399999999
chr9	124940000	124945000	chr9	125140000	125145000	0.04836252	0.0123023	0.01812499
chr9	116590000	116595000	chr9	116650000	116655000	0.0632022	0.04104704	0.04348976
chr9	36405000	36410000	chr9	36555000	36560000	0.1545023999999999	0.08338902	0.0639023
chr9	127940000	127945000	chr9	128035000	128040000	0.1400683999999999	0.06790618	0.0639899999999999
chr9	127785000	127790000	chr9	127870000	127875000	0.07745147	0.02281848	0.02137326
chr9	105160000	105165000	chr9	105240000	105245000	0.0443611	0.02669256	0.02440187
chr9	610000	615000	chr9	805000	810000	0.06321056	0.03912411	0.04293906
chr9	129175000	129180000	chr9	129610000	129615000	0.05784609	0.02537294	0.00776991
chr9	115590000	115595000	chr9	116570000	116575000	0.03049192	0.01292826	0.0026683949999999
chr9	94870000	94875000	chr9	95005000	95010000	0.04492509	0.01871078	0.01755442
chr9	72380000	72385000	chr9	72525000	72530000	0.03751038	0.02068093	0.0218573099999999
chr9	81525000	81530000	chr9	81680000	81685000	0.03847901	0.01634404	0.01497012
chr9	112485000	112490000	chr9	112555000	112560000	0.04728152	0.02750011	0.024278
chr9	6825000	6830000	chr9	6905000	6910000	0.05165717	0.02182048	0.0243158799999999
chr9	127215000	127220000	chr9	127395000	127400000	0.04388383	0.014566755	0.01792125
chr9	127610000	127615000	chr9	127715000	127720000	0.04201237	0.02292511	0.02154258
chr9	111595000	111600000	chr9	111690000	111695000	0.04744569	0.0241793	0.02284962
chr9	110635000	110640000	chr9	111035000	111040000	0.0307697899999999	0.01587986	0.0114888
chr9	98315000	98320000	chr9	98775000	98780000	0.04162192	0.01306016	0.0095693599999999
chr9	78600000	78605000	chr9	78780000	78785000	0.12489513	0.0885633899999999	0.07936821
chr9	130895000	130900000	chr9	130940000	130945000	0.1035606	0.05340337	0.03324198
chr9	88590000	88595000	chr9	89000000	89005000	0.06033278	0.015393	0.01765578
chr9	36630000	36635000	chr9	36725000	36730000	0.05328433	0.03469899	0.03229426
chr9	20550000	20555000	chr9	20620000	20625000	0.03969715	0.02672306	0.0271420699999999
chr9	5185000	5190000	chr9	5590000	5595000	0.03223027	0.0110107	0.006017952
chr9	4075000	4080000	chr9	4225000	4230000	0.0415994	0.02356603	0.02752573
chr9	129500000	129505000	chr9	129565000	129570000	0.07553015	0.0596275	0.0521333
chr9	127785000	127790000	chr9	127920000	127925000	0.05275042	0.02833689	0.02005232
chr9	115880000	115885000	chr9	116150000	116155000	0.0382326	0.01315437	0.01187152
chr9	100030000	100035000	chr9	100210000	100215000	0.04836369	0.01383109	0.01616911
chr9	98805000	98810000	chr9	98995000	99000000	0.03730395	0.0204312099999999	0.01302968
chr9	69670000	69675000	chr9	69755000	69760000	0.04079204	0.0254252599999999	0.02013704
chr9	35900000	35905000	chr9	36020000	36025000	0.05472742	0.03179344	0.02683437
chr9	104775000	104780000	chr9	105155000	105160000	0.02982571	0.01276733	0.006686651
chr9	72280000	72285000	chr9	72810000	72815000	0.04253291	0.01530161	0.0092389
chr9	70640000	70645000	chr9	71000000	71005000	0.03966397	0.02289243	0.015836905
chr9	125555000	125560000	chr9	125750000	125755000	0.03537598	0.0088426099999999	0.01323225
chr9	83975000	83980000	chr9	84170000	84175000	0.04260823	0.02709467	0.01862035
chr9	35785000	35790000	chr9	35880000	35885000	0.06408228	0.01976427	0.01973357
chr9	113875000	113880000	chr9	113960000	113965000	0.05549828	0.02563817	0.02301972
chr9	70340000	70345000	chr9	70480000	70485000	0.04327001	0.011184578	0.00939885
chr9	34125000	34130000	chr9	34250000	34255000	0.03733383	0.02005413	0.01297072
chr9	17115000	17120000	chr9	17460000	17465000	0.08268984	0.04237968	0.03718186
chr9	129885000	129890000	chr9	130095000	130100000	0.06211414	0.006045916	0.01374034
chr9	124550000	124555000	chr9	124710000	124715000	0.0371656	0.015287205	0.01681483
chr9	115690000	115695000	chr9	116150000	116155000	0.0297637	0.0112758799999999	0.01607687
chr9	111825000	111830000	chr9	112075000	112080000	0.04077226	0.010745814	0.011508939
