seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr2	33715649	33716049	401	*	3.87130192	4.455430092	2.873802015	1.003115115	2.24E-06	0.000897424	Distal Intergenic	2	33641331	33646354	5024	1	100504399	ENSMUST00000147294.2	74318	NA	C130021I20Rik	Riken cDNA C130021I20 gene
chr3	38482069	38482469	401	*	3.684058796	4.33010998	2.483547077	1.047770941	2.30E-06	0.000911099	Promoter	3	38449651	38483091	33441	2	99696	ENSMUST00000156038.1	622	ENSMUSG00000044864	Ankrd50	ankyrin repeat domain 50
chr1	63270077	63270477	401	*	4.869325397	5.415607295	3.97950868	0.963489256	2.36E-06	0.000911099	"Intron (ENSMUST00000153049.7/ENSMUST00000153049.7, intron 3 of 4)"	1	63273265	63314576	41312	1	73884	ENSMUST00000114132.7	-2788	ENSMUSG00000027520	Zdbf2	"zinc finger, DBF-type containing 2"
chr4	46069995	46070395	401	*	4.607251335	5.156648731	3.708970559	0.970777069	2.37E-06	0.000911099	"Intron (ENSMUST00000107773.2/21916, intron 2 of 9)"	4	46077127	46099708	22582	1	21916	ENSMUST00000128689.7	-6732	ENSMUSG00000028328	Tmod1	tropomodulin 1
chr12	84865063	84865463	401	*	3.864580509	4.523885647	2.615369567	1.051459962	2.39E-06	0.000911099	"Intron (ENSMUST00000002073.12/16997, intron 2 of 35)"	12	84875769	84878132	2364	1	100303738	ENSMUST00000171853.1	-10306	ENSMUSG00000092130	D030025P21Rik	RIKEN cDNA D030025P21 gene
chr18	69354663	69355063	401	*	4.043708776	4.598445412	3.130762959	0.975495609	2.40E-06	0.000911099	"Intron (ENSMUST00000203002.3/21413, intron 3 of 6)"	18	69348944	69642932	293989	1	21413	ENSMUST00000201124.3	5719	ENSMUSG00000053477	Tcf4	transcription factor 4
chr18	82913081	82913481	401	*	4.039687404	4.607781171	3.089141512	0.984314295	2.45E-06	0.000911099	"Intron (ENSMUST00000235793.1/329003, intron 1 of 1)"	18	82914632	83005314	90683	1	329003	ENSMUST00000071233.6	-1151	ENSMUSG00000058881	Zfp516	zinc finger protein 516
chr17	90644095	90644495	401	*	3.445430853	4.1202704	2.136360257	1.060661542	2.47E-06	0.000911099	"Intron (ENSMUST00000072671.13/18189, intron 6 of 20)"	17	90589916	90630224	40309	2	18189	ENSMUST00000177342.2	-13871	ENSMUSG00000024109	Nrxn1	neurexin I
chr4	128394132	128394532	401	*	4.194214535	4.77185241	3.215967898	0.991031714	2.50E-06	0.000911099	"Intron (ENSMUST00000144298.1/329942, intron 20 of 24)"	4	128477154	128501177	24024	1	329942	ENSMUST00000148247.1	-82622	ENSMUSG00000028804	Csmd2	CUB and Sushi multiple domains 2
chr17	31456958	31457358	401	*	4.274265919	4.883523183	3.198826014	1.0183375	2.50E-06	0.000911099	"Intron (ENSMUST00000047168.12/18585, intron 9 of 18)"	17	31460894	31476155	15262	1	18585	ENSMUST00000236675.1	-3536	ENSMUSG00000041119	Pde9a	phosphodiesterase 9A
chr18	37659446	37659846	401	*	4.429558997	4.970646615	3.553704332	0.96635615	2.51E-06	0.000911099	"Exon (ENSMUST00000192137.1/ENSMUST00000192137.1, exon 1 of 1)"	18	37661793	37841873	180081	1	93709	ENSMUST00000194190.1	-1947	ENSMUSG00000103144	Pcdhga1	"protocadherin gamma subfamily A, 1"
chr11	50139786	50140186	401	*	3.963369653	4.552206937	2.951682466	0.997365251	2.54E-06	0.000914783	"Intron (ENSMUST00000093138.12/76795, intron 2 of 20)"	11	50135427	50140568	5142	1	76795	ENSMUST00000126758.1	4359	ENSMUSG00000036644	Tbc1d9b	"TBC1 domain family, member 9B"
chrX	58037608	58038008	401	*	4.182299255	4.724069731	3.304619648	0.967654994	2.59E-06	0.00092306	"Intron (ENSMUST00000088629.3/22773, intron 2 of 2)"	20	58031010	58041736	10727	1	22773	ENSMUST00000088629.3	6598	ENSMUSG00000067860	Zic3	zinc finger protein of the cerebellum 3
chr4	55076750	55077150	401	*	3.42502987	4.082958975	2.180973186	1.041309652	2.88E-06	0.001017175	"Intron (ENSMUST00000098070.9/242466, intron 11 of 12)"	4	55011480	55081330	69851	1	242466	ENSMUST00000079605.4	65270	ENSMUSG00000060206	Zfp462	zinc finger protein 462
chr15	61987230	61987630	401	*	3.40114217	2.088626952	4.076851229	-1.043294661	2.96E-06	0.001035387	Promoter	15	61987422	61990253	2832	1	17869	ENSMUST00000160009.1	0	ENSMUSG00000022346	Myc	myelocytomatosis oncogene
chr5	114805009	114805409	401	*	4.372600575	4.880127931	3.582711102	0.92189002	3.00E-06	0.001035387	3' UTR	5	114799457	114806200	6744	1	68420	ENSMUST00000131803.1	5552	ENSMUSG00000041870	Ankrd13a	ankyrin repeat domain 13a
chr4	98632541	98632941	401	*	3.139603537	1.694654337	3.846858766	-1.07397873	3.01E-06	0.001035387	"Intron (ENSMUST00000041284.9/12695, intron 31 of 43)"	4	98546973	98689011	142039	1	12695	ENSMUST00000030290.7	85568	ENSMUSG00000061859	Patj	"PATJ, crumbs cell polarity complex component"
chr7	83633868	83634268	401	*	4.118782829	4.702263905	3.123217998	0.992157828	3.03E-06	0.001035387	"Exon (ENSMUST00000207355.1/ENSMUST00000207355.1, exon 1 of 1)"	7	83632553	83633355	803	1	170460	ENSMUST00000130723.1	1315	ENSMUSG00000046027	Stard5	StAR related lipid transfer domain containing 5
chr13	23746637	23747037	401	*	4.034881427	4.638447653	2.977586047	1.006545868	3.34E-06	0.001131587	Promoter	13	23746734	23747241	508	1	319178	ENSMUST00000099703.4	0	ENSMUSG00000075031	H2bc3	H2B clustered histone 3
chr18	42400385	42400785	401	*	3.592637973	4.264584035	2.294956408	1.036350708	3.60E-06	0.00119816	Distal Intergenic	18	42394539	42397249	2711	1	18998	ENSMUST00000025374.3	5846	ENSMUSG00000024497	Pou4f3	"POU domain, class 4, transcription factor 3"
chr4	13566142	13566542	401	*	3.762042622	4.393707951	2.612114213	1.014948825	3.60E-06	0.00119816	Distal Intergenic	4	13743436	13893649	150214	1	12395	ENSMUST00000006761.9	-176894	ENSMUSG00000006586	Runx1t1	RUNX1 translocation partner 1
chr4	46071626	46072026	401	*	4.674964522	5.164147406	3.929196579	0.897415613	3.74E-06	0.001222486	"Intron (ENSMUST00000107773.2/21916, intron 2 of 9)"	4	46077127	46099708	22582	1	21916	ENSMUST00000128689.7	-5101	ENSMUSG00000028328	Tmod1	tropomodulin 1
chr12	11383816	11384216	401	*	4.543120127	5.077971859	3.68378558	0.944575868	3.74E-06	0.001222486	"Intron (ENSMUST00000220506.1/26950, intron 2 of 3)"	12	11325242	11435640	110399	2	26950	ENSMUST00000220506.1	51424	ENSMUSG00000054459	Vsnl1	visinin-like 1
chr13	23581781	23582181	401	*	4.348067525	4.960396155	3.262709475	1.005334826	3.80E-06	0.001230284	Promoter	13	23581598	23582735	1138	1	319156	ENSMUST00000102968.2	183	ENSMUSG00000061482	H4c4	H4 clustered histone 4
chr3	8533901	8534301	401	*	3.691050314	4.308443333	2.589140933	1.004470493	3.83E-06	0.001230284	"Intron (ENSMUST00000029002.8/20257, intron 1 of 4)"	3	8509586	8542437	32852	1	20257	ENSMUST00000194905.1	24315	ENSMUSG00000027500	Stmn2	stathmin-like 2
chr10	108626132	108626532	401	*	3.400375021	2.126331593	4.066223236	-1.026792192	4.03E-06	0.001285651	"Intron (ENSMUST00000105276.7/20979, intron 9 of 11)"	10	108627286	108636964	9679	2	20979	ENSMUST00000147593.1	10432	ENSMUSG00000035864	Syt1	synaptotagmin I
chr4	98621095	98621495	401	*	3.637839141	2.539754558	4.254068575	-1.003619255	4.26E-06	0.001348129	"Intron (ENSMUST00000041284.9/12695, intron 30 of 43)"	4	98546973	98689011	142039	1	12695	ENSMUST00000030290.7	74122	ENSMUSG00000061859	Patj	"PATJ, crumbs cell polarity complex component"
chr9	4788303	4788703	401	*	3.573486644	4.219756032	2.3721899	1.010786839	4.52E-06	0.001417356	"Intron (ENSMUST00000063508.14/14802, intron 3 of 16)"	9	4417899	4795519	377621	2	14802	ENSMUST00000212533.1	6816	ENSMUSG00000025892	Gria4	"glutamate receptor, ionotropic, AMPA4 (alpha 4)"
chr13	23558904	23559304	401	*	2.710790408	3.539295605	0.553362701	1.135367321	4.56E-06	0.001418742	3' UTR	13	23561534	23562369	836	2	319151	ENSMUST00000105107.1	3065	ENSMUSG00000069273	H3c6	H3 clustered histone 6
chr2	38824752	38825152	401	*	3.685032331	4.317186021	2.533423646	1.006468429	4.60E-06	0.001420254	"Intron (ENSMUST00000129089.1/ENSMUST00000129089.1, intron 1 of 1)"	2	38852735	38852810	76	1	387176	ENSMUST00000083489.1	-27583	ENSMUSG00000065423	Mir181a-2	microRNA 181a-2
chr4	101350151	101350551	401	*	3.814673454	4.412890114	2.774164328	0.983877027	4.75E-06	0.001455219	"Intron (ENSMUST00000144604.1/77866, intron 1 of 1)"	4	101346945	101347027	83	2	387143	ENSMUST00000083517.1	-3124	ENSMUSG00000065451	Mir101a	microRNA 101a
chr10	60829008	60829408	401	*	4.435482833	5.001049691	3.492152648	0.959119122	4.82E-06	0.001463739	"Intron (ENSMUST00000077925.6/107449, intron 1 of 16)"	10	60764577	60831382	66806	2	107449	ENSMUST00000218637.1	1974	ENSMUSG00000020099	Unc5b	unc-5 netrin receptor B
chr7	143401281	143401681	401	*	3.677820603	2.434387482	4.335582812	-1.009116006	4.97E-06	0.001500185	"Intron (ENSMUST00000009689.10/16535, intron 15 of 15)"	7	143458722	143459311	590	2	12577	ENSMUST00000208118.1	57630	ENSMUSG00000037664	Cdkn1c	cyclin dependent kinase inhibitor 1C
chr14	48662839	48663239	401	*	4.372616722	4.976170575	3.315360466	0.98147927	5.08E-06	0.001517661	Promoter	14	48658171	48662872	4702	2	18424	ENSMUST00000122009.7	0	ENSMUSG00000021848	Otx2	orthodenticle homeobox 2
chr4	120789844	120790244	401	*	4.407856608	4.939460986	3.557022724	0.930764979	5.11E-06	0.001517661	Promoter	4	120758177	120790481	32305	2	18046	ENSMUST00000097906.11	237	ENSMUSG00000032897	Nfyc	nuclear transcription factor-Y gamma
chr18	32975942	32976342	401	*	4.217337373	4.787102552	3.261991786	0.957472084	5.17E-06	0.001524275	"Intron (ENSMUST00000234205.1/12326, intron 4 of 14)"	18	32939158	33186270	247113	1	12326	ENSMUST00000042868.5	36784	ENSMUSG00000038128	Camk4	calcium/calmodulin-dependent protein kinase IV
chr5	53172160	53172560	401	*	5.083051978	5.597781595	4.27530587	0.916777889	5.28E-06	0.001528651	Promoter	5	53155595	53173112	17518	2	231238	ENSMUST00000196550.1	552	ENSMUSG00000029189	Sel1l3	sel-1 suppressor of lin-12-like 3 (C. elegans)
chr13	97093864	97094264	401	*	4.326698148	4.857316535	3.478431665	0.932631209	5.29E-06	0.001528651	"Exon (ENSMUST00000169863.8/320557, exon 4 of 13)"	13	97071643	97129515	57873	1	320557	ENSMUST00000042517.7	22221	ENSMUSG00000041817	Fam169a	"family with sequence similarity 169, member A"
chr17	64466761	64467161	401	*	4.403136166	4.927815775	3.570201003	0.924047729	5.30E-06	0.001528651	Distal Intergenic	17	64440806	64440907	102	1	102465228	ENSMUST00000185032.1	25955	ENSMUSG00000098984	Mir6420	microRNA 6420
chr6	113322613	113323013	401	*	4.435933129	4.944838186	3.642651829	0.908846439	5.40E-06	0.001545913	"Intron (ENSMUST00000113122.7/78783, intron 13 of 13)"	6	113320541	113324702	4162	1	78783	ENSMUST00000131594.1	2072	ENSMUSG00000001632	Brpf1	"bromodomain and PHD finger containing, 1"
chr17	71658214	71658614	401	*	4.887210786	5.372545495	4.150460111	0.88190943	5.45E-06	0.001547526	3' UTR	17	71657096	71657978	883	1	72515	ENSMUST00000234339.1	1118	ENSMUSG00000041057	Wdr43	WD repeat domain 43
chr12	70879413	70879813	401	*	4.74612197	5.245791683	3.97536574	0.892998596	5.55E-06	0.001548137	"Intron (ENSMUST00000057859.8/319710, intron 5 of 13)"	12	70871525	70900006	28482	1	319710	ENSMUST00000220515.1	7888	ENSMUSG00000048285	Frmd6	FERM domain containing 6
chr6	30959125	30959525	401	*	6.697080572	7.159649555	6.012082354	0.857585097	5.57E-06	0.001548137	Promoter	6	30956023	30959078	3056	2	619665	ENSMUST00000101589.4	-47	ENSMUSG00000073209	Klf14	Kruppel-like transcription factor 14
chr5	8091526	8091926	401	*	4.263094007	4.809646518	3.372544789	0.945048186	5.57E-06	0.001548137	"Intron (ENSMUST00000050166.13/11496, intron 28 of 29)"	5	8078686	8116605	37920	2	11496	ENSMUST00000144241.7	24679	ENSMUSG00000040537	Adam22	a disintegrin and metallopeptidase domain 22
chr10	120474719	120475119	401	*	4.640120355	5.178161859	3.772368018	0.934593459	5.63E-06	0.001553002	"Intron (ENSMUST00000072777.13/15364, intron 1 of 4)"	10	120470290	120476292	6003	2	15364	ENSMUST00000159310.1	1173	ENSMUSG00000056758	Hmga2	high mobility group AT-hook 2
chr13	30977898	30978298	401	*	3.390595816	4.059754389	2.103780365	1.010756805	5.67E-06	0.001553002	Distal Intergenic	13	30923656	30974093	50438	2	66482	ENSMUST00000222133.1	-3805	ENSMUSG00000021357	Exoc2	exocyst complex component 2
chr13	23562217	23562617	401	*	4.117375405	4.668154824	3.215318159	0.941795506	5.73E-06	0.001559441	Promoter	13	23561534	23562369	836	2	319151	ENSMUST00000105107.1	0	ENSMUSG00000069273	H3c6	H3 clustered histone 6
chr1	88639842	88640242	401	*	3.341589567	1.814389611	4.066719851	-1.028221846	5.90E-06	0.001593627	Distal Intergenic	1	88698225	88702221	3997	2	320982	ENSMUST00000159814.1	61979	ENSMUSG00000049866	Arl4c	ADP-ribosylation factor-like 4C
chr9	75186691	75187091	401	*	4.958577079	5.405528299	4.307587832	0.834085418	6.10E-06	0.001625541	Promoter	9	75185996	75201319	15324	1	17918	ENSMUST00000130384.1	695	ENSMUSG00000034593	Myo5a	myosin VA
chr17	90552507	90552907	401	*	3.739747784	4.370063929	2.594448345	0.988763747	6.10E-06	0.001625541	"Intron (ENSMUST00000072671.13/18189, intron 15 of 20)"	17	90362553	90588693	226141	2	18189	ENSMUST00000196559.4	35786	ENSMUSG00000024109	Nrxn1	neurexin I
chr2	59800151	59800551	401	*	4.413596161	4.914400885	3.64009823	0.900356257	6.19E-06	0.001639324	"Exon (ENSMUST00000112568.7/66860, exon 14 of 27)"	2	59806068	59809504	3437	1	66860	ENSMUST00000162857.1	-5517	ENSMUSG00000035168	Tanc1	"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1"
chr12	86217059	86217459	401	*	3.707781252	4.342295343	2.548015494	0.992774917	6.24E-06	0.001641196	Distal Intergenic	12	86241858	86291784	49927	1	70373	ENSMUST00000221368.1	-24399	ENSMUSG00000021254	Gpatch2l	G patch domain containing 2 like
chr18	77951138	77951538	401	*	4.31914184	4.825598447	3.531880775	0.900739576	6.34E-06	0.001641196	"Exon (ENSMUST00000044622.6/100502841, exon 3 of 44)"	18	77955210	77991628	36419	1	100502841	ENSMUST00000237997.1	-3672	ENSMUSG00000039840	Epg5	ectopic P-granules 5 autophagy tethering factor
chr19	40349704	40350104	401	*	4.131738543	4.691129462	3.205841291	0.95127328	6.36E-06	0.001641196	"Exon (ENSMUST00000226047.1/20411, exon 14 of 24)"	19	40334032	40340594	6563	2	20411	ENSMUST00000226028.1	-9110	ENSMUSG00000025006	Sorbs1	sorbin and SH3 domain containing 1
chrX	43411764	43412164	401	*	3.75072329	4.338819904	2.741279891	0.967547142	6.38E-06	0.001641196	"Exon (ENSMUST00000121714.1/ENSMUST00000121714.1, exon 1 of 1)"	20	42824358	43429003	604646	2	23963	ENSMUST00000154433.7	16839	ENSMUSG00000016150	Tenm1	teneurin transmembrane protein 1
chr2	37623951	37624351	401	*	4.096906514	4.621622466	3.263878215	0.914402283	6.41E-06	0.001641196	"Exon (ENSMUST00000183690.7/20744, exon 9 of 19)"	2	37483228	37647219	163992	2	20744	ENSMUST00000183690.7	22868	ENSMUSG00000026915	Strbp	spermatid perinuclear RNA binding protein
chr9	58222681	58223081	401	*	2.807978371	1.027107015	3.581124368	-1.048083839	6.76E-06	0.001719818	"Intron (ENSMUST00000085673.10/18854, intron 7 of 8)"	9	58221150	58221254	105	1	102466639	ENSMUST00000184295.1	1531	ENSMUSG00000098886	Mir6385	microRNA 6385
chr16	23226326	23226726	401	*	3.301355667	1.999209756	3.97443935	-1.002198631	6.90E-06	0.0017435	Promoter	16	23226021	23360350	134330	1	20440	ENSMUST00000178797.7	305	ENSMUSG00000022885	St6gal1	"beta galactoside alpha 2,6 sialyltransferase 1"
chr10	109717070	109717470	401	*	3.176687911	3.865403412	1.811382373	1.010189161	6.98E-06	0.001751339	"Intron (ENSMUST00000032719.14/260315, intron 27 of 38)"	10	109714302	109723801	9500	2	260315	ENSMUST00000161223.1	6331	ENSMUSG00000020181	Nav3	neuron navigator 3
chr2	104252387	104252787	401	*	4.119425533	4.661231937	3.241649818	0.932285071	7.20E-06	0.001794768	"Exon (ENSMUST00000089726.9/241589, exon 4 of 21)"	2	104207666	104257984	50319	2	241589	ENSMUST00000149165.1	5197	ENSMUSG00000068373	D430041D05Rik	RIKEN cDNA D430041D05 gene
chr17	29678159	29678559	401	*	4.877728289	5.360666723	4.146552309	0.867170469	7.70E-06	0.001909292	Promoter	17	29678879	29690407	11529	1	74157	ENSMUST00000128410.7	-320	ENSMUSG00000024019	Cmtr1	cap methyltransferase 1
chr12	31927297	31927697	401	*	5.234996727	5.716357482	4.507474303	0.873388409	7.91E-06	0.001942746	3' UTR	12	31930924	31934803	3880	2	73389	ENSMUST00000176138.1	7106	ENSMUSG00000002996	Hbp1	high mobility group box transcription factor 1
chr2	104153117	104153517	401	*	5.027718731	5.515693274	4.284790911	0.879689563	7.94E-06	0.001942746	"Intron (ENSMUST00000089726.9/241589, intron 19 of 20)"	2	104152180	104158419	6240	2	241589	ENSMUST00000155458.1	4902	ENSMUSG00000068373	D430041D05Rik	RIKEN cDNA D430041D05 gene
chr2	104191715	104192115	401	*	3.735697534	4.344208383	2.662654536	0.970222164	8.19E-06	0.001990729	"Intron (ENSMUST00000089726.9/241589, intron 16 of 20)"	2	104152180	104158419	6240	2	241589	ENSMUST00000155458.1	-33296	ENSMUSG00000068373	D430041D05Rik	RIKEN cDNA D430041D05 gene
chr14	48709883	48710283	401	*	3.382631427	4.053110919	2.090679621	0.991949253	8.32E-06	0.002000112	"Intron (ENSMUST00000228153.1/606497, intron 2 of 4)"	14	48657851	48673819	15969	2	18424	ENSMUST00000227404.1	-36064	ENSMUSG00000021848	Otx2	orthodenticle homeobox 2
chr17	90620621	90621021	401	*	3.911193836	4.479184992	2.960941907	0.944922857	8.36E-06	0.002000112	"Exon (ENSMUST00000072671.13/18189, exon 10 of 21)"	17	90620048	90630027	9980	2	18189	ENSMUST00000162227.2	9006	ENSMUSG00000024109	Nrxn1	neurexin I
chr11	68722725	68723125	401	*	4.571112775	5.053784871	3.840554507	0.861441829	8.42E-06	0.002000112	"Intron (ENSMUST00000102611.9/77579, intron 3 of 40)"	11	68692316	68816624	124309	1	77579	ENSMUST00000092984.5	30409	ENSMUSG00000020900	Myh10	"myosin, heavy polypeptide 10, non-muscle"
chr7	143439401	143439801	401	*	4.406824143	3.553848201	4.939249307	-0.910815801	8.43E-06	0.002000112	Distal Intergenic	7	143458722	143459311	590	2	12577	ENSMUST00000208118.1	19510	ENSMUSG00000037664	Cdkn1c	cyclin dependent kinase inhibitor 1C
chr7	25688335	25688735	401	*	4.608339418	5.11708387	3.815454095	0.89310331	8.90E-06	0.002097372	Promoter	7	25688148	25688724	577	1	21803	ENSMUST00000206584.1	187	ENSMUSG00000002603	Tgfb1	"transforming growth factor, beta 1"
chr1	136627516	136627916	401	*	5.423605222	5.868955521	4.77603677	0.82711491	9.27E-06	0.002159825	"Exon (ENSMUST00000047734.14/226442, exon 2 of 2)"	1	136624901	136630053	5153	1	226442	ENSMUST00000112046.1	2615	ENSMUSG00000041483	Zfp281	zinc finger protein 281
chr13	49248072	49248472	401	*	3.844460933	4.410927787	2.89856635	0.942772959	9.30E-06	0.002159825	Promoter	13	49230690	49248294	17605	2	66329	ENSMUST00000058196.12	0	ENSMUSG00000021384	Susd3	sushi domain containing 3
chr3	16190060	16190460	401	*	3.679447961	4.280761715	2.629251964	0.963583734	9.33E-06	0.002159825	"Intron (ENSMUST00000108345.8/229096, intron 3 of 4)"	3	16183236	16216855	33620	1	229096	ENSMUST00000108346.4	6824	ENSMUSG00000047213	Ythdf3	YTH N6-methyladenosine RNA binding protein 3
chr11	113829736	113830136	401	*	3.549685396	4.214541093	2.279443709	0.984983604	9.47E-06	0.002179832	"Exon (ENSMUST00000041627.13/237979, exon 29 of 45)"	11	113806341	113826219	19879	2	237979	ENSMUST00000125879.1	-3517	ENSMUSG00000041592	Sdk2	sidekick cell adhesion molecule 2
chr5	8363575	8363975	401	*	4.70528611	5.228417703	3.876310344	0.906746821	9.76E-06	0.00222501	"Intron (ENSMUST00000050166.13/11496, intron 2 of 29)"	5	8072352	8367982	295631	2	11496	ENSMUST00000050166.13	4007	ENSMUSG00000040537	Adam22	a disintegrin and metallopeptidase domain 22
chr15	89525649	89526049	401	*	5.456480749	5.903312248	4.805747731	0.827184083	9.78E-06	0.00222501	"Intron (ENSMUST00000109309.8/58234, intron 12 of 21)"	15	89524322	89534394	10073	1	58234	ENSMUST00000154240.7	1327	ENSMUSG00000022623	Shank3	SH3 and multiple ankyrin repeat domains 3
chr16	6367377	6367777	401	*	4.948305713	5.397649068	4.292182757	0.832145974	1.00E-05	0.002269631	"Intron (ENSMUST00000230658.1/268859, intron 2 of 11)"	16	6349138	7411526	1062389	1	268859	ENSMUST00000056416.8	18239	ENSMUSG00000008658	Rbfox1	"RNA binding protein, fox-1 homolog (C. elegans) 1"
chr15	102562468	102562868	401	*	4.402450166	4.894669462	3.649509993	0.877819511	1.10E-05	0.002470279	"Intron (ENSMUST00000184772.1/223922, intron 3 of 12)"	15	102523846	102524942	1097	2	54615	ENSMUST00000184659.1	-37526	ENSMUSG00000023052	Npff	neuropeptide FF-amide peptide precursor
chr5	8360333	8360733	401	*	3.737634886	4.370684368	2.582937517	0.961015922	1.12E-05	0.002508667	"Intron (ENSMUST00000050166.13/11496, intron 2 of 29)"	5	8072352	8367982	295631	2	11496	ENSMUST00000050166.13	7249	ENSMUSG00000040537	Adam22	a disintegrin and metallopeptidase domain 22
chr7	134188067	134188467	401	*	3.580691514	2.513494975	4.187374893	-0.950529555	1.14E-05	0.00251863	"Intron (ENSMUST00000067680.10/11489, intron 1 of 22)"	7	133883199	134225097	341899	2	11489	ENSMUST00000067680.10	36630	ENSMUSG00000054555	Adam12	ADAM metallopeptidase domain 12
