gene	chr	start	end	mc_wt	mc_ko	hmc_wt	hmc_ko	ratio_wt	ratio_ko	delta_ratio_tet
Mrfap1	chr5	36794867	36796771	0.001768	9.8e-05	0.00437	0.001137	0	0	0
Man2b2	chr5	36806921	36830652	0.018488	0.007361	0.007757	0.003212	0.295566	0.303819	0.008253
Wfs1	chr5	36966104	36989204	0.020075	0.007217	0.008329	0.002481	0.293244	0	-0.293244
Evc	chr5	37289098	37336893	0.012154	0.00385	0.005	0.001542	0.29148	0	-0.29148
Stk32b	chr5	37446825	37717170	0.008656	0.00191	0.003657	0.000935	0.296971	0	-0.296971
Msx1	chr5	37820485	37824582	0.002109	0.001249	0.002931	0.003156	0	0	0
Nsg1	chr5	38137192	38159906	0.002284	0.001	0.003266	0.002503	0	0	0
Zbtb49	chr5	38189735	38220456	0.011089	0.00325	0.006983	0.002063	0.386417	0	-0.386417
Slc2a9	chr5	38349273	38503142	0.010402	0.002801	0.004819	0.00141	0.316573	0	-0.316573
Wdr1	chr5	38526813	38563220	0.00572	0.001791	0.00451	0.001747	0.440867	0	-0.440867
Zfp518b	chr5	38668484	38684825	0.018649	0.00463	0.008043	0.000862	0.301339	0	-0.301339
Clnk	chr5	38706462	38876811	0.009883	0.002224	0.004247	0.000793	0.300545	0	-0.300545
Hs3st1	chr5	39613935	39755474	0.005608	0.001091	0.003022	0.000653	0	0	0
Rab28	chr5	41624976	41708156	0.003616	0.000959	0.002653	0.000576	0	0	0
Nkx3-2	chr5	41761483	41764500	0.003048	0.001554	0.002996	0.00127	0	0	0
Bod1l	chr5	41787538	41844314	0.008308	0.002013	0.003158	0.000658	0.275441	0	-0.275441
Fbxl5	chr5	43744615	43821637	0.007464	0.001709	0.003624	0.000532	0.326836	0	-0.326836
Fgfbp1	chr5	43978858	43981778	0.015934	0.004316	0.005013	0.00291	0.239315	0	-0.239315
Prom1	chr5	43993620	44102031	0.010185	0.002685	0.004359	0.000979	0.299702	0	-0.299702
Tapt1	chr5	44175154	44226625	0.007407	0.001698	0.005288	0.000891	0.416538	0	-0.416538
Ldb2	chr5	44472132	44799679	0.007687	0.001461	0.003569	0.000773	0.317064	0	-0.317064
Qdpr	chr5	45434021	45450235	0.007693	0.002715	0.005322	0.001361	0.408889	0	-0.408889
Fam184b	chr5	45529705	45639613	0.003517	0.000969	0.003359	0.000949	0	0	0
Lcorl	chr5	45697181	45857614	0.006685	0.001022	0.002572	0.00044	0	0	0
Kcnip4	chr5	48389502	49524906	0.004559	0.000912	0.00236	0.000431	0	0	0
Adgra3	chr5	49959956	50059005	0.01258	0.002605	0.005313	0.001094	0.296944	0	-0.296944
Ppargc1a	chr5	51454250	51567725	0.005343	0.001017	0.003823	0.000876	0	0	0
Dhx15	chr5	52150203	52190513	0.004046	0.000675	0.003926	0.000509	0	0	0
Ccdc149	chr5	52374651	52471520	0.01125	0.002408	0.005464	0.001114	0.326892	0	-0.326892
Lgi2	chr5	52533517	52566461	0.012971	0.002379	0.006649	0.001419	0.338903	0	-0.338903
Sepsecs	chr5	52640087	52669707	0.008289	0.001492	0.004454	0.00064	0.349528	0	-0.349528
Sel1l3	chr5	53107083	53213926	0.010858	0.002813	0.007044	0.001909	0.393476	0	-0.393476
Cckar	chr5	53697776	53707704	0.024029	0.007699	0.006419	0.001601	0.210818	0	-0.210818
Arap2	chr5	62602445	62766158	0.003575	0.000881	0.003588	0.000734	0	0	0
Rell1	chr5	63908897	63968896	0.014202	0.003301	0.006683	0.001517	0.319979	0	-0.319979
Tlr1	chr5	64924679	64933562	0.01125	0.001884	0.003588	0.000788	0.241825	0	-0.241825
Tlr6	chr5	64952031	64960096	0.015285	0.002973	0.005895	0.001589	0.278308	0	-0.278308
Tmem156	chr5	65054346	65092131	0.011791	0.001846	0.004979	0.001252	0.296893	0	-0.296893
Rfc1	chr5	65261850	65335669	0.012784	0.002332	0.00399	0.000681	0.237876	0	-0.237876
Rpl9	chr5	65388364	65391443	0.003279	0.000696	0.004364	0.000714	0	0	0
Ugdh	chr5	65413221	65435948	0.0123	0.002477	0.005101	0.000612	0.293135	0	-0.293135
Gm43552	chr5	65427427	65492832	0.007703	0.001955	0.005522	0.00153	0.417551	0	-0.417551
Smim14	chr5	65446844	65537183	0.008087	0.00188	0.004345	0.001094	0.349502	0	-0.349502
Pds5a	chr5	65605721	65698272	0.006761	0.001257	0.003965	0.000823	0.369663	0	-0.369663
9130230L23Rik	chr5	65979358	66004284	0.012793	0.003303	0.004146	0.000797	0.244779	0	-0.244779
Rbm47	chr5	66016549	66173117	0.013861	0.002741	0.00531	0.001023	0.276992	0	-0.276992
Apbb2	chr5	66298703	66618783	0.007623	0.00226	0.007091	0.001983	0.481927	0	-0.481927
Phox2b	chr5	67094399	67099300	0.001249	0.000248	0.001399	0.00051	0	0	0
Bend4	chr5	67392147	67428309	0.014944	0.003043	0.007401	0.001631	0.331214	0	-0.331214
Atp8a1	chr5	67618140	67847433	0.012656	0.002036	0.005381	0.000969	0.298327	0	-0.298327
Kctd8	chr5	69109285	69341678	0.005318	0.000669	0.001928	0.00032	0	0	0
Yipf7	chr5	69516671	69542647	0.005874	0.000832	0.002684	0.000265	0	0	0
Gnpda2	chr5	69573108	69592339	0.010352	0.001702	0.004536	0.00022	0.304697	0	-0.304697
Gabrg1	chr5	70751047	70842616	0.00547	0.000882	0.001349	0.000169	0	0	0
Gabra2	chr5	70957597	71095848	0.006467	0.000897	0.001657	0.000326	0	0	0
Cox7b2	chr5	71442824	71548204	0.006024	0.001025	0.001859	0.000263	0	0	0
Gabra4	chr5	71569749	71658307	0.006942	0.000958	0.002351	0.000486	0	0	0
Commd8	chr5	72156575	72168188	0.0131	0.004369	0.005788	0.001076	0.306417	0	-0.306417
Corin	chr5	72300025	72504472	0.008689	0.001689	0.004483	0.000793	0.340334	0	-0.340334
Nfxl1	chr5	72513301	72559683	0.00648	0.001308	0.003727	0.000591	0.365138	0	-0.365138
Zar1	chr5	72576806	72581253	0.01463	0.003641	0.006233	0.002323	0.298751	0	-0.298751
Slc10a4l	chr5	72581638	72587550	0.013695	0.002256	0.007215	0.002651	0.34503	0	-0.34503
Cnga1	chr5	72603696	72644274	0.012125	0.001766	0.003021	0.000754	0.199473	0	-0.199473
Txk	chr5	72695978	72752776	0.013357	0.002704	0.004873	0.000807	0.267299	0	-0.267299
Tec	chr5	72755716	72868482	0.012299	0.002619	0.004623	0.00112	0.273186	0	-0.273186
Fryl	chr5	73019987	73256618	0.01553	0.003302	0.008166	0.001563	0.344604	0	-0.344604
Ociad2	chr5	73322199	73341027	0.009828	0.002171	0.005767	0.001592	0.369778	0	-0.369778
Lrrc66	chr5	73606642	73632525	0.014829	0.00324	0.005731	0.001038	0.278758	0	-0.278758
Sgcb	chr5	73632749	73647789	0.015929	0.003757	0.005599	0.002155	0.260085	0	-0.260085
Usp46	chr5	73998453	74068430	0.01041	0.002364	0.007154	0.00147	0.407311	0	-0.407311
Scfd2	chr5	74204816	74531758	0.009364	0.002178	0.004274	0.000866	0.313361	0	-0.313361
Lnx1	chr5	74592447	74702911	0.012279	0.002694	0.005253	0.0012	0.299623	0	-0.299623
Chic2	chr5	74997988	75044773	0.00654	0.001141	0.004442	0.000547	0.404486	0	-0.404486
Kdr	chr5	75932827	75978457	0.014556	0.002986	0.005093	0.001283	0.259195	0	-0.259195
Clock	chr5	76209868	76304791	0.00651	0.001476	0.003575	0.000739	0.354478	0	-0.354478
Pdcl2	chr5	76312115	76331155	0.011156	0.00195	0.004011	0.001183	0.264474	0	-0.264474
Nmu	chr5	76333495	76363787	0.01092	0.002481	0.003406	0.00103	0.237781	0	-0.237781
Aasdh	chr5	76873659	76905513	0.017309	0.002399	0.00454	0.00067	0.207779	0	-0.207779
Ppat	chr5	76913249	76951577	0.009011	0.002054	0.004364	0.001074	0.326247	0	-0.326247
Hopx	chr5	77086988	77115120	0.008085	0.001896	0.005275	0.001427	0.394821	0	-0.394821
Spink2	chr5	77205107	77211470	0.012709	0.002758	0.005257	0.002006	0.292597	0	-0.292597
Noa1	chr5	77294182	77310083	0.009745	0.002366	0.003823	0.000752	0.281779	0	-0.281779
Igfbp7	chr5	77349240	77408040	0.012	0.002704	0.00685	0.001794	0.363406	0	-0.363406
1700031L13Rik	chr5	82122408	82124712	0.006833	0.001302	0.00203	0.000868	0	0	0
Tecrl	chr5	83278145	83355194	0.00517	0.000669	0.001409	0.000183	0	0	0
Epha5	chr5	84054761	84417381	0.00446	0.000602	0.002548	0.000391	0	0	0
Cenpc1	chr5	86012024	86065582	0.008113	0.001818	0.00332	0.000557	0.290384	0	-0.290384
Uba6	chr5	86109287	86172802	0.006568	0.001278	0.002267	0.000395	0	0	0
Gnrhr	chr5	86180754	86197900	0.013899	0.002388	0.003748	0.001308	0.212401	0	-0.212401
Tmprss11c	chr5	86231481	86289307	0.008368	0.00153	0.001982	0.000256	0.191487	0	-0.191487
Tmprss11d	chr5	86302217	86373419	0.008001	0.001435	0.001675	0.000337	0	0	0
Tmprss11a	chr5	86410410	86468989	0.00728	0.001339	0.001984	0.000478	0	0	0
Tmprss11g	chr5	86485876	86518599	0.007521	0.001649	0.0021	0.000344	0	0	0
Tmprss11f	chr5	86521898	86632423	0.00806	0.001429	0.001661	0.000275	0	0	0
Tmprss11b	chr5	86657631	86676361	0.007957	0.001256	0.001933	0.000214	0	0	0
Tmprss11e	chr5	86705186	86745814	0.008817	0.001513	0.002321	0.000749	0.208381	0	-0.208381
Ugt2b34	chr5	86889767	86906936	0.003922	0.000696	0.002087	0.000356	0	0	0
Ugt2b1	chr5	86916638	86926529	0.004512	0.000303	0.001769	0	0	0	0
Ugt2b36	chr5	87065927	87092554	0.005089	0.000751	0.001432	0.000197	0	0	0
Ugt2b5	chr5	87124960	87140317	0.003109	0.000674	0.001755	0.000407	0	0	0
Ugt2b37	chr5	87240493	87254803	0.004848	0.000367	0.001363	9.3e-05	0	0	0
Ugt2a3	chr5	87324972	87337194	0.007217	0.001321	0.001587	0.000254	0	0	0
Ugt2b38	chr5	87409942	87424202	0.003499	0.000798	0.001302	0.000316	0	0	0
Ugt2a2	chr5	87459490	87482259	0.006403	0.001305	0.001508	0.000227	0	0	0
Ugt2a1	chr5	87459490	87490870	0.006867	0.00139	0.001611	3e-04	0	0	0
Gm43638	chr5	87460240	87486805	0.006883	0.001464	0.001502	0.000279	0	0	0
Sult1b1	chr5	87513339	87538194	0.004526	0.001188	0.000904	0.000265	0	0	0
Sult1d1	chr5	87554645	87569026	0.003584	0.000619	0.001364	0.000104	0	0	0
Sult1e1	chr5	87575969	87591593	0.006086	0.001627	0.002004	0.000192	0	0	0
Csn2	chr5	87692624	87699629	0.00411	0.000571	0.001363	0	0	0	0
Jchain	chr5	88519809	88527890	0.007484	0.001279	0.002462	0.000392	0	0	0
Grsf1	chr5	88659448	88676170	0.006872	0.001892	0.005601	0.001171	0.449045	0	-0.449045
Gc	chr5	89417522	89457897	0.008091	0.001227	0.002384	0.000244	0.227582	0	-0.227582
Adamts3	chr5	89677087	89883333	0.005191	0.00128	0.003989	0.000926	0	0	0
Cox18	chr5	90214724	90224000	0.014578	0.005133	0.00787	0.002141	0.350579	0	-0.350579
Ankrd17	chr5	90227166	90366576	0.004288	0.000914	0.003844	0.000685	0	0	0
Rassf6	chr5	90603076	90640656	0.013234	0.002165	0.005143	0.001054	0.279854	0	-0.279854
Btc	chr5	91357261	91402993	0.008849	0.001737	0.003557	0.000777	0.286725	0	-0.286725
Rchy1	chr5	91948904	91963067	0.005388	0.001073	0.003627	0.000628	0	0	0
Cdkl2	chr5	92006074	92043882	0.007298	0.001588	0.002806	0.000375	0.277716	0	-0.277716
G3bp2	chr5	92052146	92083718	0.006948	0.001293	0.005322	0.001023	0.433725	0	-0.433725
Ppef2	chr5	92226679	92256277	0.015729	0.003501	0.006529	0.001697	0.29334	0	-0.29334
Naaa	chr5	92257659	92278169	0.011626	0.002737	0.00785	0.002213	0.40305	0	-0.40305
Sdad1	chr5	92284010	92310478	0.015275	0.003633	0.005795	0.001692	0.275021	0	-0.275021
Cxcl9	chr5	92321347	92328078	0.012165	0.002364	0.005195	0.000631	0.299235	0	-0.299235
Cxcl10	chr5	92346638	92348888	0.02182	0.004374	0.004495	0.002509	0.170826	0	-0.170826
Nup54	chr5	92415540	92435218	0.011024	0.002596	0.005446	0.001318	0.330639	0	-0.330639
Scarb2	chr5	92441314	92506832	0.011162	0.002461	0.005777	0.001124	0.341031	0	-0.341031
Ccdc158	chr5	92607954	92675270	0.010802	0.001859	0.003541	0.000703	0.246894	0	-0.246894
Sowahb	chr5	93041123	93045021	0.00094	0.001408	0.002937	0.002822	0	0	0
Ccni	chr5	93181933	93206494	0.002968	0.000878	0.003874	0.000818	0	0	0
Gm16427	chr5	93481829	93540199	0.002365	0.000164	0.000358	1.7e-05	0	0	0
C87414	chr5	93634993	93671550	0.007145	0.002253	0.000809	0.000421	0	0	0
Gm16429	chr5	93924777	93929051	0.00168	0	0.000159	0	0	0	0
BC061212	chr5	94066151	94070544	0.000114	0	0.000114	0	0	0	0
A430089I19Rik	chr5	94302519	94306795	0.0029	0.000234	0.000351	0	0	0	0
Gm3147	chr5	94612069	94616341	0.008932	0.001378	0.00114	0	0.113232	0	-0.113232
Gm10424	chr5	95268493	95272767	0.008071	0	0.00092	0.000234	0	0	0
Gm7971	chr5	95590599	95594874	0.001345	0	5.8e-05	0	0	0	0
Gm7978	chr5	95731789	95736172	0.000456	0	0	0	0	0	0
Cnot6l	chr5	96070333	96164170	0.003985	0.00079	0.002541	0.000388	0	0	0
Paqr3	chr5	97082329	97111595	0.015543	0.003833	0.00769	0.002126	0.330977	0	-0.330977
Naa11	chr5	97382198	97392378	0.015833	0.001498	0.00489	0.000814	0.235973	0	-0.235973
Gk2	chr5	97455142	97457020	0.032246	0.007451	0.004463	0.001064	0.121573	0	-0.121573
Antxr2	chr5	97882783	98031042	0.009011	0.001405	0.002998	0.000467	0.249648	0	-0.249648
Prkg2	chr5	98929773	99037350	0.011057	0.002046	0.004683	0.000844	0.2975	0	-0.2975
Rasgef1b	chr5	99217426	99729064	0.011973	0.001962	0.005765	0.001076	0.32502	0	-0.32502
Hnrnpd	chr5	99955935	99978937	0.0033	0.000588	0.003522	0.000707	0	0	0
Hnrnpdl	chr5	100033577	100039663	0.002165	0.000523	0.003819	0.000424	0	0	0
Tmem150c	chr5	100077872	100159807	0.01095	0.002349	0.005995	0.001417	0.353787	0	-0.353787
Sec31a	chr5	100361649	100416233	0.013635	0.002864	0.005695	0.000871	0.294624	0	-0.294624
Lin54	chr5	100441918	100500638	0.01098	0.002116	0.00353	0.000814	0.243275	0	-0.243275
Plac8	chr5	100553725	100572244	0.016093	0.00274	0.005468	0.000701	0.253605	0	-0.253605
Coq2	chr5	100654723	100675139	0.014528	0.004251	0.005824	0.001796	0.286155	0	-0.286155
Hpse	chr5	100679484	100719715	0.016095	0.002738	0.004353	0.000721	0.2129	0	-0.2129
Helq	chr5	100762145	100798597	0.023266	0.005484	0.006109	0.001367	0.207975	0	-0.207975
Abraxas1	chr5	100805192	100820964	0.010213	0.002243	0.003543	0.000423	0.257532	0	-0.257532
Nkx6-1	chr5	101658139	101664995	0.001328	0.00089	0.001627	0.001592	0	0	0
Wdfy3	chr5	101832956	102069920	0.012365	0.003008	0.008778	0.002047	0.415162	0	-0.415162
Mapk10	chr5	102907948	103211333	0.008726	0.001859	0.005492	0.001191	0.38628	0	-0.38628
Slc10a6	chr5	103605711	103629402	0.011039	0.00365	0.006395	0.001488	0.366813	0	-0.366813
1700016H13Rik	chr5	103648039	103656009	0.01022	0.001608	0.005341	0.001674	0.343229	0	-0.343229
Klhl8	chr5	103861973	103911258	0.011247	0.002697	0.007584	0.001851	0.402735	0	-0.402735
Hsd17b13	chr5	103955440	103977409	0.010605	0.002159	0.004506	0.001186	0.298204	0	-0.298204
Hsd17b11	chr5	103989762	104021918	0.012925	0.002304	0.00479	0.001189	0.270377	0	-0.270377
Gm17660	chr5	104070064	104077607	0.014472	0.001998	0.006726	0.001783	0.317306	0	-0.317306
Sparcl1	chr5	104079111	104113732	0.009905	0.002988	0.005304	0.00106	0.348757	0	-0.348757
Zfp951	chr5	104813169	104860069	0.009883	0.002044	0.00183	0.000407	0.156243	0	-0.156243
Abcg3	chr5	104935057	104982717	0.007113	0.001425	0.002046	0.000308	0	0	0
Gbp8	chr5	105014150	105139539	0.006161	0.001195	0.001158	0.000311	0	0	0
Gbp9	chr5	105077630	105139538	0.006607	0.001269	0.001386	0.000363	0	0	0
Gbp4	chr5	105115767	105139585	0.005627	0.001238	0.001591	0.000402	0	0	0
Gm43302	chr5	105214907	105293694	0.005014	0.001039	0.001598	0.000322	0	0	0
Gbp10	chr5	105215699	105239532	0.004687	0.000698	0.001499	0.000305	0	0	0
Gbp6	chr5	105270702	105293697	0.004408	0.001183	0.001376	0.000255	0	0	0
Barhl2	chr5	106452523	106458165	0.000878	0.000291	0.001258	0.000198	0	0	0
Zfp644	chr5	106616739	106697286	0.005499	0.000963	0.004907	0.000975	0.471586	0	-0.471586
Hfm1	chr5	106840192	106926320	0.006574	0.001138	0.002552	0.000537	0	0	0
Tgfbr3	chr5	107106570	107289628	0.012303	0.002625	0.006282	0.001336	0.338005	0	-0.338005
Glmn	chr5	107548967	107597887	0.008238	0.00184	0.003724	0.000752	0.311343	0	-0.311343
Gfi1	chr5	107716657	107726035	0.00428	0.000988	0.002228	0.001405	0	0	0
Evi5	chr5	107744795	107875106	0.007664	0.001506	0.00342	0.000757	0.308592	0	-0.308592
Dipk1a	chr5	107908053	107987084	0.005736	0.001604	0.00424	0.001087	0	0	0
Tmed5	chr5	108106366	108132619	0.007584	0.001329	0.003737	0.000521	0.330124	0	-0.330124
Gm42517	chr5	108366073	108367921	0.000793	0.001038	0.001907	0.001388	0	0	0
Atp5k	chr5	108433244	108434447	0.00188	0.000554	0.002383	0.003418	0	0	0
Mfsd7a	chr5	108441054	108449099	0.011583	0.00453	0.002846	0.001578	0.197272	0	-0.197272
Cplx1	chr5	108518554	108550023	0.005001	0.001635	0.003944	0.001177	0	0	0
Gak	chr5	108569411	108629754	0.008048	0.001787	0.003751	0.000779	0.317927	0	-0.317927
Dgkq	chr5	108646693	108669671	0.008893	0.00327	0.004999	0.001832	0.359853	0	-0.359853
Slc26a1	chr5	108669878	108675568	0.012677	0.005361	0.006555	0.003623	0.340841	0	-0.340841
Rnf212	chr5	108729290	108774981	0.005589	0.001064	0.001595	0.000418	0	0	0
Tmed11	chr5	108777235	108795362	0.003559	0.000829	0.001247	0.000357	0	0	0
Vmn2r8	chr5	108791843	108808849	0.005208	0.000744	0.001029	7.1e-05	0	0	0
Vmn2r9	chr5	108835273	108852600	0.006133	0.000834	0.001768	0.000179	0	0	0
Vmn2r10	chr5	108990063	109006526	0.007554	0.001221	0.000846	0.000332	0	0	0
Vmn2r11	chr5	109043360	109059568	0.012997	0.001965	0.000957	0.000238	0.068614	0	-0.068614
Vmn2r12	chr5	109083824	109097949	0.00529	0.000726	0.000819	0	0	0	0
Vmn2r13	chr5	109152940	109192198	0.008036	0.001693	0.001032	0.000241	0	0	0
Vmn2r14	chr5	109211534	109224707	0.00403	0.000417	0.000561	0.000266	0	0	0
Vmn2r15	chr5	109285670	109297643	0.004919	0.000382	0.00023	0	0	0	0
Crlf2	chr5	109554709	109558992	0.022215	0.011819	0.009008	0.005115	0.288495	0.302037	0.013541
5430403G16Rik	chr5	109674545	109691040	0.007984	0.001836	0.000885	3.6e-05	0	0	0
4930522L14Rik	chr5	109735990	109751885	0.007786	0.000765	0.000644	0.000106	0	0	0
Gm17655	chr5	110046139	110072512	0.011176	0.001718	0.000892	8.8e-05	0.073948	0	-0.073948
Gm35315	chr5	110076136	110094419	0.010725	0.002087	0.001625	0.000789	0.131552	0	-0.131552
Gtpbp6	chr5	110103975	110108196	0.025152	0.010717	0.017106	0.006993	0.404807	0.394866	-0.009941
Pgam5	chr5	110259130	110269912	0.009733	0.002328	0.004905	0.001567	0.335098	0	-0.335098
Pxmp2	chr5	110274282	110286185	0.011802	0.002722	0.002194	0.000977	0.156755	0	-0.156755
P2rx2	chr5	110339812	110343211	0.013375	0.003397	0.00614	0.001637	0.314629	0	-0.314629
Fbrsl1	chr5	110361754	110448601	0.006914	0.002812	0.006609	0.002534	0.488715	0	-0.488715
Noc4l	chr5	110648418	110653416	0.019921	0.007747	0.00502	0.002097	0.201281	0	-0.201281
Ep400	chr5	110664373	110770716	0.007209	0.001865	0.003557	0.00079	0.330424	0	-0.330424
Pus1	chr5	110773667	110780658	0.015296	0.006681	0.006753	0.004012	0.306259	0.37517	0.068911
Ulk1	chr5	110784488	110810096	0.00953	0.004001	0.004784	0.001861	0.334193	0	-0.334193
Hscb	chr5	110829070	110839776	0.012779	0.003132	0.003894	0.000572	0.233575	0	-0.233575
Cryba4	chr5	112246493	112252517	0.018147	0.005905	0.009105	0.002081	0.334097	0	-0.334097
Srrd	chr5	112337392	112343039	0.011649	0.005296	0.006542	0.002222	0.359627	0	-0.359627
Gm6583	chr5	112353801	112356032	0.02639	0.009923	0.008287	0.00307	0.238977	0.236303	-0.002674
Asphd2	chr5	112384354	112394865	0.014573	0.004746	0.010029	0.002422	0.407653	0	-0.407653
Sez6l	chr5	112419151	112577184	0.010328	0.002972	0.007728	0.002381	0.42802	0	-0.42802
Myo18b	chr5	112688876	112896361	0.01221	0.00328	0.006105	0.001582	0.333321	0	-0.333321
Grk3	chr5	112910482	113015790	0.012885	0.002811	0.007432	0.0018	0.365802	0	-0.365802
Crybb2	chr5	113058258	113070116	0.014711	0.004939	0.007337	0.002335	0.332771	0	-0.332771
Crybb3	chr5	113075839	113081583	0.021096	0.00509	0.013378	0.001818	0.388059	0	-0.388059
2900026A02Rik	chr5	113086323	113221235	0.01438	0.004795	0.008409	0.002885	0.36901	0	-0.36901
Sgsm1	chr5	113243220	113310785	0.015085	0.004388	0.007953	0.002331	0.345217	0	-0.345217
Cmklr1	chr5	113612354	113650425	0.017385	0.005258	0.008316	0.002795	0.323567	0	-0.323567
1700069L16Rik	chr5	113692422	113724771	0.011118	0.003513	0.006333	0.002011	0.362902	0	-0.362902
Sart3	chr5	113742446	113772509	0.021735	0.006357	0.009758	0.002894	0.309859	0	-0.309859
Tmem119	chr5	113793729	113800515	0.023497	0.007305	0.009585	0.003527	0.289742	0.325602	0.03586
Selplg	chr5	113818536	113832643	0.019155	0.004893	0.005927	0.002477	0.236303	0	-0.236303
Coro1c	chr5	113842436	113908757	0.009482	0.003069	0.008529	0.003017	0.473554	0	-0.473554
Ssh1	chr5	113937094	113993893	0.01602	0.004651	0.009561	0.002402	0.373747	0	-0.373747
Svop	chr5	114026910	114091569	0.015821	0.004388	0.007985	0.002191	0.335421	0	-0.335421
Alkbh2	chr5	114123926	114128217	0.015257	0.005422	0.008235	0.003007	0.350538	0	-0.350538
Foxn4	chr5	114254164	114273806	0.018946	0.00483	0.007766	0.002694	0.290736	0	-0.290736
Kctd10	chr5	114363567	114380507	0.020498	0.006164	0.013142	0.004151	0.390677	0.402418	0.011741
Mmab	chr5	114431034	114444059	0.023632	0.009226	0.008258	0.002465	0.258948	0.210833	-0.048115
Trpv4	chr5	114622152	114658420	0.019732	0.007105	0.007918	0.002972	0.286376	0.294914	0.008538
Gltp	chr5	114669398	114690983	0.019802	0.007155	0.009873	0.002139	0.332691	0	-0.332691
Git2	chr5	114727407	114775516	0.015276	0.005577	0.01025	0.002895	0.401544	0	-0.401544
1500011B03Rik	chr5	114808196	114823467	0.013709	0.002473	0.007254	0.001369	0.346034	0	-0.346034
Hnf1a	chr5	114948980	114971093	0.019547	0.004806	0.008072	0.00241	0.29226	0	-0.29226
Acads	chr5	115110299	115119345	0.026318	0.006894	0.009674	0.002291	0.268782	0	-0.268782
Unc119b	chr5	115122550	115134974	0.01355	0.004223	0.009111	0.002006	0.402059	0	-0.402059
Mlec	chr5	115142981	115158178	0.008048	0.004434	0.006509	0.002276	0.447137	0	-0.447137
Cabp1	chr5	115168689	115194380	0.018652	0.005766	0.008115	0.002733	0.303168	0	-0.303168
Rnf10	chr5	115241412	115272897	0.010525	0.002566	0.006651	0.001366	0.387217	0	-0.387217
Dynll1	chr5	115297110	115300998	0.004965	0.000921	0.005433	0.002072	0.522477	0	-0.522477
Gatc	chr5	115333239	115341177	0.007444	0.001114	0.005334	0.000873	0.417411	0	-0.417411
Cox6a1	chr5	115345642	115348980	0.001678	0.000941	0.005541	0.001098	0	0	0
Sirt4	chr5	115478010	115484724	0.013885	0.00383	0.008817	0.00308	0.388387	0	-0.388387
Bicdl1	chr5	115648175	115731620	0.006307	0.002243	0.006573	0.001786	0.510325	0	-0.510325
Prkab1	chr5	116013586	116024507	0.022947	0.00419	0.008538	0.001451	0.271171	0	-0.271171
Tmem233	chr5	116038755	116083245	0.014301	0.003068	0.005269	0.001307	0.269252	0	-0.269252
Ccdc60	chr5	116124641	116288984	0.014166	0.003756	0.007189	0.002007	0.336625	0	-0.336625
Hspb8	chr5	116408491	116422863	0.014231	0.004585	0.007857	0.002753	0.355723	0	-0.355723
Srrm4	chr5	116439275	116591816	0.011218	0.002554	0.008345	0.001981	0.426588	0	-0.426588
Suds3	chr5	117091680	117116112	0.019152	0.006716	0.010883	0.004323	0.362339	0.391635	0.029295
Pebp1	chr5	117282654	117287624	0.00732	0.002489	0.00656	0.001884	0.472611	0	-0.472611
Rfc5	chr5	117378103	117389046	0.006875	0.003477	0.006503	0.003234	0.486097	0	-0.486097
Fbxw8	chr5	118064965	118155463	0.011654	0.003718	0.008187	0.003104	0.412632	0	-0.412632
