entrez_id	symbol	chr	start	end	width	gb_ctrl_signal	gb_mut_signal	gb_log2fc	gb_signal_class	pr_ctrl_signal	pr_mut_signal	pr_log2fc	pr_signal_class
100040736	Foxd2os	chr4	114909257	114921967	12711	3.175629	2.511416	-0.314005	quantifiable	4.956636	3.993262	-0.297062	quantifiable
100040766	Mroh2a	chr1	88226986	88262289	35304	4.8053	4.178549	-0.192172	quantifiable	1.371281	1.087997	-0.282782	quantifiable
100040769	Gm15506	chr7	98699225	98702888	3664	0.846034	1.491192	0.682626	quantifiable	1.176894	1.712544	0.468211	quantifiable
100040786	Gm20852	chrY	66739787	66742123	2337	0.047518	0.059339	NA	no_signal	0.044755	0.037709	NA	no_signal
100040792	Gm11627	chr11	102576398	102579461	3064	1.285021	1.255501	-0.028574	quantifiable	1.581809	1.484411	-0.080162	quantifiable
100040843	Cyp4a32	chr4	115600969	115621602	20634	0.263559	0.16491	-0.32899	one_condition	0.36243	0.180294	-0.540757	one_condition
100040851	Gm9767	chr10	26078255	26079447	1193	5.212024	3.419813	-0.577594	quantifiable	4.629943	3.385446	-0.427765	quantifiable
100040852	Gm3002	chr14	3810074	3966518	156445	0.67744	0.782292	0.159375	quantifiable	3.309842	5.705364	0.747261	quantifiable
100040861	Gm13057	chr4	143535954	143558234	22281	0.175156	0.120408	NA	no_signal	0.138687	0.039398	NA	no_signal
100040867	Gm16405	chrX	54531208	54639019	107812	0.043019	0.032629	NA	no_signal	0.116312	0.113761	NA	no_signal
100040880	Gm3020	chr14	3428103	3669854	241752	0.670267	0.812767	0.214151	quantifiable	1.259692	1.443688	0.169062	quantifiable
100040882	1700017G19Rik	chr3	40504867	40522912	18046	1.465292	1.795584	0.258166	quantifiable	2.673937	4.609917	0.738917	quantifiable
100040911	Gm20854	chrY	85528517	85529518	1002	0.058383	0	NA	no_signal	0.0561	0.019298	NA	no_signal
100040937	Cldn34b1	chrX	154886805	154890267	3463	0.207485	0.154308	NA	no_signal	0.173537	0.138123	NA	no_signal
100040944	Gm3055	chr10	81746207	81771161	24955	0.091827	0.090544	NA	no_signal	0.527393	0.874712	0.550466	quantifiable
100040970	Rpl14-ps1	chr7	45324965	45325617	653	0.753848	0.393793	-0.665738	quantifiable	0.326099	0.237224	-0.25614	quantifiable
100040972	Tceal7	chrX	136214779	136226100	11322	0.78135	1.417606	0.709508	quantifiable	1.205108	1.575591	0.333338	quantifiable
100040999	Gm3086	chr12	69963409	69969736	6328	0.757185	0.607116	-0.240478	quantifiable	0.677032	0.42358	-0.478891	quantifiable
100041014	Gm20857	chrY	24188717	26265649	2076933	0.034216	0.022742	NA	no_signal	0.05275	0.035682	NA	no_signal
100041062	Gm13286	chr4	88757844	88758380	537	8.361411	11.345472	0.430527	quantifiable	6.432744	7.308053	0.178321	quantifiable
100041077	Pramel61	chr4	144106474	144110101	3628	0.222975	0.143444	-0.285324	one_condition	0.144	0.101799	NA	no_signal
100041085	Mfsd4b3-ps	chr10	39946912	39960184	13273	1.358736	1.740869	0.312681	quantifiable	3.587454	5.533376	0.595552	quantifiable
100041096	Iqcf6	chr9	106625981	106627675	1695	0.860922	0.664951	-0.288522	quantifiable	0.551019	0.478035	-0.14342	quantifiable
100041099	Gm3137	chr10	77011501	77029575	18075	1.173838	1.871654	0.585499	quantifiable	0.751187	1.11061	0.454171	quantifiable
100041108	Gm3143	chr3	34699640	34716662	17023	0.559797	0.570194	0.019102	quantifiable	0.436694	0.485104	0.102579	quantifiable
100041151	Gm3636	chr14	6735685	6742332	6648	0.905957	1.074323	0.201006	quantifiable	0.672063	0.891866	0.317691	quantifiable
100041187	Or52e19	chr7	103309723	103310661	939	0.398629	0.456649	0.129287	quantifiable	0.316426	0.192168	-0.379953	one_condition
100041250	Krtap10-21	chr10	77758990	77759682	693	1.817955	1.677137	-0.103286	quantifiable	1.473844	1.437854	-0.030979	quantifiable
100041253	Pramel60	chr5	94865436	95195342	329907	0.077122	0.05157	NA	no_signal	0.002531	0.011613	NA	no_signal
100041261	Krtap10-22	chr10	77770633	77771325	693	2.099141	1.411393	-0.507424	quantifiable	1.788	1.328907	-0.374458	quantifiable
100041281	Krtap10-23	chr10	77781850	77782542	693	1.722381	1.744418	0.016274	quantifiable	1.583156	1.491314	-0.075409	quantifiable
100041286	Snhg15	chr11	6525591	6528779	3189	0.740249	1.322785	0.683922	quantifiable	0.760562	1.246309	0.580392	quantifiable
100041296	Pramel47	chr5	95305911	95343917	38007	0.080234	0.048532	NA	no_signal	0.129031	0.076052	NA	no_signal
100041306	Gm3264	chr14	4855576	4875851	20276	0.923505	1.27186	0.38358	quantifiable	2.318406	4.517966	0.900282	quantifiable
100041311	Gm11978	chr11	6650148	6660233	10086	1.724127	2.247328	0.34379	quantifiable	2.665136	3.548109	0.385173	quantifiable
100041339	Gm3279	chr6	55684571	55694574	10004	0.925607	0.776541	-0.201067	quantifiable	1.522838	1.181701	-0.314212	quantifiable
100041347	Ccdc201	chr11	7183153	7188569	5417	1.45686	1.12719	-0.315759	quantifiable	1.364948	1.055972	-0.312787	quantifiable
100041351	Krtap10-24	chr10	77861975	77862882	908	2.184295	2.706898	0.283733	quantifiable	2.078718	2.250463	0.103942	quantifiable
100041352	Tcp10c	chr17	13354572	13377223	22652	1.045257	0.617459	-0.595201	quantifiable	1.812569	1.011056	-0.723298	quantifiable
100041375	Cyp3a41b	chr5	145558664	145584730	26067	0.214198	0.117111	NA	no_signal	0.141606	0.098779	NA	no_signal
100041379	Zfp980	chr4	145670685	145704441	33757	0.342146	0.22033	-0.352188	quantifiable	0.346003	0.264955	-0.222855	quantifiable
100041412	Krtap2-22	chr11	99602646	99603308	663	0.849069	1.041286	0.238492	quantifiable	0.39942	0.495105	0.207163	quantifiable
100041433	Zfp981	chr4	146502027	146539395	37369	0.283251	0.167366	-0.377377	one_condition	0.409313	0.209703	-0.550184	one_condition
100041449	Cyp3a59	chr5	146079257	146113287	34031	0.173886	0.093074	NA	no_signal	0.250066	0.067885	-0.706908	one_condition
100041479	Gm3363	chr2	18742715	18760862	18148	1.274515	1.53811	0.234314	quantifiable	1.784617	2.325991	0.344864	quantifiable
100041480	Myef2l	chr3	10088110	10092565	4456	6.649964	9.383555	0.483252	quantifiable	5.693291	7.112138	0.310261	quantifiable
100041505	Rbmyf9	chrY	3771673	3783267	11595	0.056241	0.042071	NA	no_signal	0.045094	0.018749	NA	no_signal
100041515	Gm3383	chr14	5438065	5807982	369918	0.624257	0.684807	0.099901	quantifiable	0.969154	1.302174	0.356135	quantifiable
100041530	Gm10409	chr14	3412614	3673215	260602	0.718545	0.880612	0.229753	quantifiable	2.860219	5.508877	0.895168	quantifiable
100041546	Ly6c2	chr15	75108158	75111970	3813	0.897941	0.537061	-0.562217	quantifiable	1.177363	0.769247	-0.498202	quantifiable
100041548	Gm3402	chr5	146514123	146558915	44793	0.663097	0.45717	-0.382936	quantifiable	1.154124	0.912705	-0.278686	quantifiable
100041550	Gm20877	chrY	17093879	17095887	2009	0.036833	0.030073	NA	no_signal	0.031035	0.028543	NA	no_signal
100041554	Gm3404	chr5	146525801	146528553	2753	1.749244	0.924996	-0.782174	quantifiable	1.308187	0.903209	-0.444114	quantifiable
100041562	Gm14762	chrX	85826661	85834831	8171	0.269563	0.155255	-0.38341	one_condition	0.4467	0.291937	-0.380915	quantifiable
100041566	Gm3409	chr5	146537647	146540427	2781	1.139559	0.768657	-0.459502	quantifiable	1.1133	0.774784	-0.422458	quantifiable
100041574	Ermardl2	chr17	14978468	14991572	13105	0.574519	0.783702	0.337088	quantifiable	1.020656	2.024609	0.855238	quantifiable
100041579	Gm20878	chr4	41941572	42439970	498399	0.416721	0.502676	0.182624	quantifiable	0.991469	1.415853	0.433213	quantifiable
100041581	Zkscan16	chr4	58943628	58958355	14728	0.850892	1.11683	0.319939	quantifiable	2.004706	3.570977	0.768891	quantifiable
100041585	Amd2	chr10	40289324	40302186	12863	0.935792	1.012174	0.092305	quantifiable	2.621809	4.814662	0.825033	quantifiable
100041586	Dynlt2a3	chr17	14964242	15041439	77198	0.562363	0.958605	0.591022	quantifiable	1.030262	2.11229	0.899389	quantifiable
100041596	Gal3st2b	chr1	93918311	93942650	24340	2.189745	3.37807	0.578295	quantifiable	1.726444	1.826155	0.072066	quantifiable
100041605	Gm3428	chr9	35848124	35850253	2130	0.440643	0.186121	-0.701637	one_condition	0.287226	0.117233	-0.588539	one_condition
100041618	Gm3434	chr9	36134246	36135630	1385	0.258691	0.10181	-0.572537	one_condition	0.226945	0.136902	-0.324374	one_condition
100041621	Ermardl1	chr17	15010176	15022449	12274	0.607795	0.873813	0.401921	quantifiable	0.99	2.022223	0.889792	quantifiable
100041639	Dynlt2a2	chr17	14964242	15041537	77296	0.56468	0.959067	0.587322	quantifiable	1.028006	2.084335	0.884599	quantifiable
100041655	Gm10863	chr15	79166041	79227524	61484	1.07819	0.933607	-0.170317	quantifiable	3.3468	3.79607	0.171143	quantifiable
100041658	Mup7	chr4	60066469	60070475	4007	0.501525	0.343895	-0.355492	quantifiable	0.462969	0.250453	-0.537543	quantifiable
100041677	Zfp984	chr4	147753974	147809840	55867	0.244083	0.16671	-0.262982	one_condition	0.752923	0.743564	-0.01394	quantifiable
100041678	Gm3500	chr14	5365794	5741577	375784	0.646393	0.734967	0.140392	quantifiable	3.792893	6.528755	0.749944	quantifiable
100041687	Mup8	chr4	60218621	60222599	3979	0.626849	0.394601	-0.462301	quantifiable	0.405622	0.28071	-0.32118	quantifiable
100041688	Defa35	chr8	21065038	21065996	959	0.300649	0.424416	0.307553	quantifiable	0.245783	0.285502	0.118	quantifiable
100041694	Ppp1r36dn	chr12	76444497	76451336	6840	0.831419	0.914254	0.109382	quantifiable	0.489035	0.487321	-0.00349	quantifiable
100041722	1700049E17Rik2	chr14	41573211	41581305	8095	0.623249	0.405624	-0.430521	quantifiable	0.445931	0.306126	-0.339829	quantifiable
100041724	Gm15217	chr14	46379414	46383608	4195	8.385021	12.02402	0.508815	quantifiable	6.281839	8.211941	0.375005	quantifiable
100041759	Defa41	chr8	21201561	21202539	979	0.411954	0.330113	-0.20001	quantifiable	0.293281	0.2377	-0.165266	quantifiable
100041774	Gm10413	chr14	3395093	3642943	247851	0.675268	0.813845	0.207576	quantifiable	1.469189	1.475109	0.005047	quantifiable
100041787	Defa40	chr8	21249754	21250556	803	0.495567	0.307881	-0.438704	quantifiable	0.378499	0.20219	-0.503217	one_condition
100041805	Gm3519	chr5	52441159	52443252	2094	0.354945	0.419128	0.152621	quantifiable	0.801858	0.834128	0.044845	quantifiable
100041811	Defa27	chr8	21315546	21316387	842	0.267375	0.376555	0.291493	quantifiable	0.23365	0.174075	-0.202994	one_condition
100041840	Gm10408	chr14	3449379	3698000	248622	0.676361	0.809213	0.19934	quantifiable	0.557997	0.462299	-0.189299	quantifiable
100041874	Gm3558	chr14	7545151	7568566	23416	1.310582	1.677011	0.309605	quantifiable	5.059479	7.109432	0.473288	quantifiable
100041890	Defa32	chr8	21529032	21530012	981	0.439676	0.376687	-0.14473	quantifiable	0.357193	0.205054	-0.441192	one_condition
100041895	Defa37	chr8	21427411	21566349	138939	0.131619	0.07784	NA	no_signal	0.258212	0.192719	-0.212378	one_condition
100041952	Defa34	chr8	21665797	21666732	936	0.304963	0.367699	0.162793	quantifiable	0.325001	0.266611	-0.163416	quantifiable
100041953	Sap18b	chr14	57798264	57802327	4064	0.908428	1.19863	0.330121	quantifiable	1.148248	2.332994	0.899744	quantifiable
100041965	Oaz1-ps	chr10	80827712	80828977	1266	2.026613	1.389998	-0.480632	quantifiable	2.357878	2.231628	-0.072437	quantifiable
100041979	Gm3604	chr13	62368328	62383177	14850	0.122982	0.148469	NA	no_signal	0.199412	0.302984	0.318235	one_condition
100042055	Gm10377	chr14	41767172	43015628	1248457	0.183521	0.116787	NA	no_signal	0.290291	0.278836	-0.032739	quantifiable
100042056	9130019P16Rik	chr6	54269681	54430221	160541	1.233909	1.393979	0.150661	quantifiable	4.996589	6.295486	0.320753	quantifiable
100042065	Gm3646	chr1	39804148	39805332	1185	2.00427	2.978785	0.524145	quantifiable	1.686276	2.305789	0.405933	quantifiable
100042132	Gm12371	chr4	36952966	36988032	35067	0.550419	0.326991	-0.493944	quantifiable	3.041456	1.741066	-0.733808	quantifiable
100042143	Gm3693	chr12	81228284	81243258	14975	1.774924	1.929765	0.107833	quantifiable	2.319559	3.054994	0.366884	quantifiable
100042149	Gm3696	chr14	7083208	7100621	17414	0.631118	0.721446	0.145479	quantifiable	1.247208	1.803205	0.463505	quantifiable
100042150	Nrg2	chr18	36017652	36197380	179729	1.712701	1.509487	-0.160253	quantifiable	2.976069	4.159718	0.454511	quantifiable
100042165	Thoc2l	chr5	104508352	104522611	14260	0.413265	0.396426	-0.038866	quantifiable	0.598156	0.736409	0.225191	quantifiable
100042166	Gm3704	chr5	151406504	151432118	25615	0.447638	0.302784	-0.35271	quantifiable	0.480901	0.48464	0.007673	quantifiable
100042194	Gm13446	chr2	35549538	35558702	9165	2.844822	4.096476	0.494018	quantifiable	6.060504	8.886761	0.536041	quantifiable
100042198	Gm3716	chr5	64593857	64610700	16844	1.16868	1.943508	0.63957	quantifiable	1.152469	1.384647	0.225447	quantifiable
100042254	Btbd35f4	chrX	4037674	4801986	764313	0.048048	0.027741	NA	no_signal	0.126845	0.055952	NA	no_signal
100042275	Btbd35f27	chrX	4952135	4954077	1943	0.20114	0.092996	NA	no_signal	0.115338	0.081619	NA	no_signal
100042291	Gm3772	chr13	70021959	70119949	97991	0.766154	0.627913	-0.21784	quantifiable	0.801906	0.55065	-0.407006	quantifiable
100042295	Gsta13	chr9	78257129	78269166	12038	1.176834	0.971731	-0.229059	quantifiable	1.887617	2.476296	0.35533	quantifiable
100042314	Gsta5	chr9	78289923	78305525	15603	0.874013	0.703323	-0.244665	quantifiable	0.530271	0.554494	0.045827	quantifiable
100042332	Reno1	chr11	120185400	120189852	4453	2.79882	3.198055	0.179178	quantifiable	3.378764	3.806357	0.161963	quantifiable
100042342	Gm10375	chr14	43602627	43608013	5387	0.584602	0.336235	-0.532392	quantifiable	0.408277	0.258195	-0.393631	quantifiable
100042415	Mnd1-ps	chr14	9884195	9886768	2574	0.593256	0.396553	-0.399348	quantifiable	0.526854	0.483134	-0.086997	quantifiable
100042437	Vmn1r79	chr7	12176193	12177113	921	0.466303	0.369414	-0.219481	quantifiable	0.270812	0.21021	-0.190034	one_condition
100042450	Smim17	chr7	6398715	6441691	42977	0.389511	0.46907	0.176933	quantifiable	0.33479	1.071551	1.218737	quantifiable
100042480	Nhsl2	chrX	101849385	102092055	242671	1.480456	1.527322	0.039218	quantifiable	3.061773	4.561262	0.542883	quantifiable
100042498	Mir22hg	chr11	75461539	75466676	5138	1.020394	1.128409	0.120437	quantifiable	2.604206	3.55657	0.4192	quantifiable
100042499	Vmn2r55	chr7	12651706	12685003	33298	0.081416	0.046829	NA	no_signal	0.158887	0.141606	NA	no_signal
100042514	Sprr2a3	chr3	92285417	92291405	5989	0.4828	0.324252	-0.368696	quantifiable	0.859069	0.493002	-0.597645	quantifiable
100042584	Gm16523	chr2	39157486	39162235	4750	0.993084	1.436436	0.449327	quantifiable	0.847347	1.066478	0.269343	quantifiable
100042591	Vmn2r31	chr7	7378251	7399703	21453	0.165643	0.080174	NA	no_signal	0.149058	0.105526	NA	no_signal
100042605	Rbakdn	chr5	143164779	143165751	973	1.429178	0.979499	-0.459237	quantifiable	0.687459	0.434984	-0.470227	quantifiable
100042636	Vmn2r34	chr7	7670804	7689513	18710	0.115198	0.120078	NA	no_signal	0.1545	0.124445	NA	no_signal
100042639	Gm3942	chr10	112837752	112845385	7634	0.376637	0.285764	-0.238286	quantifiable	0.82609	0.691845	-0.198099	quantifiable
100042653	Vmn2r36	chr7	7875954	7902495	26542	0.106963	0.044495	NA	no_signal	0.187625	0.064524	NA	no_signal
100042715	Gm3985	chr8	32888505	32950026	61522	0.53259	0.406339	-0.26483	quantifiable	0.60725	0.359485	-0.513375	quantifiable
100042757	Gm4013	chr18	42274382	42275197	816	1.65871	3.936514	1.145531	quantifiable	1.631145	3.03888	0.815878	quantifiable
100042781	Vmn2r40	chr7	8906772	8931435	24664	0.109288	0.066882	NA	no_signal	0.167397	0.113213	NA	no_signal
100042782	Fthl17d	chrX	8985900	8986755	856	0.151723	0.283695	0.438081	one_condition	0.201828	0.173826	NA	no_signal
100042784	Prdm11	chr2	92972018	93046167	74150	2.126202	2.208877	0.049957	quantifiable	3.18934	4.823669	0.564949	quantifiable
100042807	Eif3j2	chr2	122028652	122029328	677	1.376267	2.576902	0.809036	quantifiable	1.250779	2.076656	0.64287	quantifiable
100042810	Vmn2r45	chr7	8469563	8489075	19513	0.13793	0.096752	NA	no_signal	0.106484	0.080148	NA	no_signal
100042814	Apol7d	chr1	71652837	71662843	10007	1.404781	1.054701	-0.350028	quantifiable	3.230622	2.64255	-0.269535	quantifiable
100042848	Vmn2r41	chr7	8136950	8161654	24705	0.110415	0.068074	NA	no_signal	0.150147	0.123084	NA	no_signal
100042855	Gm10267	chr18	44156395	44159885	3491	0.724662	0.541982	-0.309954	quantifiable	0.473041	0.491041	0.03698	quantifiable
100042856	Gvin2	chr7	105895139	106215326	320188	0.089626	0.067525	NA	no_signal	0.285419	0.21108	-0.229408	one_condition
100042889	C920021L13Rik	chr3	95871522	95889093	17572	0.878881	1.153426	0.321682	quantifiable	0.467937	0.655009	0.346914	quantifiable
100042891	Vmn2r47	chr7	8009397	9841325	1831929	0.11408	0.078562	NA	no_signal	0.125353	0.094753	NA	no_signal
100042894	Vmn2r46	chr7	9478413	9770571	292159	0.326303	0.26412	-0.174258	quantifiable	0.139062	0.068958	NA	no_signal
100042921	Vmn2r51	chr7	10087198	10105741	18544	0.148583	0.101028	NA	no_signal	0.202809	0.061821	NA	no_signal
100042922	H2al1a	chrX	11299257	11299757	501	0.727171	1.429849	0.800484	quantifiable	1.073285	1.124903	0.056451	quantifiable
100042926	Gm13546	chr2	58164001	58177063	13063	2.02338	5.203783	1.273536	quantifiable	1.443375	3.037018	0.969337	quantifiable
100042931	H2al1d	chrX	11305655	11324976	19322	1.171378	1.229326	0.058857	quantifiable	0.810074	0.80409	-0.008403	quantifiable
100042943	H2al1g	chrX	11318256	11318764	509	1.355943	1.493816	0.12098	quantifiable	1.180003	1.387105	0.199002	quantifiable
100042948	Gm15760	chr16	20545212	20548456	3245	0.515961	0.653611	0.247288	quantifiable	1.207391	1.551269	0.311356	quantifiable
100042964	Vmn1r243	chr7	20333142	20334065	924	0.372394	0.153808	-0.663923	one_condition	0.212616	0.129213	NA	no_signal
100042966	Vmn1r-ps79	chr7	20356798	22353397	1996600	0.127369	0.10085	NA	no_signal	0.318331	0.141547	-0.573998	one_condition
100042968	Vmn1r101	chr7	20441670	22438229	1996560	0.127382	0.100875	NA	no_signal	0.245188	0.171402	-0.249021	one_condition
100042982	Gm4146	chr18	47761089	47789533	28445	0.630702	0.577057	-0.093943	quantifiable	1.138393	1.271466	0.134808	quantifiable
100042996	Vmn1r114	chr7	20811221	20812186	966	0.30162	0.163805	-0.442389	one_condition	0.235469	0.189481	-0.153471	one_condition
100043013	Vmn1r126	chr7	21300502	21301467	966	0.263851	0.155461	-0.365695	one_condition	0.194719	0.151006	NA	no_signal
100043016	Vmn1r131	chr7	21545170	23251682	1706513	0.142596	0.11233	NA	no_signal	0.219531	0.121151	NA	no_signal
100043019	Vmn1r247	chr7	22983714	22984673	960	0.213151	0.188075	NA	no_signal	0.242105	0.101487	-0.523136	one_condition
100043033	Gm16451	chr7	20121656	20122579	924	0.317473	0.169134	-0.465682	one_condition	0.351177	0.152573	-0.616094	one_condition
100043034	Rex2	chr4	147021850	147060794	38945	0.327853	0.220867	-0.313293	quantifiable	0.608719	0.387862	-0.446989	quantifiable
100043037	Vmn1r250	chr7	20138123	22134741	1996619	0.057979	0.036493	NA	no_signal	0.203735	0.177272	NA	no_signal
100043040	1110002L01Rik	chr12	3403878	3427011	23134	0.407245	0.430882	0.053347	quantifiable	1.281912	1.5861	0.266039	quantifiable
100043043	Vmn1r253	chr7	22328794	22329717	924	0.394037	0.149534	-0.732249	one_condition	0.258388	0.135926	-0.426357	one_condition
100043057	Tmem207	chr16	26503656	26526769	23114	0.721124	0.645405	-0.120978	quantifiable	1.106337	0.988763	-0.133891	quantifiable
100043058	Gm10665	chr7	20473960	22464075	1990116	0.1278	0.101226	NA	no_signal	0.267703	0.186393	-0.262986	one_condition
100043061	Vmn1r256	chr7	20575321	22565343	1990023	0.128309	0.101247	NA	no_signal	0.267181	0.186711	-0.260316	one_condition
100043065	6030469F06Rik	chr12	31168862	31185901	17040	0.933473	0.73912	-0.266141	quantifiable	0.348801	0.502611	0.345167	quantifiable
100043067	Vmn1r158	chr7	22789859	22790782	924	0.327917	0.203051	-0.372939	one_condition	0.209578	0.142978	NA	no_signal
100043079	Vmn1r258	chr7	21760531	21761475	945	0.124021	0.209646	NA	no_signal	0.219875	0.104725	NA	no_signal
