chr	start	end	width_kb	boundary_left_pos	boundary_right_pos	boundary_left_type	boundary_right_type	boundary_left_differential	boundary_right_differential	boundary_left_gap_score	boundary_right_gap_score	boundary_left_tad_score1	boundary_left_tad_score2	boundary_right_tad_score1	boundary_right_tad_score2	boundary_left_enriched	boundary_right_enriched	is_differential	mean_tad_score	mean_gap_score	cg_mc_ctrl_mean	cg_mc_mut_mean	cg_mc_log2fc	cg_mc_pseudocount	cg_mc_ctrl_cv	cg_mc_mut_cv	cg_mc_ctrl_within_var	cg_mc_mut_within_var	cg_mc_ctrl_insulation	cg_mc_mut_insulation	cg_hmc_ctrl_mean	cg_hmc_mut_mean	cg_hmc_log2fc	cg_hmc_pseudocount	cg_hmc_ctrl_cv	cg_hmc_mut_cv	cg_hmc_ctrl_within_var	cg_hmc_mut_within_var	cg_hmc_ctrl_insulation	cg_hmc_mut_insulation	chg_mc_ctrl_mean	chg_mc_mut_mean	chg_mc_log2fc	chg_mc_pseudocount	chg_mc_ctrl_cv	chg_mc_mut_cv	chg_mc_ctrl_within_var	chg_mc_mut_within_var	chg_mc_ctrl_insulation	chg_mc_mut_insulation	chh_mc_ctrl_mean	chh_mc_mut_mean	chh_mc_log2fc	chh_mc_pseudocount	chh_mc_ctrl_cv	chh_mc_mut_cv	chh_mc_ctrl_within_var	chh_mc_mut_within_var	chh_mc_ctrl_insulation	chh_mc_mut_insulation	mecp2_ctrl_mean	mecp2_mut_mean	mecp2_log2fc	mecp2_pseudocount	mecp2_ctrl_cv	mecp2_mut_cv	mecp2_ctrl_within_var	mecp2_mut_within_var	mecp2_ctrl_insulation	mecp2_mut_insulation	mecp2_peak_count	mecp2_up_count	mecp2_down_count
chr1	7880000	8000000	120	7880000	8000000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.35585506948942	0.747003115543083	1.50104500403255	1.93612373841868	1.94265719182078	1.69125397091988	Matrix 2	Matrix 1	FALSE	1.72185109792667	-0.304425976973169	0.00461868	0.00461222	-0.001193	0.00320356209341412	0.516639	0.533728	5.74215364586037e-06	6.11954356395767e-06	0.00129935	0.00125939	6.251e-05	6.178e-05	-0.006428	0.000101517354514925	0.831877	0.579975	3.56256093870831e-09	1.40264204805971e-09	1.639e-05	3.491e-05	0	0	0	1e-06	NA	NA	0	0	0	0	-1.7e-07	0	0.273893	1e-06	NA	NA	0	0	1.11e-06	1.33e-06	0.25993562	0.1938629	-0.167703	0.342143936271676	0.790558	0.792411	0.0422285727004817	0.0235992076740287	0.03408057	0.0217133	0	0	0
chr1	8000000	8160000	160	8000000	8160000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.747003115543083	-0.908780469727692	1.94265719182078	1.69125397091988	2.30661819933389	2.59274263372315	Matrix 1	Matrix 2	FALSE	2.12463769557734	-0.0808886770923046	0.00519693	0.00515329	-0.007514	0.00320356209341412	0.637284	0.646643	1.10217960916363e-05	1.10407829557724e-05	0.00143314	0.00145615	6.219e-05	6.298e-05	0.006992	0.000101517354514925	0.554559	0.537144	9.3114201101691e-10	1.05650517215354e-09	1.737e-05	2.716e-05	-2.55e-06	-3.12e-06	0.45638	1e-06	NA	NA	1.44600628727078e-10	1.65122499080896e-10	4.81e-06	5.14e-06	3.2e-07	-7e-08	-0.493672	1e-06	4	3.033514	7.70062519848347e-12	8.41462516898662e-12	2.22e-06	2.15e-06	0.28540564	0.22042636	-0.157696	0.342143936271676	0.687615	0.74088	0.0385141806209407	0.0266703520827591	0.07360187	0.03902562	0	0	0
chr1	8190000	8790000	600	8190000	8790000	Complex	Non-Differential	Differential	Non-Differential	-2.23036841697254	-0.793878732694831	1.0683770611746	1.78999407370027	1.71084691150215	1.96207975850085	Matrix 2	Matrix 2	TRUE	1.38961198633837	-1.51212357483368	0.00360448	0.00357439	-0.006391	0.00320356209341412	0.430781	0.432891	2.46338919405103e-06	2.40687113865171e-06	0.00098589	0.0009913	6.05e-05	6.586e-05	0.046927	0.000101517354514925	0.622777	0.716252	1.55465022022885e-09	1.59944914891604e-09	1.205e-05	1.263e-05	-4e-08	-4.7e-07	-0.869462	1e-06	11.334112	NA	4.54787884726605e-11	1.72258335895051e-10	1.43e-06	0	-2e-07	-9e-08	0.195476	1e-06	6.828344	24.901943	9.02684720275362e-12	8.68321761340846e-12	3.61e-06	4.46e-06	0.26935549	0.20625403	-0.157128	0.342143936271676	0.813118	0.814339	0.0479689954787988	0.0282108950249185	0.23013125	0.134155	0	0	0
chr1	8790000	9050000	260	8790000	9050000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.793878732694831	-1.98541959406015	1.71084691150215	1.96207975850085	1.12491235304599	1.76654384953271	Matrix 2	Matrix 2	FALSE	1.41787963227407	-1.38964916337749	0.00337389	0.00338006	0.001353	0.00320356209341412	0.337087	0.338639	1.31356480758753e-06	1.31571383684853e-06	0.00129375	0.00121342	9.831e-05	0.000105	0.047464	0.000101517354514925	0.536127	0.611125	2.49052216305821e-09	3.57756130363521e-09	3.94e-06	1.64e-05	-4.2e-07	0	0.795952	1e-06	NA	NA	3.1460002937317e-11	0	1.43e-06	0	1.02e-06	1.12e-06	0.06777	1e-06	5.09902	5.09902	2.40384615384615e-11	2.86650004005432e-11	2.5e-06	2.73e-06	0.38321631	0.27918691	-0.223336	0.342143936271676	0.65682	0.709953	0.0633555293999264	0.0392873620528106	0.17333366	0.08852026	0	0	0
chr1	9050000	9220000	170	9050000	9220000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.98541959406015	1.73385640399739	1.12491235304599	1.76654384953271	1.54545848255067	0.974448183253283	Matrix 2	Matrix 1	FALSE	1.33518541779833	-0.125781595031381	0.00337615	0.00334307	-0.007273	0.00320356209341412	0.329655	0.312487	1.28235331239729e-06	1.08084461310166e-06	0.00138493	0.00136348	9.425e-05	0.00012318	0.198809	0.000101517354514925	0.600978	0.651931	3.4970886764467e-09	7.54070753737774e-09	1.844e-05	2.027e-05	-1.9e-07	1.3e-07	0.476842	1e-06	NA	NA	0	0	0	0	0	7e-08	0.104336	1e-06	NA	NA	0	0	1.333e-05	1.43e-06	0.39611826	0.30791694	-0.183558	0.342143936271676	0.709788	0.665439	0.079049638669546	0.0419836343322511	0.08560312	0.04751687	0	0	0
chr1	9240000	9520000	280	9240000	9520000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.34470404229631	-0.772616034904706	1.93735500079447	2.36696049564673	1.65453523459552	1.89908354014858	Matrix 2	Matrix 2	FALSE	1.79594511769499	-1.05866003860051	0.00366676	0.00366006	-0.001407	0.00320356209341412	0.278086	0.280014	1.04825572714154e-06	1.04264692723614e-06	0.00037323	0.00045897	0.00011783	0.00012593	0.052326	0.000101517354514925	0.622847	0.78591	5.39773153161708e-09	8.95521798971951e-09	0.000189	0.000217	-5.5e-07	-2.1e-07	0.796376	1e-06	NA	NA	4.40035725627627e-12	0	0	6.49e-06	-2.03e-06	-8.1e-07	NA	1e-06	NA	NA	3.70296931222816e-10	0	1.11e-05	4.76e-06	0.42243264	0.34179342	-0.160797	0.342143936271676	0.784143	0.861067	0.10972570347466	0.0866173497643104	0.41680285	0.33188416	0	0	0
chr1	9540000	9700000	160	9540000	9700000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.0813427538183	-0.617178052102737	1.50827545001265	1.14985770858406	4.52648992059231	4.70830271235509	Matrix 1	Matrix 2	FALSE	3.01738268530248	0.23208235085778	0.00470431	0.00469697	-0.00134	0.00320356209341412	0.248048	0.243878	1.36479892625796e-06	1.29419982459382e-06	0.00067171	0.00079634	0.00055151	0.00054437	-0.015855	0.000101517354514925	0.563441	0.595125	1.02138105204781e-07	1.0764718090672e-07	0.00048798	0.00036787	1.3e-06	2.78e-06	0.716248	1e-06	NA	4.836608	0	2.34886303048802e-10	0	5.66e-06	-5.67e-06	-4.06e-06	-0.609293	1e-06	NA	NA	2.44140625e-10	7.27806268955022e-11	6.25e-06	3.33e-06	1.34476505	1.11548011	-0.210763	0.342143936271676	0.522638	0.601431	0.493946116954784	0.450071154035465	0.61670443	0.46318313	1	0	1
chr1	9700000	9810000	110	9700000	9810000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.617178052102737	-0.266751608436	4.52648992059231	4.70830271235509	2.15303325784458	2.23078436610332	Matrix 2	Matrix 2	FALSE	3.33976158921845	-0.441964830269369	0.00531918	0.00540484	0.014429	0.00320356209341412	0.316542	0.289899	2.85168412181384e-06	2.45031924344242e-06	0.00064793	0.00075408	0.00070982	0.00063993	-0.12995	0.000101517354514925	0.649493	0.598588	2.15836426475159e-07	1.43433655001625e-07	0.00028493	0.0002335	0	5.7e-07	0.649088	1e-06	NA	NA	0	0	0	0	-8.7e-07	2.5e-07	3.272928	1e-06	NA	3.316625	0	1.12009093796123e-11	4.8e-07	0	0.69755164	0.54838129	-0.223433	0.342143936271676	0.499107	0.576302	0.121212746999707	0.0998787435428931	0.13194816	0.11771271	0	0	0
chr1	9810000	10110000	300	9810000	10110000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.266751608436	-1.4035886079184	2.15303325784458	2.23078436610332	1.96863962679681	2.41728372832638	Matrix 2	Matrix 2	FALSE	2.06083644232069	-0.835170108177201	0.00614921	0.00616318	0.002153	0.00320356209341412	0.230118	0.223863	2.00407200537199e-06	1.91657047503318e-06	0.00105629	0.00110979	0.00057791	0.00052778	-0.110568	0.000101517354514925	0.389268	0.333876	5.32883120447883e-08	2.89752411873408e-08	6.389e-05	8.89e-05	1.4e-07	0	-0.184809	1e-06	5.477226	NA	6.81633396975201e-12	0	0	0	-5e-07	0	1.009597	1e-06	5.477226	5.477226	7.6800001335144e-13	8.33333358168602e-13	4.8e-07	0	0.86309296	0.68697292	-0.22791	0.342143936271676	0.341803	0.334906	0.0870289077739145	0.0529324371140409	0.08633312	0.03437687	0	0	0
chr1	10110000	10250000	140	10110000	10250000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.4035886079184	0.164470725829983	1.96863962679681	2.41728372832638	1.85573881178257	1.79435477924184	Matrix 2	Matrix 1	FALSE	1.91218921928969	-0.619558941044209	0.00514909	0.00525694	0.018508	0.00320356209341412	0.2945	0.291581	2.27520353335433e-06	2.37263230150711e-06	0.00053983	0.00068966	0.00081672	0.00069961	-0.196848	0.000101517354514925	0.582199	0.653379	2.25514216490968e-07	2.03569108370963e-07	0.00043073	0.00038015	-1.5e-07	0	0.231436	1e-06	NA	NA	0	0	0	7.7e-07	2.7e-07	7e-08	-0.253755	1e-06	NA	NA	0	0	0	1e-06	0.80828065	0.62542586	-0.249729	0.342143936271676	0.345246	0.386338	0.0778730538442024	0.0583838438922282	0.07505446	0.00930027	0	0	0
chr1	10260000	10420000	160	10260000	10420000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.251368010460239	-0.425154559003099	1.83473255787187	1.90881972468318	1.53073324556204	1.66268321547767	Matrix 2	Matrix 2	FALSE	1.68273290171695	-0.338261284731669	0.00428055	0.00425534	-0.004867	0.00320356209341412	0.261933	0.253473	1.25935846177594e-06	1.16608448365261e-06	0.00020938	0.00032101	0.000234	0.0002395	0.023444	0.000101517354514925	0.456696	0.434934	1.16553565761418e-08	1.01477706220519e-08	0.00038112	0.0003559	0	0	0	1e-06	NA	NA	0	0	0	7.7e-07	-2.2e-07	5e-08	0.437358	1e-06	NA	4	1.2780626193285e-11	6.25000018626452e-12	1.43e-06	1e-06	0.5128146	0.39299892	-0.21783	0.342143936271676	0.635547	0.632776	0.106223667064344	0.0618426730724986	0.09702498	0.0798716	0	0	0
chr1	10420000	10570000	150	10420000	10570000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.425154559003099	1.54221683440692	1.53073324556204	1.66268321547767	2.34557705795112	1.83357837830849	Matrix 2	Matrix 1	FALSE	1.93815515175658	0.558531137701909	0.00401325	0.00398714	-0.00523	0.00320356209341412	0.401088	0.391727	2.60640569049142e-06	2.4439451688319e-06	0.0004793	0.00048871	0.00023009	0.00025273	0.095267	0.000101517354514925	0.447058	0.513714	1.10950227396768e-08	1.67446492769541e-08	0.00011109	0.00018202	2.2e-07	6.1e-07	0.39577	1e-06	NA	3.872983	0	2.32066669480006e-12	0	0	3.1e-07	6.5e-07	0.336573	1e-06	NA	3.872983	0	1.53600002670288e-12	1.43e-06	0	0.49484878	0.38293786	-0.207071	0.342143936271676	0.870513	0.826556	0.185567092839255	0.100186035673107	0.19282484	0.17489201	0	0	0
chr1	10570000	10730000	160	10570000	10730000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.54221683440692	-0.320231841123168	2.34557705795112	1.83357837830849	3.13528229296895	3.22629592701659	Matrix 1	Matrix 2	FALSE	2.74042967546004	0.610992496641874	0.00356427	0.00358113	0.00359	0.00320356209341412	0.229137	0.247082	6.81739221835967e-07	7.91739512483166e-07	0.00031866	0.00041265	0.00036773	0.00037862	0.0331	0.000101517354514925	0.629861	0.679242	4.85761734816418e-08	6.26865338412761e-08	0.0002704	0.00030244	0	0	0	1e-06	NA	NA	0	0	0	0	1.6e-07	6.5e-07	0.51301	1e-06	NA	NA	0	0	0	1.66e-06	0.73327393	0.60008727	-0.190744	0.342143936271676	0.472004	0.493959	0.119792201404921	0.087865033389044	0.32642771	0.30078403	0	0	0
chr1	10730000	10890000	160	10730000	10890000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.320231841123168	0.0348714593882634	3.13528229296895	3.22629592701659	2.66425922614932	2.64165318433661	Matrix 2	Matrix 1	FALSE	2.89977075955914	-0.142680190867452	0.00440506	0.00437908	-0.004934	0.00320356209341412	0.389073	0.385576	2.94305599303469e-06	2.88467134972817e-06	9.192e-05	0.00015674	0.0002195	0.00020763	-0.054358	0.000101517354514925	0.360679	0.315016	5.58566121899215e-09	3.21589362987692e-09	0.00017508	0.00016182	0	-1.1e-07	-0.169642	1e-06	NA	NA	0	3.15062520630658e-12	0	7.1e-07	-1.74e-06	-6.5e-07	NA	1e-06	NA	NA	0	9.13705008311272e-11	0	1.66e-06	0.50505583	0.40422443	-0.182814	0.342143936271676	0.575303	0.586099	0.0844261215243696	0.0561297426604376	0.29492256	0.24384445	0	0	0
chr1	10890000	11030000	140	10890000	11030000	Non-Differential	Complex	Non-Differential	Differential	0.0348714593882634	2.07018654722791	2.66425922614932	2.64165318433661	2.14638770568258	1.46334196999434	Matrix 1	Matrix 1	TRUE	2.40532346591595	1.05252900330809	0.00404263	0.00406368	0.004185	0.00320356209341412	0.479745	0.46815	3.75886772997744e-06	3.59773858151991e-06	0.00015412	0.00017215	0.00030282	0.00028677	-0.058428	0.000101517354514925	0.604361	0.675847	3.14942336227639e-08	3.8546848296634e-08	3.603e-05	1.258e-05	0	0	0	1e-06	NA	NA	0	0	0	7.1e-07	0	-1.1e-07	-0.160615	1e-06	NA	NA	0	0	0	0	0.62222368	0.51030171	-0.177975	0.342143936271676	0.665678	0.706847	0.171564752099197	0.13011018821936	0.2032325	0.20011125	0	0	0
chr1	11030000	11300000	270	11030000	11300000	Complex	Complex	Differential	Differential	2.07018654722791	-2.35248695562748	2.14638770568258	1.46334196999434	0.808429618699397	1.57090208324733	Matrix 1	Matrix 2	TRUE	1.47740866219099	-0.141150204199787	0.00424081	0.00423679	-0.000781	0.00320356209341412	0.281777	0.262481	1.43930600636425e-06	1.22383287256968e-06	9.427e-05	0.00014015	0.0004148	0.00042659	0.032572	0.000101517354514925	0.329183	0.32429	1.79381684747756e-08	1.92880938790692e-08	0.00011757	0.00011036	8e-08	0	-0.116709	1e-06	NA	NA	0	0	0	0	5e-08	0	-0.065291	1e-06	NA	NA	0	0	0	0	0.89540617	0.74275003	-0.189933	0.342143936271676	0.286354	0.354688	0.0657427295691958	0.0694029324358272	0.26379905	0.2860782	0	0	0
chr1	11320000	11470000	150	11320000	11470000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.53522864711555	-0.173293749983106	1.74007378995235	1.2329077027658	1.8843036883824	1.93276324529473	Matrix 1	Matrix 2	FALSE	1.81218873916738	0.680967448566223	0.0044694	0.00447459	0.000975	0.00320356209341412	0.527901	0.501269	5.57244489236372e-06	5.02687900727609e-06	0.00114013	0.00115869	0.00033746	0.00033865	0.003906	0.000101517354514925	0.687645	0.871354	5.83603251464712e-08	8.24528939871178e-08	0.00011941	0.00011256	0	0	0	1e-06	NA	NA	0	0	0	0	1.25e-06	5.5e-07	-0.538723	1e-06	5.097424	3.872983	1.3193266069087e-10	1.8592665711085e-11	4.29e-06	1.67e-06	0.66563481	0.56879833	-0.145747	0.342143936271676	0.677106	0.821088	0.203137773139085	0.218123046572646	0.2192809	0.24777675	0	0	0
chr1	11470000	11620000	150	11470000	11620000	Non-Differential	Strength Change	Non-Differential	Differential	-0.173293749983106	2.06935405277363	1.8843036883824	1.93276324529473	4.31387279443459	3.62194321068001	Matrix 2	Matrix 1	TRUE	3.0990882414085	0.948030151395264	0.00389156	0.0038681	-0.004777	0.00320356209341412	0.30352	0.314242	1.40818634175096e-06	1.46565866792136e-06	0.00029634	0.00042656	0.00027421	0.00026542	-0.034152	0.000101517354514925	0.627799	0.515614	2.83390555885289e-08	2.03028683868559e-08	0.00013748	0.00010541	0	0	0	1e-06	NA	NA	0	0	0	0	-8.3e-07	6e-08	2.668978	1e-06	NA	NA	0	0	0	0	0.52204569	0.4048948	-0.210165	0.342143936271676	0.627951	0.627249	0.107466797824001	0.0645016177799539	0.19663687	0.19571938	0	0	0
chr1	11620000	11780000	160	11620000	11780000	Strength Change	Strength Change	Differential	Differential	2.06935405277363	-2.05883617079321	4.31387279443459	3.62194321068001	2.81119996662125	3.46961089049066	Matrix 1	Matrix 2	TRUE	3.56253638052792	0.00525894099021285	0.00380516	0.00381564	0.002156	0.00320356209341412	0.260962	0.296192	1.00145982815929e-06	1.28994472790556e-06	0.00057501	0.00055995	0.00022637	0.00023583	0.041018	0.000101517354514925	0.582536	0.602554	1.64777146592426e-08	1.91303628586235e-08	0.00010357	8.615e-05	0	-1.6e-07	-0.245111	1e-06	NA	NA	0	0	0	0	1.6e-07	3.1e-07	0.182863	1e-06	NA	NA	0	0	0	0	0.51299054	0.41984152	-0.166388	0.342143936271676	0.728709	0.731929	0.139743596956271	0.0944307972010534	0.13961161	0.13604571	0	0	0
chr1	11780000	11890000	110	11780000	11890000	Strength Change	Complex	Differential	Differential	-2.05883617079321	2.1342148144664	2.81119996662125	3.46961089049066	1.56422784905232	0.862795648325546	Matrix 2	Matrix 1	TRUE	2.18771390783678	0.0376893218365941	0.00408439	0.00405264	-0.006299	0.00320356209341412	0.298783	0.295432	1.49856194044851e-06	1.42483721199092e-06	0.00070551	0.00070956	0.00014133	0.00015747	0.092838	0.000101517354514925	0.377931	0.313161	2.41690168415531e-09	2.13232277544121e-09	9.305e-05	7.696e-05	-1.4e-07	2.8e-07	0.57986	1e-06	NA	NA	0	0	0	0	-3.2e-07	-1.2e-07	0.38074	1e-06	NA	NA	0	0	2e-06	0	0.430112	0.32327377	-0.214819	0.342143936271676	0.840788	0.878332	0.130780812929583	0.0806244251129851	0.18109629	0.14681725	0	0	0
chr1	11890000	12070000	180	11890000	12070000	Complex	Non-Differential	Differential	Non-Differential	2.1342148144664	-0.929212159903511	1.56422784905232	0.862795648325546	1.39009881702907	1.68674622495941	Matrix 1	Matrix 2	TRUE	1.47716333304069	0.602501327281443	0.00432481	0.00431431	-0.002015	0.00320356209341412	0.379279	0.383436	2.67737362069214e-06	2.71936278868022e-06	0.00074624	0.00079222	0.00017336	0.00018159	0.042592	0.000101517354514925	0.562157	0.519835	9.92671192100974e-09	8.23482237448451e-09	5.49e-05	4.169e-05	0	-9e-08	-0.129909	1e-06	NA	NA	0	0	0	0	1.8e-07	-9e-08	-0.374456	1e-06	4.242641	NA	2.22222228844961e-11	0	2e-06	0	0.58587452	0.44806418	-0.231921	0.342143936271676	0.62304	0.645604	0.133243377978149	0.0836791702995671	0.19085805	0.12795018	0	0	0
chr1	12080000	12380000	300	12080000	12380000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.586970367442717	-0.561892910177298	1.32998926172071	1.51546865959944	1.38382008111553	1.560907773432	Matrix 2	Matrix 2	FALSE	1.35690467141812	-0.574431638810008	0.00364762	0.00363933	-0.001746	0.00320356209341412	0.288836	0.287174	1.1154008035553e-06	1.0965110020969e-06	0.00060474	0.00059815	0.0001579	0.00017294	0.081329	0.000101517354514925	0.631295	0.685674	9.39522301948286e-09	1.41085298926989e-08	6.951e-05	7.562e-05	7e-08	-1.4e-07	-0.313804	1e-06	5.477226	NA	2.35853337984085e-11	0	0	0	-7.4e-07	-5.6e-07	0.79318	1e-06	NA	NA	1.9763333119154e-12	6.81633396975201e-12	0	0	5.16884563	4.11076821	-0.307562	0.342143936271676	3.459886	3.458926	319.825960520553	202.176821245799	0.17784327	0.13228374	0	0	0
chr1	12380000	12520000	140	12380000	12520000	Non-Differential	Split	Non-Differential	Differential	-0.561892910177298	2.37395522643782	1.38382008111553	1.560907773432	2.23517317902638	1.45285603361975	Matrix 2	Matrix 1	TRUE	1.80949663007095	0.906031158130259	0.00419435	0.00414203	-0.010238	0.00320356209341412	0.176028	0.165741	5.55813941064865e-07	4.7204929727293e-07	6.324e-05	1.381e-05	0.00026361	0.00031079	0.175327	0.000101517354514925	0.579344	0.537799	2.25485718743113e-08	2.65224329497251e-08	8.884e-05	0.00013122	0	0	0	1e-06	NA	NA	0	0	2e-07	1.67e-06	-2.2e-07	4.1e-07	0.857174	1e-06	NA	NA	0	0	6.7e-07	0	0.61268803	0.50148258	-0.178642	0.342143936271676	0.598479	0.587904	0.134455165192113	0.0869216225361406	0.15562813	0.14495938	0	0	0
chr1	12520000	12660000	140	12520000	12660000	Split	Non-Differential	Differential	Non-Differential	2.37395522643782	-1.17732527936192	2.23517317902638	1.45285603361975	1.1527503669422	1.53117718119375	Matrix 1	Matrix 2	TRUE	1.69396177298429	0.598314973537949	0.0051917	0.00516276	-0.004982	0.00320356209341412	0.373257	0.381423	3.80988703858276e-06	3.92733053199556e-06	5.727e-05	0.00010809	0.00025549	0.00027702	0.084476	0.000101517354514925	0.362023	0.387809	9.20224205060908e-09	1.19928213485771e-08	8.636e-05	0.00012071	3.5e-07	5.1e-07	0.164386	1e-06	3.046605	3.741657	5.02401068514522e-12	1.99207132618768e-11	1.03e-06	1.67e-06	-7e-08	-1.8e-07	-0.182788	1e-06	NA	NA	3.20642873116902e-12	3.27148348672377e-12	6.7e-07	3.8e-07	0.63670769	0.51408602	-0.193092	0.342143936271676	0.55071	0.626509	0.122950464888889	0.103735769162908	0.11674628	0.09555195	0	0	0
chr1	12670000	12830000	160	12670000	12830000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.318721796148166	-1.06355005675408	1.53610864946931	1.42585592339564	1.48454768948759	1.82453186739615	Matrix 1	Matrix 2	FALSE	1.51032816947845	-0.372414130302955	0.00633294	0.00624569	-0.013259	0.00320356209341412	0.256068	0.26741	2.656252826185e-06	2.80907222446303e-06	0.00065645	0.00068644	0.00055587	0.00061802	0.130312	0.000101517354514925	0.44462	0.376283	5.97703735494915e-08	5.29542973445437e-08	0.00022195	0.00026068	1.2e-07	-1.4e-07	-0.385165	1e-06	NA	NA	0	5.17562478981912e-12	8.3e-07	0	7e-08	-4e-08	-0.148954	1e-06	NA	NA	0	0	0	3.8e-07	1.24701867	1.0073956	-0.2358	0.342143936271676	0.267295	0.25248	0.111104730888651	0.064693324478962	0.37904162	0.28716714	0	0	0
chr1	12830000	12960000	130	12830000	12960000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.06355005675408	-1.42611423417504	1.48454768948759	1.82453186739615	1.97325970690508	2.4292178465131	Matrix 2	Matrix 2	FALSE	1.72890369819633	-1.24483214546456	0.00637713	0.0062616	-0.017502	0.00320356209341412	0.193133	0.187712	1.51636357562192e-06	1.37398446612065e-06	0.00062301	0.00060588	0.00060548	0.00068761	0.158549	0.000101517354514925	0.559026	0.58023	1.2247744006498e-07	1.67561984238002e-07	0.00022452	0.00037467	0	-1.1e-07	-0.164385	1e-06	NA	NA	0	0	0	0	-1e-07	-1.08e-06	NA	1e-06	NA	NA	0	0	1e-06	0	1.11522844	0.8894797	-0.242808	0.342143936271676	0.45047	0.486589	0.252386951975812	0.18732843180203	0.22912678	0.25283307	0	0	0
chr1	12960000	13140000	180	12960000	13140000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.42611423417504	-0.674796260991175	1.97325970690508	2.4292178465131	1.41650435337548	1.63021135817027	Matrix 2	Matrix 2	FALSE	1.69488203014028	-1.05045524758311	0.00717808	0.00710352	-0.010399	0.00320356209341412	0.20088	0.198543	2.10148051444254e-06	2.01683071989379e-06	0.00135114	0.00119337	0.00067349	0.00076162	0.155386	0.000101517354514925	0.411629	0.55026	7.1040690154398e-08	1.6730546508599e-07	0.00081863	0.0009253	-4e-07	1.39e-06	1.986632	1e-06	NA	NA	1.13605566162533e-11	0	0	0	-1e-08	-3.7e-07	-0.647153	1e-06	NA	NA	5.55555572112401e-12	0	1e-06	0	0.89521968	0.75093819	-0.178868	0.342143936271676	0.476837	0.51612	0.182220616925094	0.150210557264879	0.60427	0.48677125	0	0	0
chr1	13150000	13260000	110	13150000	13260000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.48500838836887	-0.526375681272983	1.41049185334917	1.88800084058976	1.35191877232907	1.51757804607408	Matrix 2	Matrix 2	FALSE	1.38120531283912	-1.00569203482093	0.00752418	0.00751838	-0.00078	0.00320356209341412	0.270669	0.263541	4.09962458873698e-06	3.92771879878408e-06	0.00075388	0.00073585	0.00223729	0.00212198	-0.072941	0.000101517354514925	0.213567	0.232699	2.32858938146417e-07	2.44872322160083e-07	0.00082427	0.00069882	5.7e-07	-2.8e-07	-1.131235	1e-06	3.316625	NA	5.68181818181818e-11	0	0	0	-3.2e-07	1.7e-07	0.799693	1e-06	NA	3.316625	0	5.38999994158745e-12	0	0	1.56281058	1.20655183	-0.298703	0.342143936271676	0.229296	0.215254	0.128411384952532	0.0674504892290787	0.27746702	0.16124065	0	0	0
