loop_id	logFC	FDR	direction	anchor1_chr	anchor1_start	anchor1_end	anchor1_annotation	anchor1_all_genes	anchor1_gene_count	anchor2_chr	anchor2_start	anchor2_end	anchor2_annotation	anchor2_all_genes	anchor2_gene_count
loop_3692	0.433987010267071	0.0263736576338041	up	chr17	33225000	33230000	Distal Intergenic	NA	0	chr17	33270000	33275000	Promoter (1-2kb)	NA	0
loop_3694	0.414596283857196	0.004597824725245	up	chr17	84110000	84115000	Distal Intergenic	NA	0	chr17	84190000	84195000	3' UTR	Thada	1
loop_21983	0.354092045085057	0.0011334870390458	up	chr1	87090000	87100000	Promoter (<=1kb)	Alpi	1	chr1	87180000	87190000	Promoter (<=1kb)	Prss56	1
loop_3740	0.993297374282723	0.0011100455374465	up	chr1	113970000	113975000	Distal Intergenic	NA	0	chr1	114330000	114335000	Distal Intergenic	NA	0
loop_22011	1.13005308385977	1.898274647806e-06	up	chr1	115680000	115690000	Promoter (<=1kb)	Cntnap5a	1	chr1	116470000	116480000	Intron (ENSMUST00000043725.8/636808, intron 19 of 23)	Cntnap5a	1
loop_3749	0.477060791282449	0.0132997627313065	up	chr1	169670000	169675000	Intron (ENSMUST00000027997.8/19737, intron 1 of 4)	Rgs5	1	chr1	169935000	169940000	Distal Intergenic	NA	0
loop_3757	0.414459405101291	0.028390367255837	up	chr1	84125000	84130000	Intron (ENSMUST00000168574.8/98496, intron 2 of 2)	Pid1	1	chr1	84280000	84285000	Promoter (<=1kb)	Pid1	1
loop_3779	0.454929935851277	0.0075081673989804	up	chr18	64340000	64345000	Promoter (<=1kb)	Onecut2	1	chr18	64465000	64470000	Promoter (<=1kb)	Fech	1
loop_3780	0.402157937857956	0.012904809878869	up	chr18	45910000	45915000	Intron (ENSMUST00000237850.1/107003, intron 2 of 3)	A330093E20Rik	1	chr18	46135000	46140000	Distal Intergenic	NA	0
loop_19616	0.511848226313354	0.0003953637294756	up	chr19	17850000	17860000	Distal Intergenic	NA	0	chr19	18540000	18550000	Intron (ENSMUST00000236615.1/20409, intron 9 of 10)	Ostf1	1
loop_3830	0.395738228011634	0.0158064281009642	up	chr2	102685000	102690000	Exon (ENSMUST00000136221.7/20511, exon 2 of 3)	Slc1a2	1	chr2	103015000	103020000	Distal Intergenic	NA	0
loop_3836	-0.358579913610825	0.0165741895723943	down	chr2	118305000	118310000	Promoter (<=1kb)	Gpr176,1700054M17Rik	2	chr2	118385000	118390000	Promoter (<=1kb)	Eif2ak4	1
loop_3839	0.408011135604309	0.0293739779103617	up	chr2	179440000	179445000	Promoter (<=1kb)	Cdh4	1	chr2	179640000	179645000	Intron (ENSMUST00000000314.12/12561, intron 2 of 15)	Cdh4	1
loop_22100	0.314526379256494	0.0048031221160271	up	chr2	3810000	3820000	Distal Intergenic	NA	0	chr2	4210000	4220000	Exon (ENSMUST00000191718.1/ENSMUST00000191718.1, exon 1 of 1)	Frmd4a	1
loop_3859	0.337202889649143	0.012276662330146	up	chr2	65020000	65025000	Promoter (<=1kb)	Grb14	1	chr2	65110000	65115000	Intron (ENSMUST00000112429.8/319876, intron 6 of 13)	Cobll1	1
loop_19749	0.347469078358575	0.0042195686400262	up	chr2	27550000	27560000	Distal Intergenic	NA	0	chr2	27970000	27980000	Exon (ENSMUST00000028280.13/12831, exon 20 of 66)	Col5a1	1
loop_19791	0.529829340122908	0.0003236044399047	up	chrX	103690000	103700000	3' UTR	Slc16a2	1	chrX	103840000	103850000	Distal Intergenic	NA	0
loop_21245	0.514598594701197	0.00487576627807	up	chrX	50670000	50680000	Distal Intergenic	NA	0	chrX	50920000	50930000	Intron (ENSMUST00000060650.6/385354, intron 1 of 11)	Frmd7	1
loop_3915	0.788418215597205	8.65494021168448e-05	up	chr3	127620000	127625000	Distal Intergenic	NA	0	chr3	127760000	127765000	Intron (ENSMUST00000029662.11/71481, intron 1 of 13)	Alpk1	1
loop_22154	0.56601532766971	9.24421070689309e-05	up	chr3	59320000	59330000	Exon (ENSMUST00000039419.11/242050, exon 5 of 7)	Igsf10	1	chr3	60050000	60060000	Distal Intergenic	NA	0
loop_3933	0.442672974226696	0.0034544175735878	up	chr4	96715000	96720000	Distal Intergenic	NA	0	chr4	96770000	96775000	Intron (ENSMUST00000107071.1/620779, intron 1 of 10)	Gm12695	1
loop_22176	0.445423850224702	0.0001578212935421	up	chr4	125110000	125120000	3' UTR	Zc3h12a,Meaf6	2	chr4	125960000	125970000	Distal Intergenic	NA	0
loop_22194	0.380377791433413	0.0015036067089252	up	chr4	70800000	70810000	Distal Intergenic	NA	0	chr4	70940000	70950000	Distal Intergenic	NA	0
loop_3994	0.456078932023803	0.0276786756782985	up	chr5	64505000	64510000	Distal Intergenic	NA	0	chr5	64865000	64870000	Distal Intergenic	NA	0
loop_22237	0.42310142438222	0.0002560788050099	up	chr5	76650000	76660000	Promoter (<=1kb)	Cracd	1	chr5	76840000	76850000	Promoter (<=1kb)	Cracd	1
loop_22214	0.817891350203598	4.23239390312694e-07	up	chr5	3340000	3350000	Promoter (<=1kb)	Cdk6	1	chr5	3510000	3520000	Exon (ENSMUST00000165117.7/12571, exon 6 of 8)	Cdk6	1
loop_4714	0.360998595728867	0.001380733292285	up	chr5	59750000	59760000	Distal Intergenic	NA	0	chr5	59890000	59900000	Distal Intergenic	NA	0
loop_22596	0.384428814055033	0.0027103334347125	up	chr5	36830000	36840000	Promoter (<=1kb)	Man2b2	1	chr5	37100000	37110000	5' UTR	Gm1043,Jakmip1	2
loop_22261	0.322017476859886	0.0001051094521554	up	chr6	83690000	83700000	Exon (ENSMUST00000123402.1/574519, exon 3 of 6)	Vax2os	1	chr6	83740000	83750000	Promoter (<=1kb)	Atp6v1b1	1
loop_4049	0.509786751093454	0.0008903043728339	up	chr6	103220000	103225000	Distal Intergenic	NA	0	chr6	103275000	103280000	Exon (ENSMUST00000203805.1/ENSMUST00000203805.1, exon 1 of 1)	NA	0
loop_4054	-0.395120920622544	0.0213248544862925	down	chr6	72280000	72285000	Distal Intergenic	NA	0	chr6	72405000	72410000	Distal Intergenic	NA	0
loop_22271	0.429181619951826	8.73917306613544e-05	up	chr6	148000000	148010000	Exon (ENSMUST00000149815.3/ENSMUST00000149815.3, exon 3 of 4)	NA	0	chr6	148130000	148140000	5' UTR	Far2	1
loop_4829	0.491491828237413	0.0012365711268571	up	chr7	131540000	131550000	Promoter (<=1kb)	Fgfr2,Hmx2,Hmx3	3	chr7	131740000	131750000	Intron (ENSMUST00000124096.7/14183, intron 2 of 6)	Fgfr2	1
loop_22320	0.433270300096165	0.0020776213331827	up	chr7	124380000	124390000	Intron (ENSMUST00000106437.1/628779, intron 1 of 1)	Hs3st4	1	chr7	125180000	125190000	Distal Intergenic	NA	0
loop_22331	0.670642175191049	0.0004499321305313	up	chr7	136150000	136160000	Distal Intergenic	NA	0	chr7	137320000	137330000	Distal Intergenic	NA	0
loop_4131	0.387615581365571	0.003581033848225	up	chr10	21080000	21085000	3' UTR	Ahi1	1	chr10	21185000	21190000	Promoter (<=1kb)	Gm33619	1
loop_4162	0.549519963760996	0.0016987161200058	up	chr8	121125000	121130000	Promoter (<=1kb)	Galnt2,Foxl1	2	chr8	121390000	121395000	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	Galnt2	1
loop_4165	0.372548002764556	0.0158674518413192	up	chr8	94700000	94705000	Distal Intergenic	NA	0	chr8	94770000	94775000	Promoter (<=1kb)	Cx3cl1	1
loop_4167	0.345273315784937	0.013400131471006	up	chr8	122160000	122165000	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	Galnt2	1	chr8	122255000	122260000	Promoter (<=1kb)	Galnt2,Zfp469	2
loop_4191	-0.56956372737743	0.008379906384145	down	chr8	69395000	69400000	Promoter (<=1kb)	Gm10033	1	chr8	69465000	69470000	Distal Intergenic	NA	0
loop_21673	0.564881609870098	1.17763178625359e-05	up	chr8	14420000	14430000	Intron (ENSMUST00000152652.7/244310, intron 2 of 14)	Dlgap2	1	chr8	14740000	14750000	Promoter (<=1kb)	Dlgap2	1
loop_5042	0.585609104566488	7.58713743508368e-07	up	chr9	41370000	41380000	Promoter (<=1kb)	Mir100hg	1	chr9	41450000	41460000	Exon (ENSMUST00000233028.1/73144, exon 4 of 4)	Mir100hg	1
loop_21731	0.312695099014554	0.0054367440422653	up	chr9	23020000	23030000	Distal Intergenic	NA	0	chr9	23210000	23220000	Distal Intergenic	NA	0
loop_4308	0.561136519631846	0.0008969943811552	up	chr9	122615000	122620000	Intron (ENSMUST00000181682.8/319626, intron 2 of 3)	9530059O14Rik	1	chr9	122725000	122730000	Distal Intergenic	NA	0
loop_4348	0.309121321867469	0.0173052121494746	up	chr11	114065000	114070000	Promoter (<=1kb)	Sdk2	1	chr11	114175000	114180000	Distal Intergenic	NA	0
loop_9751	0.47125787660616	3.47822025692172e-06	up	chr11	87210000	87220000	3' UTR	Trim37	1	chr11	87390000	87400000	3' UTR	Rad51c	1
loop_4374	0.550485846554248	0.0026262863962556	up	chr11	96145000	96150000	Exon (ENSMUST00000167258.7/237930, exon 8 of 15)	Ttll6	1	chr11	96230000	96235000	Distal Intergenic	NA	0
loop_4423	0.847880784781991	0.0227301018155629	up	chr13	28415000	28420000	Exon (ENSMUST00000222823.1/ENSMUST00000222823.1, exon 1 of 4)	NA	0	chr13	28480000	28485000	Promoter (<=1kb)	2610307P16Rik	1
loop_10686	0.596388724442939	4.28184678644197e-06	up	chr12	105490000	105500000	3' UTR	D430019H16Rik	1	chr12	105610000	105620000	3' UTR	Atg2b	1
loop_21843	0.324243640472188	0.000105561453952	up	chr12	75300000	75310000	Promoter (<=1kb)	Rhoj	1	chr12	75370000	75380000	Exon (ENSMUST00000118602.7/80837, exon 2 of 5)	Rhoj	1
loop_5292	0.374772635830487	0.000444592212377	up	chr12	104770000	104780000	Promoter (<=1kb)	Clmn	1	chr12	104940000	104950000	Exon (ENSMUST00000067005.10/212073, exon 11 of 17)	Syne3	1
loop_4507	0.414462305190045	0.0050231639987019	up	chr15	78255000	78260000	Promoter (<=1kb)	Ncf4	1	chr15	78365000	78370000	Exon (ENSMUST00000093723.1/ENSMUST00000093723.1, exon 1 of 1)	NA	0
loop_4514	0.337180376629489	0.022633674788932	up	chr15	61985000	61990000	Promoter (<=1kb)	Myc	1	chr15	62035000	62040000	Promoter (<=1kb)	Pvt1	1
loop_4527	0.61216815327462	0.001229889973942	up	chr15	84260000	84265000	3' UTR	Parvb	1	chr15	84445000	84450000	Promoter (<=1kb)	Shisal1	1
loop_4528	0.677749675768965	0.0004180595022831	up	chr15	38695000	38700000	Distal Intergenic	NA	0	chr15	38975000	38980000	Distal Intergenic	NA	0
loop_21903	0.41503974306074	0.0019103181327554	up	chr15	24720000	24730000	Exon (ENSMUST00000226163.1/ENSMUST00000226163.1, exon 1 of 1)	NA	0	chr15	25410000	25420000	Promoter (<=1kb)	Gm5468,Basp1	2
loop_19312	0.436907970772748	0.0001620660208252	up	chr16	58450000	58460000	Promoter (<=1kb)	Dcbld2	1	chr16	58620000	58630000	Distal Intergenic	NA	0
loop_4613	0.449490280780529	0.0087455029503819	up	chr17	15375000	15380000	Promoter (<=1kb)	Dll1	1	chr17	15465000	15470000	Distal Intergenic	NA	0
loop_4647	0.324541248365324	0.0152938277170564	up	chr1	153330000	153335000	Promoter (<=1kb)	Lamc1	1	chr1	153385000	153390000	Distal Intergenic	NA	0
loop_4648	0.454154206333327	0.0025123989328959	up	chr1	73995000	74000000	Promoter (<=1kb)	Tns1	1	chr1	74075000	74080000	Exon (ENSMUST00000169786.7/21961, exon 2 of 35)	Tns1	1
loop_22503	0.478048011136119	0.0015630567938121	up	chr1	25830000	25840000	Promoter (<=1kb)	NA	0	chr1	26050000	26060000	Distal Intergenic	NA	0
loop_4716	0.411143232430558	0.0063553082143227	up	chr18	34660000	34665000	Distal Intergenic	NA	0	chr18	34785000	34790000	Intron (ENSMUST00000043775.8/277250, intron 1 of 23)	Kdm3b	1
loop_19558	0.539333485710682	3.75500218322007e-05	up	chr18	10290000	10300000	Distal Intergenic	NA	0	chr18	10500000	10510000	Promoter (<=1kb)	Greb1l	1
loop_12384	0.487184305252261	0.0001800657231761	up	chr18	80800000	80825000	3' UTR	Atp9b	1	chr18	81900000	81925000	Exon (ENSMUST00000235452.1/ENSMUST00000235452.1, exon 1 of 2)	NA	0
loop_22053	0.361678011312932	3.3019360031751e-05	up	chr19	42660000	42670000	Distal Intergenic	Mir3084-2	1	chr19	42740000	42750000	3' UTR	Mir3084-2,Pyroxd2	2
loop_4785	0.31233062045872	0.0101646445520274	up	chr2	166005000	166010000	Intron (ENSMUST00000109252.7/17979, intron 1 of 22)	Ncoa3	1	chr2	166040000	166045000	Intron (ENSMUST00000109252.7/17979, intron 2 of 22)	Ncoa3	1
loop_5694	0.311991636207353	0.0003159861036178	up	chr2	28750000	28760000	Exon (ENSMUST00000074156.6/68870, exon 11 of 13)	Ak8	1	chr2	28840000	28850000	Promoter (<=1kb)	Ddx31,Gtf3c4	2
loop_4810	-0.398170855659383	0.0206311048540542	down	chr2	138280000	138285000	Promoter (1-2kb)	Btbd3	1	chr2	138475000	138480000	Intron (ENSMUST00000155646.7/228662, intron 2 of 3)	Btbd3	1
loop_22537	0.358168934784608	0.0078955558276212	up	chr2	48000000	48010000	Distal Intergenic	NA	0	chr2	48810000	48820000	Promoter (<=1kb)	Acvr2a	1
loop_4824	0.52582754582689	0.0015463951101017	up	chr2	5085000	5090000	Distal Intergenic	NA	0	chr2	5395000	5400000	Intron (ENSMUST00000044009.13/227541, intron 3 of 10)	Camk1d	1
loop_14446	0.523432552260051	7.14733310540432e-05	up	chr2	163100000	163110000	Distal Intergenic	NA	0	chr2	163400000	163410000	Promoter (1-2kb)	Oser1	1
loop_14706	0.585659773908857	0.0011002524278069	up	chrX	168410000	168420000	Intron (ENSMUST00000112147.8/333605, intron 3 of 19)	Frmpd4	1	chrX	168630000	168640000	Distal Intergenic	NA	0
loop_4905	0.328100926119444	0.0158674518413192	up	chr3	9400000	9405000	Promoter (<=1kb)	C030034L19Rik	1	chr3	9465000	9470000	Intron (ENSMUST00000041124.12/170753, intron 4 of 8)	Zfp704	1
loop_5820	0.548833603302115	3.92342140348747e-05	up	chr3	87030000	87040000	Distal Intergenic	NA	0	chr3	87170000	87180000	Promoter (<=1kb)	Kirrel1	1
loop_4908	0.521455115885063	0.00991211500056	up	chr3	70105000	70110000	Distal Intergenic	NA	0	chr3	70305000	70310000	Distal Intergenic	NA	0
loop_4909	0.473181721583905	0.019952460363701	up	chr3	10060000	10065000	Distal Intergenic	NA	0	chr3	10305000	10310000	Exon (ENSMUST00000194572.2/ENSMUST00000194572.2, exon 1 of 1)	NA	0
loop_4935	0.329832777085236	0.0167032838222299	up	chr4	54950000	54955000	Intron (ENSMUST00000133895.7/242466, intron 1 of 2)	Zfp462	1	chr4	55005000	55010000	Promoter (1-2kb)	Zfp462	1
loop_4947	0.368320073774045	0.0200199299057201	up	chr4	127990000	127995000	Promoter (1-2kb)	Csmd2	1	chr4	128175000	128180000	Intron (ENSMUST00000129619.7/329942, intron 3 of 12)	Csmd2	1
loop_4989	0.303981476222131	0.0060364948426678	up	chr5	134930000	134935000	Promoter (<=1kb)	Mettl27	1	chr5	134965000	134970000	Distal Intergenic	NA	0
loop_5010	0.34661341299261	0.0025672478109892	up	chr5	136840000	136845000	Intron (ENSMUST00000057497.12/140709, intron 2 of 12)	Col26a1	1	chr5	136875000	136880000	Intron (ENSMUST00000057497.12/140709, intron 1 of 12)	Col26a1	1
loop_5014	0.386416386328686	0.0259347454462345	up	chr5	73535000	73540000	Intron (ENSMUST00000087181.11/100737, intron 8 of 11)	Dcun1d4	1	chr5	73635000	73640000	3' UTR	Sgcb	1
loop_5021	-0.520169607310269	0.0019473901654264	down	chr5	68055000	68060000	Intron (ENSMUST00000094715.7/433899, intron 1 of 3)	Grxcr1	1	chr5	68110000	68115000	Exon (ENSMUST00000094715.7/433899, exon 2 of 4)	Grxcr1	1
loop_22228	0.365944433235155	0.0010136760339766	up	chr5	100670000	100680000	Promoter (<=1kb)	Hpse,Coq2	2	chr5	100750000	100760000	Distal Intergenic	NA	0
loop_20175	0.369508309772668	0.000133523178893	up	chr6	114220000	114230000	Exon (ENSMUST00000032451.8/243616, exon 7 of 14)	Slc6a11	1	chr6	114340000	114350000	Distal Intergenic	NA	0
loop_22267	0.50060276259581	3.05982770416201e-05	up	chr6	120220000	120230000	Exon (ENSMUST00000125341.1/330406, exon 4 of 20)	B4galnt3	1	chr6	120320000	120330000	3' UTR	Ccdc77	1
loop_6107	0.330279139639674	0.0001448352642503	up	chr7	144840000	144850000	Promoter (<=1kb)	Fgf3,Fgf4	2	chr7	144890000	144900000	Promoter (<=1kb)	Fgf15	1
loop_5138	0.440621221468438	0.0207917914561547	up	chr7	83200000	83205000	Exon (ENSMUST00000207936.1/ENSMUST00000207936.1, exon 1 of 2)	NA	0	chr7	83485000	83490000	Exon (ENSMUST00000208669.1/ENSMUST00000208669.1, exon 3 of 3)	NA	0
loop_2086	-0.310960774950668	0.0027696996234338	down	chr7	24470000	24480000	3' UTR	Plaur	1	chr7	24560000	24570000	Promoter (<=1kb)	Xrcc1	1
loop_22316	0.402115899760075	0.0002097205010062	up	chr7	118440000	118450000	Promoter (<=1kb)	Syt17	1	chr7	118510000	118520000	Exon (ENSMUST00000098090.9/12850, exon 6 of 7)	Coq7	1
loop_6149	0.625802372293926	0.0003535017166414	up	chr7	133950000	133960000	Promoter (1-2kb)	Adam12	1	chr7	134340000	134350000	Promoter (<=1kb)	D7Ertd443e	1
loop_18222	-0.315936634654699	0.0009388363721193	down	chr7	91225000	91250000	Exon (ENSMUST00000158646.1/ENSMUST00000158646.1, exon 1 of 1)	Dlg2	1	chr7	91425000	91450000	Exon (ENSMUST00000231777.2/23859, exon 7 of 28)	Dlg2	1
loop_5204	0.327452158113513	0.0135860780220991	up	chr10	120975000	120980000	Promoter (<=1kb)	Lemd3	1	chr10	121030000	121035000	Promoter (<=1kb)	Wif1	1
loop_16445	0.305528204466229	0.0006496544239805	up	chr10	121025000	121050000	Promoter (<=1kb)	Wif1	1	chr10	121250000	121275000	3' UTR	Tbc1d30	1
loop_5269	0.394111171616668	0.0280248256174084	up	chr8	113670000	113675000	Promoter (1-2kb)	Gm30052	1	chr8	113845000	113850000	Promoter (<=1kb)	Adamts18	1
loop_21686	0.971785282865532	7.15200267494884e-06	up	chr8	28140000	28150000	Distal Intergenic	NA	0	chr8	29290000	29300000	Distal Intergenic	NA	0
loop_5296	0.443116507856726	0.0020632941723692	up	chr14	75895000	75900000	3' UTR	Gtf2f2	1	chr14	76075000	76080000	Distal Intergenic	NA	0
loop_5005	0.376144414339517	7.30375806186524e-05	up	chr14	25700000	25710000	Promoter (<=1kb)	Ppif,Ppifos	2	chr14	25790000	25800000	Distal Intergenic	NA	0
loop_21701	0.628105123603216	5.70586075333259e-05	up	chr14	23580000	23590000	Intron (ENSMUST00000172099.8/16531, intron 4 of 27)	Kcnma1	1	chr14	23780000	23790000	Intron (ENSMUST00000172099.8/16531, intron 1 of 27)	Kcnma1	1
loop_16750	0.615466393952923	2.30703680920792e-05	up	chr14	34800000	34825000	Promoter (<=1kb)	Grid1	1	chr14	35150000	35175000	Intron (ENSMUST00000043349.6/14803, intron 4 of 15)	Grid1	1
loop_21710	0.726359505281599	7.62785935965848e-05	up	chr14	39530000	39540000	Distal Intergenic	NA	0	chr14	40790000	40800000	Distal Intergenic	NA	0
loop_18879	0.327419916241302	0.0050465063625916	up	chr9	110710000	110720000	Promoter (<=1kb)	Ccdc12	1	chr9	110860000	110870000	Promoter (<=1kb)	Tmie,Prss50	2
loop_5350	-0.309394975159469	0.0172595246413794	down	chr9	57520000	57525000	Promoter (<=1kb)	Cox5a	1	chr9	57655000	57660000	Promoter (1-2kb)	NA	0
loop_18865	0.323726144215156	0.0049677762781796	up	chr9	42550000	42560000	Exon (ENSMUST00000114865.7/110637, exon 15 of 21)	Grik4	1	chr9	42780000	42790000	Intron (ENSMUST00000114865.7/110637, intron 3 of 20)	Grik4	1
loop_22404	0.615769385628229	4.33517327452388e-06	up	chr9	15970000	15980000	Exon (ENSMUST00000217308.2/270120, exon 14 of 26)	Fat3	1	chr9	16490000	16500000	Promoter (1-2kb)	Fat3	1
loop_5357	0.316750837414799	0.0253997227242897	up	chr9	73160000	73165000	Distal Intergenic	NA	0	chr9	73465000	73470000	Distal Intergenic	NA	0
loop_5364	0.332745718374506	0.0266033656551999	up	chr9	54185000	54190000	5' UTR	Cyp19a1	1	chr9	54315000	54320000	Intron (ENSMUST00000056740.5/235379, intron 2 of 9)	Gldn	1
loop_6403	0.463204616395998	0.0035888927370438	up	chr9	41730000	41740000	Exon (ENSMUST00000216984.1/ENSMUST00000216984.1, exon 1 of 5)	NA	0	chr9	41950000	41960000	Distal Intergenic	NA	0
loop_21737	0.61414991257951	2.13609666675241e-05	up	chr9	122420000	122430000	Exon (ENSMUST00000214078.1/ENSMUST00000214078.1, exon 1 of 2)	NA	0	chr9	122720000	122730000	Distal Intergenic	NA	0
loop_5419	0.360410527682983	0.013807743742146	up	chr11	51325000	51330000	Intron (ENSMUST00000102765.8/237759, intron 2 of 28)	Col23a1	1	chr11	51445000	51450000	Intron (ENSMUST00000102765.8/237759, intron 2 of 28)	Col23a1	1
loop_5435	0.466496399917686	0.0256868192223364	up	chr11	114065000	114070000	Promoter (<=1kb)	Sdk2	1	chr11	114655000	114660000	Distal Intergenic	NA	0
loop_4402	0.319537571318202	0.0001739503752604	up	chr11	52750000	52775000	Promoter (<=1kb)	Fstl4	1	chr11	53150000	53175000	Exon (ENSMUST00000036796.7/320027, exon 9 of 16)	Fstl4	1
loop_6481	0.490722602815239	4.77881647332571e-05	up	chr11	24080000	24090000	Promoter (<=1kb)	Bcl11a	1	chr11	25300000	25310000	Exon (ENSMUST00000145127.1/ENSMUST00000145127.1, exon 1 of 3)	NA	0
loop_9594	-0.355439899378673	0.0029451535665983	down	chr11	40925000	40950000	Distal Intergenic	NA	0	chr11	43400000	43425000	Promoter (<=1kb)	Pttg1	1
loop_5188	0.58845001908088	0.0001055846302426	up	chr11	34230000	34240000	Promoter (<=1kb)	Dock2	1	chr11	34800000	34810000	3' UTR	Spdl1	1
loop_6516	0.473760165151681	3.90306927230869e-05	up	chr13	72630000	72640000	Promoter (<=1kb)	Irx2	1	chr13	72730000	72740000	Distal Intergenic	NA	0
loop_5502	0.308032740703527	0.0165741895723943	up	chr12	80725000	80730000	Distal Intergenic	NA	0	chr12	80760000	80765000	Promoter (<=1kb)	Ccdc177	1
loop_22451	0.517357134314328	0.0001475029181894	up	chr12	104440000	104450000	Distal Intergenic	NA	0	chr12	104700000	104710000	Promoter (<=1kb)	Dicer1	1
loop_5526	0.530490907371143	0.0116861621635594	up	chr12	109440000	109445000	Distal Intergenic	NA	0	chr12	110370000	110375000	Distal Intergenic	NA	0
loop_6605	0.446648545199068	9.83795602635664e-06	up	chr15	78620000	78630000	3' UTR	Cyth4	1	chr15	78740000	78750000	Distal Intergenic	NA	0
loop_5536	0.318381262594546	0.0099348630573755	up	chr15	84215000	84220000	3' UTR	Samm50	1	chr15	84630000	84635000	Distal Intergenic	NA	0
loop_19231	0.431679663323451	0.0001267397753181	up	chr15	35930000	35940000	Promoter (<=1kb)	Cox6c,Vps13b	2	chr15	36140000	36150000	Promoter (<=1kb)	Rgs22	1
loop_5561	0.818645046401275	0.0034223313618301	up	chr15	61985000	61990000	Promoter (<=1kb)	Myc	1	chr15	63110000	63115000	Exon (ENSMUST00000227678.1/ENSMUST00000227678.1, exon 3 of 4)	NA	0
loop_11228	0.427278912659809	0.0008235910256172	up	chr15	92590000	92600000	Promoter (<=1kb)	Pdzrn4	1	chr15	93210000	93220000	Distal Intergenic	NA	0
loop_5577	-0.30142935160963	0.0247204075376801	down	chr16	37370000	37375000	Exon (ENSMUST00000149790.1/207227, exon 3 of 3)	Stxbp5l	1	chr16	37440000	37445000	Distal Intergenic	NA	0
loop_5584	0.511099636095687	0.0063305105845788	up	chr16	42790000	42795000	Intron (ENSMUST00000142270.1/75722, intron 1 of 3)	4932412D23Rik	1	chr16	42875000	42880000	Promoter (<=1kb)	Zbtb20,4932412D23Rik	2
