loop_id	direction	anchor1_annotation	anchor2_annotation	anchor1_gene	anchor2_gene
loop_2330	down	Exon (ENSMUST00000083217.1/ENSMUST00000083217.1, exon 1 of 1)	Promoter (<=1kb)	Astn2	Cdk5rap2
loop_2347	down	Promoter (<=1kb)	Promoter (<=1kb)	Foxd3	Tal1
loop_2350	down	Promoter (<=1kb)	Promoter (<=1kb)	Pax5	Foxd3
loop_2396	down	Promoter (<=1kb)	Promoter (<=1kb)	Akap9	Mterf1b
loop_2413	down	Intron (ENSMUST00000074694.6/14677, intron 1 of 7)	Promoter (<=1kb)	Gnai1	Rsbn1l
loop_2414	down	Promoter (<=1kb)	Promoter (<=1kb)	Rbpj	Stim2
loop_2418	down	Promoter (<=1kb)	Promoter (<=1kb)	Zic4	Plscr5
loop_2424	down	Promoter (<=1kb)	Exon (ENSMUST00000196193.1/ENSMUST00000196193.1, exon 1 of 1)	Tmem132b	Fzd10os
loop_2465	down	Promoter (<=1kb)	3' UTR	Zyx	Nobox
loop_2470	down	Promoter (<=1kb)	Intron (ENSMUST00000207647.1/66797, intron 2 of 3)	Cntnap2	Cntnap2
loop_2473	down	Exon (ENSMUST00000127668.1/ENSMUST00000127668.1, exon 1 of 3)	Promoter (<=1kb)	Plxna4os1	Lrguk
loop_2474	down	Promoter (<=1kb)	Promoter (<=1kb)	2010310C07Rik	Arhgef5
loop_2477	down	Promoter (<=1kb)	Promoter (<=1kb)	Vps50	Peg10
loop_2496	down	Distal Intergenic	Promoter (<=1kb)	Gm6619	Bcl2l14
loop_2502	down	Promoter (<=1kb)	Distal Intergenic	Fezf1	Mir148a
loop_2506	up	Promoter (<=1kb)	Promoter (<=1kb)	Gpr85	Capza2
loop_2507	down	Promoter (<=1kb)	Promoter (1-2kb)	Dlx6	Fezf1
loop_2508	down	3' UTR	Promoter (<=1kb)	Igf2bp3	Vax2
loop_2559	down	Promoter (<=1kb)	Promoter (<=1kb)	Mir1963	Catsperg2
loop_2592	down	Promoter (<=1kb)	Exon (ENSMUST00000209655.1/ENSMUST00000209655.1, exon 1 of 2)	Cd37	Myod1
loop_2636	down	Distal Intergenic	Promoter (<=1kb)	Gm20139	Map7
loop_2638	down	Distal Intergenic	Promoter (<=1kb)	Btg1	4930473O22Rik
loop_2646	down	Promoter (<=1kb)	Distal Intergenic	E030030I06Rik	Tcf21
loop_2706	down	Promoter (<=1kb)	Promoter (<=1kb)	Rbmxl1	Otud4
loop_2781	down	Promoter (<=1kb)	Distal Intergenic	Slitrk5	4930524C18Rik
loop_2811	up	Promoter (<=1kb)	Distal Intergenic	Pkp2	Fgd4
loop_2856	down	Promoter (<=1kb)	Promoter (<=1kb)	Isl2	Foxl2
loop_2895	down	Promoter (<=1kb)	Promoter (<=1kb)	Cyb561	Icam2
loop_2910	down	Promoter (<=1kb)	Promoter (<=1kb)	Ehbp1	Sanbr
loop_2911	down	Promoter (<=1kb)	Promoter (<=1kb)	C1d	Meis1
loop_2922	down	Promoter (<=1kb)	Promoter (<=1kb)	Tex14	Arl4d
loop_2942	up	Exon (ENSMUST00000225986.1/ENSMUST00000225986.1, exon 1 of 2)	Promoter (<=1kb)	Ly86	Rreb1
loop_3005	down	Promoter (<=1kb)	Promoter (<=1kb)	Dhrs3	Vps13d
loop_3006	down	Promoter (<=1kb)	Promoter (<=1kb)	Arrdc3	Mef2c
loop_3030	down	Promoter (<=1kb)	3' UTR	Prss16	Gm26688
loop_3081	down	Promoter (<=1kb)	Promoter (<=1kb)	Lrrc72	Agmo
loop_3086	down	Intron (ENSMUST00000190626.6/18191, intron 13 of 18)	Promoter (<=1kb)	Nrxn3	Gtf2a1
loop_3107	up	Promoter (<=1kb)	Promoter (<=1kb)	Krt74	Krt78
loop_3113	down	Exon (ENSMUST00000230321.1/ENSMUST00000230321.1, exon 1 of 2)	Promoter (<=1kb)	Angpt1	Angpt1
loop_3121	down	Exon (ENSMUST00000229247.1/ENSMUST00000229247.1, exon 1 of 3)	Promoter (1-2kb)	Abra	Angpt1
loop_3157	down	Promoter (<=1kb)	Promoter (<=1kb)	Lrp12	Gm10373
loop_3240	down	Promoter (<=1kb)	Intron (ENSMUST00000048691.5/627626, intron 3 of 3)	Ptchd4	Opn5
loop_3247	down	Promoter (<=1kb)	Promoter (<=1kb)	Mir6370	Kcnd2
loop_3250	up	Promoter (<=1kb)	Intron (ENSMUST00000037974.9/19274, intron 2 of 32)	Ptprm	Ptprm
loop_3353	up	Promoter (<=1kb)	Promoter (<=1kb)	Trp53bp2	Susd4
loop_3364	down	Promoter (<=1kb)	Distal Intergenic	Ccdc190	Nos1ap
loop_3369	down	Promoter (<=1kb)	Promoter (<=1kb)	Slc39a10	Nabp1
loop_3377	up	Promoter (<=1kb)	Promoter (<=1kb)	Tsn	Dbi
loop_3392	down	Promoter (<=1kb)	Promoter (<=1kb)	Pou3f3	Satb2
loop_3394	down	Promoter (<=1kb)	Promoter (<=1kb)	Pax3	Lhx9
loop_3427	down	Promoter (<=1kb)	Promoter (<=1kb)	Mbp	Zfp516
loop_3559	down	Promoter (<=1kb)	Promoter (<=1kb)	Sp9	Evx2
loop_3564	up	Promoter (<=1kb)	Exon (ENSMUST00000157438.1/ENSMUST00000157438.1, exon 1 of 1)	Sulf2	Trp53rkb
loop_3565	up	Exon (ENSMUST00000117749.1/ENSMUST00000117749.1, exon 1 of 1)	Promoter (<=1kb)	Ncoa3	Prex1
loop_3658	down	Promoter (<=1kb)	Promoter (<=1kb)	Mir201	Fmr1
loop_3659	down	Promoter (<=1kb)	Distal Intergenic	Ano2	Ntf3
loop_3661	down	Promoter (<=1kb)	Promoter (<=1kb)	Slitrk2	Fmr1
loop_3770	down	3' UTR	Promoter (<=1kb)	Shox2	Tbx15
loop_3773	up	Promoter (<=1kb)	Promoter (<=1kb)	Ythdf3	Rpl22l1
loop_3778	down	Promoter (<=1kb)	Promoter (<=1kb)	Shox2	Neurog2
loop_3779	down	3' UTR	Promoter (<=1kb)	Onecut2	Fech
loop_3817	down	Distal Intergenic	Promoter (<=1kb)	Mpdz	Frem1
loop_3829	up	Promoter (<=1kb)	Exon (ENSMUST00000121022.1/ENSMUST00000121022.1, exon 1 of 1)	Runx1t1	Slc26a7
loop_3834	down	Promoter (<=1kb)	Promoter (<=1kb)	Tmem64	A530072M11Rik
loop_3983	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp3	Evx1
loop_3999	down	Promoter (<=1kb)	Promoter (<=1kb)	Wnt5a	Cacna2d3
loop_4007	down	Intron (ENSMUST00000115096.3/243743, intron 3 of 31)	Promoter (<=1kb)	Plxna4os1	Lrguk
loop_4017	down	Distal Intergenic	Promoter (<=1kb)	Dppa3	Pex5
loop_4036	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp3	Skap2
loop_4048	down	Distal Intergenic	Promoter (<=1kb)	Mir148a	Vax2
loop_4116	down	Distal Intergenic	Promoter (<=1kb)	Snrpn	Mkrn3
loop_4192	down	Promoter (<=1kb)	Promoter (<=1kb)	E030030I06Rik	Tcf21
loop_4207	down	Promoter (<=1kb)	Promoter (<=1kb)	4930532I03Rik	Ptprq
loop_4209	down	Promoter (<=1kb)	Promoter (<=1kb)	Mrpl42	Dusp6
loop_4212	down	Promoter (<=1kb)	Promoter (<=1kb)	Ostm1	Sim1
loop_4219	down	Exon (ENSMUST00000020071.3/20464, exon 2 of 11)	Promoter (<=1kb)	Sim1	Alx1
loop_4327	up	Intron (ENSMUST00000217308.2/270120, intron 3 of 25)	Promoter (1-2kb)	Fat3	Fat3
loop_4335	up	Promoter (<=1kb)	Distal Intergenic	Tln2	Tln2
loop_4337	up	Promoter (<=1kb)	Distal Intergenic	Tln2	Tln2
loop_4354	up	Promoter (1-2kb)	Promoter (<=1kb)	Sh3bp4	Sh3bp4
loop_4359	up	Promoter (<=1kb)	Exon (ENSMUST00000190109.1/73144, exon 5 of 5)	Nav1	Csrp1
loop_4373	up	Promoter (<=1kb)	Promoter (<=1kb)	Dcaf1	Rbm5
loop_4541	up	Promoter (<=1kb)	Promoter (<=1kb)	Krt72	Krt78
loop_4553	up	Promoter (<=1kb)	Promoter (<=1kb)	Ptp4a3	Adgrb1
loop_4569	up	3' UTR	Promoter (<=1kb)	Retreg1	Marchf11
loop_4824	up	Promoter (<=1kb)	Promoter (<=1kb)	Optn	Ccdc3
loop_4864	up	Exon (ENSMUST00000028917.6/66044, exon 4 of 6)	Promoter (<=1kb)	Dtd1	Slc24a3
loop_4872	down	Promoter (<=1kb)	Distal Intergenic	Nr4a2	Galnt5
loop_4884	up	Promoter (<=1kb)	Exon (ENSMUST00000083903.1/ENSMUST00000083903.1, exon 1 of 1)	Gca	Kcnh7
loop_4935	up	Promoter (<=1kb)	Exon (ENSMUST00000208130.1/245643, exon 11 of 15)	Zfp462	Zfp462
loop_4963	up	Exon (ENSMUST00000200405.1/ENSMUST00000200405.1, exon 1 of 4)	Promoter (<=1kb)	Gm6260	Lmo4
loop_5033	up	Promoter (<=1kb)	Promoter (<=1kb)	Col15a1	Tgfbr1
loop_5048	up	3' UTR	Promoter (<=1kb)	Ccdc27	Arhgef16
loop_5075	up	Intron (ENSMUST00000119374.7/269513, intron 1 of 5)	Promoter (<=1kb)	Nkain3	Nkain3
loop_5085	up	Distal Intergenic	Promoter (<=1kb)	Tln2	Tln2
loop_5103	up	Promoter (<=1kb)	Promoter (<=1kb)	Mdn1	Mir3094
loop_5133	up	Promoter (<=1kb)	3' UTR	Tmem132b	Tmem132b
loop_5194	up	Promoter (<=1kb)	Promoter (<=1kb)	Stmp1	Dgki
loop_5205	down	Promoter (<=1kb)	Promoter (<=1kb)	Tmem106b	Tmem168
loop_5236	up	Promoter (<=1kb)	Intron (ENSMUST00000205739.1/75793, intron 2 of 5)	Hs3st2	4933432K03Rik
loop_5242	up	Promoter (<=1kb)	Exon (ENSMUST00000105902.7/210274, exon 3 of 23)	Dhcr7	Shank2
loop_5266	up	Intron (ENSMUST00000210759.1/ENSMUST00000210759.1, intron 3 of 3)	Promoter (<=1kb)	Zfp619	A230077H06Rik
loop_5270	up	Promoter (<=1kb)	Exon (ENSMUST00000209224.1/ENSMUST00000209224.1, exon 1 of 4)	Mmp21	Clrn3
loop_5273	up	Exon (ENSMUST00000084006.1/ENSMUST00000084006.1, exon 1 of 1)	Promoter (<=1kb)	Arrdc4	Gm29683
loop_5275	up	Exon (ENSMUST00000208980.1/ENSMUST00000208980.1, exon 1 of 1)	Promoter (<=1kb)	Gm5334	Gm29683
loop_5280	down	Promoter (<=1kb)	Exon (ENSMUST00000158015.1/ENSMUST00000158015.1, exon 1 of 1)	Slc17a6	Siglech
loop_5293	up	3' UTR	Promoter (<=1kb)	D930020B18Rik	Srgap1
loop_5302	up	Intron (ENSMUST00000105441.7/216033, intron 5 of 17)	Promoter (<=1kb)	Ctnna3	Lrrtm3
loop_5382	down	3' UTR	Promoter (<=1kb)	Scube1	Efcab6
loop_5385	down	Promoter (<=1kb)	Promoter (<=1kb)	Rps23rg1	Cd209c
loop_5408	up	Exon (ENSMUST00000210135.1/238988, exon 15 of 20)	Promoter (<=1kb)	Erc2	Wnt5a
loop_5419	up	Promoter (<=1kb)	Promoter (<=1kb)	Col23a1	Col23a1
loop_5500	down	Promoter (<=1kb)	Distal Intergenic	Cntn5	4930568E12Rik
loop_5538	up	Distal Intergenic	Promoter (<=1kb)	9530068E07Rik	Hspa4
loop_5565	up	Promoter (<=1kb)	Distal Intergenic	Gria1	Fam114a2
loop_5598	down	Promoter (<=1kb)	Promoter (<=1kb)	H3c11	H3c3
loop_5621	down	Promoter (<=1kb)	Promoter (<=1kb)	Lysmd3	Rasa1
loop_5690	up	Promoter (<=1kb)	Promoter (<=1kb)	Parvb	Shisal1
loop_5706	down	Promoter (<=1kb)	Intron (ENSMUST00000053467.5/22762, intron 4 of 7)	Gm33301	4930555K19Rik
loop_5795	down	Promoter (<=1kb)	Promoter (<=1kb)	Cmss1	Arl6
loop_5818	up	Promoter (<=1kb)	Distal Intergenic	Themis3	Ptprm
loop_5825	down	Promoter (<=1kb)	Promoter (<=1kb)	Dll1	Chd1
loop_5827	up	Promoter (<=1kb)	Exon (ENSMUST00000097281.3/320473, exon 8 of 36)	Birc6	Heatr5b
loop_5842	up	Promoter (<=1kb)	Promoter (<=1kb)	Zfp760	Rpp21
loop_5904	up	Distal Intergenic	Promoter (<=1kb)	Cops8	Lrrfip1
loop_5909	up	Exon (ENSMUST00000066196.1/ENSMUST00000066196.1, exon 1 of 1)	Promoter (<=1kb)	Pantr1	Pantr2
loop_5916	up	Exon (ENSMUST00000195611.1/ENSMUST00000195611.1, exon 3 of 4)	Promoter (<=1kb)	Esrrg	Esrrg
loop_5935	up	Promoter (<=1kb)	Promoter (<=1kb)	Khdrbs2	Prim2
loop_6010	up	Promoter (<=1kb)	Distal Intergenic	Auts2	Castor2
loop_6041	up	Distal Intergenic	Promoter (<=1kb)	A530006G24Rik	Foxa2
loop_6070	up	Distal Intergenic	Promoter (<=1kb)	Mir8117	Mir8117
loop_6094	down	Exon (ENSMUST00000144368.1/ENSMUST00000144368.1, exon 1 of 9)	Promoter (<=1kb)	Crbn	Lrrn1
loop_6107	down	Promoter (<=1kb)	Promoter (<=1kb)	Fgf4	Fgf15
loop_6190	up	Exon (ENSMUST00000029848.4/71355, exon 22 of 60)	Promoter (<=1kb)	Col24a1	Bcl10
loop_6192	up	Intron (ENSMUST00000193544.1/ENSMUST00000193544.1, intron 3 of 3)	Promoter (<=1kb)	A930009A15Rik	Lgr5
loop_6193	up	Promoter (<=1kb)	Promoter (<=1kb)	Tbx15	Spag17
loop_6209	up	Distal Intergenic	Promoter (<=1kb)	Anks1b	Anks1b
loop_6212	down	Promoter (<=1kb)	Promoter (<=1kb)	Mettl14	1700003H04Rik
loop_6282	up	Promoter (<=1kb)	Distal Intergenic	Rspo1	Csf3r
loop_6305	up	Promoter (<=1kb)	Promoter (<=1kb)	Mdn1	Mir3094
loop_6308	down	Promoter (<=1kb)	Promoter (<=1kb)	Plekhf2	Ggh
loop_6385	up	Intron (ENSMUST00000210324.1/14804, intron 1 of 1)	Promoter (<=1kb)	Grid2	Smarcad1
loop_6403	up	Distal Intergenic	Promoter (<=1kb)	Mir100hg	Sorl1
loop_6420	up	Promoter (<=1kb)	Promoter (<=1kb)	Mical3	Iqsec3
loop_6459	up	3' UTR	Promoter (<=1kb)	Sox6	Sox6
loop_6470	up	3' UTR	Promoter (<=1kb)	Insc	Sox6
loop_6535	up	Exon (ENSMUST00000165341.4/628870, exon 35 of 58)	Promoter (<=1kb)	Ptprq	Gm36283
loop_6564	up	Exon (ENSMUST00000209977.1/ENSMUST00000209977.1, exon 2 of 3)	Promoter (<=1kb)	Adamts18	Adamts18
loop_6607	up	Exon (ENSMUST00000082104.6/94109, exon 28 of 70)	Promoter (<=1kb)	Mir3106	Csmd1
loop_6610	up	Distal Intergenic	Promoter (<=1kb)	Hhip	Gypa
loop_6623	down	Promoter (<=1kb)	5' UTR	Sap30	Gm15881
loop_6639	up	Promoter (<=1kb)	Intron (ENSMUST00000224470.1/21834, intron 2 of 3)	Thrb	Thrb
loop_6659	up	Promoter (<=1kb)	Exon (ENSMUST00000227158.1/ENSMUST00000227158.1, exon 3 of 6)	4930432J09Rik	Pou4f1
loop_6677	up	3' UTR	Promoter (<=1kb)	Gm10248	Kcnma1
loop_6733	up	Promoter (<=1kb)	Exon (ENSMUST00000215858.1/ENSMUST00000215858.1, exon 1 of 1)	1700108J01Rik	Zic2
loop_6775	up	Intron (ENSMUST00000066197.6/11418, intron 1 of 9)	Promoter (<=1kb)	1700071K01Rik	Asic2
loop_6870	up	Promoter (<=1kb)	Promoter (<=1kb)	Zfp935	Fbp2
loop_6872	up	Promoter (<=1kb)	Distal Intergenic	Gm9828	Tmem174
loop_6993	up	Exon (ENSMUST00000227358.1/ENSMUST00000227358.1, exon 1 of 3)	Promoter (<=1kb)	Cdh9	Cdh10
loop_7072	up	Promoter (<=1kb)	Promoter (<=1kb)	Tfg	Dcbld2
loop_7110	down	Promoter (<=1kb)	Promoter (<=1kb)	Mmut	Cd2ap
loop_7114	up	Promoter (<=1kb)	Distal Intergenic	NA	D630039A03Rik
loop_7143	up	Promoter (<=1kb)	Intron (ENSMUST00000190298.7/215690, intron 1 of 30)	Mir1231	Nav1
loop_7175	up	Exon (ENSMUST00000191770.1/ENSMUST00000191770.1, exon 1 of 1)	Promoter (<=1kb)	1700112H15Rik	Hlx
loop_7196	up	Intron (ENSMUST00000186391.1/ENSMUST00000186391.1, intron 1 of 5)	Promoter (<=1kb)	4930448I06Rik	Pantr2
loop_7209	up	Exon (ENSMUST00000066196.1/ENSMUST00000066196.1, exon 1 of 1)	Promoter (<=1kb)	Pantr1	Pou3f3
loop_7238	up	Promoter (<=1kb)	Promoter (<=1kb)	Epha5	Epha5
loop_7276	up	Promoter (<=1kb)	Distal Intergenic	Kctd16	Prelid2
loop_7343	up	Distal Intergenic	Promoter (<=1kb)	A530006G24Rik	Foxa2
loop_7362	up	Promoter (<=1kb)	Promoter (<=1kb)	Eif3m	Them7
loop_7386	up	Promoter (1-2kb)	Promoter (<=1kb)	Stx16	Gnas
loop_7391	up	Promoter (<=1kb)	Promoter (<=1kb)	Slco4a1	Slc17a9
loop_7423	up	Promoter (<=1kb)	Distal Intergenic	Gca	Kcnh7
loop_7427	up	Promoter (<=1kb)	Exon (ENSMUST00000123911.1/ENSMUST00000123911.1, exon 1 of 3)	Gtdc1	1700019E08Rik
loop_7434	up	Promoter (<=1kb)	Promoter (<=1kb)	Trpm7	Anapc1
loop_7567	up	Distal Intergenic	Promoter (<=1kb)	Veph1	Shox2
loop_7642	up	Promoter (<=1kb)	Exon (ENSMUST00000119593.1/ENSMUST00000119593.1, exon 1 of 3)	Tle1	Aldoart1
loop_7655	up	Promoter (<=1kb)	Promoter (<=1kb)	Tomm5	Stra6l
loop_7663	up	Promoter (<=1kb)	Exon (ENSMUST00000158473.1/ENSMUST00000158473.1, exon 1 of 1)	Wwox	Wwox
loop_7678	up	Distal Intergenic	Promoter (<=1kb)	Megf9	Tle1
loop_7698	up	Promoter (1-2kb)	Promoter (<=1kb)	Macf1	Ago3
loop_7770	up	Distal Intergenic	Promoter (<=1kb)	Stim2	4932441J04Rik
loop_7798	up	Promoter (<=1kb)	Promoter (<=1kb)	Hrh1	Atg7
loop_7805	up	Distal Intergenic	Promoter (<=1kb)	Emp1	Grin2b
loop_7809	up	Distal Intergenic	Promoter (<=1kb)	Fam3c	Ptprz1
loop_7813	up	Intron (ENSMUST00000210324.1/14804, intron 1 of 1)	Promoter (<=1kb)	Grid2	Smarcad1
loop_7825	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp3	Hoxa13
loop_7835	up	Exon (ENSMUST00000187069.6/18705, exon 12 of 12)	Promoter (<=1kb)	Pik3c2g	Plekha5
loop_7839	down	Exon (ENSMUST00000113261.8/269784, exon 8 of 20)	Promoter (<=1kb)	Cntn4	Itpr1
loop_7859	up	Promoter (<=1kb)	Promoter (<=1kb)	Adam12	Adam12
loop_7861	up	Promoter (<=1kb)	Intron (ENSMUST00000107162.7/23966, intron 2 of 32)	Car10	Utp18
loop_7864	up	Promoter (<=1kb)	Intron (ENSMUST00000124096.7/14183, intron 2 of 6)	Hmx2	Bub3
loop_7909	up	Exon (ENSMUST00000207562.1/ENSMUST00000207562.1, exon 1 of 2)	Promoter (<=1kb)	Arrdc4	Gm29683
loop_7915	down	Distal Intergenic	Promoter (<=1kb)	Snrpn	Mkrn3
loop_7947	up	Distal Intergenic	Promoter (<=1kb)	Ifngas1	Dyrk2
loop_7956	up	Promoter (<=1kb)	Promoter (<=1kb)	Cabin1	Prmt2
loop_7975	up	Exon (ENSMUST00000165341.4/628870, exon 17 of 58)	Promoter (<=1kb)	Otogl	Gm36283
loop_7980	down	Promoter (<=1kb)	Promoter (<=1kb)	Btg1	4930473O22Rik
loop_8250	up	Promoter (<=1kb)	Exon (ENSMUST00000119347.1/ENSMUST00000119347.1, exon 1 of 1)	Nrg1	Wrn
loop_8256	down	Promoter (<=1kb)	Promoter (<=1kb)	Galnt7	Galntl6
loop_8277	up	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	Promoter (<=1kb)	Irf8	Foxf1
loop_8383	down	Promoter (<=1kb)	Promoter (<=1kb)	Arhgef7	Kbtbd11
loop_8482	down	Distal Intergenic	Promoter (<=1kb)	Mir6390	Spry2
loop_8524	up	Promoter (<=1kb)	Promoter (1-2kb)	Nrxn3	Nrxn3
loop_8590	up	Promoter (<=1kb)	Promoter (<=1kb)	Thrb	Thrb
loop_8656	up	Promoter (<=1kb)	Intron (ENSMUST00000043349.6/14803, intron 4 of 15)	Grid1	Mir346
loop_8660	up	Promoter (<=1kb)	Promoter (<=1kb)	Ercc6	Arhgap22
loop_8665	up	Promoter (<=1kb)	Promoter (<=1kb)	4930549C15Rik	Mir6538
loop_8683	down	Promoter (<=1kb)	Promoter (<=1kb)	Psmd6	Top2b
loop_8688	up	Distal Intergenic	Promoter (<=1kb)	Nrg3	Sh2d4b
loop_8693	up	Promoter (<=1kb)	Exon (ENSMUST00000145085.2/ENSMUST00000145085.2, exon 1 of 3)	Gm3558	Flnb
loop_8720	down	Distal Intergenic	Promoter (<=1kb)	Tbc1d2b	Zic1
loop_8892	up	Intron (ENSMUST00000114865.7/110637, intron 3 of 20)	Promoter (<=1kb)	Grik4	Grik4
loop_8896	up	Distal Intergenic	Promoter (<=1kb)	Fli1	Gm27162
loop_9006	up	Promoter (<=1kb)	3' UTR	Pik3r4	Col6a5
loop_9017	up	Promoter (1-2kb)	Promoter (<=1kb)	Npsr1	Dpy19l1
loop_9061	down	Promoter (<=1kb)	Exon (ENSMUST00000212455.1/ENSMUST00000212455.1, exon 1 of 1)	Robo3	Or8b4
loop_9070	up	Promoter (<=1kb)	Promoter (<=1kb)	Klhl18	Tmie
loop_9071	up	Promoter (<=1kb)	Exon (ENSMUST00000215858.1/ENSMUST00000215858.1, exon 1 of 1)	Smco4	Slc36a4
loop_9077	up	Exon (ENSMUST00000084787.5/20264, exon 15 of 28)	Promoter (<=1kb)	Scn10a	Wdr48
loop_9163	down	Promoter (<=1kb)	Promoter (<=1kb)	Isl2	Onecut1
loop_9164	down	Promoter (<=1kb)	Promoter (<=1kb)	Isl2	Skor1
loop_9165	down	Distal Intergenic	Promoter (<=1kb)	Rasgrf1	Foxl2
loop_9601	down	Promoter (<=1kb)	Promoter (1-2kb)	2310065F04Rik	Dhrs7c
loop_9615	down	Promoter (<=1kb)	Promoter (<=1kb)	Igf2bp1	Hoxb6
loop_9659	down	Promoter (<=1kb)	Promoter (<=1kb)	Spdl1	Wwc1
loop_9660	down	Promoter (<=1kb)	Promoter (1-2kb)	Clhc1	Eml6
loop_9856	down	Intron (ENSMUST00000210384.1/71174, intron 6 of 8)	Promoter (<=1kb)	Mir9-2hg	Ccnh
loop_9917	up	Promoter (1-2kb)	Promoter (<=1kb)	Ripor2	Ripor2
loop_9922	down	Promoter (<=1kb)	Promoter (<=1kb)	H3c11	H1f6
loop_9935	down	Promoter (<=1kb)	Promoter (<=1kb)	H4c9	H1f6
loop_9983	up	Exon (ENSMUST00000224355.1/ENSMUST00000224355.1, exon 1 of 1)	Promoter (<=1kb)	AI197445	Ercc8
loop_10035	down	Distal Intergenic	Promoter (<=1kb)	Ccnh	Ccnh
loop_10047	down	Distal Intergenic	Promoter (<=1kb)	Ccnh	Rasa1
loop_10050	down	Promoter (<=1kb)	Promoter (<=1kb)	Ramacl	Zfp273
loop_10060	down	Promoter (<=1kb)	Promoter (<=1kb)	Cetn3	Mef2c
loop_10109	down	Promoter (<=1kb)	Promoter (<=1kb)	Cetn3	Ccnh
loop_10275	up	Promoter (<=1kb)	Distal Intergenic	Slc35b3	Tfap2a
loop_10332	down	Promoter (<=1kb)	Promoter (<=1kb)	Myt1l	Myt1l
loop_10419	down	Promoter (<=1kb)	3' UTR	Serpina11	Syne3
loop_10436	down	Intron (ENSMUST00000190626.6/18191, intron 7 of 18)	Promoter (<=1kb)	Nrxn3	Ston2
loop_10453	down	Promoter (<=1kb)	Exon (ENSMUST00000222104.1/ENSMUST00000222104.1, exon 2 of 4)	Lrrc72	Agmo
loop_10613	up	Promoter (1-2kb)	Promoter (<=1kb)	Tg	Ccn4
loop_10637	up	Promoter (<=1kb)	Intron (ENSMUST00000140840.7/211147, intron 2 of 3)	Zfp622	Marchf11
loop_10725	up	Promoter (<=1kb)	Promoter (<=1kb)	Cox6c	Rgs22
loop_10748	down	Promoter (<=1kb)	Distal Intergenic	Khdrbs3	Fam135b
loop_10788	down	Promoter (<=1kb)	Distal Intergenic	Csmd3	Aard
loop_10797	down	Promoter (<=1kb)	Distal Intergenic	Khdrbs3	Fam135b
loop_11252	down	Distal Intergenic	Promoter (<=1kb)	Slc22a3	Airn
loop_11396	up	Promoter (<=1kb)	Promoter (<=1kb)	Spdya	Clip4
loop_11403	down	Distal Intergenic	Promoter (<=1kb)	Mmut	Opn5
loop_11404	down	Promoter (<=1kb)	Promoter (<=1kb)	Qki	Prkn
loop_11413	down	Promoter (<=1kb)	Distal Intergenic	Treml2	Mocs1
loop_11426	down	Promoter (<=1kb)	Promoter (<=1kb)	Mmut	Cd2ap
loop_11665	up	Distal Intergenic	Promoter (<=1kb)	Cops8	Col6a3
loop_11739	up	Promoter (<=1kb)	Exon (ENSMUST00000189505.6/16978, exon 4 of 13)	Lrrfip1	Lrrfip1
loop_11809	down	Distal Intergenic	Promoter (<=1kb)	Gm17767	Stat1
loop_11822	up	Promoter (<=1kb)	Distal Intergenic	Mcm6	Cxcr4
loop_11903	up	Promoter (<=1kb)	Distal Intergenic	Gm5523	Msc
loop_11917	up	Distal Intergenic	Promoter (<=1kb)	Ube2q1	She
loop_11981	up	Promoter (<=1kb)	Exon (ENSMUST00000138768.7/72823, exon 2 of 5)	9530026F06Rik	Pard3b
loop_12014	down	Promoter (<=1kb)	Intron (ENSMUST00000030039.12/54418, intron 2 of 17)	Aim2	Fmn2
loop_12020	down	Promoter (<=1kb)	Promoter (<=1kb)	Nabp1	Stat1
loop_12023	up	Exon (ENSMUST00000120063.1/ENSMUST00000120063.1, exon 1 of 1)	Promoter (<=1kb)	9530026F06Rik	Nrp2
loop_12043	down	Distal Intergenic	Promoter (<=1kb)	Mir6350	Tmeff2
loop_12048	down	Exon (ENSMUST00000189223.1/ENSMUST00000189223.1, exon 1 of 2)	Promoter (<=1kb)	C230029F24Rik	Tmeff2
loop_12052	down	Distal Intergenic	Promoter (<=1kb)	Mir6350	9330175M20Rik
loop_12054	up	Promoter (<=1kb)	Distal Intergenic	Tfap2b	4930486I03Rik
loop_12066	down	Promoter (<=1kb)	Distal Intergenic	Slc39a10	Gm17767
loop_12075	up	Promoter (<=1kb)	Promoter (<=1kb)	Alyreffm1	Rab23
loop_12079	down	Promoter (<=1kb)	Exon (ENSMUST00000188192.1/ENSMUST00000188192.1, exon 1 of 1)	Slc39a10	C230029F24Rik
loop_12085	down	Promoter (<=1kb)	Distal Intergenic	Adgrb3	Phf3
loop_12086	down	Promoter (<=1kb)	Promoter (<=1kb)	Zdbf2	Pax3
loop_12088	down	Exon (ENSMUST00000086725.5/ENSMUST00000086725.5, exon 1 of 2)	Promoter (<=1kb)	Gm17634	Serpinb8
loop_12353	up	Distal Intergenic	Promoter (<=1kb)	Greb1l	Greb1l
loop_12385	down	Distal Intergenic	Promoter (<=1kb)	Gramd2b	Lmnb1
loop_12623	down	Promoter (<=1kb)	Promoter (<=1kb)	Vps13a	Rfk
loop_12645	down	Promoter (<=1kb)	5' UTR	Ahnak	Incenp
loop_12653	down	Promoter (<=1kb)	5' UTR	Ubxn1	Incenp
