anchor_id	chr	start	end	ctrl_signal	mut_signal	log2fc	signal_class
chr7:119185000-119190000	chr7	119185000	119190000	1.739925	1.650241	-0.06297	quantifiable
chr10:90730000-90735000	chr10	90730000	90735000	1.674477	1.602985	-0.05161	quantifiable
chr10:84700000-84710000	chr10	84700000	84710000	1.263446	0.664635	-0.663972	quantifiable
chr10:107440000-107450000	chr10	107440000	107450000	0.811406	0.580771	-0.31634	quantifiable
chr8:26530000-26535000	chr8	26530000	26535000	7.725151	8.795127	0.179306	quantifiable
chr8:22490000-22495000	chr8	22490000	22495000	0.171058	0.224959	NA	no_signal
chr8:26370000-26380000	chr8	26370000	26380000	0.283734	0.377447	0.196087	one_condition
chr8:105410000-105415000	chr8	105410000	105415000	1.542133	2.392675	0.533227	quantifiable
chr8:114490000-114500000	chr8	114490000	114500000	2.056327	3.295531	0.597274	quantifiable
chr8:35720000-35730000	chr8	35720000	35730000	1.191993	1.210921	0.017489	quantifiable
chr8:120670000-120680000	chr8	120670000	120680000	0.730157	0.426541	-0.470966	quantifiable
chr8:11420000-11425000	chr8	11420000	11425000	2.905963	3.362532	0.188778	quantifiable
chr8:4410000-4415000	chr8	4410000	4415000	0.7501	0.605136	-0.201894	quantifiable
chr8:57740000-57745000	chr8	57740000	57745000	1.493065	2.885398	0.808497	quantifiable
chr8:10040000-10050000	chr8	10040000	10050000	1.321533	1.065066	-0.238755	quantifiable
chr8:113770000-113775000	chr8	113770000	113775000	1.008684	0.912628	-0.104983	quantifiable
chr8:36530000-36535000	chr8	36530000	36535000	2.401081	2.832444	0.209432	quantifiable
chr8:26340000-26350000	chr8	26340000	26350000	3.317991	3.361559	0.016989	quantifiable
chr8:47870000-47875000	chr8	47870000	47875000	1.998676	1.442081	-0.388322	quantifiable
chr8:48220000-48230000	chr8	48220000	48230000	5.100421	5.304884	0.053035	quantifiable
chr8:10570000-10575000	chr8	10570000	10575000	2.335292	2.726493	0.19553	quantifiable
chr8:61530000-61540000	chr8	61530000	61540000	1.459169	1.09148	-0.325764	quantifiable
chr8:81340000-81350000	chr8	81340000	81350000	2.829027	3.812793	0.387902	quantifiable
chr8:15270000-15280000	chr8	15270000	15280000	1.804437	1.531171	-0.194716	quantifiable
chr14:122220000-122225000	chr14	122220000	122225000	1.970456	3.453046	0.710342	quantifiable
chr14:66380000-66390000	chr14	66380000	66390000	0.922138	0.667951	-0.318792	quantifiable
chr14:105730000-105740000	chr14	105730000	105740000	1.883599	4.808733	1.204012	quantifiable
chr14:93825000-93830000	chr14	93825000	93830000	1.577954	6.219198	1.7634	quantifiable
chr14:32300000-32310000	chr14	32300000	32310000	1.157934	0.713295	-0.50008	quantifiable
chr14:63380000-63390000	chr14	63380000	63390000	3.142304	2.443599	-0.321029	quantifiable
chr14:55165000-55170000	chr14	55165000	55170000	2.219266	3.664616	0.6419	quantifiable
chr14:68730000-68735000	chr14	68730000	68735000	1.994714	1.717523	-0.180691	quantifiable
chr14:54060000-54070000	chr14	54060000	54070000	2.458301	2.17326	-0.153834	quantifiable
chr14:120070000-120080000	chr14	120070000	120080000	0.911134	0.942812	0.035514	quantifiable
chr14:68730000-68740000	chr14	68730000	68740000	2.11302	2.098653	-0.008406	quantifiable
chr14:103010000-103020000	chr14	103010000	103020000	1.662014	1.389228	-0.209079	quantifiable
chr14:63200000-63210000	chr14	63200000	63210000	2.323971	1.698894	-0.382507	quantifiable
chr14:20110000-20120000	chr14	20110000	20120000	1.559919	1.23697	-0.265715	quantifiable
chr14:105390000-105400000	chr14	105390000	105400000	2.27439	1.927818	-0.2035	quantifiable
chr14:23575000-23600000	chr14	23575000	23600000	1.385762	1.474835	0.071796	quantifiable
chr14:21975000-22000000	chr14	21975000	22000000	6.252317	6.014046	-0.052947	quantifiable
chr9:91130000-91140000	chr9	91130000	91140000	0.834877	2.808006	1.406746	quantifiable
chr9:90690000-90700000	chr9	90690000	90700000	1.275956	3.989692	1.410804	quantifiable
chr9:66645000-66650000	chr9	66645000	66650000	1.430114	1.239338	-0.16258	quantifiable
chr9:123255000-123260000	chr9	123255000	123260000	2.558076	2.374678	-0.093648	quantifiable
chr9:32270000-32275000	chr9	32270000	32275000	1.704434	1.510691	-0.142178	quantifiable
chr9:43220000-43225000	chr9	43220000	43225000	1.656669	0.984497	-0.584923	quantifiable
chr9:66710000-66715000	chr9	66710000	66715000	3.054914	2.718801	-0.149483	quantifiable
chr9:41220000-41230000	chr9	41220000	41230000	1.874349	1.35685	-0.380099	quantifiable
chr9:31970000-31980000	chr9	31970000	31980000	2.173652	1.596908	-0.372651	quantifiable
chr9:111495000-111500000	chr9	111495000	111500000	2.524791	1.869498	-0.371754	quantifiable
chr9:99840000-99850000	chr9	99840000	99850000	1.508343	0.890925	-0.578782	quantifiable
chr9:42780000-42790000	chr9	42780000	42790000	1.092534	0.937452	-0.162896	quantifiable
chr9:86465000-86470000	chr9	86465000	86470000	1.320287	2.063971	0.528676	quantifiable
chr9:72760000-72770000	chr9	72760000	72770000	0.868351	0.749051	-0.147403	quantifiable
chr9:7760000-7765000	chr9	7760000	7765000	2.514347	3.408946	0.390932	quantifiable
chr9:42325000-42330000	chr9	42325000	42330000	2.280582	1.604057	-0.427028	quantifiable
chr9:114315000-114320000	chr9	114315000	114320000	0.700972	0.310541	-0.662025	one_condition
chr9:91120000-91130000	chr9	91120000	91130000	1.520131	2.924807	0.80499	quantifiable
chr9:79805000-79810000	chr9	79805000	79810000	1.629699	1.436839	-0.147092	quantifiable
chr9:70110000-70115000	chr9	70110000	70115000	1.329559	1.073462	-0.23715	quantifiable
chr9:24700000-24710000	chr9	24700000	24710000	0.105927	0.072685	NA	no_signal
chr9:118920000-118925000	chr9	118920000	118925000	3.08715	3.028031	-0.024957	quantifiable
chr9:73160000-73170000	chr9	73160000	73170000	0.887124	1.582921	0.639641	quantifiable
chr9:103205000-103210000	chr9	103205000	103210000	1.160811	1.305146	0.130811	quantifiable
chr9:90700000-90710000	chr9	90700000	90710000	1.104587	2.927735	1.166624	quantifiable
chr9:54735000-54740000	chr9	54735000	54740000	1.065387	1.204417	0.134276	quantifiable
chr9:31550000-31560000	chr9	31550000	31560000	0.732139	0.416816	-0.491535	quantifiable
chr9:94275000-94280000	chr9	94275000	94280000	2.182314	4.481326	0.929272	quantifiable
chr9:75780000-75790000	chr9	75780000	75790000	1.193065	1.72808	0.42707	quantifiable
chr9:24120000-24130000	chr9	24120000	24130000	0.852297	1.007181	0.173467	quantifiable
chr9:116420000-116430000	chr9	116420000	116430000	1.020823	0.878608	-0.156814	quantifiable
chr9:69365000-69370000	chr9	69365000	69370000	1.29884	0.947228	-0.343674	quantifiable
chr9:61370000-61375000	chr9	61370000	61375000	4.357313	3.369728	-0.338899	quantifiable
chr9:41470000-41480000	chr9	41470000	41480000	1.948277	1.504074	-0.308364	quantifiable
chr9:32580000-32590000	chr9	32580000	32590000	1.314079	0.879338	-0.433812	quantifiable
chr9:8690000-8700000	chr9	8690000	8700000	0.65749	0.449614	-0.329724	quantifiable
chr11:18750000-18760000	chr11	18750000	18760000	2.332287	4.323989	0.798916	quantifiable
chr11:33170000-33180000	chr11	33170000	33180000	2.102327	1.701108	-0.256607	quantifiable
chr11:76030000-76035000	chr11	76030000	76035000	1.24034	1.231354	-0.008124	quantifiable
chr11:18750000-18755000	chr11	18750000	18755000	2.221871	4.441492	0.895078	quantifiable
chr11:42755000-42760000	chr11	42755000	42760000	2.12138	4.191145	0.875099	quantifiable
chr11:33190000-33200000	chr11	33190000	33200000	4.58183	3.943522	-0.19953	quantifiable
chr11:102570000-102575000	chr11	102570000	102575000	0.307622	0.259167	NA	no_signal
chr11:32450000-32455000	chr11	32450000	32455000	1.299115	1.878605	0.432196	quantifiable
chr11:103635000-103640000	chr11	103635000	103640000	1.219324	0.920951	-0.302101	quantifiable
chr11:72920000-72930000	chr11	72920000	72930000	0.869018	0.520447	-0.481219	quantifiable
chr11:109870000-109875000	chr11	109870000	109875000	0.780969	0.614447	-0.227614	quantifiable
chr11:96270000-96280000	chr11	96270000	96280000	5.950221	2.858378	-0.971367	quantifiable
chr11:43760000-43770000	chr11	43760000	43770000	1.072905	0.912148	-0.171683	quantifiable
chr11:23675000-23680000	chr11	23675000	23680000	0.55434	0.461712	-0.154105	quantifiable
chr11:18710000-18715000	chr11	18710000	18715000	2.307855	5.328576	1.0924	quantifiable
chr11:56010000-56020000	chr11	56010000	56020000	0.858278	0.727479	-0.163862	quantifiable
chr11:52765000-52770000	chr11	52765000	52770000	4.5178	3.508415	-0.334492	quantifiable
chr11:31250000-31260000	chr11	31250000	31260000	0.068981	0.069335	NA	no_signal
chr11:31240000-31250000	chr11	31240000	31250000	0.384637	0.431219	0.087545	quantifiable
chr11:85840000-85850000	chr11	85840000	85850000	8.012958	5.068584	-0.625166	quantifiable
chr13:83710000-83720000	chr13	83710000	83720000	3.909047	8.180048	1.000338	quantifiable
chr13:84340000-84350000	chr13	84340000	84350000	3.80385	7.529732	0.922066	quantifiable
chr13:53810000-53820000	chr13	53810000	53820000	0.69838	0.728542	0.04054	quantifiable
chr13:56280000-56290000	chr13	56280000	56290000	1.192023	0.834783	-0.377414	quantifiable
chr13:84060000-84070000	chr13	84060000	84070000	1.831495	6.186323	1.578789	quantifiable
chr13:76215000-76220000	chr13	76215000	76220000	0.213882	0.789279	1.001959	one_condition
chr13:54110000-54115000	chr13	54110000	54115000	1.530769	1.198878	-0.278472	quantifiable
chr13:104695000-104700000	chr13	104695000	104700000	2.519107	6.714431	1.297006	quantifiable
chr13:48650000-48655000	chr13	48650000	48655000	2.501541	2.64108	0.06869	quantifiable
chr13:83740000-83750000	chr13	83740000	83750000	2.299597	3.925812	0.68837	quantifiable
chr13:83870000-83880000	chr13	83870000	83880000	1.514863	2.082844	0.381785	quantifiable
chr13:41140000-41145000	chr13	41140000	41145000	1.025738	0.428416	-0.813661	quantifiable
chr13:95565000-95570000	chr13	95565000	95570000	0.624814	0.43246	-0.313529	quantifiable
chr13:103170000-103175000	chr13	103170000	103175000	2.064272	1.355937	-0.498566	quantifiable
chr13:94560000-94565000	chr13	94560000	94565000	2.72081	2.8434	0.056295	quantifiable
chr13:83860000-83870000	chr13	83860000	83870000	1.015437	2.714671	1.160568	quantifiable
chr13:73720000-73725000	chr13	73720000	73725000	1.233303	1.062991	-0.163099	quantifiable
chr13:83660000-83670000	chr13	83660000	83670000	2.057091	3.423509	0.646463	quantifiable
chr13:31080000-31090000	chr13	31080000	31090000	2.455315	1.453626	-0.634432	quantifiable
chr13:80880000-80885000	chr13	80880000	80885000	2.659651	3.86725	0.485344	quantifiable
chr12:89700000-89705000	chr12	89700000	89705000	2.149513	5.558931	1.237944	quantifiable
chr12:103140000-103150000	chr12	103140000	103150000	0.884749	0.740201	-0.178095	quantifiable
chr12:74330000-74335000	chr12	74330000	74335000	3.683099	3.845121	0.056686	quantifiable
chr12:99960000-99970000	chr12	99960000	99970000	6.640986	4.491429	-0.529153	quantifiable
chr12:83710000-83720000	chr12	83710000	83720000	0.439198	0.215484	-0.473809	one_condition
chr12:100630000-100640000	chr12	100630000	100640000	1.134908	1.249135	0.106232	quantifiable
chr12:26310000-26315000	chr12	26310000	26315000	2.735893	1.529958	-0.712014	quantifiable
chr12:108900000-108910000	chr12	108900000	108910000	3.215186	2.588717	-0.277935	quantifiable
chr12:91640000-91645000	chr12	91640000	91645000	2.924617	2.772617	-0.068358	quantifiable
chr12:21370000-21380000	chr12	21370000	21380000	0.611022	0.978899	0.463489	quantifiable
chr12:77240000-77245000	chr12	77240000	77245000	1.253052	1.275604	0.020032	quantifiable
chr12:104950000-104960000	chr12	104950000	104960000	7.988376	5.488277	-0.513487	quantifiable
chr12:30125000-30130000	chr12	30125000	30130000	2.303004	1.732608	-0.347759	quantifiable
chr12:54090000-54100000	chr12	54090000	54100000	2.242763	1.57928	-0.424531	quantifiable
chr15:101980000-101990000	chr15	101980000	101990000	1.404085	1.164931	-0.210182	quantifiable
chr15:73710000-73720000	chr15	73710000	73720000	2.359068	2.049694	-0.174266	quantifiable
chr15:84260000-84270000	chr15	84260000	84270000	2.084815	1.670866	-0.267636	quantifiable
chr15:68255000-68260000	chr15	68255000	68260000	1.296416	2.6349	0.85446	quantifiable
chr15:94720000-94725000	chr15	94720000	94725000	0.507249	0.430028	-0.134548	quantifiable
chr15:64170000-64180000	chr15	64170000	64180000	5.020199	4.739035	-0.077436	quantifiable
chr15:41325000-41330000	chr15	41325000	41330000	1.347484	2.494786	0.741526	quantifiable
chr15:25990000-26000000	chr15	25990000	26000000	0.918736	0.697118	-0.274593	quantifiable
chr15:12580000-12590000	chr15	12580000	12590000	1.596013	1.329657	-0.211191	quantifiable
chr15:66670000-66680000	chr15	66670000	66680000	2.366738	1.458438	-0.584488	quantifiable
chr15:40165000-40170000	chr15	40165000	40170000	4.102776	6.233192	0.56304	quantifiable
chr15:94895000-94900000	chr15	94895000	94900000	2.125754	5.136573	1.144863	quantifiable
chr15:71910000-71920000	chr15	71910000	71920000	2.529763	1.775478	-0.4364	quantifiable
chr15:23455000-23460000	chr15	23455000	23460000	2.38564	4.536783	0.834702	quantifiable
chr15:64765000-64770000	chr15	64765000	64770000	2.014525	1.276553	-0.53699	quantifiable
chr15:85150000-85160000	chr15	85150000	85160000	1.034194	0.720402	-0.367876	quantifiable
chr15:78250000-78260000	chr15	78250000	78260000	1.513999	1.0354	-0.425453	quantifiable
chr15:94770000-94775000	chr15	94770000	94775000	2.098082	4.741277	1.053339	quantifiable
chr15:88145000-88150000	chr15	88145000	88150000	2.666833	2.102934	-0.297436	quantifiable
chr15:101770000-101780000	chr15	101770000	101780000	2.454508	1.76294	-0.406827	quantifiable
chr15:98510000-98515000	chr15	98510000	98515000	0.956459	1.562546	0.546371	quantifiable
chr15:101520000-101530000	chr15	101520000	101530000	1.331355	0.949047	-0.369674	quantifiable
chr15:68930000-68940000	chr15	68930000	68940000	2.985575	4.225852	0.454941	quantifiable
chr15:66295000-66300000	chr15	66295000	66300000	2.576943	3.719036	0.473919	quantifiable
chr16:59420000-59425000	chr16	59420000	59425000	1.803628	1.406413	-0.292637	quantifiable
chr16:90380000-90385000	chr16	90380000	90385000	6.466094	5.920916	-0.120086	quantifiable
chr16:77120000-77130000	chr16	77120000	77130000	2.434657	2.434596	-3.1e-05	quantifiable
chr16:85800000-85810000	chr16	85800000	85810000	7.331653	8.748547	0.243929	quantifiable
chr16:23985000-23990000	chr16	23985000	23990000	1.973408	2.774107	0.425623	quantifiable
chr16:42830000-42840000	chr16	42830000	42840000	0.516373	0.813994	0.421826	quantifiable
chr16:13355000-13360000	chr16	13355000	13360000	2.079006	2.707076	0.330576	quantifiable
chr16:72650000-72660000	chr16	72650000	72660000	2.008847	1.251563	-0.555737	quantifiable
chr16:5300000-5310000	chr16	5300000	5310000	2.459336	1.365539	-0.708323	quantifiable
chr16:25960000-25970000	chr16	25960000	25970000	2.241387	2.278292	0.020323	quantifiable
chr16:97520000-97530000	chr16	97520000	97530000	0.775922	0.795463	0.024608	quantifiable
chr17:88380000-88390000	chr17	88380000	88390000	0.736953	1.740916	0.937545	quantifiable
chr17:48540000-48550000	chr17	48540000	48550000	1.275231	1.646957	0.295523	quantifiable
chr17:43265000-43270000	chr17	43265000	43270000	2.674787	1.922467	-0.411008	quantifiable
chr17:25395000-25400000	chr17	25395000	25400000	1.879844	0.922124	-0.804884	quantifiable
chr17:42190000-42200000	chr17	42190000	42200000	1.018849	1.702258	0.580775	quantifiable
chr17:67650000-67660000	chr17	67650000	67660000	1.181785	0.878478	-0.316044	quantifiable
chr17:17390000-17395000	chr17	17390000	17395000	0.756329	0.735706	-0.026902	quantifiable
chr17:31685000-31690000	chr17	31685000	31690000	4.064778	2.236073	-0.769284	quantifiable
chr17:71965000-71970000	chr17	71965000	71970000	7.658874	6.198617	-0.29001	quantifiable
chr17:43510000-43520000	chr17	43510000	43520000	0.938569	0.5787	-0.468206	quantifiable
chr17:63600000-63610000	chr17	63600000	63610000	1.523192	2.918506	0.799873	quantifiable
chr17:67860000-67870000	chr17	67860000	67870000	1.787864	1.517741	-0.193909	quantifiable
chr17:45910000-45915000	chr17	45910000	45915000	3.564489	4.395401	0.277065	quantifiable
chr17:66680000-66690000	chr17	66680000	66690000	5.414509	4.843862	-0.150117	quantifiable
chr17:84830000-84840000	chr17	84830000	84840000	1.329656	1.138354	-0.173355	quantifiable
chr17:9750000-9760000	chr17	9750000	9760000	1.867276	1.707888	-0.107125	quantifiable
chr1:38860000-38865000	chr1	38860000	38865000	0.728879	0.489163	-0.358748	quantifiable
chr1:133175000-133180000	chr1	133175000	133180000	6.538017	4.248158	-0.581996	quantifiable
chr1:52145000-52150000	chr1	52145000	52150000	2.463534	4.131709	0.669771	quantifiable
chr1:88740000-88745000	chr1	88740000	88745000	2.065988	2.060882	-0.00304	quantifiable
chr1:135170000-135175000	chr1	135170000	135175000	1.670159	1.441417	-0.172465	quantifiable
chr1:156910000-156920000	chr1	156910000	156920000	1.562651	1.219322	-0.283799	quantifiable
chr1:118760000-118770000	chr1	118760000	118770000	1.10229	0.911923	-0.201224	quantifiable
chr1:178145000-178150000	chr1	178145000	178150000	1.235361	1.574432	0.278034	quantifiable
chr1:53050000-53060000	chr1	53050000	53060000	1.565077	2.221283	0.423181	quantifiable
chr1:82550000-82555000	chr1	82550000	82555000	0.903119	0.857868	-0.052636	quantifiable
chr1:53905000-53910000	chr1	53905000	53910000	1.296125	0.835653	-0.470028	quantifiable
chr1:156535000-156540000	chr1	156535000	156540000	0.754674	0.734878	-0.025853	quantifiable
chr1:43140000-43150000	chr1	43140000	43150000	2.108129	2.291639	0.103468	quantifiable
chr1:170630000-170640000	chr1	170630000	170640000	2.054382	2.635361	0.311081	quantifiable
chr1:158670000-158675000	chr1	158670000	158675000	2.614385	2.462643	-0.075546	quantifiable
chr1:137585000-137590000	chr1	137585000	137590000	1.852854	3.416806	0.77127	quantifiable
chr1:62780000-62790000	chr1	62780000	62790000	10.538759	9.951037	-0.079975	quantifiable
chr1:190045000-190050000	chr1	190045000	190050000	1.812141	1.55866	-0.179023	quantifiable
chr1:166790000-166795000	chr1	166790000	166795000	1.69956	3.986375	1.077493	quantifiable
chr1:157550000-157560000	chr1	157550000	157560000	10.12015	9.041156	-0.15675	quantifiable
chr1:90200000-90205000	chr1	90200000	90205000	6.596281	5.944488	-0.141938	quantifiable
chr1:151560000-151570000	chr1	151560000	151570000	1.844828	1.680784	-0.111545	quantifiable
chr1:134990000-135000000	chr1	134990000	135000000	1.942374	1.354053	-0.42572	quantifiable
