chr	start	end	mecp2_class	peak_group	cg_class	Fold	FDR	residual	ecker_ch	ecker_cg	SYMBOL
chr2	138479652	138480052	MeCP2 Up	CG-Concordant	CG Increase	3.12210954975563	1.43839560721221e-12	3.00422413392468	0.0156156202206885	0.00425084749064838	Btbd3
chr6	44811296	44811696	MeCP2 Up	Non-CG Candidate	CG Decrease	3.32420564100128	1.46436519472892e-12	3.29864483667767	0.00603072244924797	0.0048219295511222	Cntnap2
chr14	58788533	58788933	MeCP2 Up	CG-Concordant	CG Increase	2.77735165811813	1.49351485552834e-12	2.66925401723345	0.0108853670724312	0.0267918460684227	1700129C05Rik
chr10	15301274	15301674	MeCP2 Up	CG-Concordant	CG Increase	3.1952879772946	1.55138355082962e-12	2.99988101884082	0.00742799563895437	0.00513182376091022	C330004P14Rik
chr3	137103415	137103815	MeCP2 Up	CG-Concordant	CG Increase	4.05699844076852	1.55432616746475e-12	3.98384390663459	0.0126136532448176	0.0048134059382793	Gm567
chr2	58132668	58133068	MeCP2 Up	CG-Concordant	CG Increase	2.80988592165806	1.56355967208835e-12	2.85810296809885	0.0130248414608011	0.0125357991739401	Cytip
chr16	24199873	24200273	MeCP2 Up	Non-CG Candidate	CG Decrease	2.27476806509361	1.11061677682511e-11	2.23078763180763	0.00786972045898438	0.0479635871259352	Gm46545
chr5	92366435	92366835	MeCP2 Up	CG-Concordant	CG Increase	2.39475707718339	1.12072864935425e-11	2.32202920266381	0.0107773759418592	0.0245084310707606	Cxcl11
chr10	98335336	98335736	MeCP2 Up	Non-CG Candidate	CG Unchanged	3.57112991891847	1.14567185339643e-11	3.52604834796566	0.0118368629208229	0	Gm8633
chr8	35935867	35936267	MeCP2 Up	Non-CG Candidate	CG Decrease	3.19100609129402	1.14795381147344e-11	3.16780404702034	0.0230831041597666	0.0094575572786783	5430403N17Rik
chr4	67516414	67516814	MeCP2 Up	CG-Concordant	CG Increase	3.43295643825328	1.17526893483771e-11	3.35929946758284	0.0100657969638891	0.00481584125623441	Tlr4
chr10	50140789	50141189	MeCP2 Up	Non-CG Candidate	CG Unchanged	3.49572531213869	1.17526893483771e-11	3.45064374118588	0.00548614349745753	0	Grik2
chr5	38880495	38880895	MeCP2 Up	CG-Concordant	CG Increase	2.55276388167856	1.17526893483771e-11	2.49138690713471	0.0208644153471302	0.00840549992206983	Clnk
chr1	129525743	129526143	MeCP2 Up	Non-CG Candidate	CG Decrease	2.20134367702704	1.18046070906612e-11	2.16346406067673	0.0294882947964561	0.0194971555486284	Thsd7b
chr16	43194011	43194411	MeCP2 Up	CG-Concordant	CG Increase	2.77932647393427	1.18610053616298e-11	2.70131273183849	0.012605881155875	0.00816805642144638	Zbtb20
chr16	24191686	24192086	MeCP2 Up	CG-Concordant	CG Increase	4.8772601520171	1.2776007566853e-11	4.71548680312503	0.00674232996610037	0.00177717327774314	Gm46545
chr18	68807831	68808231	MeCP2 Up	CG-Concordant	CG Increase	2.67574896242419	1.33431060911238e-11	2.60160690138274	0.00870265627739733	0.024636285263404	Mir6356
chr8	25424373	25424773	MeCP2 Up	CG-Concordant	CG Increase	2.4852923434685	1.37026331642037e-11	2.42395274747574	0.0108557437126179	0.0329194104582294	Fgfr1
chr1	114325326	114325726	MeCP2 Up	Non-CG Candidate	CG Unchanged	3.0848780693177	1.40013344556836e-11	3.03979649836489	0.0230774344351524	0	Cntnap5a
chr15	53724615	53725015	MeCP2 Up	CG-Concordant	CG Increase	2.80027721642699	1.4561609938345e-11	2.71072731965546	0.0102460580573712	0.00488524781795511	Mir28c
chr1	83429199	83429599	MeCP2 Up	Non-CG Candidate	CG Unchanged	3.30827463520226	1.4561609938345e-11	3.26319306424945	0.00784556705160926	0	Sphkap
chr4	13198060	13198460	MeCP2 Up	CG-Concordant	CG Increase	3.08159844587811	1.4561609938345e-11	3.03496313293689	0.0208660706023028	0.00840184694513716	Triqk
chr15	52158925	52159325	MeCP2 Up	Non-CG Candidate	CG Unchanged	2.92826599604447	1.47686463314527e-11	2.88318442509166	0.012096281360807	0	Aard
chr12	89548158	89548558	MeCP2 Up	CG-Concordant	CG Increase	3.23834925280428	1.52547742536023e-11	3.18890199853123	0.0135518309481423	0.0145583307356608	Nrxn3
chr4	9105502	9105902	MeCP2 Up	CG-Concordant	CG Increase	2.67054469909829	1.55232179726935e-11	2.59232811177244	0.0122399746331193	0.0092578612063591	Clvs1
chr8	28504915	28505315	MeCP2 Up	Non-CG Candidate	CG Decrease	2.53902093477408	1.57374968372037e-11	2.50335881984461	0.0103768422419294	0.0173906055174564	Gm8096
chr5	142690662	142691062	MeCP2 Up	CG-Concordant	CG Increase	2.03215276829132	1.59540392557816e-11	1.92373257799937	0.0152457467932951	0.0047634819201995	Slc29a4
chr2	138034509	138034909	MeCP2 Up	CG-Concordant	CG Increase	2.68915275155668	1.59540392557816e-11	2.51427982167816	0.00903853989598757	0.000441096964619701	Btbd3
chr10	46346014	46346414	MeCP2 Up	CG-Concordant	CG Increase	3.39672442684641	1.59540392557816e-11	3.32459346235144	0.00894621661179083	0.00479514105361596	D030045P18Rik
chr4	15597334	15597734	MeCP2 Up	Non-CG Candidate	CG Decrease	3.20873368927341	1.64605614285292e-11	3.19475746499984	0.0150783091709204	0.014300187032419	Calb1
chr4	67601702	67602102	MeCP2 Up	CG-Concordant	CG Increase	3.13661846248671	1.65868201797345e-11	3.0595233933173	0.00917669662513638	0.00823015702930175	Gm12911
chr5	85570084	85570484	MeCP2 Up	Non-CG Candidate	CG Decrease	2.61989390697307	1.66112799825788e-11	2.59931680863619	0.0359213774341003	0.00488768313591022	Cenpc1
chr10	97089883	97090283	MeCP2 Up	CG-Concordant	CG Increase	3.29995766565397	1.66789069763289e-11	3.25470335382878	0.0157974414397356	0.00469285769950125	4930556N09Rik
chr3	140971388	140971788	MeCP2 Up	CG-Concordant	CG Increase	4.09934914611097	1.78514805746922e-11	3.99866718759627	0.0112299550501188	0.00768342814837905	Pdha2
chr6	81474057	81474457	MeCP2 Up	CG-Concordant	CG Increase	2.56579604182608	1.81285958338188e-11	2.48849845914151	0.0201412210440695	0.0262235037406484	Mir7232
chr2	82371200	82371600	MeCP2 Up	CG-Concordant	CG Increase	3.03242495178936	1.82609297296932e-11	2.98347248987647	0.0328313204415719	0.00472329917394015	A130030D18Rik
chr15	29222111	29222511	MeCP2 Up	CG-Concordant	CG Increase	2.67722152055939	1.85778373415709e-11	2.58956891431885	0.0146146760022551	0.0176925849438903	Mir3964
chr2	41984280	41984680	MeCP2 Up	Non-CG Candidate	CG Unchanged	3.4311652131299	1.8675068151099e-11	3.38608364217709	0.0089031133865775	0	Lrp1b
chr4	110289019	110289419	MeCP2 Up	CG-Concordant	CG Increase	2.7746702016421	1.98604834927251e-11	2.63494202579114	0.019784427937724	0.0166295686564838	Elavl4
chr4	27492383	27492783	MeCP2 Up	CG-Concordant	CG Increase	3.42122917820095	1.99058071927264e-11	3.33685074431853	0.00842368870304707	0.00471234024314215	4930548K13Rik
chr12	118105702	118106102	MeCP2 Up	CG-Concordant	CG Increase	2.87085059980895	2.00538866741964e-11	2.81625282402872	0.00920268127745821	0.014333063824813	Dnah11
chr5	39275669	39276069	MeCP2 Up	Non-CG Candidate	CG Decrease	3.8889021829541	2.03393295426872e-11	3.8773291728154	0.00989276572058623	0.00476469957917706	4930513D17Rik
chr8	69125266	69125666	MeCP2 Up	CG-Concordant	CG Increase	2.15023577834503	2.07928469773325e-11	2.09874559001047	0.0171705517091061	0.00952452852244389	Lzts1
chr9	27195243	27195643	MeCP2 Up	CG-Concordant	CG Increase	2.45700423543156	2.07928469773325e-11	2.35050188862424	0.0153130985554912	0.0169571189214464	Jam3
chr14	107336308	107336708	MeCP2 Up	CG-Concordant	CG Increase	2.98659640663179	2.08702601345055e-11	2.93897122328453	0.0150683586139631	0.00960245869700748	1700128A07Rik
chr5	49658687	49659087	MeCP2 Up	Non-CG Candidate	CG Unchanged	2.92526351813438	2.08702601345055e-11	2.88018194718157	0.015618521673721	0	Kcnip4
chr10	66644076	66644476	MeCP2 Up	Non-CG Candidate	CG Unchanged	3.04338531156311	2.1529517631597e-11	2.9983037406103	0.0389839229441046	0	1110002J07Rik
chr5	49639792	49640192	MeCP2 Up	CG-Concordant	CG Increase	2.46977001416927	2.18224108323658e-11	2.27850879896186	0.00937878996356764	0.0168752313552057	Kcnip4
chr12	26193111	26193511	MeCP2 Up	Non-CG Candidate	CG Decrease	2.63947052761294	2.20372757601912e-11	2.60431416937411	0.0144838537658539	0.0048828125	Gm29687
chr1	24552016	24552416	MeCP2 Up	CG-Concordant	CG Increase	2.91632895149567	2.29133484731757e-11	2.86008579686949	0.0193242860256585	0.0191282048784289	Col19a1
chr10	66572875	66573275	MeCP2 Up	CG-Concordant	CG Increase	2.53548715806852	2.37878270561157e-11	2.47075617260431	0.0151774912998266	0.00298204683603491	1700023F02Rik
chr4	5511337	5511737	MeCP2 Up	CG-Concordant	CG Increase	2.282432382803	2.54480906382254e-11	2.20180301013379	0.0364899005081291	0.0143647229582294	4930423M02Rik
chr5	26577705	26578105	MeCP2 Up	CG-Concordant	CG Increase	2.80428525496612	2.59902196893588e-11	2.75814835979789	0.0159720946428484	0.00834339931421446	4930584F24Rik
chr12	31898594	31898994	MeCP2 Up	CG-Concordant	CG Increase	2.76311090782602	2.6558672949986e-11	2.6240866220724	0.00605636939146275	0.0197903069474751	Cog5
chr13	92911430	92911830	MeCP2 Up	CG-Concordant	CG Increase	2.40648452174928	2.82159060902556e-11	2.34360392226988	0.0163097429156601	0.00945268664276808	Mtx3
chr9	11286537	11286937	MeCP2 Up	CG-Concordant	CG Increase	3.09626728473474	2.83140183579855e-11	3.045679726867	0.0219571025591539	0.0094660808915212	Cntn5
chr17	42192312	42192712	MeCP2 Up	CG-Concordant	CG Increase	2.33433110996584	2.86814533891151e-11	2.25931070583717	0.0138787818965769	0.0184962398690773	Ptchd4
chr5	19261446	19261846	MeCP2 Up	CG-Concordant	CG Increase	2.52449879449857	2.87412546806932e-11	2.43566627969438	0.0285395196548424	0.00949895768391521	Magi2
chr12	89721018	89721418	MeCP2 Up	CG-Concordant	CG Increase	2.62424797525856	2.92705790622123e-11	2.53751555747112	0.0178740066185854	0.0170703612063591	Nrxn3
chr1	24220293	24220693	MeCP2 Up	CG-Concordant	CG Increase	3.08199795642672	2.93398372940058e-11	3.01150892159116	0.0104468956849819	0.0043336483011222	Col9a1
chr4	84133684	84134084	MeCP2 Up	CG-Concordant	CG Increase	2.03950680692796	2.95233950698122e-11	1.9805037815407	0.0271040329017544	0.0039951391053616	6030471H07Rik
chrX	61427408	61427808	MeCP2 Up	CG-Concordant	CG Increase	2.87409463178666	2.95543473771758e-11	2.78965127089619	0.0153716698549038	0.00969865375623441	Gm4988
chr9	91652410	91652810	MeCP2 Up	CG-Concordant	CG Increase	2.99213609038451	2.96038697686734e-11	2.80108457273382	0.0139169859469977	0.0154423511533666	Zic4
chr6	81467589	81467989	MeCP2 Up	CG-Concordant	CG Increase	3.05112716602972	2.97253404776678e-11	2.99729110639604	0.0177695828482992	0.0194265313279302	Mir7232
chr3	70314217	70314617	MeCP2 Up	Non-CG Candidate	CG Decrease	3.08905959385861	3.0139674855806e-11	3.04658829347524	0.0186271191832431	0.0194728023690773	Otol1
chr7	83772773	83773173	MeCP2 Up	CG-Concordant	CG Increase	2.30866117326867	3.0139674855806e-11	2.18477214966987	0.012346900312086	0.016450572786783	Cfap161
chr15	72138393	72138793	MeCP2 Up	CG-Concordant	CG Increase	3.44999819571484	3.08337960750876e-11	3.35148328082988	0.0198971374968341	0.00875740336658354	Col22a1
chr4	15152241	15152641	MeCP2 Up	Non-CG Candidate	CG Decrease	2.82895336011155	3.19250675404367e-11	2.83806518448724	0.0119463190473523	0.00437991934226933	Necab1
chr5	106270549	106270949	MeCP2 Up	CG-Concordant	CG Increase	2.64573259659354	3.3823191119152e-11	2.59389174381476	0.0119608738773184	0.0186046115180798	Gm32921
chr16	43170982	43171382	MeCP2 Up	CG-Concordant	CG Increase	3.19033728822395	3.39529028536681e-11	3.13576378643486	0.015599562342922	0.00940398028366583	Zbtb20
chr9	29528618	29529018	MeCP2 Up	CG-Concordant	CG Increase	2.8519205449957	3.47511937408969e-11	2.80258079707305	0.0129790841195351	0.0144024703865337	Ntm
chr3	52063134	52063534	MeCP2 Up	CG-Concordant	CG Increase	2.4775685128655	3.49146024308091e-11	2.38484843437178	0.0106798585810863	0.0092578612063591	Maml3
chr9	94277340	94277740	MeCP2 Up	CG-Concordant	CG Increase	2.92900018319529	3.57307875043526e-11	2.8085921428785	0.0172309494969851	0.00869895573566085	Dipk2a
chr4	47984384	47984784	MeCP2 Up	CG-Concordant	CG Increase	2.80466699850144	3.61399793000719e-11	2.72350681940537	0.0201452640523934	0.019564126792394	Nr4a3
chr1	39868553	39868953	MeCP2 Up	CG-Concordant	CG Increase	2.47022903592985	3.68133570445375e-11	2.33318394368714	0.0178965523355917	0.0124176862531172	1700066B17Rik
chr6	74273917	74274317	MeCP2 Up	CG-Concordant	CG Increase	2.86685978705204	3.68453856500702e-11	2.75777593146497	0.0338720478619126	0.00791843633104738	Gm31747
chr9	55084370	55084770	MeCP2 Up	CG-Concordant	CG Increase	2.03247601354393	3.73550561726155e-11	1.95604238220898	0.0269743997854485	0.00952452852244389	Chrnb4
chr15	57591297	57591697	MeCP2 Up	CG-Concordant	CG Increase	2.30045798499827	3.83130873894747e-11	2.16567742703364	0.0186389818453135	0.0205126831359102	Zhx2
chr18	66158097	66158497	MeCP2 Up	Non-CG Candidate	CG Decrease	2.21160717104059	3.89588387979818e-11	2.17178895257407	0.0252916045914267	0.0332079956359102	Mir694
chr16	10004087	10004487	MeCP2 Up	CG-Concordant	CG Increase	2.22584688478248	4.16323173708427e-11	2.13150700177224	0.0127118079739616	0.0166332216334165	Grin2a
chr18	52097475	52097875	MeCP2 Up	Non-CG Candidate	CG Unchanged	2.71841318722586	4.35998995891365e-11	2.67333161627305	0.0233974504351913	0	Ftmt
chr5	93237954	93238354	MeCP2 Up	CG-Concordant	CG Increase	3.20778990498355	4.36289191145558e-11	3.12168839591875	0.007934370540324	0.0176134371103491	Ccng2
chr7	132229448	132229848	MeCP2 Up	Non-CG Candidate	CG Decrease	2.42815059147902	4.37227301178006e-11	2.38333741953446	0.0118946731833746	0.0136182980049875	Chst15
chr12	91086309	91086709	MeCP2 Up	CG-Concordant	CG Increase	2.46999933141944	4.42657825676165e-11	2.40376796592411	0.0166829078274772	0.0238697689370324	Cep128
chr6	106379607	106380007	MeCP2 Up	Non-CG Candidate	CG Decrease	3.10280072178979	4.42850553244787e-11	3.07524347929182	0.0472333912837535	0.00974005416147132	Cntn4
chr16	48376558	48376958	MeCP2 Up	Non-CG Candidate	CG Decrease	2.18317883281472	4.42850553244787e-11	2.16010918307384	0.0284805297851562	0.0138423472568579	Gm5485
chr18	55094434	55094834	MeCP2 Up	CG-Concordant	CG Increase	2.54285666678526	4.63646662550419e-11	2.48952301821452	0.0164059284619262	0.0327160614089776	Zfp608
chr5	68469206	68469606	MeCP2 Up	CG-Concordant	CG Increase	3.57951020048507	4.71070421525738e-11	3.52928319166947	0.0124079830331398	0.0048828125	Grxcr1
chr4	84059566	84059966	MeCP2 Up	CG-Concordant	CG Increase	2.98945750808425	5.01409004340386e-11	2.93631429359481	0.0115613961160332	0.00879515079488778	6030471H07Rik
chr6	74269764	74270164	MeCP2 Up	Non-CG Candidate	CG Unchanged	2.91936690332792	5.01409004340386e-11	2.87428533237511	0.0189168268902938	0	Gm31747
chr1	124152826	124153226	MeCP2 Up	Non-CG Candidate	CG Decrease	3.1713223929748	5.04877229936962e-11	3.12957177783092	0.0164129585399295	0.00950382831982544	Dpp10
chr2	50649111	50649511	MeCP2 Up	Non-CG Candidate	CG Decrease	3.01610106016109	5.11222960044998e-11	3.00302598516024	0.0167987566636388	0.0136292569357855	Gm13498
chr14	73472527	73472927	MeCP2 Up	CG-Concordant	CG Increase	2.71408543878225	5.11222960044998e-11	2.54648847627765	0.00687704300345328	0.0262880396664589	Med4
chr16	67737693	67738093	MeCP2 Up	Non-CG Candidate	CG Decrease	2.73036334069231	5.19575207107508e-11	2.69010351959426	0.0282851811359054	0.0194033958073566	Cadm2
chr4	33895584	33895984	MeCP2 Up	CG-Concordant	CG Increase	3.12527768185212	5.22921988581939e-11	3.03174800294121	0.0184519284978472	0.00978876052057357	Cnr1
chr2	109925345	109925745	MeCP2 Up	CG-Concordant	CG Increase	2.7614976992589	5.3943223436994e-11	2.63116837287826	0.0182663591722598	0.018815266521197	Lgr4
chr4	82935924	82936324	MeCP2 Up	CG-Concordant	CG Increase	2.19898437693078	5.50167954848434e-11	2.1483682431462	0.0215500144292589	0.0535916069201995	Frem1
chr12	77004285	77004685	MeCP2 Up	Non-CG Candidate	CG Decrease	2.94991714068299	5.53333669755221e-11	2.90779748521604	0.0100405590789871	0.0385242947319202	Max
chr3	100104731	100105131	MeCP2 Up	CG-Concordant	CG Increase	2.99587652320655	5.75501381146872e-11	2.92052380997515	0.0131299501642622	0.0068968204488778	Wdr3
chr19	23377122	23377522	MeCP2 Up	CG-Concordant	CG Increase	2.2827803649273	5.75501381146872e-11	2.23027644202891	0.016562844749698	0.037120333930798	Mamdc2
chr15	65453567	65453967	MeCP2 Up	Non-CG Candidate	CG Decrease	2.68497028075363	5.75501381146872e-11	2.64982306199268	0.0150238760094393	0.0145266716022444	Efr3a
chr2	102036377	102036777	MeCP2 Up	CG-Concordant	CG Increase	2.29870584013323	5.87461808212017e-11	2.1547045648861	0.0115752993081871	0.0369072436097257	Ldlrad3
chr1	176947678	176948078	MeCP2 Up	CG-Concordant	CG Increase	3.16814687495958	5.89922639126193e-11	3.08100777230207	0.0141530405553499	0.00913731296758105	Sdccag8
chr5	26568866	26569266	MeCP2 Up	CG-Concordant	CG Increase	2.70943983032248	5.90150307155894e-11	2.6509347308021	0.017425137565023	0.0146496551589776	4930584F24Rik
chr2	108766146	108766546	MeCP2 Up	Non-CG Candidate	CG Decrease	3.23707486562095	5.9942772430388e-11	3.23399123965008	0.0158052515805214	0.00458448605049875	Mettl15
chr18	39388324	39388724	MeCP2 Up	CG-Concordant	CG Increase	2.68954269949518	6.22385435439225e-11	2.60823497012267	0.0102186512174154	0.0131799407730673	Arhgap26
chr14	105729526	105729926	MeCP2 Up	CG-Concordant	CG Increase	2.64361040800712	6.27488672565351e-11	2.5140182127842	0.0116222219871464	0.00774552875623441	Mir6390
chr5	13430440	13430840	MeCP2 Up	CG-Concordant	CG Increase	2.57743038291149	6.2827654457392e-11	2.51502584630092	0.0138049898599449	0.0140006429239401	Sema3a
chr1	75824967	75825367	MeCP2 Up	Non-CG Candidate	CG Decrease	2.19207689065103	6.35866774576967e-11	2.19465960631798	0.0206137202921651	0.0240073644014963	Slc4a3
chr3	151295178	151295578	MeCP2 Up	CG-Concordant	CG Increase	2.87513700182267	6.42675197624395e-11	2.76552167677674	0.00878123333329275	0.0212944201995012	Adgrl4
chr14	122980591	122980991	MeCP2 Up	Non-CG Candidate	CG Unchanged	2.45287155017466	6.84036589292437e-11	2.40778997922185	0.019494653639948	0	Tmtc4
chr15	65635118	65635518	MeCP2 Up	CG-Concordant	CG Increase	3.03023482246298	7.00099223713907e-11	2.97962943180292	0.030836033999474	0.00493638949501247	Efr3a
chr1	122051694	122052094	MeCP2 Up	Non-CG Candidate	CG Decrease	2.81454743683527	7.17033180724764e-11	2.7794617594524	0.0228171122638959	0.00493882481296758	Gm28590
chr13	109121423	109121823	MeCP2 Up	Non-CG Candidate	CG Unchanged	3.59924119582678	7.30232641761073e-11	3.55415962487397	0.0055672700268372	0	Pde4d
chr5	49653165	49653565	MeCP2 Up	Non-CG Candidate	CG Unchanged	3.23744837296447	7.6913608220378e-11	3.19236680201166	0.00738435968793836	0	Kcnip4
chr19	22637027	22637427	MeCP2 Up	CG-Concordant	CG Increase	3.63963651195887	7.81870823407557e-11	3.51035771888437	0.0061450682376091	0.0141857270885287	Trpm3
chr7	92321757	92322157	MeCP2 Up	CG-Concordant	CG Increase	2.78959358043454	7.9328057903757e-11	2.65241327765299	0.0116978214863233	0.0091580131701995	Dlg2
chr8	30228836	30229236	MeCP2 Up	CG-Concordant	CG Increase	2.67402712410224	7.94025403002956e-11	2.60607011121144	0.0154150489559792	0.0116347315305486	4933433F19Rik
chr18	28849693	28850093	MeCP2 Up	CG-Concordant	CG Increase	2.58269367971734	8.13389104202055e-11	2.51690319503704	0.0193599691414774	0.00485480634351621	4930474G06Rik
chr12	39122736	39123136	MeCP2 Up	CG-Concordant	CG Increase	2.70755352078664	8.22945950716204e-11	2.64593452810819	0.0149063053273798	0.00965725335099751	Etv1
chr2	59602811	59603211	MeCP2 Up	Non-CG Candidate	CG Decrease	2.67739260405974	8.22945950716204e-11	2.64147398658945	0.0171396060477468	0.0193376422225686	Tanc1
chr14	93826068	93826468	MeCP2 Up	CG-Concordant	CG Increase	2.15961934420518	8.23921767559646e-11	1.64969686924964	0.00434657641479797	0.00316636996376247	Pcdh9
chr14	93789118	93789518	MeCP2 Up	CG-Concordant	CG Increase	2.8657881321772	8.23921767559646e-11	2.78794116659981	0.0114231632831983	0.00975953670511222	Pcdh9
