symbol	chr	start	end	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	ctrl_decile
Lratd1	chr12	14146830	14152054	7.465721	8.667919	0.209659	8.335596	9.682457	0.210913	FALSE	10
Hmx3	chr7	131542867	131544925	7.462415	5.351395	-0.463504	8.022756	5.661347	-0.486964	TRUE	10
E230013L22Rik	chr8	11477929	11480241	7.457016	8.589389	0.198491	6.913194	8.029356	0.209727	FALSE	10
H2ac8	chr13	23570517	23571220	7.430625	8.028815	0.108606	8.360856	8.430597	0.011678	FALSE	10
Prlhr	chr19	60466732	60468304	7.406669	8.583939	0.20709	6.448775	7.304375	0.174144	FALSE	10
A930018P22Rik	chr2	104122769	104124749	7.399173	8.452776	0.186854	5.773875	6.959432	0.260371	FALSE	10
Cryba2	chr1	74889934	74893143	7.376051	6.111988	-0.262582	7.73806	6.995509	-0.141311	TRUE	10
Ihh	chr1	74945315	74951672	7.359121	5.718054	-0.352028	6.93482	5.316407	-0.369951	TRUE	10
Gadd45g	chr13	51846678	51848468	7.353407	7.251603	-0.019524	5.787758	6.043427	0.060123	FALSE	10
Gsc	chr12	104471209	104473330	7.351972	6.822374	-0.104604	8.504162	7.93926	-0.096576	TRUE	10
Id1	chr2	152736251	152737410	7.347198	8.822421	0.256942	6.84975	8.21266	0.254321	TRUE	10
Ch25h	chr19	34473778	34475164	7.33036	8.466246	0.202181	6.942492	8.017986	0.201824	FALSE	10
Oxt	chr2	130576173	130577054	7.271145	7.196961	-0.014358	4.623899	5.270774	0.180832	TRUE	10
Ccn1	chr3	145646976	145649981	7.269306	10.301936	0.490483	10.073147	14.065711	0.472879	FALSE	10
Rasl10a	chr11	5058128	5060385	7.257959	6.10365	-0.241879	6.554504	6.062896	-0.108682	FALSE	10
Gm13288	chr4	88805531	88808380	7.252728	8.277547	0.185406	6.244756	7.456598	0.247863	FALSE	10
Tubb2b	chr13	34126748	34130466	7.248842	10.385749	0.505876	9.861394	13.88536	0.484539	TRUE	10
Pou3f2	chr4	22482780	22488366	7.247358	8.146043	0.163943	10.270018	8.699728	-0.23394	TRUE	10
Prr7	chr13	55464267	55473154	7.24258	6.232912	-0.209717	4.958881	4.33847	-0.184082	TRUE	10
Lhx5	chr5	120431699	120441223	7.238506	5.496062	-0.383851	6.553244	5.252905	-0.307528	TRUE	10
Foxd4	chr19	24899236	24901197	7.23533	4.683443	-0.604453	5.756652	3.825697	-0.562922	FALSE	10
H2bc3	chr13	23746734	23747241	7.203834	9.880657	0.444201	4.609392	8.402368	0.836211	FALSE	10
Nkx2-5	chr17	26838664	26845009	7.203004	4.52533	-0.645469	7.413603	4.709093	-0.631017	TRUE	10
Qsox1	chr1	155778158	155812889	7.197477	8.56388	0.243923	6.670334	8.321535	0.309912	FALSE	10
Hmx1	chr5	35389108	35399730	7.137492	5.883494	-0.269569	5.00416	3.628647	-0.440824	FALSE	10
Gm5144	chr15	11906519	11907390	7.137208	5.138309	-0.457363	5.56534	4.508504	-0.291005	FALSE	10
Foxf1	chr8	121084386	121088144	7.095984	4.127735	-0.750756	6.259753	3.834455	-0.676399	FALSE	10
Tbx1	chr16	18580979	18590671	7.095707	6.264229	-0.174056	6.636066	5.532555	-0.253168	TRUE	10
Hbq1b	chr11	32286965	32287784	7.091091	6.796662	-0.0593	2.755309	2.797472	0.020299	FALSE	10
Sox14	chr9	99874106	99876170	7.088148	6.275118	-0.170144	6.240669	5.898158	-0.078583	TRUE	10
Foxc2	chr8	121116171	121118895	7.083784	4.907646	-0.510328	8.592862	6.009529	-0.500471	FALSE	10
Fam110d	chr4	134251110	134254106	7.02773	5.962774	-0.229267	5.726796	4.735456	-0.263083	FALSE	10
Hoxd1	chr2	74762980	74765142	7.016596	4.753714	-0.540966	7.464754	5.430786	-0.443531	TRUE	10
Hoxc4	chr15	103018934	103036852	7.004365	5.863493	-0.247962	6.185153	5.235663	-0.231469	FALSE	10
Fgf8	chr19	45736798	45742915	6.986416	6.311194	-0.14193	7.207562	6.123781	-0.227538	TRUE	10
Dmrt3	chr19	25610537	25623921	6.909469	6.809898	-0.02029	11.654767	11.582138	-0.008851	TRUE	10
Mir503hg	chrX	53055046	53057190	6.884575	5.562445	-0.297058	8.260813	7.563045	-0.123864	FALSE	10
Hand1	chr11	57828705	57832818	6.875938	5.729355	-0.254251	5.386279	4.45035	-0.263501	FALSE	10
Tlx1	chr19	45150680	45156943	6.87271	4.465974	-0.597963	6.734111	4.517608	-0.553684	TRUE	10
Hotair	chr15	102944062	102947730	6.870895	6.144476	-0.15592	7.386281	6.012629	-0.287341	FALSE	10
AI463170	chr12	76546972	76547890	6.869932	7.409326	0.10578	4.013144	4.500483	0.157197	FALSE	10
4930519K11Rik	chr14	24003844	24008335	6.865342	7.748621	0.169487	8.032663	8.258952	0.039025	FALSE	10
Alpk1	chr3	127670310	127780527	6.856429	6.289149	-0.120548	2.918962	2.473829	-0.220611	FALSE	10
Foxi3	chr6	70956531	70961066	6.851694	5.324975	-0.350862	11.270694	9.073455	-0.306172	FALSE	10
Fabp5	chr3	10012548	10016607	6.850454	8.324142	0.273124	7.831647	10.802503	0.453084	TRUE	10
A730013G03Rik	chr1	192833118	192835214	6.837917	8.040145	0.226917	5.457046	6.489224	0.240996	FALSE	10
H3c7	chr13	23544052	23545312	6.828321	10.719001	0.634112	3.867321	8.671775	1.121271	FALSE	10
Efna3	chr3	89313899	89322965	6.819863	5.673993	-0.256292	6.771116	5.154034	-0.379503	TRUE	10
H2bc22	chr13	21787461	21789213	6.813339	9.175318	0.41772	7.102338	9.688941	0.436414	FALSE	10
Cartpt	chr13	99898489	99901091	6.802448	5.190485	-0.376202	5.440863	4.186031	-0.361525	TRUE	10
Znrf4	chr17	56511248	56512431	6.785591	5.776984	-0.224261	6.791038	5.66959	-0.251451	FALSE	10
Nkx2-4	chr2	147083316	147085445	6.780927	5.401668	-0.316536	8.541863	7.558113	-0.171812	FALSE	10
Gm15050	chr6	52172881	52174059	6.766781	4.885949	-0.452431	7.786081	5.298989	-0.536673	FALSE	10
Ppp1r2-ps3	chr19	30538928	30539545	6.742585	6.689238	-0.011096	4.056053	4.64038	0.18478	FALSE	10
Hspa2	chr12	76404176	76406938	6.741689	8.325825	0.295773	5.309484	6.608808	0.304477	TRUE	10
Sec16b	chr1	157506728	157568425	6.73603	7.308909	0.114173	4.532471	4.942155	0.11929	FALSE	10
Dok1	chr6	83030934	83033471	6.731959	5.872381	-0.190406	6.400629	6.876084	0.100051	FALSE	10
Socs3	chr11	117966079	117969186	6.729516	5.903215	-0.182617	5.527618	4.684508	-0.228845	FALSE	10
Gm13285	chr4	88776922	88803802	6.728857	7.548846	0.160919	5.076152	5.506377	0.112673	FALSE	10
Hoxb6	chr11	96292476	96301569	6.717298	4.631025	-0.516063	5.955187	4.263016	-0.461992	FALSE	10
E130215H24Rik	chr2	150667494	150668935	6.712918	7.761953	0.203273	4.740805	5.438047	0.189721	FALSE	10
Elovl3	chr19	46131897	46135694	6.698948	6.090042	-0.132898	4.966158	4.495069	-0.137381	FALSE	10
Sim2	chr16	94084931	94127032	6.678559	5.685829	-0.224147	11.488894	9.280742	-0.301486	TRUE	10
Gm20052	chr5	37893772	37897917	6.658916	7.551451	0.175997	8.79234	10.284263	0.220996	FALSE	10
Myef2l	chr3	10088110	10092565	6.649964	9.383555	0.483252	5.693291	7.112138	0.310261	FALSE	10
Tlx3	chr11	33200752	33203589	6.636047	7.21644	0.117231	7.330521	8.110512	0.141825	TRUE	10
Mnx1	chr5	29473034	29478470	6.614069	5.947026	-0.148165	6.774675	6.006371	-0.16786	TRUE	10
Cxcl2	chr5	90903871	90905938	6.587592	6.411332	-0.037844	6.502687	7.028788	0.108698	FALSE	10
Rimbp3	chr16	17208603	17213982	6.571623	5.550775	-0.234982	4.996756	4.546904	-0.130094	FALSE	10
Hoxb5os	chr11	96291024	96306910	6.569289	4.531108	-0.514975	5.504387	3.021681	-0.820333	FALSE	10
Dlx6os1	chr6	6820189	6871592	6.565802	4.878881	-0.412322	16.091254	13.770158	-0.221452	FALSE	10
Snhg18	chr15	32240565	32244662	6.553075	8.402824	0.348339	8.054559	9.843704	0.2824	FALSE	10
Gm4814	chr13	93073304	93074757	6.538552	11.34155	0.774528	4.224733	7.182235	0.735833	FALSE	10
Lhx4	chr1	155698031	155751684	6.537027	5.679761	-0.195725	13.609823	10.794881	-0.328322	TRUE	10
1110032F04Rik	chr3	68869586	68872163	6.51138	6.599416	0.018745	7.596231	8.455047	0.150394	FALSE	10
H1f4	chr13	23620629	23622558	6.49778	7.422828	0.186116	4.288892	6.054404	0.476684	FALSE	10
Cyp26b1	chr6	84571414	84593908	6.497355	6.251755	-0.053734	8.887363	7.802907	-0.182903	TRUE	10
Amn	chr12	111271095	111276426	6.495868	5.493951	-0.233076	4.632218	4.166482	-0.145573	FALSE	10
Ly6e	chr15	74955051	74959905	6.491465	6.929314	0.091174	4.033875	5.00141	0.295647	TRUE	10
Ascl5	chr1	136050804	136051370	6.480397	6.517572	0.007982	5.98426	6.630441	0.142932	FALSE	10
Dhh	chr15	98891152	98898540	6.468473	6.892646	0.088706	4.780475	4.609579	-0.050165	TRUE	10
Itga5	chr15	103344286	103366763	6.43971	7.275066	0.170476	8.529909	8.76147	0.037683	TRUE	10
H2bc24	chr13	21806612	21810197	6.429212	6.977665	0.114342	9.228869	9.191156	-0.00577	FALSE	10
Gja4	chr4	127311421	127314039	6.42653	5.802048	-0.142342	4.820203	4.479709	-0.100905	FALSE	10
Klf4	chr4	55527143	55532466	6.418743	7.69941	0.254474	7.246577	8.650858	0.248619	TRUE	10
Tpbg	chr9	85842380	85847040	6.416951	7.108908	0.143073	5.95567	6.835123	0.192069	TRUE	10
Lratd2	chr15	60818994	60825080	6.408856	7.081475	0.139423	7.2941	8.301228	0.181456	FALSE	10
Wnt10a	chr1	74791516	74804179	6.393419	5.799412	-0.135769	6.313562	5.762734	-0.12706	TRUE	10
Nrp2	chr1	62703285	62818695	6.37829	7.809945	0.283289	11.319871	13.693555	0.269859	TRUE	10
Sostdc1	chr12	36314139	36318452	6.376739	6.974871	0.125212	4.168121	4.516114	0.110095	FALSE	10
Mir24-2	chr8	84208815	84209609	6.375598	6.439224	0.01385	3.046378	3.232436	0.079918	TRUE	10
Hoxa4	chr6	52189671	52191753	6.371421	5.032173	-0.327662	7.460137	6.103225	-0.280462	FALSE	10
Zfp648	chr1	154201187	154205689	6.363649	7.710413	0.2685	3.56358	4.078697	0.184137	FALSE	10
Rassf10	chr7	112953962	112957457	6.348905	4.973787	-0.338852	5.461497	4.349866	-0.314105	TRUE	10
Egln3	chr12	54178981	54203860	6.340503	7.595106	0.252451	10.655138	12.772714	0.256664	TRUE	10
Prss56	chr1	87183313	87188405	6.339581	5.438484	-0.21318	3.659549	3.148557	-0.203745	FALSE	10
Adra2b	chr2	127363208	127367221	6.321451	4.755223	-0.394833	7.260963	5.630459	-0.354662	TRUE	10
Tmem102	chr11	69803603	69805624	6.318791	4.939373	-0.341814	3.788489	3.130166	-0.258809	FALSE	10
Six3	chr17	85613608	85629302	6.303925	6.726489	0.090541	4.643199	3.526752	-0.376244	TRUE	10
Hoxa1	chr6	52155590	52158317	6.298842	3.574736	-0.780578	6.649693	4.157673	-0.650053	TRUE	10
Adra2c	chr5	35278319	35281763	6.292099	5.590042	-0.164568	6.349327	6.319602	-0.006543	TRUE	10
S1pr1	chr3	115710433	115715072	6.288147	6.976373	0.145018	8.450247	9.407466	0.151079	TRUE	10
Emx1	chr6	85187438	85204462	6.28767	5.655449	-0.147436	13.220579	10.195661	-0.367833	TRUE	10
Gm16998	chr10	54075922	54081081	6.284323	6.397216	0.024825	11.016753	10.201978	-0.108594	FALSE	10
Hoxc12	chr15	102936757	102938609	6.283022	4.106048	-0.588034	5.265506	3.509905	-0.556457	FALSE	10
Nr2f2	chr7	70351944	70366735	6.267558	6.414394	0.032288	5.610539	4.828621	-0.207731	TRUE	10
Tpbgl	chr7	99624082	99627103	6.26141	4.973039	-0.319715	6.754199	5.185598	-0.367559	FALSE	10
Rln3	chr8	84042929	84045000	6.258335	6.838218	0.123677	3.177938	3.631585	0.180781	FALSE	10
Gm4793	chr1	135584773	135599948	6.246066	5.20252	-0.253915	11.24893	7.923643	-0.493972	FALSE	10
Sp5	chr2	70474923	70477729	6.237243	8.190039	0.381182	8.144624	10.59932	0.371228	FALSE	10
Col15a1	chr4	47208161	47313167	6.22629	6.87793	0.138924	6.144419	7.149585	0.211547	FALSE	10
Gm28626	chr1	86303195	86304059	6.197402	4.62555	-0.405311	5.342981	4.903573	-0.118702	FALSE	10
4930515L19Rik	chrX	46267559	46328911	6.193817	5.782034	-0.095728	0.099174	0.081272	NA	FALSE	10
Id4	chr13	48261228	48266026	6.190235	5.611553	-0.136492	5.369894	6.350933	0.233268	TRUE	10
3930402G23Rik	chr8	10924427	10928696	6.185287	8.369905	0.423365	4.57475	7.462486	0.680091	FALSE	10
Crip2	chr12	113140236	113145506	6.184866	5.852628	-0.076845	6.973872	5.704721	-0.280011	FALSE	10
Foxo6	chr4	120267079	120287349	6.18458	5.417959	-0.183924	8.426579	6.964383	-0.267257	TRUE	10
Pkdcc	chr17	83215292	83225070	6.181148	4.964893	-0.304004	8.258403	7.393672	-0.155195	FALSE	10
Cd24a	chr10	43579169	43584265	6.173917	7.129862	0.20101	8.971409	9.942814	0.144938	TRUE	10
Dusp2	chr2	127336159	127338376	6.155169	7.343774	0.246634	6.072539	6.947277	0.187776	FALSE	10
Myoc	chr1	162639155	162649693	6.154265	8.043427	0.374469	7.022127	8.775363	0.312759	TRUE	10
Ccn2	chr10	24595442	24598683	6.136552	5.930848	-0.047457	6.463061	6.241294	-0.048684	FALSE	10
Phlda2	chr7	143501545	143502541	6.119406	4.806229	-0.334857	3.709166	2.789089	-0.384869	FALSE	10
Mir1901	chr18	11838091	11840869	6.105968	8.004198	0.378576	8.206301	10.500158	0.347346	FALSE	10
Adamts1	chr16	85793827	85803113	6.093162	8.873073	0.526388	10.629339	13.2765	0.314972	TRUE	10
Zfp36l2	chr17	84183931	84187947	6.083552	5.945597	-0.031923	7.408438	6.39781	-0.205027	FALSE	10
Krtap13-24	chr16	88811440	88812220	6.078736	9.099371	0.565153	3.563287	5.077952	0.485768	FALSE	10
Cldn5	chr16	18776847	18778262	6.072083	4.288448	-0.480885	5.163709	3.842201	-0.406318	TRUE	10
Nsmf	chr2	25054355	25062881	6.071795	4.132385	-0.531641	7.386404	6.625166	-0.152124	TRUE	10
Ier5	chr1	155096361	155099636	6.071369	7.304184	0.258152	5.115274	6.746722	0.384903	FALSE	10
Phlda3	chr1	135766119	135769136	6.067707	5.568351	-0.119377	7.029021	6.830891	-0.039979	FALSE	10
Vax2os	chr6	83692806	83712201	6.063986	4.799447	-0.324138	11.209488	8.871005	-0.330241	TRUE	10
Rax	chr18	65928277	65939787	6.060634	5.926365	-0.031175	8.785726	7.988637	-0.133696	TRUE	10
Dusp4	chr8	34807297	34819894	6.053566	6.937157	0.190094	9.908922	9.98518	0.010821	FALSE	10
Klf2	chr8	72319033	72321656	6.053131	6.782206	0.158618	4.908181	5.669426	0.199671	FALSE	10
Hoxb7	chr11	96286623	96290162	6.049059	4.418729	-0.4345	6.93697	4.909318	-0.480563	FALSE	10
Gm29508	chr12	103312367	103314769	6.039095	6.355005	0.071035	5.410716	5.619417	0.052504	FALSE	10
Hoxb5	chr11	96303512	96306120	6.035722	3.897007	-0.603552	6.902477	4.936213	-0.466049	FALSE	10
Hbq1a	chr11	32300069	32300873	6.032817	5.952265	-0.018705	2.89024	3.547482	0.276556	FALSE	10
Gadd45a	chr6	67035096	67037457	6.031372	8.673578	0.508575	5.203951	8.498114	0.684648	FALSE	10
Mical1	chr10	41476314	41487032	6.029864	9.542303	0.643377	5.963929	9.228167	0.611491	FALSE	10
Slitrk1	chr14	108908800	108914158	6.027832	7.539053	0.312514	4.172899	6.900301	0.696735	TRUE	10
Rrad	chr8	104628070	104631327	6.015935	7.061445	0.223611	5.15045	6.043292	0.221869	FALSE	10
Foxg1	chr12	49382660	49386861	6.015136	4.169349	-0.506391	6.300609	4.930444	-0.340296	TRUE	10
Lhx3	chr2	26200212	26208289	6.012947	5.431063	-0.141387	3.09812	3.141301	0.018652	TRUE	10
Cabp7	chr11	4736892	4746778	5.999798	5.03444	-0.24332	6.746611	5.379557	-0.315132	FALSE	10
Phlda1	chr10	111506286	111508645	5.999449	7.366591	0.286655	6.371372	8.563298	0.414171	FALSE	10
Gadd45b	chr10	80930073	80932204	5.990509	5.971324	-0.004463	4.570494	4.472832	-0.029714	FALSE	10
Shb	chr4	45423278	45532470	5.988744	6.432096	0.099504	5.828241	6.742653	0.203114	FALSE	10
Adrb2	chr18	62177816	62179959	5.983406	7.813699	0.372991	5.501334	7.43573	0.420173	TRUE	10
Gm18409	chr10	99638731	99641920	5.973871	8.038762	0.41507	3.612544	4.450017	0.28511	FALSE	10
Rps18-ps4	chr13	97751112	97760965	5.97329	6.385312	0.092917	6.211277	7.865285	0.330183	FALSE	10
Pdx1	chr5	147269959	147275848	5.965688	3.247024	-0.835193	5.31028	2.66909	-0.936681	FALSE	10
H1f1	chr13	23763666	23764406	5.962986	8.84873	0.552579	4.496422	6.851664	0.584333	FALSE	10
Artn	chr4	117926162	117929763	5.962723	5.757721	-0.048645	4.100382	4.343301	0.078914	TRUE	10
G630016G05Rik	chr2	116067225	116085911	5.962393	5.649329	-0.074967	9.544686	8.939277	-0.092338	FALSE	10
Sall3	chr18	80966376	80986771	5.952589	4.796325	-0.299232	8.760133	7.588867	-0.201618	TRUE	10
Hes6	chr1	91411483	91414038	5.950939	6.138074	0.043098	5.918115	6.265328	0.079381	TRUE	10
Mafa	chr15	75745490	75748228	5.945727	4.303989	-0.446655	5.506761	4.226558	-0.365013	FALSE	10
Adrb1	chr19	56722199	56725150	5.945056	6.382901	0.098982	6.348173	6.793251	0.094588	TRUE	10
Pantr2	chr1	42707061	42713454	5.94174	6.477023	0.120178	8.786916	9.150423	0.057079	TRUE	10
Sox9	chr11	112782224	112787760	5.939711	5.475159	-0.113122	7.472859	6.712461	-0.150147	TRUE	10
Cnfn	chr7	25367620	25369724	5.916564	5.611201	-0.073635	4.051873	4.052252	0.000128	FALSE	10
Begain	chr12	109032187	109068217	5.9084	4.469612	-0.386025	3.339235	2.297339	-0.499628	TRUE	10
B020018J22Rik	chr12	112428284	112435338	5.908353	6.364516	0.103574	7.269489	7.726134	0.085383	FALSE	10
Stbd1	chr5	92603041	92606579	5.897061	5.14643	-0.188868	4.273287	3.943673	-0.109909	FALSE	10
Zfp703	chr8	26977325	26981461	5.888378	6.205903	0.073107	6.09857	6.883164	0.168858	FALSE	10
Nup50l	chr6	96164497	96166243	5.88603	6.834251	0.208251	3.964944	5.016038	0.323251	FALSE	10
Sowahd	chrX	37048845	37050418	5.883243	5.941496	0.013704	4.66374	4.886052	0.064219	FALSE	10
Rasd1	chr11	59963181	59964944	5.864731	5.437108	-0.105124	4.410605	4.554007	0.043998	FALSE	10
Ferd3l	chr12	33928425	33929310	5.850655	4.616187	-0.327968	5.63198	3.991333	-0.474625	TRUE	10
Cyp27b1	chr10	127048250	127053006	5.846743	5.846279	-0.00011	5.522381	5.595676	0.018297	FALSE	10
Lrrtm1	chr6	77242689	77257791	5.831566	5.959598	0.030203	10.785012	9.652276	-0.156703	TRUE	10
Pcdh18	chr3	49743296	49757325	5.823077	7.032348	0.263155	12.477146	13.848928	0.148005	TRUE	10
Lhx6	chr2	36081953	36105408	5.809213	5.018302	-0.202862	11.293256	8.83057	-0.347207	TRUE	10
BC034090	chr1	155212471	155244444	5.807422	7.545963	0.365611	4.985395	5.196037	0.057228	FALSE	10
Sox18	chr2	181669836	181671640	5.803795	5.137259	-0.16917	5.015287	4.895756	-0.03332	FALSE	10
Sfrp5	chr19	42197971	42202252	5.780962	6.740472	0.213983	6.062396	7.601158	0.316057	FALSE	10
Foxd2	chr4	114906282	114908873	5.763105	4.432048	-0.363012	5.276118	4.097732	-0.348122	FALSE	10
Mafb	chr2	160363703	160367065	5.753081	6.386322	0.145367	6.690331	6.821953	0.02722	TRUE	10
Foxl3	chr5	138820080	138821619	5.742521	3.918797	-0.526686	4.194258	3.020692	-0.445841	FALSE	10
Camk1g	chr1	193346346	193370298	5.742202	7.653597	0.401164	4.228406	5.571062	0.380521	FALSE	10
Nudt14	chr12	112934291	112942124	5.738494	5.856874	0.02838	4.165455	4.939786	0.234573	FALSE	10
Gm15756	chr6	90596697	90599948	5.724454	7.743462	0.421837	2.72951	4.420613	0.653798	FALSE	10
Paupar	chr2	105657862	105661343	5.715384	10.735167	0.884172	5.471721	11.016821	0.981267	TRUE	10
Foxl1	chr8	121127940	121130644	5.705214	4.959447	-0.194061	6.518836	5.577397	-0.217086	FALSE	10
Inf2	chr12	112588784	112615557	5.698848	4.853647	-0.222284	9.792808	8.120444	-0.263644	FALSE	10
Bambi-ps1	chr2	122466935	122467526	5.695253	8.092157	0.490766	2.109969	2.713554	0.332308	FALSE	10
Serpinb6c	chr13	33879816	33905708	5.662115	5.103564	-0.143936	1.169131	0.94645	-0.252011	TRUE	10
Gata4	chr14	63198922	63271692	5.660432	4.96727	-0.180939	13.531155	12.453638	-0.11772	FALSE	10
Spry2	chr14	105891947	105896819	5.658284	9.223769	0.683946	4.671131	6.978657	0.557537	TRUE	10
AA619741	chr1	34635544	34636189	5.644222	6.66272	0.23103	3.640379	3.824495	0.067213	FALSE	10
Utf1	chr7	139943789	139945112	5.641646	3.639525	-0.602852	4.219655	2.873441	-0.521201	FALSE	10
Hjurp	chr1	88262471	88277633	5.638858	6.989476	0.299264	11.599592	21.572418	0.882633	FALSE	10
Nfatc4	chr14	55823144	55833943	5.636737	5.294215	-0.086938	5.92058	6.163966	0.056076	TRUE	10
Mapk15	chr15	75993769	75999154	5.632787	4.35181	-0.356342	2.550828	2.215131	-0.1863	FALSE	10
Prrt4	chr6	29169232	29179584	5.627794	5.940384	0.075125	5.051162	5.607324	0.144706	FALSE	10
Prnd	chr2	131950861	131956130	5.625863	6.593801	0.221035	5.163588	5.743148	0.1475	FALSE	10
3110039M20Rik	chr12	49385174	49407360	5.624107	3.95768	-0.484257	5.615317	3.790917	-0.540852	FALSE	10
Isyna1	chr8	70594373	70597290	5.619405	5.83892	0.053237	4.774252	3.844811	-0.297065	FALSE	10
Zfp469	chr8	122258620	122272650	5.591156	5.381022	-0.053133	2.865366	2.643138	-0.107836	FALSE	10
Tal1	chr4	115056426	115071755	5.589939	4.706607	-0.237918	6.995344	5.530312	-0.327416	TRUE	10
Tnfaip2	chr12	111442469	111455018	5.587858	5.033286	-0.14478	5.63864	4.792962	-0.224893	FALSE	10
Sppl2c	chr11	104186327	104191163	5.583001	7.376016	0.38843	2.926886	3.856243	0.37329	FALSE	10
Bhlhe22	chr3	18054174	18057517	5.582218	7.180062	0.35092	8.846203	11.252778	0.339636	TRUE	10
Gbx2	chr1	89927956	89931179	5.580975	4.835491	-0.198435	6.893389	5.877163	-0.222391	TRUE	10
Krtap16-1	chr11	99984710	99986597	5.567281	6.142259	0.136648	3.446644	4.373564	0.325135	FALSE	10
Insm2	chr12	55599427	55602086	5.562239	4.879196	-0.18135	7.013388	6.833404	-0.036351	TRUE	10
Necab3	chr2	154544399	154558890	5.561593	7.138416	0.347915	5.443489	6.836089	0.317166	FALSE	10
4930488B22Rik	chr1	184712497	184718989	5.560374	4.650888	-0.246967	1.003901	0.681856	-0.440418	FALSE	10
Slc6a13	chr6	121300227	121337733	5.553742	4.4462	-0.307244	2.988999	2.046525	-0.501597	FALSE	10
H1f2	chr13	23738808	23740367	5.538215	9.787792	0.797405	3.843929	7.465484	0.919221	FALSE	10
Prdm8	chr5	98167198	98188991	5.536772	6.996104	0.325948	8.635415	8.365757	-0.044613	TRUE	10
Arl4c	chr1	88698225	88702221	5.534957	4.592254	-0.258081	4.416668	4.312995	-0.032622	FALSE	10
Mcpt8	chr14	56082166	56085273	5.519552	8.237298	0.559239	4.346903	6.157365	0.481723	FALSE	10
Rasd2	chr8	75213944	75224113	5.510233	7.591899	0.447064	8.0005	10.870588	0.432027	TRUE	10
Jak3	chr8	71676296	71690575	5.508709	5.654148	0.036168	1.442709	1.951128	0.38486	TRUE	10
Tbx3os2	chr5	119685095	119691218	5.498693	4.004086	-0.437025	3.647519	2.283071	-0.627661	FALSE	10
Olig3	chr10	19356533	19358604	5.495041	4.955781	-0.142981	6.381862	5.778863	-0.138179	TRUE	10
Kcna10	chr3	107183056	107195721	5.494986	6.251264	0.179291	6.018738	7.509505	0.309111	FALSE	10
Mzb1	chr18	35647267	35662163	5.494716	4.658567	-0.228214	2.934858	2.394169	-0.2712	FALSE	10
Six5	chr7	19094594	19098549	5.492985	4.118634	-0.396985	6.030479	4.500517	-0.405004	FALSE	10
Haglr	chr2	74749862	74762896	5.487339	3.998959	-0.43591	6.274002	3.972175	-0.63138	FALSE	10
Sox17	chr1	4490931	4497354	5.482057	3.719427	-0.53347	5.833372	4.212152	-0.449711	TRUE	10
Or1aa2	chrX	50425431	50426582	5.477561	9.7882	0.81274	3.040503	6.712905	1.08831	TRUE	10
Gas1	chr13	60174405	60177365	5.473838	4.743369	-0.198073	5.265897	4.577612	-0.193402	TRUE	10
Hes2	chr4	152158867	152162469	5.472372	4.517442	-0.264909	5.412356	4.500663	-0.254737	TRUE	10
Cd1d1	chr3	86995834	86999441	5.463923	6.206994	0.17725	5.363954	6.149484	0.189882	FALSE	10
Olig1	chr16	91269772	91271933	5.453054	5.026079	-0.112881	4.342777	4.317232	-0.008099	TRUE	10
Lbx2	chr6	83086367	83088243	5.45277	5.246301	-0.053486	5.946665	5.458962	-0.118858	FALSE	10
