Chr	Start	End	cluster	mecp2_class	chromatin_state
chr12	29749111	29749511	Cluster 3	MeCP2 Down	Unmarked
chrX	159029877	159030277	Cluster 2	MeCP2 Up	Unmarked
chr13	110392887	110393287	Cluster 3	MeCP2 Up	Unmarked
chr11	42942854	42943254	Cluster 1	MeCP2 Up	Poised_Enhancer
chr11	103766154	103766554	Cluster 3	MeCP2 Down	Unmarked
chr13	104040207	104040607	Cluster 3	MeCP2 Down	Polycomb
chr1	158749811	158750211	Cluster 4	MeCP2 Up	Poised_Enhancer
chr7	115840415	115840815	Cluster 2	MeCP2 Down	Unmarked
chr7	139900888	139901288	Cluster 1	MeCP2 Down	Active_Enhancer
chr3	137018036	137018436	Cluster 2	MeCP2 Up	Unmarked
chr12	44425883	44426283	Cluster 4	MeCP2 Down	Unmarked
chr14	65033388	65033788	Cluster 3	MeCP2 Down	Unmarked
chr9	112558685	112559085	Cluster 2	MeCP2 Up	Unmarked
chr9	91961662	91962062	Cluster 4	MeCP2 Up	Unmarked
chr15	72138393	72138793	Cluster 1	MeCP2 Up	Unmarked
chr1	9630086	9630486	Cluster 1	MeCP2 Down	Unmarked
chr16	92609913	92610313	Cluster 3	MeCP2 Down	Unmarked
chr10	24962060	24962460	Cluster 1	MeCP2 Up	Unmarked
chr6	54454161	54454561	Cluster 3	MeCP2 Up	Unmarked
chr3	56185848	56186248	Cluster 2	MeCP2 Up	Unmarked
chr5	99601687	99602087	Cluster 3	MeCP2 Down	Unmarked
chr10	16987953	16988353	Cluster 1	MeCP2 Up	Unmarked
chr1	158329139	158329539	Cluster 1	MeCP2 Up	Active_Enhancer
chr14	102019406	102019806	Cluster 4	MeCP2 Up	Active_Enhancer
chr17	14338787	14339187	Cluster 2	MeCP2 Up	Unmarked
chr2	153959937	153960337	Cluster 3	MeCP2 Up	Unmarked
chr19	22553202	22553602	Cluster 1	MeCP2 Up	Active_Enhancer
chr14	16194820	16195220	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	29863321	29863721	Cluster 2	MeCP2 Up	Unmarked
chr5	41611299	41611699	Cluster 3	MeCP2 Up	Poised_Enhancer
chr18	39562671	39563071	Cluster 4	MeCP2 Up	Unmarked
chr11	25142879	25143279	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	27192162	27192562	Cluster 2	MeCP2 Up	Unmarked
chr14	12548035	12548435	Cluster 3	MeCP2 Down	Unmarked
chr14	101731820	101732220	Cluster 3	MeCP2 Down	Unmarked
chr18	15618591	15618991	Cluster 2	MeCP2 Up	Unmarked
chr15	72355252	72355652	Cluster 2	MeCP2 Up	Unmarked
chr2	105748648	105749048	Cluster 1	MeCP2 Up	Unmarked
chr5	84265498	84265898	Cluster 2	MeCP2 Up	Unmarked
chrX	81074661	81075061	Cluster 2	MeCP2 Up	Unmarked
chr4	130891207	130891607	Cluster 3	MeCP2 Down	Unmarked
chr18	48488360	48488760	Cluster 4	MeCP2 Up	Active_Enhancer
chr7	96413274	96413674	Cluster 3	MeCP2 Up	Poised_Enhancer
chr10	97579675	97580075	Cluster 1	MeCP2 Up	Unmarked
chr2	3748542	3748942	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	72692188	72692588	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	3892181	3892581	Cluster 2	MeCP2 Up	Unmarked
chr1	189062607	189063007	Cluster 3	MeCP2 Up	Unmarked
chr15	28465540	28465940	Cluster 2	MeCP2 Up	Unmarked
chr9	29651881	29652281	Cluster 2	MeCP2 Up	Unmarked
chr3	109858254	109858654	Cluster 1	MeCP2 Down	Poised_Enhancer
chr16	90671713	90672113	Cluster 3	MeCP2 Up	Unmarked
chr12	77001956	77002356	Cluster 1	MeCP2 Up	Poised_Enhancer
chr8	67840005	67840405	Cluster 1	MeCP2 Up	Unmarked
chr8	11182232	11182632	Cluster 3	MeCP2 Up	Poised_Enhancer
chr2	132515643	132516043	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	84056611	84057011	Cluster 2	MeCP2 Up	Poised_Enhancer
chr14	101619291	101619691	Cluster 2	MeCP2 Up	Unmarked
chr10	105508615	105509015	Cluster 1	MeCP2 Up	Unmarked
chr19	36395015	36395415	Cluster 3	MeCP2 Down	Unmarked
chr4	6348374	6348774	Cluster 1	MeCP2 Up	Active_Enhancer
chr14	70912036	70912436	Cluster 4	MeCP2 Up	Unmarked
chr7	49188047	49188447	Cluster 1	MeCP2 Up	Unmarked
chr8	44038505	44038905	Cluster 3	MeCP2 Up	Unmarked
chr9	92043310	92043710	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	110205524	110205924	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	51101683	51102083	Cluster 1	MeCP2 Up	Unmarked
chr3	137032560	137032960	Cluster 2	MeCP2 Up	Unmarked
chr14	80249352	80249752	Cluster 3	MeCP2 Up	Unmarked
chr8	57792445	57792845	Cluster 1	MeCP2 Up	Active_Enhancer
chr7	67086513	67086913	Cluster 3	MeCP2 Up	Unmarked
chr6	145869770	145870170	Cluster 3	MeCP2 Up	Unmarked
chr7	134343911	134344311	Cluster 3	MeCP2 Up	Unmarked
chr11	77898330	77898730	Cluster 3	MeCP2 Up	Unmarked
chr4	52333116	52333516	Cluster 2	MeCP2 Up	Unmarked
chr10	59786923	59787323	Cluster 2	MeCP2 Up	Unmarked
chr3	49032036	49032436	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	77630454	77630854	Cluster 3	MeCP2 Down	Polycomb
chr10	17238472	17238872	Cluster 1	MeCP2 Up	Unmarked
chr2	143204356	143204756	Cluster 2	MeCP2 Up	Unmarked
chr4	75525160	75525560	Cluster 4	MeCP2 Up	Poised_Enhancer
chr1	22987141	22987541	Cluster 1	MeCP2 Up	Unmarked
chr1	24564998	24565398	Cluster 1	MeCP2 Up	Poised_Enhancer
chr9	92001375	92001775	Cluster 2	MeCP2 Up	Unmarked
chr2	127756414	127756814	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	106284853	106285253	Cluster 2	MeCP2 Up	Unmarked
chr18	33616571	33616971	Cluster 2	MeCP2 Up	Unmarked
chr7	84005228	84005628	Cluster 3	MeCP2 Down	Unmarked
chr8	25277305	25277705	Cluster 1	MeCP2 Up	Active_Enhancer
chr16	42348700	42349100	Cluster 2	MeCP2 Up	Unmarked
chr12	38593535	38593935	Cluster 1	MeCP2 Up	Active_Enhancer
chr18	82983186	82983586	Cluster 1	MeCP2 Down	Poised_Enhancer
chr2	42649155	42649555	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	136675491	136675891	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	38303163	38303563	Cluster 1	MeCP2 Up	Unmarked
chr6	104480871	104481271	Cluster 2	MeCP2 Up	Unmarked
chr2	70365318	70365718	Cluster 2	MeCP2 Up	Unmarked
chr17	81252246	81252646	Cluster 2	MeCP2 Up	Unmarked
chr15	42063586	42063986	Cluster 4	MeCP2 Up	Unmarked
chr8	74890668	74891068	Cluster 1	MeCP2 Up	Poised_Enhancer
chr8	5283953	5284353	Cluster 4	MeCP2 Up	Unmarked
chr12	89568355	89568755	Cluster 1	MeCP2 Up	Unmarked
chr15	25020627	25021027	Cluster 3	MeCP2 Up	Unmarked
chr8	67878337	67878737	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	98484562	98484962	Cluster 2	MeCP2 Up	Unmarked
chr1	109478011	109478411	Cluster 2	MeCP2 Up	Unmarked
chr5	106048357	106048757	Cluster 2	MeCP2 Up	Unmarked
chr18	75403389	75403789	Cluster 3	MeCP2 Up	Unmarked
chr6	18921726	18922126	Cluster 2	MeCP2 Up	Unmarked
chr7	144408603	144409003	Cluster 3	MeCP2 Down	Repressed_Promoter
chr15	72352444	72352844	Cluster 2	MeCP2 Up	Unmarked
chr17	69694182	69694582	Cluster 2	MeCP2 Up	Unmarked
chr1	38337598	38337998	Cluster 2	MeCP2 Up	Unmarked
chr5	117899457	117899857	Cluster 3	MeCP2 Down	Unmarked
chr18	39392411	39392811	Cluster 1	MeCP2 Up	Unmarked
chr2	124642997	124643397	Cluster 1	MeCP2 Up	Active_Enhancer
chr14	23093325	23093725	Cluster 1	MeCP2 Up	Unmarked
chr11	44624510	44624910	Cluster 1	MeCP2 Up	Poised_Enhancer
chrX	10458876	10459276	Cluster 2	MeCP2 Up	Unmarked
chr18	35915699	35916099	Cluster 1	MeCP2 Up	Poised_Enhancer
chr9	86951662	86952062	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	68380391	68380791	Cluster 3	MeCP2 Up	Unmarked
chr6	43294698	43295098	Cluster 1	MeCP2 Up	Unmarked
chr9	35315135	35315535	Cluster 2	MeCP2 Up	Unmarked
chr15	74050334	74050734	Cluster 3	MeCP2 Up	Polycomb
chr15	8630517	8630917	Cluster 3	MeCP2 Down	Polycomb
chr7	49028087	49028487	Cluster 1	MeCP2 Up	Unmarked
chr14	23722227	23722627	Cluster 3	MeCP2 Up	Unmarked
chr4	142795990	142796390	Cluster 3	MeCP2 Up	Unmarked
chr17	83897905	83898305	Cluster 2	MeCP2 Down	Unmarked
chr8	26682285	26682685	Cluster 1	MeCP2 Up	Unmarked
chr15	52158925	52159325	Cluster 4	MeCP2 Up	Active_Enhancer
chr14	86502785	86503185	Cluster 2	MeCP2 Up	Unmarked
chr6	32485742	32486142	Cluster 3	MeCP2 Up	Unmarked
chr9	28386339	28386739	Cluster 2	MeCP2 Up	Poised_Enhancer
chr3	78735302	78735702	Cluster 2	MeCP2 Up	Unmarked
chr4	91378676	91379076	Cluster 3	MeCP2 Down	Polycomb
chr7	83775967	83776367	Cluster 3	MeCP2 Up	Unmarked
chr8	30544258	30544658	Cluster 2	MeCP2 Up	Unmarked
chr4	13258306	13258706	Cluster 3	MeCP2 Up	Unmarked
chr4	62564791	62565191	Cluster 3	MeCP2 Up	Poised_Enhancer
chr1	98075104	98075504	Cluster 3	MeCP2 Up	Unmarked
chr2	138583838	138584238	Cluster 2	MeCP2 Up	Unmarked
chr6	84320343	84320743	Cluster 3	MeCP2 Up	Poised_Enhancer
chr11	6930490	6930890	Cluster 4	MeCP2 Up	Unmarked
chr2	158261101	158261501	Cluster 3	MeCP2 Down	Unmarked
chr12	39944638	39945038	Cluster 2	MeCP2 Down	Polycomb
chr12	69399967	69400367	Cluster 2	MeCP2 Up	Unmarked
chr14	102916423	102916823	Cluster 1	MeCP2 Up	Poised_Enhancer
chr13	63904354	63904754	Cluster 2	MeCP2 Up	Unmarked
chr16	37440648	37441048	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	88487153	88487553	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	92284791	92285191	Cluster 1	MeCP2 Up	Active_Enhancer
chr18	57536402	57536802	Cluster 2	MeCP2 Up	Unmarked
chr14	60754700	60755100	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	40313423	40313823	Cluster 2	MeCP2 Up	Poised_Enhancer
chr5	20356195	20356595	Cluster 2	MeCP2 Up	Unmarked
chr6	88626751	88627151	Cluster 1	MeCP2 Up	Unmarked
chr12	108998078	108998478	Cluster 3	MeCP2 Down	Polycomb
chr13	30037404	30037804	Cluster 1	MeCP2 Up	Unmarked
chr15	39720429	39720829	Cluster 1	MeCP2 Up	Poised_Enhancer
chr13	12129008	12129408	Cluster 1	MeCP2 Up	Unmarked
chr12	39065323	39065723	Cluster 2	MeCP2 Up	Unmarked
chr12	29138673	29139073	Cluster 3	MeCP2 Up	Unmarked
chr9	43979143	43979543	Cluster 2	MeCP2 Down	Unmarked
chr1	182412856	182413256	Cluster 2	MeCP2 Up	Poised_Enhancer
chr13	11205901	11206301	Cluster 2	MeCP2 Up	Unmarked
chr4	103914228	103914628	Cluster 2	MeCP2 Up	Unmarked
chr18	54984327	54984727	Cluster 1	MeCP2 Up	Active_Enhancer
chr17	71801673	71802073	Cluster 3	MeCP2 Down	Unmarked
chr2	147929356	147929756	Cluster 3	MeCP2 Up	Polycomb
chr17	88392160	88392560	Cluster 1	MeCP2 Up	Unmarked
chr11	76670440	76670840	Cluster 1	MeCP2 Up	Unmarked
chr8	17007285	17007685	Cluster 2	MeCP2 Up	Unmarked
chr7	67482053	67482453	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	13902390	13902790	Cluster 1	MeCP2 Up	Poised_Enhancer
chr18	49556424	49556824	Cluster 3	MeCP2 Up	Unmarked
chr6	146007426	146007826	Cluster 3	MeCP2 Up	Unmarked
chr2	103569683	103570083	Cluster 1	MeCP2 Up	Unmarked
chr14	93381819	93382219	Cluster 1	MeCP2 Up	Unmarked
chr17	27307676	27308076	Cluster 3	MeCP2 Down	Unmarked
chr13	72744385	72744785	Cluster 2	MeCP2 Up	Polycomb
chr5	127298418	127298818	Cluster 2	MeCP2 Up	Unmarked
chr3	38469589	38469989	Cluster 1	MeCP2 Up	Unmarked
chr14	30364992	30365392	Cluster 1	MeCP2 Up	Unmarked
chr13	101502744	101503144	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	70580904	70581304	Cluster 1	MeCP2 Up	Unmarked
chr17	6001996	6002396	Cluster 1	MeCP2 Up	Active_Enhancer
chr11	47099319	47099719	Cluster 2	MeCP2 Up	Unmarked
chr1	193318514	193318914	Cluster 1	MeCP2 Up	Unmarked
chr4	84059566	84059966	Cluster 2	MeCP2 Up	Unmarked
chr13	43791949	43792349	Cluster 1	MeCP2 Up	Unmarked
chrX	61717148	61717548	Cluster 2	MeCP2 Up	Unmarked
chr12	89505909	89506309	Cluster 1	MeCP2 Up	Unmarked
chr1	114864452	114864852	Cluster 2	MeCP2 Up	Poised_Enhancer
chr11	8495138	8495538	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	101799056	101799456	Cluster 2	MeCP2 Up	Unmarked
chr6	19555624	19556024	Cluster 1	MeCP2 Up	Unmarked
chr5	43357314	43357714	Cluster 1	MeCP2 Up	Unmarked
chr1	62154206	62154606	Cluster 2	MeCP2 Up	Poised_Enhancer
chr16	70149468	70149868	Cluster 2	MeCP2 Up	Unmarked
chr1	115683044	115683444	Cluster 2	MeCP2 Up	Unmarked
chr1	83492334	83492734	Cluster 1	MeCP2 Up	Unmarked
chr3	158554244	158554644	Cluster 4	MeCP2 Up	Unmarked
chr11	33818837	33819237	Cluster 3	MeCP2 Up	Poised_Enhancer
chr3	150818408	150818808	Cluster 2	MeCP2 Up	Unmarked
chr14	56159764	56160164	Cluster 2	MeCP2 Up	Unmarked
chr5	63981644	63982044	Cluster 2	MeCP2 Up	Poised_Enhancer
chr6	74566682	74567082	Cluster 2	MeCP2 Up	Unmarked
chr2	14204350	14204750	Cluster 2	MeCP2 Up	Unmarked
chr5	53251317	53251717	Cluster 2	MeCP2 Up	Poised_Enhancer
chr7	144419275	144419675	Cluster 3	MeCP2 Down	Repressed_Promoter
chr4	137198915	137199315	Cluster 3	MeCP2 Down	Unmarked
chr10	116643958	116644358	Cluster 1	MeCP2 Up	Poised_Enhancer
chr8	13690968	13691368	Cluster 3	MeCP2 Up	Unmarked
chr9	92047433	92047833	Cluster 2	MeCP2 Up	Unmarked
chr13	83990868	83991268	Cluster 1	MeCP2 Up	Unmarked
chrX	129655315	129655715	Cluster 2	MeCP2 Up	Poised_Enhancer
chr3	16939444	16939844	Cluster 2	MeCP2 Up	Unmarked
chr4	70951493	70951893	Cluster 2	MeCP2 Up	Unmarked
chr10	36392618	36393018	Cluster 4	MeCP2 Up	Unmarked
chr6	74273917	74274317	Cluster 1	MeCP2 Up	Unmarked
chr5	106280221	106280621	Cluster 2	MeCP2 Up	Unmarked
chr4	130978529	130978929	Cluster 3	MeCP2 Down	Polycomb
chr15	72362013	72362413	Cluster 4	MeCP2 Up	Unmarked
chr1	150869728	150870128	Cluster 1	MeCP2 Up	Unmarked
chr1	175427815	175428215	Cluster 1	MeCP2 Up	Active_Enhancer
chr16	42018769	42019169	Cluster 1	MeCP2 Up	Poised_Enhancer
chr16	95076346	95076746	Cluster 2	MeCP2 Up	Poised_Enhancer
chr15	68924485	68924885	Cluster 3	MeCP2 Up	Polycomb
chr16	67122515	67122915	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	39324937	39325337	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	131851866	131852266	Cluster 4	MeCP2 Down	Unmarked
chr12	92736762	92737162	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	96707857	96708257	Cluster 2	MeCP2 Up	Unmarked
chr18	39351723	39352123	Cluster 1	MeCP2 Up	Unmarked
chr3	103846714	103847114	Cluster 1	MeCP2 Up	Unmarked
chr6	13872219	13872920	Cluster 1	MeCP2 Up	Active_Promoter
chr8	11185149	11185549	Cluster 2	MeCP2 Up	Unmarked
chr2	79501232	79501632	Cluster 2	MeCP2 Up	Unmarked
chr15	87412826	87413226	Cluster 3	MeCP2 Up	Unmarked
chr12	47197789	47198189	Cluster 2	MeCP2 Up	Unmarked
chr1	23003623	23004023	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	24233209	24233609	Cluster 3	MeCP2 Up	Unmarked
chr3	124269108	124269508	Cluster 1	MeCP2 Up	Unmarked
chr11	86389074	86389474	Cluster 2	MeCP2 Up	Unmarked
chr3	151119013	151119413	Cluster 2	MeCP2 Up	Unmarked
chr5	20359364	20359764	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	44662153	44662553	Cluster 3	MeCP2 Down	Unmarked
chr11	57117994	57118394	Cluster 4	MeCP2 Up	Unmarked
chr10	40103492	40103892	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	120725378	120725778	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	74094332	74094732	Cluster 3	MeCP2 Up	Repressed_Promoter
chr1	179001917	179002317	Cluster 1	MeCP2 Up	Unmarked
chr1	131209113	131209513	Cluster 1	MeCP2 Down	Unmarked
chr3	20660623	20661023	Cluster 1	MeCP2 Up	Active_Enhancer
chr17	3945241	3945641	Cluster 2	MeCP2 Up	Poised_Enhancer
chr14	66668760	66669160	Cluster 3	MeCP2 Up	Unmarked
chr15	94888910	94889310	Cluster 1	MeCP2 Up	Unmarked
chr2	138247531	138247931	Cluster 2	MeCP2 Up	Unmarked
chr4	69096975	69097375	Cluster 2	MeCP2 Up	Unmarked
chr5	38903466	38903866	Cluster 2	MeCP2 Up	Unmarked
chr1	160535685	160536085	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	7062051	7062451	Cluster 4	MeCP2 Up	Unmarked
chr5	49647439	49647839	Cluster 4	MeCP2 Up	Unmarked
chr14	15662713	15663113	Cluster 2	MeCP2 Up	Unmarked
chr6	94697371	94697771	Cluster 1	MeCP2 Up	Poised_Enhancer
chr13	20556958	20557358	Cluster 2	MeCP2 Up	Active_Enhancer
chr1	76723694	76724094	Cluster 2	MeCP2 Up	Unmarked
chr9	116508644	116509044	Cluster 2	MeCP2 Up	Unmarked
chr16	67424595	67424995	Cluster 4	MeCP2 Up	Active_Enhancer
chr8	99391744	99392144	Cluster 1	MeCP2 Up	Unmarked
chr4	128176244	128176644	Cluster 3	MeCP2 Down	Poised_Enhancer
chr11	118942916	118943316	Cluster 1	MeCP2 Up	Unmarked
chr1	122051694	122052094	Cluster 2	MeCP2 Up	Unmarked
chr15	57982337	57982737	Cluster 3	MeCP2 Up	Unmarked
chr5	131946903	131947303	Cluster 1	MeCP2 Down	Unmarked
chr6	20597726	20598126	Cluster 2	MeCP2 Up	Unmarked
chr7	126001577	126001977	Cluster 3	MeCP2 Down	Poised_Enhancer
chr16	30795109	30795509	Cluster 3	MeCP2 Down	Repressed_Promoter
chr3	101698118	101698518	Cluster 2	MeCP2 Up	Unmarked
chr8	30637837	30638237	Cluster 2	MeCP2 Up	Unmarked
chr19	21736316	21736716	Cluster 1	MeCP2 Up	Unmarked
chr11	42757628	42758028	Cluster 4	MeCP2 Up	Unmarked
chr2	71655277	71655677	Cluster 3	MeCP2 Down	Polycomb
chr3	137344338	137344738	Cluster 2	MeCP2 Up	Unmarked
chr5	127346848	127347248	Cluster 2	MeCP2 Up	Poised_Enhancer
chr3	139878425	139878825	Cluster 3	MeCP2 Up	Unmarked
chr1	21415091	21415491	Cluster 3	MeCP2 Down	Polycomb
chr10	66191927	66192327	Cluster 2	MeCP2 Up	Unmarked
chr12	105845931	105846331	Cluster 3	MeCP2 Down	Unmarked
chr11	33788194	33788594	Cluster 3	MeCP2 Up	Polycomb
chr10	49806465	49806865	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	64880549	64880949	Cluster 2	MeCP2 Up	Unmarked
chr4	13087914	13088314	Cluster 4	MeCP2 Up	Unmarked
chr5	86496373	86496773	Cluster 2	MeCP2 Up	Unmarked
chr6	20572953	20573353	Cluster 2	MeCP2 Up	Poised_Enhancer
chr3	4798713	4799113	Cluster 2	MeCP2 Up	Repressed_Promoter
chr13	43618304	43618704	Cluster 4	MeCP2 Up	Active_Enhancer
chr18	68845626	68846026	Cluster 2	MeCP2 Up	Unmarked
chr7	90026670	90027070	Cluster 2	MeCP2 Up	Unmarked
chr1	61797099	61797499	Cluster 2	MeCP2 Up	Unmarked
chr10	34913125	34913525	Cluster 4	MeCP2 Up	Poised_Enhancer
chr10	16271615	16272015	Cluster 2	MeCP2 Up	Poised_Enhancer
chr10	85518747	85519147	Cluster 3	MeCP2 Down	Unmarked
chr18	39390889	39391289	Cluster 1	MeCP2 Up	Unmarked
chr17	42335009	42335409	Cluster 1	MeCP2 Up	Active_Enhancer
chr16	92971964	92972364	Cluster 3	MeCP2 Up	Unmarked
chr6	37064335	37064735	Cluster 3	MeCP2 Down	Unmarked
chr6	52936396	52936796	Cluster 1	MeCP2 Up	Unmarked
chr19	17155198	17155598	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	128591342	128591742	Cluster 1	MeCP2 Up	Unmarked
chr9	107485562	107485962	Cluster 3	MeCP2 Down	Active_Enhancer
chr16	70159717	70160117	Cluster 3	MeCP2 Up	Unmarked
chr17	10961948	10962348	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	97414671	97415071	Cluster 3	MeCP2 Up	Unmarked
chr14	122377787	122378187	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	131868091	131868491	Cluster 4	MeCP2 Down	Unmarked
chr15	39764205	39764605	Cluster 2	MeCP2 Up	Unmarked
chr6	19573362	19573762	Cluster 1	MeCP2 Up	Unmarked
chr14	8310779	8311179	Cluster 3	MeCP2 Down	Unmarked
chr4	88350289	88350689	Cluster 3	MeCP2 Up	Unmarked
chr2	142324052	142324452	Cluster 3	MeCP2 Up	Poised_Enhancer
chr1	119097028	119097428	Cluster 3	MeCP2 Down	Unmarked
chr2	3741658	3742058	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	48838657	48839057	Cluster 2	MeCP2 Up	Polycomb
chr4	81579709	81580109	Cluster 1	MeCP2 Up	Active_Enhancer
chr1	194020340	194020740	Cluster 1	MeCP2 Up	Poised_Enhancer
chr18	20057435	20057835	Cluster 1	MeCP2 Up	Unmarked
chr12	31987171	31987571	Cluster 3	MeCP2 Down	Polycomb
chr17	27313287	27313687	Cluster 3	MeCP2 Down	Unmarked
chr1	69085388	69085788	Cluster 2	MeCP2 Up	Unmarked
chr11	68235622	68236022	Cluster 2	MeCP2 Up	Unmarked
chr19	22965541	22965941	Cluster 1	MeCP2 Up	Active_Enhancer
chr16	85417537	85417937	Cluster 2	MeCP2 Up	Unmarked
chr13	117022516	117022916	Cluster 1	MeCP2 Up	Active_Enhancer
chr15	95038447	95038847	Cluster 1	MeCP2 Up	Unmarked
chr6	62207002	62207402	Cluster 2	MeCP2 Up	Unmarked
chr7	134078136	134078536	Cluster 3	MeCP2 Up	Unmarked
chr6	28550450	28550850	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	10790991	10791391	Cluster 4	MeCP2 Up	Unmarked
chr6	35695382	35695782	Cluster 2	MeCP2 Up	Unmarked
chr6	144445172	144445572	Cluster 3	MeCP2 Up	Unmarked
chr18	68498485	68498885	Cluster 1	MeCP2 Up	Unmarked
chr8	116525874	116526274	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	63261626	63262026	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	106536856	106537256	Cluster 1	MeCP2 Up	Unmarked
chr5	97293638	97294038	Cluster 2	MeCP2 Up	Unmarked
chr11	118936977	118937377	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	65870380	65870780	Cluster 1	MeCP2 Up	Unmarked
chr3	19003346	19003746	Cluster 3	MeCP2 Up	Unmarked
chr3	53422119	53422519	Cluster 2	MeCP2 Up	Unmarked
chr4	97644906	97645306	Cluster 2	MeCP2 Up	Unmarked
chr16	87569592	87569992	Cluster 3	MeCP2 Up	Unmarked
chr10	45893548	45893948	Cluster 2	MeCP2 Up	Unmarked
chrX	102067361	102067761	Cluster 1	MeCP2 Down	Repressed_Promoter
chr11	24690783	24691183	Cluster 2	MeCP2 Up	Unmarked
chr10	21082229	21082629	Cluster 3	MeCP2 Up	Active_Enhancer
chr12	34464570	34464970	Cluster 3	MeCP2 Down	Polycomb
chr1	76529859	76530259	Cluster 2	MeCP2 Up	Unmarked
chr1	126642541	126642941	Cluster 2	MeCP2 Up	Unmarked
chr19	17213677	17214077	Cluster 1	MeCP2 Up	Unmarked
chr2	147299144	147299544	Cluster 3	MeCP2 Down	Poised_Enhancer
chr7	125754478	125754878	Cluster 3	MeCP2 Down	Unmarked
chr16	24156658	24157058	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	39353280	39353680	Cluster 2	MeCP2 Up	Unmarked
chr2	153150997	153151397	Cluster 1	MeCP2 Up	Unmarked
chr13	29834130	29834530	Cluster 3	MeCP2 Up	Unmarked
chr8	98854773	98855173	Cluster 2	MeCP2 Up	Unmarked
chr8	121442982	121443382	Cluster 3	MeCP2 Down	Unmarked
chr15	80619031	80619431	Cluster 3	MeCP2 Up	Unmarked
chr13	107158654	107159054	Cluster 3	MeCP2 Down	Polycomb
chr12	70810435	70810835	Cluster 1	MeCP2 Up	Unmarked
chr10	114798770	114799170	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	133899615	133900015	Cluster 3	MeCP2 Up	Unmarked
chr6	74576556	74576956	Cluster 2	MeCP2 Up	Unmarked
chr14	93698592	93698992	Cluster 2	MeCP2 Up	Unmarked
chr1	28215767	28216167	Cluster 2	MeCP2 Up	Poised_Enhancer
chr3	34975323	34975723	Cluster 3	MeCP2 Up	Unmarked
chr6	33503525	33503925	Cluster 1	MeCP2 Up	Unmarked
chr9	49295235	49295635	Cluster 4	MeCP2 Down	Unmarked
chr10	82901426	82901826	Cluster 3	MeCP2 Down	Poised_Enhancer
chr4	39341174	39341574	Cluster 4	MeCP2 Up	Unmarked
chr8	35925396	35925796	Cluster 1	MeCP2 Up	Active_Enhancer
chr9	46392754	46393154	Cluster 3	MeCP2 Down	Poised_Enhancer
chr3	29982349	29982749	Cluster 4	MeCP2 Up	Unmarked
chr12	26198424	26198824	Cluster 4	MeCP2 Up	Poised_Enhancer
chr5	39461122	39461522	Cluster 2	MeCP2 Up	Unmarked
chr6	23937725	23938125	Cluster 2	MeCP2 Up	Unmarked
chr15	40366325	40366725	Cluster 1	MeCP2 Up	Unmarked
chr16	96169469	96169869	Cluster 3	MeCP2 Up	Unmarked
chr11	57013488	57013888	Cluster 3	MeCP2 Up	Repressed_Promoter
chr8	101956001	101956401	Cluster 4	MeCP2 Up	Poised_Enhancer
chr18	46109784	46110184	Cluster 3	MeCP2 Up	Unmarked
chr14	18706013	18706413	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	29010292	29010692	Cluster 2	MeCP2 Up	Unmarked
chr17	33503983	33504383	Cluster 1	MeCP2 Up	Poised_Enhancer
