chr	start	end	enhancer_class	n_abc_pairs	mean_delta_abc	mean_delta_unnorm	n_gained	n_lost
chr2	139197944	139198728	Activity_Lost	4	-0.02268275	-0.05388	0	4
chr19	22437182	22437573	Activity_Lost	1	-0.01941	-0.056125	0	1
chr4	66618804	66619300	Activity_Lost	1	-0.008761	-0.032583	0	0
chr2	136648563	136649131	Activity_Lost	3	-0.016444	-0.152696333333333	0	3
chr6	5935478	5935895	Activity_Lost	7	-0.021413	-0.0366925714285714	0	7
chr3	122176695	122177249	Activity_Lost	9	-0.0222721111111111	-0.161697555555556	0	9
chr11	94913834	94914184	Activity_Lost	1	-0.02597	-0.216941	0	1
chr15	53748302	53748833	Activity_Lost	9	-0.0344348888888889	-0.0874297777777778	0	9
chr9	75430727	75430849	Activity_Lost	5	-0.0353744	-0.320051	0	5
chr14	105779322	105779795	Activity_Lost	6	-0.0116515	-0.044249	1	5
chr6	34710338	34710551	Activity_Lost	3	-0.02091	-0.0533526666666667	0	2
chr11	109536010	109536294	Activity_Lost	2	-0.013709	-0.099638	0	2
chr16	33883032	33883202	Activity_Lost	1	-0.01555	-0.182737	0	1
chr10	40638366	40638803	Activity_Lost	12	-0.0507241666666667	-0.327772166666667	0	12
chr6	115231996	115232185	Activity_Lost	1	-0.015883	-0.276285	0	1
chr10	25039911	25040260	Activity_Lost	6	-0.0085515	-0.0426491666666667	1	3
chr4	86681928	86682171	Activity_Lost	1	-0.064136	-0.265546	0	1
chr13	13573590	13574703	Activity_Lost	7	-0.0380701428571429	-0.093899	0	7
chr19	21738352	21738539	Activity_Lost	3	-0.0185503333333333	-0.196629333333333	0	3
chr8	111357188	111357363	Activity_Lost	3	-0.0403896666666667	-0.237336666666667	0	3
chr10	109672949	109673440	Activity_Lost	1	-0.011774	-0.180319	0	1
chr1	51979012	51979408	Activity_Lost	2	-0.0585395	-0.163187	0	2
chrX	9222606	9222837	Activity_Lost	5	-0.016442	-0.1046274	0	3
chr15	42309690	42309983	Activity_Lost	5	-0.0216258	-0.1215406	0	4
chr3	85590203	85590675	Activity_Lost	4	-0.02826175	-0.11681325	0	4
chr3	81963892	81964034	Activity_Lost	2	0.0211685	0.013132	1	1
chr17	87458829	87459639	Activity_Lost	6	-0.0264501666666667	-0.284395166666667	0	6
chr10	109690582	109691058	Activity_Lost	4	-0.016166	-0.05636275	0	3
chr18	64751037	64751545	Activity_Lost	1	-0.01074	-0.183299	0	1
chr19	10762548	10762799	Activity_Lost	2	-0.014528	-0.170986	0	2
chr17	80801476	80801988	Activity_Lost	1	-0.02293	-0.193261	0	1
chr11	42927119	42927504	Activity_Lost	3	-0.0170156666666667	-0.153487333333333	0	3
chr14	122223788	122224201	Activity_Lost	9	-0.0147027777777778	-0.313513888888889	0	8
chr6	54462877	54463100	Activity_Lost	2	-0.025153	-0.2716505	0	2
chr13	101479159	101479604	Activity_Lost	2	-0.0161925	-0.0822965	0	2
chr6	83523014	83523473	Activity_Lost	1	-0.019189	-0.162997	0	1
chr13	43725658	43726012	Activity_Lost	2	-0.016013	-0.325409	0	2
chr3	85534991	85535416	Activity_Lost	3	-0.010708	-0.104083666666667	0	1
chr13	101215699	101216249	Activity_Lost	4	-0.02276325	-0.157689	0	4
chr13	30041619	30041780	Activity_Lost	4	-0.023485	-0.14887675	0	3
chr10	17253046	17253329	Activity_Lost	6	-0.00963883333333333	-0.0756106666666667	1	4
chr16	67844561	67845102	Activity_Lost	3	-0.024404	-0.0560443333333333	0	3
chr9	58516512	58516769	Activity_Lost	6	-0.0196703333333333	-0.1593495	1	5
chr14	60705013	60705269	Activity_Lost	9	-0.0283274444444444	-0.157330888888889	0	9
chr6	88627332	88627871	Activity_Lost	1	-0.013354	-0.207532	0	1
chr16	72795119	72795526	Activity_Lost	1	-0.075069	-0.012783	0	1
chr11	54196018	54196525	Activity_Lost	9	-0.046869	-0.209116222222222	0	8
chr5	127356049	127356451	Activity_Lost	1	-0.011445	-0.086791	0	1
chr5	74266352	74266862	Activity_Lost	13	-0.0177899230769231	-0.0839543076923077	1	11
chr8	57540163	57540669	Activity_Lost	5	-0.0142302	-0.0455652	0	4
chr11	75871912	75872011	Activity_Lost	2	-0.0148065	-0.137678	0	2
chr17	46661292	46661710	Activity_Lost	17	-0.0275775294117647	-0.335943117647059	0	16
chr15	78986772	78987127	Activity_Lost	4	-0.0181295	-0.3073125	0	4
chr13	40036996	40037400	Activity_Lost	8	-0.015275375	-0.02151125	2	5
chr2	138792747	138793403	Activity_Lost	3	-0.0138916666666667	-0.138559666666667	0	2
chr12	77019952	77020488	Activity_Lost	2	-0.0124815	-0.174712	0	1
chr3	141599051	141599260	Activity_Lost	2	-0.0194285	-0.096578	0	2
chr17	80809227	80809681	Activity_Lost	3	-0.0172773333333333	-0.12605	0	2
chr16	37458693	37459213	Activity_Lost	1	-0.013125	-0.142459	0	1
chr7	74398323	74398582	Activity_Lost	2	-0.027484	-0.1640085	0	2
chr14	62895313	62895520	Activity_Lost	1	-0.020562	-0.04237	0	1
chr11	99265269	99265495	Activity_Lost	2	-0.017926	-0.1950175	0	2
chr6	24097484	24097682	Activity_Lost	4	-0.01623625	-0.09365075	0	4
chr6	147030178	147030185	Activity_Lost	13	-0.0469247692307692	-0.220066461538462	1	11
chr8	79208658	79208982	Activity_Lost	5	-0.0076004	-0.0729536	1	3
chr1	182425231	182425463	Activity_Lost	1	-0.016774	-0.098988	0	1
chr14	105718621	105719031	Activity_Lost	3	-0.00846333333333333	-0.0479846666666667	0	1
chr1	72210947	72211121	Activity_Lost	3	-0.0179293333333333	-0.163353333333333	0	1
chr2	93217128	93217409	Activity_Lost	4	-0.009305	-0.13778	0	1
chr12	71398636	71399145	Activity_Lost	4	-0.02824275	-0.14275775	0	4
chr9	37519003	37519277	Activity_Lost	9	-0.0151331111111111	-0.0632652222222222	1	8
chr11	18712686	18713131	Activity_Lost	6	-0.0248465	-0.167074666666667	0	3
chr3	121285328	121285524	Activity_Lost	3	-0.0303003333333333	-0.285932	0	3
chr14	105720955	105721281	Activity_Lost	1	-0.010053	-0.038659	0	1
chr6	44341562	44341895	Activity_Lost	1	-0.031143	-0.025265	0	1
chr3	69817160	69817243	Activity_Lost	1	-0.012031	-0.133013	0	1
chr8	111357549	111357782	Activity_Lost	3	-0.0403896666666667	-0.237336666666667	0	3
chr10	128919391	128919606	Activity_Lost	7	-0.00690471428571429	-0.185989142857143	1	3
chr19	38237987	38238837	Activity_Lost	16	-0.019778375	-0.10171675	1	12
chr10	59816635	59816910	Activity_Lost	2	-0.015849	-0.074023	0	2
chr14	60368840	60369240	Activity_Lost	2	-0.018269	-0.364278	0	2
chr18	60625373	60625574	Activity_Lost	1	-0.025727	-0.077927	0	1
chr13	104759374	104759793	Activity_Lost	14	-0.0240126428571429	-0.0999792142857143	0	11
chr2	163433989	163434246	Activity_Lost	5	-0.0377544	-0.3661356	0	4
chrX	162591105	162591481	Activity_Lost	7	-0.0307647142857143	-0.101428	0	7
chr1	23656351	23656514	Activity_Lost	2	-0.010395	-0.0487775	0	1
chr1	75445101	75445272	Activity_Lost	5	-0.0248942	-0.4875474	0	5
chr10	59614262	59614411	Activity_Lost	2	-0.0293395	-0.3051735	0	2
chr13	101551084	101551424	Activity_Lost	2	-0.0201645	-0.1481835	0	1
chr10	105578289	105578583	Activity_Lost	5	-0.0557986	-0.5851936	0	5
chr16	4976246	4976565	Activity_Lost	9	-0.0189066666666667	-0.124794555555556	0	9
chr4	6448667	6448777	Activity_Lost	1	-0.043297	-0.431419	0	1
chr3	51889788	51890299	Activity_Lost	3	-0.0150386666666667	-0.190542	0	2
chr2	93223397	93223832	Activity_Lost	2	-0.016112	-0.1887995	0	2
chr2	41899340	41899653	Activity_Lost	1	-0.048259	-0.007293	0	1
chr16	24149535	24149845	Activity_Lost	1	-0.035227	-0.144363	0	1
chr16	33837373	33837477	Activity_Lost	1	-0.022675	-0.265959	0	1
chr9	66657170	66657572	Activity_Lost	1	-0.03166	-0.182398	0	1
chrX	61722328	61722829	Activity_Lost	10	-0.0096016	-0.1699486	2	8
chr7	139384965	139385464	Activity_Lost	6	-0.0179515	-0.279644666666667	0	5
chr4	98587752	98587978	Activity_Lost	1	-0.020819	-0.071763	0	1
chr12	76868430	76868798	Activity_Lost	1	-0.012451	-0.214916	0	1
chr10	58385730	58385905	Activity_Lost	1	-0.009921	-0.068647	0	0
chr14	16152738	16153105	Activity_Lost	1	-0.020553	-0.055805	0	1
chr1	59579354	59579709	Activity_Lost	1	-0.014332	-0.103787	0	1
chr13	20461629	20461975	Activity_Lost	6	-0.009059	-0.00202833333333333	1	3
chr6	51592289	51593090	Activity_Lost	23	-0.0168556956521739	-0.0636192173913043	2	17
chr1	193317105	193317385	Activity_Lost	5	-0.01053	-0.1483552	0	3
chr5	106420993	106421485	Activity_Lost	6	-0.0121596666666667	-0.103682666666667	1	3
chr7	132267515	132268063	Activity_Lost	4	-0.0230995	-0.20440625	0	4
chr10	85270341	85270891	Activity_Lost	3	0.0391093333333333	0.113037666666667	1	2
chr4	81726697	81727396	Activity_Lost	7	-0.030669	-0.243735857142857	0	4
chr3	52342810	52343151	Activity_Lost	1	-0.018445	-0.043879	0	1
chr6	106381657	106381998	Activity_Lost	2	-0.0162375	-0.0402045	0	2
chr10	116599154	116599729	Activity_Lost	2	-0.0227155	-0.152435	0	1
chr17	63607409	63607765	Activity_Lost	3	-0.014052	-0.069677	0	3
chr14	105697501	105698031	Activity_Lost	11	-0.0273984545454545	-0.130468363636364	1	10
chr5	147426491	147426694	Activity_Lost	5	-0.0365238	-0.2359264	0	5
chr14	105732111	105732819	Activity_Lost	16	-0.0384980625	-0.1854570625	1	13
chr19	10760272	10760835	Activity_Lost	6	-0.019694	-0.313379166666667	0	5
chr14	79140774	79141207	Activity_Lost	3	-0.0272416666666667	-0.127513	0	3
chr18	30695411	30695881	Activity_Lost	2	-0.010966	-0.1635895	0	1
chr12	71366130	71366619	Activity_Lost	4	-0.04653325	-0.33942175	0	4
chr15	57590053	57590637	Activity_Lost	17	-0.0278968823529412	-0.120450176470588	0	15
chr5	129393968	129394173	Activity_Lost	3	-0.0286946666666667	-0.161115333333333	0	3
chr11	18867770	18867942	Activity_Lost	1	-0.015353	-0.263193	0	1
chr10	127667558	127668322	Activity_Lost	8	-0.02700525	-0.476584625	0	7
chr8	121681360	121681870	Activity_Lost	3	-0.02013	-0.302331666666667	0	3
chr8	57962254	57963088	Activity_Lost	13	-0.0162076153846154	-0.0628883846153846	0	11
chr9	86977028	86977233	Activity_Lost	5	-0.0203828	-0.1031752	0	5
chr3	17779231	17779587	Activity_Lost	2	-0.0415625	-0.1620155	0	2
chr13	30041954	30042177	Activity_Lost	4	-0.023485	-0.14887675	0	3
chr3	65283447	65283695	Activity_Lost	2	-0.024992	-0.0144435	0	2
chr13	92905994	92906503	Activity_Lost	2	-0.0275225	-0.065906	0	2
chr7	114292755	114292875	Activity_Lost	6	-0.0313516666666667	-0.1743875	0	6
chr10	40108049	40108275	Activity_Lost	4	-0.02904475	-0.10923675	0	4
chr13	111287002	111287385	Activity_Lost	4	-0.01546	-0.05268425	0	3
chr15	95043947	95044483	Activity_Lost	2	-0.014845	-0.069866	0	1
chr2	102062854	102063170	Activity_Lost	3	-0.00860466666666667	-0.094988	0	1
chr18	69018333	69018770	Activity_Lost	4	-0.022824	-0.1438125	0	4
chr5	107495935	107496335	Activity_Lost	13	-0.0364728461538462	-0.173337538461538	1	12
chr8	114541232	114541603	Activity_Lost	1	-0.003049	-0.061044	0	0
chr5	39325416	39325798	Activity_Lost	1	-0.012716	-0.199346	0	1
chr10	12718245	12718771	Activity_Lost	4	-0.0256275	-0.075423	0	4
chr16	22779293	22779946	Activity_Lost	1	-0.020193	-0.145694	0	1
chr2	105799932	105800095	Activity_Lost	4	-0.0162035	-0.13703025	0	4
chr7	145289397	145289772	Activity_Lost	1	-0.018415	-0.304387	0	1
chr11	75869816	75870703	Activity_Lost	8	-0.021347	-0.223120875	0	6
chrX	61710256	61710377	Activity_Lost	3	-0.0264686666666667	-0.133013666666667	0	2
chr19	17140451	17140668	Activity_Lost	2	-0.014119	-0.100959	0	2
chr7	112204700	112204902	Activity_Lost	2	-0.001055	-0.1029505	0	0
chrX	84076500	84077065	Activity_Lost	1	-0.047089	-0.014044	0	1
chr2	91971203	91971907	Activity_Lost	4	-0.02534025	-0.3571095	0	4
chr19	5939955	5940992	Activity_Lost	9	-0.0229117777777778	-0.338835444444444	0	9
chr10	53398245	53398682	Activity_Lost	4	-0.028869	-0.060758	0	4
chr8	126754347	126754862	Activity_Lost	2	-0.038522	-0.472837	0	2
chr12	29538034	29538186	Activity_Lost	2	-0.015486	-0.3769985	0	2
chr3	65301615	65301862	Activity_Lost	2	0.004934	-0.0019005	1	0
chr14	93880206	93880324	Activity_Lost	1	-0.017918	-0.131341	0	1
chr11	18754858	18755096	Activity_Lost	5	-0.0267288	-0.3657424	0	5
chr16	6084857	6085292	Activity_Lost	2	-0.018829	-0.039994	0	1
chr1	64318917	64319187	Activity_Lost	1	-0.015165	-0.133035	0	1
chr11	33336516	33337237	Activity_Lost	11	-0.0133343636363636	-0.133606363636364	2	7
chr3	65299228	65299566	Activity_Lost	7	-0.00472057142857143	-0.0160192857142857	2	4
chr6	43159557	43159765	Activity_Lost	5	0.0238338	0.0285486	3	1
chr3	101653031	101653787	Activity_Lost	7	-0.0124308571428571	-0.0737	1	6
chr12	4006240	4006494	Activity_Lost	5	-0.0226138	-0.21878	0	5
chr8	35905144	35905504	Activity_Lost	2	-0.019775	-0.13319	0	2
chr15	41414706	41414965	Activity_Lost	1	-0.011524	-0.100159	0	1
chr11	75132327	75132656	Activity_Lost	2	-0.0196845	-0.245284	0	2
chr12	69458433	69458772	Activity_Lost	4	-0.02306125	-0.1762165	0	4
chr17	10962068	10962659	Activity_Lost	6	-0.0177808333333333	-0.110077833333333	0	4
chr15	32002868	32003396	Activity_Lost	2	-0.0172035	-0.07523	0	2
chr4	98654375	98654809	Activity_Lost	4	-0.00551275	-0.039605	0	1
chr17	80847022	80847680	Activity_Lost	1	-0.011162	-0.095921	0	1
chr3	141621607	141621893	Activity_Lost	4	-0.0166365	-0.06871875	0	3
chr16	20779873	20780198	Activity_Lost	1	-0.055659	-0.322141	0	1
chr2	140668403	140668522	Activity_Lost	1	-0.011595	-0.304666	0	1
chrX	129413387	129413951	Activity_Lost	1	-0.043525	-0.132115	0	1
chr17	88494130	88494747	Activity_Lost	1	0.002754	-0.137382	0	0
chr1	109929989	109930184	Activity_Lost	4	-0.01869825	-0.171272	0	3
chr2	101592555	101592905	Activity_Lost	1	-0.009244	-0.076466	0	0
chr4	81566154	81566384	Activity_Lost	3	-0.0103613333333333	-0.131393	0	2
chr1	132200352	132201061	Activity_Lost	9	-0.0182733333333333	-0.227355111111111	0	6
chr4	33915823	33916055	Activity_Lost	1	-0.014629	-0.284592	0	1
chr15	57712245	57712566	Activity_Lost	1	-0.006219	-0.12835	0	0
chr8	119033444	119033927	Activity_Lost	1	-0.008334	-0.004169	0	0
chr5	127290528	127291370	Activity_Lost	7	-0.0161218571428571	-0.0766272857142857	1	5
chr5	4526414	4526774	Activity_Lost	1	-0.008129	-0.071797	0	0
chr11	95396557	95396890	Activity_Lost	3	-0.0213236666666667	-0.254217666666667	0	3
chr16	77077005	77077726	Activity_Lost	7	-0.00395414285714286	-0.0243542857142857	2	5
chr13	101450338	101451039	Activity_Lost	5	-0.0231348	-0.1390112	0	3
chr9	60649654	60650014	Activity_Lost	1	-0.014542	-0.122445	0	1
chr1	24248850	24249400	Activity_Lost	2	-0.006405	-0.0639595	0	0
chrX	88072935	88073193	Activity_Lost	3	0.0130523333333333	-0.0290556666666667	1	2
chr12	108061712	108061950	Activity_Lost	6	-0.018625	-0.0232271666666667	0	6
chr12	31892840	31893074	Activity_Lost	15	-0.0178502	-0.1159644	0	9
chr4	65078011	65078688	Activity_Lost	1	-0.015701	-0.050011	0	1
chr8	26429789	26430283	Activity_Lost	6	-0.0477326666666667	-0.382351666666667	0	6
chr6	12169452	12169787	Activity_Lost	2	-0.018321	-0.0697875	0	2
chr12	111718563	111719256	Activity_Lost	10	-0.0295849	-0.5082108	0	9
chr15	42669838	42670016	Activity_Lost	1	-0.017357	-0.115448	0	1
chr2	102121845	102122078	Activity_Lost	1	-0.009149	-0.116423	0	0
chr15	83169030	83169208	Activity_Lost	10	-0.0217235	-0.1355401	0	9
chr13	108164022	108164425	Activity_Lost	10	-0.0485976	-0.2854452	0	10
chr4	98557251	98557531	Activity_Lost	3	-0.016292	-0.0258536666666667	0	2
chr12	21160324	21160784	Activity_Lost	1	-0.019675	-0.005402	0	1
chr15	94895701	94896059	Activity_Lost	2	-0.026122	-0.0737195	0	2
chr8	116045517	116045871	Activity_Lost	1	-0.011373	-0.027578	0	1
chr3	55448078	55448331	Activity_Lost	1	-0.008643	-0.097205	0	0
chr1	51191649	51192439	Activity_Lost	1	-0.0185	-0.054055	0	1
chr6	20502371	20503013	Activity_Lost	3	-0.011312	-0.0120946666666667	1	2
chr18	69579544	69579669	Activity_Lost	2	-0.0129965	-0.1289915	0	1
chr8	98685044	98685498	Activity_Lost	4	0.0047815	-0.024556	2	0
chr9	45422825	45423298	Activity_Lost	1	-0.042302	-0.511691	0	1
chr1	23098092	23098211	Activity_Lost	1	-0.0449	-0.244524	0	1
chr9	45363647	45364019	Activity_Lost	4	-0.0286305	-0.27434025	0	4
chr1	75379391	75379479	Activity_Lost	1	-0.024058	-0.575501	0	1
chr17	84367689	84368117	Activity_Lost	13	-0.0187193846153846	-0.0585003076923077	0	13
chr3	108196227	108196509	Activity_Lost	8	-0.016505125	-0.199883	0	7
chr1	59403883	59404080	Activity_Lost	1	-0.023209	-0.421175	0	1
chr12	76992885	76993383	Activity_Lost	2	-0.0125375	-0.183961	0	1
chr8	105293254	105293805	Activity_Lost	26	-0.034381	-0.459056846153846	1	23
chr10	109741603	109742093	Activity_Lost	5	-0.0212638	-0.0651132	0	4
chr17	80875428	80875943	Activity_Lost	4	-0.01208975	-0.10996	0	3
chr6	20640289	20640688	Activity_Lost	1	-0.016368	-0.119954	0	1
chr19	10719826	10720357	Activity_Lost	7	-0.0142515714285714	-0.234291857142857	0	5
chr3	65125053	65125274	Activity_Lost	3	-0.02888	-0.0167706666666667	0	3
chr10	37397285	37397762	Activity_Lost	5	-0.0333286	-0.081305	0	5
chr4	27418573	27418874	Activity_Lost	2	0.0059315	-0.0327105	1	1
chr8	57792012	57792117	Activity_Lost	4	-0.01761125	-0.12217175	0	4
chr5	68327233	68327509	Activity_Lost	3	-0.0167713333333333	-0.061283	0	2
chr2	138265731	138265852	Activity_Lost	1	-0.020363	-0.283453	0	1
chr10	66807349	66807847	Activity_Lost	1	-0.011084	-0.023989	0	1
chr1	109993956	109994312	Activity_Lost	2	-0.0183005	-0.142788	0	2
chr11	101842673	101843032	Activity_Lost	2	-0.014062	-0.0867685	0	1
chr12	89702937	89703301	Activity_Lost	3	-0.0189856666666667	-0.0545333333333333	0	2
chr2	3746168	3746553	Activity_Lost	1	-0.013729	-0.07185	0	1
chr2	72995857	72996059	Activity_Lost	1	-0.01172	-0.07429	0	1
chr19	4055274	4055624	Activity_Lost	2	-0.0242355	-0.561811	0	2
chr9	107260556	107260772	Activity_Lost	2	-0.0117835	-0.1064925	0	2
chr2	28412979	28413283	Activity_Lost	4	-0.01630775	-0.11473725	0	3
chr8	23191416	23191868	Activity_Lost	6	-0.0239266666666667	-0.221943833333333	1	5
chr5	107497695	107497785	Activity_Lost	7	-0.0130375714285714	-0.0816671428571429	1	6
chr10	109684664	109685025	Activity_Lost	3	0.002524	-0.0799993333333333	0	0
chr2	127550651	127551358	Activity_Lost	8	-0.01654175	-0.119230125	0	6
chr16	32168215	32168493	Activity_Lost	4	-0.02006625	-0.2671825	0	4
chr3	139866231	139866849	Activity_Lost	2	-0.0556835	-0.094021	0	2
chr2	105722381	105722908	Activity_Lost	7	-0.00217342857142857	-0.0670368571428571	2	3
chr15	37720220	37720487	Activity_Lost	1	-0.004398	-0.11666	0	0
chr10	96974336	96974625	Activity_Lost	1	-0.016256	-0.074542	0	1
chr11	99283959	99284281	Activity_Lost	5	-0.0350608	-0.4039724	0	5
chr5	130397179	130397344	Activity_Lost	1	-0.013432	-0.128749	0	1
chr2	129529363	129529838	Activity_Lost	5	-0.034716	-0.3515274	0	5
chr13	30003204	30003548	Activity_Lost	9	-0.0226098888888889	-0.0968427777777778	1	6
chr4	149317303	149317659	Activity_Lost	2	-0.0221835	-0.2446545	0	2
chr4	33555177	33555470	Activity_Lost	1	-0.002876	-0.014394	0	0
chr12	21119479	21119840	Activity_Lost	6	-0.00999266666666667	-0.0170453333333333	0	4
chr1	52149950	52150286	Activity_Lost	6	-0.0166541666666667	-0.115559666666667	0	6
chr12	26112234	26113083	Activity_Lost	7	-0.014529	-0.0973738571428572	0	6
chr10	111031495	111031890	Activity_Lost	1	-0.022295	-0.098325	0	1
chr19	21152069	21152429	Activity_Lost	4	-0.039698	-0.22357125	0	4
chr15	44711535	44711824	Activity_Lost	1	-0.019117	-0.008053	0	1
chr17	43840203	43840727	Activity_Lost	10	-0.016057	-0.0538677	1	8
chr3	69757589	69757719	Activity_Lost	1	-0.015947	-0.065592	0	1
chr1	178744600	178744853	Activity_Lost	1	-0.008547	-0.088243	0	0
chr5	106446684	106446906	Activity_Lost	7	-0.0135591428571429	-0.144767	1	3
chr4	142055696	142055954	Activity_Lost	2	-0.0186355	-0.2787875	0	2
chr6	91147488	91147645	Activity_Lost	3	-0.0232296666666667	-0.298736666666667	0	3
chr11	95402699	95402888	Activity_Lost	12	-0.0224325	-0.211712916666667	0	11
chr14	65374883	65375110	Activity_Lost	4	-0.010686	-0.109662	0	2
chr18	56987208	56987484	Activity_Lost	5	-0.0352152	-0.14787	0	5
chr19	3765364	3765827	Activity_Lost	4	-0.02342875	-0.2744455	0	4
chr5	53995345	53995725	Activity_Lost	2	-0.059055	-0.398042	0	2
chr14	13294331	13294486	Activity_Lost	2	-0.014392	-0.106218	0	2
chr19	57003372	57003778	Activity_Lost	3	-0.0286066666666667	-0.318293333333333	0	3
chr4	6406402	6407056	Activity_Lost	6	-0.0242196666666667	-0.139962166666667	1	5
chr12	26176175	26176679	Activity_Lost	2	-0.011494	-0.1745395	0	2
chr10	58382747	58382840	Activity_Lost	1	-0.013769	-0.096391	0	1
chr1	133977273	133977447	Activity_Lost	4	-0.02155075	-0.1253065	0	4
chr10	20104400	20105008	Activity_Lost	9	-0.0150043333333333	-0.0546212222222222	1	8
chr15	78999570	79000012	Activity_Lost	16	-0.017914375	-0.2488575625	0	15
chr13	111309949	111310770	Activity_Lost	3	-0.012974	-0.041854	0	2
chr9	60592833	60593305	Activity_Lost	5	-0.025709	-0.1142052	0	5
chr12	21141656	21142195	Activity_Lost	9	-0.0161203333333333	-0.0503576666666667	0	6
chr18	33763170	33763531	Activity_Lost	4	-0.025369	-0.2948815	0	4
chr2	49594955	49595332	Activity_Lost	1	-0.01358	-0.157061	0	1
chr16	63816746	63817012	Activity_Lost	2	-0.0225115	-0.0780955	0	2
chr6	91146953	91147316	Activity_Lost	3	-0.0232296666666667	-0.298736666666667	0	3
chr4	34530041	34530283	Activity_Lost	1	-0.018758	-0.139717	0	1
chr1	64305445	64305939	Activity_Lost	4	-0.0276805	-0.275499	0	4
chr11	115209280	115209524	Activity_Lost	4	-0.011149	-0.27074	0	2
chr10	3307857	3308032	Activity_Lost	2	-0.0176705	-0.0197725	0	2
chr16	33696940	33697145	Activity_Lost	1	-0.025297	-0.248786	0	1
chr3	81964453	81964916	Activity_Lost	6	0.00813716666666666	0.00282366666666666	1	5
chr9	50867025	50867356	Activity_Lost	1	-0.01073	-0.06626	0	1
chr13	30040321	30040705	Activity_Lost	4	-0.0230595	-0.1505125	0	3
chr4	46202379	46203033	Activity_Lost	2	-0.0232035	-0.1781235	0	2
chr1	137691206	137691518	Activity_Lost	3	-0.020282	-0.103124666666667	0	3
chr4	81322299	81322574	Activity_Lost	1	-0.005086	-0.05797	0	0
chr9	79004684	79005007	Activity_Lost	3	-0.0242833333333333	-0.073076	0	3
chr7	112202979	112203178	Activity_Lost	2	-0.00034	-0.095464	0	0
chr9	112261960	112262518	Activity_Lost	4	-0.02182625	-0.20678125	0	3
chr3	108203280	108203434	Activity_Lost	6	-0.0216373333333333	-0.2534305	0	6
