chr	start	end	enhancer_class	n_loops	mean_loop_distance	n_promoter_loops
chr15	68300768	68301124	Activity_Lost	0	NA	0
chr17	53728783	53729162	Activity_Lost	0	NA	0
chr3	86963088	86963381	Activity_Lost	0	NA	0
chr4	81565522	81565622	Activity_Lost	14	954642.857142857	2
chr14	62879382	62879916	Activity_Lost	1	115000	1
chr13	44301937	44302214	Activity_Lost	5	311000	0
chr16	13427421	13427550	Activity_Lost	1	325000	1
chr3	65108968	65109906	Activity_Lost	4	612500	2
chr19	4082632	4082793	Activity_Lost	2	52500	2
chr4	33893901	33894051	Activity_Lost	5	220000	0
chr5	120643691	120644410	Activity_Lost	0	NA	0
chr3	65262386	65263468	Activity_Lost	2	195000	0
chr4	137038151	137038357	Activity_Lost	0	NA	0
chr9	91126797	91127254	Activity_Lost	9	644444.444444444	2
chr4	69116350	69116740	Activity_Lost	3	1425000	1
chr15	68286917	68287579	Activity_Lost	1	60000	0
chr2	139197944	139198728	Activity_Lost	2	5e+05	0
chr4	43506592	43507218	Activity_Lost	0	NA	0
chr19	22437182	22437573	Activity_Lost	3	213333.333333333	0
chr4	66618804	66619300	Activity_Lost	1	65000	0
chr8	115438014	115438139	Activity_Lost	2	230000	0
chr1	24871109	24871311	Activity_Lost	1	120000	0
chr2	136648563	136649131	Activity_Lost	3	135000	1
chr6	5935478	5935895	Activity_Lost	3	1008333.33333333	2
chr3	122176695	122177249	Activity_Lost	5	1571000	4
chr8	114599854	114600104	Activity_Lost	7	256428.571428571	1
chr19	22637918	22638100	Activity_Lost	6	183333.333333333	0
chr11	94913834	94914184	Activity_Lost	0	NA	0
chr15	53748302	53748833	Activity_Lost	1	120000	0
chr9	75430727	75430849	Activity_Lost	3	120000	1
chr4	82584593	82584763	Activity_Lost	5	389000	0
chr18	39298791	39298962	Activity_Lost	5	577000	1
chr14	105779322	105779795	Activity_Lost	0	NA	0
chr6	34710338	34710551	Activity_Lost	0	NA	0
chr9	45599478	45599711	Activity_Lost	3	155000	0
chr11	109536010	109536294	Activity_Lost	0	NA	0
chr16	33883032	33883202	Activity_Lost	2	52500	1
chr10	40638366	40638803	Activity_Lost	3	425000	2
chr6	115231996	115232185	Activity_Lost	1	5450000	0
chr10	25039911	25040260	Activity_Lost	1	40000	0
chr4	86681928	86682171	Activity_Lost	0	NA	0
chr13	13573590	13574703	Activity_Lost	2	40000	0
chr9	28684040	28684569	Activity_Lost	8	458125	0
chr19	21738352	21738539	Activity_Lost	10	530500	1
chr8	111357188	111357363	Activity_Lost	0	NA	0
chr12	31826659	31826874	Activity_Lost	0	NA	0
chr4	82592643	82592888	Activity_Lost	1	625000	0
chr13	109136520	109136781	Activity_Lost	0	NA	0
chr10	109672949	109673440	Activity_Lost	4	230000	1
chr15	40562345	40562512	Activity_Lost	3	303333.333333333	0
chr17	36942418	36942961	Activity_Lost	2	387500	2
chr1	51979012	51979408	Activity_Lost	0	NA	0
chrX	9222606	9222837	Activity_Lost	1	50000	1
chr15	42309690	42309983	Activity_Lost	3	325000	2
chr1	24558039	24558332	Activity_Lost	0	NA	0
chr3	85590203	85590675	Activity_Lost	3	475000	2
chr3	81963892	81964034	Activity_Lost	0	NA	0
chr16	41827332	41827754	Activity_Lost	3	391666.666666667	0
chr17	87458829	87459639	Activity_Lost	0	NA	0
chr10	109690582	109691058	Activity_Lost	2	437500	0
chr18	64751037	64751545	Activity_Lost	2	162500	1
chr19	22803524	22803733	Activity_Lost	3	96666.6666666667	0
chr19	17144376	17144495	Activity_Lost	2	95000	1
chr19	10762548	10762799	Activity_Lost	2	45000	0
chr17	80801476	80801988	Activity_Lost	3	131666.666666667	2
chr16	41535938	41536091	Activity_Lost	8	367500	0
chr2	138820459	138820986	Activity_Lost	1	775000	0
chr2	118372745	118374301	Activity_Lost	1	170000	1
chr1	91405466	91406264	Activity_Lost	1	2400000	1
chr11	42927119	42927504	Activity_Lost	2	440000	0
chr14	122223788	122224201	Activity_Lost	7	489285.714285714	1
chr8	11149100	11149616	Activity_Lost	1	140000	1
chr6	54462877	54463100	Activity_Lost	1	35000	1
chr13	101479159	101479604	Activity_Lost	2	225000	1
chr2	141844460	141844595	Activity_Lost	0	NA	0
chr6	83523014	83523473	Activity_Lost	2	325000	2
chr10	114917452	114917582	Activity_Lost	2	140000	0
chr13	43725658	43726012	Activity_Lost	3	130000	1
chr16	41929564	41929846	Activity_Lost	1	2e+05	0
chr3	85534991	85535416	Activity_Lost	0	NA	0
chr13	111304257	111304560	Activity_Lost	2	675000	0
chr13	101215699	101216249	Activity_Lost	0	NA	0
chr13	30041619	30041780	Activity_Lost	4	303750	2
chr10	17253046	17253329	Activity_Lost	5	325000	2
chr8	12887894	12888056	Activity_Lost	0	NA	0
chr16	67844561	67845102	Activity_Lost	4	320000	2
chr9	58516512	58516769	Activity_Lost	1	575000	1
chr14	60705013	60705269	Activity_Lost	0	NA	0
chr2	136646999	136647186	Activity_Lost	3	135000	1
chr6	88627332	88627871	Activity_Lost	4	156250	0
chr16	72795119	72795526	Activity_Lost	0	NA	0
chr11	54196018	54196525	Activity_Lost	0	NA	0
chr5	127356049	127356451	Activity_Lost	3	155000	2
chr11	101851113	101851450	Activity_Lost	1	40000	0
chr5	74266352	74266862	Activity_Lost	3	196666.666666667	3
chr8	57540163	57540669	Activity_Lost	6	246666.666666667	0
chr11	75871912	75872011	Activity_Lost	0	NA	0
chr18	39383105	39383335	Activity_Lost	3	143333.333333333	0
chr10	7278986	7279135	Activity_Lost	0	NA	0
chr17	46661292	46661710	Activity_Lost	1	45000	1
chr15	78986772	78987127	Activity_Lost	1	40000	1
chr12	76867722	76867866	Activity_Lost	1	925000	0
chr13	20551791	20551904	Activity_Lost	1	480000	0
chr13	40036996	40037400	Activity_Lost	0	NA	0
chr7	49183636	49184128	Activity_Lost	1	50000	0
chr2	138792747	138793403	Activity_Lost	9	501666.666666667	0
chr12	77019952	77020488	Activity_Lost	7	443571.428571429	3
chr3	141599051	141599260	Activity_Lost	3	95000	1
chr17	80809227	80809681	Activity_Lost	1	180000	0
chr16	37458693	37459213	Activity_Lost	1	160000	0
chr7	38227166	38227470	Activity_Lost	2	40000	1
chr9	90828777	90828890	Activity_Lost	5	516000	2
chr7	74398323	74398582	Activity_Lost	3	908333.333333333	1
chr14	62895313	62895520	Activity_Lost	0	NA	0
chr11	99265269	99265495	Activity_Lost	0	NA	0
chr8	115507208	115507587	Activity_Lost	0	NA	0
chr6	24097484	24097682	Activity_Lost	1	6e+05	0
chr6	147030178	147030185	Activity_Lost	3	675000	3
chr8	79208658	79208982	Activity_Lost	5	154000	4
chr15	40312331	40312738	Activity_Lost	1	50000	0
chr1	182425231	182425463	Activity_Lost	1	50000	0
chr14	105718621	105719031	Activity_Lost	0	NA	0
chr5	117045098	117045527	Activity_Lost	0	NA	0
chr1	72210947	72211121	Activity_Lost	0	NA	0
chr1	58030438	58030881	Activity_Lost	1	70000	0
chr15	29104569	29105013	Activity_Lost	0	NA	0
chr2	93217128	93217409	Activity_Lost	7	376428.571428571	3
chr6	89452463	89452836	Activity_Lost	0	NA	0
chr12	71398636	71399145	Activity_Lost	0	NA	0
chr9	37519003	37519277	Activity_Lost	0	NA	0
chr19	22758587	22758798	Activity_Lost	8	245625	2
chr11	18712686	18713131	Activity_Lost	2	227500	1
chr8	87286082	87286567	Activity_Lost	0	NA	0
chr3	121285328	121285524	Activity_Lost	2	562500	2
chr14	105720955	105721281	Activity_Lost	0	NA	0
chr18	39362873	39363477	Activity_Lost	0	NA	0
chr6	44341562	44341895	Activity_Lost	0	NA	0
chr2	139322676	139322826	Activity_Lost	4	887500	1
chr3	69817160	69817243	Activity_Lost	2	55000	1
chr8	111357549	111357782	Activity_Lost	0	NA	0
chr10	128919391	128919606	Activity_Lost	1	60000	1
chr19	38237987	38238837	Activity_Lost	1	6e+05	1
chr2	142323259	142323662	Activity_Lost	0	NA	0
chr14	24961019	24961178	Activity_Lost	1	410000	1
chr19	17194745	17195072	Activity_Lost	0	NA	0
chr10	59816635	59816910	Activity_Lost	5	172000	2
chr14	60368840	60369240	Activity_Lost	0	NA	0
chr18	60625373	60625574	Activity_Lost	0	NA	0
chr13	104759374	104759793	Activity_Lost	1	60000	0
chr2	163433989	163434246	Activity_Lost	0	NA	0
chrX	162591105	162591481	Activity_Lost	1	50000	1
chr9	96583619	96583789	Activity_Lost	2	350000	1
chr1	178448261	178448481	Activity_Lost	0	NA	0
chr1	23656351	23656514	Activity_Lost	2	340000	1
chr12	38352807	38352874	Activity_Lost	1	675000	0
chr15	40475749	40476162	Activity_Lost	1	110000	0
chr1	75445101	75445272	Activity_Lost	0	NA	0
chr10	59614262	59614411	Activity_Lost	5	142000	1
chr2	136308831	136309005	Activity_Lost	3	196666.666666667	1
chr18	48497641	48497926	Activity_Lost	6	720833.333333333	1
chr15	29051856	29052145	Activity_Lost	1	170000	0
chr13	101551084	101551424	Activity_Lost	2	102500	0
chr13	83987765	83988331	Activity_Lost	8	299375	3
chr10	105578289	105578583	Activity_Lost	7	249285.714285714	1
chr16	4976246	4976565	Activity_Lost	2	160000	2
chr16	41935730	41935884	Activity_Lost	4	213750	0
chr4	6448667	6448777	Activity_Lost	4	2093750	2
chr3	51889788	51890299	Activity_Lost	3	273333.333333333	3
chr5	68618577	68618730	Activity_Lost	0	NA	0
chr19	23553489	23553936	Activity_Lost	2	575000	1
chr6	20078742	20078995	Activity_Lost	2	812500	1
chr2	93223397	93223832	Activity_Lost	6	395833.333333333	3
chr2	41899340	41899653	Activity_Lost	0	NA	0
chr16	24149535	24149845	Activity_Lost	0	NA	0
chr16	33837373	33837477	Activity_Lost	1	1e+05	0
chr12	100631389	100631656	Activity_Lost	2	75000	1
chr9	66657170	66657572	Activity_Lost	0	NA	0
chrX	61722328	61722829	Activity_Lost	3	650000	0
chr1	179073824	179074149	Activity_Lost	2	295000	1
chr6	28705379	28706056	Activity_Lost	2	137500	0
chr7	139384965	139385464	Activity_Lost	4	136250	3
chr4	98587752	98587978	Activity_Lost	1	40000	0
chr3	156526454	156526712	Activity_Lost	1	1300000	0
chr12	76868430	76868798	Activity_Lost	1	925000	0
chr10	58385730	58385905	Activity_Lost	1	60000	1
chr14	16152738	16153105	Activity_Lost	0	NA	0
chr16	33708123	33708263	Activity_Lost	0	NA	0
chr14	122391037	122391202	Activity_Lost	1	5e+05	0
chr1	59579354	59579709	Activity_Lost	0	NA	0
chr13	20461629	20461975	Activity_Lost	5	975000	1
chr6	51592289	51593090	Activity_Lost	4	351250	1
chr4	41781976	41782207	Activity_Lost	0	NA	0
chr1	193317105	193317385	Activity_Lost	1	17100000	0
chr5	106420993	106421485	Activity_Lost	2	90000	1
chr16	33829336	33829712	Activity_Lost	3	148333.333333333	0
chr9	103876210	103876490	Activity_Lost	2	250000	0
chr16	37611178	37611389	Activity_Lost	1	160000	0
chr7	132267515	132268063	Activity_Lost	1	50000	1
chr7	92197696	92198004	Activity_Lost	3	125000	0
chr10	85270341	85270891	Activity_Lost	0	NA	0
chr13	42974109	42974332	Activity_Lost	0	NA	0
chr7	63811906	63812136	Activity_Lost	3	75000	1
chr4	81726697	81727396	Activity_Lost	4	495000	1
chr12	26115374	26115914	Activity_Lost	1	80000	0
chr3	52342810	52343151	Activity_Lost	0	NA	0
chr6	106381657	106381998	Activity_Lost	1	50000	0
chr10	116599154	116599729	Activity_Lost	0	NA	0
chr17	63607409	63607765	Activity_Lost	1	110000	0
chr14	105697501	105698031	Activity_Lost	4	1658750	1
chr16	43094877	43095017	Activity_Lost	1	220000	1
chr5	147426491	147426694	Activity_Lost	2	362500	1
chr14	105732111	105732819	Activity_Lost	6	117500	3
chr19	10760272	10760835	Activity_Lost	2	45000	0
chr14	79140774	79141207	Activity_Lost	1	175000	1
chr18	30695411	30695881	Activity_Lost	7	351428.571428571	2
chr1	105067996	105068521	Activity_Lost	2	175000	1
chr12	29534247	29534653	Activity_Lost	12	991250	5
chr12	71366130	71366619	Activity_Lost	1	50000	1
chr15	57590053	57590637	Activity_Lost	10	661500	9
chr3	65231737	65231961	Activity_Lost	0	NA	0
chr5	129393968	129394173	Activity_Lost	2	130000	1
chr11	18867770	18867942	Activity_Lost	6	1045833.33333333	2
chr10	127667558	127668322	Activity_Lost	0	NA	0
chr15	42676732	42677017	Activity_Lost	6	555833.333333333	4
chr8	121681360	121681870	Activity_Lost	0	NA	0
chr8	57962254	57963088	Activity_Lost	5	916000	0
chr9	86977028	86977233	Activity_Lost	1	90000	1
chr4	8955347	8955516	Activity_Lost	1	50000	0
chr3	17779231	17779587	Activity_Lost	8	2231250	4
chr13	30041954	30042177	Activity_Lost	4	303750	2
chr3	65283447	65283695	Activity_Lost	0	NA	0
chr11	93612184	93612409	Activity_Lost	1	2e+05	0
chr17	35064592	35064798	Activity_Lost	2	47500	1
chr13	92905994	92906503	Activity_Lost	1	150000	0
chr7	114292755	114292875	Activity_Lost	3	283333.333333333	1
chr7	49145789	49146632	Activity_Lost	3	341666.666666667	0
chr5	69242035	69242240	Activity_Lost	1	9e+05	0
chr18	57751024	57751406	Activity_Lost	0	NA	0
chr17	88388386	88388763	Activity_Lost	5	79000	1
chr10	40108049	40108275	Activity_Lost	0	NA	0
chr4	3677999	3679151	Activity_Lost	5	649000	1
chr13	111287002	111287385	Activity_Lost	1	1175000	1
chr17	63712897	63713126	Activity_Lost	3	378333.333333333	1
chr15	95043947	95044483	Activity_Lost	3	121666.666666667	0
chr5	133925221	133925563	Activity_Lost	1	1875000	1
chr12	38589996	38590274	Activity_Lost	3	7e+05	0
chr16	43191004	43191596	Activity_Lost	0	NA	0
chr2	102062854	102063170	Activity_Lost	1	1e+06	1
chr1	52150828	52150915	Activity_Lost	2	412500	2
chr18	69018333	69018770	Activity_Lost	3	398333.333333333	1
chr5	107495935	107496335	Activity_Lost	2	75000	2
chr8	114541232	114541603	Activity_Lost	7	714285.714285714	0
chr5	39325416	39325798	Activity_Lost	4	2e+05	1
chr10	12718245	12718771	Activity_Lost	2	130000	1
chr16	22779293	22779946	Activity_Lost	0	NA	0
chr5	133915665	133916252	Activity_Lost	2	120000	0
chr15	40561793	40561942	Activity_Lost	3	303333.333333333	0
chr1	105067183	105067298	Activity_Lost	2	175000	1
chr2	105799932	105800095	Activity_Lost	5	143000	1
chr4	62675573	62675668	Activity_Lost	2	92500	1
chr7	145289397	145289772	Activity_Lost	1	35000	0
chr11	75869816	75870703	Activity_Lost	0	NA	0
chrX	61710256	61710377	Activity_Lost	4	512500	0
chr19	17140451	17140668	Activity_Lost	2	95000	1
chr7	112204700	112204902	Activity_Lost	1	40000	0
chr2	127541803	127542214	Activity_Lost	1	5200000	0
chrX	84076500	84077065	Activity_Lost	1	250000	0
chr2	91971203	91971907	Activity_Lost	0	NA	0
chr19	5939955	5940992	Activity_Lost	0	NA	0
chr10	53398245	53398682	Activity_Lost	0	NA	0
chr8	126754347	126754862	Activity_Lost	0	NA	0
chr12	29538034	29538186	Activity_Lost	12	991250	5
chr1	133908101	133908442	Activity_Lost	1	125000	1
chr18	33510141	33510569	Activity_Lost	1	50000	0
chr5	111050283	111050524	Activity_Lost	1	150000	0
chr3	65301615	65301862	Activity_Lost	1	2e+05	0
chr4	27497954	27498233	Activity_Lost	3	375000	0
chr14	93880206	93880324	Activity_Lost	14	1358214.28571429	1
chr17	70510563	70510741	Activity_Lost	0	NA	0
chr11	18754858	18755096	Activity_Lost	8	443750	4
chr18	57780841	57780993	Activity_Lost	5	140000	1
chr16	6084857	6085292	Activity_Lost	4	310000	0
chr1	64318917	64319187	Activity_Lost	0	NA	0
chr11	33336516	33337237	Activity_Lost	1	50000	0
chr8	12888284	12888436	Activity_Lost	0	NA	0
chr16	42048061	42048319	Activity_Lost	1	775000	0
chr3	65299228	65299566	Activity_Lost	0	NA	0
chr6	43159557	43159765	Activity_Lost	0	NA	0
chr3	101653031	101653787	Activity_Lost	1	50000	1
chr12	4006240	4006494	Activity_Lost	0	NA	0
chr8	126068150	126068483	Activity_Lost	1	1e+05	0
chr8	35905144	35905504	Activity_Lost	0	NA	0
chr3	69349924	69350123	Activity_Lost	2	437500	0
chr15	41414706	41414965	Activity_Lost	0	NA	0
chr11	75132327	75132656	Activity_Lost	1	35000	1
chr12	69458433	69458772	Activity_Lost	4	70000	2
chr17	10962068	10962659	Activity_Lost	2	117500	0
chr15	32002868	32003396	Activity_Lost	4	428750	2
chr4	98654375	98654809	Activity_Lost	3	353333.333333333	1
chr17	80847022	80847680	Activity_Lost	1	135000	0
chr4	9184875	9185098	Activity_Lost	1	80000	1
chr3	141621607	141621893	Activity_Lost	2	812500	1
chr16	20779873	20780198	Activity_Lost	1	45000	0
chr17	4946718	4946817	Activity_Lost	2	42500	1
chr17	88361166	88361459	Activity_Lost	0	NA	0
chr2	140668403	140668522	Activity_Lost	4	1515000	0
chrX	129413387	129413951	Activity_Lost	2	3e+05	0
chr10	108600770	108600870	Activity_Lost	0	NA	0
chr17	88494130	88494747	Activity_Lost	0	NA	0
chr1	52274270	52274588	Activity_Lost	0	NA	0
chr1	109929989	109930184	Activity_Lost	3	946666.666666667	2
chr2	101592555	101592905	Activity_Lost	2	90000	1
chr4	81566154	81566384	Activity_Lost	14	954642.857142857	2
chr1	132200352	132201061	Activity_Lost	1	40000	0
chr16	43029859	43030120	Activity_Lost	0	NA	0
chr4	33915823	33916055	Activity_Lost	1	4e+05	0
chr13	52331156	52331395	Activity_Lost	0	NA	0
chr15	57712245	57712566	Activity_Lost	1	175000	1
chr6	145573913	145574071	Activity_Lost	0	NA	0
chr12	83160116	83160537	Activity_Lost	0	NA	0
chr8	119033444	119033927	Activity_Lost	3	158333.333333333	0
chr4	67646167	67646569	Activity_Lost	0	NA	0
chr5	127290528	127291370	Activity_Lost	1	255000	0
chr5	4526414	4526774	Activity_Lost	1	40000	0
chr11	95396557	95396890	Activity_Lost	4	140000	2
chr16	77077005	77077726	Activity_Lost	1	60000	0
chr13	101450338	101451039	Activity_Lost	2	40000	0
chr9	60649654	60650014	Activity_Lost	0	NA	0
chr1	24248850	24249400	Activity_Lost	9	321111.111111111	2
chrX	88072935	88073193	Activity_Lost	0	NA	0
chr12	108061712	108061950	Activity_Lost	1	1875000	0
chr8	64317511	64318070	Activity_Lost	0	NA	0
chr12	31892840	31893074	Activity_Lost	3	123333.333333333	1
chr4	65078011	65078688	Activity_Lost	1	440000	0
chr8	26429789	26430283	Activity_Lost	1	1e+05	0
chr6	12169452	12169787	Activity_Lost	0	NA	0
chr12	111718563	111719256	Activity_Lost	0	NA	0
chr15	42669838	42670016	Activity_Lost	4	477500	4
chr14	122368078	122368361	Activity_Lost	0	NA	0
chr2	138939183	138939631	Activity_Lost	0	NA	0
chr2	102121845	102122078	Activity_Lost	0	NA	0
chr16	44565920	44566075	Activity_Lost	0	NA	0
chr12	39302024	39302141	Activity_Lost	1	1175000	0
chr15	83169030	83169208	Activity_Lost	0	NA	0
chr5	120648779	120649109	Activity_Lost	0	NA	0
chr13	108164022	108164425	Activity_Lost	8	677500	4
chr4	98557251	98557531	Activity_Lost	0	NA	0
chr12	21160324	21160784	Activity_Lost	1	120000	1
chr15	94895701	94896059	Activity_Lost	3	128333.333333333	0
chr8	116045517	116045871	Activity_Lost	3	245000	1
chr3	55448078	55448331	Activity_Lost	2	1535000	0
chr1	51191649	51192439	Activity_Lost	0	NA	0
chr3	51866555	51866758	Activity_Lost	2	1e+05	0
chr2	167450745	167451056	Activity_Lost	0	NA	0
chr6	20502371	20503013	Activity_Lost	5	592000	1
chr18	69579544	69579669	Activity_Lost	10	505000	4
chr8	98685044	98685498	Activity_Lost	2	450000	1
chr5	147108900	147109337	Activity_Lost	0	NA	0
chr9	45422825	45423298	Activity_Lost	2	250000	0
chr1	23098092	23098211	Activity_Lost	0	NA	0
chr9	45363647	45364019	Activity_Lost	0	NA	0
chr1	75379391	75379479	Activity_Lost	0	NA	0
chr2	141618192	141618623	Activity_Lost	2	205000	0
chr17	84367689	84368117	Activity_Lost	1	5e+05	0
chr3	108196227	108196509	Activity_Lost	1	35000	0
chr1	59403883	59404080	Activity_Lost	1	180000	0
chr5	68470232	68470562	Activity_Lost	4	405000	1
chr12	76992885	76993383	Activity_Lost	1	160000	0
chr8	105293254	105293805	Activity_Lost	2	42500	2
chr9	50752761	50753156	Activity_Lost	1	1e+05	1
chr17	88343196	88343396	Activity_Lost	0	NA	0
chr10	109741603	109742093	Activity_Lost	5	328000	0
chr17	80875428	80875943	Activity_Lost	2	125000	0
chr6	20640289	20640688	Activity_Lost	13	682307.692307692	2
chr18	39087155	39087274	Activity_Lost	2	125000	1
chr19	10719826	10720357	Activity_Lost	3	1e+05	0
chr12	83160832	83161088	Activity_Lost	0	NA	0
chr3	65125053	65125274	Activity_Lost	0	NA	0
chr10	37397285	37397762	Activity_Lost	3	366666.666666667	1
chr4	27418573	27418874	Activity_Lost	2	925000	1
chr9	53313658	53313773	Activity_Lost	0	NA	0
chr8	57792012	57792117	Activity_Lost	8	201250	2
chr5	68327233	68327509	Activity_Lost	5	544000	1
chr2	138265731	138265852	Activity_Lost	0	NA	0
chr9	92044411	92044514	Activity_Lost	15	713333.333333333	2
chr10	66807349	66807847	Activity_Lost	2	1477500	1
chr1	109993956	109994312	Activity_Lost	5	1145000	1
chr4	142083756	142083934	Activity_Lost	2	1362500	1
chr2	35616046	35616483	Activity_Lost	0	NA	0
chr11	101842673	101843032	Activity_Lost	0	NA	0
chr12	89702937	89703301	Activity_Lost	8	341875	0
chr13	20503451	20503691	Activity_Lost	0	NA	0
chr2	3746168	3746553	Activity_Lost	0	NA	0
chr2	72995857	72996059	Activity_Lost	4	325000	1
chr11	102339316	102339489	Activity_Lost	0	NA	0
chr9	28439426	28439734	Activity_Lost	0	NA	0
chr19	4055274	4055624	Activity_Lost	1	40000	1
chr9	107260556	107260772	Activity_Lost	0	NA	0
chr13	109118532	109118665	Activity_Lost	4	122500	0
chr2	28412979	28413283	Activity_Lost	5	305000	0
chr6	3511761	3511923	Activity_Lost	6	1283333.33333333	4
chr18	38929429	38929666	Activity_Lost	7	465000	2
chr10	59552591	59552739	Activity_Lost	1	40000	0
chr8	23191416	23191868	Activity_Lost	0	NA	0
chr9	28444327	28444853	Activity_Lost	4	142500	0
chr5	107497695	107497785	Activity_Lost	2	75000	2
chr15	32623472	32623636	Activity_Lost	0	NA	0
chr10	109684664	109685025	Activity_Lost	2	747500	1
chr17	53783440	53783632	Activity_Lost	0	NA	0
chr1	178735647	178735820	Activity_Lost	1	2e+05	1
chr2	127550651	127551358	Activity_Lost	2	145000	1
chr16	32168215	32168493	Activity_Lost	0	NA	0
chr3	139866231	139866849	Activity_Lost	2	687500	1
chr2	105722381	105722908	Activity_Lost	3	51666.6666666667	0
chr15	37720220	37720487	Activity_Lost	1	210000	0
chr10	96974336	96974625	Activity_Lost	0	NA	0
chr11	99283959	99284281	Activity_Lost	0	NA	0
chr10	108756568	108756716	Activity_Lost	0	NA	0
