chr	start	end	tertile	log2FC_K119ub
chr13	19618211	19618355	T1_low	0.546802596166404
chr12	69168366	69169048	T3_high	0.9239546982211
chr2	51972268	51972450	T3_high	0.727993431581718
chr12	90460233	90460371	T2_mid	0.672205588173281
chr4	53110513	53110617	T3_high	0.93813109540294
chr2	79442854	79443673	T3_high	0.938418226189079
chr12	41774945	41775276	T2_mid	0.584751981842585
chr5	86493694	86493816	T3_high	0.700566202753424
chr2	108785136	108785916	T3_high	1.13527177878153
chr18	31609365	31609487	T3_high	0.73251695177081
chr10	98418401	98418697	T2_mid	0.566629871624871
chr16	97671460	97671781	T3_high	0.91563539988903
chr13	27399413	27399730	T1_low	0.474648689997402
chr10	56611703	56611850	T3_high	0.748688453240194
chr16	45742636	45743305	T2_mid	0.670004146685727
chr8	46010830	46011021	T3_high	1.06020266160409
chr16	49804138	49804342	T1_low	0.545430091987638
chr6	99667181	99667408	T2_mid	0.554691203383928
chr2	77797259	77797764	T1_low	0.478806794872135
chr3	51408557	51409244	T1_low	0.547303158769011
chr5	43328748	43329177	T3_high	0.839351019189692
chr5	86191462	86191568	T2_mid	0.563687828060432
chr10	43452444	43452809	T1_low	0.444198005877421
chr5	9448792	9449300	T2_mid	0.60864910093391
chr6	101921320	101921529	T2_mid	0.572439116637735
chr14	108888261	108888354	T2_mid	0.625019203753651
chr13	29855302	29855701	T2_mid	0.658317870805965
chr18	5427738	5428126	T1_low	0.468909038326024
chr15	18821320	18821660	T1_low	0.414186513439761
chr3	26117205	26117305	T2_mid	0.628927545390388
chr13	102595698	102596065	T1_low	0.46227112292613
chr4	15265340	15266088	T1_low	0.46543064823363
chr6	81496317	81496519	T2_mid	0.58291881151462
chr12	29103652	29103795	T2_mid	0.617400551516642
chr1	158917106	158917352	T3_high	0.69792256448601
chr2	3172784	3173008	T2_mid	0.577298415402791
chr1	176755551	176755950	T2_mid	0.648319310696868
chr10	88591044	88591400	T2_mid	0.66999231567429
chr1	170538429	170538818	T1_low	0.438193676885764
chr11	32621893	32622578	T1_low	0.49361223539711
chr7	83486204	83486419	T3_high	0.703558573271963
chr5	43391715	43392067	T1_low	0.479766827623614
chr6	56450287	56450464	T3_high	0.975734541100489
chr16	13818573	13818684	T3_high	0.716851679300898
chr1	51597059	51597276	T1_low	0.44586227647965
chr2	105616253	105616708	T2_mid	0.576088000080917
chr2	98538804	98538975	T3_high	1.13693149685028
chr3	35724074	35724205	T3_high	0.728664685624708
chr2	15049128	15049464	T3_high	0.688742661876043
chr2	79459164	79459563	T2_mid	0.556363447496325
chr18	58662661	58662848	T1_low	0.519090585717814
chr10	29144016	29144179	T2_mid	0.680540960472215
chr14	119098965	119099959	T1_low	0.513382318301214
chr18	88971577	88972269	T3_high	1.01728315930117
chr14	48930916	48931187	T1_low	0.492757962452187
chr3	136295361	136295477	T3_high	0.804806941268098
chr13	92483850	92484283	T1_low	0.524971183949328
chr1	69689100	69689286	T1_low	0.520435126498719
chr16	59955771	59956045	T3_high	0.738249818455402
chr14	60656065	60656253	T2_mid	0.58710081739867
chr18	44521645	44521948	T1_low	0.429842610694059
chr10	5549944	5551018	T2_mid	0.661506713708928
chr18	34888962	34889097	T3_high	0.740195886957036
chr6	14207601	14207789	T1_low	0.43396345525329
chr7	89338359	89339294	T1_low	0.488004423107041
chr19	53500213	53501110	T2_mid	0.604451360259087
chr18	63863927	63864594	T1_low	0.488489441594447
chr14	101653456	101654403	T3_high	0.875871591332877
chr15	28439788	28439963	T3_high	0.722974994989056
chr6	61179810	61180286	T2_mid	0.605553673242182
chr2	149873527	149873795	T1_low	0.401416174827036
chr10	28493698	28493833	T3_high	0.825774724679903
chr6	67158800	67159081	T1_low	0.458257384797417
chr18	46337006	46337206	T3_high	0.744195765853582
chr2	94536792	94536899	T3_high	0.814838507279266
chr5	32854028	32854499	T2_mid	0.600175304335461
chrX	71029017	71029307	T1_low	0.502307247812863
chr13	23526527	23526640	T3_high	0.737377777268567
chr3	14533687	14534445	T3_high	0.799220511116162
chr10	5528311	5528944	T3_high	0.695212631601309
chr17	66208855	66209233	T2_mid	0.643282264106591
chr11	114685622	114685794	T3_high	0.767053658466243
chr13	21506116	21506664	T1_low	0.521684254736462
chr2	95131230	95131593	T1_low	0.426123838541397
chr14	54494300	54494650	T2_mid	0.617205846804452
chr6	77468146	77468359	T1_low	0.478488573851238
chr2	79149165	79149293	T3_high	0.930474589718261
chr6	47594222	47594529	T3_high	0.854908012746549
chr17	64754646	64754808	T3_high	0.706584991374716
chr18	82493622	82493739	T1_low	0.508982705771469
chr6	70804697	70804993	T3_high	0.833030776843993
chr1	156420662	156421221	T2_mid	0.640158543249191
chr1	176196854	176197334	T3_high	0.735211065638716
chr5	12562397	12562494	T3_high	0.915627137105738
chr10	126927952	126929071	T3_high	0.753681557254062
chr2	114175078	114175471	T3_high	0.69159505728542
chr16	90569795	90570113	T3_high	1.16578528043451
chr13	99842748	99842843	T3_high	0.889429305927859
chr12	53832104	53832253	T1_low	0.549432022506615
chr18	29034299	29034850	T2_mid	0.673941597264767
chr3	127200916	127201081	T2_mid	0.635171419395908
chr10	126952968	126953139	T2_mid	0.642555851992578
chr3	145937680	145938275	T2_mid	0.59192748985831
chr2	124792550	124793006	T1_low	0.494181592732792
chr1	105206330	105206490	T3_high	0.886281309908491
chrX	56454692	56454959	T1_low	0.509538709151093
chr4	104990110	104990359	T2_mid	0.550301701417126
chr16	47026067	47026251	T3_high	0.75703142552331
chr2	42661855	42662109	T1_low	0.469535431052671
chr3	15001446	15001572	T2_mid	0.669120207577754
chr3	27562619	27562711	T1_low	0.536581383341046
chr1	18384265	18384380	T3_high	0.984162856696288
chr13	63990488	63990832	T2_mid	0.639293345539839
chr10	12129584	12129781	T2_mid	0.642472212280294
chr12	30851972	30852096	T3_high	0.826330345764554
chr1	84286749	84287073	T1_low	0.475620790610079
chr3	25903133	25903648	T3_high	0.714751813466356
chr16	28411277	28411453	T3_high	0.876813133579767
chr1	134342330	134342678	T1_low	0.484710941346461
chr5	74066617	74067102	T1_low	0.510248125106583
chr8	62970030	62970227	T1_low	0.521436158010502
chr2	82395542	82395711	T2_mid	0.663918990824315
chr15	8098936	8099345	T2_mid	0.622639059798703
chr16	85168857	85169298	T2_mid	0.655776810319367
chr9	92016029	92016289	T3_high	1.20536723792316
chr2	63454765	63454913	T2_mid	0.600784606777259
chr1	84423005	84423142	T2_mid	0.5832184098661
chr6	42325378	42325469	T2_mid	0.565303023849019
chr1	20922933	20923282	T3_high	0.857315215790628
chr13	21167298	21167606	T3_high	0.701156138808295
chr18	48801442	48801651	T2_mid	0.667634728247038
chr2	42419195	42419373	T2_mid	0.567516500829385
chr4	64580289	64580384	T3_high	0.694951815576096
chr14	103446743	103447005	T3_high	0.744883990221748
chr4	58986624	58986772	T2_mid	0.564651948786429
chr2	6128378	6128567	T1_low	0.427421364431372
chr2	133481664	133482215	T1_low	0.499586584561637
chr17	56074960	56075192	T2_mid	0.562270682933374
chr6	29347669	29348401	T2_mid	0.584010446957815
chr10	120208649	120208989	T2_mid	0.662985916299832
chr2	125135932	125136098	T1_low	0.521140213091007
chr10	28492240	28492536	T3_high	0.800440464770291
chr7	17062476	17062576	T2_mid	0.559258473520262
chr12	116619690	116620214	T1_low	0.37584365960393
chr6	149424868	149425032	T3_high	0.748952795682562
chr16	67620881	67621187	T2_mid	0.638186800308091
chr2	62046414	62046964	T2_mid	0.680251030423381
chr14	50870099	50870563	T2_mid	0.558489434185957
chr7	93123979	93124317	T3_high	0.784402000549748
chr12	31712364	31712493	T2_mid	0.596739827233783
chr3	127188530	127189094	T2_mid	0.652236847519522
chr2	84799306	84799495	T1_low	0.534433848597751
chr13	23516917	23517018	T2_mid	0.571183887840785
chr17	80224313	80224575	T1_low	0.548760945170525
chr15	12365986	12366500	T1_low	0.504856808653147
chr14	50956070	50956507	T2_mid	0.589094196145103
chr5	48718121	48718561	T2_mid	0.649937267956301
chr10	6979213	6979660	T2_mid	0.64777913553111
chr3	57847745	57848285	T3_high	0.827149175140611
chr1	183669675	183670178	T2_mid	0.620649620966024
chr16	79718185	79718707	T3_high	0.692538323709127
chr10	107294021	107294753	T2_mid	0.556486383222704
chr15	53128560	53128974	T1_low	0.432579560706704
chr4	76175235	76175475	T3_high	0.846369201509787
chr15	45470532	45470689	T1_low	0.493559785818278
chr13	70729514	70729742	T3_high	0.760101260523207
chr2	41341775	41341899	T2_mid	0.620390064452186
chr19	21053913	21054079	T2_mid	0.625466651623085
chr19	24961511	24961935	T1_low	0.444296527754491
chr3	94472882	94473016	T3_high	0.786597433636726
chr3	85115979	85116464	T1_low	0.436150078621652
chr3	8712482	8712653	T3_high	0.768313476920068
chr16	11323033	11323496	T1_low	0.498075761793053
chr15	98664338	98664444	T3_high	0.684234825254242
chr2	145447384	145447530	T3_high	0.813043651717605
chr2	145832589	145832722	T3_high	0.774130859215181
chr10	116871699	116872136	T1_low	0.502573489957547
chr15	102673643	102673856	T2_mid	0.625378176687192
chr10	96646934	96647017	T2_mid	0.615362588085434
chr17	53578969	53579271	T1_low	0.519572037211149
chr13	113337327	113337425	T2_mid	0.658682764725453
chr19	12802970	12803077	T3_high	0.905296707792938
chr2	84758883	84759028	T2_mid	0.642511994732546
chr11	25838759	25838818	T3_high	0.793190046638983
chr5	45669476	45670091	T3_high	0.716329777195569
chr13	21478752	21479509	T2_mid	0.55534436674289
chr2	124408324	124408516	T3_high	1.21161007382338
chr18	12667955	12668190	T3_high	0.712735159955194
chr6	140519078	140519809	T1_low	0.549536610610321
chr10	63497562	63497674	T3_high	0.696174032775981
chr1	131071634	131071832	T3_high	0.796336939020578
chr12	35534268	35535245	T1_low	0.426382858140754
chr5	5559296	5559689	T3_high	0.791163632242988
chr1	158713387	158713584	T2_mid	0.594452190178981
chr3	58089410	58090060	T1_low	0.490628187430893
chr15	57600678	57600897	T2_mid	0.565826194284842
chr6	128597154	128597543	T2_mid	0.666078738185533
chr15	13304433	13304919	T1_low	0.406933735371486
chr8	67804107	67804660	T2_mid	0.607236608409601
chr17	68560409	68560560	T3_high	0.982934157740653
chr13	80963424	80963468	T1_low	0.521826758641551
chr3	8712913	8713134	T2_mid	0.575846454623423
chr16	38399640	38399902	T3_high	0.776579414635272
chr1	9700129	9700432	T3_high	0.721234233311702
chr16	49332400	49332579	T3_high	1.01051943540193
chr16	51845786	51845947	T2_mid	0.656510146066619
chr14	99010656	99010773	T3_high	0.768129649229714
chr13	21940387	21940594	T3_high	0.834024257931069
chr3	116016081	116016454	T1_low	0.457168727488309
chr17	63492892	63493427	T1_low	0.502895771429406
chr17	84148667	84149168	T1_low	0.452579218768518
chr18	56814109	56814419	T1_low	0.5062005851282
chr13	107219523	107219684	T1_low	0.500339074712672
chr18	42261914	42262499	T2_mid	0.555062610456559
chr13	3633882	3634688	T3_high	0.764751022829967
chr5	102123077	102123348	T3_high	0.870412702381833
chr2	90970677	90971009	T3_high	0.689361375749099
chr3	28176380	28176776	T2_mid	0.589423694634658
chr2	115581326	115581977	T3_high	1.11578314493882
chr5	26697850	26698074	T1_low	0.52391612538313
chr2	119029116	119029570	T2_mid	0.595613764135307
chr1	172061446	172061530	T2_mid	0.596520958179421
chr18	6764849	6765422	T1_low	0.548137092173324
chr1	171270008	171270770	T1_low	0.512492322730124
chr17	4297231	4297480	T3_high	0.811563621262078
chr4	97751767	97752127	T2_mid	0.615205382687444
chr3	114929674	114929952	T1_low	0.532734390672942
chr2	94384353	94384897	T2_mid	0.556338745295406
chr12	55465346	55465983	T1_low	0.415837226958517
chr18	24112498	24112841	T2_mid	0.616157800330665
chr10	34280694	34280823	T3_high	0.935653495579767
chr10	29313057	29313657	T1_low	0.509608474448486
chr19	29067077	29067405	T2_mid	0.553642683810308
chr14	73425866	73426052	T3_high	0.843042920036369
chr18	54545687	54545934	T2_mid	0.555284404738171
chr3	85528326	85528651	T2_mid	0.570761110555724
chr10	11274545	11274767	T2_mid	0.619260724546365
chr8	52571187	52571777	T3_high	0.901629650216253
chr10	19907260	19907740	T1_low	0.544916119524357
chr16	89994383	89994883	T1_low	0.463433766895145
chr5	39215240	39215368	T2_mid	0.587791790371424
chr2	138074029	138074533	T2_mid	0.569765281237561
chr14	86484230	86484620	T2_mid	0.583955214000791
chr14	101561205	101561706	T1_low	0.398652016629746
chr1	124035428	124035994	T3_high	0.983391626987957
chr2	41486282	41486396	T3_high	1.00008060181678
chr18	43663495	43663757	T3_high	0.878741793899804
chr3	108154763	108154992	T2_mid	0.596052499380379
chr8	126537276	126537624	T2_mid	0.653573282435224
chr7	92479882	92480019	T3_high	0.747695111484246
chr7	118592218	118592519	T1_low	0.505308614651828
chr18	22850736	22850797	T3_high	0.741807202239288
chr13	69761361	69761771	T2_mid	0.567493179012549
chr4	49567706	49567880	T2_mid	0.557714031718267
chr2	60722754	60722828	T3_high	0.821867361244552
chr3	145575957	145576610	T1_low	0.547511321876345
chr3	30599653	30600005	T3_high	0.943230460313411
chr16	87354134	87354598	T3_high	0.772910261043512
chr6	6162231	6162367	T1_low	0.43027811377436
chr12	31374698	31374880	T1_low	0.49523000630431
chr9	5634784	5635309	T3_high	0.799082054642658
chr2	3171916	3172065	T3_high	0.722045743780616
chr13	95777774	95777947	T1_low	0.51284774132679
chr18	12875479	12875679	T3_high	0.99524592225157
chr10	41598245	41598492	T2_mid	0.592397685840924
chr14	13358083	13358428	T2_mid	0.572206036637414
chr3	85052995	85053039	T3_high	0.818295724939049
chr2	129536600	129536654	T3_high	0.921858235575319
chr3	89456845	89456927	T3_high	0.784652046912085
chr4	13099000	13099149	T1_low	0.534350166038256
chr16	63016277	63016401	T3_high	0.828184168802374
chr1	83159658	83159746	T2_mid	0.676105073571482
chr1	31175516	31175636	T3_high	0.858841203878427
chr7	35269467	35269577	T2_mid	0.60862567779001
