gene_symbol	gene_class	log2FoldChange	padj	baseMean	max_delta_abc	sum_delta_abc	max_delta_unnorm	n_enhancers	n_gained	n_lost	sum_abc_wt	sum_abc_ko	sum_delta_unnorm
Zfp267	DEG_up	0.301250530627378	0.0169763518611585	368.528127737612	-0.02877	-0.094755	-0.082638	10	0	4	0.302031	0.207276	-0.157988
Gm5148	DEG_down	-1.06068918643772	2.36477852554765e-6	54.8422102876718	-0.034872	0.031259	-0.192184	6	3	1	0.27188	0.303139	-0.137373
Intu	DEG_down	-0.391134714175364	0.0122334029516543	197.130318899857	-0.031851	-0.048755	-0.030732	12	3	5	0.677387	0.628632	0.036196
Pcdh18	DEG_up	0.516387514965456	0.0140994543654901	112.189719295516	-0.044989	0.00623	-0.027001	12	5	4	0.498727	0.504957	0.217531
Slc7a11	DEG_up	0.532248751350994	9.10615371147634e-7	902.45489370268	-0.087577	-0.024181	-0.052817	13	7	5	0.489008	0.464827	0.017429
Foxo1	DEG_down	-0.540589530128417	0.0116909368710319	827.031103030073	0.020634	-0.031511	0.07024	10	1	2	0.296656	0.265145	-0.390165
Med12l	DEG_down	-0.410457085343486	0.00588823740672348	2632.95499295478	0.033751	-0.021891	0.212927	9	1	3	0.416205	0.394314	-0.129518
Kcnab1	DEG_down	-0.678533861300853	9.87537307676562e-7	883.573494379244	-0.029497	-0.096783	-0.029931	18	4	7	0.545648	0.448865	-0.16105
Tiparp	DEG_down	-0.492893870303703	4.44133897525603e-6	711.282192011143	0.020013	0.021421	0.063245	8	2	1	0.339953	0.361374	-0.165056
Lekr1	DEG_down	-0.846884243893205	9.87873717497202e-7	298.697172057427	0.016701	0.029207	0.028338	10	3	1	0.443257	0.472464	-0.155429
Rsrc1	DEG_down	-0.33418551333498	2.23647157693623e-4	1472.96244847774	0.066518	-0.006909	0.115595	12	5	7	0.545398	0.538489	0.036821
Ppm1l	DEG_down	-0.40666689432009	0.00224144544291928	7180.14182966292	-0.021363	-0.042637	-0.151386	5	0	3	0.222612	0.179975	-0.440628
Sptssb	DEG_down	-0.891923840963528	2.61359806002202e-4	167.750833898127	0.035961	-0.013912	-0.206324	6	2	3	0.606804	0.592892	-1.911
Zbbx	DEG_up	1.21374983325025	5.34394715126732e-7	49.4987043608514	0.227813	0.033873	0.090315	13	5	5	0.626438	0.660311	0.073416
Fstl5	DEG_down	-0.653652194568902	2.13053357294394e-9	2439.18903657372	0.059713	0.031576	0.106317	6	2	1	0.207358	0.238934	-0.023195
Pdgfc	DEG_down	-0.891745997614568	3.42521656027049e-7	765.580170207569	0.017761	-0.028462	0.05165	9	1	3	0.493695	0.465233	0.016827
Lrba	DEG_down	-0.345906151113815	0.00317147431673107	4345.28024561923	0.017367	0.004354	0.090345	5	1	1	0.136791	0.141145	0.061118
Dclk2	DEG_down	-0.605455622594113	1.32945687961387e-5	6087.685295782	-0.031229	-0.049326	-0.227616	7	2	2	0.260221	0.210895	-0.541662
Nes	DEG_up	0.568837628211156	0.0182730681682326	118.989162069732	-0.013269	0.015123	-0.056719	14	0	2	0.433089	0.448212	0.274463
Arhgef2	DEG_up	0.325071879852899	0.022085434928322	1653.73342893866	-0.125304	-0.603624	-1.293688	10	0	10	0.603624	0	-6.232053
Efna1	DEG_down	-1.0128352921548	4.41112753281366e-4	43.6465096419143	-0.072765	-0.031125	-0.810788	9	2	1	0.537578	0.506453	-0.475021
Slc27a3	DEG_up	0.916791420456256	7.39325624413219e-4	86.093976453344	0.030892	-0.012179	0.185528	12	2	3	0.469141	0.456962	0.257182
Notch2	DEG_down	-0.381426510050935	0.00607828369334696	1374.80534455417	0.038922	0.077276	0.09457	6	3	0	0.193481	0.270757	0.182486
Tent5c	DEG_up	0.857736558139818	0.022602064885772	40.3068869741554	0.059056	0.001909	0.085357	6	2	3	0.351477	0.353386	0.081391
Igsf3	DEG_down	-0.883472465939421	7.33496701680141e-18	3151.6614099421	-0.031775	-0.025321	-0.106197	12	4	3	0.45162	0.426299	-0.176986
Slc22a15	DEG_down	-0.570002812524085	1.0357992296306e-4	711.303851974016	-0.028451	-0.073167	-0.36243	11	2	5	0.474031	0.400864	-1.359474
Tspan2	DEG_down	-0.487081212625207	0.00438439400572356	2183.81366244204	-0.038812	-0.044991	-0.131697	9	1	3	0.452465	0.407474	-0.296118
Syt6	DEG_down	-2.98376889120478	3.29422045969225e-29	238.760745529967	-0.107901	-0.108278	-0.989984	13	3	4	0.68518	0.576902	-1.943579
Kcnd3	DEG_down	-0.877221471872893	4.07751894317739e-6	4181.27264236522	-0.013917	0.003787	-0.186899	10	1	1	0.471574	0.475361	-0.180546
Kcnc4	DEG_down	-0.891553424245981	2.47112700561121e-17	486.6018858594	-0.018685	-0.033555	-0.160458	12	1	3	0.416149	0.382594	-0.848996
Slc6a17	DEG_down	-0.579621374873019	2.82603511361632e-7	2362.15045227929	-0.031551	-0.039201	-0.604599	10	1	4	0.493288	0.454087	-1.675499
Plppr5	DEG_down	-0.704601157491625	4.57405194994509e-7	1032.8109633482	0.175958	0.582424	0.070193	10	10	0	0	0.582424	0.232339
Snx7	DEG_down	-1.00774890440717	7.96480740193581e-12	159.99655441095	0.02899	-0.049428	0.032893	11	3	6	0.196667	0.147239	0.022543
Rwdd3	DEG_down	-1.84070054541783	3.57108409452199e-32	128.933915445092	-0.022785	-0.082663	-0.145295	10	1	5	0.524899	0.442236	-0.848003
Alg14	DEG_down	-0.470801207920805	0.00143307338653965	380.158749753408	-0.036029	-0.050046	-0.538381	5	1	3	0.314116	0.26407	-1.05413
Arhgap29	DEG_down	-0.548255203926732	5.84833898302062e-9	393.330470559894	0.058325	-0.015266	0.066673	14	4	7	0.551058	0.535792	-0.143258
Abca4	DEG_down	-1.37195994225984	7.27001182262459e-6	26.4368773131564	0.033202	-0.020006	0.037022	13	2	3	0.427093	0.407087	-0.055436
Gclm	DEG_down	-0.796684792266868	6.19311851875417e-5	119.220107962489	-0.062071	-0.148522	-0.859596	6	2	4	0.453473	0.304951	-2.726613
Bcar3	DEG_down	-0.487120623426706	5.38958827189097e-4	281.159895728195	-0.042317	-0.099985	-0.396609	11	1	5	0.477179	0.377194	-1.516841
Sec24d	DEG_down	-0.357378002856509	0.0161664421049614	310.309723634053	-0.037386	-0.056684	-0.074863	9	3	3	0.358858	0.302174	-0.138582
Ndst3	DEG_down	-0.414829780334531	0.00471024223249195	10012.0760204181	-0.073547	-0.061655	-0.754252	4	1	3	0.256002	0.194347	-0.876084
Ndst4	DEG_down	-1.40718547039242	0.00284318148602646	319.248064498704	0.04687	-0.009567	0.016021	9	3	5	0.170894	0.161327	-0.001191
Slc9b2	DEG_down	-0.942687856499657	0.0156715278256092	29.4712389623737	-0.044829	0.019023	-0.049264	9	3	1	0.332493	0.351516	0.034486
Manba	DEG_down	-0.38865253104378	0.00950622963113896	209.266848139179	0.020359	0.020621	0.076738	8	3	1	0.395098	0.415719	-0.171793
Emcn	DEG_down	-0.867461938004761	2.30790927408148e-6	106.111253211216	-0.02724	-0.059882	-0.364771	7	1	3	0.684707	0.624825	-0.917512
Lmo4	DEG_up	0.45185855864077	0.0135174259432802	445.592446516676	0.031091	0.078007	0.081455	8	3	1	0.387118	0.465125	0.297444
Adgrl2	DEG_down	-0.45746233610673	9.75505005348876e-4	2032.89520553034	-0.046473	0.03396	-0.055032	6	3	2	0.560691	0.594651	0.471526
Acadm	DEG_down	-0.374173531921786	0.0150231872318188	262.91657790849	0.027743	0.057319	0.077807	5	2	0	0.200714	0.258033	0.16204
Slc44a5	DEG_down	-0.575867950019253	0.00268897967282577	1780.81878884255	-0.037911	-0.020242	-0.042211	7	2	3	0.452415	0.432173	0.220549
Erich3	DEG_down	-0.853680448354667	3.74879956037043e-10	214.466701151262	0.021261	0.038792	0.091371	8	2	0	0.233818	0.27261	0.219159
Lrrc7	DEG_up	0.443815384981515	3.93525250534884e-5	784.249539556884	-0.04174	-0.054324	-0.025401	3	1	2	0.364315	0.309991	0.355039
Wls	DEG_up	0.309923584074896	0.0399429866051332	342.463515543723	0.019345	0.019199	0.020125	6	2	1	0.113314	0.132513	0.063313
Lyn	DEG_down	-0.946062903415197	1.53095985917181e-5	717.542705614555	-0.057932	-0.091125	-0.527953	7	2	4	0.402725	0.3116	-1.154649
Plag1	DEG_down	-0.903871369817802	1.90860936105811e-6	126.113137687958	-0.01205	-0.024196	-0.037292	3	0	1	0.127385	0.103189	-0.076163
Chchd7	DEG_down	-0.904867350221025	1.84557345834104e-6	166.735283763838	-0.012067	-0.024199	-0.03732	3	0	1	0.12681	0.102611	-0.076242
Fam110b	DEG_down	-0.372884472591748	0.0261301810537107	4399.89856420398	0.022734999999999998	0.009845	0.008946	12	4	5	0.474814	0.484659	-0.149943
Nsmaf	DEG_down	-0.55920701960392	1.05164620036023e-4	1120.51878441612	-0.044869	-0.104652	-0.424905	12	3	5	0.508614	0.403962	-1.913408
Trp53inp1	DEG_up	0.376003491676148	0.0135489158959058	1065.21389900122	0.01726	0.023099	0.155268	7	2	1	0.255211	0.27831	0.298168
Ccne2	DEG_up	0.376215041022087	0.0119345157353833	248.23623681653	0.022449	0.01715	0.248896	7	1	1	0.347714	0.364864	0.409249
Triqk	DEG_down	-0.720781624815075	9.32197297728677e-5	94.534206659804	-0.018808	-0.023817	-0.084544	7	1	2	0.183603	0.159786	-0.230057
Necab1	DEG_down	-1.11430736750777	2.85661445344014e-7	506.190758423564	-0.026318	-0.020979	-0.144876	11	2	2	0.507275	0.486296	-0.492506
Mmp16	DEG_up	0.342519549177584	0.034307204435873	7036.04442497312	0.003379	0.002288	0.010989	3	0	0	0.208818	0.211106	-0.007423
Epha7	DEG_down	-0.429170376646165	0.0206122142033843	2909.69631598571	0.03742	0.005694	-0.018836	3	1	2	0.450656	0.45635	-0.196932
Cnr1	DEG_down	-0.414020729279223	0.0400760206268307	6083.79078127983	-0.042165	-0.15429	-1.061247	9	0	5	0.603173	0.448883	-4.422381
Nudt2	DEG_down	-0.593304926540899	0.038420621348232	55.5936720701958	0.014764	-0.0159	0.106876	11	1	0	0.311125	0.295225	-0.299416
Unc13b	DEG_down	-0.622282623842894	1.15612159435636e-4	1130.21704554159	-0.031711	-0.013663	-0.233403	12	3	2	0.568665	0.555002	-0.309247
Car9	DEG_down	-2.46271199091118	2.26833899258309e-9	21.6641673555436	0.036954	0.056062	-0.004474	8	2	0	0.4079	0.463962	-0.226124
Glipr2	DEG_up	1.02883033313885	1.69266345472606e-5	84.5978420926131	0.082071	0.085432	0.211446	12	4	5	0.349721	0.435153	0.433859
Pax5	DEG_up	1.99828332389109	8.82503664951713e-6	22.9461509028798	0.026586	-0.02328	0.077365	6	1	3	0.302992	0.279712	0.011916
Shb	DEG_up	0.986231341583129	3.18196049280345e-4	582.150441340643	0.09966	0.198333	0.889477	8	4	3	0.395261	0.593594	2.856204
Tbc1d2	DEG_down	-0.964056061021037	0.00504143591178661	41.9691962215191	-0.014144	0.003727	-0.091906	8	0	1	0.209026	0.212753	0.003776
Tmem245	DEG_down	-0.392666551541314	0.00412069561173686	1044.52842973406	-0.027779	-0.033814	-0.133578	6	1	3	0.347347	0.313533	-0.131105
Ptpn3	DEG_down	-0.768541700408089	2.10222801817515e-5	526.995819802077	-0.058398	-0.072814	-0.398589	9	2	3	0.45159	0.378776	-0.75671
D630039A03Rik	DEG_down	-1.80088211937225	6.45597922918008e-8	32.1401676276352	0.032351	0.011259	0.079961	5	2	1	0.487883	0.499142	-0.066603
Svep1	DEG_down	-2.75156508161886	1.46490277448914e-81	712.55049117797	-0.047557	-0.061275	-0.748093	6	1	2	0.563364	0.502089	-1.695216
Wdr31	DEG_down	-1.00901939926633	0.0273096023716053	19.0915125320282	-0.042759	-0.056204	-0.294643	11	4	4	0.602954	0.54675	-1.349335
Tle1	DEG_up	0.612167133954261	2.30613138948801e-4	1893.76206155963	-0.025887	0.004574	-0.062088	3	2	1	0.206412	0.210986	0.215872
Ttc39b	DEG_down	-0.705655338036902	1.99328783316232e-5	628.084169678552	-0.029283	-0.055317	-0.119863	7	0	3	0.372613	0.317296	-0.27698
Cntln	DEG_down	-0.502561741397775	1.41703399251229e-7	938.212917751397	0.020488	0.04361	0.081246	6	3	1	0.080837	0.124447	0.082693
Slc24a2	DEG_down	-0.894172440406203	2.16889795644563e-10	6091.05320255803	0.004142	0.007039	0.016837	3	0	0	0.073855	0.080894	0.041335
Focad	DEG_down	-0.952870998910974	1.94103681931493e-10	2207.19165988349	-0.022954	0.005581	-0.225104	6	3	2	0.283032	0.288613	-0.308785
Hacd4	DEG_down	-1.08549909530044	1.2194958800895e-18	264.66854096174	-0.038497	-0.067211	-0.038479	14	4	8	0.408658	0.341447	-0.125246
Patj	DEG_down	-0.92328031219871	4.96658108643416e-5	1555.05757922964	0.038766	0.002672	0.055948	9	1	2	0.320183	0.322855	-0.393612
Atg4c	DEG_down	-0.369756969311768	0.0137193089812453	800.611279726922	-0.025173	0.00189	-0.116326	8	3	2	0.282827	0.284717	-0.152942
Alg6	DEG_down	-0.507356961497004	2.77637075573071e-4	394.722830790444	0.033121	0.034468	0.022619	3	2	1	0.454576	0.489044	0.001753
Ror1	DEG_down	-0.579024137106544	0.00414852423786131	5127.92215635043	-0.029928	-0.063725	-0.353107	9	1	2	0.498557	0.434832	-0.817943
Raver2	DEG_down	-0.549096906661782	2.5849307488114e-5	358.861701244586	-0.026811	-0.036231	-0.036795	12	2	4	0.323249	0.287018	-0.035672
Prkaa2	DEG_down	-0.531292916437915	1.2197517190019e-5	564.401054636516	-0.072732	-0.071179	-0.352761	4	1	2	0.301898	0.230719	-0.394027
Mknk1	DEG_down	-0.457961711299799	3.81269854547054e-6	352.34349025334	-0.015841	-0.021755	-0.05141	7	1	3	0.281919	0.260164	-0.057842
Tesk2	DEG_down	-0.676499781711901	0.0326018135912031	59.5638201374911	-0.011067	-0.003372	-0.066153	7	0	1	0.344407	0.341035	0.092402
Ptprf	DEG_up	0.616221134714403	3.58336966681785e-6	1646.75594106135	-0.032097	-0.076217	-0.152319	10	1	5	0.518957	0.44274	-0.362032
Rimkla	DEG_down	-0.454961872902241	0.0225402239635367	403.678362018632	-0.016964	-0.003777	-0.113959	7	2	1	0.316829	0.313052	-0.164166
Foxo6	DEG_up	0.932377684796467	0.00570067833281284	76.900695105229	-0.020739	-0.023878	-0.086811	6	1	2	0.313422	0.289544	-0.005625
Mycl	DEG_up	0.573360459699323	0.0144503186436508	361.242890137748	0.026067	0.034623	0.102555	9	2	2	0.419852	0.454475	0.258839
Snip1	DEG_up	0.372905475924201	0.0440806458587299	165.023100593613	-0.020805	-0.02243	-0.084584	8	1	2	0.26527	0.24284	-0.065708
Grik3	DEG_up	0.644803108490424	0.00256068315034057	1393.63028306957	-0.028631	-0.001482	0.026039	8	2	1	0.284734	0.283252	0.20965
Phc2	DEG_down	-0.432501848482954	1.04797199670701e-6	3739.55845770226	-0.024076	-0.048416	-0.37569	5	0	2	0.315564	0.267148	-0.811736
Azin2	DEG_down	-0.323142707712802	0.0276060469543237	288.670217551921	-0.019605	-0.013667	-0.229014	10	0	1	0.420548	0.406881	-0.23295
Ptpru	DEG_down	-0.523727030259637	0.0241234066352074	244.903236604744	-0.024441	-0.021967	-0.137122	9	0	1	0.29582	0.273853	-0.129077
Ldlrap1	DEG_down	-1.2717859490934	1.57767611033974e-17	295.700393421947	-0.02431	-0.045207	-0.764914	7	0	2	0.360353	0.315146	-1.770829
Clic4	DEG_up	0.389501608625407	0.00242112982577507	1344.27478061335	-0.009602	-0.019804	-0.025038	4	0	0	0.102635	0.082831	-0.021417
Nipal3	DEG_down	-0.392138880133395	0.0480073889099525	454.145069113696	-0.018087	0.004884	-0.134535	4	1	1	0.169912	0.174796	-0.131426
Hmgcl	DEG_down	-0.38126135695305	0.0218153834046173	213.706207574174	-0.057585	-0.058576	-0.978868	9	2	2	0.502698	0.444122	-1.646249
C1qb	DEG_up	0.644132110269223	0.0420323534337958	78.2028342643937	0.013849	0.018285	0.055217	9	2	2	0.191158	0.209443	0.082473
C1qa	DEG_up	0.69583563188443	0.0406068334576613	75.3202831628992	-0.013871	-0.020378	-0.056322	12	2	4	0.308923	0.288545	-0.073498
Wnt4	DEG_up	0.675061861797874	0.0290538047708982	41.2352245800761	-0.025454	-0.01871	-0.103179	6	1	1	0.22664	0.20793	-0.085446
Tmem51	DEG_down	-2.1022611063402	1.15080705509889e-26	86.1742901551251	-0.04736	-0.092183	-1.075382	8	1	5	0.6458	0.553617	-5.355933
Disp3	DEG_down	-0.338478421202855	0.0463329290406017	951.556384628214	0.011078	0.006679	0.090932	4	1	0	0.130477	0.137156	0.104866
H6pd	DEG_down	-0.479013285580157	0.00641292597040952	252.24067422048	-0.019665	-0.032611	-0.249133	8	1	3	0.4493	0.416689	-0.669318
Chd5	DEG_up	0.564167979279731	6.03521896976116e-4	367.578991922877	0.02169	0.026835	0.203176	10	3	0	0.360586	0.387421	0.377636
Dffb	DEG_down	-0.536340276592802	0.0389676902355525	66.0589058886326	-0.016844	-0.019894	-0.087065	6	0	2	0.223166	0.203272	-0.159771
Trp73	DEG_down	-2.25634919601165	5.84601993653003e-18	233.253220264816	-0.063804	-0.026207	-0.672355	7	3	2	0.525687	0.49948	-1.344795
Wrap73	DEG_down	-0.696217247945196	1.46827617472826e-11	453.624059184255	-0.063059	-0.076529	-0.671949	7	2	3	0.498034	0.421505	-1.661056
Mmel1	DEG_down	-0.89744893912479	0.00242112982577507	53.1014784850338	0.01393	0.002742	-0.002416	10	2	1	0.435225	0.437967	-0.637792
Prxl2b	DEG_down	-0.729750449315277	0.00423947067556656	132.616582233206	-0.020094	-0.026151	-0.389178	6	0	1	0.303481	0.27733	-0.826883
Plch2	DEG_down	-0.587081226658576	0.0152569725831071	1107.30722241512	-0.02217	0.008873	-0.476492	12	1	1	0.525954	0.534827	-0.518359
Cfap69	DEG_down	-0.561326680139641	0.00185393291548841	127.117284812536	0.051467	-0.014713	0.153522	14	4	5	0.494713	0.48	0.103285
Zfp804b	DEG_down	-0.592406428224887	0.00518584751636845	160.006251201713	-0.077439	-0.141685	-0.031192	14	3	7	0.448664	0.306979	-0.046332
Dbf4	DEG_up	0.564983609741308	0.0110591073162285	191.980694813031	0.037283	-0.022641	0.202576	13	3	4	0.576333	0.553692	0.455535
Crot	DEG_down	-0.500210568542763	1.79052846710068e-4	378.955576276894	-0.029763	-0.046451	-0.148651	10	0	1	0.291943	0.245492	-0.22281
Tmem243	DEG_down	-0.414747452459631	0.00179404705952815	246.313360964585	0.027794	0.059083	0.123483	12	4	1	0.414479	0.473562	0.341266
Sema3d	DEG_down	-0.948584436809912	3.25252262184463e-21	1012.04231699884	-0.041151	-0.075266	-0.021361	6	2	4	0.167001	0.091735	-0.00317
Sema3a	DEG_down	-0.911027093058826	5.50660705634747e-8	1409.14245309763	-0.044481	0.02534	-0.013446	18	9	6	0.595947	0.621287	0.020877
Fam185a	DEG_down	-0.622908584488267	7.71106884346149e-6	217.086021712853	-0.021527	-0.051518	-0.074248	7	1	4	0.282136	0.230618	-0.15762
Gm1979	DEG_down	-1.87907314447955	6.42526438372047e-20	77.7050465632403	-0.037146	0.014727	-0.080244	9	4	3	0.340084	0.354811	-0.03827
Gm5862	DEG_down	-1.85728901110213	1.25501285018632e-24	72.030555119042	-0.042273	0.045439	-0.069942	12	7	3	0.358536	0.403975	0.153978
5031410I06Rik	DEG_down	-2.02279637751128	1.59009303556587e-9	26.8789141418242	0.06355	0.105006	0.096309	19	8	9	0.399034	0.50404	0.235211
Gm10220	DEG_down	-2.09928570147533	8.04157343416846e-11	24.5777383187164	0.043378	0.00709	0.052817	14	5	5	0.274128	0.281218	0.012222
Cnpy1	DEG_down	-0.868639059797806	5.51512845371961e-9	1634.97589386048	-0.045541	-0.024754	-0.886818	9	2	2	0.782098	0.757344	-3.411913
Dpysl5	DEG_up	0.68299518145773	3.21211965178877e-5	2844.53228102919	-0.012324	-0.02706	-0.094622	9	0	3	0.293915	0.266855	-0.212525
Fosl2	DEG_up	0.567150857246161	1.04497767609826e-5	274.395182274715	0.026361	0.012997	0.230648	5	2	2	0.327397	0.340394	0.091762
Slbp	DEG_up	0.414086876051656	0.020673692863795	203.642182232128	0.015831	0.00699	0.559947	3	1	0	0.391538	0.398528	0.47699
Grk4	DEG_down	-0.592276558176419	0.00433411921567867	119.850495027173	0.012358	0.02675	0.13636	8	1	0	0.228484	0.255234	0.41178
Slc2a9	DEG_down	-0.975538743172348	5.25640836801691e-7	101.982386627844	-0.02676	-0.055309	-0.121627	12	2	5	0.608677	0.553368	-0.607655
Gm16223	DEG_down	-0.993159548867028	0.0100953158539575	20.3973367219858	-0.049913	0.011195	-0.340546	6	3	2	0.614792	0.625987	-0.498181
Prom1	DEG_down	-0.966999347357296	7.3807111864517e-10	953.08749444768	0.040919	-0.033318	-0.423611	7	2	4	0.773844	0.740526	-2.017191
Rell1	DEG_down	-0.571980464114179	3.13795756846081e-9	585.884535814391	-0.026499	-0.0338	-0.272756	8	3	3	0.404084	0.370284	-0.62877
Fam114a1	DEG_down	-0.855157254531368	4.43685638075549e-4	60.5999892981264	-0.056281	-0.028967	-0.053186	11	4	3	0.456612	0.427645	0.010491
Klhl5	DEG_down	-0.548017594631697	1.60606556810399e-8	829.962643454475	-0.026879	-0.032047	-0.064714	11	2	2	0.559182	0.527135	-0.101447
Wdr19	DEG_down	-0.460983066393657	1.14589296596447e-5	346.979727652807	-0.014236	-0.023811	-0.089434	5	1	2	0.197311	0.1735	-0.197754
Rfc1	DEG_down	-0.345505602511845	0.0313745651203838	586.420671309753	-0.022059	-0.052898	-0.059468	11	2	4	0.504439	0.451541	-0.150166
Limch1	DEG_down	-0.553936048271382	0.0016982895269547	3976.76715358775	-0.022875	-0.04506	-0.072547	6	0	2	0.224358	0.179298	-0.055334
Gabrb1	DEG_down	-0.508213683374336	1.89640271526907e-4	3215.49265991064	0.026401	0.033076	0.036049	7	3	2	0.218326	0.251402	0.076831
Tec	DEG_down	-0.694100911813114	0.00122385519792793	144.360431941166	-0.054585	-0.075879	-0.217479	6	0	2	0.531034	0.455155	-0.383863
Lnx1	DEG_down	-0.582686831177552	9.64001025411317e-4	533.473469415808	-0.030464	-0.059932	-0.044495	8	2	4	0.607218	0.547286	-0.045392
Epha5	DEG_up	0.882311803220247	3.30664766914209e-4	1545.87481967903	0.090464	0.108854	0.692434	7	3	3	0.411499	0.520353	1.773786
Rassf6	DEG_down	-1.08744128093845	7.33969416446456e-6	68.4387842454691	-0.041118	-0.022523	-0.055842	13	5	5	0.344788	0.322265	-0.115698
Cdkl2	DEG_down	-0.412846456940328	0.0418548713027466	189.650268527422	0.015515	2.88e-4	0.022717	8	2	2	0.770175	0.770463	-0.517101
Shroom3	DEG_down	-0.682812714071009	1.51533888575269e-5	245.285905265269	-0.024887	0.002215	-0.036615	13	3	4	0.563392	0.565607	0.014753
Fgf5	DEG_down	-1.33266887950104	6.64900331626949e-12	193.672485416322	-0.017944	-0.032709	-0.005523	10	2	2	0.492631	0.459922	0.17991
Cfap299	DEG_down	-0.920009291655057	6.61433576057955e-5	105.64851545935	-0.018621	-0.024086	-0.025086	12	1	4	0.537723	0.513637	-0.023595
Gm38413	DEG_down	-2.29726438549465	8.95177034263193e-8	15.9286091968191	-0.040979	-0.021794	-0.068023	10	3	3	0.51506	0.493266	-0.063387
Aff1	DEG_down	-0.48636832176865	4.91589043009239e-6	714.05497965112	0.047613	-0.026872	0.070481	10	4	4	0.397952	0.37108	-0.111251
Hsd17b11	DEG_down	-0.660154884810514	1.22974064723997e-5	139.613901635354	0.005646	-0.001148	0.010293	6	0	0	0.268553	0.267405	-0.056108
Lrrc8c	DEG_up	0.329575387897293	0.00956376848111328	473.289652460738	0.029622	-0.002484	0.154731	6	1	1	0.245956	0.243472	0.17508
Barhl2	DEG_down	-0.625285560215962	0.00590069432142967	822.91628546712	0.036161	-0.05537	-0.034529	12	3	6	0.636095	0.580725	-2.900458
Grk3	DEG_down	-0.760002904024019	7.63224155497687e-8	2274.09767364473	-0.026626	-0.125414	-0.354699	8	1	7	0.424031	0.298617	-1.672393
Svop	DEG_down	-0.375680247149337	0.0488517900988761	445.567665351433	0.009001	-0.004806	0.09467	5	0	0	0.244666	0.23986	-0.023484
Cabp1	DEG_down	-0.403485528998011	0.00890278974512613	302.8760599992	-0.011715	-0.026306	-0.274278	10	1	1	0.584478	0.558172	-1.318591
Dynll1	DEG_up	0.448252624781474	0.0209515273211848	1095.65556723203	0.021416	0.002172	0.22995	6	1	2	0.262136	0.264308	0.057034
