chr1	x1	x2	chr2	y1	y2	ctrl_merge	mut_merge
chr2	52080000	52085000	chr2	52210000	52215000	148.649778922399	117.32617334524788
chr2	58770000	58775000	chr2	58805000	58810000	274.85396758715336	251.02085864543935
chr2	29240000	29245000	chr2	29600000	29605000	137.936688284079	150.31737057367965
chr2	80580000	80585000	chr2	80635000	80640000	196.24448752403268	199.593773404757
chr2	28465000	28470000	chr2	28545000	28550000	140.88337294260668	128.41461958487832
chr2	28215000	28220000	chr2	28385000	28390000	238.88877010345468	226.30688695112863
chr2	25190000	25195000	chr2	25225000	25230000	294.0873902638753	289.166737874349
chr2	160790000	160795000	chr2	160870000	160875000	240.44341683387768	244.629840373993
chr2	93740000	93745000	chr2	93780000	93785000	317.2192193269733	309.35900863011665
chr2	27440000	27445000	chr2	27540000	27545000	134.95990914106366	109.05771696567534
chr2	158055000	158060000	chr2	158215000	158220000	98.05828622976942	106.75964919726054
chr2	90865000	90870000	chr2	90900000	90905000	331.9798924128217	304.61426003773965
chr2	166905000	166910000	chr2	167000000	167005000	168.02683238188433	170.48394445578265
chr2	117180000	117185000	chr2	117230000	117235000	189.41090718905102	164.642598350843
chr2	181160000	181165000	chr2	181285000	181290000	167.89801398913067	146.27980796496067
chr2	30045000	30050000	chr2	30160000	30165000	206.109580039978	185.47738949457766
chr2	160595000	160600000	chr2	160670000	160675000	170.57079792022702	188.77837554613765
chr2	121955000	121960000	chr2	122020000	122025000	145.4304498036703	129.52093297243132
chr2	120730000	120735000	chr2	120865000	120870000	138.7243563135463	126.62857683499668
chr2	102290000	102295000	chr2	102450000	102455000	98.04096323251747	88.11323761940001
chr2	75600000	75605000	chr2	75655000	75660000	145.52965819835666	167.03124531110132
chr2	32130000	32135000	chr2	32285000	32290000	157.257525722186	134.94173598289467
chr2	18605000	18610000	chr2	18690000	18695000	159.19497148195902	156.149288336436
chr2	28580000	28585000	chr2	28640000	28645000	174.10934960842133	175.5840824842453
chr2	180045000	180050000	chr2	180250000	180255000	111.38179071744293	86.45278592904408
chr2	143125000	143130000	chr2	143215000	143220000	159.29922521114366	144.64268525441466
chr2	139195000	139200000	chr2	139275000	139280000	170.70895198980998	147.65325979391767
chr2	75660000	75665000	chr2	75830000	75835000	108.95335209369672	100.98952798048644
chr2	70660000	70665000	chr2	71050000	71055000	105.87395590543753	82.36314729849498
chr2	118645000	118650000	chr2	118735000	118740000	115.084575454394	127.63372478882468
chr2	151540000	151545000	chr2	151740000	151745000	84.14018927017837	80.03404035170873
chr2	149735000	149740000	chr2	149825000	149830000	132.627232293288	143.80904821554802
chr2	138475000	138480000	chr2	139275000	139280000	60.02066175142924	44.42154477039973
chr2	75605000	75610000	chr2	75830000	75835000	121.54970161120104	120.87770686546968
chr2	57715000	57720000	chr2	57925000	57930000	103.15019178390484	74.05483225981392
chr2	32720000	32725000	chr2	32925000	32930000	91.51310217380541	86.15315812826157
chr2	33745000	33750000	chr2	34635000	34640000	66.55173875888191	58.53620058298109
chr2	20965000	20970000	chr2	21915000	21920000	43.2436495621999	49.9318602979183
chrX	8205000	8210000	chrX	8245000	8250000	115.78416635592782	115.8779634833337
chrX	157470000	157475000	chrX	157585000	157590000	52.92073741555217	42.61315677563346
chrX	74305000	74310000	chrX	74365000	74370000	77.05140908559166	72.05835743745169
chrX	152175000	152180000	chrX	152230000	152235000	57.54380303621293	51.43561501801013
chrX	10215000	10220000	chrX	10265000	10270000	69.11152060826619	56.32956376671794
chrX	7470000	7475000	chrX	7645000	7650000	47.38290498654047	49.57905476291973
chrX	164180000	164185000	chrX	164395000	164400000	42.58397640784583	50.99311051766077
chrX	153220000	153225000	chrX	153265000	153270000	50.57769811153414	50.09933519363403
chrX	134965000	134970000	chrX	135035000	135040000	28.003638446331035	43.624636620283134
chr3	103480000	103485000	chr3	103515000	103520000	263.63822944959	237.59470371405268
chr3	69795000	69800000	chr3	69860000	69865000	205.81859254837033	165.83968905607833
chr3	88715000	88720000	chr3	88755000	88760000	329.80352640151966	330.05908234914136
chr3	94365000	94370000	chr3	94455000	94460000	133.353343864282	128.8567041953403
chr3	151330000	151335000	chr3	151365000	151370000	265.94505198796566	251.52436200777666
chr3	141535000	141540000	chr3	141595000	141600000	151.9266991615293	144.038104693095
chr3	79245000	79250000	chr3	79280000	79285000	247.4612694978713	248.86876296997067
chr3	53045000	53050000	chr3	53200000	53205000	195.00710479418433	180.847375154495
chr3	52905000	52910000	chr3	52975000	52980000	197.51815978686034	160.208618481954
chr3	103480000	103485000	chr3	103735000	103740000	88.23624771833433	88.5831688841184
chr3	108855000	108860000	chr3	108910000	108915000	154.062574326992	157.56397755940768
chr3	144450000	144455000	chr3	144570000	144575000	147.40932750701936	143.76980739831933
chr3	124000000	124005000	chr3	124045000	124050000	288.7494723002114	225.4615489641823
chr3	95515000	95520000	chr3	95585000	95590000	179.910935163498	200.30273250738767
chr3	139865000	139870000	chr3	140140000	140145000	113.43241516749039	100.0053211649258
chr3	135440000	135445000	chr3	135515000	135520000	165.703977108002	183.27908444404602
chr3	52120000	52125000	chr3	52160000	52165000	264.50555276870733	236.2602712313337
chr3	37640000	37645000	chr3	37765000	37770000	118.534585316976	111.70687574148167
chr3	35690000	35695000	chr3	35970000	35975000	127.29595710833833	124.50633005301144
chr3	135885000	135890000	chr3	137365000	137370000	48.7166366080443	39.53830919663113
chr3	105685000	105690000	chr3	105955000	105960000	49.038729588190705	46.04397931694984
chr3	116505000	116510000	chr3	116710000	116715000	61.95564107100167	52.27318141857783
chr3	80910000	80915000	chr3	81035000	81040000	52.126339217027	47.6537988980611
chr3	18050000	18055000	chr3	18990000	18995000	68.11465020974477	70.39355070392293
chr3	138195000	138200000	chr3	139190000	139195000	53.85760470231373	47.72134550412496
chr3	25205000	25210000	chr3	26150000	26155000	74.04015318552653	57.49672465523083
chr4	149425000	149430000	chr4	149460000	149465000	349.39204963048337	308.7517528533933
chr4	62360000	62365000	chr4	62405000	62410000	183.067283709844	161.52831665674867
chr4	62580000	62585000	chr4	62670000	62675000	217.609806219737	185.98158208529165
chr4	63255000	63260000	chr4	63305000	63310000	185.25866687297798	160.74437371889735
chr4	40720000	40725000	chr4	40755000	40760000	202.913221915563	186.64514265457765
chr4	128885000	128890000	chr4	128920000	128925000	272.624578555425	287.9383472998937
chr4	62610000	62615000	chr4	62645000	62650000	283.903691927592	249.20285590489732
chr4	116140000	116145000	chr4	116175000	116180000	217.28014421462998	185.68255180120468
chr4	148115000	148120000	chr4	148165000	148170000	278.114132642746	252.7014142672223
chr4	151860000	151865000	chr4	151900000	151905000	249.848357081413	223.243503411611
chr4	148040000	148045000	chr4	148080000	148085000	257.1554874579113	212.51274899641666
chr4	106995000	107000000	chr4	107035000	107040000	240.528763214747	224.11967873573334
chr4	129985000	129990000	chr4	130075000	130080000	213.09202114741	220.47545727093998
chr4	136740000	136745000	chr4	136840000	136845000	171.3833042383193	168.24333496888465
chr4	133685000	133690000	chr4	133720000	133725000	400.3562784194947	346.18481699625636
chr4	128655000	128660000	chr4	128705000	128710000	201.0962229569753	191.67005554835
chr4	33520000	33525000	chr4	33735000	33740000	109.01293112834314	78.1534559627374
chr4	128810000	128815000	chr4	128880000	128885000	156.451558828354	143.88682162761668
chr4	132300000	132305000	chr4	132350000	132355000	225.28228477636966	211.21183522542333
chr4	97780000	97785000	chr4	97950000	97955000	145.531263788541	121.21023607254001
chr4	140645000	140650000	chr4	140700000	140705000	137.98690199851998	128.7198875347773
chr4	155365000	155370000	chr4	155470000	155475000	176.46374956766763	145.79906260967266
chr4	156030000	156035000	chr4	156105000	156110000	205.66739952564265	206.59708309173598
chr4	149750000	149755000	chr4	149955000	149960000	123.300039847692	133.18398169676433
chr4	108325000	108330000	chr4	108460000	108465000	124.17004656791687	122.33206113179567
chr4	97780000	97785000	chr4	97995000	98000000	106.1729011535643	87.00360995531082
chr4	107890000	107895000	chr4	108115000	108120000	101.31672294934572	91.84474784135811
chr4	142110000	142115000	chr4	143020000	143025000	75.30849436918892	76.56600779294966
chr4	132765000	132770000	chr4	132920000	132925000	108.27184434731821	92.6409507989883
chr4	100025000	100030000	chr4	100095000	100100000	125.18349941571567	104.02978475888584
chr4	97575000	97580000	chr4	97655000	97660000	133.75593129793802	118.35842192173
chr4	120610000	120615000	chr4	120890000	120895000	62.98409269253414	48.7917472521464
chr4	41520000	41525000	chr4	41650000	41655000	164.70063340663933	141.2892154455187
chr4	11320000	11325000	chr4	11480000	11485000	126.88802812496834	139.411679883798
chr4	136650000	136655000	chr4	137070000	137075000	76.86575162410736	66.61535688241322
chr4	130955000	130960000	chr4	131365000	131370000	101.71973480780935	90.84838831424698
chr4	67475000	67480000	chr4	67670000	67675000	83.62145185470565	62.65381232897443
chr4	115900000	115905000	chr4	116070000	116075000	54.6308204929034	40.13885160287223
chr4	132090000	132095000	chr4	132345000	132350000	70.53436797857286	52.71960977713267
chr4	110025000	110030000	chr4	111685000	111690000	57.498556633790336	44.66999232769013
chr5	130020000	130025000	chr5	130135000	130140000	286.9806063175203	255.60950032869968
chr5	113490000	113495000	chr5	113725000	113730000	188.56325872739168	194.69814183314634
chr5	110135000	110140000	chr5	110175000	110180000	195.11038144429503	184.15627658367166
chr5	150115000	150120000	chr5	150150000	150155000	317.285243590673	306.8524462382
chr5	36835000	36840000	chr5	36885000	36890000	189.10575342178333	182.09752802054103
chr5	8095000	8100000	chr5	8160000	8165000	165.25764767328903	161.78692984581002
chr5	137290000	137295000	chr5	137330000	137335000	216.649684826533	192.51227625211064
chr5	32100000	32105000	chr5	32135000	32140000	212.8588513533273	230.82712384064965
chr5	148055000	148060000	chr5	148090000	148095000	312.47862529754633	258.8777629534407
chr5	146185000	146190000	chr5	146330000	146335000	122.85078229506802	102.50370466709116
chr5	121340000	121345000	chr5	121375000	121380000	403.5282287597656	361.31717856725066
chr5	26930000	26935000	chr5	27005000	27010000	192.186074256897	168.112477302551
chr5	130940000	130945000	chr5	130975000	130980000	209.57586916287732	195.9532409509023
chr5	112495000	112500000	chr5	112530000	112535000	335.5335632960003	343.1479325294493
chr5	53120000	53125000	chr5	53205000	53210000	187.27097511291535	175.50370152791334
chr5	140645000	140650000	chr5	140700000	140705000	166.859812259674	152.79006671905535
chr5	137685000	137690000	chr5	137745000	137750000	205.40541243553136	198.70276256402335
chr5	67845000	67850000	chr5	68045000	68050000	109.39982211589835	75.59958320856093
chr5	65390000	65395000	chr5	65435000	65440000	181.20901962121334	172.658600648244
chr5	114705000	114710000	chr5	114855000	114860000	113.46851368745173	127.55038334925966
chr5	145230000	145235000	chr5	145275000	145280000	164.64018825689934	148.67736446857432
chr5	69230000	69235000	chr5	69340000	69345000	162.93486893177035	150.644657810529
chr5	39025000	39030000	chr5	39060000	39065000	239.92791891098034	222.57592837015804
chr5	35135000	35140000	chr5	35235000	35240000	137.99971236785268	115.83278799057
chr5	125280000	125285000	chr5	125350000	125355000	130.61740863323192	142.36459096272768
chr5	110040000	110045000	chr5	110075000	110080000	294.572325706482	257.936373392741
chr5	14950000	14955000	chr5	15510000	15515000	35.5532929897308	32.904394418001196
chr5	8180000	8185000	chr5	8360000	8365000	178.55533639589933	179.91421773036336
chr5	36525000	36530000	chr5	36745000	36750000	117.43155185381568	108.95775294303894
chr5	76530000	76535000	chr5	76585000	76590000	160.48314166069	137.27448685963932
chr5	65490000	65495000	chr5	65695000	65700000	117.47256706158333	100.47189005215957
chr5	71985000	71990000	chr5	72075000	72080000	99.21716022491483	89.34502120812722
chr5	109920000	109925000	chr5	109995000	110000000	162.42934624354066	167.07295612494167
chr5	35520000	35525000	chr5	35710000	35715000	58.802671432495096	70.0238886276881
chr5	131770000	131775000	chr5	132540000	132545000	23.39918134609857	10.547939618428563
chr5	107785000	107790000	chr5	107890000	107895000	103.55446889003117	98.30116887887327
chr5	45670000	45675000	chr5	45855000	45860000	65.89563421408337	69.92033214370413
chr6	72215000	72220000	chr6	72250000	72255000	370.0692682266233	339.7964125474296
chr6	50595000	50600000	chr6	50660000	50665000	162.0557130972543	139.63238076369
chr6	54425000	54430000	chr6	54460000	54465000	394.3460934956867	317.50432093938167
chr6	54990000	54995000	chr6	55035000	55040000	157.67818607886633	157.59058507283535
chr6	13835000	13840000	chr6	13900000	13905000	178.81328872839603	136.713954905669
chr6	50315000	50320000	chr6	50365000	50370000	170.13971517483367	141.5502654314043
chr6	17675000	17680000	chr6	17725000	17730000	169.99386088053367	159.51306863625834
chr6	113195000	113200000	chr6	113235000	113240000	235.14302349090568	241.31029584010435
chr6	115130000	115135000	chr6	115165000	115170000	347.80395714441903	327.196067492167
chr6	83795000	83800000	chr6	83830000	83835000	255.77210617065433	246.80471072594335
chr6	134845000	134850000	chr6	134945000	134950000	170.29297447204567	143.12544616063434
chr6	118705000	118710000	chr6	119105000	119110000	88.28156401713693	100.58007744948054
chr6	71440000	71445000	chr6	71490000	71495000	231.232716401418	244.008083899816
chr6	53215000	53220000	chr6	53285000	53290000	133.2844921747843	119.04770165681833
chr6	115045000	115050000	chr6	115225000	115230000	193.137313048045	172.58993919690434
chr6	85450000	85455000	chr6	85585000	85590000	144.33850045998898	131.81297735373198
chr6	115135000	115140000	chr6	115265000	115270000	141.369851311048	120.30724251270298
chr6	50460000	50465000	chr6	50515000	50520000	194.05757435162866	199.09400574366268
chr6	136465000	136470000	chr6	136720000	136725000	125.81710406144468	113.99122152725836
chr6	119505000	119510000	chr6	119555000	119560000	188.967087805271	198.665763894717
chr6	49235000	49240000	chr6	49270000	49275000	197.7436916430793	180.79919644196835
chr6	135025000	135030000	chr6	135140000	135145000	96.93943605820317	81.0028106768926
chr6	86240000	86245000	chr6	86330000	86335000	141.34461220105467	150.00152293841032
chr6	99455000	99460000	chr6	99500000	99505000	165.40734148025533	166.230062762896
chr6	29765000	29770000	chr6	29915000	29920000	72.40219061573346	63.335362176100396
chr6	28420000	28425000	chr6	28530000	28535000	78.61867552002273	77.4813771247864
chr6	91775000	91780000	chr6	92065000	92070000	74.25233978033067	67.99379179875054
chr6	35130000	35135000	chr6	35250000	35255000	73.09459088246027	69.5011628071467
chr6	71165000	71170000	chr6	71800000	71805000	95.57047196229284	71.95080945889156
chr6	142960000	142965000	chr6	143165000	143170000	68.23971895376843	47.80283818642297
chr6	107060000	107065000	chr6	107995000	108000000	60.65583139657974	37.7784669796626
