top_enh_chr	top_enh_start	top_enh_end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	top_enh_distance	top_enh_class	max_delta_abc	max_delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either	log2FC	padj	baseMean	n_enhancers	mean_delta_abc	sum_delta_unnorm	n_gained	n_lost	sum_abc_wt	sum_abc_ko	dysregulated
chr17	35916139	35916909	2310061I04Rik	0.191291	4.355994	83.093237	0.052423	0.015132	0.212783	4.925461	86.673332	0.056828	0.016961	19093.000000	promoter	0.021492	0.569467	True	True	True	0.121700	0.472386	193.745082	8	0.000401	0.251257	1	1	0.470246	0.473455	False
chr3	145118337	145118948	2410004B18Rik	0.058602	0.447674	38.153356	0.011734	0.002649	0.042210	0.301905	41.000895	0.007363	0.001633	819370.500000	promoter	-0.016392	-0.145769	True	True	True	0.079033	0.852063	67.768842	5	-0.009199	-0.632314	0	3	0.623026	0.577031	False
chr11	62756657	62757157	2410006H16Rik	0.042565	0.522021	85.428110	0.006111	0.001272	0.051491	0.650604	77.816683	0.008361	0.001949	154031.000000	genic	0.008926	0.128583	True	True	True	-0.146074	0.818923	20.649281	7	-0.001118	0.013437	0	0	0.302531	0.294705	False
chr8	57511481	57512156	2500002B13Rik	0.366437	5.368754	92.022200	0.058342	0.018294	0.405409	5.477058	91.397463	0.059926	0.018930	23765.500000	promoter	0.038972	0.108304	True	True	True	-1.034813	0.094182	8.723790	4	0.000744	-0.483548	1	2	0.458939	0.461916	False
chr2	153049284	153049784	2500004C02Rik	0.025641	0.331900	50.293838	0.006599	0.001533	0.012977	0.163402	46.421813	0.003520	0.000696	296539.000000	genic	-0.012664	-0.168498	True	True	True	0.195979	0.761960	17.522906	3	-0.004440	-0.191510	0	1	0.067593	0.054274	False
chr16	22857419	22858094	2510009E07Rik	0.024087	0.217688	66.595182	0.003269	0.000668	0.009630	0.087398	66.076474	0.001323	0.000239	1163091.500000	promoter	-0.014457	-0.130290	True	True	True	0.020757	0.918962	440.060636	5	-0.002591	-0.112619	1	2	0.131678	0.118722	False
chr4	147936450	147937017	2510039O18Rik	0.145315	0.806572	5.105930	0.157968	0.048474	0.111212	0.658977	4.198253	0.156965	0.047962	4160.500000	promoter	-0.034103	-0.147595	True	True	True	-0.077389	0.760901	108.049356	8	-0.000249	0.167049	3	2	0.477023	0.475034	False
chr2	74578667	74579167	2600014E21Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.105485	0.143174	26.337685	0.005436	0.001217	559925.000000	promoter	0.105485	0.143174	False	True	True	-0.047089	0.982787	4.540718	9	0.059190	0.723037	9	0	0.000000	0.532708	False
chr10	78787614	78788114	2610008E11Rik	0.022850	0.251524	18.627664	0.013503	0.003399	0.034606	0.372575	19.019227	0.019589	0.005043	309736.000000	genic	0.011756	0.121051	True	True	True	-0.041471	0.875922	200.200420	3	-0.001963	-0.079203	1	0	0.065401	0.059512	False
chr7	44929246	44930006	2610021A01Rik	0.003223	0.016923	209.364510	0.000081	0.000000	0.072303	0.458179	207.327098	0.002210	0.000399	3330397.000000	promoter	0.069080	0.441256	False	True	True	-0.016254	0.970133	167.797823	5	0.028039	1.448335	4	0	0.515740	0.655937	False
chr11	86484169	86484906	2610027K06Rik	0.090198	0.327759	75.973159	0.004314	0.000936	0.027209	0.101283	67.667253	0.001497	0.000257	652314.500000	promoter	-0.062989	-0.226476	True	True	True	-0.500961	0.267279	14.715372	13	0.000476	0.066297	6	3	0.488161	0.494355	False
chr11	113656591	113657091	2610035D17Rik	0.043786	0.319757	37.678684	0.008486	0.002003	0.015662	0.126631	24.299910	0.005211	0.001169	455003.000000	genic	-0.028124	-0.193126	True	True	True	0.055545	0.881416	1315.458849	8	-0.001863	0.118718	1	1	0.305815	0.290910	False
chr14	122465129	122465927	2610035F20Rik	0.053912	2.177376	20.761549	0.104875	0.033574	0.036946	1.277213	14.273185	0.089483	0.026477	9671.000000	promoter	-0.016966	-0.900163	True	True	True	-0.304426	0.150464	190.636413	11	-0.002553	-4.286642	1	3	0.569986	0.541906	False
chr15	96460471	96461093	2610037D02Rik	0.034447	0.323744	20.556286	0.015749	0.004158	0.055507	0.530034	21.149029	0.025062	0.006902	176287.000000	promoter	0.021060	0.206290	True	True	True	0.114605	0.490995	885.671259	7	0.002686	0.278273	3	1	0.655644	0.674446	False
chr14	6287000	6287500	2610042L04Rik	0.000587	0.000192	1.372700	0.000140	0.000000	0.021861	0.014948	1.915070	0.007805	0.001559	1952488.000000	promoter	0.021274	0.014756	False	True	True	0.170994	0.908533	5.752021	2	0.014634	0.026118	1	0	0.017101	0.046369	False
chr1	9630046	9630546	2610203C22Rik	0.564060	5.931857	43.695471	0.135755	0.037134	0.514827	4.668401	32.350214	0.144308	0.041501	879.000000	genic	-0.049233	-1.263456	True	True	True	0.910436	0.295953	4.852326	7	0.001223	-1.072580	3	1	0.794102	0.802663	False
chr13	29985813	29986591	2610307P16Rik	0.025524	0.024787	98.659054	0.000251	0.000000	0.094285	0.106665	81.208591	0.001313	0.000236	1100582.000000	promoter	0.068761	0.081878	False	True	True	0.096760	0.878359	37.672307	18	0.002936	0.161072	5	4	0.632338	0.685188	False
chr3	41742264	41742860	2610316D01Rik	0.009184	0.025632	44.619157	0.000574	0.000092	0.036125	0.152114	46.071228	0.003302	0.000596	3635698.000000	promoter	0.026941	0.126482	True	True	True	0.407278	0.112515	49.779637	6	-0.001217	0.304013	1	2	0.235762	0.228457	False
chr11	59191572	59192462	2610507I01Rik	0.167798	2.579551	25.174715	0.102466	0.033123	0.146159	2.234953	24.838935	0.089978	0.027426	10368.000000	promoter	-0.021639	-0.344598	True	True	True	-0.389419	0.590186	8.971158	8	-0.000528	-0.112074	2	1	0.580901	0.576678	False
chr5	23843861	23844411	2700038G22Rik	0.082609	0.647247	6.816459	0.094953	0.022809	0.107113	0.871892	8.304478	0.104991	0.027735	6460.000000	promoter	0.024504	0.224645	True	True	True	-0.391109	0.437601	16.559950	11	0.000022	0.106898	2	2	0.344309	0.344547	False
chr12	71123291	71123791	2700049A03Rik	0.073852	0.747074	11.097059	0.067322	0.019401	0.057671	0.591349	9.847051	0.060053	0.016210	13306.000000	genic	-0.016181	-0.155725	True	True	True	-0.016741	0.957559	542.550065	5	-0.001801	-0.026043	1	2	0.480346	0.471342	False
chr18	21299888	21300583	2700062C07Rik	0.049794	0.233563	108.340649	0.002156	0.000391	0.001941	0.009541	112.244113	0.000085	0.000000	3170613.500000	promoter	-0.047853	-0.224022	True	False	True	0.018812	0.976206	111.921883	11	0.000365	0.147823	5	3	0.571781	0.575798	False
chr12	55229917	55230417	2700097O09Rik	0.124821	1.538259	31.807292	0.048362	0.014026	0.094067	1.308052	31.548252	0.041462	0.011942	150057.000000	promoter	-0.030754	-0.230207	True	True	True	-0.078340	0.717370	272.310710	6	0.004476	0.966143	2	1	0.374672	0.401530	False
chr2	94384392	94384892	2810002D19Rik	0.134850	1.361320	25.042149	0.054361	0.016395	0.149485	1.392830	23.971237	0.058104	0.017921	21508.000000	genic	0.014635	0.031510	True	True	True	-0.139334	0.751995	62.783693	5	0.002589	-0.221145	1	0	0.439527	0.452472	False
chr11	55469219	55469934	2810021J22Rik	0.033258	0.234439	191.438163	0.001225	0.000214	0.002302	0.015200	191.945189	0.000079	0.000000	3397638.500000	promoter	-0.030956	-0.219239	True	False	True	-0.239438	0.339296	78.289178	11	0.001545	-0.098677	2	1	0.472780	0.489774	False
chr12	5428807	5429307	2810032G03Rik	0.015555	0.085439	5.486523	0.015573	0.003537	0.031829	0.204384	9.974138	0.020491	0.005281	53188.000000	intergenic	0.016274	0.118945	True	True	True	-0.049442	0.912115	67.346322	6	-0.000613	0.190391	1	0	0.230481	0.226801	False
chrX	108832701	108833201	2810403D21Rik	0.256906	1.930632	13.401997	0.144056	0.041372	0.290270	2.182123	14.750856	0.147932	0.043351	848.000000	genic	0.033364	0.251491	True	True	True	-0.307139	0.380983	31.134196	5	0.010252	0.386546	2	0	0.455913	0.507173	False
chr4	137357466	137357970	2810405F17Rik	0.063193	0.909456	18.152992	0.050099	0.015540	0.076461	1.040330	20.057834	0.051867	0.016222	30664.000000	promoter	0.013268	0.130874	True	True	True	-0.139966	0.774280	28.820965	8	0.006476	0.531944	3	0	0.220133	0.271943	False
chr16	91728570	91729711	2810407A14Rik	0.060067	0.094458	102.281099	0.000924	0.000156	0.004653	0.007008	103.120143	0.000068	0.000000	3945066.500000	promoter	-0.055414	-0.087450	True	False	True	-0.555382	0.686117	4.324727	13	-0.006359	-0.157922	3	5	0.503015	0.420346	False
chr1	64121796	64122532	2810408I11Rik	0.023371	0.257785	59.145827	0.004358	0.000951	0.010987	0.122451	59.183100	0.002069	0.000387	568495.000000	promoter	-0.012384	-0.135334	True	True	True	-0.478617	0.852978	1.889896	3	-0.000790	-0.007054	0	1	0.167993	0.165623	False
chr1	151428205	151428804	2810414N06Rik	0.027240	0.787044	88.840615	0.008859	0.002140	0.033669	0.989386	84.455883	0.011715	0.002905	326513.500000	promoter	0.006429	0.202342	True	True	True	-0.384792	0.820549	2.866103	1	0.006429	0.202342	0	0	0.027240	0.033669	False
chr13	3537572	3538312	2810429I04Rik	0.288181	0.745244	28.642813	0.026019	0.007330	0.184132	0.492400	27.398204	0.017972	0.004528	59713.000000	promoter	-0.104049	-0.252844	True	True	True	0.147313	0.714184	52.592090	8	-0.009156	-0.145178	2	4	0.575162	0.501916	False
chr1	86059333	86059833	2810459M11Rik	0.184496	1.142550	16.737529	0.068263	0.020033	0.166144	1.027509	14.369595	0.071506	0.021450	13721.000000	intergenic	-0.018352	-0.115041	True	True	True	0.157215	0.838497	12.302237	10	-0.002194	-0.140941	1	3	0.625319	0.603376	False
chr5	24842374	24842951	2900005J15Rik	0.017134	0.135794	42.677706	0.003182	0.000576	0.039477	0.358817	44.620683	0.008041	0.001926	258319.500000	promoter	0.022343	0.223023	True	True	True	-0.098464	0.930672	10.846288	12	0.003204	0.854043	4	1	0.433541	0.471990	False
chr5	113735506	113736052	2900026A02Rik	0.043219	0.335117	55.609308	0.006026	0.001369	0.017727	0.142569	55.966484	0.002547	0.000500	514543.000000	promoter	-0.025492	-0.192548	True	True	True	0.219856	0.332051	100.050532	8	0.000353	0.114932	2	1	0.319575	0.322401	False
chr11	117654038	117654603	2900041M22Rik	0.141815	1.468774	59.543525	0.024667	0.006491	0.164160	1.632799	58.626547	0.027851	0.007657	43074.500000	promoter	0.022345	0.164025	True	True	True	-2.218038	0.054326	2.461079	6	-0.006490	-0.530209	1	4	0.347967	0.309025	False
chr11	120189597	120190102	2900052L18Rik	0.074814	2.975148	36.194800	0.082198	0.027611	0.088956	3.459723	37.797426	0.091533	0.031047	41735.500000	promoter	0.014142	0.484575	True	True	True	-0.041413	0.960455	47.519445	5	0.003334	0.127854	1	0	0.594997	0.611667	False
chr7	81493494	81494175	2900076A07Rik	0.072875	0.647084	15.741146	0.041108	0.012003	0.088835	0.771368	17.932414	0.043015	0.012743	29714.500000	promoter	0.015960	0.124284	True	True	True	0.016312	0.973810	79.147431	7	0.005285	0.259704	2	0	0.313534	0.350526	False
chr9	112189332	112189832	2900079G21Rik	0.018528	0.182244	3.797375	0.047992	0.015042	0.050870	0.484249	8.392124	0.057703	0.018578	44694.000000	genic	0.032342	0.302005	True	True	True	0.405564	0.460836	16.425944	8	-0.001645	-0.279966	1	3	0.488689	0.475531	False
chrX	152336529	152337029	3010001F23Rik	0.076010	1.357875	47.467188	0.028607	0.007342	0.100817	1.809493	48.520939	0.037293	0.010676	31793.000000	genic	0.024807	0.451618	True	True	True	0.078397	0.762642	213.178808	8	0.000687	0.152334	2	2	0.638750	0.644249	False
chr7	124788850	124789350	3100003L05Rik	0.067716	0.386866	16.258581	0.023795	0.006695	0.095998	0.540028	20.763386	0.026009	0.007432	80165.000000	intergenic	0.028282	0.153162	True	True	True	-0.808329	0.234769	7.351971	7	-0.003439	-0.157021	1	3	0.246259	0.222183	False
chr1	119837191	119837863	3110009E18Rik	0.078654	0.716308	64.166230	0.011163	0.002781	0.055742	0.505956	57.114650	0.008859	0.002150	283659.000000	promoter	-0.022912	-0.210352	True	True	True	0.034375	0.957383	58.703697	3	-0.011703	-0.328049	0	1	0.309151	0.274042	False
chr7	81571015	81572094	3110040N11Rik	0.087579	0.803663	34.732297	0.023139	0.006223	0.074687	0.674285	38.380273	0.017569	0.004634	217923.500000	promoter	-0.012892	-0.129378	True	True	True	0.040594	0.952531	44.742301	8	-0.001250	-0.131248	0	1	0.276044	0.266041	False
chr12	70881247	70881747	3110056K07Rik	0.033609	0.775380	101.870572	0.007611	0.001673	0.014438	0.312050	80.971947	0.003854	0.000519	134335.000000	genic	-0.019171	-0.463330	True	True	True	0.063783	0.830128	310.667117	2	-0.013234	-0.704461	0	1	0.090868	0.064399	False
chr5	139200334	139200886	3110082I17Rik	0.028283	0.412645	53.552396	0.007705	0.001833	0.012937	0.193095	55.624664	0.003471	0.000658	259917.000000	promoter	-0.015346	-0.219550	True	True	True	-0.542726	0.000143	126.116919	3	-0.001285	0.014653	0	1	0.214794	0.210939	True
chr2	146511911	146512594	3300002I08Rik	0.034923	0.093513	67.839592	0.001378	0.000240	0.062016	0.201935	73.741135	0.002738	0.000489	3850512.500000	promoter	0.027093	0.108422	True	True	True	0.377958	0.148948	53.049671	9	0.001337	0.208044	2	2	0.291956	0.303986	False
chr7	3644637	3645517	3300002P13Rik	0.078583	0.336567	140.853535	0.002389	0.000311	0.130094	0.687703	137.416103	0.005005	0.001055	221632.000000	promoter	0.051511	0.351136	True	True	True	0.207884	0.867564	6.995456	15	0.002367	0.783039	4	5	0.593422	0.628930	False
chr14	32683249	32683749	3425401B19Rik	0.247526	0.455155	3.066124	0.148446	0.043613	0.298424	0.777362	4.601426	0.168939	0.054075	1794.000000	genic	0.050898	0.322207	True	True	True	-0.607457	0.596343	3.793936	6	0.012770	0.459322	3	2	0.339046	0.415667	False
chrX	134585403	134585960	3632454L22Rik	0.059524	0.069251	33.261242	0.002082	0.000376	0.015530	0.019515	32.823504	0.000595	0.000000	474654.500000	promoter	-0.043994	-0.049736	True	False	True	-0.350789	0.101964	85.129388	10	-0.003827	0.010579	3	5	0.629776	0.591507	False
chr13	107889814	107890661	3830408C21Rik	0.054780	0.350945	52.466210	0.006689	0.001468	0.075600	0.476479	54.318736	0.008772	0.001948	867685.500000	promoter	0.020820	0.125534	True	True	True	0.630892	0.434952	6.465763	6	0.003878	0.121095	2	1	0.246101	0.269369	False
chr3	89759698	89760198	4632404H12Rik	0.075949	1.241176	19.517139	0.063594	0.017756	0.056777	0.956362	15.206617	0.062891	0.017448	13292.000000	genic	-0.019172	-0.284814	True	True	True	0.070192	0.864160	92.438672	8	-0.001898	-0.105548	1	1	0.299279	0.284095	False
chr5	29568892	29569491	4632411P08Rik	0.076820	0.698265	54.570161	0.012796	0.003285	0.105639	1.121220	56.058513	0.020001	0.005383	190493.500000	promoter	0.028819	0.422955	True	True	True	-0.227928	0.854740	5.787311	5	0.005200	0.574560	3	2	0.195919	0.221919	False
chr16	30187918	30188418	4632428C04Rik	0.079881	0.405205	19.564179	0.020712	0.005613	0.037179	0.186567	15.053236	0.012394	0.003169	179502.000000	intergenic	-0.042702	-0.218638	True	True	True	-0.293744	0.839607	4.381095	5	-0.013272	-0.342974	1	3	0.182754	0.116392	False
chr11	73014842	73015342	4732414G09Rik	0.049907	0.969776	5.328299	0.182005	0.060745	0.027333	0.484224	2.752091	0.175948	0.057653	3749.000000	genic	-0.022574	-0.485552	True	True	True	-0.904317	0.072660	14.181293	9	-0.005956	-1.763989	0	3	0.474549	0.420941	False
chr8	11557918	11558418	4833411C07Rik	0.093373	0.400565	107.951504	0.003711	0.000790	0.031952	0.152428	106.801283	0.001427	0.000241	658247.000000	genic	-0.061421	-0.248137	True	True	True	0.009850	0.996191	5.716931	11	-0.011200	-0.315637	2	5	0.566197	0.442995	False
chr11	96075420	96075920	4833417C18Rik	0.082869	1.552684	86.480085	0.017954	0.004746	0.095306	1.863162	85.910810	0.021687	0.005812	216806.000000	promoter	0.012437	0.310478	True	True	True	-0.494275	0.410494	11.360294	5	0.006067	0.783324	1	0	0.234218	0.264552	False
chr17	87672079	87672741	4833418N02Rik	0.048870	0.379825	45.414553	0.008364	0.001991	0.030195	0.248561	44.940592	0.005531	0.001252	389596.000000	promoter	-0.018675	-0.131264	True	True	True	0.581854	0.585347	5.639747	12	0.000742	0.284841	1	1	0.460393	0.469295	False
chr13	119690059	119690628	4833420G17Rik	0.172138	0.448818	104.697222	0.004287	0.000857	0.132086	0.357761	110.464895	0.003239	0.000560	227576.500000	promoter	-0.040052	-0.091057	True	True	True	0.168214	0.150263	514.166467	8	-0.008512	-0.133666	0	2	0.501650	0.433551	False
chr13	54589840	54590661	4833439L19Rik	0.114824	2.280148	49.964561	0.045635	0.013326	0.156801	2.854439	51.102120	0.055858	0.017402	24815.500000	promoter	0.041977	0.574291	True	True	True	-0.139774	0.225331	552.816362	8	-0.000965	-0.943106	1	2	0.485309	0.477587	False
chr9	108305816	108306410	4833445I07Rik	0.030566	0.774789	79.462639	0.009750	0.002400	0.036561	0.968334	80.323365	0.012055	0.003039	261419.000000	promoter	0.005995	0.193545	True	True	True	-0.579600	0.094166	18.960150	7	0.000423	0.518564	0	0	0.387002	0.389964	False
chr2	19657436	19658001	4921504E06Rik	0.211194	0.350833	36.904670	0.009506	0.002138	0.308044	0.637831	38.757152	0.016457	0.004361	103804.500000	promoter	0.096850	0.286998	True	True	True	-0.218411	0.943182	2.156027	9	0.002178	0.203053	2	4	0.396826	0.416432	False
chr8	8658763	8659263	4921522P10Rik	0.081058	0.345834	2.715465	0.127357	0.032847	0.114447	0.734158	5.837237	0.125772	0.032038	2787.000000	genic	0.033389	0.388324	True	True	True	0.082324	0.909496	27.101331	7	0.005143	1.126231	2	1	0.416745	0.452743	False
chr8	85299381	85300052	4921524J17Rik	0.039702	0.487932	30.468803	0.016014	0.004255	0.035763	0.426275	29.812857	0.014298	0.003727	133116.500000	promoter	-0.003939	-0.061657	True	True	True	-0.407936	0.002514	122.925863	2	-0.001833	-0.095255	0	0	0.139186	0.135520	False
chr2	180024453	180025236	4921531C22Rik	0.240133	3.751113	47.462912	0.079033	0.026195	0.201642	2.927585	46.207079	0.063358	0.020565	48852.500000	promoter	-0.038491	-0.823528	True	True	True	-0.096894	0.820418	47.202579	10	-0.007347	-1.713763	1	2	0.587108	0.513642	False
chr11	3648867	3649923	4921536K21Rik	0.018807	0.197209	25.803334	0.007643	0.001813	0.044111	0.460129	30.890905	0.014895	0.003844	245703.000000	promoter	0.025304	0.262920	True	True	True	-0.236784	0.893531	3.234564	11	0.000449	0.023778	1	1	0.505977	0.510916	False
chr16	91728570	91729711	4930404I05Rik	0.027705	0.377695	102.281099	0.003693	0.000784	0.053421	0.725818	103.120143	0.007039	0.001578	717892.500000	promoter	0.025716	0.348123	True	True	True	0.011064	0.992096	17.890940	8	-0.001807	-0.216112	1	2	0.427855	0.413399	False
chr12	104939411	104939911	4930408O17Rik	0.111216	0.528839	36.139208	0.014633	0.003664	0.131699	0.808793	43.503194	0.018592	0.004976	82291.000000	genic	0.020483	0.279954	True	True	True	0.228324	0.887232	3.306345	11	0.003924	1.092200	3	1	0.596698	0.639859	False
chr4	9668966	9669594	4930412C18Rik	0.380006	3.495021	69.323476	0.050416	0.015254	0.356118	2.771973	62.163071	0.044592	0.013385	101304.000000	promoter	-0.023888	-0.723048	True	True	True	-0.792401	0.000005	75.096787	6	-0.002437	-0.904598	1	1	0.559464	0.544840	True
chr2	127269790	127270467	4930417H01Rik	0.022966	0.197127	58.230694	0.003385	0.000593	0.006325	0.049811	63.582940	0.000783	0.000129	4568082.500000	promoter	-0.016641	-0.147316	True	True	True	0.035336	0.979988	7.949569	9	0.002555	-0.020617	2	1	0.284880	0.307871	False
chr12	76254981	76255547	4930426I24Rik	0.037396	0.719719	57.909969	0.012428	0.003169	0.043228	0.774131	59.332099	0.013047	0.003357	148718.000000	promoter	0.005832	0.054412	True	True	True	-0.995075	0.219381	5.835419	2	0.005372	0.043617	0	0	0.111196	0.121940	False
chr9	78481691	78482191	4930429F24Rik	0.068024	0.505607	67.719855	0.007466	0.001569	0.027016	0.175745	40.632781	0.004325	0.000890	1311699.000000	genic	-0.041008	-0.329862	True	True	True	-0.256861	0.768051	9.845601	6	-0.008928	-0.670367	1	2	0.347016	0.293446	False
chr9	107587373	107587891	4930429P21Rik	0.039662	0.837109	76.905397	0.010885	0.002725	0.026473	0.546498	78.320649	0.006978	0.001622	233646.000000	promoter	-0.013189	-0.290611	True	True	True	-0.251345	0.755959	12.406998	13	-0.000330	-0.386549	1	2	0.644231	0.639942	False
chr9	4376311	4376811	4930433N12Rik	0.060288	0.013751	58.615563	0.000235	0.000000	0.198584	0.058887	61.532018	0.000957	0.000159	1176762.000000	promoter	0.138296	0.045136	False	True	True	0.013173	0.995058	6.540502	10	0.012242	0.064108	4	6	0.406217	0.528640	False
chr12	75669287	75669944	4930447C04Rik	0.004331	0.009562	96.465300	0.000099	0.000000	0.086509	0.173156	94.767459	0.001827	0.000334	2728841.500000	promoter	0.082178	0.163594	False	True	True	0.394845	0.703968	5.881209	17	0.001371	-0.036738	4	7	0.404025	0.427337	False
chr2	18217842	18218831	4930447M23Rik	0.002514	0.006730	27.419785	0.000245	0.000000	0.054431	0.177161	30.251088	0.005856	0.001242	1125979.500000	genic	0.051917	0.170431	False	True	True	0.173624	0.907254	4.736249	13	-0.003996	0.092214	2	6	0.451899	0.399957	False
